,UKF243,UKF251,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
RARRES2,0.1103821463674767,-0.07864212466603393,0.03476902312971547,-0.022917579437177055,0.029351263427362044,-0.027335415079230367,0.03440536586231988,0.04490821627236172,-0.013886955852028373
FGF7,-0.03845631616859827,0.009386296684257174,0.03393372983241084,0.02624889424452348,-0.05376278472496839,-0.013717573798543213,0.00999080579210475,-0.005120127843544354,0.008115578751986962
EFNA2,,,,,,,-0.017900755357218474,,
HBEGF,0.040642705712683934,-0.0035788253856918377,0.06047159184123549,0.021444271352877322,0.11415776698476632,0.050186881118949624,0.011315373304125608,0.0487361510369912,0.029778916510993535
CSF3,-0.03187238361963899,,,,,,-0.07425827309839095,-0.015051826168269968,-0.025863881151285902
PI3,0.020851517337726132,,,,-0.07279895725787437,,-0.0487573536892157,0.031650611856595255,-0.047180233886942535
PCSK1N,-0.05516634364502512,0.028362339221517374,-0.022308826293769977,0.01749840110845983,-0.06183528083577217,0.04523209190905249,2.6581087525547128e-05,-0.00977178195436257,-0.08977170174512436
NTS,,,0.004938672972687941,,,,-0.021808673494145017,-0.022289702069866132,
SFRP1,-0.06256029962804965,0.022706651281482245,0.039076354966864305,-0.01374715529371019,0.007240287163541205,0.05852246897945303,-0.024841694106470625,-0.02177174586342711,-0.0484015825561132
CXCL13,,-0.02131861501187942,,,,,0.060625879270124826,,-0.031469117846860344
MICA,0.09430951040364058,-0.04944766184094637,0.03521275411818453,-0.024592879388893724,0.10158338202283988,0.013811324218409821,0.052312384246490776,0.04924995192687629,0.023812305108626915
TG,0.05242528922048849,-0.037482114156438484,0.03598787050247625,0.10592539059206298,-0.07185966666912517,-0.021093701502409305,0.0039837710163567654,0.014237998107654026,0.023339492670819317
ADA,-0.04435100519338917,-0.058679544758413506,0.009646463937713963,0.006263773366872199,-0.018674664625930374,-0.008401857195337904,0.10341779400769836,-0.015407569251129166,0.04217622120768584
LAMC3,0.02835692249052697,0.040090549239865936,0.006239869329535044,-0.036981679342095015,-0.04853922523009507,0.01566434446941927,0.004059101913231441,-0.04679157887699655,0.04961523458379844
CCL7,,,,,,,,-0.015772854780239303,-0.048672967305552615
NGF,0.013652713402865736,,,,,-0.008914683931455602,-0.01766013908924652,-0.04722345182573854,0.006556499553406522
TNFSF15,-0.05085451634744661,,,,,0.0688209220226578,,-0.04167461313349525,-0.042937711362906104
HMGB1,-0.06782033926093785,0.01127946755783421,0.02411903682473331,0.011920972779090197,0.03445512946030408,0.003924375929043549,-0.04100860496064047,0.05681989740280506,-0.006321384838091902
ITGB3BP,0.015968048668338727,4.95728686261644e-05,-0.017829578706573028,0.060250666137462494,-0.030395960427166583,0.041886860439360706,0.048503138433950314,0.0013855552106406728,0.05957707225803558
AANAT,0.10457786089338189,,-0.04029164252496841,-0.022898447254464604,-0.0619352687020643,,0.06092470063505639,-0.016688338119893894,-0.023689009505383073
RELN,-0.05796394248369501,0.01082061459427919,0.006286987338105964,-0.012270780985821864,,-0.02417498152379656,,,-0.08047810811320091
IL15,-0.040384060357709105,-4.297647599314593e-05,0.02898952959478202,-0.0212372514795001,-0.05434884909819442,0.009665471662550329,0.09654696265366461,-0.003966395132590877,0.10650169541050324
UTS2,,,,,-0.021550194552062484,,,,
BSG,0.1198790539514636,0.005750142923002054,-0.05241915325920084,0.06244636243812989,-0.08961816140611374,0.06586457669678063,0.0043094687352462635,0.09050751207689481,0.06452814708034646
ADAMTS3,0.009691781140269442,0.01279334259560143,0.03468752822481369,0.05192054294197038,0.07863422821535433,,0.012726421063496971,0.04921693026539904,0.07177106300678425
CD34,-0.05364458705050421,0.016056097365181737,-0.030366224142219216,-0.03385130654734455,-0.04085465427275882,-0.0012839843824695378,0.06576406161315781,-0.012252190804841148,0.0021687117718990623
PLAT,0.06731333433799973,-0.07400290272450631,-0.0013012465011914111,0.0005087899340805019,0.026295477482465107,0.009900297912581527,0.018714464013618922,0.00010045618844406541,0.0099187533946434
NTF3,,,0.031180431618973364,,,,0.0017629395464508575,,
LTA,,-0.027564464566004244,,0.05794053140694073,,,,-0.022459988116462475,
CKLF,0.04244358718522184,-0.057950060374441115,0.03130342318323063,-0.007629135111735772,-0.020097151539897686,0.08911306920529904,0.08669749191223292,0.0204434954258442,0.09805930908956784
CD24,0.06333851184936079,-0.011374248385539264,0.017648199781190612,-0.018650424232593613,-0.016444207125511884,-0.040609628996648765,-0.03177482435159826,0.010008324344398642,-0.03957566145763826
HSP90AA1,0.012509908917021887,-0.03378548150420683,-0.0445563161428165,-0.08591565621286722,-0.028013030123475044,0.033370347840278466,-0.10984243547596909,0.023065932299321287,-0.13790461477489468
BMP4,-0.026812367590017625,0.02824779000889298,0.04170692388091766,-0.01809633397167135,0.0018253222476317112,0.06785238570253536,0.036756637497339796,0.018842177270714924,0.03929847123256147
SCGB3A1,,,-0.015526292007325563,-0.014819075060763612,-0.05123640074106974,0.036303796921081544,0.024953503103301772,0.05489827770674074,-0.04760320193787364
IGFBP4,0.04048215530245375,-0.02391140208247316,0.04554609388621118,0.00880461276909283,0.0037080473631884003,0.10302943530966849,0.009497238025805566,-0.02217292757715926,0.028564985104455966
RSPO4,0.038146777368236726,-0.04456110512132723,0.059798047701586865,-0.018075773423706063,,-0.02364278403520625,,0.054144393219566364,0.03845217049861429
LEFTY2,0.02228039765672145,0.13172309065629625,0.0009688447406008932,-0.02621715301784124,0.04659372199531251,,0.13593258057777408,-0.03486269260303092,-0.055673843794850235
PF4,,0.0021237564757475118,,,,,-0.016407281611918755,-0.02245998291905463,-0.0233995682761799
ANGPTL2,-0.026501253537967444,0.052494503916476226,0.02974969569573437,-0.030950714174545327,-0.028421590322367744,0.03803052526044704,0.01579091731008325,0.04450730421948897,-0.00966163864713097
LRIG2,0.025074870910705965,-0.006804047030581255,0.02916278097741998,-0.004976883164113342,0.015588826041921619,-0.031584395190047077,0.04407787813485442,-0.002636630077925599,0.09547627337437234
ICOSLG,0.03208692557165098,-0.04901259371099059,-0.050001902281416974,-0.0183453738548605,0.012902171671018094,0.000619311489439146,0.037671026961804584,0.03858432266042369,0.023983397259928402
WIF1,-0.1061584031341935,,-0.006419110074839279,0.024951453512921367,,,,,-0.042937707839221996
NPPC,0.05999895358970886,,-0.02100013642527622,0.07830355345734216,0.00248758853331056,0.026814616752821933,-0.017860366135079523,,-0.05623456756789313
LYZ,0.023624433150066522,0.03726343103080492,-0.015568675774797891,-0.013572060295488948,-0.13275488888644077,-0.02597330141746978,0.079857887709323,0.0008965912378633318,-0.05049775314007955
EREG,,,,,,,0.02215108222072535,0.04367807436528855,0.05153354331142198
SPTAN1,-0.09820514952627445,0.011195664720241041,0.025115162057542693,-0.0044365152970335065,-0.11380905377011573,0.12833549522969998,-0.013450263903614501,-0.044366364306886605,-0.04895080811128385
LIPC,-0.03592785525674444,0.025003353004768112,,-0.01218168810093157,-0.046147979769440774,0.04819932499611321,,-0.02839791946208144,-0.03649022605274867
COL8A1,0.05257287492698866,0.007984044371422007,0.0568699483807626,0.021686791256393147,0.044153329441752986,0.05154865832804864,0.05988426668397593,-0.06437507013285543,0.019760487942642277
GSTM2,0.06477451061157298,-0.005648796099460752,-0.01965760302896628,0.023346703793989124,-0.06881474985351986,-0.055668990710360994,0.0190557243130861,0.010193991123902658,-0.025525408499094952
IL4,,,,,0.24119964146973544,,,,
SPX,-0.0516925113302044,-0.01104055589365908,-0.07939173128074306,0.000924975820174933,,,0.03932832639887638,-0.043054263432806515,0.051600123346501325
MFGE8,0.1281787903334826,-0.020193288479086042,0.036984219145385716,-0.02819245859676235,0.05603011221489856,0.03744622177812001,-0.030932359737710708,0.07514526150867402,0.03646202488802404
TGFA,0.06707005304302946,-0.09174423716077283,0.08828085177278946,0.0064525385360348795,0.011280474408141375,-0.02470021316004391,0.02193623864319201,0.13313091388698362,-0.013527412553420692
SLIT2,-0.07537551414849812,-0.0011295732533104827,-0.03509676321546714,0.004099639227665707,0.03227066589320413,0.03485956572231722,0.04341015899903381,0.04010295744801531,-0.056470732016180664
PLTP,0.028780421633889303,0.009770993412936545,-0.01827245263830881,-0.012154946966020324,-0.11791485371380099,0.019635476544433213,0.03935686024115715,-0.10302699380215385,0.0740251910037175
APOD,-0.03403192852078297,-0.021947062503190465,0.07283445925319973,-0.0452035573384362,-0.008005379886799812,-0.13656776923338337,0.031856010057946534,-0.10282010657539344,0.13816665542336323
B2M,-0.12329949154979244,0.067518419134734,0.04425444834628425,-0.00343175735248421,-0.08485611301702532,0.04722522522803345,0.08557298220465699,-0.047635239336714555,0.05163445619019696
OMG,-0.07068826962880424,0.03138646798113449,0.013773583270239935,-0.03516533370779565,-0.044094214558681954,0.003943613921041043,0.015224024803343662,-0.007482120896634207,-0.02850641634452719
CXCL3,0.0009354179805193932,-0.02534937638729477,-0.010550034190991167,-0.015294668730408887,-0.028811417508010584,,0.005965018099543284,0.02442552886840418,0.028852315801487012
CXCL10,0.032281886603884584,0.00597414294622664,-0.014920744577321626,-0.010276766377940708,-0.06928270972632682,-0.02677134385316987,0.0877512478610307,-0.0020144816161951776,-0.015317776903270793
RSPO3,,,0.0007929989692209803,-0.0159826340474128,,,-0.00406265557826653,-0.016006363370684853,-0.04010354384904181
CORT,-0.050305332604191136,0.030946601773012967,0.03737418943114543,-0.010481027907147153,,,-0.01716938628867227,,
NCAN,-0.01563494538668441,0.03947780011876753,-0.029852871105123246,0.009924808648512069,0.0735756958079219,-0.0075008723930327734,0.014068565022325093,0.06224393094083298,0.05104926543101415
PRG4,-0.0397882813161324,,,-0.018686341228295537,,,0.11940652973435764,-0.03625872680633544,-0.032569011147286296
ZG16B,,-0.007057130344011497,,,,,,0.001047430706809098,0.08000132134490226
TGM2,0.0415716453747742,-0.01885081336750507,0.0023334936555998277,-0.018224081498765737,0.015054643685500274,-0.03184489286204622,0.02062541329837465,0.02262557469760976,0.015179782190151685
VEGFC,-0.09315708170664587,-0.030491472875887927,-0.005562953645109911,-0.019070156058483057,-0.02685070034509516,-0.003412909151288149,0.07296259992135269,-0.04513218119158676,-0.011945714268440686
WNT6,0.02971215506693163,-0.027902998861773394,,-0.016643469223577134,-0.013205506938548817,,-0.007017225203109722,-0.02410364349551767,0.0039267201986786255
NRG4,0.022133044514948953,,0.0041080521450138985,-0.007262976194899201,,-0.06728803951489375,,0.03556799148767676,-0.03101980566288587
PMCH,,,,,,,0.09484942475851903,0.03830171707894882,0.06181076675336964
COL9A1,-0.02719944517901909,0.024723196974547938,0.0012943728737606819,0.028023930830118796,-0.08475566386448936,-0.017180853831666565,0.04731852746907168,0.014329740451512508,0.130352745691075
GDF11,-0.013978286493561625,-0.02090001466604589,-0.03341305406951181,-0.04831005632291388,-0.10199547891249193,0.11559567745767027,-0.02773689468097248,0.045582637545572645,-0.009093411046697173
RAET1E,,,,,,,,-0.01755886885729182,
IL24,,,,,,,-0.016145675848385395,,-0.020516605827818585
SORBS1,-0.051429635520962795,0.025315336573121593,0.03533792755367817,0.017696457956376407,0.030986354448281597,0.0751413211075578,0.04395239975302327,-0.004053992123025569,-0.027801893815434384
DLL1,-0.04272352265356368,-0.00514004074830749,0.007043100988008285,0.025438729985130065,0.12243089493439134,-0.06612607365199043,0.06912993086256607,0.01328103755228081,0.04124570127798047
TLN1,0.05488968368853432,0.005562852938004761,0.0006694327104872081,0.050958756811190234,-0.03799197252209064,-0.014786038840638657,-0.0013315592109049087,-0.03447398152153405,-0.03895329674304633
COL2A1,0.035341319668265175,,,-0.015527228802989533,,,0.02565015974383278,-0.02329466870578454,-0.027947179930192054
SHH,,,-0.03902244215894718,-0.0148190737654842,-0.003374510581934302,,0.026669346781888644,0.13432308854918742,-0.020065518935449805
PON2,-0.0017340924588760197,-0.003452469967239641,0.061141311987340644,-0.019520833059514162,0.044150518774669925,0.12095628862389364,0.08230353941301523,-0.061697251814306554,0.10783115998075925
ICAM5,-0.08276171883341674,0.04044912517835698,-0.028387135327933105,-0.005066271697590361,,,-0.018328742695956312,-0.021702308946349804,-0.04874892322826891
HPX,-0.003208840999450708,,0.061068878511141886,0.05202781578142344,-0.020230243016141604,0.07016417395836806,0.12044588243303642,-0.025066179089568253,0.06795626469385843
SFRP2,-0.03490065708827291,,-0.026514432074633734,-0.02907123032656687,0.05953477895983034,,0.06512738730083062,-0.03870074836828837,0.02262206335790383
CFC1,,,,,,,,,0.0470868227141155
CD70,,,,,,0.0037093703926196525,0.008998761249455272,-0.02442060218868169,0.05383850036043245
HP,0.015275215547505298,,0.03473372450051895,-0.0017411119092055776,-0.027726160166063676,0.047765526766671555,-0.006800080847190145,-0.02394377160147059,0.014194271610991335
CXCL2,0.008104436020853556,0.026933035014007373,-0.0011781302058139131,-0.01731805845509636,-0.02306666757752769,-0.050562617806159886,0.01580021515148965,0.0014868016853426588,-0.009123238089400824
NPPB,,,,-0.019070157445510192,,,0.031533224710225384,0.16438607396825852,
CCK,-0.10082408387508404,0.03519711018088622,-0.038621442506374816,-0.016766504292630012,,,0.04138575445908164,0.019389105794242512,-0.033581752005474766
SEMA6A,0.008986049107112834,0.0768012843659601,0.014018262019897846,0.02806004029313446,0.033201353354309196,-0.10818966297138022,0.007321816000487835,0.013484570402952048,0.04285057279942871
IRAK4,0.05517701543018242,-0.0298139194614868,0.017174723548770265,-0.0014633121537597805,-0.061600793471048125,0.021873740467880647,0.03505005836963667,-0.04024198711010445,0.1039302189103819
GSTP1,0.0429453464651752,-0.046017659394946085,-0.053297208222051085,-0.029774275617978182,-0.07655616985748746,-0.03140771592955026,0.07469155252205026,-0.018168578116309227,0.08851930459493448
VCAM1,-0.004898622957097018,-0.044668716317403066,0.007585496111022275,0.04243205563462442,-0.03639093501832494,0.03106491645457041,-0.020770738770341243,-0.04629506164238677,0.012236722923614102
NXPH3,0.027316143137360773,-0.03571943688456884,-0.046953573523412895,0.018506212652715816,-0.07341868155217729,-0.06272218770315363,0.018268076041681514,0.08713107092174638,0.07660426604472237
MTMR4,0.014236723120921307,-0.03081494390672426,-0.0016220116454864165,0.015183783265550012,0.07498197081621868,0.022551154424869966,0.01385831075780402,0.0681477602625203,-0.0070375595163325215
LAMC2,0.06686562322389533,,,,,0.06058384761248315,-0.02120380277863865,0.07128284016007942,0.038664578778741375
IL10,-0.03845979515959373,0.01855991273807946,,-0.017070502130504678,0.025825356304358053,0.01650202909250652,0.10579974732512037,-0.06054706768605702,0.0794922538639451
SEMA4D,-0.03014207188202805,0.04428129274622897,-0.014474578222592606,-0.009533440141625795,0.12868640450641455,0.05270350923823155,-0.006398969409009583,-0.005701479374873183,0.05692694380673091
TRH,0.08243372057416624,,,-0.00812182738607863,-0.05786611046285018,,0.11954061150008695,-0.018186164661685204,-0.039274996651976805
SEMA6D,0.012058294068592035,0.021584584386920697,-0.011356174876558234,0.010395403856062678,-0.02954794563396504,-0.032591570223652284,0.019996190435992812,0.054633587341233386,0.0792436465114025
CEL,,,,,0.02213751877484002,0.038460770196760585,0.0527068350250642,-0.03554312386244686,-0.0011623976541820461
PDCD1LG2,-0.04222472774249587,-0.03748089612563399,0.05116045245881287,0.07810548649725393,0.04190195134410971,0.12143284536983241,0.08732737233702315,0.009717981938905735,0.009877029639783973
SPINT1,0.043389274993493494,0.0103666726516304,0.08552041473539482,0.07244435054300787,-0.1120986432852833,-0.02786856820555708,0.033441358913557616,-0.015091592346994968,0.00949554480473309
CTHRC1,0.03085846545765855,0.05610283284920467,0.0018438805505070046,-0.039380382479808775,-0.030394652644298106,-0.029500076666321595,0.033978614602982384,-0.01557077453658688,0.07353273650779442
PODXL,-0.03416063222705654,-0.022089244512413318,0.028750572365932564,0.00929448096557688,0.0886413031094531,0.04584143633576465,0.04988590117115454,-0.008690914144420954,0.05036529005256684
JAM3,0.0595936265621929,-0.02580907697624204,-0.002090922635123964,0.006161992172118392,-0.08631158037082956,-0.03250170313031131,0.04597478781378508,-0.005672652440663418,0.04580487720123808
TGFB2,-0.042484570546568526,0.001718741773224197,0.021042177617967926,-0.008256442147362795,0.11680172465055974,0.016487573193269916,0.04721656388848303,-0.021139359005247837,-0.06463481883854906
COL18A1,0.0497882590753468,-0.04893570164231234,0.037862293203105385,-0.019452426346112574,0.02839128793097773,-0.0381723369853268,-0.029135344885737897,-0.04871161839642875,0.060104122404619306
NODAL,,-0.0009682104538591017,,-0.026217150085164852,0.0165354840315124,0.01268492826855238,-0.019943712990592558,0.04104259185801572,0.027973457580650493
INHBB,0.04011514122494291,-0.07477796463943963,0.05767292560199443,0.01132971242898652,-0.045709812059798856,0.02879795962787968,0.09980622856690277,0.06812140538871247,0.060128490126686786
LCN1,,,,,,,-0.01883431436874546,-0.018390839558276063,-0.02095190121369766
ARF4,0.026479285784779757,-0.001375036704877151,0.0014720135557909429,0.04114595325178444,0.1002779792069616,0.06497781062134783,0.05753453434350387,-0.008166480902665472,-0.014893529992393989
CXCL14,-0.09048534476942648,0.04088214142077914,-0.044923784888806176,0.03980568307126367,0.14170354266456547,-0.014112960127448764,-0.041965528763979104,0.0494168668748521,-0.0598408432332604
LIF,0.004391215379375696,-0.03400910758884781,0.017651491927354625,-0.020065956865972373,0.0039497228801101,0.05768081654432883,-0.02051196002311063,0.06716795555374652,0.02128326657906214
IL17B,-0.023410489751662697,,,,0.10615564388237592,0.05347895745000257,-0.030156683997964506,-0.016712905478779114,-0.023689004747981728
MMP1,,,,,0.015548503414001033,,0.02336307346632285,0.053951011129573005,-0.014692092279100594
MATN1,0.03204739775601652,,,-0.015527226870700206,,0.0448179339906957,0.03035383798055962,0.01637667668859926,0.16730593414588568
ADAM28,0.0231688354319788,0.012922979142897029,0.02035708843957003,0.017838190946088295,-0.10250061799329013,0.03826093335372427,0.018376681749875484,-0.040939895459467586,0.060297823015884905
TCN2,-0.04662701530270444,-0.019489932710765726,0.03784810799178638,0.0004547418661086003,-0.01973328200625437,0.057803464790158,0.06495791478328136,-0.0034372403423963797,0.026483884677697345
THPO,,,0.04301263201306516,-0.01552722865435187,-0.0354109113521274,0.06932115844280776,,-0.023943778890473874,-0.03235162260198064
CUBN,0.12030696989105759,-0.01488440638574197,0.015285146177269124,-0.030472352996629922,0.03660985676758561,-0.05765073342112707,0.050684605117429615,-0.007002641846406986,-0.02341639295327843
TIMP3,0.03701708620135851,-0.02660072981446658,0.06312734510189554,0.015049304032227071,0.0033549387824919237,-0.0110137030821223,-0.026846088608712473,-0.05648270288145968,0.08740837024901045
PIGF,0.04485887615482731,0.012152367042788659,-0.011415176274263205,0.005378461859284456,0.036196569030791645,0.07529474601289805,0.0765595390247654,0.026513633608510053,0.09981491451999504
CRH,,0.004433851545910162,0.03521252468015094,-0.021237249522579323,,,0.02370443891319534,-0.027271261270537462,0.0004449137355650434
BDNF,-0.006738301304467228,-0.030172029071394907,0.006710327489790922,-0.017487647431781713,0.04885998041562589,,0.037798403966335686,0.008785361478899835,0.11359367115773773
CCL5,0.006423131285959342,-0.03849005640552553,0.06100375764518343,0.04579711856547059,0.04067746989607398,-0.036838134454089705,0.03515137164203859,-0.011667115264161297,0.09554337007739065
GAD1,-0.06684509056394822,0.046764056831389865,-0.018333204426288604,-0.014878994497531314,0.10140713595581247,0.027693009690671695,0.11172872900268982,0.03757684993566656,-0.06509544085454723
COL14A1,0.08082417833006383,0.028808889530189133,-0.024786786580592964,0.03740914252521503,-0.05027950817600596,0.057545392431424,-0.007730451253964738,-0.03288907819519261,0.14426795996082717
HLA-A,-0.043517265880273444,0.054716671416688456,0.07777194686759716,0.04037134088096068,-0.14890626412143781,0.019629538713678577,-0.049514971544007476,0.015382131119516801,0.023543457316886746
CD5L,,0.0021590550786665034,,,,,,,
FGF18,,,,,,,0.026463583590616836,-0.018186166120746926,-0.029636465234920143
ADM,0.0953391899178596,0.005572473692059089,0.053630006576823035,0.07248436886630433,-0.03364034399351182,-0.034577479881559244,0.028622597953683587,0.060906777686737024,0.04447999955304196
CCL15,,,0.04384963097844813,,,,,-0.015772860464672675,
GNAI2,-0.012456527403996782,-0.04239977817714832,0.042998252510448476,-0.006030475960461409,0.04806148795637613,0.03480593713269289,-0.00827767928150728,-0.03048621366336904,-0.11482184919570484
HDC,,,0.013349086177884061,,,-0.08012688542967933,,-0.03480619578150546,0.07066103407745665
COL11A1,,0.029676209950340853,0.024380280019035812,-0.00980675696445683,0.09944078304003652,,0.024642880428093285,-0.027630400398061354,0.02770850824942196
NUCB2,-0.012062675341323228,-0.007185637149852309,0.02198988947863598,-0.07124130886516719,-0.06772823105262,0.046751913399537985,-0.03154193076672244,0.05622585324264025,-0.08414304058944709
FGF16,,,,,,,,,0.07685885414054636
CXCL1,0.07953662480533066,-0.036182494373442724,0.027621104928088516,-0.02106455647696873,-0.04199305623529072,0.02276930526022083,-0.0030844819412869243,0.003283397357707309,-0.014078784293802583
VCAN,0.008314251735301802,-0.017631243442775203,-0.039723291433231146,-0.013637291819802453,-0.016653595891733135,-0.018719054140209985,0.00830053385568799,-0.13048512714437052,-0.06561882159090791
MMP7,-0.0003990403176772189,,0.01831942733235966,-0.023998913773918294,-0.04950461033085121,,0.0029941439224517646,0.03167743332066238,-0.07601676895761453
PTPN6,-0.0008571889787545084,0.03201115422824976,0.0027890901142066963,-0.04064792977477056,-0.05666450200458771,0.04100148863530423,0.040691814633608624,-0.004411923570576713,0.06890080833528053
PTGS2,0.10203721204828228,0.10911186615938484,0.014087602713723993,0.0029528778361197173,0.0063786174940022025,-0.013789662252268145,-0.042493927942420975,0.08262797978393266,-0.02548056352047175
XCL1,,,,,,,,,-0.038419789952496
CD58,0.06721660169402871,-0.0003608073809108907,0.008168944940696863,-0.01584926614858713,-0.02929640786595871,0.011903908973417338,0.010738535253381956,0.006540630617193906,-0.012544609351626414
TNFSF14,-0.0034217469522171136,-0.010426720492100597,-0.03726649183558532,,0.052295857317344596,,0.021108023877246602,0.005625019657343386,-0.0752361243519115
CNTN4,-0.03203406661043594,-0.029540519677334537,-0.003973521003191811,-0.048831685190713014,,,0.0015990984935214329,-0.02683850295958779,0.017265110040050997
INSL3,,,,,,,0.07058221543178622,-0.021596623666368657,
BTLA,,,0.004114948572908932,,,,,-0.020882855239960516,
MFNG,-0.027609269213858957,0.00979144343616486,-0.018647092008348264,0.026792241330764834,0.0574193196603502,0.04386871785996078,0.031029703749549768,0.01915310584839021,0.01996749268836334
ICAM1,0.0638316084655199,0.050899060687722826,-0.026549648576068004,0.014887486397183756,0.025002354719743065,-0.020919631902746923,0.048156034253038944,0.06160829630066655,-0.0645367624891817
PROS1,0.028909766777707634,-0.00942003346351327,-0.017704394070902223,-0.0319210966786189,0.05521402727702211,-0.0013887712112279867,0.08285246250237176,0.03207916130003718,-0.014479329032126547
CLCF1,-0.010242039888120433,-0.018306888051716604,-0.03861335717212679,0.051494350719989423,0.05233177404451271,0.06060065531302502,0.09689382484010754,0.06374982517848979,0.031952414646918635
PSAP,-0.014802660974844839,0.08252220428826597,-0.0007366704765461476,-0.028984794413252482,-0.2040946509404169,0.03894818080681217,0.022239589627755244,-0.02135877804523053,-0.1533148452446979
EFEMP1,0.051573587873050976,0.016353520179790044,0.07045508106667114,0.003550961191910567,-0.006773892213576496,0.08743866598500569,0.165502462909141,0.0017695400322745713,-0.05089252864656201
C1QTNF1,0.08986426563215577,0.007668496386335215,0.018865125582987575,0.045175622513815565,-0.13350490863610376,-0.04200551458253964,-0.007041089055385932,0.10054972380371138,-0.04302643336693754
ALB,0.04195891238139171,0.09556630950965742,0.02358219157891489,0.028233896819758658,-0.06245850332885795,-0.013983940912476504,0.05546638159661202,0.1336131029284976,-0.01306413748564602
EFNA3,0.03592131400527138,-0.01715620935829369,0.0338395587688916,-0.022994121071566915,0.05992850105958239,-0.0316478531477161,0.026826064756840403,0.05344190084696751,-0.005482769048218084
DRAXIN,0.0047012546591623065,-0.04135157879067101,-0.03398639454985447,0.031095611127683363,-0.03909675190706931,0.011774029576415263,-0.009105737426588486,0.03804992113314543,0.053174354542674114
RAET1L,,,0.021948711438250505,,,,-0.018834302025524486,,
NPTX2,-0.06328193184364364,-0.012423265267651888,-0.031548368934213866,0.014531071420077186,-0.0771939507118451,,0.020839951024392817,0.01588827204124451,0.006879653224866427
