,MGH258,UKF248,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
LYZ,-0.033248576677242944,-0.003479154219392398,-0.0166398915127736,0.048713175081877086,0.08917031807867841,0.03448454214553039,-0.03103721154661046,-0.09201093287579382,0.041014497309875136,0.042123023350601585,4.957711899765744e-05,-0.02753870940192798
EREG,,,,,,,,,,0.019169544883282666,0.14078991897062038,-0.025630924357675177
SPTAN1,-0.036231377910710905,0.025028535679653574,0.011454700869255131,-0.00873419697725666,-0.05699249881271823,0.006933855405193753,0.05259337520871164,-0.05944517127705386,0.08642767488465072,0.058074015054481905,-0.03962310060344711,0.009418774425817393
LIPC,-0.013157656375013812,-0.015931520949417625,0.020663319935171807,0.08586706965163002,0.038872489240614365,-0.040182179093856595,0.05223956680340992,0.07952214485963525,0.018940656861163307,,-0.015683693727038754,-0.03471729617173521
COL8A1,-0.02394749569471054,0.10259866744124777,0.03568079585255279,0.061183379564794124,0.10556199329052868,0.012772338269549183,0.1227050272240133,0.056948559322957525,0.028084478082438663,0.008070145976595073,0.04079298793395287,0.04788518810126908
GSTM2,0.05111217749199601,-0.004926991977115618,-0.004476151647448624,0.04885787371664831,0.0628308174280486,0.02913936352834357,0.09723615633155543,-0.06597478830928692,0.0370858930361559,0.017458931083266765,0.07705609773883083,0.021684695508583922
IL4,,,,,,,-0.006689121831803445,,,,,
SPX,-0.012396194521810367,-0.02576671813391578,0.005264577668606534,0.026171105635325268,-0.0213017137077848,-0.03823863166257802,,,0.011193915692641701,0.024391691333637586,-0.054026759075803975,-0.0750203375738167
MFGE8,0.05164445364308522,-0.014829318168733431,0.021920861715593286,0.016682121106136472,0.013212539411184002,-0.05425773839859207,0.1160836267926983,0.044492510842862557,0.04668568257166752,0.04328735796276873,0.07227794980047933,0.12826479999271223
TGFA,-0.004875810350123799,0.03381325088360272,-0.03216916838599711,0.02858924457714356,0.02602969728284227,-0.0034203829761003082,-0.0583626088908119,-0.0570873825653266,-0.007543758694889896,0.06297207804172725,0.06892964337652659,0.03579052478459826
SLIT2,-0.031121580358852784,0.016301386784906297,-0.012937043907392363,-0.03522883582797461,-0.009496714484053021,0.1070625615684228,0.012682501815610358,-0.03916477779857804,-0.02140364612816801,0.011142134463694503,-0.02378285346731915,-0.023765143267019156
PLTP,0.0031818219528044708,0.003936354843024019,-0.004928643655374349,0.11308509177749923,0.05285033457487959,0.11785719358010607,0.003995010378184245,0.0705922902252821,0.08908783115319419,0.013696586875861868,-0.02853143543678464,0.03146660407491316
APOD,0.001671368152784414,0.022393054172463865,0.03354778685689992,-0.004897073451356738,-0.05257853001158142,-0.06085284582258319,0.07767516143528858,-0.0899156977109311,0.060751148849999846,0.08502942779217075,-0.12298082884404202,-0.057945660101043066
B2M,0.09401368831708712,0.06566328406195655,0.07618346952188561,0.0985871896007183,0.10971452815308323,0.15090315934794432,0.05381869150435492,-0.0035234818700085866,0.07347932890020725,0.06846110327632951,0.030952442208219414,0.043449912654474614
OMG,-0.015864833424460226,-0.01570642570466321,0.015976789212494635,-0.09531762545468991,-0.01600712344732905,0.0430749061553282,0.0605767265536721,0.0455679011939621,0.012187738608868676,0.01808100058181908,-0.0515222686050431,-0.029087837016988246
CXCL3,-0.024352551981203358,0.04131385913422991,-0.0016829700141612973,-0.020557263403613683,-0.018319241642331625,0.06701032939854373,-0.020233235416005933,,,0.027439549188167975,-0.009370734166131591,-0.011354961946986143
CXCL10,0.04209736380909341,0.09107895753949492,0.01150107291235613,0.1122936350166588,0.11205845175802782,0.012068297167624151,0.013482858757113294,-0.04047648716179945,0.06916023179381248,-0.02060260512792297,0.04681490726203583,-0.040526791311594465
RSPO3,,-0.017040435336955165,0.05811720014790101,-0.02571008800715909,0.015457277212252499,,,,,0.010221987757071492,-0.01690842135823489,0.013601205807323559
CORT,0.1438834772873008,-0.007764637288111241,-0.034697734224278555,-0.04449706749052761,0.005954693117790138,,,,,0.03389558513879056,,
NCAN,-0.0122072606796036,0.044229881704635314,-0.01194570484947498,0.03810383105086947,-0.008965171504452243,-0.030727987611983625,0.1763558159966991,0.015869898722533273,-0.008282071951386949,0.08415456818937275,-0.012042426006115981,-0.004190411646499962
PRG4,,-0.018865792664913585,-0.018488760612376514,0.0653805083617628,0.06989010451102114,,,,,0.0754707649623336,-0.03830213125596529,0.0981953221914356
ZG16B,,-0.017395768117695134,0.006134504005254235,0.007142962288996825,,,,,0.0536777741341706,,0.15381645436119687,-0.01899233799009641
TGM2,0.0291481580619526,0.0208645079686001,0.05981243509203403,0.05952001556187066,0.016803375082946537,0.06525432195756141,-0.08829148837778493,-0.021627806215409252,0.03930960364831943,-0.02165713615315283,0.01754031542946968,0.05275588673307865
VEGFC,-0.03024023684837351,-0.02395387699472545,0.06897670301462333,0.03568754013123798,0.051159049135873,0.02442394840197566,0.05195521955046826,0.04294488949125696,-0.04158376303276924,-0.02567658619189312,0.006605992875448618,0.0751507521096962
WNT6,,0.04547925622792366,-0.025572336592687,0.047686667943569495,-0.019934772033814944,,0.022326777933342937,,0.04304535714555887,0.05761937683673208,0.0067818812431921435,-0.01962478325633513
NRG4,,-0.011554147098300951,-0.022501667449759125,-0.027741090880900786,-0.0006899088141792555,,,-0.037535750709359196,,,0.0076309735265466545,-0.02951266398929193
PMCH,,-0.013316776327927908,-0.03117825244338939,,,,,,,-0.02027944631531338,0.10982013704447177,0.03302242867001096
COL9A1,-0.038828365224477586,0.014439116735866597,-0.01078438377657404,-0.04306920888312045,-0.030363728431358494,-0.024496143583819113,-0.0005872165151179582,-1.9002406772728685e-05,-0.03980600191905506,-0.0002644447308690105,0.047832929253652894,0.052640380187249175
GDF11,0.06046941599166362,0.05271752985517492,0.011109496207369122,0.027716786507688326,-0.012877091874143326,0.06430486240637313,0.027346307430469563,0.05851585058037421,0.07064010834678541,-0.02889265316528715,0.03350615736535444,0.0581032802215477
RAET1E,,,,,,,,,,,-0.018548420171244404,
IL24,,,,,,,,,,-0.015119866500293153,,-0.003356758638147834
SORBS1,0.002256124948557112,0.026957102794272707,-0.015257670702021388,-0.013305054152189437,0.00854954850182177,0.07592464293295684,0.08743739631027989,0.05327629871622293,0.0010958387175113678,0.05839494773002183,-0.06467871719346671,-0.03459677939423961
DLL1,-0.014679974654233364,0.0839098349233397,0.051781122080881384,0.039364015262519154,0.04488713137872883,0.06786980025102256,0.03747237837748452,-0.10617928912115655,-0.07669617360103345,0.0197359419852492,0.04861053224658266,-0.0036373174894950575
TLN1,-0.00497191183352675,-0.014865263577087855,-0.0022956165354607347,0.0942397809997888,0.012320853433337003,-0.010832602575853703,-0.022133370238182636,-0.019279668581535805,0.007497686214777094,-0.017604408243813135,0.05175803692054127,0.0897103412567344
COL2A1,-0.02840331423832434,0.020027544774190047,,-0.02055727039947825,-0.018597791262533116,,,,,-0.020216517893932837,0.04287239041641016,0.032225730379881995
SHH,,,-0.01921285787312833,0.00775433491190895,-0.01774959615082717,0.1436016150202798,-0.14510116093774217,,,0.053594047491397866,-0.017311651708324452,-0.0068847613292297855
PON2,0.0335196442267022,0.036548565182691076,0.04045102896767968,0.03964713319371619,0.010544941749449404,0.02870292909748654,0.10989938790240485,0.09642037010971204,-0.011873658125092942,0.07612818901307809,-0.031525923603405434,0.016993515654905367
ICAM5,,-0.012091433563891186,-0.029944602650526345,-0.04017091527608675,0.035606243487309557,,,,,-0.04226418585301714,-0.03646098234360521,0.0042649726139907486
HPX,-0.002558490068367722,0.013106640003545725,-0.0467474969707542,-0.01653159355872816,0.11590547049308192,0.1814731262710256,-0.0002818380881789163,0.013461172012103312,-0.023588679683761462,-0.0009974999999594807,-0.01769047687163451,0.04922967225599737
SFRP2,,-0.01667826524365579,-0.02188136302276929,0.07809453332614685,0.03505295038290524,0.06187838837071918,0.08423221667416819,,-0.012130447153558635,0.08556747495506521,0.02418312794142383,0.13402050341993246
CFC1,,,,,,,,,,,,0.05293586628072599
CD70,,-0.019217883462400685,0.004905416603919919,,,,,0.03131475521859209,,0.1310980725948722,0.03856838919737415,0.00819864976538706
HP,0.011579990478581086,-0.02511352771319197,-0.012267142020572424,0.044227266029477505,-0.01106382342098354,-0.01897053769720059,0.09156546980227946,0.0058102365735283115,0.029277558297442528,0.052313481161055844,0.02321567817053419,-0.017272518049974466
CXCL2,0.03051585680055996,0.030245763578024158,-0.043119986316815954,0.008390999250757956,0.06509404386215392,0.061336568858771236,1.673641219314297e-05,-0.03697874310429967,,0.0514494437094053,-0.00820407035749045,0.0057628809250307
NPPB,,-0.01618392872097563,-0.05926344486585603,,-0.022841346129127384,,,,,0.010223544350586759,-0.017151712295613332,
CCK,-0.00045799457556073664,0.04371443386231941,0.01745780514615104,-0.05084812995056952,-0.08381416228214408,0.03061479678334871,,,-0.004803301055323384,0.04962061465069922,-0.02225040104488705,-0.044159070065945875
SEMA6A,0.013600751047201588,-0.03395277686400835,-0.04184503807075931,0.038477230116704696,0.020042088663708123,0.06439063661040074,0.03613753085085362,-0.06037748639019264,-0.07669658441926357,0.016754233918361595,-0.0014610031203246383,0.012403336390937875
IRAK4,-0.04185662794052585,0.09015188548802977,-0.001684140930095731,0.04052864080433208,0.06281974312776378,0.07673790015752761,-0.01711838710704257,0.016027703738686037,0.02214772603773731,-0.025288885020802575,0.026499114270097004,0.009324369435821904
GSTP1,-0.0015710961428593562,-0.031081403017285444,-0.04283965557380815,0.062096841409208806,0.052438229191785396,0.007928916791215875,-0.0740645862028507,-0.051860119055148195,-0.007295174841358921,0.05849940034330031,-0.0037612424333230724,-0.006221783190200932
VCAM1,-0.015785903172008314,0.042469826341335615,-0.02676102055084069,0.10903080384166387,0.07169107979558557,0.02636709009178057,-0.00800597956237405,-0.03525039180007045,0.07160353858319518,0.07360721345261255,0.003735279866646178,-0.0049352339180620845
NXPH3,-0.01969670757322693,-0.000840419743016439,0.10653711169221125,0.013648709295750119,-0.00188066469299265,0.11124540041440921,-0.06018479411088909,-0.05818451252891694,0.037425491559750175,0.048118721327085785,0.06226655953191868,0.013390780279580985
MTMR4,0.015938195324436542,0.061901764260300196,0.05647716317241552,-0.0026870498878012574,0.03161703482173339,0.09646343584755732,0.0034715472727474806,-0.02666879897955932,0.06652216695254982,0.052899145363423876,0.06874954077267562,0.01384355300909459
LAMC2,,0.09416048732390239,0.001095727381839044,,,,,-0.03753577321222163,,-0.01858849658972751,-0.019773663128878325,-0.028419597712801024
IL10,-0.031410398179438706,0.06187970552079107,-0.02288500759850341,0.2010420251166522,0.19702548410436888,0.07725019325935932,-0.0367363290234846,0.04718928626382259,0.011994149729646608,-0.02215127240231662,-0.01891652221305064,-0.028522396982672407
SEMA4D,-0.0027621360624000037,0.06596687387722679,0.010674269209349788,-0.03826537283411816,0.028540827855979403,0.04428993784828732,0.038274215890203495,0.07687723427591694,0.02412408771874795,0.02095718998277167,0.021241889703506947,-0.0027216393090097736
TRH,0.005321131001390414,0.04331427475655396,0.05788854461433849,0.03641111254928765,0.1449777355621903,0.09182220643929645,0.03905231229125475,,,0.08288552354000765,-0.019211067990196326,0.11235857576974247
SEMA6D,0.03352904550693634,0.04574907803455716,-0.015459029589359827,0.03893851762893627,0.037689344320910464,0.04905535533705617,0.12197025000779853,0.08723487886048172,-0.027495961287592945,0.05019367688161905,0.03743494477924331,0.02854105801730415
CEL,,,,,,,0.029541227399709477,0.008717482509300213,-0.044350760298897327,0.07492243476734159,0.014493626564231503,-0.013983903055654917
PDCD1LG2,0.030481061691081345,0.04180298141187016,0.019823954773005015,0.041765567435062996,-0.004697519255663816,0.03082867545357696,0.11604481142002418,0.04715067373656986,0.13567967192939223,0.05495844610757044,0.01758029140629653,-0.015542056471034165
SPINT1,-0.051168097424994216,-0.032135600540969436,0.011017377156002693,0.0895258991820383,0.028611084283104583,-0.03171785842960571,-0.016654378832363943,0.03011598281370786,-0.006801953142495238,-0.0021131606826198107,-0.026594765269096432,-0.00034302078837462896
CTHRC1,0.06003338984683556,0.02463725036935803,0.04687216139235045,0.08565315426189023,0.02777723127238528,0.06400005315793202,0.0336426495282223,-0.016184991176868155,0.09755812344147412,0.017117761479165564,0.07308475802044552,0.10278257802357495
PODXL,0.013137912698698864,0.06409962445157982,0.049621654655332685,0.12657834741702312,-0.009964564915884457,0.07518987961916566,-0.00715336145599709,0.011857652239201056,0.061658443039396445,0.05615364147081321,0.08865618614975888,0.09395382859301837
JAM3,-0.010106297820272605,0.06910172927075854,-0.004183060894640162,0.07963947501916534,0.005324335147966216,-0.05630203876167261,0.09610057234676093,0.04943800810878389,-0.04595997250720852,0.06974080554829433,0.0344599319293521,0.018151047795404846
TGFB2,-0.041674703232543756,0.07185702144529031,-0.05592529291402688,0.11200643215005548,-0.022009009880308586,0.11972449115716702,0.05129700832928306,0.028450552730661518,-0.04554534397234383,-0.04169445077068144,-0.044022344694334074,0.05681252057681216
COL18A1,-0.06962598831018431,0.029837821749360744,0.0042907148310169976,0.0896026346130922,0.05164622106375426,-0.05551264900473318,-0.014868589500659867,0.001668256928177239,0.042500901593900846,0.032701028644825866,0.0508952289845638,0.07497161033632722
NODAL,0.06008078750629256,-0.013112752095552307,0.008940927943442537,0.04289753104107932,-0.009329386744668483,-0.037214466061330026,-0.05510241247295648,0.03523703518604639,-0.04238757062076892,-0.02260269197962012,-0.02629209358925931,0.08231366999274896
INHBB,-0.021513815716897828,0.018546733368215662,-0.02415404978574217,0.08541499387992404,0.01637709791652373,-0.029981937535909664,-0.08835632532859569,-0.018569447697545254,0.07903553970887237,0.05826112081916164,0.00044759515211327154,0.08753035089394785
LCN1,,-0.012702694661323462,,0.0031285356913913305,,-0.02635473796689763,,,,-0.024041616361981523,-0.019427277588395853,0.03137583822286494
ARF4,-0.1435949748732929,0.011256864383117062,-0.033267475421844925,0.028788782028392385,0.03750477056674694,0.05402601370971039,0.06955650084894986,0.00018987238453840025,-0.08293220206297088,0.0014426525777849232,0.04608795244194834,0.06492224860488412
CXCL14,0.003454005333487085,0.02877847490512657,-0.04484777533533195,0.004268576413874931,0.04290067859389292,0.22331837813209982,0.0290557525246075,-0.07880851237912903,-0.030933795212024565,-0.005398313415894706,0.040799481679368435,0.0667938755820165
LIF,0.05096183288178393,-0.02336643820741541,-9.705536744577736e-05,0.035322581232870576,0.009277971526379877,0.1309113927943667,-0.042759894698945526,0.10990970248323366,-0.04766716616240871,0.03695496460389201,0.048079012247232274,0.056532892253749426
IL17B,,,,0.07465419981502851,,-0.025232787995512908,0.03262503684895414,-0.035842007919663174,,-0.020921292515115143,0.10431062405800728,-0.02253804053338753
MMP1,,-0.01751276220869733,,,,0.059376570754195904,-8.27809517950221e-06,,,-0.033054013407818716,0.07453666180191873,0.004213315594065728
MATN1,,-0.016678267516469773,,-0.018913920304035745,0.09318542880612087,,,0.12910460620189723,,0.0546666467917276,-0.023364763837680845,-0.02053914265490136
ADAM28,-0.06842182163660149,0.09613159791381322,0.009060008800542113,0.06718412883959048,0.12455030913087231,0.10112656564045713,0.013092296478108653,0.03587146696347676,0.0049733055838607045,-0.005630077412620402,0.022310255731321293,0.03327959546163072
