,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1
RARRES2,-0.0033575437169588397,-0.08923136514531815,-0.0272997400177501,-0.1003583346896779,0.057093945372815334,-0.04367196341569464,-0.048143274376780065,-0.006071678343108414,-0.06614595126918503,-0.05067162258206994
FGF7,0.010899197448022629,-0.006403997108723799,-0.014160792182335818,0.024963469441515698,-0.030208221011416413,-0.02009788162339162,0.06256509172477354,0.005220600534964599,0.09213005064640915,0.027920744220137732
HBEGF,0.08171647062458236,-0.08087024087047581,-0.057607337573532334,0.007303552112814696,-0.0869994270805233,0.00288572499834215,-0.11949489987426054,0.011305274864537451,0.019974435016480087,0.033079088573444174
CSF3,-0.008648313250365955,-0.016903287116846605,,-0.016365298925179614,,,,,-0.01831225133184922,-0.019769115761499183
PI3,-0.034211767090472196,-0.04926478781408756,,-0.018427542588318246,,,,,-0.09046732568363727,-0.07575697464790855
PCSK1N,0.01975376485838399,0.0065740445129515825,-0.058350061615447216,0.021801621397257824,-0.0165281810487299,-0.01939423843971811,0.22370001766872413,0.10020324626962653,0.1649790837485747,0.07129539359451456
NTS,,-0.02285559781845456,-0.02547094978892713,-0.02011492098318875,-0.01513816430943511,0.0058216537316941345,-0.03128248205929889,,0.0941529486161723,0.07758523560422677
SFRP1,0.05708347155949245,0.10193525541380986,-0.022517962165315736,0.004768417525460782,-0.0281083952419011,-0.003043826156997492,-0.0323220042960486,-0.02593143216389488,0.05649631140187622,0.06476689278673095
CXCL13,,0.12457624286224644,,,,,,,0.016436272221598155,0.01955519328182921
MICA,0.06883167913847542,-0.026340705525338754,0.034642473852143224,0.0001042737870338845,0.011094234276676105,0.004050377485545336,-0.020477869010298445,-0.0005742378357134443,0.062736493840037,0.023073788715568786
TG,-0.023021364291879252,0.028089101260540733,0.010807224321606228,-0.019751451632530635,-0.01278723268858449,-0.018713152303863036,,-0.019410507290346813,0.11520693055525665,-0.023364458410667206
ADA,0.07341693520908632,-0.013995816436055778,-0.044113705762671825,-0.07446557655337935,-0.033145908053165175,0.006860823049399806,-0.062362586747666204,-0.016376435721195723,-0.019505548742590157,-0.007291786185630385
LAMC3,0.002500638459194196,0.043058988423433746,0.06344038583529162,-0.0364839452561091,-0.008976014706908033,-0.014539585227898165,-0.04690037243993776,0.04400173609985515,-0.05576744435543485,0.005353159585708669
CCL7,,-0.024072451965444972,,,,,,,-0.018018100258637364,
NGF,-0.01663815149350323,0.031647068071901124,-0.028055667403815633,,,,0.22245550130731037,,0.022712363705521408,-0.00010622354602267228
TNFSF15,-0.020583469895444722,-0.017823161747213174,0.04570730070873566,,,,,,-0.03100537940617784,0.007019134068172976
HMGB1,0.029014625229232767,0.04118070263413858,-0.04289242826608731,-0.07395625831387209,0.07114753525067208,0.03208894631030478,-0.12081378700598783,-0.09262238092899176,-0.1416069863652035,-0.0038411364092044062
ITGB3BP,-0.003126754828344611,0.00784361353721306,0.017210931009551997,-0.06338085744510052,0.02315975763938405,0.02727873216122065,0.031957251888854496,-0.04206582143454774,-0.0315832962602679,-0.0315062305434616
AANAT,0.04661283522971085,0.029946326779545434,,-0.014761942506931549,-0.01149963308566447,-0.021570950409141046,-0.029410153096017654,-0.0173334840808127,-0.027901127585902703,
RELN,-0.028687771426062308,-0.007261301624671666,0.05595944040398107,0.02414296558094316,0.007792327019026222,0.006554750374531767,0.07514890823631186,0.08864376556850137,,0.021833523989563446
IL15,-0.029259047156572147,-0.012268859385780826,-0.02423979276090693,-0.03850516148775715,0.018573370034926883,0.026704349445556205,-0.03996021006111648,0.06921065783113667,-0.02288631791471364,0.03342806654847146
UTS2,,,,-0.04869439728532208,,,,,-0.02375985215563503,
BSG,-0.05754266796293735,-0.007748198807164708,-0.025123802380754734,0.07306796742032597,-0.034013075912849126,-0.031607854109464435,0.1791870407219562,-0.03835349438680543,-0.04733373645084215,-0.08358817000064517
ADAMTS3,0.032433113332601356,-0.017666700075186687,-0.019492435472530094,-0.08527495616582931,0.008711902494673162,-0.048681315015623006,0.07145090375562066,0.06408215459776943,0.12296281432317482,0.027805543945651937
CD34,0.11451962607592144,0.017091010715989403,0.02826092301762932,-0.06604203209104312,-0.0009674689395792679,0.04182412442690314,-0.006964011065429383,0.04040698346007909,-0.0156361645882071,0.037085716420077214
CCL23,,,,-0.016796747268749402,,,,,,
PLAT,0.035500443235958974,-0.058059334472289906,-0.04524787527907441,-0.08624440077385152,-0.0406739129671652,0.03593999973115423,0.07657763569983994,-0.04275515749396497,0.10569407277811468,-0.026672766999097264
NTF3,,,,,,0.10739537105120728,,,0.07501983474287341,0.09546519246289921
LTA,,,,,-0.011075345110690334,,,0.024856090504184376,,
CKLF,0.026330847840894584,-0.03847101273474663,-0.034399462406570026,-0.10508391431322933,0.0008517253851171248,-0.04490477214886444,-0.10647273034786732,-0.03038180414249702,0.0016761606592915674,-0.005002513552069484
CD24,0.01708882552212699,0.0676274222103557,0.02519890893337751,0.05408196305650512,-0.016378888374209487,-0.041823424662239386,-0.0011271846294100653,0.013125764005613577,0.08518811002961377,0.08061302138010677
HSP90AA1,0.003488002973684714,0.047960661139881726,0.03316275263819248,0.11591034435898023,0.02911425419785626,-0.020872644618416817,0.23406092983447097,0.08870732875924231,-0.09359332999779697,0.02741609556035506
BMP4,0.034138258557754673,-0.018991695639700754,-0.021332711584012877,0.02382774016289325,-0.011502112754368127,0.0023269362430790833,0.02189215838659809,-0.013698418645302574,0.0016759737371871853,0.041486625195112765
SCGB3A1,,0.019618587340221857,-0.005126321250766045,,,-0.018195307648877914,-0.05177009982150381,0.0486944694480544,-0.019490548533548705,0.007588401963348439
IGFBP4,-0.07947402738820356,0.005295217120357155,-0.053994582219169224,-0.048029285673678715,-0.06123444655674335,0.0014937663683409932,-0.016461343473995294,-0.0780147508963101,-0.07397214184233877,-0.027409339650814903
RSPO4,-0.020325207855414182,-0.004821786147104366,,,-0.012881300613581186,-0.0028528234776138695,,-0.007261000592324794,,-0.0042218946798201215
LEFTY2,-0.03404485463493878,0.019516581029732246,0.04377163728170624,-0.08796364393014111,-0.03172214363092579,-0.019951374452156338,-0.03128250265673777,-0.01984565151640921,0.006228059844247174,0.019912030598776012
ANGPTL2,0.021427759939244007,-0.044983406542789504,0.01827151453701509,-0.08812362548506417,-0.009331313803839668,-0.006756014660978939,-0.12023617947702385,-0.02615717950230833,0.05919443635809572,0.0006070666605931629
LRIG2,-0.021353033683083045,0.0011514880155173034,-0.05368008074075527,-0.0358777600482329,-0.019762065055151466,0.0041840707113362996,-0.025532230657220312,0.020624539170286962,0.10616911329778649,0.032774313687800836
ICOSLG,0.04597417341205712,-0.0004881700395553349,-0.03773720563804538,-0.03798792581724749,-0.02746132845777589,0.015093612545941458,-0.09036198659180864,-0.034557425193565104,0.023957986321709555,0.016995425391930025
WIF1,0.03621131627890719,0.039988618376876846,0.05166668834376349,0.093477906795487,0.12620269113397098,0.036871134688420716,0.14335995979573857,0.09007886612087694,,-0.0005333412257174628
NPPC,-0.012299185561843291,-0.0005451549805287676,0.03353859555144529,0.08722613738551478,-0.005113782468202499,-0.025287021154918706,0.058001205473176394,-0.01693418576512335,0.0030097191594582727,0.0033990493571395813
LYZ,-0.02954453224195049,-0.019021818500133618,-0.06934977026172406,-0.09065624069030952,-0.019381324306458125,-0.005562301132688062,-0.18030131333473487,-0.018052677861326312,-0.03524365595142879,-0.017045638735446143
EREG,,-0.03106271542746116,,,,,-0.03218055328642742,,-0.04382650913880001,-0.03441243509737512
SPTAN1,0.023253051364700957,0.003639329476845419,0.04175561473035064,0.11450269496548869,-0.020035874556705566,-0.007569150816597466,0.25926634624047895,0.04263824755996194,0.1090109089009084,0.13537855737195506
PTH2,,,,,,,,,,-0.04004195241730596
LIPC,-0.04262873833260915,-0.021370824818388,0.032431610547249856,-0.03860965384421075,-0.024082903299137908,,0.05106569220700464,0.02779212044465162,,
COL8A1,0.024809242593293254,-0.019191488420708232,-0.057132055492616754,-0.05177150362917509,-0.024248784938859808,0.012310483053891232,-0.06909932904181165,-0.03943433220251244,0.026908328253492066,-0.018162710644135858
GSTM2,-0.0043565459141749795,-0.04327268627290103,-0.002176436625859342,0.0036907325401679073,0.05228850747832694,0.03307437084274612,-0.051183566469289794,-0.009644425694338295,0.0009341688490650194,-0.013516790914257759
SPX,0.04870808563640034,0.007985973815506583,-0.03444870438141331,0.023669182833229527,0.03543693701234194,-0.039311978470710225,0.0806016881123918,0.06647367785908366,-0.0039027993332830186,0.020389956923236904
MFGE8,-0.015360533237100004,0.017512629030764736,-0.07672576205829426,0.013798845415626178,-0.060655035239431575,-0.05890951683943094,0.040129822635897615,-0.026047759767221613,-0.03203171905104465,0.05017362644791621
TGFA,0.010405824511873432,0.021905205823228215,-0.027570618743600363,-0.08210151833206791,-0.07247137658694439,-0.0020765728682507725,-0.038020162850895434,-0.04251014410031372,0.030183415575784453,0.05081151791802605
SLIT2,0.10716315917919048,0.03312634562219799,0.024182051171646804,0.074199376053295,0.020949451185576222,-0.005944351865824237,0.12093905106813353,0.11120605727314778,-0.016878563474293035,-0.01139522576355571
PLTP,-0.07359541166144058,-0.0672101167446215,-0.0655502849669815,-0.10355163286128036,0.0011555534974444232,0.03308256629693448,-0.21311797498507243,0.01800304192693853,-0.06638546528819278,-0.04281973013138647
APOD,-0.04074401188547408,0.06397845051646772,-0.03771169819175854,-0.04325023332528178,0.04025097895090531,-0.02272512029439914,-0.14657192889708046,0.030304872926728225,0.07747363228786969,0.026149645592029497
B2M,0.07076701272657326,-0.018735492922144874,-0.06216124464890395,-0.14471545216025303,0.008411651588325545,-0.018117987089334986,-0.23204106004251593,-0.09379911384245403,-0.07949176262445937,-0.05170232431427435
OMG,0.035146027711557004,0.07690854924915788,-0.03229423326937378,0.044376970524829376,0.05116338590622817,0.04711842199308214,-0.029612748758307213,0.07130135359409903,0.15144094197715502,0.050516422305774966
CXCL3,0.03907877640392089,0.011330171223701668,,-0.019381724852626826,-0.04242007528332822,0.05370315502897952,0.0853041081079228,-0.011577636422843332,-0.02898546215815932,-0.02057290370204944
CXCL10,-0.003957813505367299,-0.009630906209190132,-0.009208800254200811,-0.07354658692728028,0.000458034056247393,-0.019921052672879497,-0.011878989675155228,-0.018398265375537615,0.07239457616555266,0.024800461573022025
RSPO3,,-0.021370811642226158,0.055056242981732055,-0.024239892339171124,0.06599028870713042,-0.0230702243228888,0.22176924126935152,-0.012098406924787017,-0.020417650272415527,0.06405230721258473
CORT,-0.022788139072593076,0.01617813865841232,0.023596358127516332,-0.001541856826992145,-0.004659442791022436,-0.05476119350497531,0.04289923865521825,0.0027003372533285917,0.06315790443060067,0.011533205561144361
NCAN,-0.06637103729159902,0.07804987303415821,0.00903647423741238,-0.03838264985207768,-0.03720452954055326,-0.019877719947522875,0.1273569871493833,-0.0965120387616564,0.11808712842563147,0.04989288777710598
PRG4,0.10024888023357445,0.07801840874273318,,-0.020998332426498276,-0.016461790815976436,,,-0.01414503763551665,0.015191016110959738,0.04612884320174394
ZG16B,,,,0.011927660889171984,-0.008800367093461619,,,,,
TGM2,0.06540069973028517,-0.06533035882785858,0.08926174137257074,-0.05722072985751067,-0.04088613874964759,-0.027885600171843185,-0.026541800429236397,-0.0004668970155965868,-0.08152465418846466,-0.0023362644910201965
VEGFC,0.0781952889273047,-0.023553962569956965,-0.0004355093934791202,-0.027684982907582385,0.07289166118563573,-0.01296974835644509,0.06702418537985085,-0.014435574726311665,-0.02999706101274639,-0.06124431656412213
WNT6,0.1973554820091653,0.06716587540043625,-0.009075786296397392,-0.020649110328809554,-0.019584903078258626,,,-0.012598640668970356,-0.028011109639600865,0.03775544509159502
NRG4,-0.021091370643988767,-0.021794878066922617,0.02973522200015628,0.0527622591989421,-0.0009131396613889324,0.00790686464995762,0.052686112592640895,0.063123101862982,,0.07170595054136854
PMCH,,,,,-0.0128812999919193,,,,-0.005490831043877619,-0.012298815406693262
COL9A1,0.1484481839868133,0.03259234453488613,-0.01462387102661304,-0.02284633301593984,-0.011780331668149156,0.008832609798820413,0.07278157732881366,-0.0191896703522863,0.12633803326598944,-0.053936071218071854
GDF11,0.033111645083382636,-0.010352585805201849,-0.024617636810306858,-0.008130278863597656,-0.0026713735005276197,-0.02058494498482489,-0.023472206626833067,-0.045233379772359895,-0.01833649941209256,0.01341363878198573
IL24,,,,,,,,,-0.024101956059533962,
SORBS1,0.02139265417384398,-0.04115114309994928,-0.02206154469763591,0.024998499361464567,0.05694473092549307,-0.009816926145795556,-0.07395468946215175,0.011380836018716364,0.06305057220165074,-0.07248387498252307
DLL1,-0.021533394939847954,0.0657232846125097,0.017389644621220352,0.005537831310652974,-0.029688446721742826,-0.009825026985520263,-0.0091845905314778,-0.022740202992940047,0.08310341571710997,0.06150427415518557
TLN1,-0.013334558247941239,0.008682879644840885,0.01142259251676955,-0.06523869527084031,-0.024158898519687395,-0.0041234457594037455,-0.15412580148767327,-0.05459647565841908,-0.07033822777530092,-0.05931041168460304
COL2A1,-0.021588406759782776,-0.013666493252274836,0.0024920905606439147,-0.0193817314484426,,,,-0.011753677892865858,-0.0436191115536062,-0.0035488910012192627
SHH,,-0.02435690966705774,0.019795027746779333,0.009490657763885593,-0.046722066809737686,0.006345411283027081,,0.10805892771644203,-0.022897554935892794,-0.05137444610582024
PON2,-0.04749871604620931,0.10366201073778566,-0.0005035029227868794,-0.09705532956369924,-0.031938230260170695,-0.01092274424937735,-0.05932513781746748,-0.05723097686454034,0.061694683749012234,-0.0666511311704437
ICAM5,0.10925482015618308,0.09297787535023508,0.06651752624605939,0.0044831500865131525,0.09524228954752309,0.014716942275094807,0.12601650182480667,0.009843992240590472,0.00485341983019631,-0.009503581711889976
HPX,0.04744317464713878,-0.02873450485891252,0.004225929861305142,-0.02822383895178251,-0.017270174992908692,-0.01819530579391012,,-0.028512962233343958,0.006573901970819908,0.029840790338867548
SFRP2,0.012724377669793525,,0.0049677315862817085,-0.015468423285794548,-0.01439356151283296,0.051393102770415304,-0.08729646498229592,-0.022006108207923918,0.040288631050928475,-0.022923581420290197
CFC1,,,0.059763920081955794,,0.013379058441481302,,0.14655609041083037,,,
CD70,,,,,-0.020659397715385146,,,,0.005288252855084578,-0.0160615885510709
HP,0.06371841766995044,-0.04351837196715404,,-0.04492802678365616,0.021957619554825315,0.03976891560780228,-0.06747534493881698,0.06519982067327657,0.021769739861587846,-0.005513721323311917
CXCL2,0.02893647443057327,0.03691510365629268,-0.019582678264906596,-0.040600197794854694,-0.0261136448200694,-0.02528701917587835,-0.015856676992768427,-0.022202374657587946,-0.01661534575936192,-0.011652435229481525
NPPB,,,,,-0.009698023184776186,,,-0.014435575776252409,0.05933155135717915,-0.027220261213581128
CCK,0.08823368503827124,0.052625525750091606,0.05716919735251304,0.15189129522801054,0.09978565803579263,-0.013208618301390581,0.25251189958275816,0.09054859110546874,0.15789144173959074,0.0849475028053484
SEMA6A,-0.028410768589942657,0.15424252305977437,-0.02854426232572669,-0.05994771592345508,0.015864956304398423,0.011675473588960233,-0.1370623002089002,-0.013776802774480491,0.03711773451405647,-0.024953028709718002
IRAK4,0.035350450220884705,-0.026534990296651427,0.004792916906003124,-0.09232552738947399,0.019342497644582526,-0.020422796462358655,-0.08465690411834818,-0.011981931820999651,-0.042883985798121534,-0.02488761160793077
GSTP1,0.11070064561153518,-0.045735375882135304,-0.06789887740672322,-0.1214623863152918,0.02504686956196514,-0.042927530433686606,-0.13647179794712508,-0.06877029209666839,0.03812049461443237,0.04548818221587438
VCAM1,0.01124835230374278,-0.04702743630250408,-0.03510894971069157,-0.11589345093784231,0.053792668137279946,0.005499735022841902,-0.07587069598080917,-0.03905424813789855,-0.03571718685907705,0.05699409104199264
NXPH3,0.0410028469051573,-0.034776846481500125,-0.026157342036416054,-0.039418703601190354,0.06435359029519737,-0.02349165677044401,-0.03849106047245805,0.09571331331295103,0.05662605311366689,0.023786590847487053
MTMR4,0.02833135434150653,0.05068832962016345,-0.020525016261043475,-0.00876532449726349,0.016406477666555917,-0.0019138686159462695,0.06152779456211496,0.05619767923340728,-0.00442266241016906,0.05675141281495917
LAMC2,-0.01926057066530948,,-0.01188466351628968,,-0.012208729237578224,,,,-0.015232220290964662,-0.03346485667883484
IL10,-0.030557567013551338,0.010673103308415522,,-0.025433159132214268,-0.020737348619765818,,-0.07580747083372327,-0.01292189263500786,0.004578468878194728,0.031501567292421526
SEMA4D,0.03893777783207122,0.016550832122183414,-0.035635165505666616,-0.05340645042406556,0.023982358199517145,-0.02154456139289058,-0.07049908683524268,-0.0033066444114922848,0.10769337046194898,-0.01546934327425511
TRH,-0.03758628477310742,0.09626445128047235,-0.04660257067077553,-0.040153439497603687,-0.032171963970740826,,0.09321998586012611,-0.0533548678529893,0.09950684782930937,0.04912805589497221
SEMA6D,-0.020626114460528193,0.026103163297019647,-0.04395962426499322,-0.018085502075318664,0.014145835142278903,0.06815806435397985,0.048174122164833716,-0.06549341234444511,0.046276319659258144,0.014872398488572788
CEL,,0.014223208795270208,,,,,,,0.0008642501924490824,9.854995939353733e-05
PDCD1LG2,0.011553544001659283,-0.029902386761437888,-0.02392267995858005,-0.0008957388795092432,-0.03031126289865349,0.016426159172670568,-0.03124898016922652,-0.0221044322102027,-0.0027589269942470624,0.001479629965494104
SPINT1,0.032419828107155484,0.06613536922038786,0.03381710067481574,-0.048335556645569426,-0.021209999161616054,0.03107889285986156,-0.049993584723597224,-0.01896655654361034,0.06805451204824567,0.016975589082407247
CTHRC1,-0.0010907799172302005,0.005736845710830043,-0.02954696511072012,-0.010185052218524029,-0.005868834843111084,-0.03480387824308527,-0.06256653237393943,-0.015893404978681396,-0.02153829640190596,0.03941263341035807
PODXL,0.04035665510660333,-0.06060925809787818,0.010141310670498274,-0.06732978722129647,-0.055857401303686396,0.0437076439891633,0.062135076610303035,-0.024787228803912556,-0.07800688624646282,0.035632654817617536
JAM3,0.021631619216742077,-0.06179077789350297,-0.017340330412176762,-0.0778327474920887,-0.01825635526637073,0.024643365225373803,-0.1716436222093272,-0.060200099559188806,-0.06865000424339829,-0.004734291041259673
TGFB2,0.04429953949984715,-0.03341673369224415,0.024660579917159312,-0.09476835974232282,0.017661308765182376,-0.043073015266875125,0.02077019356094303,-0.044281345611782895,0.0728525138762435,0.04589795091286897
COL18A1,-0.0014288601210423043,-0.011324207748200733,-0.03562485240962295,-0.07307264626772852,-0.06797159954461685,0.0069689535026575804,-0.11347013570558499,-0.040357044242816734,-0.03124209373205966,-0.03610782149647302
NODAL,,0.013300350976706881,0.0013284523433753407,-0.04262412419112176,,,,-0.019845649296455218,0.013351297960642326,0.0024070479631662215
INHBB,0.0030807891916358582,0.0026001527326230643,-0.02983806818847908,-0.0317160374601973,0.022099259033029034,-0.015264264637096951,-0.02151574538620808,0.00034978900080167907,-0.007896927655654532,-0.008622216423164863
LCN1,,,,0.029067556664500404,,,,,0.008189167857995895,
ARF4,0.012124729512227414,-0.02623259260760108,-0.012279687922940154,-0.06878558309368776,-0.029092006624686934,-0.0031614437131688936,-0.022782044895487075,-0.02170369058046316,0.026299982799942508,-0.05525348132296153
CXCL14,0.0822650827202507,0.04991194875649854,0.05070680403509169,0.013754778490877445,-0.021938238206756226,-0.009953052200712699,0.06193386656515668,0.05964813085472813,-0.060101355682348874,-0.03362540006304756
LIF,0.02948860861636319,-0.041981752712669546,-0.030180385861768296,-0.037498822603380604,-0.028920834948075045,-0.021570950409141046,-0.0449745493124095,-0.009974490955759693,-0.028063314112288806,-0.034233693686119546
IL17B,-0.02302137494734128,,,-0.0006110526782594946,,,,,0.022315342010451416,-0.03194327396791016
MMP1,,-0.013448862571051998,,,,,,,-0.052690040532503826,-0.03447653421346097
MATN1,-0.018138697881426837,,0.06245866702719221,-0.01783235404537806,-0.009819822751253255,,,-0.011753676430176885,-0.009342364735800851,-0.01845579797209993
ADAM28,0.0009464373743108418,-0.002638701725626558,-0.01710276423851969,-0.08348743236800761,0.07343628388581933,-0.012424375632406674,-0.10132346451997949,0.023798697266996547,0.03782271260811343,-0.06510492379193517
TCN2,-0.012972538998729365,0.042827207135925374,0.011125637876822914,-0.0814431401062954,0.004320137566586306,-0.007179257943854214,-0.08533124187568714,-0.004775481274261224,0.023013256669160185,0.027116574531598173
THPO,,,-0.03202504552190835,0.023941072309839315,-0.006194320594315635,0.029506501013658346,0.04545298649257072,0.1613056377411253,,0.08211662446367186
CUBN,-0.047112514130271205,-0.0337770637717244,0.006441260752696002,-0.04341248361849162,0.0032918562114436856,-0.008798279067590068,-0.034330598283408835,-0.011286539231645945,-0.024117501466247998,0.02609124024168386
TIMP3,-0.056037324982241975,0.05931168198306095,-0.04359865747396638,-0.012925472729966053,-0.03581183662236146,0.021801712491007694,0.0593477349165864,-0.023203048148583347,-0.035972605009512666,-0.029992398801372763
PIGF,0.028328802111853606,0.012687499118132706,0.05700150096628046,-0.07674001450331307,0.01886336881584365,0.03024989881266424,0.08284310781923303,-0.03296376853106363,0.12103449253957842,0.019409669496175938
CRH,,0.09156808389042188,0.02228876895042058,0.019385430037576794,0.0026811897297332977,0.01917639614364421,0.23628204376046819,0.2128159999951398,0.028032511243674813,0.027979081265249808
BDNF,-0.03285770016956457,0.045130676926946896,0.0025467885327704423,0.04876952696232903,-0.07457267691433522,-0.01960330383501127,0.13449622052832327,-0.013237659960133433,0.1356582654805747,0.08778336399382682
CCL5,-0.01915220824146403,-0.02985709400294697,0.0883241579901315,-0.03860965171830779,0.05101450370341307,0.04974056026603308,-0.03361052435768776,-0.015945277354488537,0.025478236339207604,0.05086178031511888
GAD1,0.062055379428149246,0.08867246123795328,0.027813697931505538,0.07101237683428016,0.09124581547262853,0.0052900121042146146,0.2331495252341,0.1262648965232476,0.042509114623779286,-0.023287637013070007
COL14A1,0.011350397596944421,-0.024702687557366147,-0.03800993694579776,-0.0036003788786055364,-0.0075780378574415936,0.030788358975175952,-0.029887236360697542,-0.039374627392435975,-0.016313057154191332,-0.03300014756660568
HLA-A,-0.043279359842612455,-0.08950802337090909,-0.03511923548704069,-0.11468633498552926,-0.08460947192648692,-0.03616122876414881,-0.2327661913294978,-0.05728660512444031,-0.13656051002776015,-0.08344954632285292
CD5L,,,,,,,0.013767242000724699,,,
FGF18,,0.05994374628100055,-0.0340657226475263,,0.04081785369476064,,,,-0.03942741670119867,0.09496038870422939
ADM,-0.05796561315330534,-0.05259322296530713,-0.040949657711152256,-0.0020771784246449198,-0.0419802936860545,-0.02994504660791457,-0.02637079468632894,-0.03993831309755206,-0.06459261685642466,-0.02042400640819331
CCL15,,,,,,0.08897602634767095,,,,
GNAI2,-0.012014604165137673,-0.05146425438680648,-0.03941776448410163,-0.09825651007242234,-0.025391310093805755,-0.07103112304713588,-0.17221239030465363,-0.0942490170068987,-0.08685852090293293,-0.06022404468426763
HDC,,,,-0.03951918780646897,,-0.027325875559053043,,,,
COL11A1,,0.013947313976242156,-0.0379751855225206,-0.018050979949655998,-0.006324722800491,-0.00597701551887169,0.1268484376153854,-0.03541466500918855,0.03922478980618544,-0.12045645949134358
NUCB2,-0.019568117882871994,0.012440367482854134,0.016773173896356762,0.042829810107823094,0.03202077792369187,0.004425302347651084,0.02989375148679576,-0.01535607513846389,-0.051962658038372196,0.026419362222085033
CXCL1,-0.01851152341351928,0.02356326365573066,,-0.04350863200101936,0.029681993798856176,-0.020426560333599127,-0.04542282357149881,-0.015945280057875027,-0.02249100436552786,0.09170162173739543
VCAN,0.04868975413355671,0.04462868403128708,-0.04573250982701807,-0.09177974448864752,0.007598988432279263,0.02921266768968746,-0.03219036985024302,-0.07938598227470756,0.026454591681986103,0.0001624989435234866
MMP7,0.04072895164293935,,-0.03018037739028357,-0.012414870628349757,-0.009698023131789801,-0.032123890508574206,-0.027418757410229734,-0.01816650645496948,-0.04407103027866134,-0.019488136115541458
