,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CFC1,-0.02198478620032923,,0.043103703579961905,,-0.018566679111755927,,,,
CD70,,,0.03738187579391795,,,0.008270516327963651,-0.017283272373740492,,0.035433949443947954
HP,,-0.037220824380565516,0.09830420584781194,-0.02620208828651872,-0.04189561996355471,0.03491594244266481,0.03564927093259585,-0.025865691986003542,0.06542508535289224
CXCL2,-0.020108496963673138,-0.03698450514409773,0.01714321141040832,0.07747185005592573,0.026360853708152207,-0.06386520166169207,0.015040004042526863,-0.0037229967058192972,0.04939521594646544
NPPB,,,-0.01263550264239836,,,-0.0021279211810436615,0.045018536852182225,,-0.03388164056833797
CCK,0.003993731162270345,0.14295527159410346,0.03156088722183165,-0.014092726233672538,0.05773745730468739,-0.04722997444667255,-0.017728532216602755,-0.03931705957637681,0.04490638016350582
SEMA6A,0.026018659081547137,-0.09606589952332108,0.006438206110723639,0.06689555445773585,-0.016124239899702273,-0.0314214296619963,-0.028329032375989674,0.011905170520033719,-0.009766923198820037
IRAK4,0.029224920561732495,-0.0827407288420402,0.019202457350336367,-0.008945009647145421,-0.009927756139651639,0.019887305551838957,-0.07519206015075212,0.08719181994568881,0.0023789308664769566
GSTP1,0.004709724831865859,-0.13210496579314704,0.040649535080774714,0.039601405290901004,-0.08040895980277543,-0.0015967652615678802,-0.059433380646108855,0.01991589871141132,0.019977740120837844
VCAM1,-0.044729396876835824,-0.10534808689587578,0.045630206391861904,-0.009597535661459287,-0.08026438050765596,-0.026987534475037486,-0.0003761747221516496,-0.040668982919971466,-0.028996831576557604
NXPH3,0.026063428576126462,-0.04074510505873589,0.05744094273746055,-0.015813452332227147,0.038800377474540265,-0.011201132578511321,-0.06738039480640848,-0.03240836127061466,0.008316365642917635
MTMR4,-0.03231622024842713,0.024490666726407595,0.025682245576184554,-0.06293137465189058,0.05750311651079189,0.02534291244403144,0.06618454175048964,0.01488396676647485,-0.004838911236718021
LAMC2,-0.017826671303535057,,-0.015906688157222213,,,0.04081116610876409,-0.0243249369020174,-0.019526271171103365,-0.022004110223193554
IL10,,0.009083307101046488,0.0022701515182324767,,0.07753169918366629,-0.008986392499245637,-0.01623557975594748,-0.018834963745296696,-0.0031600022936766974
SEMA4D,-0.0188438351519991,0.018680670549080153,0.024016562581550868,-0.03262525873802547,-0.054752970176689425,0.032646534570025566,0.0315821900454439,-0.03142619119908698,-0.019356380615120496
TRH,-0.024387229263427415,-0.02642435382180792,-0.008444812267866733,,0.008603057690329464,-0.06066849334371395,0.05708957791173418,0.06134401642373814,0.058159801589082356
SEMA6D,-0.0616723842348242,-0.0544196865919259,-0.053278353526924824,-0.06369603221890878,-0.023195049760351093,0.05439451660954096,0.007367625850379531,-0.014719739517202221,-0.015263920216096906
CEL,,,,,,-0.004616118508016422,0.012290206526524653,-0.01026215517815851,-0.0092183941274779
PDCD1LG2,-0.01251879182517601,-0.002060739159312229,0.03754850062817173,-0.033655442426170336,0.01863555522692935,0.005090992552679822,-0.03201226107370234,0.04130111811685673,0.027193668256891165
SPINT1,0.029534764300418497,0.03534645168790396,0.09489567036658604,-0.023882756296028575,-0.007873631028868172,-0.044546768290350994,-0.01128137380010213,0.06808014419701684,0.10888499906871132
CTHRC1,-0.02620284732105858,-0.07517688494425344,-0.03806020949542502,0.036422308564716115,0.054160546554153706,-0.005305565940367784,-0.020573039827898747,0.03671293725998877,0.04448648279772083
PODXL,-0.029183599921262435,-0.0704400651135315,-0.056604663816543506,-0.015538109205022741,-0.0012852500287092545,0.08877947581731484,-0.03579816714119875,-0.014146036630848912,-0.02045333815173573
JAM3,-0.00968493850529142,-0.10225332682155394,-0.04150943984053673,-0.012592726326951595,0.023796339492633423,0.018609363306292554,-0.022435276711534682,0.06737414356449296,-0.041668359842458584
TGFB2,0.00701476376031811,-0.1075750677782372,0.02126431915390002,0.07751577049908666,-0.09619449030758355,-0.017556336608334538,0.020673900051648375,0.01580763707821577,-0.01817130880683823
COL18A1,-0.029266344555038796,-0.07530885014616968,-0.08430179185622123,-0.0005476030905444383,-0.027062728491648067,0.062427429802763106,-0.023557201477171247,0.043626809651576025,0.09869963178128073
NODAL,-0.03503296884584659,-0.04835602060290995,,,,0.025787481827156362,-0.022879365798329474,-0.02937377984022545,-0.0251633503789901
INHBB,-0.040910368701439194,-0.0816325548649135,0.02288125492073417,0.001381831467114819,0.07581350937756665,0.033461998054108634,-0.02476020204628171,-0.00029256212935274673,0.07728174545404974
LCN1,,0.0081319204852031,,,,-0.019447781504556946,-0.021606667133974685,,
ARF4,-0.03178504628594347,-0.03604642134586345,-0.02016497205508412,0.03182438855329091,0.014962772730994509,0.013341531944113897,-0.0664764299935428,0.002698819085016045,-0.05336065028590284
CXCL14,-0.04482761013665043,0.06890195412788343,-0.04347545915278038,0.005598132680830355,-0.010506474714274606,-0.06685636086750087,0.0232989106363394,0.03232213417223989,0.09500224634681395
LIF,-0.01579346329345738,-0.05091562480049665,-0.05428129437142115,0.16678118039060688,0.06439355287318017,0.004514403864974821,0.00044978374214694816,-0.031528405628060745,-0.0865596927623695
IL17B,,-0.026593267833756266,,,,0.01721920048077906,0.012674292081673805,,0.10307587752853058
MMP1,,,,,,-0.008384869216507313,0.014157111826455683,,0.010666446350661768
MATN1,0.08225463854140454,0.029194554266172974,-0.01279419464743294,,,0.099073779571739,-0.027756937580264388,-0.01975176692519891,0.013820174905563344
ADAM28,-0.04037172724170242,-0.02233300548680003,0.044805668585896165,0.02776448049488169,0.014392545344681795,0.003927059308906937,-0.014048252551343017,0.008408018950827385,-0.01775985321627075
TCN2,0.007936540007147504,-0.02368344361281992,-0.009374169471807286,0.009573845673025938,-0.023768247106531307,0.040034109410866665,0.050962131409073096,0.05719527783054905,0.027088372334005916
THPO,-0.02168170512303138,-0.020062338604343685,0.017120309245366304,-0.0022746205467608096,-0.02507592694697559,,,,0.04177777978729736
CUBN,-0.027123730192611138,-0.008397685132967543,-0.0034908066437707697,0.02042216004166031,-0.019282585596308414,0.0015228836630365708,-0.051055374672867415,-0.0005435300055373299,-0.014410083111227082
TIMP3,-0.008899034899040544,-0.02551562739952916,-0.04117364526254989,0.03906055791019603,0.031470605721721084,0.0029000176060967036,0.04150563639387082,0.030178003652829893,0.1192371301726095
PIGF,-0.09333919902535076,-0.09019023560524748,0.0235215774450144,0.029834684952614807,0.041753838041659885,0.048965834025315624,-0.008456383339379136,-0.009516466757906914,0.01178083958843992
CRH,-0.01284865850468313,0.055777141134943184,0.06240069424774225,0.039768342536693126,-0.021511558081191453,0.00820229782372437,-0.007508647594687008,0.02568453715979258,0.09710570708737498
BDNF,0.0070508758700809845,0.11126218278941456,-0.07990086515856584,-0.008886583298090361,-0.024889655490972402,0.05097529747352248,-0.011258510716912303,0.09503494222856723,0.07177388842944685
CCL5,0.020530453642642332,-0.03655246778114639,0.03249727515021604,0.07135992229775448,0.012768297157906562,-0.03596288293560472,-0.01754341204813705,0.07429297619922415,-0.03753436476689898
GAD1,0.0460382303241516,0.14820534327100288,0.027987870649995025,-0.02739410940285957,0.02357999877580258,0.013828686055232846,-0.011874322158529585,0.069272010533601,0.006524747381697912
COL14A1,-0.019890684853719552,-0.028564635367950685,0.013055840485076542,-0.02361513669594102,0.013618320417940899,-0.03686216317449656,0.026586222254242956,0.002301951607780048,0.14668042001561246
HLA-A,0.0004421582637554482,-0.1486634545113668,0.019241453676654245,0.031536859636096516,0.017683639482382798,-0.03705244470912046,0.03190350177924929,0.04230498088531494,-0.03096527909983596
CD5L,,,,,-0.02616952125541048,,,,
FGF18,-0.017826668706722875,,0.006233141679291171,,,-0.03445355381762028,0.00567130551804736,,0.00012186175823237507
ADM,0.01124592068067898,-0.026515566635143373,-0.11466619571671786,0.050377038649730636,-0.03521146508301633,-0.0657493871272167,-0.006588197885226625,0.04522532971704877,-0.004246550701988759
CCL15,,,,-0.02057632528997523,,,,,
GNAI2,-0.01245068416236711,-0.14110973106302516,-0.019353734234043886,0.1083700800154125,-0.011094562081613019,0.03824168768668014,0.07116328849899302,-0.034333098564561446,-0.03514554328372483
HDC,,-0.05270306127539808,,0.029874693163987075,,,,,
COL11A1,0.010396057349765795,-0.029275425058087595,-0.02618360003739529,0.033986335183604714,0.0975494445088316,-0.019664513979419804,0.010243849506752964,0.05964623047446905,-0.0004508727668785255
NUCB2,-0.030962957416803653,-0.0311840202556415,0.013408915984248645,-0.0576697973915863,-0.05773863634106782,0.019477026909599023,0.051713581141475645,0.018773462801284158,-0.01020711826765465
CXCL1,,-0.04119042256640997,-0.028949901218690267,-0.016406268196105394,0.012009082912155822,-0.056745856961196786,0.03221517692702488,0.004332937891572998,-0.026910527383584845
VCAN,-0.06000799423873172,-0.09177184813187193,-0.04533827748248893,-0.02035590463932185,0.041838832720608135,0.04105532686883817,-0.0450783529564874,-0.06574102351835519,-0.06284765422781857
MMP7,-0.015793458860310507,-0.011753386483791477,0.07447723897921639,-0.021956164693242172,-0.015400388083614634,-0.07392263556364723,-0.04691125294259325,,0.03296054413739212
PTPN6,0.021369949075144765,-0.05963395718076307,0.008679390817486188,0.030188499883869097,0.0019313339934738574,-0.03351769524603155,-0.0841324560199381,-0.016255971081841132,-0.0020146503839560616
PTGS2,-0.03872977929965591,0.14869427221040174,-0.019560729083538318,-0.02665050547233767,-0.005685253782317977,-0.0872173587399558,0.006493285220513589,-0.02441821445639601,0.020509194968528006
XCL1,,,-0.020753340200808938,,0.006721087373119887,,,,
CD58,-0.050233737736268325,-0.10395793960720079,-0.05684974931418965,-0.0144983009690195,-0.04489080704544906,0.02444364010213113,-0.06920597758896682,0.04388464444510282,0.03446815243943423
TNFSF14,,-0.0244899080329761,-0.01705389707785114,-0.01602460692339813,-0.043865859018364595,-0.027561030895471364,-0.036770613598913,0.03366083337705948,0.05140052294437621
CNTN4,0.03509169704650675,0.14486440979320933,0.07668826280794208,-0.01752706626515998,-0.0027244624148563853,0.006813793976692361,-0.013146595736369856,-0.024786939686539992,0.07005192472239692
INSL3,,,0.004797672006259306,,,-0.002811386163395891,-0.021343645784041024,,0.000883237491942501
BTLA,,,,-0.02046397112344505,,,,,
MFNG,-0.0005807849238965867,-0.011015116925330371,-0.029196756172602797,0.01368126302023,-0.02200721007683129,0.02546282888845626,-0.054950600897593335,0.0034889983174415037,0.021976999677137468
ICAM1,-0.025116397875547,-0.09128043869973239,0.01257557591523825,0.04074304074951839,-0.04939493460025065,-0.04005566802346557,0.026151887533111675,0.08506365053534923,-0.023703299790098054
PROS1,-0.04114780072885607,-0.10951377849497565,-0.006392258158116425,0.019274493360194284,-0.0243243529399017,-0.00413466186437083,-0.008662709315192758,0.009013161962810998,0.12362770057444067
CLCF1,-0.014681597152004676,0.012781599248897728,0.02273246611469596,-0.014041255070760702,-0.035423078090856173,-0.08085910993640211,0.026435389182228413,0.00035034667874067946,0.016617883175785574
PSAP,0.02080692057996928,0.03900242111037787,0.056650150479163115,0.04242496773864903,0.04150497553920851,-0.06947951012349987,0.03642866595823588,0.00836314529150753,0.020807958080606263
EFEMP1,-0.05943540143051727,-0.11843197282017887,0.06501151387671625,-0.009533218145381411,0.004393802117696367,0.01215308511384197,-0.06133622397591133,0.034190018821414245,0.013301794427180257
C1QTNF1,-0.03257268024778833,-0.09071759726777079,-0.05086114418508156,-0.010862361829064906,0.07689076419324495,0.009344513531462383,-0.027857986449228694,0.0073154662860800985,-0.05934869363745495
ALB,-0.015107380728494036,-0.019714827070574904,-0.015906687750052342,0.012784111473223048,-0.004486683529745239,-0.04543561126518114,-0.04040670179797028,0.08145620861670619,-0.0025336154177081145
