,UKF304,ZH8812bulk,ZH916inf
IGFL3,,-0.016113804456352875,
BMP1,0.0031980873878877923,0.09997479140847333,0.07714476560270817
NDP,-0.01471797226205829,-0.01091391176553744,0.08482344314683982
TNFSF18,,-0.016617882110485174,
RTN4,0.010147902802534992,0.004835509558196139,0.02993290969238737
HEBP1,0.047061850238662405,-0.010597592188001152,0.14114663335216193
WNT7B,,-0.0043539356968545105,-0.04381236989894669
PTMA,0.0022496241743431866,-0.04235395229999186,0.021350744092801452
CEACAM1,,-0.023878161662392663,
PDAP1,-0.012901199474518557,0.039131257610025144,-0.06395993538948533
QDPR,-0.02198699140501542,-0.03397534516116463,0.021871638063796058
POMC,-0.05387828581895475,-0.006403641493831326,-0.026683881028679676
CCL18,0.0002884716486815579,,
CCL17,,-0.021245120361479075,
VEGFD,0.0053613251661828055,0.11371167865451265,
TNFSF13,,0.00031043094833005857,
WNT5A,0.032494158170702274,0.05008962999746755,0.07732147308898536
CXCL8,0.0007295093845283948,-0.030163439803865825,-0.029542735597378016
GRN,-0.015598784833623407,0.04065921996855636,-0.00218853816747552
MIA,,0.013336040627853414,
COL4A4,,0.00032992427303549243,
TAC1,0.029252783251048475,,-0.06828260942486486
RARRES2,0.04825841095470846,-0.006382230588569942,0.1277492873697701
FGF7,-0.052281506005768565,-0.021659707060662267,-0.01835676248956077
HBEGF,-0.010967660652028833,0.08840745913216032,0.01523184425654077
PI3,,0.09397561386950706,
PCSK1N,-0.006054669843930082,0.06398956587639862,-0.07025339083650738
NTS,-0.027202171211805102,,
SFRP1,0.019201683862323324,-0.060737836724974556,0.0844605955650576
MICA,-0.010496882815677932,0.006309160417787728,0.06789094675877454
ADA,-0.015252738884278989,0.013160188573564536,0.07846639222507358
LAMC3,0.007394738846311095,0.01052750309865651,-0.03997129750041313
NGF,0.04919119346269417,,
HMGB1,0.0246991718114411,-0.03966579904253297,0.07565594825439476
ITGB3BP,-0.07170127894895183,0.009371678269463059,-0.021633475770119287
AANAT,-0.025574058297764185,-0.026279532299540317,
RELN,-0.06115581401964081,-0.01760742758127688,-0.08251900494794459
IL15,-0.04105929902178149,-0.0014529419095650055,
BSG,-0.01731840136389773,0.031056790240267793,0.05694678114975422
ADAMTS3,0.011892366572117187,0.039405359955141335,
CD34,0.018348829712918614,0.01852761592361534,0.03572358384581408
PLAT,0.04835540599608525,0.014348318338067642,0.08407606156954134
CKLF,0.05175455363884558,-0.020595593900942965,-0.06767370748310719
CD24,0.009998704827551485,0.0007463820772899121,-0.0623687816717488
HSP90AA1,-0.0033511743342955467,-0.02144712220122358,0.027493013228359942
BMP4,-0.00107280694038188,0.059579455750674644,
SCGB3A1,0.026103858745735124,,
IGFBP4,-0.004072405970792636,0.043193090699808846,0.0031468364307358178
LEFTY2,-0.02720218912263001,0.029157513615657764,
ANGPTL2,0.04289702682283269,0.011458743031866104,0.09333470245490731
LRIG2,-0.0494635902895593,0.0309221268456844,0.10704174544020045
ICOSLG,-0.08036034328633551,0.04322399982868499,0.016183904930472327
WIF1,0.017757026048294204,,0.020036498461970753
NPPC,0.022698577256254147,-0.004678295301405566,-0.012106971918302746
LYZ,-0.005146293838564451,0.051989107049779305,-0.022901316065905567
EREG,0.010020905859807312,,
SPTAN1,-0.016394058246515894,-0.06147917626692593,-0.051856511750841834
LIPC,-0.014614235469842704,0.05194162342599112,
COL8A1,-0.028028438480113726,-0.025807601324535367,
GSTM2,-0.007978263976780807,0.06615802704213974,
SPX,-0.020875133045749845,-0.03080761690055397,0.054206984993555626
MFGE8,-0.030253608492563578,-0.04577764801297956,0.09743034729523818
TGFA,0.05602457649299695,-0.018338476857100765,-0.01717933534097842
SLIT2,-0.056184681962194095,-0.022676990697057493,0.04489959330481912
PLTP,0.003399400945391644,-0.002438822017334173,0.07397759517823593
APOD,0.01196756868039566,-0.07821000811068943,0.09269529164675067
B2M,-0.01308148216646521,0.023530252861235706,-0.01500464271298222
OMG,-0.03922875397741248,-0.04899402540499082,-0.013674579743592073
CXCL3,0.028885520664106157,0.008970536526818364,
CXCL10,-0.06424399709259807,0.060390173430046,
RSPO3,0.06587084508893797,,-0.03349408684647848
CORT,-0.0003982282615128804,,0.09450526154390572
NCAN,-0.01656955841266153,0.014168387503278397,-0.03952595964010044
TGM2,0.04882006288774625,0.0018353229897726385,-0.04237871675979894
VEGFC,0.0026066937235677953,-0.0027178353098393313,
NRG4,-0.02048220104607205,0.03157314067445927,
COL9A1,0.011998582002962659,0.11354551798108749,0.03433682042789298
GDF11,-0.031072583567190927,0.00834393067224651,0.05542616167708941
SORBS1,0.0013891022169554602,0.015035054760048603,-0.006146802990866394
DLL1,0.006422041676279381,-0.012659394961244026,0.0754797086059524
TLN1,-0.03644506505926252,-0.014253935217400902,0.02864601343856509
SHH,,0.09592288643687655,
PON2,-0.023318123482684066,0.03790614293746146,0.023439449387344113
ICAM5,0.05279316189692726,,0.04909179721236879
HPX,,-0.006582772646067845,
SFRP2,-0.055273767249079876,-0.03981773168897287,0.014370202334570073
CFC1,-0.009561597512904281,,
HP,-0.030812231956544603,-0.025103468654270725,
CXCL2,-0.030704094054565874,0.018895603818715235,-0.060470542858928646
CCK,-0.03589994643983048,-0.04518751635019256,0.018412395063857497
SEMA6A,-0.010120651807762724,0.023116177868203514,0.05879426178215687
IRAK4,0.034614685557117594,0.05580091983482071,0.06515060934512895
GSTP1,-0.00021198226389849303,0.000706981197166717,0.019087801307313884
VCAM1,-0.027299678788874873,7.567875010469041e-06,0.09451334481912689
NXPH3,-0.004843602830270514,-0.027020126667983233,-0.07696528717229045
MTMR4,-0.01693726541104153,0.02096734741298908,0.06590778017038677
LAMC2,,0.007491593853828835,
IL10,-0.07076522558360519,-0.01827992547967537,
SEMA4D,0.017432876819559313,-0.08040022323381782,0.02189147505393267
TRH,0.004554838467774711,0.04789408917690253,
SEMA6D,-0.046400428059022156,-0.04510537229851061,0.05953523949257305
CEL,,-0.008771230550383008,
PDCD1LG2,-0.03407687693944192,0.00692907130064863,
SPINT1,0.033071542214836144,-0.03744335668153517,
CTHRC1,0.022341170600860168,0.03632711964874921,-0.06330298915703486
PODXL,-0.08695206937839205,0.02133219486075639,-0.03785459251944853
JAM3,0.02076535693723286,-0.045661110144207435,0.04572506467700324
TGFB2,-0.03199583860421368,0.11026073535266953,0.074793530392464
COL18A1,0.010686890308475954,0.026310793043107614,0.00869915407912548
NODAL,,0.047228637936494976,
INHBB,-0.06287574507743555,0.026076351611423073,0.10981950364054426
ARF4,-0.009050357528641206,0.04023506946230786,0.08548691336418442
CXCL14,-0.021716472964251745,0.03920953445781232,0.061901973903240794
LIF,-0.03910832229523394,-0.039265051918815665,
MATN1,,-0.019169711838426754,
ADAM28,-0.011139956354129149,-0.09625703394535387,0.004475012325384814
TCN2,-0.07655921531237199,0.03588491758284167,-0.007165008454037805
THPO,-0.025343188905603362,,
CUBN,0.043173704929089125,-0.022159136495692764,
TIMP3,0.06086111930546288,-0.021836139140256762,-0.046607457264497276
PIGF,-0.005627824081489923,0.01104246866700107,-0.028661918968137728
CRH,-0.01631655556316023,-0.01595217027560201,0.16871012904501684
BDNF,0.10381138252823799,0.013694588006858698,0.0603552486987297
CCL5,-0.01385435196739763,0.00790872241243171,
GAD1,0.04225779989823337,-0.005475408436333361,0.08090146984908826
COL14A1,-0.004376959250157722,0.0030705001380166544,
HLA-A,-0.014036706649953183,0.04947320809372117,-0.02655386752473899
CD5L,0.014199893072611885,,
ADM,-0.07230413832146014,-0.038304836240231226,0.030123838642136337
GNAI2,0.033616081123122234,0.03705190523308295,0.08362418850809854
COL11A1,0.05073478062791577,-0.029388219290653304,-0.05753997576492714
NUCB2,0.0267192549253766,0.013707260515638128,0.12804214632640365
CXCL1,-0.016198880036221296,0.04126484037341468,-0.03861000650149929
VCAN,0.017819565056230113,-0.005088184148782128,0.0081570017546918
MMP7,-0.023842409054185363,,
PTPN6,0.01126367739177986,0.04948215774876762,0.02285035221683322
PTGS2,0.03375808611111249,-0.023698646126734002,-0.03272096952164511
XCL1,-0.031274456762928615,,
