,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.033244137191859965,,,,,,,,,,,0.015520496531972332,,
BMP1,0.008258022802457991,0.1191661373653294,-0.009850245116161758,0.013071652001483072,-0.03653281845692793,0.020304654545868554,-0.13361051493055406,-0.07479211005168064,-0.01584695292491109,-0.10001979091293164,0.08169983380480217,-0.20698843893632024,0.04679153143115326,0.013800869116175734,-0.06427325332032452,-0.049858418759211265,-0.03794246380253225,0.21706509151327644,0.03146111314587523,-0.04110763048711126
NDP,-0.0014613813723318538,0.02235248449035244,0.017206504915012848,-0.0021024743660494317,0.14096620812366426,0.055799538836279174,-0.07077079129422599,0.035549507378218985,0.0030318485290768793,-0.07324511327119577,0.06746266178296621,-0.035467599973539696,0.051605291581392876,0.032700912467765,0.07955653681453391,-0.060859321330138424,0.04610534265099042,-0.056611706433563204,0.03036568232597966,0.0738595352776792
TNFSF18,-0.03403077030716296,0.030393353758880987,0.023568372320775726,,,-0.02263712425774016,-0.018110115356036762,-0.027341298688128582,,,,,-0.036982040648030144,,,,0.0002868804131523538,0.0009125369006537302,-0.04175698561487254,
IL36G,,,,,,,,,,,,-0.03675615000163396,,,,,,,,
RTN4,0.16316661561972515,0.039826158002329505,0.031873489186109064,-0.012521178807794884,0.16563614938270727,0.16500125039668317,0.19400434467632988,0.0942372803957323,0.06059108065195349,0.3231260520760707,-0.06613658954651029,0.31310766361620707,0.010481552363563839,0.023451274053845728,-0.034951374255884904,0.17920039156689768,0.08941349808484671,-0.025275508015523244,0.1432704062662618,0.08147254179850814
HEBP1,-0.06298142394486203,0.007569258573996033,0.029401775547262837,-0.02092143794437317,-0.04988071798731042,-0.05571570179229174,-0.06919944057623516,0.07548614398151929,-0.0402246733275399,-0.09503149726831388,-0.02120796167197648,-0.04638784968455567,0.020177144872559616,0.051209773152430776,0.05140471679262702,0.05048917686998219,0.01636893385759425,0.02416662674870831,-0.00809633616143373,-0.022568239021872626
WNT7B,0.2619902223875155,-0.003993268154438872,0.03189189311024195,-0.03281553029660409,0.11946423118924682,0.09381623398175504,0.11569935528645213,0.08476273447979948,0.05336922653567997,,0.05401386800283655,0.012272302995409106,0.1616289595952446,0.018069291182961487,0.04449554561797242,-0.04882401319385527,0.0678932060922322,0.02231813880054051,-0.00615615132761269,-0.01567874765684525
PTMA,-0.035866668026268575,0.12888903204084864,-0.06695175793890769,0.0660163585458516,-0.13774362709830032,-0.16658230072445646,0.059002762971020105,0.07485846851404823,-0.00033914934121346283,-0.3542466774411662,0.1613767287359113,-0.3169956248939342,0.06571096504116923,-0.04618033996402923,-0.031142379250459745,0.03793055034401201,-0.07579961811014262,0.12484550961465707,-0.11326914180371232,-0.170308770905277
FASLG,,,,,,,,,,,,,,,,,,0.034174117017436764,,
CEACAM1,,-0.032111376338578454,-0.006084176956504872,-0.014852856862652848,0.033932291707826696,,-0.06496356245084654,0.002811489903298444,,,,,,-0.014185741278399175,-0.05037037900252937,0.021872981005271904,,-0.011807614916229855,,
