,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,,-0.018219038584259176,,0.06772668542547046,
BMP1,0.027383817529711602,-0.028517710351954342,-0.007470199268594797,0.04771731573797113,0.014951418610616845,-0.059477079758871815,0.04703530221752518,-0.023415550643033467,-0.007294463726132329,0.023090291266447557,-0.05054958158590838,0.10963451975756525,0.02817383929598704,0.06846118179692925,0.033983092011281246,0.01733110823439173,-0.033233012998409146,-0.04964146532639577,0.05088721665959068,0.13786244241387144,0.018536894526553247
NDP,0.019719354025077317,-0.033923436135682355,-0.007657031894493579,-0.038062455621106134,-0.035319541532882234,-0.0011682586689921919,0.023410341058234214,0.06086126715786607,-0.041764392750433046,-0.010667226271532203,-0.009079196176370184,0.054934110434488675,0.03922046160158499,-0.00021389711011259886,-0.014145516864276455,0.025593659609898976,0.07060940526588368,-0.03566222242222477,-0.03613528347859396,0.029224354060786564,-0.008557700207283882
TNFSF18,0.0852945487138696,-0.024102607851916195,0.013734993820615238,,,,-0.012024541101093125,,,,,0.04689786900273757,,0.06406348929541701,,,,-0.01878897290703039,,-0.03312356015880213,0.05901613092674902
IL36G,,,,,,,,,,,-0.014714571617781998,,,,,,,,,,
RTN4,-0.08553721121612647,-0.013075242342442717,0.01798981256081575,0.04657095419259316,-0.0039205982453901864,0.03648292690988839,-0.006918061799861979,0.03811734001051908,0.08152090238706082,-0.016476936710527624,-0.0018157408646781287,-0.09017049193741862,-0.03231718461718161,0.004432242369522506,-0.06895041843655747,0.005587100516930153,0.07815483380323755,0.06620708533231802,-0.004759862873455441,0.0011870419905647624,0.024856581096795494
HEBP1,0.06607357181622857,0.045592842513908646,0.033836759970636995,-0.0141627056731927,0.051095644527528995,0.004536030842058848,0.021184415386469563,0.03359053650194068,0.038022991793984225,-0.02254000495516122,0.05344334911270254,0.05112856283349404,-0.002794417100564597,0.010803663872601565,0.008440955459190826,0.036928733817676765,0.025765601515904252,0.006511135371882286,-0.0001254850480212411,-0.01935305115189,0.003548761110494968
WNT7B,-0.03721309802118557,0.053749923362284034,-0.018628560799493,-0.03572384796608994,-0.02001441429151446,-0.02590263213455994,0.07296166031854115,-0.012332312690747553,,-0.01867377083247046,0.04664479068739164,0.07405620655130887,-0.0500637645281582,,0.10363003129643572,0.03890278841562598,0.00958657213147483,-0.01077312347914733,-0.02609502035508944,0.021002266002006418,0.042368673986875514
PTMA,0.027103866140504567,0.03352344544847413,0.023684795501624067,0.020416743143766694,0.02018375566035115,-0.03213917822647218,0.04744886304199407,-0.020840575854506105,-0.02102317155268223,0.07770671851440356,-0.031846537352947804,-0.027398040755999005,-0.13079352737596522,-0.06822126256499968,-0.07178176382347362,-0.0724636151120315,0.029875406765594137,-0.0006701295430561065,0.027405257244143014,0.014160956389518498,0.020036626734013584
FASLG,,,,,,,,,,,,,,,,,,,,0.12955427227896762,
CEACAM1,,-0.015340649348975728,-0.014296299981125042,,-0.025611165256663616,0.014608472331492808,,,,,,,0.020162893777552697,-0.030603842339149787,0.06998579657519399,-0.002924284021717632,0.07355948477534954,0.04575445473511338,0.11376069823917673,-0.02645308945026153,
PDAP1,0.11949570997765206,0.00257123975348106,-0.11051024680720392,0.0011436044983641664,-0.080451025478924,0.015911742326142283,0.015744679757244563,0.007344305495196986,-0.046690482777919956,0.026823303862474408,-0.062172133609475475,0.07827888229660386,-0.008077754191527519,0.008428440367558122,0.018956441644330618,-0.05066487575204601,-0.03286190824476196,0.04747349921198411,-0.032406695240653316,-0.041776076366645626,-0.08656000561619787
QDPR,-0.03834158523670654,-0.021525822758967268,0.004814900970445355,0.041239820514086846,0.04073379141955773,-0.019582622568096203,0.004119899972755921,0.01844114346166301,0.007210065743001001,0.005607535174073671,-0.000711968385289487,-0.11418039590647551,-0.03804908903550274,0.07316762008627425,-0.08526434562850908,0.01863142001717288,0.004522739088069799,-0.04556746548732963,-0.045143379958707146,0.03984466499741787,-0.016424066770224195
POMC,0.019815977455508896,0.01611447498901449,0.08046841651768276,,-0.012152131308712238,-0.02315388774401607,-0.03172316465933384,-0.03316902792383135,-0.03735480889227604,0.012255035132094548,0.002105914758367416,0.02811901035811501,0.02676871127540405,0.1118140923480974,-0.013810315575581851,0.0759673226369064,0.03260556770255134,0.1076497108200768,-0.02833266324149201,0.031383862081717846,0.04810529574813208
CCL18,0.05568847247872737,-0.01914368094119184,,,,,,,-0.01950926667956134,0.055834575505132523,,,-0.02849398541509348,,-0.019964883929448833,-0.04062976973621436,-0.007688656570395872,,-0.01696602184984765,,
CCL17,,,,,-0.01983966125036631,,,-0.015263946019111355,,,-0.013442178919390445,,,,,-0.021967624867142255,-0.03141150454675644,-0.024020749950233924,,-0.001585798337184232,
VEGFD,-0.032145926016247536,-0.019143687020207176,0.012229115665089465,,-0.022103573521154198,-0.019673328447877985,,0.11495931386762161,-0.02241637951516321,-0.019311666522934413,-0.014406399497045202,,0.035566992585948844,-0.04160525301274267,,,-0.028621117419890235,-0.025334477209387512,,,
TNFSF13,,-0.014446440542761337,,,-0.013684954305772547,,-0.011661296407284341,,,,,,,,,-0.04215257253216897,-0.025768478653697816,0.012659832772443785,0.056814450120258105,0.05892257202546138,-0.02148904501932185
WNT5A,0.07522578072068742,0.027331360747580313,0.0034800530588562253,0.013420434023195317,0.02658941977286204,0.001943174950255114,0.07402899330203253,-0.0440944754306518,0.13216199013014096,0.08026242594202455,-0.03620260271611252,-0.009880983867296661,0.024762454484116507,-0.05131920702965249,0.06133385876141737,-0.09156591825070531,0.022216674678798867,0.06586802875010897,0.05310917747001436,0.06393124209527823,0.012564740490005898
CXCL8,-0.06639140289084186,-0.058058098972940085,-0.019173057198471708,-0.04669089905722319,-0.0018816692011327523,0.004006880715709626,-0.01658743779752387,-0.010426471146152526,-0.016598717461618232,-0.059120786022210915,0.024035780674661163,,-0.01751000571048199,0.19803725078628043,-0.035151321493671464,-0.03367129803307538,-0.0977880467158267,0.09068819347485223,0.0515047825694817,-0.02659328626057926,0.007040754786459169
GRN,-0.009720380247276422,0.032630421015821094,-0.008207281278558224,0.058732045992649605,0.020083172768805335,-0.01881559047568274,-0.024950157912009042,-0.02367851480209892,-0.06279626949634615,0.03912371760159469,0.025052423632113997,0.04075390773785415,0.04301609928979681,0.05374011039521474,0.028364266346862416,-0.008822747398214129,0.021274297968069105,0.023821702343019214,-0.009523390775915056,0.07816342555345904,0.022033025382196713
MIA,0.06254639625643478,0.004855510313364681,-0.0182104395701329,-0.03599866723922282,-0.004841699500158489,-0.005231731226357496,-0.021085872916135857,-0.012733420819186759,,-0.02619008920236607,0.014219019435312634,0.1859052517974687,0.03440657521923986,0.0039036184502136257,0.024836750669528014,0.11000492090403968,0.004866136146722149,-0.009847883391134045,-0.031076698310208335,-0.003874513598207323,-0.022506292428165788
COL4A4,0.08050087943502013,-0.022991405272443272,0.0012058244318478573,-0.036226848493438414,0.03728044779983322,-0.045917222041507985,0.021594509538343548,0.006216538830653992,,,-0.01913904956523773,,,-0.032577732492458815,0.03246277933251684,0.02199623953261759,0.0192820658815699,0.021259612934637795,0.04129077756154641,-0.0259688659606473,-0.002059532642330108
TAC1,-0.040528984198743345,-0.014478624429983978,0.06250780886469537,0.05452983085164016,-0.048995796825329174,0.04106664243701327,-0.016567713772876736,0.014706471638998256,0.05447633466845257,,-0.03391840129304364,,,,,,,,-0.004752751859124931,0.014329083762839801,0.04462270542196446
RARRES2,-0.014108355054251344,0.005827979433435951,0.0176103249411555,-0.04292939949593573,0.012844635365359496,0.03773970729039365,-0.02375618307037292,-0.012671035251752233,-0.02681874652101173,-0.08681337005543083,0.006067143962603135,-0.00031155379681626055,0.08272523972967834,-0.10618613807080905,0.0227953792458753,0.025367585028602164,-0.010976973906791464,0.003977656319902828,0.0930461764711033,0.01923769244203239,-0.011335595942107698
FGF7,0.02843583995382455,,0.005686683792749167,0.030320120288985394,0.05536044570982815,0.04027977925422702,-0.031800732958735964,-0.014678568522804096,-0.0520414715429559,0.06151507534476147,-0.04514262404209747,0.06443455125025331,-0.06214330779411614,-0.015594615008524266,0.05444733613361206,0.0029722285689389957,-0.04483747909969403,-0.027557799431862227,0.0037156541058898534,0.0422944686447792,0.01370596021712674
EFNA2,,,,,,,,,,,,,,,,,-0.011828089514408441,,,,
HBEGF,-0.015104148947892379,0.07181560791750609,-0.00983430110281939,0.004096699658143195,-0.021367166767023268,0.0250684698283844,0.00031820776984248304,-0.028753143677305068,-0.022152133398035075,0.03346688667642522,-0.027270236389658618,0.11833186310191944,-0.04132577801983642,-0.08558665515080607,0.06698623223471718,0.02412025972213702,0.029563283837915243,0.012826854862415454,-0.004257368637943466,0.05368668295469364,0.04067902611743124
CSF3,-0.03236045905345001,,,-0.004606999799359332,-0.02364714633011216,0.009967991032052247,,,,-0.029012423340980215,,,,,,-0.0295162354530055,-0.05914613362098648,,0.006138169570131314,-0.031855768646363004,-0.03027769235128377
PI3,-0.02212874321478798,-0.020139959481304186,,-0.04976662413485951,0.03741595009797077,-0.010130200917849535,,,,,,,0.03417327010144241,,,-0.07961119495950342,-0.048188127188475115,0.0036276994672237274,0.05668847162179531,-0.06195099485940417,-0.02604359302769414
PCSK1N,-0.03544189163388251,-0.016778779896194092,0.04043726231970305,0.07953687064597306,0.021231743128992845,-0.0008450565604459828,-0.02097804128135575,-0.0224170722578929,0.049636834225134485,-0.03583996522408839,0.059620950246858824,0.011819859256307517,-0.004195349939900134,-0.03152781437485507,0.08502519862390608,0.044733656370343836,-0.023136289923968812,-0.036721254638276524,-0.010583212880946364,0.045961453363459574,0.05633338804377606
NTS,,,,,,-0.04227085302029961,-0.013544728449603707,0.041007089277190704,-0.020181942312164903,,,,,,,-0.051248182069570325,-0.03314103145075354,,0.0033610722575571138,-0.038004202168143444,
SFRP1,0.0002693553082349795,-0.03621607286135197,-0.04540464483287522,,-0.017310871315086015,-0.022443860794413448,0.048940435763455616,-0.01526394617283183,-0.017830659600421263,0.05706124707060306,-0.001597805560839794,0.0175500364646413,-0.02956635881046182,-0.04505610797168557,-0.012998844730132375,0.00048397534341726033,0.008525002349592038,-0.04792298274686252,-0.0355151382918966,0.022395659767163414,-0.03420461751831392
CXCL13,,,0.03402011776862521,-0.018412485007901814,,0.010460374548354094,,,,0.052970174984263235,,,,,,0.0780909567601619,-0.008598798975522449,,0.14201658496912245,,0.03770093591009211
MICA,0.011146164040017172,-0.010313295201593598,-0.0374041868078385,-0.020005084715045203,-0.062670017423433,-0.0074310117024114575,0.049452691575851124,-0.006049286183833869,0.013629688054308668,0.04742188952662202,0.02807364874413911,0.07357083768396598,-0.05383131191463613,0.004312765612600898,0.07454965404867693,0.019836797190673994,0.046094574119685115,0.03414765796164047,-0.008002235885790148,0.14846131096906637,-0.008752906446245995
TG,-0.003337772814791137,-0.006875322399595894,-0.01944008749426158,,0.028874695842584702,0.03755783807021931,0.032245427735084126,-0.0110464514484964,,-0.0004100849363465869,-0.020192049467873723,-0.01120953702586781,-0.05510177297995097,0.05869625320823688,0.055577336631061076,0.07543913644110645,-0.01911540642786111,,-0.0016515179862619397,0.04584842787312121,0.017282516359026195
ADA,-0.038148736728005755,-0.010395982024840638,-0.04016063245755817,0.022934556020420865,-0.015809487109843545,0.036629119965879156,0.14514464994716958,-0.01794032550857492,-0.02589620093578557,-0.006122314418475481,0.006533674470656038,0.07320139826196143,0.02351360743168038,0.006800696044817659,0.08167827103324067,-0.007892406504397305,0.037955921235867364,0.04627067671540654,0.016018818281836163,0.1434593409820343,0.03365893672772518
LAMC3,-0.06733899650073112,0.040935445129889336,0.018015641209766235,0.02339167293205738,-0.031410508850516015,-0.05855634484665989,0.08865250178767192,-0.006485312825478408,0.05572804915096061,0.0235256743413073,-0.03605408165899682,0.08133229901195531,-0.053335441996361393,0.13568814852930403,0.0946305127311356,0.018030208576163838,0.03255493539917314,0.059873662177995515,-0.003194413850188492,0.05699170635675675,0.10817561419978784
CCL7,,-0.012176998293982087,,,-0.013506458075215628,0.009586605476981343,,,,,,,,,,0.05990273702786723,,,,0.004774415628150592,-0.040934950941582574
NGF,-0.018643780355232363,-0.02090730137215889,,,-0.030946745161680368,0.015297134149345833,0.033778922284501856,,-0.020181955600634863,0.057573176648740815,,,,-0.05578933773483323,-0.02966907800528305,-0.003358690781387962,0.0038616399991250206,,-0.042627814868835566,0.02986312938400482,0.007606468050308565
TNFSF15,-0.023064683106717415,,,,-0.015040101659154984,-0.021833546597790004,-0.018115189228777095,,,-0.0184756814414432,,-0.04208639854604596,,0.08156097231240059,-0.029963260309615627,-0.03209759887959319,,,0.08168156460538478,0.11330760849489524,0.09528617057170324
