,MGH258,UKF248,UKF266,UKF269,UKF296,UKF304,ZH1019inf,ZH8812bulk
SEMA4C,0.05843390627811335,0.09552834690073944,0.028899321157228004,0.0013509105116956126,-0.0033783165724117995,-0.022771154405389668,0.0326771839252093,0.05480957569904111
ICAM2,-0.0021010572734469195,0.02113736880027179,0.009005327009896985,0.002436547483307559,0.008280983397623759,-0.023527988329608777,-0.016040744223166915,-0.06258314340452333
SYTL3,0.019103698138926702,0.011762122809274257,-0.023608868263763676,0.03465293515336222,-0.02722327835888992,0.01745300788126604,0.011596636562350729,-0.053737749124960675
IL1A,0.09295646765864413,0.014280629340871633,0.06670433619733238,-0.006862570510730995,-0.006027661077648649,0.011120978007817967,-0.048646577289454464,-0.035908741407272175
HLA-G,,-0.010514171016612214,-0.013261448872297516,,,,,
PGF,0.030787144904553924,0.006165049585334538,-0.03544484922515891,-0.04634528510584665,0.030853457170118802,-0.07215275715345397,0.03130485396540849,0.009612135760063494
LGALS8,0.01482921321050954,0.05100312033316801,-0.032744224673911734,-0.0076107158062987115,0.00829660701741697,-0.05741810831576338,-0.035516182189714564,-0.07807552894620685
DKK3,-0.05288300239639657,0.024510545562242095,-0.05843258754200309,0.013876539131438713,-0.006646061989152836,0.02007882356861008,-0.019513706346754475,0.005317069054344522
COL16A1,0.015444739985517085,0.0498268210416987,-0.04072846959878171,0.02099186351422018,-0.01532806378004927,0.030244057976748267,-0.007559214173294454,-0.011664456781200375
TPH1,0.008592849076351073,0.03258774563130941,-0.014052354397002604,-0.013903509304121668,,,,-0.036030517032088635
TNC,0.060035797153501776,0.012323897395226723,0.05298488098417913,-0.014043620144887966,0.04202039795982496,-0.03597214209149755,0.07321622354044455,-0.015383515690099483
TNFSF9,-0.014613250857805007,0.03616811062738431,-0.011356976405888123,0.023618744032751295,-0.02018405630883248,0.03667728652008407,-0.0444242143793942,-0.04353895918214226
C4A,,,,,,0.05118267893210717,,-0.025298155082878415
CNTN2,0.017771854068273633,-0.028703343648657665,0.009782409642062189,0.02217837241962516,0.015753218435393356,0.0018924684009626635,0.05001955100569808,0.07160044198903956
F7,,-0.023148845158415598,-0.012204509893175508,-0.011695922640929264,,,,
LUM,0.018316176432945308,0.02117403074033974,0.01430804394453738,0.01599708145195858,0.05930346434332733,-0.01765765913078751,0.04346849044974843,-0.05401285787282423
IZUMO1,-0.013963424123446621,,,,,,,
BTC,,-0.02100152298009639,,,0.00969961709915884,-0.0006443257598378351,,-0.021706771807228437
APOC1,0.03230682085479999,0.0765998210123706,0.0506958105201663,0.008402643374397572,-0.012398920805933437,-0.015174110188100937,0.048869556335189065,0.036709721761416236
PKM,0.07835220853603816,-0.05295845146365227,0.05116404291359566,-0.019501926757018777,-0.00402964493822615,-0.009201000803378677,-0.012623156896527682,0.041966227566881405
TNF,,-0.019922625512728408,0.16709759998584336,0.0716282006426799,0.04521531488317742,0.01889960267946817,-0.03756329801284297,
GNAS,-0.04308177409228803,0.02129090181409531,-0.03298882434601019,-0.011896745142814219,-0.01446570875067172,0.01872750078128087,0.0478707946314242,-0.0867549623667883
BMP8B,-0.0186376072330218,0.009409214559396502,-0.0076477312067759155,0.02464323791889414,-0.011730475376633822,-0.047223308229834615,-0.08462422689064605,-0.015974368020913784
LIPH,,-0.02372839685372264,,,,,,
CCL28,,-0.012471637562681919,0.0013769133621441836,,0.0064248631348750645,-0.0024755261374077063,,-0.017487057493608304
PTPN11,0.02012710279982287,-0.028448841261096765,0.022451028617126872,0.004265361327379264,-0.006214794754096886,-0.044789573813997785,-0.025832068752784213,-0.039316103127838654
ADAM12,-0.00709542342142936,0.036680106728775544,-0.030276077987480172,-0.01698141056930932,-0.013409011241775393,0.04751026827305854,-0.0103903230225832,0.01591308621969731
EPO,,-0.03188325041819565,,,,,-0.030657699071153417,
EDN3,0.07226407776061637,-0.024050908970696804,0.0031376691638857145,0.10974047035205506,0.007098166189376059,0.04144951785729856,-0.02349276466199299,-0.04300024229751084
CCL22,,,,,,,,0.14325545993205904
CCL2,0.08210680569318109,0.009054956777949512,0.014611758360712117,0.06963543760546538,-0.009827878157612472,-0.028751530661118397,0.05345176603661804,0.09158175997248108
DSCAM,-0.006002918593100538,-0.021060948603348124,-0.001287721562214991,-0.04155436796563399,0.07708931488484021,0.03263698741860283,-0.03227512037342641,0.023003378929274735
GPHA2,,-0.02644650399567609,,,,,,
ANG,0.0189609077033934,-0.006231928594959259,0.04946767197380261,-0.03170349027723523,-0.008028884369795966,0.012624194806748713,0.014894144455814745,0.04173089981579646
FBLN2,0.028013271339047678,-0.003365514757852288,0.010722317246079912,-0.03886703480848126,0.034420182849618154,-0.004225742316700447,-0.04230214926852331,-0.030113273561281687
VTN,,-0.036535812333911684,-0.014052349801870046,-0.019715509745288188,-0.01850142742759527,,,
VEGFA,0.08342050767267337,-0.025707950069370756,0.11012571156915184,-0.023719368867982683,-0.04549084623327242,-0.018183980947483507,-0.047969129404098164,0.04842490078433018
F10,,,-0.008131002552872389,-0.01901781963675014,0.033252361452252764,0.09377361494062039,,-0.01878044637044743
SERPINA1,0.018422568488918482,0.016508352669269998,0.02004099632967134,0.0400211433124609,-0.00604974468659243,-0.026644074350848427,-0.019559707061896303,0.033808767287497765
VWF,-0.0045831087372190165,0.06955508630810046,0.03518705883671684,0.005883233639854686,0.04507278040707791,0.016839947442787117,-0.04060824630056045,-0.06434236782069058
GDNF,,-0.03716038828006344,-0.021873027324066194,,,,-0.026182030037588563,
VASP,-0.08255989146653345,0.06958018491030868,-0.004070344033893901,-0.017056857678315097,0.023631789115069607,0.02616142595619283,-0.03501753413693679,-0.01999828578001376
ADAM15,-0.02271916776504103,-0.06436004973515194,0.03303754349823447,-0.01193827090318143,-0.005181794539778616,0.03366007226415128,0.09960088738213153,-0.034480005179313454
WNT2,,-0.007154365420969935,-0.006410680013583161,0.01296114891496278,0.057511321874641856,-0.0388217956689154,,
CALCB,,,-0.01424355981505128,-0.012928899264636735,,0.05627619957794072,,
OLFM2,0.043139528573950474,0.04894962615619136,-0.0155705494904279,0.018813843145246652,0.03395714551508576,0.05542516909383754,0.017209209664134112,0.049805733303067715
MFAP2,0.034114279622260796,0.03953457457691334,-0.03525748341522679,-0.027172095519585052,-0.0242713647051198,0.004890399044904604,0.02698299779750592,-0.05228908683023033
HLA-C,-0.010855822640157938,0.07484150558425526,0.06123225716154638,0.02220705191859142,0.028648449523991017,0.004413888451262278,-0.06569367647796102,-0.0380875069448185
THBS1,0.04427953024419262,-0.032129142602102874,0.009784972350843689,0.08203193613868945,-0.039741994169021334,-0.01095662819373606,0.11867193311550094,0.023897577733622968
HSPA4,-0.04736384189537161,-0.030612400532098315,0.007683533452353482,0.05231024583113336,-0.008572866358539601,0.04032726654370855,-0.00766548673028312,0.006112116138367824
LMAN1,0.043672051552246544,0.032930950628572174,0.04189426489563581,0.03960482171635892,-0.0029012437363233174,0.004641722840816923,-0.00968243519196136,0.016413033934377277
LYPD3,,0.0021878208600925987,0.0030320636132595787,0.03942327369299542,0.012358644015621057,0.04119750927260875,-0.03335233764397024,
APOE,-0.07955552620160518,0.02269739962697165,0.01572612340714654,0.0426443154123775,0.0150424382807104,-0.021490904481550742,0.051935209885664024,-0.02196255647186365
SOSTDC1,-0.01461325657974847,0.04720183825490349,-0.0064168619166083945,0.009647058180196701,0.013827288248940925,0.03858662993107907,,
ANXA1,0.05268738037749708,0.06292174985620809,0.03978997495909094,0.026829253519240155,-0.03152840299647526,-0.005679958508739306,-0.006777226540461517,-0.021254866799629436
WNT2B,-0.0325827896138456,0.00912790892522596,-0.003358300895840375,0.011451781030494861,0.039782715038067185,-0.02271537152595304,-0.009954740492998928,-0.03467437626541573
AMH,,0.0846686897340378,-0.025579736162928277,-0.02652507959790007,-0.015605711428192197,,0.014930364826845566,0.011394171414482747
GDF10,,-0.027463121630408805,-0.029486740842191703,-0.020832919756742493,0.05686746436272582,0.05337966957043096,,0.06979662937932302
EFNB3,0.07726713503277226,-0.024455467814632356,-0.029043885110655202,0.020422801449835947,-0.026037611367267344,0.017452638875981516,0.09014635937030555,-0.022416483062931678
LTB,0.022413166814492704,-0.03882991567279417,-0.014618870613253227,-0.021158205854021294,-0.010909019057865425,0.010968215885089326,-0.04442418351284866,0.10033991312085613
ANGPT2,0.014027715879054348,0.011888118181926139,-0.002677527877772125,0.03425738790719557,-0.020843227717491523,-0.050877291907859286,0.03857754967519592,-0.08008808589211033
NRTN,,,,,,,-0.026816424475881492,-0.02207063554745195
ADAM17,-0.026279547771108677,0.003346574035885884,0.03275374996436971,-0.04803010457179638,0.023475807900273413,0.011069621222842968,-0.005504645616213745,-0.00773116021421561
LRPAP1,-0.030908220601328872,0.01601418228511592,-0.04876208293288607,0.007823714748993769,0.031217425690178765,0.033484715561802644,0.07714237285345495,0.01418364968004481
NID1,-0.05276405531110359,0.03763289390982293,0.04395837331566368,0.008326463822850067,-0.008206457535477893,-0.04368057707371887,-0.01979480692383143,-0.0816505314034421
MST1,-0.025288551716804223,0.016966826378890642,0.044582698943906804,-0.04014157673163621,-0.013651740938418812,0.01903960189873021,0.055457250702450764,-0.014156676835847783
IL13,,,,-0.013096066366724586,,,,
DCN,0.05477093387853716,0.00907100528808525,-0.015478592852631087,0.006442687465476131,-0.009196004362367777,0.02168655237308925,0.0027520086058132748,-0.07230602480992324
COL7A1,-0.004333146847225547,-0.027927929706975208,0.014799476924220886,-0.023691338695293485,-0.028290885000174203,-0.05039428161846624,-0.024649390074195532,-0.04617558452944032
CALR,-0.0292556012973815,0.007023562568327235,0.06080279041996596,0.010795715569139516,-0.026720126401732474,0.002205818039578411,-0.035187827014839204,-0.05163564330489969
PIGA,0.09614980362033315,0.029531558198905197,-0.015225644196030263,-0.011436643240765515,0.059104313111215154,0.08806135829070785,-0.018426502099299635,-0.06690002335375377
CD200,0.06580427849654859,0.056471796395035634,-0.032037059757238785,0.005283065770940887,0.01343631593285931,0.017295986169888932,0.10846660782559242,-0.028292955535702425
GRP,,0.0639347028565259,-0.019012836819846692,,0.03961798619298386,0.008554902999966302,,-0.024152448424959665
CDH1,0.02374039493203247,-0.02355102257509451,-0.022000962759767505,0.02055631757699926,,-0.03628392258336661,-0.049125464466519705,-0.03366334030026424
LPL,0.05849741572700983,0.041171286278283994,0.04007646970492844,-0.005812671485434422,-0.0005461356242161122,0.008287227323426247,0.03777860341114988,-0.07443331757289993
SEMA5A,0.010134876258470947,0.007073515710172619,0.021077521812679124,0.05066223911628788,0.021072314630579753,0.02190478206787151,0.06792431331744517,-0.04977789574270866
SEMA7A,-0.014956414689745186,0.0009977799511631902,0.016236019581132383,-0.034148837467604595,0.04262539919126048,-0.02850395703072678,0.055662073686967774,-0.04396157337728437
SEMA4G,-0.010625201259282874,0.03154745658343248,-0.03612381783677754,-0.0029827804574656044,0.02534483357413672,-0.025224270675833202,0.039960879847468336,-0.05639621409921949
SEMA3B,0.08177233960554756,-0.02386923205207702,0.02081350477800216,0.012192347062796684,-0.01767763327443275,0.01842145071720833,0.0380951618093882,-0.002662459949659151
RPH3A,0.028813431814471647,-0.0040727119898915035,0.026070025995733763,-0.018243465652100572,0.03528836960295766,0.04094408253188252,0.1107199773655608,0.03644281645802465
JAG2,-0.003201573372295594,0.05972351263383628,0.06051539123655387,0.023422114058773754,0.002208504579965217,0.00529164468629983,0.03860391829546554,-0.046751821269704764
CGN,-0.009011156022206363,0.07465780780965645,-0.02312445975542471,-0.03437032393278365,0.061844769725169606,-0.041792366503916815,0.06336530442732043,0.02371999826403252
GDF15,0.007319018014574932,0.030577356905717338,0.0665660146358871,-0.025034825502923068,,0.07383529099747792,-0.005743520889468812,0.022117531458051416
SEMA4F,0.006806325412057552,0.020518535898743456,-0.023421982835008015,0.006229744756370656,0.0012808096442688622,0.09570735526667187,-0.013287415650299278,0.04839503624424121
NXPH1,0.1268111850828742,0.0366668449396617,0.031100253340257504,0.03992733824505922,0.02028024246694566,-0.005526334270808658,-0.019726230383306516,-0.05836956217831384
ARF1,0.010695604627495204,-0.00035217418012591556,-0.0023559673801617294,0.0056877335945185676,-0.0016995246297826084,0.021516087675490885,0.07577385274552528,-0.029955778014430574
DSC3,,0.12087254538830378,,,,,,
EBI3,-0.01393241046483773,0.060975533212626214,0.010330121304814328,0.04659571516829203,0.02070167708624196,0.042360449023755985,0.06657517702286246,0.07990161354951694
TIMP1,0.09930553810765753,0.003780891194736158,0.02282794907602948,0.027213646089919243,0.03453486586729152,0.02083323891763564,-0.018075363117613968,-0.07045080778625877
SEMA3C,0.003391565634237743,0.007677340892835288,-0.01107198888604181,-0.027988300297975485,-0.013889418038371562,-0.013162745225085665,-0.01800490556752447,-0.010320421021476001
GAS6,0.0018612623254693908,-0.026786676575253937,-0.007050646258700314,-0.007398371725005969,0.029086659826551734,-0.01986085539182154,-0.022578401847360402,-0.06482360873349685
MEPE,,-0.006206251576848079,0.020056578762929104,0.03852137126509856,0.015636337847146495,0.0007212502152457874,,
SERPINE1,0.12316423817093074,-0.02252034311323873,0.011005852301084397,0.007788527516416,0.024287314244487202,-0.03068451490949215,-0.035522989070699826,-0.004418443481732246
RSPO2,-0.015439743574604287,-0.026637748259803598,0.0038626279382855304,-0.030072575555691258,-0.02277016687107988,0.021894721276138705,,0.04821944747330221
SHBG,-0.01734578962842808,-0.025924293551835405,-0.015694031895813743,-0.02775635014427103,-0.023693927284943902,-0.026399819519210797,-0.035631710975551636,0.039231985200472164
LGALS3BP,-0.09454568220517708,0.03315994941316285,0.003281045349374107,-0.023310865566843975,-0.017852170721161503,0.02296811479078425,0.02122871194540633,0.009672702471665505
LAMB1,-0.014054887155061148,0.043143010429120235,0.027384261421583518,0.004148171167681853,0.00885932636600998,-0.0006845972359317286,-0.05044196043789188,-0.028971355553818485
SPTBN2,0.006497302919081467,-0.023482925923769826,-0.008243943349267641,0.06357871588718644,0.01763768583234416,0.025762617154496483,0.05273217773117197,0.02532495890583216
COL1A2,-0.008086459745805387,0.01563465849899007,0.0249704175944329,0.012228363079228392,0.008803834653718978,0.010835148696381558,0.0009855514496312136,-0.0750831407547949
WNT11,,-0.01670559890040517,,-0.012759682459044505,0.02067832889026274,,,
LGALS1,0.0022284346207226396,-0.050761245278100164,0.04764285282219397,-0.00860113974789888,0.0252127608030471,-0.010204151785366872,0.002890413337650775,0.04083493487048949
BCAN,-0.045487620005929916,0.029958923327312915,0.018572697320884433,-0.033123919095945524,0.02022309720704036,0.038695751540769804,0.1275906738240891,-0.09129780684603508
ANOS1,0.016834194758732844,-0.005283175027579749,-0.004864717084742415,-0.03880314660296471,0.04654208630974962,-0.006471881820297966,0.0907731126952233,-0.018788675295538557
EDA,-0.021735933019667683,-0.0210015301758772,-0.026897442560227004,0.08842730451656447,0.06496925371112941,0.017370891310676664,-0.009461950141622344,-0.01563828683073582
FGF22,,-0.01792769059055176,-0.02300197739413307,-0.011695927893978785,-0.01704747358469126,-0.007769050934732168,-0.032297170447537896,-0.02364694105128036
SHANK1,-0.018402250317859203,-0.02868683381881218,-0.0124227877748761,-0.01112793255455523,0.031829310561310185,-0.017579905675906237,-0.03386971379037515,
TGFB1,-0.004202695552809205,-0.028203235389922265,,-0.025340497046670057,0.0007561958811857487,-0.0140454697031036,0.01759779181347079,-0.02970328318980051
MSTN,-0.030800012886370912,0.011742597173598353,0.06728792176892771,-0.009814979605326882,-0.009574487450541673,,0.04468512226274452,0.05759861568973977
WNT4,,0.015620137361799267,-0.025354602991867117,-0.013261241826795628,-0.03475907834109913,0.06641233527842386,-0.026816418750070663,-0.017035901994765276
TNFSF4,-0.025201075766553536,-0.02067507183650263,-0.015165401035254473,0.01567473214306693,0.056919143474536,0.005671392502692801,-0.04230219327576215,-0.026246279410301422
NTN1,-0.043669129072478344,0.07037886033023777,0.0030811047261904323,0.0033439744033149643,0.011903255805337628,0.09390625595856429,0.01645626353943943,-0.03597519163237416
CXCL12,0.1161674275087405,0.012157930792237462,-0.047167066737153124,0.05516482766840297,0.021367507388781723,0.005948679737404741,0.007410358994440493,-0.015574047712856432
GNRH1,-0.023729259270209906,0.015460104969511513,-0.012637439246404803,-0.03255575511490388,-0.023600010714699093,0.007032597107555068,-0.03463376788206119,0.07149198596009106
FGF8,,,-0.017660957932217645,,,,,
RIMS1,-0.019731145610828407,-0.040381815562844495,-0.03351383383070886,-0.04340408830496683,0.01058981650075909,0.02643307309088665,-0.028199726393980284,0.043040388560828424
FGF14,-0.019276031893229805,0.07447091844623119,0.01542659245129403,0.0074320588724617895,-0.0037989337052092135,0.050992987687369574,-0.002618713483567387,0.011520903721386725
IGF1,-0.0020620550263372403,0.05266106581987594,-0.005616224746458884,0.02913383796842607,-0.018473656819229602,-0.0019244124202577363,0.05033147917274667,-0.034336461767433775
TNFSF10,0.02228234574636521,0.032745069136279885,-0.004343732110786679,0.018065402987562536,0.030951780135697098,-0.005513764927212032,-0.03867967155981536,-0.01532189044599728
GDF5,-0.015439737480393949,-0.02963220700442076,0.035470470465627554,-0.020613632784027818,-0.00040110955293617756,0.06105454423544027,-0.026182015416123607,-0.018583325616891
CHAD,,,0.021297372007428837,,0.04415325128207881,,,0.03348383299501337
RGMA,-0.05768145094050576,-0.04201011347838438,0.08445557129825033,-0.026212202841509633,0.03051566452863948,-0.0375779409355633,0.041141379170913636,-0.04667593747490001
CLEC3A,,,,,0.008401423959282266,,,
WNT16,0.05610114503366561,0.0089783987226427,-0.017028726216589823,-0.03347127657460851,-0.013639505810017388,0.016128976930857367,,-0.01585613025284516
CX3CL1,0.024175841977442717,-0.020317446396205533,-0.03119525102202339,0.016383194259234485,0.04077894368331494,0.0853828278707178,0.11287888046959973,-0.09536769954656593
FGF1,-0.006495001450004377,0.08253714351944379,-0.05229435171561667,-0.03558916901386892,0.007032647874336009,-0.01090552738509867,-0.0052825770659564635,0.04954682955100173
ALOX5AP,0.03475425044554542,0.04273112426216806,-0.0019721987662033803,0.023473643579817228,-0.006297753403299212,-0.0471848045620922,-0.046096350261754834,0.12247642238519287
IL1RN,0.020188142623698082,-0.05409204268507673,-0.017347490313032364,-0.011879498916682949,,0.0003368979988987491,-0.035877650946923856,
NPW,,,-0.017969396684581654,,,,-0.039419749657718134,-0.01770863403790667
CXCL9,-0.041773051701432376,0.008146529697440721,,-0.014367569516903014,-0.017047471050254302,-0.027202180086250475,-0.03412592617382057,-0.020772537860685586
ANGPTL4,-0.04049070304168403,-0.04295136711225965,0.08137187605067357,-0.0051779742576279,-0.0004918138335157822,0.005463341637772767,-0.050413115952629775,0.03209348389484365
UCN2,,,,-0.012588309823606154,,,,
COL4A3,,-0.019642614931721012,,,0.033017237368038695,,,0.14716934242568422
NRG3,-0.02493886306598746,-0.009673287124160155,-0.0611229928179311,-0.019752668630350457,-0.0025272431679778965,0.04411751141072645,-0.04099075689523964,-0.01659938430821815
IL23A,,-0.009111303887241236,,-0.015399789051297177,,,,
COLQ,0.014673948578206052,0.022697646907477848,0.040945167431451525,-0.04437155179349137,0.05145590873331579,0.006166047233679718,-0.028263839549829285,-0.04001456036862727
TNFSF12,0.006092434070937269,-0.025165963808877336,0.026572247448971898,-0.01991330925742567,0.02249242752831903,0.08083354518419109,0.03241334003058995,-0.005302689510966099
DKK2,,-0.033167249512730625,-0.024784284993155235,-0.022419004822559322,-0.01173047405385109,0.0661565835525751,-0.022775833925922834,
FYN,-0.041529824317717484,0.00906957239033706,-0.005699798333055063,0.02642471498932542,0.08214991849988175,-0.05734410188326099,0.07615454547973553,-0.09605003170538301
ACE,0.02699345697956879,0.06837628640023838,0.0005909622289584419,-0.010199397931455663,-0.0177881000723121,-0.039485465411774716,0.030864394169538567,-0.05388568944831579
IL18,0.0029120705786359804,0.05017936210298072,-0.015037616262459986,-0.07321352484352807,-0.010226892930850473,-0.05150643840801917,0.05937972070589936,0.06333751009917246
PPBP,,,,,,,,-0.0203881690442874
CCL27,-0.015639994627379934,0.012300450988913315,,-0.018899338854254398,-0.012084076007672005,-0.017105139230210734,-0.04099076921571125,-0.0218893769362315
SERPING1,-0.044137372831092814,-0.014617496291081054,-0.01768324731740064,0.032133166965819984,0.031392417330027074,-0.0029175924346198155,0.03995377519204548,0.06920603210360649
AZGP1,0.03406547596705075,-0.06975738252467417,0.03823642358949832,-0.03086302395127735,0.0014380473512998946,0.042134459397147946,-0.06290626954655854,0.023768846455325513
INHA,-0.021438212408305055,-0.022177926188849076,0.11011746689337804,-0.030184445525410934,-0.018617882541305156,-0.01041056177608752,-0.03335235926024854,0.09809120108325853
SEMA3G,0.07598978233758995,0.017262710652570935,-0.03027779520546657,0.044515883599275,0.026797800876102236,-0.03765695383304639,-0.005721300850418339,-0.016337574200327044
COL6A1,0.009762563375255136,-0.022360886119836283,0.0342906369118135,0.00847485803564204,0.04984787221272816,0.018013210684123582,0.009802894366337368,-0.054764400852336026
FGF17,,0.08317858475281469,-0.02420265173119079,0.06280094273224686,0.10034136450615622,0.007507920182033896,,
TNFSF8,-0.016980370620474302,,,-0.011879499018168455,,,,-0.015856136417229893
FGF20,-0.0020821243391578766,0.01768784346005505,0.0805300734211802,-0.019135648423208404,-0.0008139087450262864,0.04393870757648595,0.009033704270793547,-0.016060621914884964
ICAM3,0.09455863695795495,-0.014549733763666159,-0.008619986878077123,0.0253818822749811,0.019200116020041687,-0.021632700218374292,-0.03801163022395336,-0.05423869421222133
LAMA4,-0.024865060348468047,0.01490476576140637,-0.00926317361879996,-0.0010850429857804382,-0.000499990117973467,0.008582246113614503,0.0017679775682469833,-0.043059746705555166
DLL4,0.013122705568739828,0.0008423156203192691,-0.04197316662617419,0.06457842046387645,-0.01692112987646389,-0.010300752476401547,-0.0014521376528919244,-0.006988865285394136
SEMA3A,0.03467694968835237,-0.06424777405090713,0.018837470941000866,-0.027669798864877443,-0.021746081785522474,0.00433591033050346,,-0.05070176267168285
RLN2,,,-0.017815792115011275,-0.015256282823904316,0.054297701372091174,-0.01927115504443679,,-0.026401528235944105
C5,-0.047546684530979134,-0.00214585808634412,0.022596424374557587,-0.055964079381484726,0.020034357307916775,0.08070174310747547,0.03524216472450674,-0.009300962481855033
COMP,,,,,,,,-0.01898814853477393
EDN2,,-0.02372840049696234,,-0.016236334878430885,,,,
C1QA,0.0310305527128833,0.061743301505719946,0.004021699241009657,0.041322391499043494,-0.03398115083007941,-0.03470985358470257,0.023618738775519673,0.025481531690372653
UTS2B,-0.014399706855309074,0.04420280637787914,-0.01326144670860575,,0.03149346950135829,,,
COL9A3,0.04556330887981003,0.07549069812821625,-0.016231359532769433,-0.027653217828312544,-0.030173816797298483,0.03612980424553552,0.005839420185085925,-0.022737125093165247
DLK1,,,0.029274303294691818,,,,,
HGF,-0.02373150097958013,0.10134361891735481,-0.010977182603407147,-0.026006581739499626,-0.0038620013429555003,0.007645971594380612,0.0383467085443751,-0.017626142581789458
P4HB,-0.02978997544501022,-0.015706165798602404,0.04345841622686538,-0.007696993081530519,-0.019918585186008513,-0.02254964240190618,0.010594182166335854,-0.07697821584129404
ADCYAP1,-0.015837881441977533,0.0063600666316796575,0.011038263657476592,0.00913069202853143,-0.01018182749317509,-0.022564442677280035,-0.025203859145678104,-0.031970159119908935
GREM1,0.06524627037575227,0.01852921133038771,-0.027656380699183365,0.012787306468469288,0.006646351532084367,0.03792504798273183,0.04223099364200633,0.07766411252808932
EGF,-0.04575207680945585,-0.03439483921328006,-0.003765537109915428,-0.02397747655982789,0.03496935165349147,0.020920545433824485,-0.03202879987688535,0.02613357837140343
VEGFB,0.00795114101187974,-0.040166400505038266,0.042911547850926164,0.012108419657465296,0.0020648446879963935,-0.06634733612366273,0.029006779587728543,-0.03625172321620475
FARP2,-0.025331721034669366,0.030793613107107497,-0.009645609854907445,0.03297489056498085,0.051939996999408135,0.03008476596127052,0.00890695779172843,0.042853196950794925
BMP3,,,-0.020690452241231616,,-0.008201988039481136,-0.029852710003365975,,
IHH,,,,,-0.0304154785662033,,,
LAMA2,0.026719214748287024,0.0451428955576543,0.017878505417832796,0.02690231166889306,0.006660556889757542,-0.035010813130969216,-0.0355946398358151,-0.03379351568753137
NRG1,,0.019215909753230218,-0.02599506964439477,-0.026165084615726596,-0.0204119084693867,0.0283208166196953,0.0764075557778489,
SPINK1,,-0.02321772723934145,,,,,-0.02419033389456858,
EFEMP2,-0.027001255843719325,-0.012440784710440446,0.005029119139688455,-0.02239067213708031,0.0035436925365744955,-0.07407415518610096,0.08223304767770423,-0.04094699595453102
SELPLG,0.05168063672195615,0.015458585087702833,0.05931179392373188,-0.024736238602704436,-0.0218606663388108,0.006455337207335972,0.06859668033999412,-0.08074638659674922
GDF6,,-0.02377761878915223,0.05889882638460051,0.05875524549489404,,,,
HLA-E,-0.01302180375843572,0.03926722920197192,-0.012383803735912214,0.030652528366612135,0.028040674342237837,-0.04229063094432689,0.03166203109188691,-0.02982452721344945
PTN,0.044187071891692214,0.07314511617533333,0.06394216301463142,-0.022235713829517133,0.02334860722360692,0.01774996646859986,0.09234738488026663,-0.03956255165639538
CD274,-0.0205593053759054,-0.013297894161400675,0.036420384570785426,-0.01462549449053406,-0.01627580476437498,0.03889013199887139,0.0240060647661002,-0.043216215080318456
FGF10,,,,,0.0406070805734064,,,
CD14,0.027519601382169245,0.07186177512676852,0.015765562665732584,0.056163416988351235,-0.03933799007966673,-0.027616874625805,0.06244245602320643,-0.048828085811136165
SFTPD,,0.0005838284575743412,0.01837156733384422,,-0.01340553293909574,,0.13284260653554325,0.011287829208104368
SLIT1,0.05323051745895775,0.0030565254209655754,0.018862474003726034,0.024555027480814236,0.016922365605115428,0.022330516800716196,0.11824142478935729,-0.035058793652576144
LPA,,,0.014537282651699176,,,,,
CNTF,0.0833009600298713,,,-0.015961948133294882,-0.013721122234706947,-0.0013939731556355712,,-0.016337580647237258
BST1,-0.06312809234475428,0.02312519696737311,-0.0043042218914619125,0.004047596130605405,0.01887803705468076,-0.04567977243367409,-0.024362932973237716,-0.04099211913495341
AGTRAP,0.012601320747557501,0.024791178484096225,0.03006781760895452,-0.026311660829499477,-0.014865972854756448,-0.007501251217939915,0.08127071015640101,0.033074580835659166
LAMC1,0.014689374943463633,0.038361718292914126,0.009534197115677363,-0.006050009438237505,0.016679629307619057,-0.0346930612856619,-0.01217532107716605,-0.03202781989552354
COL6A3,-0.01548722503621749,-0.014611662869613545,0.04957089698293122,0.040285346703860435,-0.03033773463476973,-0.06507151538180417,-0.039512425267818604,0.0012520746692838616
FN1,0.03651136708089497,0.030740273381351713,0.04800712641670174,-0.011820943640193511,0.016035335138246804,-0.009492688411441973,-0.004024147250216503,-0.050836940388474965
MIF,0.005750416172945238,-0.08538660980759369,0.05162053921584979,0.049337707755716886,-0.01148658614630125,0.07473981634995672,0.03551831142247207,0.059496112633936934
JAG1,0.04599225077478387,0.00753791592301246,0.0488567482503471,0.009833546303877921,0.032542882849328686,-0.043631002512242445,0.006998394001894838,-0.08004223114271482
NID2,0.017362963971002246,0.006827172139704555,0.02775408489046286,0.003181671125172508,-0.032090876007502704,-0.050978397608912485,0.0370721169287166,-0.03246792069512753
EFNB1,-0.038712179257753436,-0.024490342265239787,0.036385373209512795,-0.03836456662297683,0.012184113206749217,-0.03657911533275902,-0.03828224891125375,0.01666311130275735
COL4A2,0.010221595703834623,0.06941700622222892,0.028223425843740636,4.882712013764405e-06,0.01718055041883059,-0.041126271833674156,-0.024259652435748465,-0.030074065869463346
SPP1,0.015879486795651578,-0.019741272091876007,0.06920479851213822,0.03250842855456732,-0.042300748048791546,-0.0005218590555186403,-0.03965486732355077,0.07765862504960769
PODXL2,-0.0299673190078683,-0.03117643000629637,-0.03626156473222088,-0.021372707294256183,-0.000963797294002892,0.023630731786531183,0.038394409011771116,-0.03630381968977117
IFNE,,,,,-0.015330015837719174,,,
