,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007nec,ZH916T1,ZH916bulk
VCAM1,-0.08451058542264413,-0.034301426984318296,0.02128506890528699,0.0036415508606016497,0.12650627639805803,-0.047075145552430336,-0.0172802640263949,0.040191498143799936,0.05789627991335113,0.0982298457138172,-0.006425580096116882
NXPH3,0.02308713752409007,0.05394713633226775,0.019355383470127992,0.014514601541089751,0.04509501451939156,-0.049913521496883925,0.02120568348220096,0.07564771937497014,-0.003506895350815809,0.0533639246832241,0.07281710618363726
MTMR4,-0.02058165103187112,-0.004100086645484956,-0.012358485647717897,0.00253618373755798,0.03118541917192076,0.035608717117654336,0.03055178969554092,-0.09054971912801472,0.02039984630247043,0.048925933932730876,0.010870607497357635
LAMC2,-0.022923638796493985,0.05928211580192484,-0.029127559450921114,-0.029078326397142706,,-0.022003950100779143,,0.05800724631131467,,0.07281974249483397,0.06659633292067345
IL10,-0.02041984803397511,-0.008582749140456203,0.03758235005006494,,-0.018130574116349604,0.018602750420988346,-0.0595012978670234,-0.006035333958360402,-0.026200146098948506,0.10377518908992868,0.0013791339993005235
SEMA4D,0.01213447109905594,0.005425217812077573,0.00494048516056968,0.03617368524542085,-0.06513677684997951,-0.026989267544753462,-0.04571662689740664,0.01960341861041793,0.08622816232904489,0.03924430948979102,0.0742610197239262
TRH,-0.04473462551100543,-0.081484590725071,0.06375494486215194,-0.020571686257974463,0.056541312959639586,-6.414184987581294e-05,-0.030262076877707277,,-0.0028457949220578108,-0.009184623718235658,-0.024308123915719546
SEMA6D,0.06805428908790362,0.09434625427711998,0.03798095628296132,0.0526651585905517,0.06484948617767924,0.0053817411188499305,-0.045417057773585984,-0.018512138069041117,0.027027902950684614,0.04641775306809085,0.06504055561758479
CEL,,,,,,,,,-0.04597651113101481,-0.015529614560147186,-0.018911192826221453
PDCD1LG2,-0.015630779043447295,-0.018166498779743682,-0.04257881575286893,-0.02042027412701344,0.027355035897291633,0.020068766621606983,0.05242705433499234,-0.02921452527079481,0.14433845266994133,0.10568650099728365,0.052191751078305544
SPINT1,-0.035492784551104904,0.03323952711161938,0.03158020059128883,0.058865617208943254,0.0759676802740103,-0.03822705492994818,0.045314634985930684,0.053287680699904215,-0.09166985656182584,0.06396136998275641,0.0011328624436816493
CTHRC1,-0.04685715792149713,-0.04546315844606898,0.005856690116918684,0.02098704063728501,0.11330692445123311,-0.015269016022602123,0.03217257539497613,-0.01840324292935011,0.07296292858966648,-0.022768002943372178,0.02057995984838573
PODXL,0.0007946347206714945,-0.06366817982089631,-0.011575425857847493,0.027581741673939855,0.13383879722276068,-0.013210941690155405,0.003702986278721159,0.04110867272995919,-0.009248090761352957,0.03270103229489505,-0.023221436474350512
JAM3,0.06989271030884435,-0.009615116407485663,0.01966758985241369,0.021401563164900748,0.07651732896098618,0.04867811593065038,0.0006652784830160609,-0.0018399312574532507,0.02698343686248218,-0.024560493492621696,-0.0030991669067292234
TGFB2,0.05365380195756972,-0.04133183821975575,0.016722343367004393,-0.04105722959262568,0.11422896064139289,0.06318683235277225,-0.007979039996050017,0.006435623773100668,-0.04263678300888906,0.011811135643296408,-0.050663341556695746
COL18A1,-0.008595883812705046,-0.045758533945850416,0.04435123327180098,-0.018732831728925557,0.13195110781552796,0.009038878662451158,-0.031084217422690085,-0.008346876013215912,-0.023013784174970138,-0.06312485445764086,-0.034201311290877875
NODAL,,-0.026249179077152046,0.02123123188723852,0.05344238770784029,0.13215733328282156,,,,-0.08359894425237523,0.03767820798891724,0.049639432364191806
INHBB,-0.07987355582531266,-0.02216231833535284,0.02638960373385381,-0.0007282700815703608,0.02780824956841768,-0.01734388682351596,-0.014254299880773407,0.016579052455198726,-0.08422164417287624,0.09356680707217692,0.030205163768501263
LCN1,,-0.01739752452879301,,,0.0033604601188908776,,,,,-0.02624133265580262,-0.022680648486614774
ARF4,0.0246472831218411,-0.03056900117048468,0.035843818316283894,-0.014027103533591939,0.0816583979236065,-0.01958918648499631,0.09258946931907543,-0.03494017061990271,0.045510318363399076,-0.017127202444981473,0.008803632528468565
CXCL14,-0.059282683123582466,-0.05590335725635388,0.01883626022844117,0.0006214973042105329,0.0011400901817004616,0.044738384693003265,0.11091316486900957,-0.03286568112867953,0.13332200558147195,0.051632083576717315,-0.010025031718985685
LIF,-0.04277576755556562,0.028437955946772165,-0.0034520069126038762,-0.011310838158715473,0.09759380578945613,0.039153846518436994,-0.026439185620026777,-0.0015390282624350635,-0.06985831200099894,0.036250854828351824,0.020452385479001075
IL17B,-0.027399690957340985,,,,0.022481229228686495,,,-0.00851218288704421,0.026712154812662023,0.07226438885546398,-0.02564359120476688
MMP1,,-0.023985360446425737,,,,,,-0.00710073886229376,-0.008412080635533494,0.009472205097538171,-0.029661894434995326
MATN1,-0.021588402841119993,0.037222013026822584,,-0.0248702225138054,0.02831733036512691,-0.01769839314250645,,-0.0137378163399071,,0.05882872143069654,-0.0020030796142514393
ADAM28,-0.03403890241931209,-0.0511122658276287,0.0016575833485186894,0.016581033497178568,0.06381603183421013,-0.02239068446131695,-0.04062845137580855,0.028046948115111645,-0.14810626123559414,0.06094599474310303,0.0517674253042695
TCN2,0.05272714894660906,0.037740135445008004,0.03582604480409221,0.03528510489439418,0.1391413974468097,-0.039333104982770054,-0.043908471933530695,0.005124521017101014,0.023704734024006635,0.06080847981161648,0.010188810830393955
THPO,,0.015992178803262598,0.06037486401860042,0.03075030262658611,0.08598164350081683,0.016459923422408915,-0.02624546996836294,,-0.04551637106803748,0.05222991544411494,-0.019558340435406215
CUBN,-0.047013383186679504,0.0030986518451068383,-0.023962318713893763,0.06608350335365379,0.05591854502052256,-0.01144102293982698,-0.020181926763881346,-0.008445157052764517,0.0893511150071209,0.0632943504350027,0.02327843130757607
TIMP3,0.028537990016619285,0.011128768320390121,0.029178497257118668,0.009313095256333592,0.08081423062393037,-0.004791434249200037,0.039213804791368,0.012189854227180635,0.02835660610508065,0.0261568092817496,0.011478470610552391
PIGF,0.00389695254042467,0.049816280421602514,-0.004387780333427716,0.03146171193267543,0.10404460680788254,-0.012594368188842688,-0.023654374101299402,0.015499965852688693,-0.018475444974392137,0.043796178708517514,0.035823827582990596
CRH,,-0.02038327130878525,-0.02821380783622266,-0.020958342665493058,-0.040200345828825625,-0.006936642166872223,0.04868137625257283,,,0.11033581568651829,-0.030274678570873455
BDNF,0.005309664916729175,-0.02616472976002434,0.01537644890332697,0.047407348647255626,-0.08577589222546392,0.06160963948917125,-0.026050510798365654,-0.02119055566456008,-0.021102615113856422,0.051992710937656804,-0.020065851810916142
CCL5,-0.06213600714507889,0.0208621312708899,0.042698821930711235,0.01749328254306823,0.11352030164042104,0.0022538367111511956,-0.055045996550726256,-0.048961765504312714,-0.08101217830189215,0.05482568239113307,0.012511842301220821
