,MGH258,UKF248,UKF334,ZH8811Abulk
SPX,-0.04021892109061516,-0.033296709508982475,-0.034950524817995765,-0.02532362094732558
MFGE8,0.059824369054040455,0.02101919036678545,0.023061426089805038,0.000655440637052782
TGFA,-0.028520894803920657,0.061058663875408224,0.042277088663142885,0.03546025448516975
SLIT2,0.003286677468921819,-0.031717839668559754,0.009238453309397118,0.01265426999348006
PLTP,0.04750422612124902,0.005974010865045349,0.06542107555987346,0.01750346522594341
APOD,-0.04258709077197184,0.010627201602753595,-0.07605632446185175,0.054473214207276445
B2M,0.03452016409499033,0.04279505219638491,0.07251587132445231,0.059200066156427845
OMG,-0.03654415581114534,0.02448809836726997,-0.09627724772579793,0.03488481377833467
CXCL3,-0.015609443170069272,0.03175491789905365,-0.018319242621539816,-0.009484345373192732
CXCL10,-0.0029680964815420713,0.0391561827257231,-0.029111493479355197,0.03942391317563765
RSPO3,,-0.022020283001208476,-0.019143255470693055,0.09540473676376177
CORT,-0.019383316726137537,-0.02263047557431177,-0.03706950791854372,-0.028639466567671065
NCAN,-0.010247438359799996,0.05902019535384622,0.020971069026950537,0.0872408312564677
PRG4,,0.017146426836835607,-0.006916771997268557,-0.027509527361201797
ZG16B,,-0.022479457208720167,,
TGM2,-0.03931979720203939,0.01814624301543871,0.00039315879266315083,0.012353610261363095
VEGFC,-0.019383317974168056,-0.03095408890499871,-0.022841345688736525,0.024053127500087777
WNT6,,0.001044849191527573,-0.019934773099377176,-0.03749442304662593
NRG4,,0.008025656166769195,-0.026647093942317297,
PMCH,,0.002881642886159606,,-0.025529202084277475
COL9A1,-0.007666934706688757,0.04200532785205026,-0.019230747426352654,0.01548514647902952
GDF11,0.043328415457137025,-0.008737270932553243,0.021402850783472226,0.06317874626556703
IL24,,,,-0.019033957898633894
SORBS1,-0.004569166480829716,0.042975098862884455,0.032926180956591104,0.04080395434226154
DLL1,0.041059384872794286,0.05772909227030529,0.005553523966649821,0.04220827199746259
TLN1,-0.037467283009914594,0.024253684000960955,0.05156382011406519,-0.04805598004308499
COL2A1,-0.018205891513421373,0.011056843057199226,0.05482567544616423,-0.04161072717442734
SHH,,,-0.017749597099586418,-0.006147427299970807
PON2,0.05813160151741384,0.0271013770136417,0.01863707981047961,0.04299374880971725
ICAM5,,-0.043691422781508366,-0.03466400435597879,0.025591042129448054
HPX,0.04755406516528513,0.04989378373756998,0.0012450888111048609,0.005690149084343503
SFRP2,,-0.02155227336463946,0.035433836805227416,0.08019683460827348
CD70,,-0.022337461591987393,,0.051132601713581756
HP,-0.036124540760974294,0.0057701569283815195,0.013121860474498386,0.05398063870251247
CXCL2,0.002791165459626519,-0.04164534564091109,-0.01568468133074775,0.013178871900160082
NPPB,,-0.020913473362643997,-0.00827491570000463,0.023704845263597757
CCK,0.06912957061547087,0.016684221851029243,-0.05223792596696689,0.002502381566803989
SEMA6A,0.08323160623466522,0.02473898114393799,0.05296857615907012,0.053088243279167585
IRAK4,-0.022599428876758854,0.07387602263222776,0.026154775866365814,0.01518265758152346
GSTP1,0.019688400044860582,-0.0024498809030168663,0.018019629660450235,0.050557577221622144
VCAM1,-0.06979064972186613,0.009248823896538949,0.007692321587088781,0.017919652089671688
NXPH3,0.033360446042205893,0.018909678163710128,0.010552624972159206,0.0633502868889722
MTMR4,0.013718500078533218,0.02125729394704527,0.01655698070401462,0.05343983891185426
LAMC2,,-0.016414889810721766,,0.050852826146305666
IL10,-0.020133365312581426,-0.03468285789047917,-0.020446253247609056,-0.04454007654221064
SEMA4D,-0.021655095260679477,0.010497411152113204,-0.037314133105730854,0.031114646979709497
TRH,-0.01779760545332805,0.07429318995514875,0.0030645817553639626,0.041994754988978714
SEMA6D,0.056661413287095674,-0.026066512911331018,0.05357401603036081,0.06333874666424454
CEL,,,,0.0004959149820562874
PDCD1LG2,0.03169899200341323,0.010128579777926118,0.0571282352367441,0.11249139601291426
SPINT1,-0.02495746760303674,0.002442811244099442,0.004774927268614978,0.09203890892820837
CTHRC1,0.10855434606490953,0.01771662158233219,0.008984244282940642,-0.02198915159479377
PODXL,-0.03891483787272646,0.025534582396446407,0.003263982765837731,0.011247477796656077
JAM3,0.008313179297424105,-0.034966246159856745,0.02139657330342138,0.06980259466285937
TGFB2,-0.05655953682073319,0.003919965707217571,0.11423262833467689,0.03947214682927888
COL18A1,-0.004066358011444842,-0.014454740211747481,0.014523066685903944,-0.008477679125223132
NODAL,-0.028156726157668188,-0.03372800179081952,-0.02017417791956955,-0.028453868129559082
INHBB,0.0014860557830173665,0.030513084582148887,0.055655019781635486,0.06763062031009125
LCN1,,-0.016414893504138807,,0.028898486002647553
ARF4,0.014245009089616515,0.04227221761599397,0.04190185633738403,0.017109157021799378
CXCL14,-0.044607383370929385,0.0035824490275562894,-0.012532827260061346,0.014171954302690689
LIF,-0.02403901042581909,-0.011306840420442069,0.04444584066155627,-0.0007232231174395446
IL17B,,,,0.03876074160835457
MMP1,,-0.022630641315369748,,-0.021261507795323223
MATN1,,-0.021552276301654048,0.056472326304251766,0.020021312542397925
ADAM28,-0.026300041478827453,0.01464111734640838,0.021813172480942698,-0.007476384296208664
TCN2,-0.08481855318260693,0.01409038865185193,-0.03570760770983527,0.030054405400391553
THPO,,0.02119916993776119,-0.018597792078599185,
CUBN,-0.011962827253137631,0.05680506742874022,-0.01499992948700757,0.032038205477718525
TIMP3,0.029301476392313335,0.026197752208934486,0.01702201691688098,-0.03818646853711623
PIGF,0.06336235852588774,0.010750344480560942,0.04076556388065326,0.02649845286475254
CRH,,-0.019232002072819655,0.0014048015779800653,-0.0006172163710096838
BDNF,,0.12193110512947945,-0.02094589048181315,0.07324953427764422
CCL5,-0.029705070761522588,-0.010171051506899042,-0.02523014144305651,0.09215231464216171
GAD1,0.028753136064141763,-0.011869936068197246,-0.06117157283711513,-0.025072960332691376
COL14A1,-0.019842466555082025,-0.03889652616135952,0.02916334345895197,0.036613926295353295
HLA-A,0.006972891117421947,0.0417015035454105,0.08485364146443745,-0.06526190449907644
CD5L,0.020774185911999272,-0.019231999847823505,,
FGF18,,-0.01740148379324629,,0.02562128628185602
ADM,0.016667046017819716,-0.03425863927385844,0.08253281953740092,-0.038188836982470976
CCL15,,-0.021554967378450852,,
GNAI2,-0.02621465508294587,0.02769181710143356,0.03775640717053546,0.05632606510510197
COL11A1,-0.001085918662848493,0.038464536314962425,0.015621637562006803,-0.002069588299494699
NUCB2,0.05433893928364588,-0.0173255419386414,-0.003436843732769536,-0.02674822146199167
CXCL1,,0.019059453503838992,-0.025230145720612926,-0.035782729927843926
VCAN,0.03501875421189435,-0.013817825070913215,0.0313853115050624,0.022757288762041538
MMP7,,0.024720490274569466,0.05624284750381477,0.05855593721699996
PTPN6,0.04534598429531295,0.02327338060772858,-0.003905973063737675,0.028362017760842465
PTGS2,-0.0254838224136159,-0.0011131524281041585,-0.003433071117363219,-0.03584226245025955
XCL1,-0.01738051182717112,0.04397446905359692,,
CD58,-0.027138838808407905,-0.02027545236287408,0.03787874340153784,0.07743463834914417
TNFSF14,-0.028431718529023507,0.02676728857250588,,-0.024907868809796715
CNTN4,,0.001406714405318943,-0.05258598064722782,-0.04225279563854105
INSL3,,-0.0188791599170968,,-0.011867802598469375
MFNG,-0.029669340388122325,0.052759881109915065,0.08395333610194616,0.029526510537060017
ICAM1,0.018191951230940015,-0.009953123234512074,0.039326555918548556,-0.019741294780840673
PROS1,-0.004938043550190012,0.04117029265071892,0.04231679045272732,0.06515809465403422
CLCF1,-0.039008607957091344,0.048266873782943934,0.020466306658434023,0.053951511533739165
PSAP,-0.06447111401684545,0.015990964532855107,-0.018091762172622927,0.0063804017595949164
EFEMP1,-0.012746658547079489,0.025221716570080165,0.08738033100069165,0.07007506514236336
C1QTNF1,-0.008920250300945566,0.009390932392806467,0.04981856439431291,-0.0028814055162351207
ALB,-0.026165953946270006,-0.029187673882088157,0.006119081876886064,0.05511019943445933
CCL13,,,,0.027670540325882533
EFNA3,0.021557177401967345,0.03385961758469062,0.06460727087487662,0.05075759007850752
DRAXIN,0.11496346514756958,-0.00807799847342185,0.06942268668257011,-0.017020147896096283
RAET1L,,-0.014707048927685835,,
NPTX2,0.03264145869544348,0.05664778019888006,0.027895720577906964,0.07863657457165733
FGF11,-0.023177895522792438,-0.016119404466091045,0.07048660898144221,0.019042983387889838
CD59,-0.021504224790052054,-0.039660730675670566,-0.027714659346214983,0.02588133755698238
COL9A2,0.042381386839168186,-0.021642276618041106,0.02891103715114662,-0.009851398673256795
DLL3,-0.037510722234464985,-0.006062787836643985,-0.02104250982409597,0.01446320711332473
LIN7C,0.03149843690332807,-0.033069040782615855,0.009803950822961713,0.014016533354450805
GDF7,-0.01800281442186987,0.005019387751734744,,
PSPN,-0.039390643545189605,0.018720426604005396,0.013069576651994787,0.004062040621898151
ANGPT1,0.026732081876958132,0.022969759112287706,-0.01778651922239927,0.00742008605826019
PNOC,0.010941476295509865,-0.02170981107753861,-0.03679880155647136,
L1CAM,0.007289689735936031,-0.005655828213420813,-0.057636540199005236,0.07342393108405182
APOA1,-0.03791735975745422,-0.0017197853922162037,0.004273944311579697,-0.017475563611726384
PSEN1,0.0030365674699923155,0.020723960891148724,0.011379004988781147,0.06603672341300346
CALM2,0.04596714832390405,-0.02962656574169213,-0.08651161553188771,0.10159832549242347
CLEC2B,-0.016583375478379327,0.0002416191493817988,0.0009383553903559097,-0.04130810204571304
NTNG1,0.07873165728123754,0.04588530744064571,-0.050040311473568376,0.05998274425700107
LRIG1,-0.02222600250509719,0.006312411852600021,0.045086101208812256,0.0944679744724153
CPAMD8,-0.01584093167943221,0.09180790716324916,-0.02416482811727181,
GHRL,-0.025273067678205093,0.0047702253582999265,-0.023735817534002047,
NPY,-0.02323926501604257,-0.004721434907970942,0.0025020051700091824,0.044799381830908175
MMP2,0.03717182861957283,0.029908790296142677,0.025178097579702317,0.022147479726853374
PPY,,0.03022830831771858,,-0.02192855329301037
ALKAL2,-0.023721925541106224,-0.0016895498717824648,0.037956757747105184,0.009330531704680569
CSF1,0.011607023711804998,0.04417583465214145,0.10016468764556113,0.049895684445682695
SEMA4C,0.08685372078744193,0.05578594917065909,0.0795443204567977,0.0286064728662558
ICAM2,0.10491729026015668,0.021436997724856563,0.010148359333810527,0.034943610879869205
SYTL3,-0.04328846620224226,-0.012970985734217467,0.06651678200587526,-0.028506988181832837
IL1A,-0.018406908020536118,0.0997757342515029,0.002894185298083099,-0.03579627148974529
HLA-G,,-0.022630636521558768,,0.0360663238203543
PGF,0.036135446299172744,0.0034003662554578547,0.10599902599247742,-0.011922142440987629
LGALS8,0.09310072530364087,-0.012021720428425637,-0.0027574987665831704,0.004530358404533787
DKK3,-0.0794746760284021,0.022049282955921887,-0.015224205415197423,0.03717117003010333
COL16A1,0.05069951252107546,0.0031877521729377785,0.02898267543983776,0.06708663903115522
TPH1,-0.029510827012692704,0.06588374835911429,0.03682164281164024,0.012951052833726925
TNC,0.01165833482779892,0.036438492805599965,0.06219417781216569,0.025423064871012854
TNFSF9,-0.0158409241610683,0.0968826241788849,-0.029119550131226236,-0.01352172538265664
C4A,,,-0.01967430176916179,-0.020585079653650164
CNTN2,-0.08325530895481892,-0.013745334025694434,0.00019586157289614402,-0.007437480009091785
F7,,-0.016210779421950903,,-0.025936011858061606
LUM,0.019988617604876677,-0.0011576214659316407,0.0214400361892379,0.030347921995352942
IZUMO1,0.04708017700728688,,,
BTC,,-0.014707042801727282,,0.13936015558271125
APOC1,-0.07833580798111188,-0.0034839132613927576,0.03692850529079734,-0.046340049639911486
PKM,0.08609947013986258,-0.02611958798943552,0.07462543389565734,-0.012180800626039923
TNF,,-0.03782729598225542,0.046571194715447496,0.005140401788764474
GNAS,0.07787639974672574,0.05121842464563559,0.06811759916568512,-0.05557898533216563
BMP8B,0.017331606162645907,-0.021470643488031918,0.03630624644685528,0.05471403238124095
LIPH,,-0.016616630540308947,,-0.01848988979679651
CCL28,,0.03474233880912327,0.059894038493840784,
PTPN11,0.022061296384805872,0.008225144413205978,0.024914482538780747,-0.08302576230095263
ADAM12,0.011201327002217428,0.021392278293562647,0.09513404580485295,-0.002663498243352241
EPO,,0.03851031723519029,-0.02238163188511456,-0.020080492527599348
EDN3,0.019184940935205886,0.04218348588579412,-0.022612577017244416,0.05632658106091859
CCL22,,,,0.015048259486972916
CCL2,-0.040950565966072675,0.025972736359285434,0.03720670198665296,0.06068668489625923
DSCAM,-0.012773227723917218,-0.043045001317520495,0.06958191771837298,-0.0063045007897029786
GPHA2,,-0.00031898841113063716,,
ANG,-0.010755345773098971,0.025733821783206625,0.04848938318585821,0.011094294470960726
FBLN2,-0.020859026908867432,-0.001820460779368955,-0.024383629852329662,0.02167607208494707
VTN,,-0.020062520580306602,-0.018597788577318357,-0.02295337713425023
VEGFA,0.03322226548091439,-0.017100949100718715,0.0760891815639748,-0.048567439316810526
SERPINA1,-0.011262957058144124,0.011210089467738453,0.01586570168310797,0.030996556746078763
VWF,0.022187851315189088,0.04724694053090745,-0.02599256931634483,0.05511246887284867
GDNF,,-0.026022847080263964,0.0525748929077716,-0.05062540226513565
VASP,0.008239845849582676,0.07215083044341274,0.07358746938918102,0.009896065965096458
ADAM15,-0.004626806620790451,-0.03577905272410595,0.04342506945119282,-0.012275905319050161
WNT2,,-0.029066736683725652,-0.020945887460588203,0.04367758518298556
CALCB,,,,0.057414849766675574
OLFM2,0.06108237314341528,0.04202790598500771,0.019289366273770862,0.020932663879987892
MFAP2,-0.03312842052445437,-0.023131447187082307,0.03816230004138385,0.0022091434612769197
HLA-C,0.1087651914845453,0.026786114204986264,0.12115165619973925,-0.031056246629329858
THBS1,-0.03438412706676187,-0.03329241946475212,0.06640936838253159,0.028523852378976644
HSPA4,-0.057664427873101096,0.008222027828416335,-0.04630362022914242,-0.01300175810513518
LMAN1,-0.04372584211935031,0.019293325011914875,0.02912164544351119,-0.04809948872104018
LYPD3,,0.002560514336639531,,0.0016943647862738434
APOE,-0.0703367206427947,0.01989088066454539,-0.05233139277558289,-0.037984314662454055
SOSTDC1,-0.015840930363717757,0.0032312683071522787,-0.03403323509739722,-0.009863202081198558
ANXA1,-0.04557620749975424,0.029255565852583803,0.10805198959680899,-0.036652326956278014
WNT2B,-0.02251050683494526,-0.016242067637196957,0.09778291459550531,-0.03773773654315447
AMH,,-0.008297867266927625,0.07350722388301704,0.055263541869514266
GDF10,,-0.01923200073014947,-0.04305931015672521,-0.002345708262451672
EFNB3,-0.023200765128748507,0.06269062304695608,-0.04272858492361907,0.02279289827337299
LTB,-0.020471078350683816,-0.0327512471823881,0.02601304249733578,0.047015277507535785
ANGPT2,-0.001398490114520097,-0.014926260893049794,0.08207666164713319,0.015011454162195993
ADAM17,-0.002029880687885549,-0.025181663414294505,0.040542409368223786,-0.01593055108626723
LRPAP1,0.024097268481130345,0.032169471982867515,0.028656560303978625,0.03435111659355914
NID1,0.09446167794896028,0.006018794610846688,0.0278586736728169,0.018187310614154472
MST1,0.04283536335303782,0.013821710625972613,0.06570943160195425,0.006353264594545533
IL13,,,-0.026249403134939578,
DCN,0.01889144620627897,0.035486319663819134,0.01303481609842052,-0.022153796417092243
COL7A1,-0.02557361206275661,0.02575524779711298,0.05608900291734323,-0.01074107857821883
CALR,0.005805887698287384,0.011061937558751156,0.06673343138230302,0.0687783807055013
PIGA,0.0648494098476262,0.06419490724992488,0.04948826022743948,0.03830363311568457
CD200,0.05112484971167297,0.08555530056712699,-0.021637316203720985,0.01676321242587991
GRP,,-0.009294722993508833,-0.007722486416951588,
CDH1,0.05802104997529689,0.008848970879472621,-0.026970397968303382,0.04859156208468954
LPL,0.06815724193558122,0.00519203075012087,0.047842911746002525,0.06592645054176167
SEMA5A,0.04147623419169923,0.01952252394520473,0.05525735194254131,0.02164349927675586
SEMA7A,-0.023878062494903426,0.048283082898830654,-0.005066697666585939,-0.004592106972089936
SEMA4G,0.04551285744987388,0.0506310662972739,-0.023403841609455647,0.07275467997966906
SEMA3B,-0.014235412481342058,-0.02626382376040994,0.017372646036549633,0.02767289742912937
RPH3A,0.11789103728626735,-0.009591382543192853,-0.007551510570933391,0.04174893211114736
JAG2,0.0214384814285144,0.0017573880841786644,-0.06287087371343848,0.04993403758217268
CGN,0.03512613587052429,0.004793841516636717,0.04423997641698034,0.06525702668325917
GDF15,0.03827809351578706,-0.004834721357311243,0.14267742612129733,0.054414712336901046
SEMA4F,0.024688975758029655,-0.06820319497947203,0.006664942266831306,0.0022350725692381348
NXPH1,0.04338814518118658,-0.0027671434516985047,-0.0035893582293426776,0.058604985381143164
ARF1,-0.0074902283518331544,0.03543964315950721,-0.021247945600795196,0.01207642859942785
DSC3,,-0.014015629491886073,,
EBI3,0.056131479129271966,-0.015076598617782119,-0.034530268293522445,0.0798664246260085
TIMP1,0.01843696275685581,-0.009187955953566137,0.05913681246257099,-0.06960457499051168
SEMA3C,-0.024473260374769445,0.06811547879641155,-0.019593446916027973,0.06855468651300202
GAS6,0.008590536107506215,0.002700457043333831,0.052293586633952914,0.06683559250631214
MEPE,,0.029006567029688922,-0.03351104445021007,0.01606504045247962
SERPINE1,0.03903177932054926,0.02592845285052813,0.08704604273627217,-0.06303675564307781
RSPO2,0.1221919357607085,0.06563994199639707,-0.03382488881560681,0.03270431028280685
SHBG,0.029437693257635303,0.09361954619661739,0.000976502674560814,-0.015269304596810905
LGALS3BP,0.04968775541522219,0.0175816751383261,-0.016367356662623,0.02719531552192999
LAMB1,0.04745458360576183,0.04159697755931137,0.03644674156206088,0.021854524971866074
SPTBN2,-0.03177907580221316,-0.07238090194623574,-0.017050910900536054,0.039726695648969176
COL1A2,0.04096056277009306,0.02397867151461976,0.06887857878694269,-0.006153964193560028
CEACAM16,,,0.03216510511669992,
WNT11,,0.014081185988228249,,0.02050658325429226
LGALS1,-0.09089639324247385,-0.048493345947497775,0.10007863093523789,-0.027879596128141282
BCAN,0.07792040006291423,0.035470026253743854,0.027857212624119634,0.02071597031964518
ANOS1,-0.009687151277863956,-0.0013401764692730447,-0.035986105970820345,0.017872717976244755
EDA,-0.02356198972323223,-0.01470704784082166,-0.030618615054164276,0.011421292200510254
FGF22,,-0.020913479506497256,-0.02321516147540589,-0.030616467833349547
SHANK1,0.07533548910184067,-0.020088947512004296,-0.02523013747740719,0.017801786260821777
NPVF,,,,-0.022726794079657445
TGFB1,-0.035675527558504755,-0.019750290986985965,0.05042024047292306,-0.010423365375034728
MSTN,0.029658319602572772,0.06376689921846472,-0.005552038837419949,0.0405913037025098
WNT4,,-0.01353588883745569,-0.025021722056551853,0.051363236656152965
TNFSF4,-0.027318242455414476,-0.019527389287228213,-0.019135219582052974,0.07620772611529746
NTN1,0.0022871013398902463,0.015621289842478311,0.015633073704482695,0.04403117303977637
CXCL12,-0.045282451046197575,0.007646677636087261,0.010679715774430658,0.04772709874746803
GNRH1,0.011937587674727723,0.13458748559620945,0.010144903578903913,-0.02971514670076665
FGF8,,,,0.06872740243214867
RIMS1,0.0003607392414175995,0.011238196555768682,-0.03404126005876616,-0.01150893151113594
FGF14,0.0674942977954263,-0.02572204271282574,0.02747190130983729,0.017180719230962455
IGF1,-0.06378067289632186,0.0637676993628579,-0.014693005704006756,0.03595117284188329
TNFSF10,-0.020781705157276308,-0.026165260643706067,0.04014758407823124,0.025250401338578407
GDF5,0.010430947150154614,-0.004516785106549424,-0.018319239972454333,0.014745899971821954
CHAD,,,,0.034442118357438316
RGMA,-0.0032368149432771953,-0.04134562409778227,0.04621778403469173,0.02185181761553879
WNT16,-0.031200393785213665,0.04713148984761832,,
CX3CL1,-0.0031012645971992205,0.011916773387684165,-0.07585099871620138,0.08903508547469889
FGF1,-0.003993860897068939,0.03267257240396175,-0.036261001682611094,0.025849959116380303
ALOX5AP,-0.04397734625988862,0.04613481215077983,0.056217403398943704,0.062432310407165036
IL1RN,-0.01489473198227551,0.010627632212752484,0.06597042820404238,-0.018390764993443047
PCSK9,,,,-0.019823719178899555
NPW,,,-0.02191288378098768,0.07385088903847958
CXCL9,-0.025344604343861984,-0.002569580663018249,,
ANGPTL4,0.03551174805233625,-0.01427936171426013,0.10210846652300223,-0.07086800415538734
UCN2,,,,-0.03427731675225574
COL4A3,,0.023821617160129586,-0.011263357128875589,
NRG3,-0.027034001012893993,0.01136359489860054,-0.046463058931264845,-0.05053146620010471
IL23A,,-0.022174295640611918,0.11062629701952005,-0.019823712263555532
COLQ,0.041408653808521906,0.03886131622589112,-0.040922123728764366,0.0651826249318746
TNFSF12,-0.005958366497622425,-0.006368916602316597,-0.010908801255519863,0.027935052879027897
DKK2,,-0.02322651355625919,,-0.023400516003618043
FYN,-0.04210657309070702,0.06769963946517703,0.01627883319719047,-0.00973535046684811
ACE,0.04750397520932864,0.059233972145226764,0.04225992136233802,-0.0224465214297063
IL18,-0.011037591242397723,-0.02940928048494508,-0.06507389440887212,0.011257707538970839
PPBP,,,,-0.024272229249886503
CCL27,0.010543662106075609,-0.014707047939627484,0.06343646406353193,0.03417470566452544
SERPING1,-0.04643307886632356,-0.008512270775804418,-0.038792571543671744,0.05864384726445294
AZGP1,0.04175900007677955,-8.065946021952219e-05,0.0794353436266766,-0.0026983326802802214
INHA,0.035711278638218255,-0.02820799909087218,-0.00034751834766668976,-0.028813936121188086
SEMA3G,-0.025722779912840766,0.023136866466830042,-0.027998443558074283,
COL6A1,0.06682652175288377,0.03963557512193662,0.07250272120431368,0.027642913302082198
FGF17,,0.01416944104722745,0.025313744089007502,0.051620253045770476
TNFSF8,-0.018406907938769812,,,0.040378907989580874
FGF20,-0.02450801127570719,0.01905752585152981,-0.0239545743089817,-0.028639473675151756
ICAM3,0.0627499128914029,-0.012608103274466098,0.037622390628975426,0.07309175926237249
LAMA4,0.04309052822584681,-0.006823168056969158,0.13923884273658454,0.007041551768326361
DLL4,0.005085217194408916,0.0460612004255273,-0.00784177875597166,0.07139260380059216
SEMA3A,0.008549758585198278,0.018375782003061357,0.02230579765394745,0.05601345374931954
RLN2,,,0.1065158226280628,-0.018212106912534443
C5,0.026059089519596686,-0.03425509019477581,0.012290042785530557,0.03683200320970242
EDN2,,0.025108900530700765,3.8999453567169876e-05,
C1QA,-0.08530009656306467,-0.0014132828044720294,-0.005218849262798525,0.03134177797560469
UTS2B,0.04380261601356142,0.0015455605008707339,,
COL9A3,0.005669854238700289,-0.017942218549962027,-0.016147448712066068,0.05204232008216196
HGF,0.045466885004004705,-0.0248590299566189,-0.028744780391200497,0.025616558177161252
P4HB,0.031392478240243556,0.02609317896324723,0.02428094479324686,-0.021661650964562625
ADCYAP1,-0.017168437142126895,-0.008245034829005408,-0.027809033304002497,-0.016202067059151136
