,UKF248,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,-0.01695563811112511,,,,,0.0654460780452035,,,,
BMP1,-0.05319440638362273,-0.020408413930422573,-0.1421862490613797,0.033035468275452055,-0.04556778626091541,0.014390737565448656,0.025401405037135776,0.1660217654223439,0.05428654504085488,-0.01688153386722087,-0.08416002696170212,-0.050797973008714775
NDP,0.03594513708308417,0.04075051395577578,0.019267157223306762,-0.022291460530692732,-0.020891404397667138,0.0618659210712491,0.06770810518624062,0.07632518297232471,0.003976933285186364,0.07027857921210216,0.006336820798033091,0.028050420595126184
TNFSF18,-0.009737198277292476,-0.016828657854633253,-0.025178613572815943,,,,,0.03165403416612619,,0.0008379381750199772,-0.03033499630317069,
RTN4,-0.019604220837487505,0.04948649211680906,0.17554130102957946,-0.006979571733024403,0.14445292434032644,-0.030490056442719238,-0.02666591395832093,-0.14292843642564293,-0.004586190003733285,-0.040009785652217196,0.06719549478315368,0.11262776556656173
HEBP1,-0.030001022154895043,0.025997460070430904,-0.028695018273805155,0.05803899885704707,0.025439068604940954,0.007970704007269368,0.058349249263640955,0.03747513882377804,-0.011070860954609914,0.039403214359667656,-0.06020018245591093,0.05735577916091097
WNT7B,0.00015768480004102502,0.049691732645904284,0.1347020710539824,-0.015270045196408406,,0.014096437751360526,0.05105470343411196,0.002386842492436367,-0.014511659482709067,-0.043476415246063466,-0.01732635948861723,-0.001930625040488216
PTMA,0.008674222409580327,-0.04751596286890174,0.03905270248881604,0.018096412790388403,-0.15510267423060628,0.08640585596337108,0.010054818713012824,-0.17483369987645564,0.1006606594106969,-0.015534429501119443,-0.05214312031492991,-0.017567818647619072
CEACAM1,-0.003098922320477229,,-0.03313362139522571,,,-0.008295531269642005,-0.0496260469797616,0.025643349720907337,0.05208624357296723,,,
PDAP1,-0.017898421441727493,-0.0007754433624074889,-0.12100583764154743,-0.009439246283778784,-0.015591486604358001,-0.03368709302218356,-0.039453441880058046,-0.042183017823651185,0.03770943428501413,0.033720544313616554,-0.06754848923582141,-0.06131387819979777
QDPR,0.09604656894854036,0.04869283450849541,0.06404944571192515,-0.031562188093863075,-0.10929261228975795,0.0018467777057847696,0.09668596151512618,-0.09947874951714569,-0.015867791082740244,0.02924325907031239,0.1481134204158576,0.06442483228818299
POMC,-0.033279369022272444,-0.025578416001703953,-0.022509300824857626,-0.04107036273073407,-0.06003894715085012,0.055942127897972115,0.08469024190764898,0.06309604037709556,0.030178523821349605,,0.014665490637058149,-0.0263390165347371
CCL18,-0.011245946764301932,,,,-0.07622652183814292,0.076175370745691,-0.0021945963981219153,,0.02390538498149801,,,
CCL17,,,,-0.01890003533256501,,-0.05923284438075537,-0.0009356715274653016,0.02065390718748041,,,,
VEGFD,0.02810224046053311,,-0.028405242080333657,0.02699760795971564,0.05028893029706939,,0.06753282048986955,0.05049699229309447,,,,
TNFSF13,-0.018891214344030287,-0.016320287462929628,,,,0.06321382726543452,0.0770405855428265,0.06149001181722353,0.06691551317516746,,-0.03300014900349635,
WNT5A,-0.03852370116215115,-0.005243426383481561,-0.10192487326628805,0.012442732494393595,0.07916257848017964,-0.001467145055627621,0.059899128139875524,0.11401333498374243,0.015027064032707201,-0.03671874692336295,-0.053208858203910456,0.07299744751469037
CXCL8,-0.06162122748826451,-0.023214550395953507,-0.056480567622416065,0.009027955383432212,-0.061338230944902566,-0.057123830200723716,-0.18163521800257487,0.006887858990845748,0.023758529352908495,-0.10232859804168565,-0.0351535708109251,0.005559485804613626
GRN,-0.08411511287492415,-0.06488160676677471,-0.11144731986835275,-0.01628317177487079,-0.11125064624952083,-0.02347135300979381,0.05231375599107028,0.15338701704928495,0.0731481869571527,0.08522050757779978,-0.004740016310385007,0.024758714299728837
MIA,0.029869291562030352,0.04423511531524882,-0.04843534515702279,0.020201088209994052,,0.21880038413696787,0.2727449242735629,0.07755897733853644,0.16229559058208531,,-0.06045127724263406,
COL4A4,-0.0179125332074778,0.07957334529500401,0.0063968526742255935,0.007293899748147,,0.03812285141715621,0.09802542335324188,0.04379177105938962,0.007297334144147534,,-0.03688266332292954,
TAC1,0.07168751235642978,0.0385332173905725,0.1484597428851309,-0.06765169707876542,0.08642054876335566,,,,-0.011010377919803128,0.014396219759965656,0.024559815229100213,-0.02363770582033055
RARRES2,-0.008303686920040151,-0.049406546113814134,-0.13718577839888169,-0.031062154712805722,-0.015529442413731928,-0.0003067407449780883,-0.033079137755841176,-0.0625502429129899,0.04609070935589229,-0.010869047831703197,-0.053180210655916466,-0.02001386080314798
FGF7,,-0.010207800168434197,-0.04761674603533215,-0.009885477325749688,0.0003407925222892762,0.08204162374166621,0.09967944119194273,-0.013045299670137128,0.04186926665280247,0.10287047696062751,0.026213288024910436,-0.057118205253252056
EFNA2,,,,,,,-0.0038728978642936346,,,,,
HBEGF,-0.01194021372660569,-0.027696865116589364,-0.11836804406311678,0.02463610095006673,-0.09347795781810417,0.050884414245112364,0.040734744120977814,-0.03499334384192282,0.06820122400478743,-0.00613978182550237,-0.06164877265614185,0.017345805891556203
CSF3,,,-0.017677295548071698,,,-0.07457694078824283,-0.05782105561666485,,0.0094891721126425,-0.04196169535828203,-0.03879634185313557,
PI3,-0.026336473009750713,,-0.019904868102175812,,,-0.030015137824996572,-0.18345009305034968,0.05693797358312885,0.10042858407381539,,-0.07484148580964589,
PCSK1N,0.020812699115556246,0.015907855407878767,0.0725620615912249,-0.02129747766053112,0.11868939244321061,0.025158130596256583,0.05230403812447999,0.06391052765209593,0.027346519316773586,-0.08251303498620989,0.13186814523458049,0.027822393285378402
NTS,,0.0011169554269042192,-0.0217275226545875,0.03625880648313721,-0.024235285173806652,-0.03744458721449452,0.006219510779371507,,-0.03568726404955892,,,
SFRP1,-0.028804369343118946,0.011255872183593528,0.00636445149993092,0.07248783527885015,0.012026571199759334,0.031243793203463998,0.04973955134884114,-0.017413008830264656,-0.07350263108134636,-0.027656328752839892,0.023049280565587346,0.02470348968927372
CXCL13,,,,,,0.010016433673933428,-0.05296145389895524,,0.06991627170355152,,-0.03146910329617397,
MICA,0.014813338808338612,0.05096716116473915,-0.06526898878769362,0.01061692096404538,-0.05352076460437098,0.0814219830462765,0.02087476544547744,0.1135200943304603,-0.050944903167230826,0.13856301554957717,-0.04238252466601693,0.0035367378200210305
TG,0.05468378305794217,0.0800888990656696,0.015335178670002414,-0.013677873494484532,,0.062077489987996955,0.04775322897601015,,-0.044975098233469825,,-0.0346791146830746,
ADA,-0.037343971309368076,0.03593680186520147,-0.09106717982668737,0.01724749643824848,-0.016528960080767745,-0.03179999197213117,0.056155394153287186,0.08434007348752201,-0.07608618689114693,0.04628818981954359,0.03175035281620378,-0.068845329928625
LAMC3,-0.049951242910158136,0.03344106843004174,-0.08325373422839728,0.0356333541042535,-0.05083288360912015,-0.0011839490815770302,0.09763277657883832,0.08559060424117476,0.022813628455632035,0.07768344970502616,-0.024181558327072847,0.07275944028820279
CCL7,-0.01592352691706967,,,,,-0.05489300786834859,,,,,-0.05668992005797636,
NGF,-0.027339904968812296,-0.020879819350887813,,,0.01864423419122986,0.03254743362398726,0.03686496194757845,,0.005274183212906762,,-0.0439681628518374,
TNFSF15,,0.017819789161686805,,,,0.023711240644638303,,,0.03057063989928696,,-0.04293769150937305,
HMGB1,-0.022888348883807186,0.04313856635547862,-0.09629534244161471,-0.02302892289744991,-0.11348785367777106,0.0021085854776793185,0.0014674355523165844,-0.09459229724931724,0.06975394244487078,0.06673295413836035,-0.04966252194463394,-0.05868580934131474
ITGB3BP,0.01148421964897445,-0.024130495617692843,-0.12202466408747221,-0.018588331060131948,0.03469121401528217,0.043553065851300206,-0.0033980806544126035,0.07183949750774155,-0.007876572849460067,0.11107487332840785,0.006971821957250711,0.031112018426142418
AANAT,0.005825417411773339,,0.08097673057532045,-0.015766703870150365,-0.02278474725682541,0.03670160763951155,0.05393104999771776,0.012946795350770875,,,0.06061543189112313,
RELN,-0.03492283096812144,0.07470852142202665,0.052325562605621316,-0.038316014351956154,0.04194237832287282,,,0.024675590015507617,-0.04198484880814943,0.09030747098270592,0.04266694881653562,-0.03271545628660244
