,UKF248,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,0.12395740591081182,,,-0.016113807884133167,,0.010838183419147437,
BMP1,0.08753401342712822,0.027861674586927742,-0.01506164607110507,0.004475711100066852,0.006624174250279337,0.048451650749096804,0.13861209124203644,0.05829361830263009
NDP,-0.05768055755794996,0.016723189846880492,0.02375934558425232,0.006606948443426351,0.005467537845882379,-0.036768812070549134,0.012522214658763174,-0.0018423843508749587
TNFSF18,-0.02335305341352694,-0.016575190633615053,,,-0.016617885645494487,,0.0433488050647379,-0.035182951069484644
RTN4,-0.06428282731764269,-0.08938271537210175,-0.011576735062848434,-0.0010723877691488227,-0.03495334462062053,0.00436218991808395,-0.040052121368317595,-0.08930953767471969
HEBP1,-0.025423366541400084,0.03862308784567836,0.03390191271127484,0.007241831190365301,-0.03935289398520959,0.00967320596710718,0.04019614316581336,-0.029199534016588233
WNT7B,-0.014702837025914177,-0.017410954319310792,0.039083708001874655,-0.032245199461770055,0.03837846752299101,-0.032415444822551175,0.014607904717803178,-0.017402042118954072
PTMA,0.01166323526006237,-0.042669454189822605,-0.058462722681576595,-0.10406418580203047,-0.05566555176239582,0.008226257928728728,0.05237036544349445,0.005902864604464798
FASLG,,,,,,,0.17124147607133905,
CEACAM1,-0.014863578491002827,0.12304032164658157,-0.025733320413164597,0.010290134237124549,-0.023878166741831987,-0.021514602169246572,-0.023894689121801028,
PDAP1,-0.009440326365146886,0.054728756621896274,-0.030226544322597946,-0.02143466777035886,-0.06383554780865461,0.015355787423628756,0.00713750957044578,0.0026796232925230127
QDPR,-0.04085182492096911,-0.0825889008408264,-0.020010652421351992,0.06004191804673279,-0.010241529344707867,-0.06254021793856507,-0.09113800094395964,-0.019811514252708096
POMC,-0.0035091668789766347,-0.013968338248520135,0.07725303751817116,-0.0026351559314997095,-0.029782080433271962,0.019695992769218993,0.040971257266243385,0.05601308144162047
CCL18,-0.01854834158601757,,0.04101574133142422,0.09963010946565103,,-0.03127281224654163,,
CCL17,,,-0.01825654530542138,-0.02255032424918208,-0.021245124880809388,,0.07497941992819458,
VEGFD,-0.018548347475984776,0.10225038039036137,,-0.01562129792375598,-0.02240704945593155,,,
TNFSF13,-0.013997178218357201,,-0.008107373970774366,0.044493017419367356,-0.022782648949038663,-0.02415945627288159,0.010651181416300257,0.00011674566555363054
WNT5A,-0.0048667589701648336,0.07093753068919904,-0.0032450293165099445,0.04911449944808576,0.023415284812838066,-0.03558511534686509,0.02293392704876811,0.0320887891424816
CXCL8,-0.04860541473553375,0.03362613371268094,-0.1381494688631577,-0.07282620315323485,-0.030163446220329723,-0.0056094031095638795,0.00016093878278774132,0.03549333808999932
GRN,0.10379991456364474,0.050785364466857906,0.03761133840638505,0.04216647821439859,0.06000690702143987,0.03251229955247951,0.09064118662157698,-0.01520048571977598
MIA,-0.005719586002697007,0.033234838827143114,-0.006085691673029762,0.03323610384755742,-0.02616055273468112,-0.013227073825260253,0.021872915347849804,0.05158502846104178
COL4A4,-0.02227640754387192,-0.010999293118492078,0.04963793757927463,-0.02501214050509124,-0.03272639752866678,-0.0055964303462449376,0.025014066529528166,-0.007549651371995273
TAC1,-0.06503947649566959,-0.037022332604002,,,,0.0030950551967018065,-0.0022834654734897757,-0.0773737237658618
RARRES2,-0.05012544228311619,0.09529617008504052,-0.09707339378280773,-0.035607117922995334,-0.04413909078744648,-0.05037120770639321,0.01219278748061673,0.01694430515596901
FGF7,,-0.007251633182235937,0.015603605723001072,-0.005749823935398608,0.05114102689951308,-0.037304755789027026,0.03835674998775206,0.01577816797080679
EFNA2,,,,-0.014846998251203497,,,,
HBEGF,0.04897373565746973,-0.0146923443166507,-0.08941400053867836,-0.016439547291049503,0.033186457508253726,0.08447515033743651,0.04216286479636481,0.10493170173883269
CSF3,,-0.011637040409261654,-0.08787304513296725,-0.05582824973867844,,-0.030844121075568366,-0.02968067336872678,0.0007796701455542927
PI3,-0.01951363737910929,-0.013103461093137106,-0.103368733974832,-0.0329914228744498,-0.018051198587834452,-0.05422763226544238,-0.03821540305273605,0.04446242113074456
PCSK1N,-0.0007056278747632488,-0.006651438142457754,0.006992470015447777,0.01125245486867368,0.038668814113332624,0.005900148366288756,-0.025638102281628147,-0.1198907855626951
NTS,,-0.01430332249845559,-0.042590619761220805,-0.018088249951869747,,-0.03643592808207096,0.004526496861839654,
SFRP1,0.012525248485120584,0.024511036800614512,0.02217262205572167,0.048734711310059194,0.06239830492269226,0.026992644102198638,0.11425369289863767,-0.02649793304835818
CXCL13,,,0.0009904645619750049,-0.03814617094191353,,0.012020291608951876,,-0.022832333195048227
MICA,-0.014730970436114989,-0.02882448139552453,-0.020875796657221838,0.04378852694835836,0.0342991582215245,0.05138931145777983,0.11685631013678116,0.009035732742775885
TG,-0.029209138168723014,-0.014044866631534102,0.09793069911822673,-0.022277657158566513,,0.005208131083488524,0.017976620025364737,-0.04022132005007467
ADA,0.08135697993999742,0.06593465036254881,0.034135216580313696,-0.0032423008557439384,0.01752258613134493,-0.0073448438754846425,0.16688272676601631,-0.0030957166879163494
LAMC3,0.09260214913571685,0.013504889835818972,0.08158857229805483,-0.010079732605902255,0.02605582737824038,0.08597433042512714,0.1600636451003818,0.017174852615392075
CCL7,-0.011798312171152976,,-0.027362353267780717,,,,-0.016216650022439827,-0.03054345467827794
NGF,0.11338983911844744,,-0.03160132750228359,-0.014647429616333007,,0.007373486165879591,0.0670482067836263,-0.03113703773113131
TNFSF15,,,0.006305694077598377,,,-0.019153669659705202,0.030398638078694213,0.04605911900763617
HMGB1,-0.022856971777666286,0.0787946695351054,-0.0008437688252445076,-0.02548817264952902,-0.030984048328476396,0.02570333820833841,-0.0978295436338209,-0.0005609809057968479
ITGB3BP,-0.03881783855973997,0.03257819262437697,-0.0276285025240308,-0.011579255421231508,0.043180263505405776,0.01607021304136413,0.04215821615164554,0.03326196526006035
AANAT,0.0030130842585924973,-0.010496925369817181,-0.024004504512262426,0.022106033680365036,0.04954097121600531,,-0.02044173427055339,-0.027474830344883877
RELN,0.010721948673747058,-0.030801272550832565,,,-0.0328641825456548,0.04286094327079892,,-0.014159274092001743
IL15,-0.02762158610544167,0.04822492044219807,0.005131107375811307,0.019850151535169558,-0.0008035802073109228,-0.013598887359066463,0.08698276097759775,0.048004686056452806
UTS2,,-0.0346256228807452,-0.02044159242398506,,,,,
BSG,0.015673814955319214,0.013856694920166163,-0.03640597182046449,-0.03208869659482489,0.07033482699835951,0.01826186697059065,0.04500449030300607,0.07509442687897219
ADAMTS3,0.0023415813315708182,0.08581565517520881,-0.002570021054024924,0.009434362290156241,-0.04071841447430338,-0.006399128260380176,0.018913882117403087,0.0033869749083900004
CD34,0.10395006216399764,-0.003990444572196725,0.061194143377465676,0.0562142797275636,-0.0230561970247087,0.043845826502085884,0.11393020242172187,0.03362918082091258
CCL23,,-0.011943834793622436,,,,,,
PLAT,-0.006285628804387478,0.015162614774443294,0.02324167634096919,0.04421278717840269,0.09337032685129379,0.047729201772203536,0.05224719516588939,0.05614365010475756
NTF3,,,-0.005036241651730415,0.04274306082815153,,-0.012230710492784146,,
LTA,,,,,,,-0.025522593444730776,
CKLF,0.07294279092166492,0.04895010964738374,0.05578239852293258,0.047870879186285666,0.017391977194337906,0.031723556094495155,-0.021206557622084482,0.07402413834341795
CD24,0.007503250050716198,-0.020448086750704877,0.01651309570068139,0.027636767084939215,-0.022933197433578825,-0.0460839182725355,-0.011204221544535924,-0.03249053374765139
HSP90AA1,-0.0865749751812318,-0.07581727102473768,-0.11298548843360509,-0.07485817527899813,0.047343816880327176,0.03368576353706073,-0.10500280753167657,-0.11593414110857066
BMP4,0.01727677146323201,-0.00640159924902269,0.04952619668818401,0.06776900657360163,-0.000309107293224113,-0.015006223549296692,0.10870726888702434,0.011392880362906303
SCGB3A1,0.0758680545870183,,0.07012511746331018,0.002749520928130768,,0.046830814138264856,0.03555487001654719,-0.03437350547664125
IGFBP4,0.12384520991488722,0.046133777528179966,0.07830647498342212,0.029460269877939368,0.02894071682615087,0.023266836321566692,0.19278809927082455,0.0023541799173571348
RSPO4,,,,,,-0.02678752946754333,-0.029530020002894012,-0.020404086854862353
LEFTY2,0.011691640393550216,0.0755234152309606,-0.023227539382529562,0.14920718550155393,0.0258181367489919,-0.03642927033499168,0.0630722693765809,0.045900876022959676
PF4,-0.012238853747572203,,,-0.013608301802802408,,,0.005230649502410365,0.04544674143242427
ANGPTL2,0.03267905798753857,0.035770808210427586,0.09089349764223006,0.07528177714530476,-0.05567306627612574,0.030812882067095378,0.06081491679240404,0.04402964609272768
LRIG2,-0.03406803383777231,0.05764440808548169,0.0005597012950412093,-0.021187220073259135,0.014596443980874731,0.010277393361644422,0.04957510173867182,0.08855252617654297
ICOSLG,0.05843297737135208,-0.014483517953861774,0.026807423124954082,0.012916166692503206,0.07107841688726488,0.02721971050764422,0.10690612795795874,0.03726235890390926
WIF1,-0.022021830789880816,-0.055261354463678455,,,,-0.02490160333124484,,-0.04979972835135801
NPPC,-0.03660152089203152,-0.0013341212091002373,0.03502163401339101,-0.025747819311530834,-0.02493161733026188,-0.015227913792273319,,-0.06522160426735783
LYZ,-0.007975089748405604,-0.00941489590021901,0.02852562504303312,0.05419031985934745,0.041872685303213024,0.032660815735821164,0.03351271011093439,-0.03597697704327656
EREG,,,-0.00787039098470992,-0.04324096284076957,,0.023440132443899617,0.03814328942763373,0.04805905524720166
SPTAN1,0.01239831190886041,-0.02294481242873847,-0.017514329390850392,0.029484704755062218,0.027391364035657444,-0.015108398379655467,0.026134583408084815,-0.0819317515695766
PTH2,,,,,,-0.023126915291445515,,
LIPC,0.029415126669620043,-0.027454561265690645,,,0.019191976519903602,,-0.006340691230665454,0.01675816539049178
COL8A1,0.024130477244718427,0.03476591551400884,0.0481794907183949,-0.011838718193052914,0.046815933760269844,0.00446354206841266,0.0630156106734348,0.06241939861881161
GSTM2,0.009699436734950013,-0.01790727011332621,0.03643633890751166,0.0631283092179234,0.03966763605003711,-0.029226278403677492,-0.034310769467632216,-0.005707161691922288
SPX,0.07289433305051758,0.004744761689517954,0.034940760849589414,0.15159866901429248,-0.05963878113863875,-0.015589629115751511,0.0005222525016740191,-0.032954666728484634
MFGE8,0.11774790474804957,0.005192777380180079,0.0411818043520633,-0.0029871762095739656,0.06737881889484072,-0.006448534844254843,0.14063014357561446,0.045998488593955715
TGFA,-0.007732633643892181,0.04885699673752609,-0.003422647823241301,0.000350526108854833,-0.032960348406485415,-0.04183432102798468,0.01664333890840649,-0.04081761109629709
SLIT2,0.02073232016684904,-0.021282754216162086,0.010554173970567123,-0.0028765716322499374,-0.03706719282488594,0.004948340743917202,0.029775698831932026,0.06139019416193343
PLTP,0.026158862482751177,0.051569534313928064,0.09040065898730497,0.025482327432335805,0.011828346000175243,0.022240383476518154,0.09106570267311964,-0.041867394154177034
APOD,0.016729520016288888,0.01169254611808376,0.08186082027432415,0.036283902259936475,-0.08031896052108323,0.0731595422283357,0.010197204935110771,-0.08023910836294204
B2M,0.0909810848376397,0.07270370744020661,0.0713210484431159,0.10158858465227225,0.04008788800702971,0.010635982965240307,0.1033542773302043,0.07733540251935371
OMG,-0.0077032949350107705,-0.01860148341012687,0.0755199337138918,0.05678043323539616,-0.05472835290854562,-0.05723868014218754,-0.031978872734476665,-0.10195976240429269
CXCL3,-0.006949731097448787,0.09565055236712144,-0.06912997372667949,-0.008658517810388094,-0.018506063237603378,0.0010058612119050007,0.04369568803970527,0.06759902328521278
CXCL10,0.0122413241175429,0.07251786068702626,-0.01305027519356838,0.0036585115473011806,0.09892750525824817,-0.005959447522044822,0.04702141373391708,-0.03857967026100124
RSPO3,0.06872864080945981,-0.017236508050157136,-0.016350915983464002,0.029757273467164405,,0.06142691110772079,0.02023000995599671,-0.06773414590949411
CORT,-0.02493413549346368,-0.01487046554224227,-0.01697565919235892,-0.01424039617967074,,-0.00928959924313189,,
NCAN,0.0006621534821479784,0.0659461514337039,0.1134868415279412,0.06515947716041642,0.07834601828246432,-0.01905631439936736,-0.053788575218105796,-0.12617008541234426
PRG4,-0.017743252485898264,-0.014931498904569374,-0.029969348761033212,-0.0013466999849645507,,0.02921037747717499,0.10045346383666026,-0.03777397512415969
ZG16B,-0.016360696387406087,-0.016120952548090005,,,,,0.027218123514899346,-0.02315246343459216
TGM2,0.04400110984999385,-0.008713150818647979,0.06937773498015994,0.025751793010957407,-0.05287150092898715,0.08505525900293424,0.0962818318328149,0.0189785416975363
VEGFC,0.00918748064731938,-0.019686243819815742,0.07849302896426205,0.05669409079366982,0.03673400432575222,-0.037319531805566616,0.07129100385385931,0.01926381015938464
WNT6,-0.019036315862908566,0.010859244475095137,0.0433882383960634,0.03394770335120254,,0.05933108104428444,0.10471746993317503,0.08259504684561648
NRG4,-0.010866659719293677,-0.018598129113974307,,,-0.01960071871691973,-0.024081494743510245,-0.03156292737907349,0.020861488842813882
PMCH,0.09521364032037503,,0.1457133470098268,-0.01998003769292925,,0.051611188045799075,0.10559746841289658,0.03357976549268731
COL9A1,0.13818323498372195,0.0032290953623222538,0.0973813448482653,0.04083797882900818,-0.017009486142961605,0.012526269364297607,0.09470794657964877,0.07296235853796433
GDF11,0.04479990649089571,0.038898012758148276,0.05323656212857908,0.05009445918215916,0.09875306887551356,-0.07850323409008483,0.09975054015870984,-0.044166208712029
RAET1E,,,,,,,-0.034624307074195275,
IL24,,,-0.020735918690173438,-0.01339132434927175,,,,-0.014272594107567758
SORBS1,0.018204270311494936,-0.03808621330102232,-0.04130065865648772,-0.026655471503928916,0.014989780325142256,0.050398199492637644,-0.028600340998086116,-0.07660200407370417
DLL1,0.09051282409762522,0.04089858411234209,0.09489796610750054,0.045860440310549866,-0.004003720866217295,0.02881271167066429,0.05445113301299656,0.12312510672703465
TLN1,0.05061139323659683,0.021851818371675415,-0.042790767236061684,0.008957294835079455,0.060760600522989205,0.04560238141774549,0.08026642744023252,0.0432815842039255
COL2A1,0.0533122711826725,-0.013781965920583299,0.03558126411672192,0.0268898316383041,,0.03631176609995457,0.09582493188417703,-0.03241351340694452
SHH,,-0.010834299810010948,-0.032560283741509925,-0.048290523231571604,-0.026545347660411018,-0.009662733234268193,0.005220766396477889,0.010416331919633984
PON2,-0.027887109460334836,0.0398367972424734,0.061750100336674905,0.06981357872626227,0.022716644801405287,-0.04068636646128144,-0.029763682828009973,-0.005207319535038092
ICAM5,-0.009958916860680208,-0.02693130822211289,-0.057962596517472556,-0.004311729262264862,,-0.015207548263995826,-0.002383142164780241,0.04262575363378554
HPX,-0.0068144349012513004,-0.020069413695893212,0.06861187831349498,0.027848014193642197,0.05057375089631271,-0.026375671235165373,0.01786282286337494,0.08243097220528665
SFRP2,-0.01568588590477451,-0.010999289879599892,0.0480215298387217,0.015643183120027864,0.013568732129020841,0.0007879231867343192,0.09379967372707668,-0.011327596792126275
CFC1,,,,,,,,0.03293874919517195
CD70,0.0482610409527244,,0.02787761048749801,-0.03188806717032949,,0.03361150487269161,-0.011220786294541535,0.021561982694734146
