,UKF243,UKF275,UKF296,UKF304,ZH1019inf,ZH8812bulk
NPY,0.006631339832671851,-0.00808894702699522,0.05398349354315331,0.045573406791274494,0.14858547641761236,0.07703331831323318
MMP2,0.1596141140220581,0.06950544516339932,-0.05289637302659957,-0.010840729929004863,0.05307960099107088,-0.024199587511731836
PPY,,-0.01027396475358739,,,,
ALKAL2,-0.02552956059983689,-0.02478245924256093,-0.010080191431256066,0.015411578024419626,-0.032660559255649535,-0.014777736684292516
CSF1,-0.056047060280241,0.05056976290524911,0.04532322299245757,0.025573224258509147,0.08190701438221193,-0.061025093537259996
SEMA4C,0.04733476101139786,-0.028688969081666637,0.008134191853300042,-0.06040021915164052,0.0381059026182207,0.12336033544936532
ICAM2,-0.002200640588747401,-0.006242547921409313,0.028167046709172507,-0.004671514492598044,0.037944200639482034,0.06549013222861637
SYTL3,0.002264362758044622,-0.005609002637758332,0.003176116585120956,-0.048058859530888044,0.00275141551968069,-0.07578354605970382
IL1A,0.02556604392513252,-0.02006439574742862,-0.04825348458669255,-0.05734102181750643,-0.006439045453206454,-0.015550421026763407
HLA-G,0.007532173484276469,,,,,
PGF,-0.009123091845037873,-0.04316841780256928,0.04642568270726649,-0.003182398307483415,-0.015861578164099253,-0.04696029431347494
LGALS8,0.0010801888389018446,-0.0052099231589565025,-0.017100276749117446,-0.02460767362803472,0.032753034343524966,0.019309797033354874
DKK3,0.056764273588746965,0.03860938173823297,-0.05222295759788001,0.00833638233625927,0.08907878432964313,-0.04772524845475701
COL16A1,0.0839435054335503,0.06957404251565476,0.024842265644294703,-0.010752065326364912,-0.01172960056971519,0.008746464498035064
TPH1,0.06512607276773182,-0.011858085970100785,,,,-0.028383170106794645
TNC,-0.053084191170605595,-0.016192904576930685,0.028392301538939495,0.025479798630949867,0.04100172421194895,-0.03863078683822488
TNFSF9,-0.036659372582713845,-0.03229657907658641,-0.03152256376945922,-0.022005558604337356,-0.038645117649775323,-0.003333629261925381
C4A,,0.14268771550991863,,-0.027975315234766124,,-0.02427157289830634
CNTN2,0.13657920055325753,0.03808242347077446,0.011584704467062236,0.0715444241386746,-0.041439049112328714,0.15722734335629854
LUM,-0.046512280104336126,-0.024242285444804133,0.005212829288795318,-0.04516590762814323,0.06825248499686705,-0.013894935952688106
BTC,,,0.06066918946948111,-0.017585987702606193,,0.01165881128002334
APOC1,0.028214160849923176,-0.01805349124371723,0.05282241161009945,0.027404088653757486,-0.0043132586511862555,-0.042665873723285834
PKM,0.00838422330570902,-0.028254110298804622,0.013462596924972129,-0.07404065674958635,0.09079053807196118,-0.043500495651046224
TNF,0.16299827870848824,0.011217800449074005,0.004940246256354407,-0.06055047137387588,0.0232065331958193,
GNAS,0.12939132838124467,-0.0438033754322864,-0.040057866584319556,-0.029601297321983043,-0.030157863390191542,-0.1583599612808983
BMP8B,0.012931210482933334,-0.022020507413709107,-0.021821642096678254,0.017305838197637077,-0.028155695122608255,-0.008825238653042107
LIPH,0.018825435568314428,-0.009819820932959647,,,,
CCL28,0.009881433978794795,-0.01512090877536443,0.002224540244517077,-0.03474968504072254,,-0.022130519372191473
PTPN11,0.03860418226890181,-0.003825835131379165,0.0061547396596537945,0.05642363241998907,-0.0405419510524725,0.02366480844234068
ADAM12,0.06545822534356388,-0.021188212001854372,0.0185191805783007,-0.014013048864159291,0.08676865995908158,-0.09364680256875782
EPO,-0.04217586852549285,-0.010273965202047982,,,0.004013408826268423,
EDN3,0.07735490347060574,-0.015924139352882397,-0.008889774010901226,-0.013665654799522994,-0.0008822604621848106,-0.005302112860853244
CCL22,,-0.020686851430913946,,,,-0.019767876142512648
CCL2,-0.04790877527914043,0.022367106021191928,0.00853436545827064,-0.019120813079438748,0.01145094007494502,-0.02212456838773799
DSCAM,0.069685084147324,-0.017425618272269752,-0.0647244784668625,-0.020326339893933777,-0.021124976543249657,-0.006644873084937298
ANG,-0.08759868848398548,-0.006678832031333722,-0.013233767962336775,-0.03951905001963937,0.1292437958343943,0.02580734588496691
FBLN2,-0.04117747740908401,-0.018886152920128005,0.009520307568608688,0.06436225046764617,0.04538927003659147,-0.06192709461592926
VTN,-0.025284957387245142,-0.016878971039302332,-0.03611281463451693,,,
VEGFA,-0.08041449645437891,-0.049383490303333714,-0.026334549781623022,-0.08310287765398446,0.028542262242717175,0.023519457900306812
F10,,-0.011265180788112561,-0.02647050100224232,0.0064971003137138045,,-0.037119090638477494
SERPINA1,0.013822575399117245,0.033657616310040536,-0.050287065017513184,0.005345973108847772,0.059885233468325104,0.08608685430708007
VWF,-0.010478310472290203,0.008930238934761841,-0.0448412172858368,0.011843245137463479,0.06142386932236304,-0.05455236097927083
GDNF,,,,,-0.030578638515413287,
VASP,0.01912515992815588,-0.004616441063162335,0.03381281717196967,0.06497548470192953,0.02976565185267417,-0.024302124210296955
ADAM15,0.005003155409789445,-0.021042398655752605,0.003721025957021925,0.03258777137805265,0.050735600543750765,0.06279057918833966
WNT2,-0.02271110282006181,,-0.03445611188045713,-0.03935658538844484,,
CALCB,-0.023770644777533483,,,-0.026348037771615568,,
OLFM2,0.1408452595522572,-0.03287627588210921,0.008634925459315972,-0.052156016501914836,0.08651943355163065,-0.08878517301674432
MFAP2,-0.030475116558553415,-0.016057566148940626,0.03432465680995961,-0.03063006242595069,0.049197783102765145,-0.00887619124298685
HLA-C,0.019644625955318705,0.07807558593635554,0.056990513563657766,-0.027976641865485454,0.07292447238148597,-0.019670534641878446
THBS1,0.058466703561758336,0.0341186332298539,0.03650272452135337,0.033690736436312055,0.15710552896143565,-0.057977033335214444
HSPA4,0.02945718773358219,0.023919056963573805,0.023184470980210384,0.031673611730669335,0.0598650478934603,-0.008393909119696131
LMAN1,-0.04792418710506035,0.005018184830774913,-0.012279095664723995,-0.06523681559802132,-0.04280571300108919,-0.08281224961360556
LYPD3,,-0.014384377667760335,-0.03573616095605154,-0.03170525441311316,-0.019584967592051743,
APOE,0.13509823410035746,0.01215303905097287,0.003170697136630677,0.01585668787339733,0.054933180665338865,-0.11690035617348933
SOSTDC1,0.03122387349199626,-0.024849316446386556,-0.021331261462841925,0.026983423771228886,,
ANXA1,-0.08550766310994008,0.022219096171304156,-1.500955010115435e-05,-0.02029515831171664,0.08601845023647199,-0.05437996107916958
WNT2B,0.002516626074277734,-0.02155076948725861,0.00034534713288371713,-0.006974573253527855,0.008866276718458313,-0.0001936358286352844
AMH,-0.010116917207814897,0.022043297784096486,-0.03412691603781534,,0.07248540395700896,-0.0003585011951340833
GDF10,0.08224046520472814,0.026845609180033696,-0.03397510718592022,-0.053144120294095654,,-0.04014003243464699
EFNB3,0.03794230297231159,0.0758159409268735,0.03764407609350508,-0.008443561824029408,0.047472599888380186,-0.05128066103346362
LTB,-0.026955980731860913,-0.0025482456096276892,-0.009387549626546378,0.09151903180773212,0.01212257023208115,-0.06996290660568184
ANGPT2,0.009764132719277736,-0.028157167833299874,0.03691699984914393,-0.04251452681469162,0.018354580849718145,-0.079735466718407
NRTN,,,,,0.15277566400417245,0.008703670427279663
ADAM17,0.04062099627457053,-0.029471947528059903,0.020422608439238377,-0.010368625438183489,0.1115326652012441,0.029722542878665638
LRPAP1,-0.03964024272583138,0.013121643800018725,-0.029476913009239183,-0.037890891984494815,0.05566452106918182,-0.027616722646695353
NID1,0.12301491762620634,0.008486366973578543,0.00863972959536686,0.011454736048057393,0.03674190171386932,-0.11408754244376038
