,MGH258,UKF248,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.0023998780498410664,,,,,,,,,,0.006285627310618331,,-0.03882345209683727,
BMP1,0.06800460720478342,0.20452917653780806,0.023832956993951656,0.04496034126436223,0.1487664925955294,-0.027591448498074198,0.1865935261085712,0.016657702175920826,0.17684116487617776,0.07027725542111064,0.14682550503244438,0.08579875534025067,-0.0025392565447184485,0.06263445338966184,0.11017780851041722,0.11812142336398546,0.33528936105961527,0.21242730090192943
NDP,-0.030818217829688535,0.02864050399022594,0.04034524949901817,-0.0032111869322916623,0.03478598423438563,0.03674441962040077,-0.03066363812306424,0.1065800673919733,0.12284602081535946,0.1937387667696691,-0.06589763884402919,0.02075683476163981,-0.0040085603490138556,0.03837299227519319,0.045667868442197015,-0.01880073828468935,-0.06790586859111145,0.028008045810645615
TNFSF18,-0.02037040809673322,0.018097417055237836,,-0.012399103332895775,0.15457007209466295,,,,0.1398142423262218,,0.02578738492589784,,,,-0.020115887833539164,,0.09141074750217494,0.035761209741320535
IL36G,,,,,,,,0.01398318903625988,,,,,,,,,,
RTN4,-0.015135501210313625,0.004819483448814934,0.031335280978157104,-0.0062664769121219335,-0.1761079959150315,-0.033472026687935474,0.0338289137840766,-0.04689587212253439,-0.08282294525860567,-0.06506280175598023,-0.0014223578782331693,-0.006458897312806201,-0.016182945228043272,-0.012871889238322857,-0.06887721022961558,-0.04150811504490145,-0.07866036489868634,-0.09618269875638905
HEBP1,0.024920993212237483,0.03861400286170229,-0.024379460265921325,0.011623029562108426,0.06962902064335419,-0.021456306594888452,0.007967619893189016,-0.002683033567019399,0.004087547189262494,0.05705843780682842,0.03877623185411232,-0.03658110691096415,0.011212458372528785,0.0448840753398526,-0.07812492104663066,0.07826499747797394,0.05022307279114977,-0.006102451982647258
WNT7B,-0.017945691514298392,0.000906756893742039,0.03281482738720277,0.06610820290859706,-0.06279832232863716,-0.0107495654876563,0.08116132476494856,0.017213979174079682,0.10999661842279099,0.013369713700110626,,-0.0040062977123451315,-0.01879942194628871,-0.015851015730087806,-0.030217816191881148,-0.02877349560747674,0.06126589351750678,0.007614743050271904
PTMA,-0.03275362387690046,0.026271645868866777,0.03367228630663441,0.0315343809822792,-0.09694126775688933,-0.0009135046703729654,0.18590291422291927,0.0394750849624164,0.1112598710599042,0.09573482151722375,0.07568917256738208,0.00418899522391708,-0.04427602763431304,-0.03935984353668208,-0.10809419073045348,-0.0136613268877576,0.25952573582739236,0.11878736149335227
FASLG,0.007846976459556142,,,,,,,,,,,,,,,,-0.006193131365187516,
