,UKF248,UKF259,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MICA,-0.0020183616089527617,-0.0491417998729892,0.032854164070891756,0.06613047181146124,-0.01770524186084578,0.10760018588930735,0.03166070861575604,0.013524826852970104,-0.05939986700366838
TG,0.06159292950761157,0.06013541441650329,-0.013123570703519806,-0.06560748622591499,0.07102266363860284,0.041364446636724596,-0.02236515045539214,0.027484364929788882,-0.03533282930481321
ADA,0.013058877550196748,0.04877061329165245,-0.007562093484023954,-0.010117138868028931,-0.014195502297110134,0.07788090593554092,0.035563442706699144,-0.024933162800005015,-0.07092948617592726
LAMC3,0.05439269288161496,0.013067876123550749,-0.03511023335354414,-0.1002388372584203,0.017294814129804992,0.025924516604785345,0.05019556835543589,-0.047140942365806064,0.008671667209626345
CCL7,-0.015334073367600502,-0.011230587493401318,,,-0.02050009774500321,,,-0.015589431199625905,0.06798346368911426
NGF,0.027694010798348354,-0.02573214437410502,,,0.0375238785704241,-0.022270272120430014,-0.004952139294190389,0.0011168823965798254,-0.0447969795967256
TNFSF15,,-0.012505808454900472,,,-0.03350661791559775,,0.0731403382330281,-0.04118997627681154,-0.019741914947311222
HMGB1,-0.051511405538758444,0.04337030967550506,0.012597360892630022,-0.0526695683659064,-0.1035313307410542,0.035879778445504516,0.062248033349822866,0.01441900243812061,0.01575549527706706
ITGB3BP,0.017139830130753077,0.01678913295300787,0.033383157680787943,-0.01598684701567286,0.04238510158517763,0.09229221858762252,0.0010148661244503705,0.03746778593991528,0.0005379790572041401
AANAT,-0.0068403756274542215,-0.011379007895434005,-0.015127750164147543,0.08391067019218369,0.044669885104878224,-0.030242569834511655,,0.03493281511676467,0.0194053849536499
RELN,-0.018727479249321114,-0.019751409434076453,0.06576674163480749,,,,-0.020383156774622213,,-0.013863534314929173
IL15,0.06134613764012082,0.04892676456363904,0.002663616638768857,-0.08016327269673687,-0.03003645232899914,0.004887339092302583,-0.005764364047674911,0.007951424492823546,0.01799345057259448
UTS2,,,,-0.027411510217865316,0.041520607990540005,,,,
BSG,-0.004499657272636672,0.0013887618496007121,0.027844869531430623,0.1290496056382159,0.0400352796410427,-0.02424041128368873,0.05217784587059777,0.010063123732908292,0.06761089029963242
ADAMTS3,0.05274273352927993,-0.049695085176646864,0.007911757368383177,-0.04826340861619743,-0.026089284758565253,0.007115937220360746,-0.007877028743062127,-0.009185062799658783,0.044756527303959445
CD34,0.020650344512078693,-0.02715581881618509,-0.007142901828307481,0.05908877933363175,-0.005053375814525304,0.10540598778912634,0.0542611284408757,-0.023246093402302482,-0.05701515341827259
PLAT,0.0009666069908103382,0.039022176494473725,0.062371399621977304,-0.12677005941346856,-0.02742720560074286,0.049811867251714714,0.10162446548295842,0.006692137159775508,0.03384795871542942
NTF3,,,0.03524259787358051,,-0.045489871933287934,0.03835103865590482,-0.018107372581789793,,
LTA,,-0.014393947303843146,,,,,,-0.022198799416112733,
CKLF,-0.021733638294326178,0.021013062697118248,-0.017189780290262264,0.008801744027075613,0.030562368664262176,0.056850089083366855,0.04570629002230182,-0.01765732280648395,0.10355927667111336
CD24,0.044402771201394305,-0.007283857018117701,0.03310632615021541,0.040863537345025173,0.011357101182075417,-0.03153800826158797,-0.07127972603328593,0.09035533907309193,-0.03125389652527132
HSP90AA1,0.028428497083416767,0.005719414388231042,-0.005488780497241436,0.06629492913747419,-0.11878869819034282,-0.13774374099836761,0.0025252335341834943,-0.018528868827056493,-0.1011008978889413
BMP4,0.04213838924347027,-0.015473394427875476,0.060186854606495734,-0.0525642824117025,0.06789292143000397,0.00950197090150436,0.07004147640659554,-0.050085924171312586,0.07065307929587211
SCGB3A1,-0.015334071834213652,,0.1665489133796882,0.02572683512208424,0.016908104572728094,0.04857624292229117,-0.0024277982675987345,0.04317106148983248,-0.006600514285636655
IGFBP4,0.04443139564907032,0.023898465993610316,0.03510123050807453,-0.10952116504570167,-0.06425209926664426,-0.040634259204221375,0.08556415980252698,-0.06342514461608573,-0.028696126551504757
RSPO4,,0.16514286897902422,0.05366813429482805,,,,0.04155978942307642,0.07426657849655557,0.08556190153699483
LEFTY2,2.6412818314347044e-05,0.07394576252271456,-0.013991938343879191,-0.018971287995985058,-0.029176000479787804,-0.04090679864677939,-0.03209533798236299,-0.04286362838753255,-0.002331026327027013
PF4,0.005355268416385451,-0.009798466332226051,,,,0.017172684479533736,,-0.02219879427914589,-0.023840648095579432
ANGPTL2,-0.01895366257494919,-0.031767476204160955,0.008870875350099066,-0.02212556479789435,0.0183110608956416,0.06607663034590952,0.06808517796169053,0.03710686276022426,0.04598853398961553
LRIG2,0.01723759064130017,-0.0008900967457794866,0.02443898855864308,0.033350775994165784,0.04875283259672195,0.07694207211010329,0.03518186464724308,0.07871437160271842,-0.016097506355647807
ICOSLG,0.015025542022995308,0.003366982486817446,0.04788123332657834,0.18145677508313476,0.04751829354624478,0.041578836178115725,0.03682234766462588,0.029385795564621855,0.02134247002005443
WIF1,-0.02862141331084278,,0.025216777178598902,,,,-0.02193909918781308,,-0.01957692936460185
NPPC,-0.0242205433896887,-0.015199837646040075,0.0470554581298148,0.060693731457752025,-0.0513077944060089,0.01897312326834548,-0.017101522955226055,,-0.03656428940876581
LYZ,0.028037229305869323,-0.009568341611309024,0.009416788623754729,-0.048785092587337674,-0.014909396819021708,0.017798520672121437,0.005047182904778128,-0.026474621262886848,-0.023057523666880894
EREG,,,,,0.08413427935381479,-0.011924693630759558,-0.029395019554122208,-0.021190986137241012,-0.027447648339712735
SPTAN1,-0.002905277618347452,-0.0051418854151053205,0.037711947534361204,-0.02785981744512577,0.0141824860799157,0.034006531811478086,-0.011460372229263034,-0.005677690887004368,-0.004734363045365449
PTH2,,,,,,,-0.037532911278532345,,
LIPC,-0.019473905949457977,-0.017608573762843183,,-0.007837034696298574,,,,0.030310630530977642,-0.037178063628520476
COL8A1,0.07691607308823263,-0.044776721012165455,0.048576889254063074,-0.046865314149969306,0.044229879191592845,0.05535533184586355,0.0039337560933642235,0.016716948506390494,0.009922411877182735
GSTM2,0.04228819649350086,-0.009376149525845801,-0.015643789235217923,0.07505350136387351,0.01747763936068994,0.01604850766000201,0.0049038669808194576,0.015196876943983488,0.04918470310647849
IL4,,,,0.04555235633421809,,,,,
SPX,-0.02092171077462721,-0.028853627704477337,-0.011087979824957177,,-0.034653135237315266,0.0005974825970103872,-0.018094210037158078,0.02136423174208005,-0.009160659823835507
MFGE8,0.04061886475299657,-0.047914661279643146,-0.0036821399082416365,0.000737541563352079,0.08269257590811072,-0.03355290852982065,0.00019240039421064388,-0.04557489910432732,-0.0503352457358994
TGFA,-0.0302586194369954,-0.0204296626765993,0.05184492285681623,0.0736630204521309,0.04070939009424069,0.004678656940207162,0.0293730826812241,0.07876699157786243,-0.03579602671011725
SLIT2,0.006134725816154571,0.0020117686253219237,0.07897070652600564,0.028777224704806294,0.06940919009460335,0.01569871683847351,-0.016764239868311312,0.03810585245092357,0.05996318191176723
PLTP,-0.0036578313667117563,0.01875960840243241,0.03308794285172662,-0.021788584708569755,-0.06028874060337731,-0.026641694097033843,0.06052509920817572,-0.027171334170218775,0.01301438707556761
APOD,0.045757981469365765,-0.009474149921262729,-0.03417385966734323,0.0026965556744941795,0.10107033555561257,0.09428566215108111,0.08426297706042589,-0.04963903522069742,-0.03162458829276473
B2M,0.0824918810886188,0.011229996988372647,0.05970278857072701,-0.04964558414089461,-0.012811349689246928,0.042784240806135236,0.05864843124736395,-0.07058824802986269,0.008668521167404294
OMG,-0.06944015349185985,0.017163810611290613,-0.010973612651153358,-0.10406278561702528,0.07608844368736348,0.11048209855969998,-0.016874691114187806,0.04913049559424995,-0.050135022511779065
CXCL3,-0.0026999633861496453,-0.015654325627414173,-0.013650934339964756,0.017294779859469006,0.04476111362779674,-0.023306625887420676,0.028815090477334705,-0.0018966433884358878,-0.07086751680288622
CXCL10,0.015496651816050158,0.025549270901192335,0.03450702555835478,0.036058071566121355,-0.035491145428846745,0.009289085823363718,-0.03224812967443825,-0.02713115837210786,-0.009186723891383568
RSPO3,-0.020829388238780527,-0.011379007054654153,0.03795491524435011,,0.10143847596475729,0.011526723753066053,0.0042991781138521255,-0.015820224303093336,0.044636966597544625
CORT,-0.021889880688446797,-0.025518297058694597,0.07269429700524994,,0.005103308922014418,-0.0341231349253388,-0.018952484629407847,,
NCAN,-0.0694829152200596,0.014905170716678504,0.007633225670672914,0.010882588413206856,0.09655825516472193,0.062451985470650735,-0.049013442814645335,0.0300528143668986,-0.0105478103824078
PRG4,0.05306578083952172,-0.011230589243521669,,,-0.025210060923495394,0.04274512305354977,0.06793613943433402,-0.011520856862336528,0.1042951315320663
ZG16B,-0.004560633341210505,-0.013034472315263484,,,,,,0.0007865548186014344,-0.020338517917908455
TGM2,0.1143349876354133,-0.001993553052188433,0.0020923450764243675,0.21476775577603952,0.09232319108524228,-0.020613414639049265,0.04438204665389433,-0.02844214494460015,0.00845935918410926
VEGFC,-0.029280038560111268,-0.020015917131564708,0.016905515186507816,-0.017739934937139573,0.05057409746226635,-0.04746387633925224,-0.030597806116954646,-0.012868300100326129,-0.011281402583620238
WNT6,0.029896442886803487,-0.015533351006627097,,0.032263131307873734,-0.015523474404485272,-0.008169951252472767,0.0533581529599281,0.04793531648456139,-0.021015791004887006
NRG4,-0.014123219913083095,0.0072216433854649445,0.02471757351489879,,,,-0.007614141633394509,-0.015820226076163034,0.03377893535034848
PMCH,-0.016277771003999228,-0.003333832556687363,,,0.069299594873595,0.032064488468353206,-0.01794368347391381,-0.03411441736841472,0.010105486543849213
COL9A1,-0.002164257614985977,0.005907578179810488,-0.027030534160667842,0.02800677802140567,0.03875031419292158,0.09804863545827641,0.026614282149407233,0.006757680859308128,0.030725959203565106
GDF11,-0.0077661645645858745,0.016095098721911345,0.021834763065913074,0.03630215618649671,0.04815768505876445,-0.011157410694024438,0.05304984399687551,0.028038482627504583,-0.011896747032851967
RAET1E,,,,,,,,-0.017354675599812488,
IL24,,,,,0.00876715543180442,-0.018252708827537063,,,-0.03533280901571635
SORBS1,0.00897948613598311,-0.009329418466952658,0.04281634405968253,-0.02379594575979513,0.006292265168424526,-0.028654123643874773,0.04361286321549531,0.0465801909249286,0.030123793678525225
DLL1,-0.013485508581556156,0.035117713882105175,0.02078490369498128,-0.08177548322891919,0.07531613851415689,0.057753239736020555,0.0015237082685962658,0.03475074451542096,0.037408945470931196
TLN1,0.048448659285474156,0.01557988751699097,-0.05273348465204934,0.015428401700725873,-0.06435098561506186,0.016869448640061558,0.04686110974724644,-0.04824628821167006,-0.009474869227319336
COL2A1,-0.043876627793840425,,,,-0.04817951454700464,-0.02984717729848094,0.051190022273113124,-0.023023773449171198,-0.028473981832297404
SHH,,-0.011670426130285141,-0.014651220917827652,0.10703847892069948,0.02386085149751747,0.045826812938769106,0.015246050471166213,0.06898475573905272,0.0051389928100315325
PON2,-0.0484117828748643,0.044165559823269994,-0.009605856528173454,-0.09356808322952272,0.05292355691497748,0.08090405586387513,-0.004018904933043188,0.023867409131516824,0.05467785787711685
ICAM5,-0.041328515522293385,0.015123427008510435,0.08002628147896541,,-0.013144312101280371,0.003924170870924766,0.011260231270507685,-0.03411441593310138,-0.06613433014956734
HPX,0.027382819613582823,-0.02839573444906164,-0.012760403922392548,0.05506466765671638,0.0037957496997343475,-0.010534485735563166,-0.017876338832783976,-0.03650896875161435,-0.028875736888227935
SFRP2,0.04893818032221551,-0.013291350639945274,0.003379598677050925,-0.04953644084321199,0.011217110538778817,0.06736580111154199,0.0643568207499966,-0.01158343345512092,0.02385556339187048
CFC1,,,,,,,,,-0.02796503303206959
CD70,0.023065673234819672,-0.022591514327579217,,,-0.0012366143445077826,-0.0019442693836376646,-0.010299436427814744,0.04552236985307382,-0.0357464739187338
HP,-0.028580641934078884,-0.05876113415487672,-0.03635197851635196,-0.014429159268536168,-0.03771306181022443,0.0846123118234886,0.07618249565141258,-0.006160100427768123,-0.002087244199985758
CXCL2,-0.003446509752336655,-0.007163714006467974,-0.017733836536316452,-0.018261270094437464,0.012999742397687936,-0.018814212792779988,0.032896960024202684,-0.004987060379934661,-0.02500349041471198
NPPB,-0.019782436768319468,-0.02658250234824654,,,-0.01900391183500109,0.08786080414535581,0.0005114288210762004,-0.016047857452202326,
CCK,-0.028760033922846293,-0.0506127159653522,-0.05176062265635432,,0.008330781526479009,0.10896730652677676,-0.021683324404141002,-0.020818403321399257,-0.10093445874914951
SEMA6A,-0.02176889366583148,0.03194951346612548,-0.02806694684445536,-0.04488643619530075,0.036100580010405225,0.04909007315276285,-0.0244576648064541,0.055333748493054544,0.07234505599627153
IRAK4,0.0279075145411799,-0.05630388550758725,0.030529507240031905,0.09849249136979933,0.07338968041833244,0.024530257414588218,0.06566649980297311,0.06797050193048029,0.05957111179175986
GSTP1,-0.02953883328712241,0.10133417327579344,0.07078838664950886,-0.050762756741657186,0.09814134177165039,0.0797955351398348,-0.04421778084902148,-0.007963431762190762,0.10322647552337937
VCAM1,0.018756929188013072,-0.014357239530512943,0.014417117145304713,0.04520582195512019,0.03367395763033805,0.03983706839846149,-0.04798889365382164,0.01848219213000471,-0.0034704073317300384
NXPH3,-0.0035955516008364203,-0.017367993408913145,0.03751396883309803,-0.02465150600031565,0.08136629963520474,0.07660322960223127,-0.017181839182807117,0.041149100954362854,-0.013222206133656609
MTMR4,0.03309650064624687,-0.004836804233588876,-0.01612312126561453,0.11843998200628655,0.0506406767950126,0.03144935565900226,-0.007700604867259391,0.034936296649505115,0.04147607119475503
LAMC2,-0.015527144348942383,0.04627898410355181,,,0.05247389461681092,-0.04214129794628279,-0.017417143627966182,0.08626313871050487,-0.01335869995398815
IL10,-0.011755564892814797,-0.029306129558411043,,-0.08187664384721202,0.017661992365871584,-0.017673054697991755,0.0538318357609486,0.07925507595489309,0.04293791896525023
SEMA4D,0.02199844210108874,-0.027074690026031856,0.002354132594622901,-0.023102756638637405,0.06445790122635264,0.024491260691904614,-0.03079360052060266,0.043129070681713795,-0.055933819302618495
TRH,0.05083491270185589,0.003374034659134199,,0.1362588382716017,0.005678962306329261,-0.01995230273899858,-0.05137425351310601,-0.01797467653944304,0.016137054397048278
SEMA6D,-0.06645967333940873,-0.014878982586250233,-0.029467747621913645,0.018755082608223193,0.03108619046630495,-0.04078891776076184,-0.03878947874978404,0.05961908041272763,0.0498653808767641
CEL,,,,0.03263118933562171,0.027349909037586786,0.04132206829453831,0.02930437845403774,-0.023084843002215992,-0.032514559069235796
PDCD1LG2,-0.03523142992951161,-0.03985384731883909,0.026602200648708125,-0.061713559602128584,-0.01068873110212053,0.042392991581641455,-0.011315104283886093,0.039374501309799796,0.02697234892269888
SPINT1,-0.003967424536112084,-0.013040361416600161,-0.020853307364937356,-0.036519952030148795,0.03614770889928628,0.04409800210409356,0.0009245967488379681,0.045300660478145356,0.019304162917760142
CTHRC1,0.010803326805203373,0.0020213181136376867,-0.015567396822209076,-0.07714520172706098,0.0176857074307929,-0.006392394787040472,0.07669737638851118,-0.015616470185406059,-0.006852165520545969
PODXL,0.017734609454022093,-0.0032026924949058824,0.0007822076342081993,-0.07482293537152264,-0.01097852441255869,0.05134839749838421,0.032545811557533354,-0.03043278709852894,0.0661811326344582
JAM3,0.039707612362342826,-0.014932038021594304,0.042508057731557594,0.07511021759912911,0.03415285767823813,0.04209401678377671,0.053016482647016396,0.033191362681840676,0.040980257139418184
TGFB2,0.032120476717278086,-0.04839087508819777,-0.026952268403283172,0.029391726427683427,0.08572085224590956,0.027094911746293672,-0.0010434183469546436,0.012417193731760826,0.07020654955485868
COL18A1,0.02186602303355751,0.041579034206910635,-0.0038463809809389884,-0.10180110519158041,-0.022569413930245485,-0.04337323130974714,0.07081732324861448,-0.0921997419000686,-0.010913238218288497
NODAL,-0.031903933468098916,0.06669028926912914,,-0.03191126395060209,0.04428061210327179,-0.03963694437577065,-0.01991781004849462,-0.006903577849072594,-0.028543192158862012
INHBB,-0.04127176319934241,-0.02600523562854009,0.029653883736197033,0.17835225474972088,0.007972040062392759,-0.043509702371140394,0.023141387216522306,0.08095678435048702,0.056880631070131644
LCN1,0.006370682670605324,,,,-0.0004864232368982667,-0.0374320805429702,,-0.01817697125800542,0.07091226246073663
ARF4,0.028701518843273294,-0.0015587670011325066,0.004589466048829723,-0.0050140718531816696,0.024114411405368956,0.0956234950488859,-0.017511804730082375,-0.045599669995853145,-0.0086897153954528
CXCL14,0.06976809752190473,0.019814250384696176,-0.012567287798558978,-0.031365732039110396,-0.0181130746000807,-0.009999693858017229,-0.012441777578741044,0.09299161209889646,0.06319748573249226
LIF,-0.01564849189429808,0.017030443109957043,-0.015127750164147543,-0.020677801578510614,-0.031501922227413985,-0.03737054636956964,0.07923880596553264,0.004464379047835452,0.010893314125130652
IL17B,,,,0.004966543726032764,0.012255448910565143,-0.02474525517348832,0.03626079866992874,0.022201315288298364,-0.0241355404196091
MMP1,-0.02140673732597141,,,-0.05450085158031523,-0.03986684399934984,-0.03275105008044877,0.06646634221347147,-0.03566019843634698,-0.05401348904671413
MATN1,-0.020386692146144726,,,,-0.035033043575557435,0.047843292668004724,-0.02553804471788351,0.055711266586035306,-0.02199496034258753
ADAM28,0.011769225027023114,-0.019791830531115752,0.03985223916697211,0.052019133622220846,-0.01341158403458587,-0.014863821586709102,-0.006762382810109818,0.0065124941810636135,0.005327072468399603
TCN2,-0.031651260139714164,0.043130417596571165,-0.041356265251470854,0.061768233222282413,0.05453530534986852,0.037569392617434756,0.029611958826645936,-0.004244135366068479,0.04439735539171812
THPO,-0.013601327729199553,-0.02367630618147095,-0.015741860617560187,0.093725755465035,,,-0.005157179381805043,0.08157943611090553,-0.0007469397806440011
CUBN,-0.028892646581143183,0.039534338239016045,-0.03176513961604027,0.03733423385909866,0.028940314048384486,0.02871187686270363,0.017430092295795886,-0.019831195013382458,0.03951635300110756
TIMP3,0.03303069839472114,-0.02119852755003669,-0.024411119974535204,-0.028903617012905787,0.07511168336165974,-0.07547316799624158,0.025868839912046467,-0.08739434005046137,-0.015609227610475746
PIGF,-0.015597184546167897,0.03602420390605377,-0.011173489212185037,-0.06650581568013933,0.06238350338731916,0.07141200219802141,-0.006150910518758151,0.07508023981618123,-0.00409813732012367
CRH,0.018375947069459046,-0.013163502049043851,-0.028481617998885808,,0.006276963010713426,0.029895696643916787,0.024989141536159432,-0.011628696357948911,-0.02540986263057703
BDNF,0.011578577031137748,0.012825427653499371,0.019591874785091015,0.09368776515348172,0.026765185969861317,-0.05494416954388334,0.08811148241494271,0.07823425481233176,0.034703522869730975
CCL5,0.029952587836931964,0.06336323514631084,-0.031952423213934274,0.11374532928193938,0.016984782329354405,0.01090211068866648,-0.04515117760497154,-0.05443855363341665,-0.013999130631241993
GAD1,0.009972066729657511,-0.03021863568309003,-0.051458557747718375,-0.0007421546535805106,0.059223877889215217,0.015364931089485983,-0.03184728856349206,0.049586707756533475,-0.06502750614375433
COL14A1,-0.017977995024812263,-0.004704157032035744,-0.006646026639544287,0.03199862088368039,0.05078450035757419,-0.018951049415859515,0.017679718176690954,0.03683554457491785,-0.0642545593035621
HLA-A,0.09415899949807595,-0.06602332792559948,0.029083627000028204,-0.01742007777015743,-0.08273375654954997,-0.09020179375782297,0.05256121304522306,-0.04324737150364173,-0.021683049716147762
CD5L,-0.01819190023200425,,,,,,,,
FGF18,-0.016460381632719352,-0.010458303938269346,,,-0.011967868064095052,-0.012329558741779798,0.07531249120387862,-0.017974677981537235,0.004259300504420311
ADM,0.04523195204572575,-0.028771065037872235,-0.02071514419283271,0.13345110523281115,6.788166304304092e-05,-0.09161367867805377,0.0766406976150786,0.019452413719590857,0.037987350689019185
CCL15,0.03774083431960126,,0.007099927899045864,,,,,0.010473045913731306,
GNAI2,0.07310134519274444,0.04005590463645822,-0.006385258732872396,0.03144148679588027,-0.05403644095818261,0.013238590584854755,0.038789098538312326,-0.0018455216046861717,0.04303762911838926
HDC,,,-0.0191636905483202,,,,,-0.002210023277468488,0.11206140618789184
COL11A1,0.04356891429769714,0.01614857935320114,-0.020757095416007655,-0.047138252794450886,0.03965418407324523,0.01551583662064939,0.017046262358649332,0.009847242147215147,0.057297138652083864
NUCB2,0.06329558908272169,-0.013067128218053914,0.03392275787245367,-0.0640775861695343,-0.054455574241261795,-0.02972504493398575,0.022256269402451827,-0.030550659502745853,-0.0005593613907643333
FGF16,,,,,,,,,-0.021673164275071464
CXCL1,0.016122159729820545,-0.015011171073802683,-0.014325187141899261,-0.047155765547299194,0.0169660889186833,-0.04761906184827575,0.03862742686243641,0.05980656608922721,-0.003568821097285185
VCAN,0.04865947947640828,0.04599605743453558,-0.07682694898198873,0.000110324705290376,0.08538132843183803,0.015298320189128835,0.03409987702955802,-0.0684731430187515,0.013667874559853934
MMP7,0.07693978209819949,-0.0207918196328811,0.012589304421976413,0.0317626378705796,-0.03176840883830217,0.026433676046879837,0.03461876959588462,-0.0764445923526001,-0.0030414338753265895
PTPN6,0.013161442789604717,0.11342884539757797,-0.033852814617812886,-0.09665921337690367,0.03704633083119326,0.028721911774628232,0.03024381806263953,0.061896302990702215,0.05935389642320771
PTGS2,0.006636667827277418,-0.0021457481890312016,-0.030551256224952604,0.020385888665202637,-0.01755353766205844,-0.038892577152472775,0.015549685236376308,0.033311302209620704,-0.03148870662493905
XCL1,-0.019935068848461985,-0.011379008969764081,,,,,,,0.015969854516220326
CD58,-0.05703031004032196,-0.021204289587198236,-0.007894874157340588,-0.017202237219279253,0.051927004677978554,-0.0044819032802931365,-0.020513137315492525,-0.0010959126306230066,0.05677612845555096
TNFSF14,-0.0200866369819952,0.028554876851400627,-0.013991938343879191,-0.04289618714986122,-0.008250094671590569,-0.04151675623251903,0.0026713090725170546,0.007138915503316583,0.00918786637287791
CNTN4,0.11449591652274714,-0.02045012631831949,0.08929660704576621,,-0.020507411287989403,0.05299641460100343,0.018372595539388723,-0.026526396217990297,-0.05866839725665362
NTF4,,0.06535578182186916,,,,,,,
INSL3,0.09773821259700433,-0.010458301886934071,,,-0.037905898248815906,0.045968821188804396,0.03243363054989333,-0.021345475088813227,
BTLA,,-0.016600503419132828,-0.017868183824970164,,,,,-0.020640007123058832,
MFNG,0.011627719782542416,-0.008985658320358022,-0.010891558778071849,0.007636496726717695,0.08105601337811832,0.05722347199985838,-0.024423832279379824,0.00543109844144897,0.053912685679055994
ICAM1,0.10158031777105826,0.03203307797165352,0.011018110015912293,0.1263802676347419,0.04892258045523514,-0.012093680006678598,0.03135762157817498,0.09349817874836924,0.04374471911286971
PROS1,0.0719951444309118,-0.012006758771259684,0.017732701891297227,0.08397937802106195,-0.003915016458061914,0.006014760468144197,-0.004056868233879901,0.05407942759977355,0.05321337501594621
