,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.003059850360482482,,,,,,,,-0.04041474235369379,,,0.04631408674963753,
BMP1,0.022643459280133223,-0.020115713767289427,0.10140286988760668,-0.06930097720818365,-0.10515767057021481,0.010000522353626591,-0.0588900403886718,0.07593598693745611,0.11353358195791666,-0.04118606138319891,0.07739950617658353,0.21192927240638293,0.02522526919025787,0.10545302293161807,0.11558640864447381,0.08201357336135703,0.06473355278998884,0.05923521412245066,0.18810313382198182,0.18166814235593234
NDP,0.07151495011163463,0.01964137934934351,0.032188227643405114,-0.0604822659105078,-0.1171559796624883,0.009979805930629923,0.04119177149890065,0.06778197018434019,-0.0702769323794339,-0.02393559581312959,0.05582665361003467,0.12892710605255636,-0.0624919728027379,0.08773913928382557,0.12064429740485558,0.08856494813061726,-0.07420079423024811,0.07203302485215009,-0.0021294882602835665,0.04814256139670975
TNFSF18,0.12208173295708165,0.10669854264174826,0.06781987038624335,,,,-0.013117667578087978,0.004246367851946085,-0.04304614510218375,,,0.1466157566669557,,,,0.009151639359147538,,-0.012641551523475368,0.02829965311148018,-0.02607497987846735
IL36G,,,,,,,,,,,0.08711452105528232,,,,,,,,,
RTN4,-0.027170991684775003,0.04080789630085811,0.08389476372884115,-0.08843611515636766,-0.03546861469820504,0.08981252263833242,0.026503570680230064,-0.10213191804491825,-0.0975799198184106,-0.033618891498649744,-0.10652920358223188,-0.022267896645288464,0.1233638625229522,-0.06571984550176667,-0.11397503119718369,-0.008703096768559494,-0.012607469351015622,0.04235485733640766,0.06830013730667103,-0.19625692985172624
HEBP1,-0.0030134233067236073,0.01796148134117199,0.10347431148547756,0.08629361235980315,0.03665481683108811,-0.0285624165303996,-0.08874265946479865,0.09711054346519235,-0.07310623118645665,-0.0795944294396855,-0.002927577043996006,0.06435843966469355,0.027891107572666756,0.04120211612259044,0.048388258581451626,-0.07194488463466732,0.06531141050219998,0.10902227493699379,0.014449725909529315,0.07506358307664218
WNT7B,-0.011473464917492628,-0.04491169270712228,-0.015763004318174702,0.015555389800227342,0.0466210993628647,0.05208741427198547,0.06981966456393243,-0.07298913147590316,0.082269618915002,0.013970033243572618,0.011581979371612148,0.04114501791789474,0.08242387222418149,0.029472685041919914,0.04640656274322018,0.05014818094853225,-0.0016652058840507461,-0.020527034532050566,0.11529675278595229,-0.012221726308472805
PTMA,0.01516838711441464,-0.04142170909760124,-0.017625809824736403,-0.09677212362169597,0.10465519828458304,0.00014274662997766933,-0.06538106251275543,-0.06876413261165683,-0.06306729947405375,0.015878902914133738,0.035747272964701676,0.052925051818930556,-0.0286134161183913,-0.06130249042526211,-0.03528313060331581,-0.08767389250221579,0.059961907378565764,-0.023338759083201523,0.0688954192943918,0.1541545800538009
FASLG,0.008877620648079688,,,,,,,,,,,,,,,,,,0.04497510254636124,
CEACAM1,0.05466527543842099,,0.01456696857897418,,0.04684575126030193,-0.01926856023298276,,0.014640321558459249,0.0036810872020582317,,,,-0.008554519297923065,-0.06027144050189453,-0.00741871650688752,0.06666909791465024,-0.04509396385786793,,0.05276460857068081,
PDAP1,0.06140132578305315,0.030075592169629475,0.02582159487584139,0.03774731967105121,0.0777567384627346,0.07964047681967489,-0.031199204247545246,0.11348875105392224,-0.028370520989435422,0.05643304844739121,0.04677609645423201,0.12135402615246618,-0.058547513737664564,-0.013728755540504105,0.007737733438466782,0.04856738690968715,0.09387091259340186,0.02671631383930697,0.019973382932105876,0.08305661982953275
QDPR,-0.015788807130053536,-0.1166628837041965,-0.062199662118282525,-0.04046565378506306,-0.012664370346086258,0.012160026279810018,0.02672559334819188,-0.137011829041637,-0.10555569638238703,0.0002677857743190918,-0.06684285400466,-0.03731793308111352,0.08868763651985652,-0.013223766991511437,-0.008089374288757197,-0.06478479192637447,0.04044715814698565,-0.02508316995596083,0.03737039383942243,-0.10757951153863518
POMC,0.10042579081269502,-0.08349404123520009,0.03369818341937617,,0.013604565181099492,0.017935824257477254,0.035391710061224005,-0.022465672973364346,0.059766767700736884,0.05350162441904819,-0.029657203373801632,0.12330504510628469,0.02822372909225699,0.005226689097596267,0.03708973764098969,-0.04036779140655479,0.01617435931349286,,0.07799664075367112,0.0443553491102407
CCL18,,0.05465976708083218,-0.04075407217944834,,,,,,,0.0530283298911229,,,0.08598410573962649,0.049401724674499256,0.11414611191448772,,-0.012943087533195173,,,
CCL17,,,,,-0.03907987104926275,,,,-0.05368692376944873,,-0.0005312196090948263,,,0.1175693547885481,0.12790401601846252,0.0057308223041195394,,,0.058077455460211175,
VEGFD,,0.06131877262864462,0.027977379815167753,,0.020790317242151277,0.0011383327608685792,,0.030089137201020206,0.009310711036917805,-0.0286361824259649,0.044427686356080735,,-0.039943764696856864,,0.08097788447621238,0.007563025998422039,,,,
TNFSF13,,,-0.030093473549532956,,-0.014246103874467952,,-0.012721401050922563,,,,,,,0.02187715529095133,0.03210637316391431,0.04745314986854868,-0.008032848912003857,,0.08673563664948572,-0.014414237840360474
WNT5A,0.01815765800696224,-0.06018759805615202,0.06618961949426273,0.004531760142708529,-0.06830979342914562,-0.0665811156153787,-0.04793361639909014,0.03420684318544659,0.003274051642577609,-0.01980345251779642,0.05507556332076281,0.08771841722895682,0.005009929295240055,0.05207232308733594,0.05599168980037242,0.0511655018164906,0.05277687046471057,0.09695922711881881,0.09331123187582897,0.12436815819282031
CXCL8,,0.16154166045660878,0.018969754759792786,0.13884531491867796,0.2194076403712624,0.05870228624803164,-0.018095367895607218,-0.028616890932899618,0.1041100872422619,0.06493010116716035,0.01564452706234214,,0.14813774789492284,0.11263021663746424,0.06440368808580857,0.05346280517805485,0.006795030445870957,0.031361615831583596,0.012668460810305917,0.05302437154512024
GRN,-0.06548895428170408,-0.021093514696460064,0.10359963441610545,-0.010717364126041578,-0.02084806597561047,0.0461060298516222,-0.028903918062200225,0.08984418841576876,-0.045757487148051584,-0.049974740830272854,0.11898166523231415,-0.010641872678933748,-0.10916370265985162,0.05124953419337033,-0.0017963316539055631,0.09188046816410286,-0.0067341535902597565,-0.06849541414616377,0.13303131413795213,-0.0028794832973608265
MIA,0.13041764279950688,0.05393908275504677,-0.007545970123220665,0.05445570652491262,0.040486594058466135,0.032542328800888094,0.04446303707434327,0.12792433715205526,0.13204740397381998,0.06022383131509979,-0.0029363892267793745,0.010492673449046126,-0.012231258042087776,0.16511337037558538,0.08588775530614752,0.03444025665557447,0.04873772345474371,,0.07195836380056692,0.09462734991022236
COL4A4,0.03081468726555694,-0.050856273808447594,-0.0009791701647634565,0.07666533966106574,-0.03938081969481421,-0.049773464213761276,-0.012103851063164119,0.05117278216614304,0.019741022799973484,,0.014974612577713998,,,0.05332524231987091,-0.013916440363011841,-0.08676034271427642,-0.02103587938753834,,-0.007513449151165552,0.0568330640778783
TAC1,-0.004231829133697069,-0.07528086319972342,0.045142872174686814,-0.03728321384450677,-0.0656901717715429,0.05763388724232075,0.07211743428269529,-0.04210056836769246,-0.14227086839162814,,-0.0673560690957245,,,,,,-0.05624247771475338,-0.02645122461455187,0.07960798210056737,-0.18205640070193965
RARRES2,0.07087360565480716,-0.07395408385446173,-0.04913038378185132,0.02671544066263905,-0.013898004459067356,0.05338103597953439,-0.06576662013692196,0.12018917391917787,-0.14567388132789671,0.10905782656178635,0.06555740577441742,0.056978121867866584,0.0862544673253429,0.17291441357423043,0.2046541746186292,0.04414259570440818,0.030508497436400165,-0.0034357956114388203,-0.010024560002623912,0.0433861400240358
FGF7,0.006196431395531403,0.038178194399843914,,-0.014072890903570022,-0.013817653803332912,0.019322148896283215,-0.01018490409026134,0.00477094638915419,0.024797991150113153,0.09151586972228884,-0.02967922363052578,0.05517441665928797,0.045866064787099405,0.03499266142512255,0.016398828083505353,-0.00341319382773063,0.07325716441538088,-0.053649880381052305,0.08451131406340506,0.052796445601738344
EFNA2,,,,,,,,,,,,,,,-0.009889010377741488,,,,,
HBEGF,0.04123292311391648,0.12837927430718016,0.07547244715210459,0.019348473832992742,0.08259181311946237,0.04538852234501228,-0.06344307380883633,0.11088693456150699,0.14810674332185791,0.032494679025006974,0.040574022295657465,0.16642067298861116,0.266271059391993,0.06201189655142131,0.01982728527251444,0.030157067818571543,-0.009991037817571085,0.09807688177992875,0.09376931540834026,0.1700649759225062
CSF3,,0.17941861670575746,,0.12412363419488646,0.0956511834998618,0.0837605603506825,,0.029502225582825732,,0.038370261155106444,,,,0.12717373716716718,0.18913120053752827,,-0.058135451785848884,-0.010114720358638179,0.05272754569469912,0.10845106754859059
PI3,,0.09543974405865006,0.13723408989259148,0.1266822621612392,0.19134916559038134,0.02309575356205766,,-0.009564223946182681,,,,,0.057382306785311095,0.0988262156401887,0.06744296817621002,-0.04683036755464425,0.05587679408893779,,-0.025011984622634122,0.10421087465897902
PCSK1N,0.055580026183316915,-0.13485593126183432,-0.046072124874285865,-0.08263096670002695,-0.2053512304357681,-0.0004799957267539386,0.002312940669425587,-0.02669773319283507,0.004422005293343188,0.010557739056136202,-0.062122150225173395,-0.08336919246758345,0.05699355191109369,-0.004212706040529976,-0.06838455885124475,0.058622088850894434,-0.003913845574089279,-0.04812628221295148,-0.053040163487008914,-0.14021634383252865
NTS,,,,,,0.005860094124414575,-0.014776052054179463,0.014531161616230831,-0.035987977194173223,,,,,-0.015364534160593461,-0.04224162993050181,,0.024347921505489117,,0.014045627079117908,
SFRP1,-0.0020108898667974373,-0.04878458629849993,0.018889582289736022,,-0.028097814015190754,0.11882087995984213,-0.007323459034547698,-0.011948730132444732,-0.024177131669265262,-0.027454695103741485,0.03649980800165536,-0.0483956461133136,-0.08042452955270955,0.08784401134024264,-0.041622868886003125,0.017062563938980372,0.04568837761330653,0.03566239915356907,0.05288124023587728,-0.001257381452597454
CXCL13,,,,-0.026317501449379114,,0.049908390747316456,,,,0.06862246327234524,,,,0.06396716488231965,0.182772355957103,,0.07126461522202851,,,0.058459813023253836
MICA,0.014690409849216107,0.042765762575238,0.07316816781591581,0.010777955967773487,0.1053948411084807,0.06899453031072604,0.007263261585005869,0.09334393145527878,-0.02687151749413554,0.09175875150800691,0.08194581173950843,0.07770875337196002,0.11001033864181357,0.07050857804606851,0.15489478736315032,0.05905585623839813,0.054145033055167005,0.004231387476530858,0.18103335128248207,0.0505607343379963
TG,0.055805897251759225,-0.045586372100866086,-0.02203505286762042,,0.020336680811523823,-0.0446064094174976,0.09254543604759385,0.031147586202781293,0.008534094823014798,0.002468772581817929,-0.014917494708233054,0.022150554436488234,-0.0002525357745103823,-0.028050055293966276,0.03616203695566868,,0.06070915549353551,,0.06712527610633749,0.01856134630028026
ADA,0.06513641814186792,0.04478788531252558,0.0536651292194181,0.029117761260200093,0.02910062179530745,0.00948009691104368,-0.03331951494621765,0.14016319366404292,0.031937955621075764,0.08400387800846774,0.05624391521823675,0.01761064875095737,-0.0835273894032125,-0.02631109459200942,0.07776389988816582,0.09330249421222184,0.04428242408303319,0.010582157362128631,0.2521462903857448,0.10835662786431491
LAMC3,0.1423501142834387,-0.09562990467865219,0.11702747409103238,-0.025060500501266084,-0.12188603218879311,-0.0006841242511099083,-0.06690476982399303,0.11465613727522755,-0.009397252488453054,0.03228252094553331,0.07549811222743413,0.0835545287993672,-0.10393957623043869,0.01916057676601546,0.12432218935342838,0.0883833625056307,0.007845516280773596,0.059753953405528935,0.10275440120528008,0.06626499480516652
CCL7,,,0.04136094845732359,,0.17846443289456984,0.024552901827932738,,,,,,,,0.1319926606810792,,,,,0.08059215806339685,0.05170144286953525
NGF,,-0.047196917318315774,0.12067255967591738,,0.13483482752595058,-0.029495264475296774,-0.016275482673745522,,,0.072333944563288,,,,-0.0459649519265711,0.023514728506058534,,0.01794292250862468,,-0.02825876682449676,0.023329721019022365
TNFSF15,,0.010065478172957153,,,0.03574823348013767,-0.020459319120082455,0.07502790880377698,,,-0.013181116259528874,,0.003454843041829476,,-0.034497738459151925,,,0.001456509858706347,,0.1540301323743287,0.01729598768616348
HMGB1,0.03635086802574875,-0.03343014181728765,-0.019189403399579932,-0.08668658903637938,-0.13965034961682254,0.021123981113961004,-0.03430753945645197,0.04707465585806324,-0.08343562767506416,0.021047001005419064,-0.01650872702537818,-0.0677940131914538,-0.2552945749908803,-0.08901422722009296,-0.042001590768080334,-0.03641067813533822,0.053755858019102015,0.0973969428934069,-0.07925192940188444,0.04367143604259719
ITGB3BP,0.05216228583894886,0.07420116622740029,0.005848916610429942,-0.07294352192186962,0.08706027417711894,0.003420290689140727,-0.040773526909060095,0.0637937351891298,0.05924587688642246,-0.018211882847863237,0.07919639262045743,0.15775346412903601,-0.019547951383841352,0.044240472787548744,0.044883841038886686,0.024255209565170417,-0.02142639552652534,-0.06610976907540803,0.1035466923848804,0.1057776079862356
AANAT,,0.021321482357821674,0.022764826048079417,,-0.028104789967703193,-0.018435070112229567,,-0.02004516267377723,-0.04864124440507288,,0.003350557092904428,,0.039930971684129755,0.0016407113875994276,-0.01446175143566475,-0.03690667559900657,,,0.017976334321294647,0.007742564062938679
RELN,0.05335452876166239,-0.041446910937696674,-0.02043486849943276,0.049457751092833034,-0.025808251385630337,0.05856623437185976,0.027572387173187243,-0.038237010468218244,-0.06234045991127656,,0.00366480568628229,,,,,0.021266341920410735,0.018406194102313703,-0.07913179093201793,,-0.05451147652790535
IL15,0.005727921740957645,0.05750094380745996,0.06931482055993583,,0.0024981650554325935,-0.0104661906908628,-0.014061840747430164,0.011458594617961166,-0.03923903692172196,0.10413512439221491,-0.022378674043170458,0.032716317420491095,0.04863050785891168,0.0007499531980445555,0.09435218805439032,0.05180289161775527,0.014944604319310394,-0.030773943091517524,0.04293683391320156,0.10160333609423505
UTS2,,,,,,,,0.0852434380652527,,,,-0.004814302809001652,0.012585098794777535,0.060793418966278885,,,,,,
BSG,0.046774923882336186,-0.027557584684068694,-0.09063077464111043,0.015759462255890127,0.11914536939975637,0.05459937566865683,-0.049685398139491466,0.029571992224577896,0.24434274991409108,0.03270712075136177,0.0037550105104821514,0.18060233204544499,0.22214430588601192,0.2125742995968346,0.17476931979866053,0.09915022784420063,0.012313666601795236,0.04393206245371582,0.1665514617859823,0.0622228318854853
ADAMTS3,0.0660269464871609,0.004470782420652248,0.06601367259319119,,0.03879026704707376,-0.0007392498205343877,-0.022649557530641365,0.09166965446610884,0.014443895001606229,0.05734250331919118,0.004215941976518811,0.20122045030044342,-0.06616733092254554,0.11175457366747654,0.021970938620810704,0.19578984176129,0.004765775192701888,0.03438548786831919,0.11816249567423637,0.10395079958858516
