,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
MICA,-0.024674922175309272,0.00013697881890857065,0.020662926572654065,0.010554698326214515,-0.004812826670657096,0.04643951111976801,-0.06302404557631605
TG,-0.01609253753573857,-0.021961693784207634,,0.09915542814256678,-0.03511583938343558,0.016690537420798117,
ADA,0.017836958885917232,0.06738733581468137,0.05440348619316172,0.041767640895072726,0.03818069990235169,-0.030933334002854303,0.08888632923463108
LAMC3,-0.00179834788515958,-0.055721102081124754,0.08622233036638755,0.03637161664276053,0.08053967596839066,0.05537696122258082,-0.0724639158754674
CCL7,,,,,-0.02379846675021648,0.0249049213268364,
NGF,,-0.014439685540987946,,0.008473590441242712,-0.004668871585071135,0.10849012762098754,
TNFSF15,,,,-0.017986478120365443,-0.007520039876279263,-0.038663824431838585,
HMGB1,-0.05242225872526896,-0.08270035555824334,-0.06455279833367669,-0.036097280941726324,-0.01557070310958516,0.003874543861850509,-0.029274573072803164
ITGB3BP,-0.01623230271766483,0.03480413679761772,0.05361243823844807,-0.010733785880699237,0.04898279250296905,0.04638127228066282,0.08655264270843943
AANAT,-0.018550125788747936,-0.019696662088224976,-0.017219613005757285,,-0.008660683306626189,-0.021331078797821982,
RELN,0.07162657792048616,,0.005177638825774039,0.047341329703306005,,0.06379752102236697,0.15769128443713767
IL15,-0.03987029955972077,0.041610181063679585,0.09263199665499557,0.009574400595141978,-0.01742456707806656,-0.011143718165762928,
BSG,-0.00939973274497594,0.08048895220892878,-0.02925463895891068,-0.0076044275876144905,0.08735876031004942,0.014884716916696994,0.1078975630430185
ADAMTS3,-0.019312388132662783,0.006125565063834406,0.026712347203452277,0.039720853193073974,0.04499585230408295,-0.0458733762231902,
CD34,0.008388162919099041,-0.056970287040197624,0.03337292746332715,0.04306567824873326,0.02668794516389774,0.06338291759411031,0.07124080302725701
PLAT,-0.030893688632927595,0.010865945377330129,-0.02257638885508641,-0.06074670946314065,0.07106263873000569,0.007373176534025677,0.03891852206172969
NTF3,-0.020585907793930082,-0.06268793280401899,,0.0924813228019091,,,
LTA,,,,,0.01584734576989178,,
CKLF,-0.0062388555946757355,-0.13064732816397534,0.05374172536140011,0.03605200476649354,0.016021201975699097,-0.049928839884204754,0.1434648045573815
CD24,-0.03388661256873796,-0.045557655321054255,-0.013427226400135661,0.06666665708235671,0.05487818373031848,0.013438522723588071,0.0025727792404789842
HSP90AA1,0.010276800517844815,0.13631335272102554,-0.12238749510761296,-0.019178283044263143,-0.008958656326528975,0.02691533969743051,0.05088912196591574
BMP4,0.030106694752192333,0.005918717469469271,-0.038524140597948,0.0072110667178612135,0.012537513665963205,0.01609356573904271,
SCGB3A1,-0.01564721253582878,-0.02801787620665294,,-0.007139096638681736,0.02068068281953469,-0.04286492651094887,
IGFBP4,-0.01854545356782318,0.0008209696348254491,0.013044478149020005,-0.028500759378974005,0.06253198667450334,0.029636764250926304,0.007859207039505416
RSPO4,-0.015647210247069984,,,0.005941971474797247,0.024858697311316878,0.06755531787715036,
LEFTY2,0.0165262602381029,-0.016829257569960676,0.006085216243512132,-0.03420933353568606,0.10635347606526292,-0.009997171629231368,
PF4,,-0.013415295647518522,,,0.06631053858148882,-0.02107044765298377,
ANGPTL2,0.024064185087991498,-0.09533903683846899,-0.008707701755684766,0.0015116230924947433,0.07350846250567843,0.05386354718224118,0.03534677017174842
LRIG2,0.03360442955801588,-0.03188884124802543,0.02850093530646299,0.010892675054025958,0.04265733852114663,-0.016590222136828113,0.07612295558961901
ICOSLG,0.0288751756822079,-0.01146391105742445,-0.03865976949326581,-0.0070215822027717865,0.040658332895795214,-0.04162649253397428,0.07959096023205565
WIF1,0.1190635341353593,,,0.008927529409266787,,-0.01245795618354074,0.004891674123731594
NPPC,-0.02174579303875701,-0.025382638726599998,0.04753178788089884,0.06701091537449998,,0.02702310865466473,0.05650028129836804
LYZ,-0.022135810116788553,0.000967866352787499,-0.004016701636755813,-0.03885260736648661,-0.0033929359726359576,0.009899661121717482,-0.007174427778949863
EREG,,0.05316756632232508,,0.017485356372441817,-0.01861004022065334,0.017719305185562917,
SPTAN1,0.018630304858797655,-0.03270299074403915,0.08000436426851022,0.084936867075268,0.020433772096559256,0.022861341686557585,0.10427729846267385
PTH2,,,,-0.00066457360287904,,,
LIPC,,,-0.011480143905993105,,0.025507907271971813,-0.032858101859625705,
COL8A1,0.1322706317228292,0.016331249274439765,-0.011387028644731336,0.0359875723228826,0.07865372902363017,0.029878333445667184,
GSTM2,0.06987298765107311,-0.04147036828353119,0.046607918057686125,0.055966042498423886,-0.06287849238022367,0.020110644415333764,
SPX,-0.06824273392181647,-0.016656804270529315,-0.038513413698271735,-0.010656578093771445,0.03687574954590976,-0.04344251707109677,0.005068322075404
MFGE8,-0.02340129003663151,0.09949671466209756,0.0482993714287936,-0.018561109359070727,0.055634267465966405,0.034978557767933356,0.03702602526063654
TGFA,-0.007649615123072282,-0.0035495508993368136,-0.04633834155741752,0.016708023761984134,0.040142674337823134,0.0735308914782652,0.05245558087518742
SLIT2,0.05513991276668796,0.01759334546460793,0.0018363198155919094,-0.027987335301423097,0.020969110758811433,0.0357382955909499,0.11257174184483232
PLTP,-0.06530667580779002,0.019990323104062593,0.03349125326453315,-0.080090960988798,0.04364164646299216,-0.017723762429124875,0.03382598308755103
APOD,-0.052508742524502834,-0.10020459999919804,-0.07850893640641438,-9.689384516141267e-05,0.02371940672187721,-0.02592105214200181,-0.06179342281538113
B2M,-0.06409179101645493,-0.06220762451638033,-0.013187713087649143,-0.08482344034639364,0.05064157630245312,-0.034367567533446344,0.00024370459489119321
OMG,0.044542056925755344,-0.08056265337516516,0.027927444437290377,0.023248051712177704,-0.0016929164575367067,0.05319288488897781,0.05650274134208804
CXCL3,0.01695105466852281,0.02952615662305074,0.01830902545368803,-0.025669943316340985,-0.0008633122066561716,0.010392415252141237,
CXCL10,0.06415995148216018,-0.017993800510423187,0.10341576568506718,-0.03437218902449744,0.038313857771402844,-0.0030125640008664355,
RSPO3,-0.0015382541712137185,-0.044330000637875094,,-0.01483445342111189,0.06221065228334285,-0.06426045688493831,-0.04045903567899276
CORT,0.010151504941977899,-0.014038425047917065,,0.21403921081164456,,,0.07368839140951618
NCAN,0.052754350065623706,-0.05450861062511148,0.008839780365313382,0.025479258823698978,0.05874362208070385,0.01157206315732676,0.06501379512407854
PRG4,,-0.020714555226225877,,-0.033558377418993014,0.000346318583766403,0.06244455109527825,
ZG16B,,,,,0.04233084953029394,-0.01797525282913862,
TGM2,-0.032512668406905094,0.048038186674680745,0.02447671231977833,-0.00038972435045501455,0.05299433957115334,0.0012109658012312114,0.09054540836880168
VEGFC,-0.008768350119655158,0.04858689869400676,-0.031087034941498982,0.05412971244771784,0.030201472465769395,0.005505808819704194,
WNT6,,-0.010149842576124909,,0.04649080474658269,0.03537895068424656,-0.01857382913749839,
NRG4,0.008621409042187568,,-0.024962440037119234,-0.009220390436342374,-0.024150792895093465,-0.02793219018877856,
PMCH,,-0.019696661389741646,,-0.019125564378079243,0.016492942857160423,0.02275003223031752,
COL9A1,-0.03314569604710892,-0.10543130726466582,-0.06751278693934584,0.012825805832511026,0.053915535045003696,-0.07962037299925756,0.03088231414452093
GDF11,0.02310142539220192,-0.012672726047885293,0.025922921727526475,0.03816087056685119,0.06289306533218637,0.020980286262772024,0.0186090351778375
RAET1E,,,,,0.004721859721999299,,
IL24,,0.04766061503854684,,,,0.051855962280857246,
SORBS1,-0.028700321122865458,0.005412102421800266,-0.030106673385861583,-0.03858511123469398,-0.006478195599461876,0.030473372577518417,-0.06222581031546876
DLL1,-0.023067408826070102,-0.09103633371996277,-0.009685464415756352,-0.0014507301335503098,0.08049232805398956,-0.04426062841726499,-0.03721353722143983
TLN1,0.036664987825550714,-0.014507339802493888,0.0017432672107186105,-0.10727409575003408,0.02657156701211205,0.0368623270006176,0.031647203569231695
COL2A1,,0.042526522487492065,,0.040599366886114395,0.06505286318535296,-0.025165404114189268,
SHH,0.04701179639908345,-0.02933986711130988,0.07342871741585583,-0.015202132270155926,0.050749659902816685,-0.05089554679451628,
PON2,-0.014339059632646343,-0.04377418775902601,-0.00826807024631097,-0.07047139269992596,0.04090551713791099,0.0016884166503266789,-0.012695246083199278
ICAM5,0.0322563017137086,-0.019547556823642544,,0.04308070400940809,0.014150303153884448,0.016831710153496868,0.19868688884285182
HPX,-0.015647210940633146,-0.049388547206112625,-0.0021908144950989004,-0.01744906362742834,0.0316783920308867,-0.04457653906153611,
SFRP2,-0.03654022014733387,-0.07221295618007717,-0.04313209313771551,-0.0717671367508846,0.04177021665256333,-0.049725575235996675,0.11057865570973525
CFC1,,,,,,-0.02471559339552691,
CD70,,0.04388894498146641,,-0.008528565954548694,-0.03684639827761018,-0.02640484719837121,
HP,0.015857043504513564,-0.07939768677550058,-0.03197045849990665,-0.022507126985179288,-0.03612694469527919,0.061947377699812387,
CXCL2,-0.021745791336864106,0.05754068302837603,0.06199208096347264,-0.019770220924023692,0.05957796260818399,0.03231319284557711,0.038389639429386814
NPPB,,-0.02617160887720696,,-0.015501992699476478,-0.02449828971294447,,
CCK,0.027450917696790426,-0.06903190020833015,0.06579053519435454,0.09695474572419742,-0.019042777531234414,0.023664902684324227,0.1038427922560033
SEMA6A,0.015386358037274174,-0.0076212670873990526,-0.01713057904913202,0.04544683174614408,0.0398555421992317,0.01033516650012305,-0.03133477913477998
IRAK4,-0.0006492382897525898,0.04618909366588039,-0.009732681165651767,0.014331841359213617,0.038119582524155086,0.0056563928387074296,-0.004782693422398368
GSTP1,0.006930278534303454,-0.08736618058457615,-0.040647067864326175,0.017572404619590243,-0.026285790457287336,-0.012959330782284431,0.011695640485202469
VCAM1,-0.02986328123301439,0.0633538178700021,0.03621227331111155,0.048123457304916475,0.05352401531093662,-0.006086619956226246,0.028322922686579474
NXPH3,-0.045983037398820384,-0.06307781315317458,0.05584312966825536,0.05748467288665909,0.03579353876041504,-0.0463746344205511,0.052446884468395724
MTMR4,0.04576337580560008,0.017185757068120002,-0.024618620817485674,0.03759841822871948,0.0009988370554644974,-0.025317559124707397,0.08561862511907309
LAMC2,,-0.017337136635752943,-0.003840039716523626,-0.0185643433926592,0.05551288017446541,-0.026897660227845118,
IL10,,-0.02860142992875932,-0.023280352487460874,-0.02122208257748532,0.014109572927698584,-0.04679056314597444,
SEMA4D,-0.0012461512934576068,-0.05446979140792439,-0.01770123494016072,0.052664220355494236,0.055352740412456275,-0.0030032681503825986,0.06531331143059174
TRH,,-0.05085743454138923,0.1344837998767973,0.05444872300829119,0.07661372329665055,-0.044713366703972315,
SEMA6D,-0.004199580436107014,-0.03123195331625892,0.007338284584858932,0.04119120690521953,0.005831953623552623,-0.028683047670843634,0.07204728915157668
CEL,,0.05671199353637971,0.04823844484826305,0.042970807538961396,0.06646336646943589,-0.02873648032056699,
PDCD1LG2,-0.018250711583966357,-0.01972459076594805,0.037694567398106206,-0.028422610605694773,0.041516258282083905,0.04383476584003943,
SPINT1,0.06462733479857316,-0.015643140504827124,0.03261619731996884,0.14023981660042106,0.06007793229657498,-0.023215332942557537,
CTHRC1,-0.025647560581084004,0.02484646786246808,0.05793587803488862,-0.003522811320970907,0.042051307959839655,-0.003156740563887059,0.023286540637620135
PODXL,0.019570383955823237,-0.07285954865424062,0.07042003669272852,-0.021798577098383513,0.09858480407499497,0.0005512060844339394,-0.010871397963999684
JAM3,-0.001280366837576178,0.07112392291961388,0.01524471920783106,-0.0719431457517325,-0.0010847012525748683,0.050508183082154365,-0.03678215838235503
TGFB2,0.023312224445526983,-0.06930938285621759,-0.034268462737803165,0.015830165253153613,-0.009671655001589017,0.029016479153956398,-0.05436739120202141
COL18A1,0.07305454697521906,0.10615626764484701,0.09644383607815085,-0.02917250013605761,0.03133797562416892,-0.0044356263034710484,0.1081253290631583
NODAL,,0.009109390711560809,0.115763653424786,-0.021229719020993652,0.07813437889488739,0.03792990370388263,
INHBB,-0.04335034427760651,0.07452142431655859,0.04368349561662734,-0.0363670428628942,0.020648100844649835,0.07616142493550741,0.012394419378705768
LCN1,,-0.015399741502058499,,,-0.012267478612317506,-0.018866413796322198,
ARF4,0.006563288701901032,-0.04658057828948179,0.054559292213980023,-0.0034966913394403345,-0.02541804314435834,0.027445015834245863,-0.02067130654122841
CXCL14,0.030173330004029084,0.11296839231215353,-0.03401636184253017,-0.013973975304175244,0.047088663941220237,0.057883525238720854,0.09160630608413348
LIF,-0.002912221573857387,0.11216135625719531,0.06385518892034746,-0.04204401511416192,-0.06618516775815796,-0.021034307515116837,
IL17B,,0.05892217260131882,,0.0011562363410678378,-0.028752313273960876,-0.021331074513957646,
MMP1,,0.04052612602951184,,0.061056203855887115,0.022770045988095587,0.008375394844858929,
MATN1,,-0.027237871124082564,-0.024413537636016218,0.02663413345987817,0.04161742908399525,0.16365457461656835,
ADAM28,-0.015220185562258756,-0.002482822829774187,0.03761936936046616,0.014355054180727186,0.026375483444353386,0.001285394043570257,0.010891579423148204
TCN2,-0.0025829681888099314,0.03270113409312875,0.036877817502384905,-0.05151306659703262,0.08805294561309149,-0.029334957543708226,0.023132733438543183
THPO,0.03991181481687018,,,-0.023612207871703778,-0.012639694785302457,-0.011905676215844874,
CUBN,-0.01762782466156677,-0.026564829007181462,-0.022213243196684853,0.01616413528166184,-0.023762206983770764,-0.031436687708219994,
TIMP3,0.041234319823044756,0.07529645588488312,0.021496899318376173,0.0054584777246985215,0.06825113078447259,-0.008989809748470783,-0.02630394702315615
PIGF,-0.004476784093627439,-0.11468404794950805,-0.05129004327435611,-0.046081484931007555,0.05812779126197323,-0.037607792455710144,0.053705673528230344
CRH,-0.01724138573316615,-0.04319942682457727,0.035611996387954724,0.03255754649927855,0.0013835106629881615,0.007299072551624283,0.13771528649657389
BDNF,0.00429686582861562,-0.02314490994674433,0.04268547956625331,0.026677033951022874,0.03921812308758218,0.0322003590952667,-0.013328480431337626
CCL5,-0.011366628672733472,0.025459111780289388,-0.00028657019342191687,0.06496970655060993,-0.013026657185588179,-0.08247252969749129,
GAD1,0.047605266261176955,-0.08085556577670475,-0.036071108001200065,0.04923882833644113,0.059437204386058325,0.02002424442798653,0.07176982248160257
COL14A1,0.01933061286620766,0.01772540081393566,-0.01785703230209485,0.0053070643879778254,0.0482920250557887,-0.016915495459109735,
HLA-A,0.0073568056914838295,0.13472294705228136,-0.0028512860278495336,-0.08650412720262048,-0.003484212511082268,0.050461407729018394,0.046283433422773274
FGF18,,0.046804448047115234,,0.01241828732054849,-0.027439729571385983,0.01125313674235376,
ADM,0.009763700129029303,0.08490610313019278,0.08124738936645709,-0.03667152819063238,0.01666736150348738,0.06411876663429973,-0.0662461362539808
CCL15,-0.015962209712935774,,,,-0.023798475327027748,,
GNAI2,0.020231501030685148,0.09479499903450368,-0.04462597665950087,-0.043054957511054336,0.04646271014076639,-0.02212140800355154,-0.09434774615335631
HDC,-0.02349912355708259,,,,-0.011003288190307119,-0.019439213597747335,
COL11A1,-0.045326986294669344,0.05230056966010401,-0.003911359438876062,-0.007736215575699493,0.03371691589166494,0.03086889630012122,0.050454137560375756
NUCB2,0.017646723805075752,0.041282272193503056,0.06085424737052561,-0.011284328502355721,0.023910297921918233,0.09277429166390287,-0.14049277151023523
FGF16,,,,,,0.007003700856691767,
CXCL1,-0.01756599762331943,0.07073222511195718,-0.007465614769247487,-0.026300210562525194,0.025543768968223118,0.057148770564759505,0.05857009226311185
VCAN,0.01055281187685798,-0.060819962750690425,-0.01636392702728524,-0.07425201084767762,-0.03223074826397815,0.08156132581586988,0.0228739386115671
MMP7,-0.008013950163045364,0.013227667003398098,,-0.007961380488052937,-0.013917924273341986,0.04554311056838804,
PTPN6,0.00030624067430755754,0.049280942223957826,0.0011446681681954358,-0.013491802294216697,0.03466908041760115,-0.023799178306880966,-0.022093991021447892
PTGS2,0.00808488600178409,0.10415257213090813,0.035342647700014405,-0.012146205944564432,0.0209173776340573,0.0742828955641935,-0.050517014711384055
XCL1,,,,,,-0.03459560293925464,
CD58,-0.01363378335398814,0.02503251749182394,0.05874900260349064,-0.036175789360009016,0.038094439300148726,7.67080842240228e-05,-0.0917843752796957
TNFSF14,0.017086271387185353,0.0410929047031429,-0.029615751180304385,0.07273462891792466,-0.017401181112875024,0.012719545240207717,0.0009727878778183881
CNTN4,-0.013065261248347115,0.015528394388225735,-0.01415964067592998,0.024323187042451015,0.04314787274817623,0.10086517983830774,0.03469312334459184
INSL3,,-0.01521227803194599,,-0.027616306375249804,-0.0070097149107387225,,
BTLA,0.02996988964589223,,,,-0.0037744654526944733,,
MFNG,0.01819132077151335,-0.06169391189362724,0.015393028197454394,-0.028880489504497547,0.023347857461986615,-0.04759882988318467,0.09928426230373326
ICAM1,-0.021682188225527504,0.11032370154461553,0.005735585271599637,0.006939142985167668,0.04316509243719625,0.05999329043330897,-0.04657879766984408
PROS1,5.503553662708002e-05,0.023745235649976437,-0.019826882458036918,-0.010328099111540891,0.027959719172985707,0.05112773785971342,0.10043325400797204
CLCF1,-0.023016217235551258,0.02941641605653275,-0.0018040641786452197,0.05212430346498364,-0.02402917832673545,0.038679988271436656,
PSAP,-0.027802327980250632,0.10322564327013273,0.013378830173970225,-0.04475739572511258,0.07328714678158946,0.05733198489085509,0.025189316296293916
EFEMP1,-0.0040318058343394945,-0.01699290772847434,0.012134135083522509,-0.025448446214454763,0.015311427039816363,0.06075554773320377,0.03554634055674581
C1QTNF1,-0.038075987162553025,0.0139929023355498,0.014052420402452708,-0.05171215431596749,0.004294497083884169,0.012403575890368054,0.07475776837816181
ALB,-0.01948713425318048,-0.03487615446378325,-0.010959407419063174,0.03751912043360244,0.09146700339625369,-0.02752243662583782,-0.024206598583315444
CCL13,,,,-0.03097742616049965,,,
EFNA3,0.03147783283567411,-0.03710992505633645,0.0384401885330738,0.06666906695443159,-0.0540189164355341,0.008180921584795633,0.06764543527226313
DRAXIN,-0.01564721253582878,0.0642219729560794,-0.015517929532603543,-0.003134768737484359,0.11655344678559361,0.02246401596918836,0.06091692390702747
RAET1L,-0.018741058437562273,-0.015399731409712764,,0.034134638071957,,,
NPTX2,-0.03541841023513429,-0.018895191531615143,-0.008707717092409802,-0.06612575927497903,-0.033968509494393506,0.11997939475154203,-0.033248940791021225
FGF11,-0.03546592157844396,0.037663651983316414,0.036199378686837425,0.026170808063730025,0.03858811485410039,0.0036369694172419535,0.10858688487575535
CD59,0.013864739922972172,0.050214016448732524,0.021194589783992725,-0.037766682703714125,0.059102723051643824,0.03155807698704367,0.03872651763040286
COL9A2,-0.01434327530845477,-0.1312256431893271,-0.04152476461226736,0.0150926846981755,0.06196445152313383,-0.049333293699090584,0.012090902308982023
DLL3,-0.01617696399369232,-0.045235375669209134,0.057000606918725875,0.05188568459716037,0.05526774407449997,-0.015661299032225014,0.09481280876732162
FGF5,,,,,0.08398284793756916,0.0453080274158162,
LIN7C,-0.02549927503274749,-0.0627880301168659,-0.06341341137485142,0.062382753276029206,0.012207304720759109,-0.04833245527637395,0.04951970536892764
GDF7,0.08315564901615802,-0.013201399761475347,-0.03989112917149437,-0.02245044513357649,-0.01815366761753459,-0.029715429382266702,
PSPN,-0.038356982397235936,-0.01584664165128532,-0.038778716670945776,-0.008018742656091633,0.10910684300337331,-0.004103578191515865,0.002895033669451214
ANGPT1,-0.00924676037820885,-0.018332923194744655,0.015440110672433848,0.008659105455768628,0.09181395785083099,0.018978365129947047,0.10280649595217128
PNOC,0.050327222991249955,-0.01403842657525493,,0.001487857777246292,0.017753461737111727,0.10668968041482965,0.14277951582829979
L1CAM,0.05341465541603458,0.02318127782170924,0.040023882208860335,0.050415072657295126,-0.0409308640606768,0.09007800386899747,0.16749554781591897
APOA1,-0.027767534599543276,-0.032111586374303905,0.010391739882624691,-0.001673288777768579,0.11145088331162804,-0.027027956026556627,-0.042306739084581116
PSEN1,-0.012167859812078161,0.04708134504549859,-0.0720314161109099,-0.031025721708201913,0.058089028679136706,0.056192989432306634,0.05155212265543026
CALM2,0.024506680909139256,-0.10571617949466393,-0.045254591178816514,0.0906139021033236,-0.011665965379267298,-0.027067544442262722,0.061241797911970236
CLEC2B,-0.014297563785641277,0.03205562079367351,0.05583328806717554,-0.04474498381074745,0.04643657769710159,-0.02133243982887658,0.029348605045051997
NTNG1,0.017367869118431047,-0.029146474038893918,-0.007283282231419559,0.021496855159838877,0.03274378516023017,0.065500218174022,-0.026043005316444556
LRIG1,0.008239794173261887,-0.0698298946516643,0.031081559436868255,0.08258105808216562,0.008629718535276587,0.12309636882446395,0.07668599154340724
CPAMD8,0.0316238966424811,-0.014830706480130247,-0.04894714966643866,,0.015063137206583305,-0.021070466592701703,-0.043772101328124285
GHRL,0.021900589237514496,,-0.04910322584424394,0.02213818454101489,0.009342408346750096,-0.01857383554059942,
NPY,-0.031019796268227626,0.009677790542139677,0.002051812988088071,0.0015052278693816947,0.0313512792125723,0.03896730281395832,0.11856173529020425
MMP2,-0.009616739826014175,0.06161176054275749,0.0650097292486929,-0.015075249513982782,0.042902826117727604,0.025841184848059945,0.0891172977707439
PPY,,0.03633905744949419,,-0.03369452572973957,0.06996825233835487,-0.010378205245957136,
ALKAL2,-0.014414199553615021,-0.023878660457045512,0.054958081788521795,-0.04619392346216302,-0.010655728623575406,0.03857214949356616,0.1203954619281111
CSF1,-0.026475967522435605,-0.007691824950595662,0.024547068138243814,-0.02400024332831863,0.04820735499035468,0.04318221603969479,-0.01126777095048122
SEMA4C,-0.006452171622900523,0.08792586305145073,0.027892102398928285,-0.012848687369176905,0.09709437523336209,0.0386760933502059,0.035912562596270604
BMP8A,,,,,0.07208723967695684,,
ICAM2,-0.026083059449007857,-0.04289071456258903,0.027792318225374292,-0.021011753755616105,0.04982498127904108,0.05397348415845693,0.013355567333894262
SYTL3,0.09043026149451762,0.0024083919895827918,0.06581707795039875,-0.005724435402617726,0.023974424149534417,0.016109856701629947,
IL1A,-0.029905143326206737,0.027545072902684816,0.049145290922468214,-0.014565362557595806,0.05004970949359957,-0.002246089733490608,-0.08141019007065095
HLA-G,,-0.03733839210199768,,0.036704896616604386,,,
PGF,-0.02829290854280857,-0.06804212934794894,0.05367388542719949,-0.0002798996484789229,0.02372731508452469,0.025451631772366905,0.013348292803800739
LGALS8,0.045552167065061884,0.054184573922003015,-0.06275862478355602,0.030422041646493182,0.00112183285221352,-0.014873067839473923,-0.04866272636640974
DKK3,0.02329885798659265,0.03195861680330334,-0.037529096648910354,0.0053267486506170525,0.029545735862216663,0.02572589116368393,0.13130651371372812
COL16A1,-0.004076330631175637,0.008313434522206743,0.025801255577711568,0.02628008712148166,0.03359218662150845,0.008821297966158586,0.04420823970059555
TPH1,,0.07705871063539271,-0.01406894547375092,-0.008805926926689278,0.016363361968285858,0.016455633254852473,-0.04045916687713341
TNC,-0.03854799976623622,0.08613437869646602,-0.031069401749152504,-0.018086767014972648,0.005578539257096921,0.06627313496768582,0.08519939780196926
TNFSF9,0.028273243598898757,0.006275881602071709,0.09806757718434597,-0.02391570563136867,0.01274545557433986,-0.04194195976105123,0.02366691507935609
C4A,,,-0.0332577753238199,0.07742647490265532,-0.028899515183118063,,
CNTN2,-0.0037361575600995023,-0.07302705900312399,-0.02123130332675844,0.07200925281297568,0.02949998160218015,-0.011281176142255416,-0.05363948479618532
F7,,,,0.04453312367322935,,-0.026044287416717108,
LUM,-0.034870825693888455,-0.01023132325369312,0.03489839212320234,-0.022436451029252267,0.000244312833278134,-0.0009283006556058579,
BTC,-0.05671500214010542,0.07286582220552627,-0.028536426368056384,-0.0217257311705644,0.10546536399674965,0.020119506087751676,
APOC1,-0.06645061071104186,-0.12355448230398319,0.018793739881638884,0.031247602376645624,0.001154347125651089,-0.03684100763295775,-0.06255496053584458
