,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,-0.021926380245902703,,,,,,,-0.01797468678377834
BMP1,-0.017161393499376,-0.016920873879237606,0.014165248504572021,0.06335350187207005,-0.0064090301441543564,0.007109629542685525,0.05560114286964115,0.03521821105874052,-0.12042809852082571,-0.03446080543359526,0.03595731496815088
NDP,-0.0023902262762491057,-0.004145449861132338,-0.05656218827488485,0.03683198304306773,0.011508763449724003,0.013858237385880753,0.06253655092319081,0.01290727738359776,0.040430449998425884,0.0103386661261913,0.06505697683490252
TNFSF18,0.00802225956408775,,,0.03972542845966506,-0.015776938377306173,,,,,,0.04053313882341909
IL36G,,,,,,,0.0025929494093603713,,,,
RTN4,0.012471094334686917,-0.03304192508278271,-0.07898890425965617,-0.06676513337142836,0.008583341981626977,-0.06018948578607821,-0.05002662549691009,0.0425914750088918,-0.09518421750343407,0.019502382138548102,-0.030383889110521332
HEBP1,0.06006472859757381,0.036490739707629234,0.03139157586209261,-0.009305053685226078,0.00762514031358562,0.08004473057448452,0.018525574387509694,0.02543324641141015,0.005496157593939101,-0.0014424554319216367,0.0746240351695211
WNT7B,-0.010105779038426996,0.0930700626307003,-0.04342280993159085,0.01037040141477508,0.03337302823798015,0.03077749344294854,-0.019011425327068242,-0.01733712305976014,0.034874151704650025,-0.0086517537870398,-0.038365453778564595
PTMA,0.0574687268733175,0.049130592784234595,0.0037576861569308027,-0.036881225590298015,0.06468306085992227,0.01231750548308126,0.05346053221332877,-0.02259754331345923,0.029444743179405344,-0.006059528086980316,0.03072589567041057
FASLG,,,,,,,,,,,-0.015589439715417949
CEACAM1,-0.020954413404091266,-0.026274341079143768,-0.015405851495095269,0.012348527038586039,0.10027069376593623,,,-0.010586081686402314,-0.008877403607873277,-0.021894378108018246,0.016378539717349806
PDAP1,-0.02159294463316823,0.0488894123745956,0.07150164195902452,0.027283307951648503,0.011928342912741322,-0.006828060414489928,0.04440286637584424,-0.01464862686274859,-0.028421821895293665,0.003671329463132843,0.041625711050887165
QDPR,-0.03389381480540174,-0.012256840719588396,-0.07470638549943444,-0.06797806197695953,0.01058246426795303,0.009810254028815139,-0.025278161493532892,-0.022358495183487426,0.03396976674917321,0.01689838031844002,0.03415146390712252
POMC,-0.022862528558433143,-0.024467732455495543,-0.018819581045882192,-0.047049885837846944,-0.002898207997398702,0.022549882528665223,-0.028067906572316993,0.04605524900960416,0.006216484460352272,-0.004017749650175303,0.08425981409273371
CCL18,0.013508280975907562,,,,,,,-0.02995241951307399,0.026573414424797208,0.06915713339667608,
CCL17,,-0.015228933061595151,,,0.008764732861598474,-0.02210681484391452,-0.015801324662139304,-0.01882584116916154,-0.02552591524847846,,-0.014130076102098328
VEGFD,-0.026149136374513448,0.016726814008782214,-0.014739446459564758,-0.0045910500972472365,0.006206782431632558,0.018679221500276948,0.003167804048526005,,0.037682730328009194,,
TNFSF13,-0.002718624912590535,-0.01050457719230214,,,,,,0.014861879386542412,0.10032158308781973,-0.009679953205208418,-0.023023779618837975
WNT5A,0.011403121318104429,-0.03944166060945759,-0.007253686407667662,0.06918079228673103,0.011635889245155245,0.026408932741794452,0.02424876459739647,0.031113907838051173,-0.004494442718329202,0.016708452336082074,0.01961506210265088
CXCL8,-0.004072244146504276,0.09795140876916353,0.025503248398200444,-0.010166298832587253,-0.04697186764787815,0.0229164365712039,0.0004314585827526051,0.011783334012436286,-0.04207781753499927,0.10109756500309797,-0.06061255249767974
GRN,-0.003149433943804534,-0.09749369923789554,-0.06673188575572121,0.017942823827153547,0.0041968793810015685,0.0005921900924644927,0.04101904734437945,0.01706754440500905,-0.07897299327132613,-0.03822288003549058,-0.0340241042340294
MIA,0.008051562939522363,-0.01372136635187023,0.02433445268799719,0.004000908907308996,-0.02300154525696431,-0.018441848263021848,0.034070099253278203,0.019679885017793376,0.0791003449923417,-0.028006196026533266,0.1112194785738385
COL4A4,0.016060803232666867,0.026699184127034214,-0.008897953173885047,0.014358522736926773,-0.020543306818236632,-0.03098083845033678,-0.007646540330582457,0.08986486176754963,-0.010686241802282559,0.01885918879697897,0.024036736990658076
TAC1,0.058122425151346566,0.009614034454733357,-0.055171185820610015,-0.010988612992897693,-0.05852917558032706,-0.06989438953158215,-0.03987119008503806,,,0.03201544583374787,-0.018575421842821627
RARRES2,0.06622084920998463,-0.001964638043128629,0.07797796383439372,-0.006360966243400133,0.04105254427399345,-0.01668875448171613,0.09918075180957213,0.05008256901995446,-0.034790017104447915,0.01467445710961495,-0.006097601936659987
FGF7,,0.017974246699561998,-0.028221753326727893,0.024791046982303996,-0.019450638843197927,-0.027748207520296057,0.018385540070155255,0.008987901814122382,0.041226897027768626,0.06580875436903952,0.020316529306096842
EFNA2,,,,,,,,,0.01065794083954724,,
HBEGF,-0.038850940005751684,-0.009581461573996496,0.008513219398818975,0.02598213558550678,-0.04595533938614285,0.02432395676243091,-0.016803946639940254,0.03946154019873281,-0.013935151782575726,0.04130947567651553,-0.03881133429695406
CSF3,,0.11333616646523159,-0.0010611048521208966,0.04548767531305079,,,,0.03436410785386681,-0.04040322966391799,0.07854173752697065,-0.014876790313989089
PI3,-0.02750998522373977,0.05823610678314212,0.00504556859057591,-0.025740211243744572,,,,-0.0018119623632194546,-0.05511606035283415,0.042587369622597133,-0.032322323023233554
PCSK1N,0.024866593808863233,-0.056888566734401375,-0.008586577393211475,-0.014186398385294964,-0.009015241674362729,-0.04586095685259575,-0.06268806373430262,0.041792653987486064,-0.02978629116073005,-0.004882070615107509,-0.033111981338077225
NTS,,,-0.04937534657733396,-0.028097198135726097,-0.02346834003340231,0.018405925928832764,,-0.043918727749811204,-0.029731629265625885,0.031640641990261946,-0.022030497837778343
SFRP1,0.039369521709739744,-0.013287832749183917,-0.01681515587978015,0.005359784393448887,-0.015297839612255972,-0.022106815066548303,0.04890231334748485,0.07348736151852714,-0.002517302378011677,-0.006301699196516132,-0.02151856488101419
CXCL13,,,0.026768275446934497,,,,,0.0006967968096633001,0.0055652169254213025,-0.019251466454101418,
MICA,0.005782955803146108,0.029506020115356853,-0.004009996923286704,0.01478157653830884,-0.015471412230927335,0.038100852386187004,0.05598188315470036,0.0017254887721966613,-0.014160005456934613,0.04230091040461522,0.0016566864125426592
TG,-0.014513857949815743,-0.01433967678409954,-0.035664300337244714,-0.0275894919225006,-0.006199821545238217,-0.015998605901019713,0.09285051774599708,0.02672724646661908,0.03192894650759118,0.03550596618649748,-0.029012578746662483
ADA,0.05739603365764342,0.0025375611424072607,0.11961619533345498,0.043317341495642,0.04101805992945008,-0.025983022591998917,-0.03228314334444083,-0.03333197084233353,-0.06602352717537045,-0.034862862292293816,-0.016549873817302385
LAMC3,-0.01763737894367453,0.009634397551071663,-0.009324435793348998,0.06152741662898516,0.05710411468524187,0.023335870890889166,0.024320460438937985,-0.0031507886153971246,-0.014400353622305517,0.010589332486712332,0.0028719197736177984
CCL7,0.004028784561871183,-0.01036756340398213,0.13375715751008455,,,,,-0.02821559654447659,,,-0.015589434171999263
NGF,-0.028558128547889222,0.06024951605737799,0.039012494897489564,,,,,-0.032586755179578354,-0.024075958050444008,-0.012166775704903598,0.03806653259009063
TNFSF15,,-0.011544788921364697,-0.01635790262705901,,,,,-0.02750703829263299,,0.019005223949258316,-0.041189984130336574
HMGB1,0.021497121053096604,-0.0685356627326179,0.005406710718293717,0.03517499052205871,0.04287110216806442,0.010999562025158602,-0.0057588669481241726,-0.08693943311605923,-0.03914689544379093,-0.04167133950842287,0.07867469337100322
ITGB3BP,-0.04404114733498724,0.009725081415833628,-0.04331889698462721,0.03767138011229017,-0.0646382160561142,0.00014132631140787832,0.09662659905516156,-0.01942114791424773,-0.010553898441957752,0.006468956528907402,0.017597607878518527
AANAT,0.031779845705625226,-0.010504578313435669,0.009882196050670965,-0.020619977768349205,-0.017827610666475046,-0.018441849288804536,-0.021195965621230797,-0.02475303962125179,0.09413242057488291,,-0.016494271467337042
RELN,-0.017567957940176487,-0.0182335955038965,0.024748777195651727,0.028043381811870167,0.0075471918875482545,-0.010804710257212458,0.036007126625210925,,,-0.023543946272159756,
IL15,-0.015742770080318047,0.010090969370591098,0.008111918123117444,-0.05378530457434264,-0.038505368844709294,0.031078580538709075,-0.0024769258585385793,0.004838572754371275,0.0030513204614886808,-0.03933170566811861,-0.0030183740138103525
UTS2,,,,0.006203041313204039,,,,-0.021079024852768885,,,
BSG,0.10962173544592936,0.0160539967824464,0.0070176519396890616,0.08609834990348493,0.01766359885333332,0.0794099532849593,0.06958794329791312,0.025594312153233507,0.04819096018027881,0.022349138190599138,0.05190085366988992
ADAMTS3,-0.02872333421057789,-0.013357622406815746,-0.04581738571329057,0.03174134399483962,0.0020990251237756135,-0.021278975266646495,0.02084841295429308,-0.007523151137453605,-0.015015905038933373,0.04096873094409378,-0.025026716724517072
CD34,-0.03192430540954874,-0.0016773292183382468,-0.00859538233072457,0.044212767539069026,-0.015608684958179119,-0.02611435017045767,-0.04552542324950777,0.031706963123722676,0.0011100999006189833,-0.013919527065037993,0.03479570916612572
CCL23,,,,-0.007388651904681694,,,,,,,
PLAT,0.012445606361816394,0.013275585859995293,0.08793118377699584,0.027347663623292492,-0.0475723958866541,0.06373874265478165,-0.013150907054406748,0.00279772846920733,0.007447176654432235,-0.02095421976488186,0.060058538352196704
NTF3,,,,,,-0.029769544138685104,,0.05163753753190444,-0.015371031360339103,-0.00972580141132411,
LTA,,-0.013287832127558213,,,-0.017169846999412014,,0.014282408944836292,,,,-0.02219880364866741
CKLF,-0.002794531404561287,-0.031306912539476775,0.023276460689778313,0.04377077301185297,-0.021481695826889174,0.006112102828550795,0.025044834818291294,0.00839960497919967,0.046353080728957816,0.020026908321134736,0.024621144886884973
CD24,0.00027635096365439133,0.09590786427049887,-0.07231717435762544,0.0651363103319226,0.06422604668857422,0.028242538276398187,0.0013257118098544318,0.020600732309382145,0.030117998672533973,-0.013124724562001235,-0.01660574268727809
HSP90AA1,0.0071488645447670435,0.03474583520144511,-0.061448243674623024,-0.05155807442069723,-0.005221286771753499,-0.019734197503280218,-0.057419569757135136,0.01843310519728083,-0.08732909118090307,-0.014300617386038418,0.038508421014660406
BMP4,0.004775689645999927,-0.0014362653700799428,-0.028604280925443832,-0.04266255380439624,0.056643158711820886,-0.026339283915219364,-0.016750885702919042,-0.009818674531590764,-0.028986785509505904,0.008870281389459738,0.03014642344178049
SCGB3A1,-0.016633052809736946,,0.02538108503899569,,,0.020876887405980295,0.15496191892369585,0.03187084709230163,0.023702253401644537,-0.0305701970932971,0.05735247460140063
IGFBP4,0.00090010302270234,-0.06932412872400025,0.025255083160166343,0.042229785076115155,0.026035202445588046,0.027895412733082534,-0.033108363744356495,0.027638497802042,-0.10110275483278136,0.018356312260523634,-0.002291891454643398
RSPO4,,-0.020339355104761304,-0.02025885797260729,,-0.019969577333995635,-0.015555877973708316,-0.014887295008247361,,,-0.027260383163413757,-0.02927789830976044
LEFTY2,-0.045497351075761173,0.01415540400702183,0.03004271572788571,0.058522679843851545,0.011189167299821908,-0.017057210450738953,0.0032231967331653177,0.049822811300183574,-0.028060202427840998,-0.037072320121894764,0.09058682448744305
PF4,0.02194752863488083,-0.009045494816796198,,,,,,,-0.022367945224786502,,-0.02219879851169959
ANGPTL2,-0.0018555955620418994,0.008233036083967004,0.11061423003240109,0.03817631003793365,-0.01738945801839085,-0.02536751837154127,0.029556026616881243,-0.004052577304158249,-0.021491689962820137,0.0005069030797780683,0.03635079899843326
LRIG2,-0.002630276750072713,0.011123645299034828,0.020378687516695203,0.07396535272404663,0.03770874777645839,-0.02675418388687457,0.010359421867281149,0.005341800223144043,0.009913317846494827,0.006856716794880174,0.048693153715190306
ICOSLG,-0.01215530235858477,0.01687505899983106,0.01357231341548893,0.04927384069599927,-0.016824580816523157,-0.019806156294366196,0.029264739025820115,0.01626380973002578,0.050549292207296016,0.020106634445368764,-0.03082891452253903
WIF1,0.01260241819043378,,0.06002227468619197,-0.013454245278064008,-0.015410049835574582,-0.02927294157567811,0.04356235719850531,,,-0.025341166643066675,
NPPC,0.07399085805790222,-0.014031793137994459,-0.014782317402369061,0.0032032788618009565,-0.03006011088998843,-0.021618863529731344,0.12335380693011275,0.06722479281921859,0.08844322481275892,0.025050917278176193,
LYZ,-0.03467146388326208,-0.02842365623671203,0.0660782556758535,0.015142503566831477,0.020285404068281988,-0.022459562910601843,-0.006294765801920555,-0.09769907224320078,0.0035430737229026777,-0.007286579009585147,-0.05535726513777947
EREG,,,0.05145654891700521,,,,,-0.0007880325245402375,-0.004064518463454593,0.08105818850232566,-0.0335253278031909
SPTAN1,0.01482332141970501,-0.03969410760589662,0.019034025215857907,0.024565996455514157,0.051936476432345446,-0.013525353313763958,-0.047213679218927954,0.029059112237267648,-0.026763577429062355,-0.019945249047923847,0.03551364058323697
PTH2,,,,,,,,,,0.021896664037793504,
LIPC,-0.021123580844747986,-0.01625542787029061,-0.0007658451699049463,-0.03790265301033318,0.01911363940313548,,-0.0308813209236414,,,,-0.028067683513481167
COL8A1,-0.04388777216510355,-0.02568475247162273,-0.001591432532323765,0.02174115374153066,-0.012509684384355848,0.006084515732937454,0.03930928656653247,-0.00018463892406743045,0.06033519344651143,-0.062024769475315315,-0.012986604471481124
GSTM2,0.05126692978157625,0.011712788706440332,-0.03971519747746595,0.01585491944837045,-0.04146375098935175,0.020297353753421128,0.06623546368048913,0.04708207937852439,-0.008711022392547872,-0.037241015352750484,-0.04890534366375228
