,UKF243,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
CCL17,,-0.015007679712273814,,0.005696229771488471,-0.01844403882246001,-0.017870443266964832,,,0.02569190103467032,-0.036803089361160446,,
VEGFD,-0.03491385593639754,-0.016720212493348582,-0.006265857985634182,0.023600593134706856,0.027900236698497196,-0.019152307556463573,,-0.04233985981845385,0.1510865606970445,0.07275685092619145,,
TNFSF13,,-0.010351961583736458,,,,,,,-0.012171977377442007,0.05049454993515263,-0.017818289962536447,0.043981060675407344
WNT5A,0.0052719146777948315,0.04477985489550387,0.07444108586973289,-0.04032935931086763,-0.01188753763550054,-0.012079727246172792,-0.07689473364199258,-0.037874493470041154,0.08088732163980462,0.04591844295639256,0.030316914560489076,0.046311296722938766
CXCL8,-0.020764861065661264,0.0026824732601507368,0.10495909575602613,-0.001150828166204248,0.010220966361065929,-0.0110375293468978,,0.20009582651594493,-0.06054290184845737,-0.042266619067299734,0.012512911766563016,0.03948728561107978
GRN,-0.017447361638141267,-0.00787092805087978,0.06072296239803202,-0.019926393016301468,0.03405715635614739,0.028700989564943026,-0.09777230405988946,-0.015382662051296368,-0.06373653754388572,0.054125082630595026,-0.04003129180130486,0.0017895426264923013
MIA,-0.0012284223446121303,-0.022160465366192338,0.09108208002912631,-0.01670491572827923,-0.015386303622781945,-0.02622996290210536,-0.05616981918643212,0.0036762968795908133,0.04512114618248831,0.05249979057377963,0.0038374936659771944,-0.041983397128801524
COL4A4,0.08117573775735762,-0.012167479025343394,0.015148425848247504,-0.014452029736127954,-0.0022859845842470783,0.026720869201476614,,,0.00060087384981188,-0.002136711280705102,0.00426322649814916,-0.03243203652997136
TAC1,-0.04401873863730855,-0.0036286738562256796,-0.060325634473380976,-0.0280407113223354,-0.03296002797002456,-0.045092158767439536,,,,,-0.02737618978261309,-0.12500670789800616
RARRES2,-0.07435050715307913,0.04108189001895273,0.07068629608299414,0.02391752389381214,0.014973269471550964,0.02155705429656512,0.0563024908293967,0.061613256443766,0.015370834278089853,0.0005751335242700448,0.05589071283874585,0.04777861113068945
FGF7,-0.0028384610183740497,0.0394429842715629,0.015218574851009222,0.04482351576251093,-0.0223363899982518,0.0018334057962847298,0.055035932997660034,0.05366249026873055,0.01283860999011044,-0.0127389165260275,0.04949796864987354,-0.009926925631013
EFNA2,,,,,,,,,-0.016629180930141287,,,
HBEGF,-0.008738098970141156,0.04156306961174716,0.04872617871864179,0.0435777991695789,-0.026511659203849312,0.031796645352709776,-0.029791746503330326,0.11528110236734539,0.027207329482502464,0.007479875035326399,-0.0014751597828257179,0.0938780195570302
CSF3,-0.03514686137387348,-0.017887845651852648,-0.014188929336476069,,,,,,-0.020065188639295708,,-0.022748421436162857,0.13901203947573307
PI3,-0.041636698431881856,-0.010238683987954775,-0.01597692170646869,,,,,0.019017970644794394,-0.0688181751964308,0.05153870835698135,0.03318379377193874,0.05502680356589139
PCSK1N,-0.03758025973466547,-0.027599475345714344,-0.04169758880411119,0.010684204558805765,-0.04326808816886495,-0.028595722845553048,0.024070620577784505,0.08154584582114915,0.04736361081108253,0.04057331520717619,0.08997359259577324,-0.06583981719237285
NTS,,,0.00452196046340237,-0.016509764032692626,0.04107472972092003,,,,-0.020259501353068407,,0.014910854070907049,
SFRP1,0.024277687851125412,-0.01309478064966469,0.09791817167822675,0.044304357581295355,-0.01844403900820663,0.0043140787731852336,-0.061323315806541524,0.0019028021524067874,0.0903874689334578,0.08866588401761374,0.0033278125378418057,0.020686919749332233
CXCL13,,,,,,,,,0.06271616486252174,,0.0990273506010527,-0.027671730176612713
MICA,0.007382089114579683,0.015951630163548405,0.025889048476913812,-0.011879042284691249,0.0587250668036386,0.10612116959835632,0.0043645347663255575,-0.05587866562602965,0.028205464848140644,-0.0369059130327592,0.03966154381631372,-0.04071993534972035
TG,-0.007048403169283568,-0.01413134298265494,-0.017124768254346213,-0.01394582526681146,-0.01334787080034162,-0.026843927359043635,-0.036410740112891325,-0.0014178529799255752,-0.02495179061258598,,-0.018722300407418534,-0.030494389854143728
ADA,0.01710946649516571,0.047581085635628906,0.020645863015810388,-0.0384882896738192,-0.008363459234996422,-0.018105203396257583,-0.040102965996498346,-0.055073141858426544,-0.05270787716152872,0.0369736749695759,-0.04180199414341538,0.09132279369417365
LAMC3,-0.047276957019135285,-0.005056236558426138,0.10918259427836002,0.024217960315356026,-0.04970086480170222,-0.04551270480149483,-0.12176172306790571,-0.03371178427884742,0.06103485660135039,0.042831806600940485,-0.029974594506467618,-0.0372788917875786
CCL7,,-0.010216938398398705,,,,,,,,,,0.10689096194797564
NGF,-0.02024910593968963,0.027171005113632116,,,,,,,-0.016405656761747614,,-0.01880178401222085,0.015130423619172682
TNFSF15,0.06442949956115857,-0.011377060610672897,,,,,-0.03356148527009892,,,,-0.014126379169648328,0.08091397189795053
HMGB1,0.024981133108373327,0.023172060832606818,0.1224117489317949,0.01015319512183249,0.026829964507076632,-0.016734551522312124,-0.0040783315838423245,-0.15451950554671717,-0.008326295652510368,-0.09595116929784124,0.05208688394241597,-0.02438502622521272
ITGB3BP,0.04961690575120658,0.023647900325302916,0.09338259866136743,0.00857241320119999,0.0459767206670521,0.0004558410639011023,0.05093984364288842,0.04394142227504397,0.005038881727749444,0.009988482088094894,-0.05999465027725012,-0.015278929886984028
AANAT,-0.020068679839078167,-0.010351962688581613,-0.01279879824118002,-0.012541562162100086,0.11555943433933033,-0.023971490316271986,,0.10256762417958185,-0.0046223262434291435,0.06573361919051202,,-0.020830449788079287
RELN,-0.03491383781466132,0.07887248753448194,-0.0375556897911496,-0.016361025122262892,-0.01860024611942205,-0.026538508844300587,,,,-0.04736613885028999,-0.017063135128338854,-0.04336456787344014
IL15,0.029872328680623107,-0.00034667656298562895,0.025947292668667063,-0.019652923185837667,0.09807929013321429,-0.022232449324082904,0.001472051315381421,-0.05899137278446108,0.03430682169729145,0.008915991490194059,-0.03445858648327244,0.053924348307281766
UTS2,,,0.08019839652149657,,,,-0.03473744830287451,0.00661518802830337,,,,
BSG,0.026152332418456263,-0.016827266325075092,0.048847568871539265,-0.02977706122159878,-0.024826617410022494,0.006182985573345503,-0.09440056295510874,0.18626613378336843,0.03554009357315517,0.06816069081626382,0.01038906835502654,-0.020579274985792612
ADAMTS3,-0.047421166629312346,0.008902792724244681,0.05443880021878859,-0.004514021432962085,0.10029685098140469,0.04988463501084643,0.014442289139859213,-0.07003968770389904,0.074317435430592,0.0633800077782831,-0.008061609075225188,-0.013660445263716176
CD34,0.01686849599450441,0.025859809971184224,0.029952514084384662,-0.04310575745666248,-0.02878735790911206,0.03980304377129916,-0.03243639066980186,0.03591013950030479,0.035960825931771516,0.06962474689627769,-0.019212138246665074,0.024257574985265207
CCL23,,,0.038473623863392196,,,,0.10965420777299172,,,,,
PLAT,-0.0021498118492295324,0.06047868987884414,0.09499049389567611,0.028712239627836103,0.02773133503882241,0.04375938810228917,0.03956386588894668,-0.03127640977284996,0.07774335357516395,0.06358349568326503,0.012322938982886875,-0.02736377883580903
NTF3,,,,,0.02058984892919371,,,,0.044907777070523014,,-0.006496657442730213,
LTA,,-0.013094780037070269,,-0.012078831397289583,,-0.006521917563299376,,,,,,
CKLF,-0.010061263189726735,0.049188750032642635,0.09272271161510066,0.05983137357020048,0.026897926532374182,-0.047717363354255346,-0.016957788839047305,-0.05779413485112199,0.07062744405929115,0.03551352089482688,0.04409718943253607,-0.02173295237460559
CD24,-0.030837221252244355,0.02024012080892414,-0.0007036203307461916,0.04898276481750137,0.014177067707242913,-0.006425693490204246,-0.04197793377086668,-0.12551503410406067,0.00391699326111723,-0.004936904433202032,0.039897435347062124,-0.023334389104339867
HSP90AA1,-0.021005279268124722,0.01854978160635185,-0.04628698478748099,0.017083039857962858,0.045182612409944055,-0.07178034410612097,0.061024243894350697,0.05667126006973367,-0.07730358641084621,0.005729705628612175,0.053378668235224504,-0.00934652668268553
BMP4,-0.01800682670450009,-0.0015125415902371912,0.0764786734061219,0.06293962323837073,0.08552731216247048,-0.01894434542837242,-0.07004408199963827,-0.03868154423568907,0.04367790704535228,0.03087912082531898,0.011619419074000919,-0.015557297025990886
SCGB3A1,,,,,0.11870781257703683,-0.015513511041493913,-0.03908201217252589,-0.04233981866028888,0.023174530725401248,,0.025699137429683255,0.06291759961465983
IGFBP4,-0.0761311700566999,0.007538996746375948,0.04879089399388454,0.011735178815558557,-0.04666878343328513,0.004605203188967008,-0.007280487591332039,-0.028093610655222732,-0.034366379015976285,0.07492549451053748,-0.036479370805957916,-0.026226509676579263
RSPO4,-0.024736358920112014,0.08254116165803574,,-0.014048416255586268,-0.012978496417972536,-0.030839911114556036,,,,,-0.019756569106583882,-0.026266372069845216
LEFTY2,0.1170315344461145,0.05481453789698314,0.05016184366009729,0.04055353650532231,-0.014231080052805652,-0.02744571379462718,0.01078008847008751,-0.08077605649152723,-0.01912057035204158,0.0815495982616659,-0.01242233694625094,0.009170838764161773
PF4,,-0.008914077466914215,,,,,,,-0.015241795614303765,,,0.02860515085332424
ANGPTL2,-0.004169258096444025,0.01619666563798626,0.08855487937905758,0.0018179722734524386,0.025824290942946623,0.05994021379509404,-0.01605993494207123,-0.0831786430467012,0.12125425369443811,-0.011717604617158801,0.00850768567684586,0.0016877073139095892
LRIG2,-0.011870218248946436,0.014736994398373346,-0.00034413099551140346,-0.04647962084074076,-0.025382933267443692,-0.04107525194469057,0.043848803851525224,0.1121696008407408,0.05599970320609752,-0.005499103846606887,-0.030359631534473772,0.0320506850742992
ICOSLG,0.06344122856253134,-0.029837311061531497,0.013446520289629348,-0.02147664023963652,0.02428776575942204,0.052563076287945695,0.038935188179719034,0.08251457611421997,0.10131416202114146,0.057451633165784784,0.023284996421885792,0.128771800746515
WIF1,0.0044972047451328715,,-0.06737962797646069,-0.01084083007810784,-0.02442284312242455,-0.054128165640051906,,,,,-0.01836564464351092,0.05538121339206388
NPPC,-0.013726024799874623,-0.0138279324199646,-0.03446025779608331,-0.02114701495222601,-0.018036933907264942,0.009403963374830385,0.02531748102288681,-0.052894337035893566,-0.013613548568399806,0.02954353619947731,0.010294704256806186,-0.04944872582414912
LYZ,0.028361860608715712,-0.04624448897636579,0.024033299539792382,-0.026235483893960663,0.029053504804261873,0.04180919389229937,-0.05662507895566051,0.02733711902187812,-0.0005017558534933934,0.04661679003653837,-0.05474288405331579,0.04006652577182927
EREG,,,,,,,,,0.024048865574825076,,-0.02460713991939781,-0.02368899704662544
SPTAN1,-0.025430960187364328,-0.03467772053514681,-0.039035422442015445,-0.01153552451680712,-0.09564506358387513,-0.010878131466391543,0.013575003948205972,0.002414963807088224,0.01651566549572311,0.007229094614175444,-0.004451503174276679,-0.04097780179816719
PTH2,,,,,,,,,,,-0.0314195266212596,
LIPC,0.08115907182770996,-0.016019261104936365,-0.033475077516513824,-0.0029862774525904094,,0.03499741072857745,0.07603121170575962,-0.03813494052502034,,0.05397291331629905,,-0.015980300929482327
COL8A1,-0.00017882204145321535,-0.012876630790038526,0.08066276270920614,0.002164088796946025,-0.0032547620756333095,0.07177790690776062,-0.01470667719232146,0.10518630566223373,0.01464546746182857,0.041236564643998316,-0.014143408638102024,0.014968498477275
GSTM2,-0.04918218995974899,0.015154143405089797,0.11150920994517408,-0.023653002444717783,0.0009942297354220825,0.030470939421436527,-0.04456786846293857,0.08073523447654501,0.011846717377584312,-0.04197520862728751,0.01333662782448459,0.01984895020051185
IL4,,,,,,,,-0.036453363615517334,,,,
SPX,0.015324161108471257,0.06532090557073648,-0.044886556961266436,0.012117325601439483,0.012757662636792228,-0.035358241316845965,0.12717294308651317,,0.003333532868319446,-0.08030322889517166,-0.025664629856460456,-0.08099409319606142
MFGE8,-0.030276067481597856,0.0016701867727632884,0.07025283943371881,0.06230162725445797,-0.006452641803969272,-0.01430206730847185,0.013402585779917629,0.14435750224034538,0.033687437413176896,0.08001651423051628,-0.05708293146172212,-0.0046377805412651935
TGFA,0.021234512507364307,0.024495664077234053,-0.019903042460735928,-0.04311965143103462,0.08138450972030357,0.024696933135431236,0.040739920596204085,-0.05595632199034734,0.043511419848807756,-0.013515688848818465,0.08041495291714476,-0.0022411948468799648
SLIT2,-0.003845666660341069,0.029693430100064495,0.004609352829678392,-0.020649396918192408,-0.026609104561189267,-0.05000932855031837,-0.0304346411685891,0.06801817395581504,0.0676170974571386,0.07143599797539975,0.018670895732782012,0.09992800886451407
PLTP,0.006331911789440602,0.013149582087239224,0.028585848345899743,0.026482176093742534,0.007075614186150248,0.01977971121672598,-0.0036533295465413606,-0.0045510907425729335,-0.014892249566564597,0.06163024655999096,-0.023858122716970395,0.041630943882342696
APOD,-0.08009586193168687,-0.00347044323571066,0.07010370297984331,0.015496250712358372,0.052190075050921776,0.013842194821037677,0.03434965085271449,-0.02234001120083143,0.069300381487258,-0.06838006000434778,0.008806858419544532,-0.08178991777231767
B2M,-0.02778147591173063,0.06530308728960775,0.09694167662310396,0.038554587317650164,0.059294816559720964,-0.006036526364746342,-0.07063988735113104,-0.019534694448172102,0.008381097687694121,0.07515916125183905,-0.014384225471054364,0.054397265887977025
OMG,0.029029091589210052,0.041381515121143235,-0.0025899495302711597,-0.008326286244543997,-0.055124967876875146,0.02311708927743675,0.06536424876135614,-0.07657879191817578,0.09544361515496534,-0.07567997396821302,0.0004132256355803933,-0.045740583537045194
CXCL3,-0.015161982304748151,0.04015517246934013,-0.01680421027506076,0.03250949193905776,-0.013884247815644138,-0.016011391483765347,-0.028836806598184276,0.01926205416077535,-0.0026320545420149975,-0.016051726649990678,0.00021879800407217497,0.045510280713405765
CXCL10,0.019051568779133894,-0.027841570038022123,0.11071701103062101,0.08167783460857321,-0.02109118864367454,0.027209371715450792,-0.010867206042615731,-0.07857148920948173,-0.02044366646180887,0.06715283667322035,-0.026995533633741204,-0.024901445130490883
RSPO3,,-0.010351961923688775,-0.021016305360307484,-0.008244038956221915,-0.01579665143449286,-0.01673159551119235,,,0.007387334592449547,,0.05880126428439387,-0.01294835015978216
CORT,-0.027733816609946,0.0027747162838066483,-0.03637342500573077,-0.01806023526601308,0.07533390752652941,-0.010070383137080644,,,-0.01594976442928065,,0.025110708911852433,
NCAN,-0.014031377560937773,-0.04833992681637962,0.060490293047693516,-0.04574951475183185,0.020563617127916604,0.0861345779371627,0.09350682316823289,-0.003996822495528914,0.03243542357362236,0.042792341088669965,-0.008113421910803232,-0.1257980174860888
PRG4,0.007323507442638667,-0.010216939990556891,0.022993244187245018,-0.017953318273730586,,-0.019562000987350957,,,0.07985954215251924,,-0.029886869739854213,0.006533717907821278
ZG16B,,-0.011858008388156682,-0.01965611946827002,-0.009597728043126651,,,,,,,,-0.01755338325990497
TGM2,-0.06644087886934431,-0.03264594139466516,0.04084422004892784,-0.03474487519614801,0.003425393690639383,-0.0481380614162028,0.011041552520091369,0.15911886324400776,-0.027506185052471627,0.022108744856229438,-0.06516791956429484,0.02767446145791856
VEGFC,-0.006419403902773624,-0.018209322748325273,0.00905832125808021,-0.004046117838284758,0.001549073313483931,-0.0027976222412074633,-0.01357403966925635,-0.041322441308093476,-0.004293201716398411,0.06143823747084906,0.0017222536509352607,-0.008973387922542625
WNT6,0.04894828384445723,-0.014131343569395797,-0.01790305014629369,-0.02135940143176257,,-0.017423398053523543,,0.04722192328519659,-0.029643350086224582,,0.031746731498803075,-0.018137911302476127
NRG4,-0.025668800933213807,-0.012434483351348103,0.04416122697296634,0.01117660075017392,-0.05131028997738074,-0.023290103299000466,,,,-0.005030899400488793,-0.026089062103036183,-0.008488770632360153
PMCH,,-0.017229188094485138,,0.005381995717237943,,,,,-0.022378372797331677,,0.00975412458369138,-0.03493165878039617
COL9A1,-0.03998878899662377,-0.012986910320681399,0.07799812922664869,0.039433634270590136,0.01370574299171609,-0.026538519023505784,0.052139496476190796,-0.06060989313424457,0.02630772154589467,0.009236300484262718,-0.008959587604798912,-0.008058578551469704
GDF11,-0.007307444105850997,0.028820795441586954,0.09100889712018811,0.017932226269026918,0.01598554589293496,0.03574891535037536,0.03588977017938462,-0.05700127334916271,0.004992342848785751,-0.0011536938032401759,0.041126250732995716,0.02487105950128166
IL24,,,,,,,,,0.17690290860551208,,,0.033642076406205285
SORBS1,-0.07264291046835306,0.014305142110011687,-0.01126119628047355,-2.9396091860307526e-05,-0.008990646720019617,-0.006974624833363433,0.03618068250589451,0.03991887626999104,0.027621200586367373,0.03935140340184961,0.056985901550421436,0.03004173974461736
DLL1,0.04221852809255462,0.0566015367417969,-0.00916112820802509,-0.024503015283133426,0.026974179553925663,0.05761816072597679,-0.021013996320733433,-0.010353867472347069,0.04184198221912227,0.032983322129977344,-0.06295371058174178,-0.012121250956595168
TLN1,-0.04901801840789273,-0.016259623968512348,0.03534876177870029,-0.0360989150987006,-0.024664538018633157,0.009448258148139146,-0.012043038042274674,0.1693049828899716,-0.027771470120209897,0.08272107978753002,-0.05477856720131017,0.04562921874043749
COL2A1,-0.004087408599224045,,0.005868142166660741,,,-0.016254849542989495,,,0.005882616966586382,,0.018317844755700766,0.038294649630356406
SHH,,-0.010617078129371649,-0.013210155590084018,0.03676727601364941,0.003999108292088188,-0.015513509685516473,0.011646418620533798,0.1837552857927395,-0.0020614227853173145,0.015161078709085308,-0.006499124933356818,0.045866539519911424
PON2,-0.01653700120078526,0.023073578563239022,0.03326656153008642,0.00937512309702641,-0.021555711582101053,0.10455255033788216,-0.016344470041646582,-0.00769060672977697,0.05263969935334149,0.04824150110497674,-0.04235792031674146,-0.002451268228761363
ICAM5,0.05079954256333634,-0.01654746982427251,-0.03283708020797892,0.07195900327594341,0.019671460740247313,-0.03029704642297445,,,-0.03790157292820442,,-0.013180548618348342,0.020340574042641543
HPX,0.08139535850227589,-0.02583279546273187,-0.02447043945373748,-0.018834946437892852,-0.012978496993244864,-0.03943224540884032,-0.02883679151138682,0.1199182318990453,-0.04819561590443582,0.046306015732477515,-0.011714856804580034,0.14595507511300992
SFRP2,0.06960275731931799,-0.012091701418080523,-0.013411326365151069,-0.01569769618756278,0.04497365109927863,-0.030433535886130295,-0.008196475047127743,0.024044933241549025,0.11508285681383733,-0.01951356259700773,0.012863732646164906,-0.00818136522222662
CFC1,,,,-0.012078832127275759,,,,,,,,-0.024135531638497115
CD70,,0.03656833317390582,,-0.022531251105919956,,,,,0.004255319071025826,,-0.037992266946043525,0.016454081922621204
HP,0.020388695588632974,-0.052170744366393386,0.07328561339402954,0.005107831388239891,-0.008635794595463809,0.026895933858713795,-0.04900787761132872,0.034868138471020375,0.10316455551473697,0.017576693909679687,0.016259064680512553,-0.00948516364512184
CXCL2,0.03874329958261103,-0.01650546094276372,-0.01943711316680663,-0.02143931293469674,-0.002426418760592013,-0.03070496425422961,-0.051756015406170294,-0.05161325868578493,-0.025160008836202907,0.03510306055279199,-0.023204079264351342,0.02190083613105091
NPPB,,-0.02114313301267076,,-0.01057671664089711,,0.04772404576628565,,,-0.04372528331684092,,-0.022450444169144063,
CCK,0.010178638673769792,-0.0112391435400888,-0.09237440832563273,-0.0643687780559619,-0.024318063948271684,-0.043443504457178005,0.05073161161704412,,0.028281425155486168,-0.016215225450757466,0.008445573678540551,-0.019609360357627535
SEMA6A,-0.014826949314741626,0.003879671631581593,0.029784515053767665,0.028009290970539582,-0.012336386223854757,0.04734087107824464,0.03325344761893683,0.07897115833300844,0.09524805454987709,-0.03917979112814538,0.0073998306469264955,-0.009531361312848662
IRAK4,0.005087138382606789,0.02976782891355196,0.021131648946272223,0.05606437487016924,0.014008010204850202,0.06826977694232043,-0.06970273568175026,-0.08108098479172106,0.035599178127497653,0.02332457481763814,-0.029614657415349827,0.04170747197353262
GSTP1,0.10818094959458703,0.08476705005172178,0.06384207667413128,0.043974593241140426,-0.0013445248473963399,0.037384856521028915,0.00853254389593505,-0.019485766594198064,-0.016025694320526217,0.0211908557081993,0.008140465406868998,0.009534865513262844
VCAM1,-0.033049032484190964,0.026768457124088627,0.07964434183484022,0.023783373394199333,0.03769744452618462,0.06480514670421357,-0.055871557684660685,0.1422342481319287,0.008952302289830192,0.002087267541358653,-0.0527344531339719,0.009417827170574272
NXPH3,0.0055876462629528435,0.0010396147765971769,0.05867530574024402,0.002736726337185051,0.0062170921531136455,0.012768729965892867,0.06296121757420291,-0.035756594055920986,0.027285904444292644,-0.0016682088067209505,0.017591870266447093,0.029129126046669493
MTMR4,-0.007234471281585424,0.04402271781201485,0.014962640263025895,-0.04251585978025473,0.027444404285218726,-0.009862018522769371,-0.002128142080853065,0.019463834853633285,-0.003894571889633925,0.026211687669707787,-0.005113469730145944,0.07255551956679693
LAMC2,0.07604303689294686,-0.023731033618653804,,-0.013314906268114966,,,,,0.06427847245631134,-0.001325442151122073,-0.014580228104985526,0.012234612754647036
IL10,-0.037189432489431136,-0.0150911538845724,-0.02205088335875775,0.018251956020384215,,-0.017870442129455245,0.034877876791973225,0.036401994172932564,0.08195852177066003,0.1005056130364336,-0.03630775081234268,-0.033664735152687655
SEMA4D,-0.028249879871842146,-0.014592517883793142,0.013595984331515968,-0.014640992297758894,0.0017635940039297947,0.007051002442387855,-0.09130619408807267,0.0026390243205224617,0.08928699068573193,-0.041420353406988256,-0.0006053478895839005,0.04323874281481704
TRH,-0.03296935652368689,-0.025167686956256777,0.014668332364017177,0.06727023047017001,,0.01095968370634265,-0.028531173304213866,-0.01855448090118513,0.009234534733839894,0.061382556122919624,0.058586317664589195,-0.017466876073485252
SEMA6D,-0.04300673274232925,0.014271409991214687,0.08635928298247257,0.02875118174195564,-0.011056921266529888,0.0007837967162970194,-0.027052733810188925,-0.06255878465941053,0.03114295874503564,0.02465694064475563,0.044289727945156794,-0.009258913546859716
CEL,,,,,,,,0.379902230704655,0.010018732623430261,0.03158712264162174,0.052634105038872406,0.09685166949647078
PDCD1LG2,-0.006558478907691372,-0.04590703926696991,0.045167162192598816,0.039850500243694506,0.034896190993469384,-0.019118265229218973,-0.04449125822820531,0.06822909721939527,-0.01227823286545171,-0.01911348580772418,-0.014859206652701282,0.040919041173161266
SPINT1,-0.03629329885164911,0.009490684719571263,0.007132749514143045,-0.02313174002700175,0.0876131813202199,-0.013337010793449438,-0.04785544131878083,-0.00038835689298826083,-0.01052890123106167,-0.014797466375553072,0.036432785917499565,0.050942368931388086
CTHRC1,-0.05183140934923114,-0.01138691467861924,-0.007370792131762315,0.006193635264043773,0.0013343404998954773,-0.02097875379418122,-0.09009218187429041,-0.0933217802044887,-0.006861652979760745,-0.020936705085688716,-0.02239964345737431,0.0018772490114608846
PODXL,0.02472408092306975,-0.010283112577711431,-0.0014035872532964422,0.0018007270866904443,0.009150071358231007,0.004607345958629688,-0.05737679481336379,-0.010541317293852001,-0.032010633112659996,0.0847432258584779,-0.015113292730080542,0.03197212713242201
JAM3,0.025840712044925135,0.0034217889711466677,0.05022830978697185,-0.02852271058165583,0.03203863238453467,-0.00429923025754675,0.025022354484345383,-0.02883578545849607,0.006533667281990124,0.015812477116065617,0.011936635728098603,0.026082935754736986
TGFB2,0.03823635895733575,-0.0036872316413310534,0.03408749312345854,-0.021566057423381815,0.016927611166615095,0.004922380574479669,-0.05091172371557488,-0.017539448722395806,0.07039350922439383,0.04539543504188846,-0.017503779014673718,-0.015434466950847174
COL18A1,-0.09491123128072453,-0.03175167589845287,0.04083370543490659,-0.013439405554792123,0.013178389561824745,0.05745027654949886,-0.021949673553642534,0.041898899989897195,-0.0008592242234527698,0.10968298728415571,-0.020110873569934396,0.01724922767235783
NODAL,,-0.020909360902986306,0.09349903585341204,,,-0.027445710724522787,0.009234315736477802,0.04533765072604294,-0.018527017721944126,-0.017500892200138857,-0.016673584375369557,0.03970718121501857
INHBB,-0.04908158293953564,0.012470475298943566,-0.0227404469133716,0.06200867035179185,-0.017524535150763777,0.036508366559183596,-0.000851007311283197,0.03526377187600207,-0.027028309481759875,0.0034909272954636006,0.007907103941095624,0.06851718222569367
LCN1,,,-0.014746674264813388,,,,-0.03809866629714174,,-0.01749642487610058,,,-0.018423629155856044
ARF4,0.045945676058259784,0.06320616636013478,0.022145416013894196,-0.007755599465299826,-0.0193812086941058,0.030307455489063717,0.013729736128633674,-0.0464855497349433,0.04511489690409483,-0.014274598113961697,-0.048389142390908774,-0.024668199020938957
CXCL14,-0.009242412527900415,-0.0023722287511100714,-0.053316130356382094,0.01380379054547147,0.0005482166143760547,-0.04357150561798899,-0.038244679792839534,0.041125441996746635,0.019098701749840068,0.06992222090266839,-0.04536202216192371,0.005394148066230144
LIF,0.011383573357123816,0.022537424761322367,-0.011083435046624379,-0.00882138549843605,-0.015386304478607438,-0.022753782002860004,0.04543968420388345,0.2051909471597017,0.013748774063291138,-0.049527462049192575,0.005902437244913299,0.08086591482880869
IL17B,-0.028017671336149012,,0.03834805196586706,,,,0.02462345545157962,0.0674587442625756,-0.028014513602803152,,-0.020743488306167523,-0.020830445604754957
