,UKF248,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.03896063227926971,0.0666472400782854,0.0566981475101802,0.08709219182788268,-0.014005574094578137,0.04269146080819054,-0.04425322169618787,0.03182585227505534,-0.001378402264076807,0.02527045370247044
CSF3,,,,,0.09706871698475102,-0.045165689410956854,,-0.02548901594143272,-0.02160306528236087,-0.03952766727340939
PI3,0.044272027514701814,,,,0.0007732703311159021,-0.10153362761198452,0.036563246213371176,-0.08704109667857053,-0.046936283943712936,0.0025165199647980826
PCSK1N,0.014596136115341203,-0.017794382903504168,-0.12010407285677328,-0.0038769632884068273,-0.0037208058564799987,0.03153232623227975,0.0005759857099941142,0.022943732336505415,0.06741755792266432,-0.036553113853380975
NTS,,,,,-0.03872964895121594,-0.017831710397708037,,0.04381923336492027,0.15645176779975178,
SFRP1,-0.010651804546354473,-0.029300350988308136,-0.07401017231081208,0.03853493457913266,-0.044899487061163944,0.05152982612620063,-0.006404370222843278,0.06647679805917939,-0.03124779956534974,-0.04931394752116188
CXCL13,,,,,0.060310474394006004,0.03744537372112663,,-0.041577889159408944,,0.07962767151778753
MICA,0.005696010390663289,0.05810348655880725,0.07136292781004565,0.04893987610994018,0.005724257169098836,0.015651148081748705,0.06885673555421941,0.021093784948850006,0.04633031420775536,0.017573972033660106
TG,-0.009173707664632295,-0.0323689534574498,0.052141081438791495,0.10255479014928336,0.03679566323987569,-0.02196170065362916,,0.015305571380790238,-0.0009444933842123974,0.009964720452924168
ADA,0.04140875107356777,-0.012357272395983086,0.07954521466278064,0.09969073063302328,0.025686380212260145,0.02225412458887642,0.035744575580961266,0.015148730673981127,0.05888786241180024,0.08176539339075475
LAMC3,0.02743346760835356,0.027073760374029084,-0.024205795463601062,0.08386643397665175,0.050072983537574146,-0.007108822189000853,0.014042797132206467,0.04976037906592677,-0.014506678938935407,-0.006448526073210838
CCL7,-0.012544742632953531,,,,0.01140549637184143,,,,-0.004361961940611494,-0.052287299153285956
NGF,-0.021538700140325016,,0.019939387290743172,0.16479182504383963,-0.028736569869552118,0.04215061336087414,,0.0012119635779521004,0.004389140619915778,0.028681295625625523
TNFSF15,,-0.02983598112267137,-0.05574884124560236,-0.029522046237921092,-0.024257030914696963,,,-0.015828241307218573,0.04838478366037554,0.04757390188308621
HMGB1,0.002491236834240684,0.03062028040744618,-0.08380706511357139,-0.0829648745382873,-0.07748295150123088,-0.023340237065120683,-0.050812759465446555,-0.004255556262676239,-0.023201598365447457,-0.014517520120718082
ITGB3BP,-0.017534388768852202,0.02105532814740104,-0.03335589519545629,0.09018527952887109,0.012143722647607049,0.037318410949606105,-0.037693674452738524,0.02382758112547903,0.027095734403891923,0.06085411208832777
AANAT,0.001286580906521087,,,-0.020488064459118143,-0.0017109380033644,0.0009194510963694742,0.10534709559313066,,0.08014717536220807,-0.0024386223900160708
RELN,-0.03929266879068625,,0.05152787914363362,,,,-0.033862039305342324,0.018942822324137076,,-0.05501168174808465
IL15,0.049238239061337515,0.0694317405647987,-0.056591772214358675,-0.03463380286256738,-0.03999056395097183,0.03754747376973943,-0.0337200664420154,-0.03860995202045638,0.007847635836126585,0.044019691902770476
UTS2,,0.08163549639122931,,,0.09805267275887676,,,,,
BSG,-0.01049105121698853,-0.03827956814515959,0.09177394396623391,-0.0008519156119434082,0.11332575230851623,-0.01833771595495003,0.04247674047310002,-0.023142862362773742,-0.022747717386718817,0.0634950079533747
ADAMTS3,0.007719751701063095,0.02236831915252379,,0.08873280440079008,-0.03225580669918173,-0.030614170690146852,-0.030275365093508994,0.037363106246625484,0.0551405133959481,0.07350371651555496
CD34,-0.013604068854774705,0.003116347220237569,-0.004825557605303313,-0.03536126492595351,0.026860676565696323,0.008319094996690415,0.08241414643768163,-0.0020029921947448018,0.02415797660684147,0.07381628956819171
CCL23,,0.02467052356380716,,,,,,,,
PLAT,0.005475315604616397,0.0120322860528223,-0.016743056874654907,0.04160768401392113,0.04106033851777894,0.05108774189624182,0.004698931277080317,-0.016630920523635215,0.06991766979443956,0.01983754589237179
NTF3,,,,,-0.05540388903223043,0.0192998965715519,,0.039760099864238334,,
LTA,,,,,,,,,0.059184078207475566,
CKLF,-0.06357871341101422,0.08214560001076195,-0.009507408973324912,0.03658613461186879,0.01962461286895226,-0.00031890891259217876,0.057041638140944324,0.027101279227679208,0.026604604199962106,0.012830381200791335
CD24,-0.01258966386790287,-0.028652525119968315,-0.07398662637670907,-0.05008385652029369,0.010627802821870718,0.0510443901640602,0.02953754887710903,0.01150887690812564,0.02757258033757925,-0.03835802207044
HSP90AA1,0.010751499215816673,-0.06099923438276111,-0.04067676205108185,0.012771168595710194,-0.01998771155487755,-0.09309099135479514,-0.09312133850071996,-0.012790420776337593,-0.06242823249581851,-0.046937000756771374
BMP4,0.04766745728184834,0.028832144160220063,-0.10847212306585823,-0.047736792514696945,0.013977386544862599,0.12063285885010452,0.03931270369702367,0.04491110039268428,0.04852273214926691,-0.023072447287661446
SCGB3A1,-0.012544741378496026,-0.03474370004876898,0.02552637774536576,,0.05849797707745629,0.029665829042665702,,0.03346191453809744,-0.03858488968203101,-0.002589183512584375
IGFBP4,0.049712056773688576,0.018760893606643788,0.07080541448634624,0.049040853137017934,-0.041127774916224574,-0.020803383311026668,-0.020895188239515337,-0.0485602982910958,-0.009325493269238833,-0.009953222120476737
RSPO4,,,0.034411880103530613,,,,,-0.005091763742941953,0.13215435657085706,0.0873844330957259
LEFTY2,0.01777123030125331,0.01588060543962831,,0.13467029375654746,0.0001248778772130657,0.030645691996094106,0.0015786806651702074,-0.017062462905425086,0.13867270932038878,0.05278190877845157
PF4,-0.013013155454645703,,,,,-0.013415299843703097,,,-0.032235588679856236,0.018914603392354366
ANGPTL2,-0.000519768576042083,0.0012857249813727771,0.07924277106180032,0.02581239863294636,0.010562836700461067,0.05330948595183316,-0.0017919375320280863,-0.0008969537663385159,0.0173181931474906,0.013177448891515176
LRIG2,-0.048565447707202544,0.03520928816352555,-0.11982118633239816,0.032995405960199724,0.012844833011214333,-0.012659135934081614,-0.011393606649068622,0.004967312127543332,0.0824199676146642,0.007689683440194924
ICOSLG,-0.0038993501603731763,0.032484429198935516,0.08813505786058388,0.11905592985149928,0.00126602462999151,0.0373875577747429,-0.0213292315448763,-0.022865042831766956,0.007403720113473149,0.022303603768702246
WIF1,0.06582195426069247,,,,,,,0.015640229716539458,,-0.03099321125244827
NPPC,-0.019344462077438368,0.0652907568810507,-0.0339754898146794,-0.02453232430248457,-0.037144147410118296,0.022885350764724186,-0.006567192399113739,-0.06712384112000801,,0.003538173322519812
LYZ,-0.020920966051704196,0.01258944527737661,-0.04465387938504394,0.0901144559158112,0.01222167953264346,0.034539435102770466,0.04536248888488254,0.004036389063012985,-0.010092613816997118,-0.03138611543262856
EREG,,,,,0.07307433999929963,-0.004002493234330279,,-0.027571661771727426,-0.039179757623770524,-0.027447647982916497
SPTAN1,-0.018802225156576122,-0.008217075645837117,0.06429080762482386,0.012238985785394826,0.012618625194932577,0.05034022467182534,0.05782727307191276,0.03334945497396616,0.03246101401627694,-0.04372492419368501
PTH2,,,,,,,,-0.024548046954243015,,
LIPC,-0.01593152271662311,0.001527623408340983,-0.03300634088138238,0.010766391107785597,,,0.07746070302910542,,0.044572912284905425,0.07700072080446697
COL8A1,0.034934930679236094,-0.011395300477955195,0.015143553025009719,0.09601498139000003,0.007575560356121746,0.06195121674406127,0.03848526744945988,-0.036279664388044294,0.004145337792256503,0.1145038179042102
GSTM2,0.014203319820868199,0.04169380143802157,0.01098237746572452,-0.06172081360206332,0.002801490561858982,-0.021073356935545778,0.0016637402298583963,-0.014329424324771512,-0.0005505482987904344,-0.057148044387022444
SPX,-0.025766720992091454,0.01076060590888168,,0.006678589324515855,-0.025087049216967656,-0.016656809480628813,-0.015368252131421357,0.052409826060781046,0.14156009490831253,-0.024145972573091295
MFGE8,-0.0095904823271451,-0.025031007203529194,-0.04311633788129725,0.04889639316098693,0.08893984656572053,0.019776710916232492,0.004123913271256733,0.044675849821067065,0.002834497628450822,-0.0182565793880953
TGFA,0.009063086150953832,0.12685949071810904,0.008179928559167146,0.043985599246690425,0.09691195076229663,-5.885401952737377e-05,-0.049497580593762164,0.043052784840247445,0.08502428568151163,-0.024830723629566114
SLIT2,0.06305794850844505,-0.008044508207359479,0.1525683391643279,-0.027743889212888704,0.005253832298224378,-0.022846933254247054,0.0017160613290078393,-0.022675049035072357,0.026794405003199896,-0.07590021128980766
PLTP,-0.04608156020295382,-0.02047284469371016,-0.05361558611515986,0.07039439203675865,-0.0806971980015528,-0.03803880678040079,0.03435333337398674,-0.007195709415285434,0.04593020108631928,0.01371724584986056
APOD,-0.04793537926916811,-0.049990975271080956,-0.012925498014728767,0.06698512777285728,0.08202741630491708,0.0978887584562869,-0.07344036366278313,0.055274353491643995,-0.06975588267309513,-0.03659175782535074
B2M,0.06995400898769275,-0.030342166332584918,0.11264622635774897,0.138678007983169,-0.012917932273505113,0.004577803818123938,0.08274624309405353,0.009524904768271406,-0.06589850636038802,-0.004460730024633993
OMG,-0.033014465687949815,-0.021598552395911838,-0.05470271246125694,-0.004940467766510788,-0.044424372296904435,0.08669882636203068,-0.05128924500637522,0.012881898161833733,0.12590015551738498,0.06358963559980374
CXCL3,0.03193270945552755,-0.025635767022149307,,,0.05666707965795767,-0.07059447051199412,-0.0190679637282422,-0.05034260057671362,0.010456827966363245,0.018838882496175543
CXCL10,0.03183619405161974,0.01957864189103637,0.05365016108465817,0.008995407702637705,-0.025693724566118528,0.026211497083489795,0.01460749576794194,0.020676685823165366,-0.0389820912256982,0.004088168506388822
RSPO3,-0.017040437227167086,,,,0.02387996192051331,0.14867583025168438,,-0.009003819686393365,-0.00488124150882677,0.0006801431348190728
CORT,0.020772402417248533,,,,-0.028371918408719592,-0.014038429439010945,,0.060309199591465766,,
NCAN,-0.01515492079850564,-0.019218786919998485,0.1299668005286267,0.012396128986127838,0.05285112246591991,0.09575332982888984,-0.011740942281662406,0.0860459055389482,0.058199356473295015,0.017305958255049086
PRG4,-0.018865794757603443,,,,-0.027252535025757148,0.1357079861008101,,0.006198897597558039,-0.02514427677974137,-0.002829455740808856
ZG16B,0.002728384865926835,,,0.09691933980789899,,,,,-0.028644934054885916,0.029750429294131398
TGM2,-0.007631953631560288,0.0567372872189512,0.0008294264287444732,0.08168812741537149,0.07265750380523035,0.013741506358502435,0.05082990183514882,0.019677719606325604,-0.0012604937227464806,0.00947467821242448
VEGFC,-0.023953879651811553,0.028605144439672846,0.24623123283591639,0.017987754657481266,-0.032021539476023236,0.02904721928202457,0.06031682505127411,0.12584408518642115,0.04931716022431989,0.020677481426254505
WNT6,-0.020240664911688102,,,0.17534856973672028,-0.013372981232444483,-0.02609104857733196,,-0.029379044164043078,-0.03459464507197873,-0.021015790731699478
NRG4,-0.011554148379945825,,-0.0387935800006657,,,,-0.020195856284672745,-0.029232117125463513,-0.004683290010414929,-0.03160452588100322
PMCH,-0.013316777805092599,,,,-0.025290709827411946,-0.019696667550681283,,-0.016830646115773965,0.04135253865345766,0.009145161884553157
COL9A1,-0.004392109095041641,0.013817086771145369,-0.09385046289824421,0.025437636775870368,-0.009215913487061892,0.05949695572504949,0.013755107440361177,0.02379574418774832,0.08689893782507752,0.05614685644127079
GDF11,-0.0028614862527360915,0.047323267970588175,-0.06532098639385321,-0.010149088290122602,0.012029280157497414,0.04216331577828054,0.0033777385104270113,0.002418093804998714,0.05877132004666195,-0.027935351634212544
RAET1E,,,,,,,,,-0.025201286938067755,
IL24,,,,,-0.018856143818846254,-0.013201399708284472,,,,-0.03533280855641969
SORBS1,0.02815155939416462,-0.01455876439824638,-0.03463868165197918,0.002194174327587083,-0.016001823667956716,0.036234767400909626,-0.06204183133963989,0.014165327279432626,0.019991537153858405,0.019068204235358814
DLL1,0.0281670951686003,-0.02572682305346731,-0.017419897499592964,0.01631572289744332,-0.019195831331698596,0.056867696500532895,-0.026008909637829276,0.04433570283272768,0.1515298282569267,-0.029062920734168333
TLN1,0.028424362312451223,0.0038950318394225837,-0.05798038373028762,0.017785450574459467,0.0389081565024469,-0.01923627180190978,0.053691134079073756,-0.03051044039572466,-0.01344967644930693,0.027080437356699932
COL2A1,-0.016084303765168506,,,,0.0029039437566190963,-0.03440688604685183,,0.05939166347465199,-0.033433567671866976,-0.0284739814621597
SHH,,0.08952178598911072,,,0.024980421540703054,0.026234825618006226,-0.005817135892876735,-0.057622951315145145,0.07301214158489211,-0.014375383534424205
PON2,0.03881847600903511,0.06071695344924614,0.07105578622131957,-0.016287810047078105,-0.00441878786553848,0.08160853182706825,0.05310726301662678,0.03955184770578144,0.09341218324378682,0.05985513610279238
ICAM5,-0.022241455375335676,,,,-0.04434901079489454,-0.022830494686904967,,-0.06475623092320563,0.03201555038005893,-0.03180433569408825
HPX,0.017202811007993084,-0.025635753610066956,-0.050466807655491504,-0.03732619632916492,0.006454268949160032,0.020294123344878318,0.11967475791157464,0.0553420130334158,0.04499853377014344,0.031698770443331636
SFRP2,-0.01667826709369396,0.05644944431479069,,0.05042316060613912,0.032996437299951026,0.05115499321687958,-0.03033670588290963,0.011408713438326579,0.01692636612294946,0.07115190056805405
CFC1,,,,,,,,,,0.027222551199570698
CD70,-0.006679473530077658,,0.006409827100023883,,0.09269117183710852,-0.008408692950171506,,0.02032471520434297,-0.011248856392254182,0.003799256857824164
HP,-0.018211147353994442,0.010216882321353232,-0.018033870540247427,0.04664441561459917,-0.05434030183764898,-0.05090191645280046,0.01211492417275061,0.02333102286995425,-0.0343651896607015,0.05734196318714483
CXCL2,-0.017471640337369945,-0.008766750758292927,-0.013396913370262185,,0.06988546445532948,-0.0039946038586726,0.03970034322494767,-0.03306738300314184,-0.08904317079948527,0.051343770104881295
NPPB,-0.016183930516179473,,,,-0.03930810848644873,-0.0384854777803084,,0.032523948605058126,-0.02330361394934571,
CCK,-0.006365241410272129,0.08638208138576366,,0.050240535031391705,-0.07169130920005505,0.009769582571913503,0.059543028316287404,0.04356427456067353,0.025208033063733717,-0.021207255875903108
SEMA6A,0.013821521629564645,-0.017083336104335732,-0.06689577670786906,-0.09126863775090323,-0.04713944780062205,0.059359550017660745,0.018711703124184385,0.058947642731208186,0.02413769316198699,0.018530632064820862
IRAK4,0.02854349383043731,0.060696712922995846,0.044908508581366774,0.08672499562239055,-0.03493330008917569,-0.011957431423054027,0.02622147089074235,0.03064010599269592,0.12269315544443471,0.019815004425732276
GSTP1,-0.037869502995241125,0.0017471268805387202,0.011599958331798603,0.035884932188134794,0.03219656196767295,0.016154868216747317,-0.032919711943761,0.007818141233241156,0.06262665781129832,0.03564768303861507
VCAM1,0.026062757438765023,-0.09440834080582561,-0.010934961073738854,0.0033460363290717682,0.055624416558658484,-0.023428390586493483,-0.022709225657745816,-0.029113227410320654,0.08042262199917571,0.05383918045426697
NXPH3,-0.05492674202426173,0.019015110108326495,-0.10973207890097673,-0.003950514347105773,0.035662694906630064,-0.006424432072360114,0.00514979223064091,0.09920029487262974,0.14560941323925558,0.007154677284665342
MTMR4,-0.0031591148770221014,0.014325737334201888,0.007527287994981766,0.02374119119264428,-0.043071234353254086,0.07914673496003911,-0.009690546481350553,-0.034528505189122795,0.08585407049990636,0.07051598943022949
LAMC2,-0.01270269321221339,,-0.03879360325760281,,-0.023181908720241624,-0.017337142058654328,-0.019526271171103365,-0.016336767262756846,0.012724490234070117,-0.030433982908754327
IL10,-0.026839394512279065,-0.031792110878444975,0.03492375659434042,-0.003421263427304542,0.0708890457011877,0.15502931746531692,0.00797845583358653,-0.02122944781928579,0.04507091664829744,0.0470064071309618
SEMA4D,-0.021185794316648514,-0.05354997679695927,0.03434669613726305,-0.043949305518336125,-0.02040697470468718,0.09711951432669039,-0.07430617311529916,0.03586079252430127,0.052374090119706625,0.048287802187890715
TRH,0.05189121082940466,-0.07024553144558988,,,0.0009573402185709104,0.10918208670356329,0.05595911894550366,0.034391476389322426,-0.02610161039796983,-0.006808519885920938
SEMA6D,-0.021503019128653027,-0.0034077608503841296,-0.04013857262932573,0.02323909974142905,0.016234026684203925,0.06339327513667926,0.055986656339658936,0.009236512846847813,0.08229358703306378,0.02198791058443506
CEL,,,0.08707935619605205,0.0117909441842292,0.06484559468196852,0.09231645391147343,-0.03806284761890162,-0.0028955139364627612,-0.0014037913611492539,-0.032514558646574
PDCD1LG2,0.0048404691668027956,-0.02917159211701524,-0.006037476185348808,0.05313619638479128,-0.014796696593445992,0.061007339882027306,-0.049002121048366015,0.03583772876589276,0.04201246299265746,0.022277663713216295
SPINT1,0.0694943045586988,0.05671153270712002,-0.006365769486549456,0.02147386578486671,-0.03255450056743678,0.0037407828126439524,0.09580738332973894,-0.013277254555656938,-0.03285592254289515,0.059041523243539916
CTHRC1,-0.01046194263219743,0.014594178871479702,0.028686586202724497,0.036723734937444234,0.004962680560865601,-0.0063207367931813665,0.05167443876658411,-0.005603280448174737,0.033673872084877154,-0.020331139113351673
PODXL,0.03887161894708775,0.0006542595300111048,0.07219497613778866,0.04169506963936502,0.010543082888163581,4.257151303740752e-05,-0.006260637880380304,0.04513071529656482,-0.024440117802854183,0.03941617539615405
JAM3,0.023273370142312032,0.001753653613492603,-0.007818458539560987,-0.061832462016649645,0.06825359480608059,-0.014306920747088173,-0.02880860048439152,0.03656819725495289,0.010673997875920268,0.02196398000081744
TGFB2,0.04576287293271915,-0.0167045474134888,-0.042795741914164846,0.030714362374849397,-0.05818650694034593,0.01896082332265532,0.04235352220229741,0.05682871914846157,0.06360501900632999,0.0786355373934438
COL18A1,0.023311358790060552,0.030400738839799723,0.05671676094276182,0.04425908551834444,0.03966349363972551,-0.07487986718335492,0.03746777783103333,-0.036552487562768285,-0.015334624396866501,-0.015394952190952563
NODAL,-0.026100477331862503,0.011451854199530853,0.061565409452095876,0.09090558496968092,-0.012751401538296497,-0.01630683839614227,-0.02937377984022545,-0.018682318645152764,0.05841274075364869,0.00549732729676184
INHBB,-0.0301350109790819,-0.06847499921297037,0.05805976048007856,-0.027677637474928695,0.01633301649186257,-0.04228347926359698,-0.020655930833335744,-0.032369303631022715,0.08286145638643985,0.05724328104296514
LCN1,-0.012702696070371085,0.009470399075006594,,,-0.029982551482862718,-0.01539974631896,,,-0.02639536911556875,-0.021346842445141425
ARF4,0.06363013074192027,0.047474846917746095,0.11321455404258104,0.007703435238604582,0.0020375602905244932,0.04767046926708177,0.026666281227724218,0.007577727121763309,-0.006468966528046542,0.04023768305357252
CXCL14,0.04548617140633922,-0.038865834081111515,-0.010455128476881159,0.03472166842785889,-0.0692232129241358,-0.03916059371308371,0.037955469228575185,0.0016200319089002804,-0.0394855956290539,0.06976461888081244
LIF,-0.019135180832569217,0.04132531836159812,0.0020936255817478396,-0.043346202720197805,0.01368757848044197,-0.02972575916495854,0.012833258619488508,0.02941546904913348,-0.01714081675416942,0.02801121777561322
IL17B,,0.014128699553996543,-0.03704307960648442,,-0.009598594964013695,0.04153624287097474,,-0.023242540393431894,0.07021097552805856,-0.024135540105867468
MMP1,0.0018390026919549206,0.061962925936606024,,,-0.04122200619931516,-0.02538264502047173,,-0.016830644782889776,0.027698307984256352,-0.054013488344584415
MATN1,-0.016678269366508198,,-0.016362247369294963,,-0.02610519190845397,-0.027237879643845202,-0.01975176692519891,-0.02395393307959175,0.05882495531904038,0.13692984827117716
ADAM28,0.009885239303227373,0.004258070474162148,-0.005034164070646133,0.0824310671071142,0.0010681691677120549,0.005098072065519996,0.06499605908138158,0.004113480575656089,0.0385116299020448,-0.06175159001048214
TCN2,-0.0035308303542662856,0.024967597775318158,0.0027737671137673704,0.05779999880611175,-0.05285705976196438,0.05144925002368842,-0.002742023035455168,0.03576925461473671,0.02377214137622436,-0.00497809864225768
THPO,0.009154705819346229,,-0.0130744687898666,-0.023492815596596273,,,,0.014318017588173148,-0.03436520012221043,-0.0029637347051403545
CUBN,0.04602661689673423,0.018291548145499995,0.0023323801046800582,0.014230409841655139,0.01597129814219553,0.0431791511272631,-0.010985058067184732,-0.028902702626645967,0.11328326049772308,-0.02412814650163958
TIMP3,0.020457676591704856,-0.0011861850910420307,0.021067834091033282,-0.017116933769796477,0.06971342458348939,0.029184540866027165,-0.009506923668925108,-0.048730987554522195,-0.015900527066740583,-0.08243105164860488
PIGF,0.028612209752558154,0.009780127347639613,0.0018084075343643776,0.053443320705687226,0.06918234956793919,0.051727837558944195,-0.007056031293246664,-0.04233592996081302,0.07222946300187408,0.036931551515602234
CRH,-0.01488272081047483,,,,0.024892403715665812,-0.043199440336971866,-0.03329135550744818,0.08044292858601856,-0.017643657834042956,-0.025306550153013595
BDNF,0.024605407524810663,-0.031124596056011113,,,-0.06950339809409488,0.05774153607758666,0.09959821569921397,0.03075393073072145,-0.012562150027823382,0.07329120253347167
CCL5,0.04211701469702426,-0.044634884645297544,0.05559126161173389,0.07823911927626431,0.0028896611352549457,-0.023272211478950467,0.004771253314233391,0.018931244559935147,0.043761211872508844,0.0283558589331305
GAD1,0.01371247935681778,0.11124656793037715,0.0023537019174915868,0.15274928979521446,0.06655428218033967,0.09513208200538018,0.08898087965283943,-0.028463199414719094,0.05898215944211799,-0.045830624779768486
COL14A1,-0.03010014959258851,0.005583764153151498,-0.053912760496387074,-0.0055873794986888966,0.042619982150384934,-0.04360202711452368,0.06951922203044685,-0.07080204331956685,0.038356753928894795,0.040931309600491315
HLA-A,0.03457872983668086,-0.06338012651454275,0.01983582348549272,0.12422653273824805,0.063000342861346,-0.08743493654989341,0.03294430847728236,-0.04716147754992006,-0.08279957483229629,-0.06019863806886282
CD5L,-0.014882719088657393,,,-0.026816403413312227,,,,,,
FGF18,-0.013466170812705049,,,,0.028888279724371534,-0.02403905994840898,,0.02351300826040014,0.09909841791203745,0.0027791148217356358
ADM,-0.021622962832709407,0.03090461371193698,-0.0892242273633518,-0.04833435945701193,0.023517791954341765,-0.03305362703685438,0.04241863192230005,-0.04139989891986503,-0.003947158271531493,0.01295923067190901
CCL15,-0.02483049850501345,-0.025635767022149307,,,,,,,-0.022637926488029387,
GNAI2,0.00927998435744252,-0.06228681977063419,-0.012439520685285805,0.05446505688934651,0.05825673958510961,0.009976072033679992,0.021326559984180045,-0.04593178468828217,-0.004302022809101839,-0.008871778954393377
HDC,,,-0.00030726961995736495,,,,,,0.07112002609121756,-0.021994950095362387
COL11A1,-0.02461786011376061,0.06880277565373724,,0.04937994067954122,0.054104945317630965,0.015013495750404105,-0.05877861062068419,-0.03742806408697851,-0.008323250900627072,0.041821886518911694
NUCB2,-0.011732130697705102,-0.03684091096177726,0.11054214633495356,-0.02268078619072047,-0.05097677036619092,-0.044792773036020826,0.016109932104605512,-0.01555016684877536,0.002135527802210849,-0.04926956768987593
FGF16,,,,,,,,,,0.0008951888339085326
CXCL1,0.0398028350051005,0.026877054408873384,0.05293968464235361,,0.05160845097773089,-0.040352448357197986,0.007050179574142814,-0.016214248224426346,0.05712682359066879,-0.025440130069218293
VCAN,0.03955625136361841,-0.1307184801681325,-0.014107625047757647,-0.04352327148235011,-0.024119865102264115,0.036521398423307476,-0.07271150779320931,-0.024998581272924123,-0.05788109329646301,0.006416520345832511
MMP7,0.036965030989555156,0.05736902593141343,,,0.009385016059618941,-0.04253581694056527,,-0.01115989167629238,0.007081223790735455,-0.010763257123464357
