,UKF248,UKF255,UKF259,UKF275,UKF334,ZH1007nec,ZH916T1
IGFL3,,,,,,,-0.016190493483887593
BMP1,-0.016501341267152865,0.04381683784289493,-0.028920756165022616,-0.0017374684508225352,0.05607522480143044,-0.03131841904081809,-0.011221554714476258
NDP,-0.02148020423350986,0.028804547981863864,0.03849371925630137,-0.038931834985349766,-0.006403268918927231,-0.005062226653942523,0.08114960782887368
TNFSF18,-0.016415631263129702,,,-0.010647509681371023,,,-0.02731046794420367
IL36G,,,,,-0.01596859847421252,,
RTN4,0.08850641909098379,-0.045771762828312135,-0.055179529240641956,-0.07753218511507065,-0.030557130897136155,0.025330800768448954,-0.03403577043319054
HEBP1,-0.008071506333559438,-0.03757051192340297,0.011459039992966553,-0.013767160859475925,-0.031013417411835952,-0.047904062373168826,0.024712684867787178
WNT7B,0.011911021724703557,-0.031103842674829987,0.06214406458031519,-0.019909016148356204,0.058269639961110696,0.028876616668850864,-0.00909334347006789
PTMA,-0.00010412505726963989,0.044921928845835075,0.018384332396318797,0.012524950127550283,0.07250182048718448,-0.1628566754864774,-0.08484007763915984
FASLG,,,,,,,-0.014042009475109042
CEACAM1,-0.017949800139250103,,0.008375419819806008,-0.016745996129576765,,-0.04247584018712469,-0.019537393788823933
PDAP1,0.01923441539072979,0.04932671896007492,-0.017138346805538305,-0.007532097718899251,0.04450779977867546,-0.07410619734290153,0.023698810857534936
QDPR,0.05031151860054945,0.010849070860044925,0.002413919292337086,-0.012514638046780737,-0.0826274105011858,-0.033681703532420566,0.007057842348799697
POMC,-0.04254303135440426,,0.038653836670012084,-0.012354528249030876,-0.013767079344023624,0.019728160579168118,0.060776366869570594
CCL18,-0.022399654604380106,,,,,0.024066483657076393,
CCL17,,,0.09137602745980648,-0.013279517579130084,-0.014587768054550112,,-0.012727504396033207
VEGFD,0.03966823540761694,,0.06521165262085994,-0.014148202783512946,-0.015634162855913892,-0.04103211625677498,
TNFSF13,0.023568757718344303,,-0.01437615609017647,,,,-0.020738406091708458
WNT5A,0.03681904784228664,0.057703898345281834,-0.016992361572273854,-0.01862238702238938,0.0631731855788043,-0.04013635284104533,-0.024376965885796815
CXCL8,0.04014228249216775,-0.02798758569304816,-0.00520304572038851,-0.047484831131335545,0.066672270117839,0.022151769294905737,-0.02808474158902109
GRN,-0.010938140350367307,0.048929103726761555,-0.015710776812148403,0.02157502248173068,-0.003398849098789328,-0.02328231910379815,0.01782725895472722
MIA,-0.010799117086487843,-0.027278353459575345,0.018328663670852886,0.059244270392689515,-0.004801497898155558,0.03703786323392378,0.015524024396701974
COL4A4,0.02655093879167901,-0.03154179239633967,-0.012286862796930809,-0.013864227203243833,-0.020770145786371274,,0.009841009105342927
TAC1,0.05667734887517048,0.089601261328158,0.05659684380994729,0.013578186125325417,-0.03680904515638677,,-0.016731598715705082
RARRES2,-0.004027320820826857,-0.10541837538360793,-0.020155161067872948,0.023228077991846948,0.07641926841397183,0.05799650583701581,0.016497740603084753
FGF7,,-0.03750872726487165,-0.036943892953577286,-0.03160527851273665,0.03516005068676541,0.007210508875878233,0.08531835590599982
HBEGF,-0.00813947991839349,0.02624278058997885,-0.00042501073431717735,0.014013892556854025,-0.026284801100326903,-0.012027224284288882,-0.0765965889466176
CSF3,,-0.022078055692923437,0.059227290958769725,,,,0.10847287253828233
PI3,0.005510130703148356,-0.0005525352114868077,0.037224219220739,,,-0.03780245945204912,-0.02911396268468219
PCSK1N,0.04700014703078229,0.028334886927225512,0.014124287442342426,-0.02460496032413711,-0.025785367671707488,-0.03650692905708122,0.11757119841535701
NTS,,,,0.018444591881222647,,,-0.019843718890904295
SFRP1,0.017506342464337642,,-0.018185211475471277,-0.029408340856306232,0.02283458689391839,0.016402854304198078,-0.01938260113678813
CXCL13,,-0.01603128077025928,,,,,
MICA,-0.0009843178652984062,-0.05167879854100866,-0.032426227148836806,-0.026345940434423697,0.03967365924082437,-0.05149351596957858,0.05170753596653633
TG,-0.03527402184377647,,0.07124965961023154,-0.013378611417638507,-0.0065668203767475855,0.22306665324447825,0.18794567398437678
ADA,-0.004560881632951122,0.05024663553748311,0.009027080890541562,0.027479063274645204,-0.04831185945098299,-0.04294460335726017,-0.004143710340379596
LAMC3,-0.0231042609560845,0.1484754118555417,-0.008274403427409708,-0.004822623289005789,-0.05813469739273919,-0.04259716558226328,-0.022685418851430838
CCL7,0.07913744373985114,,0.026080243699223276,,,,-0.01404200448193808
NGF,0.01911708258482892,,-0.013698392176568588,,,,0.05022467309844471
TNFSF15,,,-0.015799749435256014,,,,-0.03710140697781138
HMGB1,0.0361559879426162,0.07851892253144224,0.015825050586524645,-0.03445955523174887,-0.027559151505977608,-0.07410918184442439,-0.012929419240254455
ITGB3BP,-0.0001712559540190896,0.03368305744137461,-0.033019636299246875,-0.03394969558245693,0.02284792295678686,-0.12282817852039134,0.02546006714770706
AANAT,-0.02067178565136384,,0.06783716019257857,-0.012031463432730795,-0.019568095510093204,-0.049600140498032956,0.06932503295615391
RELN,0.018011069991928502,-0.024863264073281724,-0.024953790166942342,0.019636053047890432,-0.021663570721267074,,
IL15,-0.028442642834358125,,-0.013891859229419264,0.0008224678819018346,0.0009946618395881074,-0.05716931696556456,0.03459701075877653
UTS2,,,,,,-0.003426010316542388,
BSG,-0.027992359240668292,0.023103184085179182,-0.022419397769385993,0.024090772493731996,0.07094286983391505,0.07305935002516045,0.05862165251034734
ADAMTS3,0.040380996870816754,,-0.007794534920056975,-0.0287729638602709,0.015537063440447304,0.020771029502171398,0.04796285166783815
CD34,0.02339509148074373,0.04977007616167518,0.026035072178338926,0.018668280015278517,-0.03420235504294106,-0.07155913156906492,-0.01587253553952474
PLAT,0.043774716552939644,0.024216275820282417,-0.07913370673991742,0.06565785437692725,0.036577613347559414,0.0703463259038522,0.029011827434788827
LTA,,,-0.002297258195517867,-0.011587553160305459,0.0009210636022112466,,-0.019995318424586243
CKLF,0.01386774101530471,0.02146958097317162,0.028669239224952014,0.008339607274443578,0.050749126259849196,-0.032388411880823684,0.12040900044016836
CD24,0.000578067901100355,0.01663265964977844,-0.008807433833030615,-0.02235158669959354,-0.004692850922137007,0.036969672934831575,0.02529478034650027
HSP90AA1,0.0017292191820687552,-0.04606113625189068,-0.00903763674858795,0.006394694516984336,-0.10652548925623906,-0.04735259115442927,-0.10552082746251161
BMP4,-0.033814079237541754,-0.011238664853443282,0.09388110088064373,-0.03323646746246828,-0.015464401913591186,-0.0374867944030982,0.011760762173569052
SCGB3A1,0.08320194188766136,0.020290610821116856,,,-0.012663787764199769,-0.04103207636985478,0.013861784346984426
IGFBP4,-0.05720558842872953,0.07093467843593247,-0.012715227083923312,-0.04386036249344708,-0.006145564685807179,-0.059728657018308616,-0.01272170913584897
RSPO4,,,-0.02783565091737829,-0.013477029757715937,0.09883937913135225,,0.0849552687906151
LEFTY2,0.06496733932987495,0.026600918240178822,0.008589576982137961,-0.02495125708982939,-0.02240412847887841,0.08037352988226903,-0.0042451279501336606
PF4,-0.01478008669550285,,0.010503186061886011,,,,-0.019995313797521244
ANGPTL2,0.02716270239812703,0.006493603613612878,0.012220710376811795,-0.011147413223976234,0.05900909445143315,0.13761854412517488,-0.05202500859639258
LRIG2,0.02257146305646684,-0.03916195595114312,-0.05727376200642248,0.006091826041796045,0.02101782680729304,0.056951441328857266,-0.019253444046930444
ICOSLG,-0.016589521331518718,-0.016546345411164134,0.004900927023645429,-0.030247441650908865,-0.016423774879858306,-0.10489243581110094,0.08157225358668868
WIF1,0.025728863248230767,-0.02366407568080488,,-0.01039990465138052,-0.030969837462181293,,
NPPC,-0.04420133315824583,-0.029607222907520773,0.039863078174207464,0.008322854942424672,0.024612466067280715,-0.051260599252996766,
LYZ,0.02386856559854373,0.05564713790749482,0.0069832053399728105,0.04292333346716759,0.042233667127162644,0.055905929847072856,-0.04110885622206862
EREG,,-0.029759593221827172,,,,,-0.030197555477440217
SPTAN1,0.013886569136646718,0.009542802190640475,-0.007494002407775644,-0.016088251341836998,0.05745707121240876,0.07960950706585808,0.014245682160885707
LIPC,-0.018094710984106477,,-0.02224654682409812,-0.001089087250187028,-0.016389489349660655,0.024881957410101425,-0.02528164482081247
COL8A1,-0.01251728971054598,0.04812875373656385,0.007956307970144152,0.012868345083485134,0.015208425314644038,0.03885941711331379,0.033024761362141
GSTM2,0.034591654845184276,-0.03673751592382342,-0.030541063450200797,-0.03204221673985341,0.042525646738478605,-0.026138419197572274,0.028357554477125808
IL4,,,,,,-0.03532743519312436,
SPX,-0.02926533625524214,,-0.0038417403684582966,-0.008912127415303098,-0.049417614519857496,,0.048121252654069205
MFGE8,-0.0028635280757704465,0.019424960882671156,-0.034355778969756605,0.0006558308150506335,0.0088454051687779,-0.0022167755759272567,-0.015470841485254221
TGFA,0.051248745087212964,-0.010392533223955917,-0.03668828931887291,0.045888007172286395,-0.009146091382606445,0.04628464784130942,0.03971371442449053
SLIT2,0.028079089289753695,0.10330192360176783,-0.006960372342653658,0.0022022738184444405,-0.007452238869608981,0.08267491529837064,0.044017301965115226
PLTP,-0.052772680606856845,0.042397560481355914,-0.04324728905775431,-0.048226754214900455,0.041878584205474446,0.06758722193820413,-0.02100256801489266
APOD,0.01992990917630376,0.0636798307883489,0.03205153862062212,-0.02658235320525505,-0.031141558910316055,0.03712191059707122,0.010087992478089499
B2M,0.009485897558564008,0.05997618269898782,0.057850249312979315,-0.020869970758892836,-0.008978382942670206,0.04673493297359452,-0.028931361241081824
OMG,0.026867090445845065,0.0318833104298756,-0.003373402173969134,-0.036484283001765414,-0.03285024479835401,0.08380013094669915,0.0333651164704986
CXCL3,-0.036498979114335535,0.05187520583240889,0.017922980878245582,-0.02171299997728064,-0.013070211057805405,0.050562089966563806,-0.0036292357976840136
CXCL10,-0.0021124059601611155,,0.07243007340784205,-0.0055763760663412225,-0.020770147098533052,0.03633308465695933,0.07141808082575146
RSPO3,0.053714096028886014,-0.02207805638156261,-0.014376156562280962,-0.006277475589203295,-0.013658118651764174,,-0.014249888769170306
