,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
IGFL3,,,,-0.018557923589881706,,,,,
BMP1,0.03529541938034553,-0.06576770203880614,-0.027052454284171676,-0.14718162990392794,-0.04130548548607723,-0.06499736099203725,-0.07635781707264486,-0.17257915482997865,0.011470603684009088
NDP,-0.014848616863165628,0.11751947448900989,0.0030049551750909865,-0.08057235792698766,0.0202780069029782,0.014464437209899369,-0.04415820703370231,-0.033773299549204515,0.005167934530169814
TNFSF18,0.026195072776128373,,-0.007277671507450586,-0.027557959406841276,-0.01729886265839925,,,,-0.04196908525941869
IL36G,,,,,,,,-0.02548789668004866,
RTN4,0.024594576173856842,0.09841420244104397,0.10620174310608704,0.18899746152449454,0.04990730158672865,0.08795116654449245,0.16644029598048843,0.236431267921695,0.04527573693513074
HEBP1,-0.010543252231984775,0.0030901981224192203,-0.03220492673756437,-0.08198998116846648,-0.011327391148054984,-0.07219311893942483,-0.09333234453104472,-0.009558533498408734,-0.030205732019101695
WNT7B,0.05273039493838365,-0.009727010386814477,0.08450452236093753,0.23682781318088847,-0.020573911852273936,0.06431838804773686,,0.13269302713885348,-0.032117051544777404
PTMA,0.03426798033852863,-0.11169855830437717,-0.12887074771674764,0.06343269219568029,0.07399569103409967,-0.06521912821256931,-0.16805155777494865,-0.23982916630133633,-0.11452397036547145
CEACAM1,0.008556135489246023,-0.017889042220597486,,-0.03626470499539735,-0.006666762192092889,,,,
PDAP1,0.05014574971277043,-0.05530039788156845,-0.0539066333271234,-0.1341302065637659,-0.0553484345490361,-0.0021507661111793202,-0.01208534368560533,-0.10553617508520098,-0.01502781122826047
QDPR,-0.029017304613943515,0.07455614492708477,0.02960859715048805,-0.0633029990269674,0.04922633341124203,0.01264710970635907,-0.10438367846803724,0.028131787162018067,0.07888351610755687
POMC,-0.016546384455928802,0.14936937205596942,0.07748595520466818,0.00864207822400327,0.06480934265505033,0.012413082046204624,-0.022190779527950552,0.037761720367535646,-0.027859031851192
CCL18,-0.03556993269033686,,,,,,-0.05584052878013716,,
CCL17,,,,,-0.008565177645461202,-0.01835798720085015,,-0.02328391721836586,
VEGFD,0.0066972441566966094,-0.0171152227520391,,-0.031089500060339833,0.013690914190910616,0.076570182911925,-0.03675007211595833,-0.024954095263531796,
TNFSF13,0.07558255133775606,,-0.01609001643429854,,,,,,0.04876093646963283
WNT5A,-0.0435214732236854,-0.09132284168975327,-0.09656418850348468,-0.08654055853064008,0.00930208434181025,0.010907407542139877,-0.0056776379178691576,-0.017758828336850087,-0.09645120979754171
CXCL8,-0.004175326543982628,0.00501890402224301,0.02235076253683975,-0.03784524592922769,-0.06158360482247573,-0.0192985363904011,-0.08374112622076134,-0.047321211420125756,-0.08340020123918158
GRN,-0.0072461417951362045,-0.012998512521991286,-0.07373715765822068,-0.14171354997560637,-0.005884962615373183,-0.0007495298119012864,-0.13158276594875581,-3.182641694136303e-05,0.05500405716553834
MIA,0.056609673667801265,-0.0011082935162414695,0.040407031863391826,-0.053012421507380884,-0.042406045617709144,-0.02356850957613265,,-0.013326326170643273,-0.039319690593066225
COL4A4,0.03373429382418563,-0.07481786554901028,-0.013282179566241928,-0.018287456232848356,0.0021226857252548254,0.014360813824871692,,-0.03315177162776556,-0.05102791594646317
TAC1,0.05297528021065025,0.14744398268099204,0.1325239167044215,0.22050838648210433,0.11259642268100953,-0.021661866028288748,0.12659158563581666,0.21228040852166774,0.04713529088286838
RARRES2,0.029068239167975157,-0.07110007768998641,-0.081193443773207,-0.14714893116773642,0.10977893565913999,-0.03185083562405242,-0.04287249523357932,-0.11435026088475124,-0.06692145183826882
FGF7,,0.06997825327178364,0.06191260755255815,0.007318632373559802,0.030021026017083494,-0.0323614167771768,-0.04406514884976322,-0.031777393490836234,0.07619475734701309
HBEGF,-0.060069158048068505,-0.034312826460867835,-0.0654352338293133,-0.06884489670695204,-0.059188068916007884,-0.04125376709050513,-0.054690767956108506,-0.08828377640980992,-0.04347036150027093
CSF3,,0.0212096817444965,,0.04166380574576795,,,,,-0.04402939456176978
PI3,-0.03742106888099346,0.020419694206647236,,-0.021785851932312854,,,,,-0.05849313492155508
PCSK1N,0.07912148764783919,0.027976416629924696,0.047898867658233195,0.1254027428401141,-0.007888676661553556,0.02384026832624313,0.15525857814826133,0.2509971842453052,0.06630867902493723
NTS,,0.0003378070463900121,0.033576135184721814,-0.023780744940333158,-0.00309395788262525,0.0026850039348877844,-0.033086870023344664,,
SFRP1,0.02922068768240525,0.09125459941221797,-0.047129095259258805,-0.03620964290770029,0.00045126892913127816,0.013026419135291595,-0.08859359397798534,-0.0054091864936499385,0.06092489036516948
CXCL13,,0.054812122117728554,,,,,,,0.08973308840524122
MICA,-0.02561838368609312,0.035339780717120496,0.061157642380122335,0.015328772517571438,-0.004002812720625842,-0.04415628218256939,-0.061028587209164625,-0.09506382771088613,0.03266857337699287
TG,0.03508583490066295,0.041242913889331365,0.020716424458920985,-0.023351035475958272,0.06564347401876536,-0.02044606869144527,,-0.024478359133807977,-0.04797926152056229
ADA,0.0819255617820036,-0.002647359522721393,-0.0327331628998029,-0.12001871985755429,-0.04568505885003597,0.10346004126729676,-0.09956017532094069,-0.07920391201197804,0.0460146438413431
LAMC3,0.05224981452938639,0.12061473100104464,-0.04509916842160974,-0.03630708517546913,-0.03057424413025875,-0.04437435085847023,-0.021515255945051343,-0.016400129586066056,0.012063211706490334
CCL7,-0.0226254820594771,-0.025654560617997275,,,,,,,-0.06508490424451685
NGF,0.01928718065463201,-0.027383573299010023,-0.04627718176109706,,,,0.13443288896814568,,0.02370897082020317
TNFSF15,,-0.01899454962479966,-0.0008751841754382081,,,,,,0.01971092245372586
HMGB1,0.0018601622369801877,-0.034165499672710986,-0.058927143689906404,-0.13875437027984613,0.02391136841380283,-0.009714906624617067,-0.025032932097879768,-0.0348781293458173,0.03228792873279949
ITGB3BP,0.03693610491754458,-0.01677181040363274,-0.042661309783909196,-0.061070288524151764,-0.048244071917667,-0.01991683044617368,0.0017166465823694275,-0.12529983786780116,-0.05405348066326279
AANAT,-0.03282613224153471,-0.017115225195333598,,-0.01745221817548252,0.008320244752092565,-0.02356851088707333,-0.03110654426365594,-0.020162839209452242,-0.002521554129970674
RELN,-0.01787057453368914,-0.007305589392396068,0.06609123296466826,0.18853754405439602,0.015736786954695214,-0.020508951492258256,0.036546177290975625,0.06522344236761649,0.03690294123840853
IL15,-0.06667616967634694,-0.013828692969209548,-0.030188886400985136,-0.04552249670739359,-0.029322116311917966,-0.038860388361457956,0.042856632881853936,0.03080994837185809,-0.020500677775681025
UTS2,,,,-0.057568659744340875,,,,,
BSG,0.0877072030322778,0.006982712893134745,0.020812911138386916,0.07745601119023801,-0.06439096307480845,0.001972139199119187,0.11963440840560359,-0.1461612266129364,0.03266533110470575
ADAMTS3,-0.02257772830227638,-0.032530794156264954,0.020293279452454974,-0.1384222220996306,0.04310299242452372,0.007076115381909281,-0.00500851698632475,0.03482772771266348,-0.046378210028942844
CD34,0.036473273774382406,0.05617126044501198,0.02138150692923936,-0.026345194815599906,0.0017172913434199786,0.008826419299113455,-0.07481009161811361,0.05433366747994541,0.08155497617539594
CCL23,,,,-0.019857853926406297,,,,,
PLAT,0.004148297387470774,-0.028891542902987063,-0.08176932126259175,-0.12294287274431281,-0.10720700539113939,-0.013738811187319717,-0.013926458145978584,-0.1447176512870137,0.08213297986536326
NTF3,,,,,,0.0104893228575974,,,
LTA,,,,,-0.018826138380295256,,,-0.028967304604044612,
CKLF,0.017896563502186897,-0.02906454685386444,-0.08933208118024197,-0.12939927033897103,-0.0037200826748121155,-0.005475704414860905,-0.12116450219842881,-0.18263538141764474,0.014898094079360283
CD24,-0.021477774765902926,-0.009387830559640386,-0.0581084618375966,-0.03953470575484001,0.05576816509627576,-0.05906975030873116,0.06251102101355917,0.0021960831802048885,-0.028329150134475366
