,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
IGFL3,,,,,0.06467796479277241,,,,,-0.026033768766609233,,0.039907609972594245,
BMP1,0.011568941424573534,0.05931385934640026,0.0010281974171062283,0.0008743398335622039,0.061957988818760086,0.007338158998950381,0.03357340754499292,0.024301836686892928,0.05723078424139833,-0.025656813034458374,-0.012936446399714294,0.0876399282242354,0.0277532903420498
NDP,-0.00402671891700508,0.0463855870826096,0.056381214236706965,0.005861504278804637,0.024234202804657542,0.008727820165792648,0.021747147987410793,0.022967001926842697,0.008852006783179791,-0.02549717340892636,-0.02119919755253076,0.04714822152753473,0.04834117198639904
TNFSF18,-0.019279987219288242,0.10568901761898535,0.10990798407796445,,-0.02713947296635313,-0.01824927146735255,,,-0.0036218030494554487,-0.026848166205999866,,-0.02390626111544075,
RTN4,-0.08301559900263539,0.04589743862852049,-0.03013063141269375,0.005617016731563321,-0.10388201946953479,0.053968028828317284,-0.016971045724867427,-0.08694032674847141,-0.021256955330121643,0.02922280765397058,0.01699429979818293,0.05635904148330634,-0.03432209611454623
HEBP1,-0.03612565152537313,-0.007878263253634976,0.038229967042558786,0.005727221544915826,0.06355133409422914,0.031588621333347125,0.03178190630284284,0.05030219085339694,-0.005405951334528162,-0.007961212741957442,-0.009399052306058064,0.055651160507451614,-0.09246436108415025
WNT7B,-0.01698506487420097,-0.04229336886907244,-0.022983453882810794,0.014052948380368867,0.05845769387698274,0.009761895193047815,-0.010578798524347746,,-0.007513766483868211,-0.020966664822956785,-0.028986521890281725,-0.04750208496223088,-0.01130308640444633
PTMA,0.006827964929945473,0.07106386169644888,-0.04593051107466903,-0.014768806023217847,-0.048137093780796336,0.022061977559457956,0.07846428356067318,0.06920979998998111,0.12113977499896388,-0.025511250884279208,-0.020024331079595746,0.06699435106068917,0.018372667344678656
FASLG,-0.0169850696758353,,,,,,,,,,,0.016214911035402818,
CEACAM1,0.05556910946443055,-0.024073119021347043,0.05836397270255623,0.0014043373996650292,0.0414297446278412,0.030996623552770195,,,,0.08229360874564777,-0.019238776149871354,0.03743078062379321,
PDAP1,0.03859263536882969,0.014858387181328725,-0.004511849982464806,-0.057547811945984975,0.050043700036040764,-0.0002219291234219956,0.026954172083422878,-0.02395077152399925,-0.015912687033474014,-0.043348236448548655,-0.006721360604667614,-0.015683735938386352,-0.005763074896829482
QDPR,-0.07087811690303181,0.035264146998615256,-0.02319202695060777,0.01574566571548742,-0.10356324557243722,-0.04257618183344787,0.09041168280497928,0.10419588712038681,-0.00265460377938492,0.030096140648060946,-0.009831658943212961,0.07057158206461636,0.0842659686834387
POMC,0.06894133373715124,0.0006219557054894863,-0.03134065558365037,-0.03164526599469657,-0.010112075146537067,-0.021175011492321913,0.012805043889937393,0.06174304560496031,-0.003126159214955054,0.01748989109919682,0.2120813003910519,-0.018764963694960817,-0.039400760572106765
CCL18,,-0.03004097801340947,,,,,,0.024934797498722114,,,-0.010470828280461506,,
CCL17,,,,0.000533938993541979,,-0.02276039454380851,-0.013093587040154,,,0.011708745602509795,,-0.02027864220818167,
VEGFD,,-0.006535371002281934,-0.025263495707059467,-0.02726322405757652,0.09968698648162766,0.0329060514155633,-0.00960430444027292,-0.020426084921588303,,0.019713527709072576,,,
TNFSF13,,0.03820956749199305,,-0.016879441466733983,,,,,,-0.021818783525742545,-0.02160385618475283,0.044115499092931144,
WNT5A,0.058567568244212165,0.03831748216178017,-0.014090472629732497,0.09495918275160012,0.041118653785859806,0.017110958593173797,0.019012272136881017,-0.05786768239055779,0.0660041422884271,0.016709730942010323,0.06417959608614525,0.0696718644361852,-0.03734837603808049
CXCL8,,-0.01463457574466445,0.031189384788634596,-0.08148142317980095,0.05772461613986314,-0.016859274402176386,-0.008943945903822734,0.03826315175294316,,0.03839929623291624,0.04198122533144472,-0.010772306051014827,-0.06721819799359172
GRN,-0.06739708973089789,0.09058469795345277,0.00823517174013991,-0.03357119196655821,0.037593578215495804,-0.011661155617081085,-0.007471266753645044,0.009173897372277699,0.014347697707752472,-0.004828223492878014,0.003591671134425077,-0.0011384061346457071,-0.01267934823809929
MIA,-0.02223199120683366,-0.046427559692154015,0.0932725576852289,0.012460105348952108,0.0008406750755740789,0.013743947175239291,-0.010922873653128749,,-0.003550874053540434,-0.005330508389685967,0.037892201570569065,0.06993288445610546,
COL4A4,-0.019670780304333193,0.010913842050302897,0.0336025950712912,-0.03606018336064121,-0.018009748716428704,-0.000638974212472557,-0.018349559069930882,,,-0.052873378654611856,0.031839355530472103,0.019218552817025968,
TAC1,-0.016985060434957754,0.010783404770157384,0.01155640075288532,0.07976053070420369,-0.038693257885387314,0.018611027103915868,-0.06098086774970085,-0.05847872087650169,,,0.05221708727925799,0.0988233219147296,-0.06433785062352111
RARRES2,0.08124363548907937,0.022877726778715943,0.007770691605105403,0.04030230583444136,0.06135068507351559,0.023259769246239487,0.03529249744936783,0.05018791631497062,0.04789952719028203,0.07597252493149587,0.07166885873655239,-0.022547383029985133,0.07288204406810403
FGF7,0.022743572588444606,,-0.02851452632616625,-0.029619750791887722,0.0381603968520284,0.057872401779055074,0.00865033794066491,0.0001378703712864546,0.11620941450132852,-0.059123763602295494,-0.009147480679643206,-0.03291189700139059,0.015368365069229001
HBEGF,-0.013214022092603273,0.035886253417821624,-0.010935758650193892,-0.026151400740025785,-0.01219168035417095,0.015768770491858018,-0.024664774688371558,0.061155925418648074,0.09149951480790279,-0.039185615605949485,-0.05532148828469321,-0.023075988422679102,-0.01895717434647853
CSF3,,,,-0.029167114000961843,-0.019053967497364134,,,,,,-0.027581413601995956,-0.021350281895419338,
PI3,,-0.03160437545043776,,-0.05033363293991464,-0.021455018887182084,,,,,-0.029163853347076534,0.002650195055934442,-0.04638706962293648,
PCSK1N,0.03830723276746456,-0.01738097650413857,0.025012156381688435,0.04165409920098204,0.008563244802952922,0.05189797124542235,-0.007479738277084872,-0.09406510146639814,0.08060066843057288,0.0014699098946379906,0.00508573996563497,0.013857677584850289,-0.11511253802916487
NTS,,,,,0.05972597732014269,0.0035032473136612616,0.012208917985471718,0.010165820501317155,,,-0.03674015075955674,-0.031616856136683115,
SFRP1,-0.02471369197187137,0.006155110521996377,-0.00851276396209908,0.03494579393098024,-0.01984948558601497,-0.004462885243124761,-0.013093587172017175,0.019629541114297544,0.018127326365012547,-0.006850658129482263,-0.006786735046199064,-0.01689398741955833,0.029827958375590928
CXCL13,,,0.00606508542750524,,,,,,,,0.017933089542729305,,
MICA,0.06867642129514734,0.03620926307941506,0.010700466530831104,0.0050531809438230995,-0.015798433358692875,-0.02100332673204637,0.007853523153886722,0.029901808731409338,0.04041213889332255,0.02633173586957881,-0.02354968838796342,0.04894868898115396,-0.061379731558885355
TG,-0.01967077587144711,-0.008129181102201767,-0.02398469528651554,-0.023041930246032745,0.07785959909539371,-0.022930236170047753,-0.00947577208047172,,0.006212045189058803,,0.043449281484434756,0.03160511184381835,
ADA,0.02594508191257255,0.10213825557980044,-0.02855934345282929,0.021902470689077542,0.014016160784456375,0.03450143611705914,0.11271870340829493,0.0839821720386775,0.007985739921703212,0.05142153778436592,-0.03301661328064186,0.08839677637263639,-0.03393780654908787
LAMC3,0.031967350376534004,0.10235830586505358,-0.026521329898822794,0.031195965738731554,0.046174057970890754,0.034958262427789134,0.012643310910687005,0.09142020048726535,0.07499957984203813,0.01055100840620394,0.014365042338496996,0.11017610499378362,-0.05652373512076006
CCL7,,-0.01910859981121614,,-0.016659278753114452,,,,,,,,-0.022373025843436756,
NGF,,-0.03280851696025228,,0.008777663653088054,,,,-0.018390049950012678,,,0.02198117086898058,0.04448729315664418,
TNFSF15,,,,-0.018550921686479375,,,,,0.009716329421460328,,-0.017127584332392767,0.02439423456676192,
HMGB1,0.06534203295765628,0.05589700202414576,0.0015471763138290475,0.0655252156337819,0.10105113767387888,0.03828880679080413,0.005483036868741221,0.09172667719653896,0.00979445973762243,-0.046860923761183546,0.022032822889839775,-0.061776491373410264,0.018111546393516056
ITGB3BP,0.025569271081305352,0.09370197016235621,-0.026145181606384727,-0.01168049865621656,0.02206215002358782,-0.019760806524937852,0.030606162558478242,0.07837310139245365,0.021554937228265736,-0.014726419939007137,-0.09519670391343495,0.03803603667879199,0.14327170217611293
AANAT,,-0.027723671155585668,,-0.016879443268244643,-0.017187194319577315,-0.02062129539244123,-0.01092287426068687,-0.017289351507712346,,-0.030652742960121653,,-0.023671594346266596,
RELN,-0.01630759471203579,-0.005487081870304434,-0.03836086628547089,0.06280658615475337,-0.0020239169119159136,-0.026451763045976802,0.04951890660528292,-0.01840173898997098,,0.03037043630427115,-0.020688265717343945,,0.05389888763125916
