,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TG,-0.014186367516897733,0.01222736518055721,-0.002742327859478174,,-0.003308484320518098,0.057518644025966174,0.031754906115024226,-0.023759598311943048,0.014789311549421456,0.006218359924561891,,-0.031142228029262288,0.06742926761742556,-0.01768832030709835,,-0.018522880811203152,,0.026758184310735407,
ADA,0.04512536110648604,-0.02511209209157938,-0.010249654343354514,0.024620125326108785,-0.011606157032021856,0.0345530265481844,-0.03246294929348244,-0.3679588076172667,-0.022054917058756552,-0.035592010443865216,-0.06119965320904358,-0.06852122859230389,0.0287412588848708,-0.01607029804159557,0.008626032990962576,0.0672647742186419,-0.04116594098752795,0.06626095972880812,-0.056666377524320154
LAMC3,0.13240823721345873,0.09066628874549457,-0.018467168463436243,0.038158203039534454,-0.013851737794433099,0.06954837591601731,-0.059304962256421234,-0.2797754526576655,-0.0015773586585067958,-0.005671254447300183,-0.043686490491896254,-0.041391344682708324,-0.040374016419879616,-0.04089598877506899,-0.0597927208863281,-0.05190808807799152,0.06170490121176186,0.10836580716841787,-0.08539707752577656
CCL7,,-0.011913169085800214,,,-0.02629746698978583,-0.05214655975906994,,,,,,,,-0.019951620137266056,,,,-0.047920785651017254,
NGF,-0.03656790847296908,-0.0011266412169220104,,,-0.027461993998284816,0.02679709399862807,0.020173204802407772,,,,-0.0384922956123026,,-0.060672575277281315,0.01598033360277778,,0.04071440718351602,,0.11116668039186813,
TNFSF15,0.007414139163496215,,,,0.03407381454014095,0.043757895352682465,-0.0173102696137705,,,,,,-0.06145449432572256,-0.01945058926011892,,-0.013975912786314344,,0.004964103498772812,
HMGB1,0.16198650958056915,-0.01554379588404729,-0.003330736169965396,0.02168582999907429,0.01487004320600658,0.021937892172145694,-0.11322676046945816,-0.4862448656631699,0.0610000878669182,-0.005207739069933097,-0.09810537515178985,-0.011406502009355236,-0.04731517872978449,0.021225513290032125,0.05980772347357125,-0.07657806056622288,-0.08303236470431515,0.0787359561423395,-0.08556950010728177
ITGB3BP,-0.17063717151994773,0.03254352357528725,0.009196200848613069,0.06278840859330932,0.02092700135514941,-0.010696993975712882,-0.15004506668565165,-0.3681778483450154,-0.017536909892856743,0.04272520017877532,-0.018454699037067878,-0.08199603295657266,0.14808015914496453,0.08423077796252326,-0.014722176359432994,-0.06198226824532439,0.07191706063767775,-0.0857992155714231,0.018779473249851186
AANAT,0.07276663386873701,-0.001962357625670718,,,0.041354213044799706,-0.015522588141043214,,0.03557943767219221,-0.04903644866052169,-0.004068519145359446,0.016407183073438195,-0.035807217836753065,,-0.01750320050782655,-0.03077845154154272,,,-0.005134485653740788,
RELN,0.10227063460187515,-0.025393849200404557,-0.02895361363749762,-0.030898917341629202,0.059301023145871476,0.11088243975506477,0.09405774156418338,0.3352247321154256,0.057826802366689294,0.026959404337171,0.08404717381714061,0.14302470097511155,-0.0310195163506074,,-0.024194771976457363,-0.016881388043663643,0.02815318166294208,0.061152004612360596,-0.050569902178028384
IL15,-0.00706901924653045,-0.008070481864280164,-0.0016420922662270718,,-0.01295773861880831,-0.05525580333825181,-0.003141070125132645,-0.14592325109905474,3.236152165917382e-05,-0.01735934610959383,-0.040719281006221665,0.042477881464739166,-0.06238369563787534,-0.018759357882925567,-0.03832897355507199,0.012742230025451525,0.09969312993934311,-0.0021489534791126045,
UTS2,,,,,,,,-0.19449973635337622,,,,,,-0.014905256249447019,,,,,
BSG,-0.17402126769065138,0.15151803819609785,-0.02831014340911292,0.006506752494039796,-0.011653261709152448,-0.0483138679827301,-0.04605868593158099,0.2792968525039382,-0.13645624089102726,0.08555913550901255,0.24781489532459808,-0.15729649908062912,-0.013730737172156365,0.11292962453934041,-0.07469922645135377,0.057097684525934375,0.04341005568356862,0.01880463867446379,0.019713346664840023
ADAMTS3,-0.060466676260774226,0.05532355814910772,-0.009614984393867649,,-0.004258198889539604,-0.06782445966886413,-0.03544166144006704,-0.4604700573168101,0.027104190395382727,0.0549369251922018,-0.009941342600831618,-0.02713791315626358,,-0.035203013940237116,-0.0476891850990994,-0.0033093686443592106,-0.02092800530423401,0.0638637451753701,
CD34,0.16040974394582772,0.01410252756194291,0.020782949555703742,0.00013843416460496447,-0.01932987790280606,0.05664551996134486,-0.0322113344761699,-0.2602736479038982,0.013687920566261684,0.055947603440041876,0.14276893167795715,-0.040882929187658554,-0.06616507184910292,-0.0003485315448394253,-0.022834950186809005,0.014114532317527295,0.05111351004511874,0.008473294292237605,0.06883499603850361
CCL23,,,,,,,,-0.055898473215076926,,,,,,,,,,,
PLAT,0.004402681289129757,0.08274121442865151,0.01267212514601919,-0.016891805361219134,0.09335527196685726,-0.06985772744863504,-0.2254844979202676,-0.4035014976536738,-0.1955972105656945,0.05384527324921475,0.01462505692517289,-0.07754046888551434,-0.039442430012980645,0.06383486328810493,-0.04530466905521018,-0.047160320090164604,-0.03183666401342804,0.1260080162376411,-0.012104742651710814
NTF3,,,,,,,,,,-0.0609928105548568,,,,0.004074647269434257,,-0.06451282205531673,,,
LTA,,,0.01884670982998217,,-0.03370476872184461,,,,-0.025648840292005894,,,-0.033209543660302904,,,,,,,
CKLF,-0.04936040516965691,-0.031524084910595704,0.0027410756902006552,-0.004192135777903632,0.02502993834091196,-0.03963108886864002,-0.1732559280339088,-0.5336424356032823,0.002499054244663274,0.01649377142106344,-0.09872346865978938,-0.15200151247748753,0.02168574896185484,0.07044709985650119,-0.045098157692176725,-0.025492218933358714,-0.009926862184771018,-0.10276509477406195,-0.04499493882433896
CD24,-0.06604526588059892,0.019574667056924216,-0.0032437404846158476,-0.06205763034955259,-0.048278365253723206,0.04914252010207217,-0.18126865004412185,-0.052110121903699125,0.10109314162422131,-0.0699620151977003,-0.001992396106049405,0.05866468297133873,-0.04541044222464375,0.02543083339834812,-0.051627141943747505,-0.05876883727349765,0.05257864340347116,0.08805136257261156,0.05980046766278555
HSP90AA1,0.10552086816995715,0.051557307061253686,0.0409022141212214,-0.05334272222721091,0.02632657471785821,0.1987951713496075,0.18294667564749834,0.5759154595268073,0.08297092624062223,-0.021985642666194946,0.25580416395123995,0.206343999732918,-0.05385328611270932,-0.04847196201102214,0.02527192717510574,-0.046306800129988904,-0.10062541277113299,0.10355129566932426,-0.0038436009389549814
BMP4,0.2101886251716663,0.030785212370156443,-0.018072867828124877,-0.02260932876382502,-0.028679749926050515,1.8746359906767864e-06,-0.14437886814876458,0.14012570681597794,0.06230866807381389,-0.022318905411020162,0.08550929900717759,0.023294739356857434,0.09796134269070249,-0.03191378644499468,-0.054436149920427265,-0.008268146982417273,,0.10384527511087502,
SCGB3A1,,-0.04454530239597855,,-0.029328069201300884,,-0.050947521471889495,-0.01111119664020813,,,0.10057867916823299,-0.0013442182842004619,0.08328478856760137,-0.05859978800419452,-0.030367209301359544,,0.023062446949971168,,-0.010957056634319923,
IGFBP4,-0.038549135174399826,-0.011033660663036047,0.00016117883151661906,0.03375946726866286,-0.05236388818074711,-0.02632862874851627,-0.1399257940602573,-0.2912406317959601,-0.033977449882783624,-0.024277254034985124,-0.05126678142774625,-0.046810657532690564,-0.06772706046420096,0.004077097250486143,-0.06250291064457855,-0.03132153901601974,-0.047065300261469364,0.13510262575230295,-0.06701552427344062
RSPO4,-0.04467144927975191,,-0.011222850454615473,,-0.01648929130077439,-0.03297118676857278,,,-0.019649437192825057,-0.01419123488571311,,-0.013325267429560929,-0.017383899754963794,,,0.00023235961737870688,,-0.025578272575797804,
LEFTY2,-0.058571954715350615,0.08709806487700177,-0.027734212675401604,0.018178248537501603,0.005696645330696035,-0.0027191708302010745,-0.03615939301017323,-0.34240843987129443,-0.04060728769016844,0.027776020427889556,0.004767265662103473,-0.040996810776603845,,-0.01693666615397823,-0.09651131893580472,0.07759976964390652,0.05794378045127891,0.10722055475846613,
PF4,,0.017754759869514858,-0.024921956359840767,,0.03210017469037425,,,,,,,,,,,,,0.000962155228737248,
ANGPTL2,-0.00414250973524265,0.061523385835787654,0.02875135391306639,0.020630550107205554,0.03691064076055241,-0.03439386601102895,-0.23312644212792266,-0.4100260620711258,0.029874700060313713,-0.04933608188287547,-0.1280719580127622,-0.10379772355790509,-0.06842521375707414,0.01383023099743911,-0.01343998759125773,0.0014588186498443424,-0.0006674784924044475,0.1277649628177349,-0.021498256706672277
LRIG2,-0.02227169271190481,-0.010734165458306334,-0.04025998774415721,0.0600952038674814,-0.024559105405769673,-0.060172842557330325,-0.02576440652535931,-0.18974733266068095,-0.019150262214005464,-0.07201091273134973,0.044088159933100196,-0.08018618459991031,0.038751525399729835,-0.045731422795361104,0.02754244946126674,-0.00495272201555836,0.01886332157703837,0.12555237739956165,0.020245180796909
ICOSLG,-0.07463896292585219,0.08239890032236498,-0.0038454069348084698,0.023942573776873737,-0.019472231672664174,0.03144261068362746,-0.07343100890916537,-0.24061946679136975,-0.0035267658779010985,0.006941226823185569,-0.09433499323400626,-0.06440571903274954,0.07196298448095559,0.0793648549913103,0.04035812316295952,0.014441612912286671,0.04843109344668391,0.03071211273590176,-0.023421196537664665
WIF1,0.42085946423359094,0.021008399010829494,,0.05953777917297826,,0.12521954348524647,0.2578558722359824,0.6108826407268909,0.0419695818864674,0.09776401454174438,0.10849508426478374,0.241070120514022,,,,-0.018170023947370776,-0.03939795610771977,0.02815690004967818,0.08402036279960103
NPPC,0.04122487798872329,0.04545059488610206,,0.023010044658060152,-0.019358788800555228,0.07947657353016185,0.1030850471001485,0.04775276171444204,0.02481573804274491,-0.030674411223920218,0.11144416750382923,-0.09144938050906677,0.015705760062401975,-0.029784170916556156,-0.01161150616068215,0.01099369675324802,-0.005869039467521042,0.12307010837975259,0.03408904306781954
LYZ,0.02567440282344905,0.017555728747043912,-0.05468676902636997,0.0019130062300913608,-0.056262266970947106,-0.07356368067794827,-0.07457247312466722,-0.3373312546216549,-0.022547379599374445,-0.038474804332046766,-0.1387206158651973,-0.06621839847401496,-0.08482940719631105,-0.0391269042749322,0.04249122580947389,-0.021165666526905633,-0.003303169324732887,0.013942556249689902,0.07198240624199449
EREG,,,,0.06223836428890365,,-0.0351546280669412,,,,,-0.049062215756308376,,,-0.028255271308721297,,0.036844939002588034,,0.04280774587145384,
SPTAN1,0.2212450854630397,0.07843441528501328,0.025451182530545763,0.09167095388629767,0.03119993937976754,0.11423878931612903,0.09798501336177533,0.2723605937938682,0.07173387375286623,0.004408164709970228,0.2445633547783307,0.16859580214934194,-0.029315620237113895,-0.004746086801565846,0.037829977763543195,0.07365318810218567,-0.02470922533378165,0.1947005423612101,0.03441113059488323
PTH2,,,,,,,,,,,,,,,,0.008494237124162382,,,
LIPC,-0.03630147775709042,-0.024154525718594496,-0.0194276498059959,,0.010939669655449923,-0.0304738907271958,0.046230799316484515,-0.12241516537047371,0.018824162161404763,,0.01904018690068974,0.009992407296463647,0.025612230270871034,,-0.021791756536404385,,,0.012342841903366765,
COL8A1,-0.2120811248430814,0.025384360738313176,0.040016518919996975,-0.004604206948197839,-0.016708411137167006,-0.10528982507488742,-0.13904358906869527,-0.16622275689851845,-0.04379752521827178,0.003316185857491205,-0.1028717750250738,-0.10281952089451275,0.013542868427546524,0.03356650333951941,-0.0032483655596826115,-0.06211482770620729,0.06681616892165168,0.0030011942152341716,
GSTM2,-0.015903471583810405,-0.007537551380944487,0.05861175422329519,0.06425870237923995,-0.028479198922876807,0.04515309232225795,0.02587884921408904,-0.09956101122668619,-0.04226631409446545,-0.0019351337299779046,-0.04428686204293457,-0.06596413558022175,0.159424151215375,0.06356368741446541,-0.004905263891466739,-0.03095129172338342,0.006403673038919025,0.011154753070366117,
SPX,0.16530717170147977,0.000906810135773221,0.03682525880236271,,0.001228370673112916,0.23580133944010326,0.07156759181104205,0.2625300275501038,0.048000797359041586,0.026391310651664314,0.08286671657407041,0.2025864467693662,,-0.020116142481888807,0.01336494475409909,0.1046197699244691,-0.02806476123467397,-0.02803133977344925,0.01242699504255425
MFGE8,-0.1879005613781628,0.03074893515272565,0.006587275878643848,-0.01780759355473663,0.015398086017790026,0.059502361596137664,-0.05376804222040034,-0.14943053878111365,-0.08104589305981934,-0.04068991369519896,0.07801002033557321,-0.109814743854521,-0.0583097973282694,-0.03633098756029889,-0.028674953812744642,-0.010849196860318858,0.05005993013918745,0.05194538735028236,0.1505232692668047
TGFA,-0.2293964072667323,0.09091550509184902,0.02179914214531679,-0.023855600748464052,-0.0361668850741072,-0.09772693232434322,-0.035095791886930815,-0.3006164147652616,-0.10588497289893223,-0.011215436004279064,-0.06308618281075075,-0.09424139587334628,0.021093961880265664,0.044420519303567364,0.016915836041937915,0.05765525816156727,0.048323607932154594,0.07309836720038244,-0.061470433529254104
SLIT2,0.405562617061537,0.057482125921166576,0.010335067073889974,-0.021798679389702345,0.1042812599511105,0.13643939292617766,0.07312669179313849,0.23029314503887968,0.021282272830062243,-0.047562156572457055,0.09673306934545792,0.17279622459534566,-0.04461986222560082,0.08095752725435759,0.05847150530929983,-0.02214119612914798,-0.0875477459606194,0.06223672365252344,0.0464912483282563
PLTP,-0.031160001071247185,-0.0568605497182853,-0.05112396906362949,0.012516140452947555,-0.0354345091743294,-0.11808709292705055,-0.10991238958413399,-0.5351963828108439,0.03202935547067739,-0.05178888349184707,-0.19877650905992117,0.07766065200974787,-0.02023815894209828,0.03097739102403859,-0.013673490187915967,-0.046317302140601854,0.029004316736278377,-0.055105882710308265,-0.03693115085107664
APOD,0.17266090620464022,0.025442941937245698,0.0575571094371805,0.01663320500769909,0.03744031429468108,-0.05906440891173882,-0.045902149768928924,-0.4862951760472476,0.09470455076345916,-0.052737263919395636,-0.12249808733038058,0.06317317807557687,0.026248335961995488,0.045785540377189814,0.08559926811038654,0.04223133133935643,0.006988115672333011,0.02139466415094981,-0.034724563632425445
B2M,0.08957035026711435,0.05979841544220293,0.02242350507753415,0.025301232134313383,0.007311473262930204,-0.0807264623848262,-0.25095313419989895,-0.6449800853473958,0.08187228295462183,-0.050519407343664655,-0.24600057543331902,-0.20332576649938477,-0.035143590310909224,0.0802553978935561,-0.09886889116772583,-0.03767750286995665,0.12659504230320323,0.09558207768861382,-0.032579900210611384
OMG,0.28045180351342475,0.05388060130238043,0.04089482430849412,0.005168182582329687,0.041111969298512754,0.11209933732430002,0.07557942808965905,-0.07682409355804384,0.14748238928832202,0.024909510954389865,-0.009752709041056537,0.1421596485760045,0.03767914136164806,-0.02385326657513972,0.031593740380481954,0.09268574781053875,-0.03802111637193275,0.13807975945100087,0.0355127924094468
CXCL3,-0.1333297440979922,-0.019085074449153548,0.03289453862931226,-0.006959451272023843,-0.011829765185087429,-0.09140764494215611,,-0.05040515289285036,-0.05613762411143952,0.008007886671768808,-0.031302008921085846,-0.023916885231768152,,0.008642872650540725,0.07226825547504355,-0.017591744552788908,0.1315405505078382,-0.05701043321150827,
CXCL10,0.05352139520104746,0.09088239853874154,0.04283678555872961,,-0.012564412513683782,-0.020136237953273795,0.028559571437068207,-0.44382065660973957,0.036986857734357025,-0.04632021703210744,-0.0434354189584761,-0.02021415455113212,0.021760910339907038,-0.02060260733705059,-0.029199771153966644,0.03167227808683974,,0.04053620075006436,
RSPO3,,0.023572489517437796,,0.1025255482449389,0.016348069706235004,0.1897744399587407,0.10720041453080136,0.20522877157514852,0.07265708865804647,0.03380652609682763,-0.016234365888438212,0.030943546311279473,,-0.007406892361826855,,-0.05735725631950331,-0.0362522880271963,0.02676154915302058,0.05237069162314691
CORT,0.056585269474829,-0.004669381802035426,0.07081746839535635,0.06314597194718237,0.08749970792611624,0.15220549830581484,0.05924311648666938,0.31868129267303497,0.06113170519391667,-0.013744609148767212,0.017819507747816227,0.026082267757514474,,-0.02275012689847601,,-0.03250784072925322,0.12199425176484098,,0.051120955691422144
NCAN,0.037553685704329,0.11616533085435056,-0.0057462304501499995,0.030920419145002306,-0.023027070123389247,0.22622837249433297,-0.09744772069721047,-0.29271709091011683,-0.08521446584138155,-0.01874168052615566,0.11528442257887717,-0.20238927228174075,0.0006036122915032255,0.005967999428269444,-0.021192445774881392,0.08776664054854823,0.16012307898347525,0.11582856478712081,0.09266802125608493
PRG4,-0.05969470545129433,0.04510804810498458,,0.03871002617385911,-0.02629747108785569,0.02739560350379321,,-0.04281380428445732,-0.0025628899511716007,,,-0.029220579172809187,,-0.02185254522480905,,0.08010054921718215,,-0.03598366241066442,
ZG16B,,0.06828245818096852,-0.029989523947656357,,-0.02104045450974146,,,0.10582067910656155,0.019348199801976787,,,,,,,,,-0.05222267219633996,
TGM2,-0.06913365706388881,-0.04734686578368956,-0.030616932542062113,-0.07165631589650695,-0.0342759823901852,0.00557346891961555,-0.004208358270089645,-0.17622780524382473,0.0004057995845208604,0.027341311544340816,0.05334370165053416,0.09157515937030752,-0.15589522973273687,-0.0345714582825021,-0.059411994253436164,-0.00026667406444152314,-0.05226928845196444,0.06047101971016107,0.09486162214350509
VEGFC,-0.049045124516071334,-0.026763380524219633,0.06746404749059111,-0.012153843163093977,-0.008863178768908414,0.03775479627763791,-0.013480455694930362,-0.036691934319035564,0.014444300188032756,0.0016495792006277292,-0.06610149056447026,-0.029820765774143967,-0.054397575797491764,-0.025676588945081635,-0.028588627475310387,-0.03335971203262294,,-0.004680614309247583,
WNT6,-0.022762299995392175,0.021585751459601288,-0.003697463008920737,0.03871075091480925,-0.01929064524110664,0.09126937315092708,-0.05493396734452287,-0.07658081419640728,-0.03219123607083613,,,-0.012969125647855097,,0.04410576372542583,,-0.02594090846938802,,0.043740775861511795,
NRG4,0.004899367318291321,0.03570549245223569,,0.30678911638278655,-0.032005225314695844,0.07756065851169648,0.007276492340639636,-0.011161556537121002,0.010663462159040682,-0.02665428598140344,0.12162809605533108,-0.003217257554129121,-0.04276393533495073,,-0.02295625492874889,-0.025811175832812474,,0.09691712920829511,
