,UKF248,UKF269,UKF313,UKF334,ZH881T1,ZH916T1
IGFL3,,-0.013038941537356668,,,,0.08290419670775769
BMP1,0.05650153128054917,0.08289513800917589,0.039813497103901224,0.053220922487388106,0.022668344507939024,0.03422449718217989
NDP,-0.007496406285547083,-0.04794407884820652,-0.01585955499967079,0.021876268656475385,0.025987964787992552,0.012125611671074427
TNFSF18,0.0391768467541832,-0.019362436743223067,,,,0.014689942729751658
IL36G,,,,-0.015620005325115293,,
RTN4,-0.0763248674237668,-0.022277099489324576,-0.052208913290854954,-0.054126301500672526,0.03289707485997088,0.030291323891386914
HEBP1,-0.014892958311873417,0.0567698579657869,0.005487267032767442,0.015756616672913046,-0.03058472916255198,0.05872796555576458
WNT7B,0.02332317613109825,0.0006860607896934253,0.017751509905002728,-0.01716818592357534,-0.023652673774676586,-0.02271368263689167
PTMA,0.06909408827164008,-0.0661173560528405,0.07186151349613402,0.07463918635409589,-0.027496209914742827,-0.05540738655131881
FASLG,,,,,,0.021800210402729038
CEACAM1,-0.01733250514458667,0.03859384950809231,,,-0.015698623581655004,-0.013701979940407592
PDAP1,-0.007975196305589516,0.07090441237504534,0.08960966199767294,-0.024815937749660556,0.03151262968577088,-0.008351470591131442
QDPR,0.03390834858913134,-0.04553985798453307,0.04015448902167402,0.0015878740448157435,-0.01855194585538276,0.0466974048425556
POMC,0.0038847582892563995,-0.009509700097889104,-0.0222565515919724,0.008200113437507744,0.00417852936757141,-0.027434157497967238
CCL18,0.010874541344387251,,0.06260512291147262,,-0.05406206760906348,
CCL17,,,,-0.014269318316293645,,0.049856509410163834
VEGFD,-0.021629335643882128,0.048937212960100236,-0.01503742594220383,-0.01529287040797345,,
TNFSF13,-0.01632219075818291,,,,-0.017628502120646164,0.0728729500342853
WNT5A,-0.03260710918991367,0.028831066312303484,0.03094775795721087,0.07298306658882223,0.05598516727007085,0.045524644307793724
CXCL8,-0.049545401297126576,0.041948334568118216,0.05725068405937503,-0.02942863975617594,-0.030362547482252367,0.014909327622391258
GRN,-0.03206967859707827,0.047959055524111,0.0006192274255491391,-0.030318323638194023,0.0380356842159925,0.03221071516496781
MIA,-0.023483531700401825,-0.0018547005376092333,-0.0016326705556695405,0.10936519423103482,0.04073836885403871,-0.06858490275664426
COL4A4,0.025704396650422498,0.0166509308230196,,0.11625037083770971,0.01756123321204971,-0.006079548747876502
TAC1,-0.03361312033790713,-0.05067334024823104,,-0.03600550682538996,-0.027084597941367663,0.04335618590313884
RARRES2,-0.038587095756859195,0.0384583275622385,-0.03150963430006562,-0.018018502645137408,0.04481392679226053,-0.019672732140167598
FGF7,,-0.03661743448903187,-0.019683485775854128,0.0075634320583020265,0.05058989761044039,0.06691968369610113
HBEGF,-0.006091167834924715,0.028850022624763525,0.12303337697546282,0.03470929585046901,0.04570983962833744,0.006740829013910302
CSF3,,-0.013593898482573096,0.09984575437968139,,-0.022506121315339963,0.02345839289187188
PI3,-0.022754965802329552,0.05963641098144052,,,0.03792747118193812,0.06314056156460088
PCSK1N,0.028258745583472838,-0.009723066432636795,0.00258096347095879,-0.03191356848943397,0.07277499837057501,0.02490407747851105
NTS,,-0.016708536463683702,,,-0.05203727290186033,-0.02867503279250148
SFRP1,-0.0383085533495633,0.08065684041799047,0.11533856163365182,0.03683364110014199,-0.01025690821723151,-0.028008697676932672
CXCL13,,,0.11311765067582791,,-0.026134970372087635,
MICA,-0.03768684056685985,0.052906416177501234,0.0313227369636235,0.09374758992853376,0.04934031459543914,0.12455752695137619
TG,0.009847355468995164,-0.016406619249891105,0.03947977106335919,0.009838930723555146,-0.0185228836846569,0.028042475622764795
ADA,-0.014053524944897946,0.031329051410403264,0.06089049688785175,0.03582735612313427,0.02169941928541136,0.022271302176499166
LAMC3,0.008285838408983656,0.12277136128289207,0.01449564360123618,-0.027680398041860097,0.04696217823844099,-0.011480699159023175
CCL7,-0.013758080298612627,,,,,-0.020291304326861385
NGF,-0.023621940659021918,,0.11810231760670094,,-0.028199948506567284,0.03041072959989444
TNFSF15,,,-0.01438646898119883,,0.012498707745764899,-0.01264577681762934
HMGB1,0.028892127284981046,0.029794614477436938,0.060040227943923795,0.006809826523787133,0.003365476174739955,-0.08059628941253628
ITGB3BP,0.013374813566438095,0.058198873738910376,0.01642873690685142,0.056914844722211665,0.030373136765510067,0.0010049230605666491
AANAT,-0.019960881367508374,-0.012262064308281839,,0.10318952209723724,,-0.02146904616940822
RELN,0.09067048646055682,-0.03598074402636275,,-0.021190656811470154,0.005163301510280338,
IL15,-0.03367861528455157,-0.019261444739354112,0.07252153399600496,-0.017752323857721956,0.010516224187557847,0.07654722438198877
UTS2,,0.07330426503276807,,,,
BSG,0.017940013218279666,-0.007151277931917837,-0.0012440869151415252,0.050919130619400836,0.09119957058805735,0.07115760526308333
ADAMTS3,-0.004144247517297918,0.0385185515136121,0.08043184879080141,-0.029498632824944526,0.007955162502829849,-0.08047712823251368
CD34,-0.013259725090681136,0.08131880373226348,-0.004048326451722216,-0.02455137819947899,0.0788841196917567,-0.023503563912025637
CCL23,,-0.013952282708231085,,,,
PLAT,0.0026969611473455285,0.024525816666212796,0.06389906658790472,0.02476116159476778,0.08795586259325049,-0.03429976855934595
NTF3,,,-0.03064403217993953,,0.021965310851317345,
LTA,,,,0.038453231709442495,,0.030167267296060958
CKLF,0.015408390071331858,0.041870132536604175,0.06463414312006893,0.07028079538099419,0.04263221125459104,0.010652080914493588
APELA,,,0.06514821971075048,,,
CD24,0.0735405820798603,0.010892401687908558,0.04020760642607074,0.01678968510471655,-0.012127204911501854,0.05985499270336979
HSP90AA1,0.031138989629708763,-0.08686251000410697,0.04892680148050241,-0.036847141763292936,-0.02661140186141642,-0.011004617981307875
BMP4,0.012476603545414553,0.07925443619431799,0.0941996215190261,-0.015126815332610427,0.03805139446451187,0.018420930270074017
SCGB3A1,0.03528021469471942,,-0.030119280577752868,-0.01238733835235249,-0.002923403769597976,-0.032782661065363636
IGFBP4,-0.027931110864985616,0.08302896145019527,0.03980173223487929,0.00035372288441913195,0.04512339970503377,0.03266355247202148
RSPO4,,,,0.14536002564038725,0.03715932310710495,0.06307934356217458
LEFTY2,-0.024103589935227373,0.07597221478284384,-0.01626663460478675,-0.021915048256099728,-0.026581453742187074,-0.017775248165068036
PF4,0.08106744786918549,,,,,-0.028894093994805144
ANGPTL2,0.01876024884920998,0.05927101015227772,-0.06916548801610517,0.08039939635458904,0.023961614412502587,0.01828454416201796
LRIG2,0.0025716484834653326,0.005780462424041325,0.015868842663172674,0.059201881964449116,-0.03691689372778723,0.0759891447353636
ICOSLG,-0.027799671456716853,0.025026744769495856,-0.040628353672390795,0.0788563214432068,-0.004155722681891496,0.06366310767506296
WIF1,-0.025679784695850447,0.008676062206575361,,-0.04730615908691505,-0.01817002676608585,
NPPC,-0.042681245942546284,-0.009501268309496163,,0.03308983803299146,-0.009357909654325607,
LYZ,0.005239253876577358,0.08196842339953579,0.06430416409338437,0.05303602906124022,0.0025831899433003316,0.015491862023255329
EREG,,,0.0015157315667242719,,-0.024345042041867816,0.05921157137874764
SPTAN1,0.027687194033524057,0.027909085034591368,0.023518533706087218,0.04821338636597838,0.012190409115580923,-0.01757006268628504
PTH2,,,,,0.028369241258817714,
LIPC,0.02158008218418427,0.028089842612141085,-0.023783680031239447,-0.015435483123808358,,0.031135097834974534
COL8A1,-0.03236406174206083,0.03962367993012405,-0.0328340689614074,0.043228693310643,0.001732923914669413,0.11596987767850604
GSTM2,0.04250025780243526,-0.01606505311405538,-0.03486997496567911,0.07453298572309756,-0.04149722287942474,0.07287637524908194
SPX,-0.028258899111242936,0.018957698306704122,,-0.034048285824640125,-0.01683875931889052,-0.03131065746306236
MFGE8,-0.03006284592003569,0.059078027581411445,-0.03784996664685048,0.008330846734298396,0.014869065535430492,0.011705293045216543
TGFA,-0.0027116015758578854,0.03390104188272316,0.08275361661843145,0.012083023448385381,-0.032587832476572924,0.029124239711372884
SLIT2,-0.05291863277317108,0.01507352591947861,-0.03150425055696073,-0.03993180343700587,0.04302607964762209,0.059973917467238805
PLTP,0.04682579574169509,0.0872473945141383,0.05628054948729451,0.04650107302993952,-0.021598367949364417,-0.0005813394671997174
APOD,0.04321850053283006,-0.02907559275300424,0.007407222412526993,0.013166209631161246,0.014069672252508499,-0.028906408845800525
B2M,-0.0584873286062085,0.09435761956650789,0.04725973830027227,-0.004855588246992997,0.012033507390110183,0.003224554588948426
OMG,-0.004460259847435794,-0.03944387975008159,0.20935050218751183,-0.053922762841485575,0.022241205793592518,0.05033103722955507
CXCL3,-0.03524377644116828,-0.016099504278433544,0.07221001923213845,-0.012784889459960513,0.028299745782044913,-0.006938280247567038
CXCL10,0.00046705234708518663,0.08272414753846642,0.40155010664219726,-0.020316736550576534,0.01419508489522547,-0.025678149822171713
RSPO3,-0.018688602114401074,-0.020134959782506817,,-0.013359963081051392,0.011213687970370938,-0.020591706120809506
CORT,-0.040797623277336006,-0.010920498363724733,,0.014781783038816916,-0.03250784577219323,
NCAN,0.05799016596129994,-0.0005134798548069392,,0.09695676605813279,-0.004204845686536223,-0.03288385394531023
PRG4,-0.020690509703278247,0.027272411939759655,,-0.015620005325115293,0.009270029167803487,0.08131142528483147
ZG16B,-0.01907830301265522,-0.018831815021171525,0.04953938932754552,,,-0.025675641455683185
TGM2,-0.007336234521572269,0.037973622193032054,0.031042411906017062,-0.040538297647926685,-0.016930163404057258,-0.03650362695414063
VEGFC,0.028345237257269427,0.00959691621797056,0.016160175330980197,-0.015940838045557595,-0.021933081538207517,0.025292422304967456
WNT6,-0.02219835841197744,-0.01715226289777092,-0.023995151833012818,0.01047846929836475,0.047208392885937776,0.024538498216897763
NRG4,-0.01267167496731286,-0.021725547927112066,,-0.01859684690682231,0.004132134760090234,-0.020591708428648478
PMCH,-0.014604787337762284,,,,-0.014861011667438754,0.04262970164173719
COL9A1,-0.028582655278421177,0.0072386469156631855,,-0.021190664939434136,-0.02066150149246925,-0.016434526893518295
GDF11,-0.036036929020004396,0.024862398378962133,-0.00360436298218934,0.01697142793523296,-0.002914572343022746,-0.0007261748203379437
RAET1E,,,,,,-0.022588957838192404
IL24,,,0.1269222376705665,,,
SORBS1,-0.025183463098553335,0.03406212916395103,-0.04288518327458692,0.005483492786655495,0.041573687110090546,0.027898982525433477
DLL1,0.05073967764446122,0.027073449682675364,-0.030821960597079815,0.07457791792482231,0.059358821913316574,-0.0002585924299190365
TLN1,0.047301760571447284,0.034816284839333224,-0.01622182051766877,0.06644145802799357,-0.006492122066824793,0.02023563842787597
COL2A1,0.038481268411825253,-0.016099509757273277,,-0.012979287578229822,-0.03130711523590382,0.05464895285776041
SHH,,-0.012656170861951529,,-0.012387337269622004,0.03175500840447723,0.0014229043100731434
PON2,0.012304639171921894,0.04468983069014402,0.04881357875977674,0.0891018311289631,0.0034464673754592426,0.024692157172581424
ICAM5,0.004624465811993683,0.02333271165376257,-0.012809462376732826,0.03130623430358159,0.0826675614085517,0.006861663684824489
HPX,-0.03437919090040954,-0.007229633291052429,-0.01009430544778369,0.05743848617363514,-0.022009109161728806,0.08025159906089369
SFRP2,-0.01829140259234844,-0.012848905283913291,-0.013354640286779688,-0.024300785635928766,0.0350898350156849,0.007199332752951073
CD70,-0.033417939770350576,,0.009589147011938162,,0.02328631562168964,0.023016882037389014
HP,-0.02448274523287261,0.06387144095481911,,0.0006686305477448028,0.0020514215753595186,0.09502588362147445
CXCL2,0.014064712013436028,0.015024779798132073,0.06688860258390023,-0.02451751768485567,0.029824732630605085,0.008193661222764128
NPPB,-0.01774925338076398,,,0.08799886263513222,-0.02221131789174603,-0.020887994897757518
CCK,-0.002243974645590879,-0.01712031321491099,,-0.032631948776639476,-0.034924640358140566,-0.02709736820955925
SEMA6A,-0.012191035729628345,-0.00894233681258122,0.07138619944958355,0.06834806495946658,-0.007117489224889428,0.048341206829632534
IRAK4,-0.028108840080021825,0.01711802963440771,-0.009226961728323713,0.007810630524337559,-0.002695331214661937,0.00950614838559121
GSTP1,0.06829771549438221,0.058205637409274584,0.003087451955163043,0.024047873990658834,-0.03268226809002493,-0.02819479981266147
VCAM1,-0.003859919696922519,0.04969920395604984,0.018930942924692745,0.05736159647508081,-0.0006626861654997401,0.017644989796425436
NXPH3,0.03774706943651565,0.008758994186263185,0.07971351637317557,-0.00893594834569614,-0.027247987254601026,-0.050801855138480144
MTMR4,-0.03725430935503998,-0.017627033093260865,0.025155706348065538,0.040302278493793496,0.033364843184141825,0.045255056300702284
LAMC2,-0.013931307985800173,,0.09764738201363116,,-0.014424929811370859,0.0809191182657372
IL10,0.05908949301465252,0.0718774126916806,-0.019274276482151794,-0.014269317408006923,-0.014162668552690163,0.12138753007851631
SEMA4D,-0.02667378933478788,-0.025783459324155263,-0.037728686082257976,-0.016057553408875797,0.024614357804063826,0.06555894190876203
TRH,0.007281736568363502,-0.010709609066613519,,-0.016618219452445324,-0.04642917076171201,0.06492229400625547
