,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,-0.030250456410379503,
BMP1,0.013974542508271964,0.030023424734410907,0.07719989152354474,-0.03154268585230839,-0.030035007381178,-0.021359854575152583,0.09733238132973752,-0.031409118080681114,0.0005996773487059316,-0.024306645518125346,0.029147816000689882,-0.0013742177738019245,0.10112812537519407
NDP,0.1828087203312322,-0.007454855109029594,-0.014809929499951897,-0.044445081512784375,0.004923199496084063,0.01703190662570554,-0.08235963399045128,0.01813774678083176,0.11781190059933125,0.14618682239628744,-0.03665111992072939,0.0828418262020064,0.0022376508226822425
TNFSF18,-0.06162966611173082,0.019329193520166318,,,,-0.01583009414302621,0.017669313416728772,,,,,0.006191726524717062,-0.03599884635089209
RTN4,-0.11432788401065072,-0.0008994987796958469,-0.020120425230806562,-0.06888640409766882,0.011491993448954244,-0.07028967030960723,-0.06225279681803181,0.040453795069306096,-0.051804603717574144,-0.10591412979935813,0.06313348255992517,0.018896245175822796,-0.1405943829371267
HEBP1,0.07256125410874262,0.0312741625247102,-0.0603258238286854,0.00040997718627081085,-0.00676687475053492,0.008942040709382893,0.03250854317020011,0.0020454628100140017,0.08932922319244559,0.09132536145383226,0.07377894487483007,0.08623986887050746,0.014719423941084761
WNT7B,-0.08925062752097782,0.0384621640880326,0.037717875306503404,-0.0227539941892686,0.05926594609644967,0.011393671025157185,0.016236868589237466,-0.012332311892024762,0.0805445168579883,-0.014197971542459395,-0.02284738391034532,0.06263417790416584,-0.04323691221386998
PTMA,-0.13197870313164373,-0.008487997748018427,0.17407957027592125,-0.032983954201474305,0.020360885783817312,0.09987172334355271,-0.05629461988851591,-0.021289514096197507,-0.06728271466672599,-0.02964028305183319,0.04207839934661627,-0.08951284857889462,0.05222568047556938
FASLG,,,,,,,,,,,,-0.0527273246731417,
CEACAM1,,-0.013221173748456687,,0.039208564085706166,-0.02487525325280432,,-0.0010270443811979861,,-0.02327362872989256,0.048718450277223185,-0.002105782643108309,-0.050347642750112886,
PDAP1,-0.0011550683357168258,-0.04500040008610519,0.04887535681200965,-0.0261361870280855,-0.021470027338301164,0.051142618393989446,-0.09258867841952503,0.020949541063365457,-0.05039879738651895,-0.017520216198555493,0.04512915349967891,0.07827567485266296,0.023484810913856676
QDPR,-0.09183953125047695,0.05738103406233589,0.12401408921563864,0.00818522085041429,-0.020829103139284346,-0.06685275466984593,-0.08615393687024922,0.08142039057025029,0.11861619430922242,0.09963518432654844,-0.057174127142747284,0.061740592061180884,-0.08173578333430985
POMC,-0.0067525901487999335,-0.023491916410604715,,0.023924254070845193,0.005261976141689983,0.016417559762575057,0.020925027695393693,0.014361143891632094,0.033935749026318254,0.07153637424563962,0.016942069282592703,0.08738335686962764,-0.030266941230375686
CCL18,-0.0030177149214105333,,,,,,,,0.080138341686038,-0.010139167460471688,0.09384140451797222,,
CCL17,,,,0.022141075219792437,,,0.011721335883884005,-0.015263945030516445,-0.006961871774795656,-0.009409302527391588,,0.045585391223562366,
VEGFD,-0.009412844189151063,-0.01893667883895574,,0.17044286187398755,-0.008830890878396837,,0.010526903662218957,-0.011196288273266533,,0.01836709134418203,,,
TNFSF13,,,,-0.010504576688361371,,-0.015351888974811932,,,0.027716233821474832,0.14115324656652728,0.07885479222697658,0.05981981642695478,0.011952637313721464
