,UKF248,UKF259,UKF313,ZH1007nec
PMCH,-0.018664048494017448,-0.025912635577519043,,
COL9A1,0.08792342117214016,-0.01953226539592169,,-0.03356555092994217
GDF11,0.017123553059168233,0.02260539879355283,-0.0092870894821011,0.05454745515248064
IL24,,,-0.014917474473099072,
SORBS1,0.0326526564469075,-0.0628456399397531,0.031179462477387256,0.07279923637774954
DLL1,0.006778839774175427,-0.019382315671320895,-0.018428887680299138,0.055613009910591246
TLN1,-0.019098160005694347,-0.016421991656999608,0.0831603792223805,0.022306677882009927
COL2A1,0.03230358022458186,,,
SHH,,-0.015968046489231648,,0.029278405518939742
PON2,0.02403538091646512,-0.05000653468772986,0.09104854728962188,0.031502274808839256
ICAM5,0.1117435139527702,-0.024887333804407,-0.01412122247985318,
HPX,0.003994850525221626,0.03290737905770593,0.1440469269592908,-0.05914026001370862
SFRP2,0.06566882349702796,-0.018185874496267376,-0.014722229636317209,-0.03589421191257495
CD70,0.03172036347703508,-0.002002704086706584,0.06277829273173832,
HP,0.09148710880167292,0.03430529188605212,,-0.011739921923774554
CXCL2,0.011194486696441259,-0.023751409758944287,0.02867891353448319,-0.050821542118454986
NPPB,-0.02268248884217845,0.08451647815959668,,
CCK,0.04935039915470457,-0.06509608057580576,,
SEMA6A,-0.042934113716713865,-0.025177874477828363,0.10557053272147872,-0.01017857671319931
IRAK4,0.029734641544268883,0.028378795189731795,-0.01389360716872628,0.04160616907652508
GSTP1,0.021070568333780636,0.007364322781323835,-0.004377580640158476,0.0027707986381233715
VCAM1,0.004857008984568151,-0.0023348869856797774,0.062100499174502805,-0.008833422037123366
NXPH3,0.015425962505552488,0.05561806375339511,0.01446981981141574,-0.019077215197303626
MTMR4,0.03252906192055615,-0.037530589531560084,-0.01298983486587754,0.028789328253591383
LAMC2,0.02057227163439699,-0.019343805534064593,-0.004259113782663813,
IL10,0.03514124224205628,0.025331014749236144,0.04515019887195403,-0.025316894897159836
SEMA4D,0.011697536031352906,0.01343559879157294,-0.002872533405508672,-0.03697865227932479
TRH,0.002284820124489402,0.0010744381543889,,-0.07003297271471297
SEMA6D,0.014811559311200463,0.0025402817567205197,-0.020101767272111947,0.031094709528496026
CEL,,,,0.05560296370193035
PDCD1LG2,0.02385158740574662,0.008626665007444766,-0.01977047643538348,0.02041340916064216
SPINT1,0.026362299240791608,0.012484127795952173,0.045354461596525744,-0.01445646040134093
CTHRC1,0.010383347257348463,-0.0313340905771168,-0.09490530390765999,0.03297964881797394
PODXL,0.08373455056098722,-0.013729254261920723,0.03516898610307041,-0.07384267507087923
JAM3,0.03885452724778281,-0.038746258825357996,0.014460403464256885,0.04916642012968441
TGFB2,0.02316884678789906,0.030164184158294815,0.05228510261107314,0.007826908639592211
COL18A1,0.07844631479388348,0.020889218456355853,0.07329266269378093,0.04300025555497943
NODAL,0.0017284235686527653,0.006618113381939931,,0.04689768027878349
INHBB,0.0644486023290567,0.005787152280359061,0.03118472201059187,-0.11086875033559818
LCN1,-0.017803385994133298,,,
ARF4,0.012150011774855347,0.06082040367084216,0.09264350755963807,-0.06540580970993817
CXCL14,0.022141432592405853,0.059038160785314604,-0.03815754170888169,0.063961855134018
LIF,0.045102847173224686,0.03392934482734322,-0.016047550193017835,-0.026617390704604067
IL17B,,,-0.03584425907597822,-0.022616637249536237
MMP1,-0.024544907497007003,,-0.08101210503514832,0.09008834001964677
MATN1,0.03477413805444215,,-0.014917476623278742,
ADAM28,-0.0030587614399683843,0.028740209364623744,0.028368760163871975,0.030492286773533207
TCN2,0.05265912134703408,0.044513050563699426,0.09289745568295284,0.0540616857209785
THPO,0.014253152033932695,-0.01489831418868049,,0.06270859985291174
CUBN,0.0959552164192442,0.022982268757249593,0.012580403419076859,0.06340560254737589
TIMP3,-0.050256548185407736,0.01092932750677663,-0.054925478244452534,0.06951517388204977
PIGF,0.009758546308799155,0.01895445790869588,0.01000404407209863,-0.05648453475040545
CRH,-0.020858786336691703,0.014097305985565212,,
BDNF,-0.004426413200229989,-0.03603142582162247,-0.023010179415639178,-0.07428018585171324
CCL5,0.04671130495222637,0.025052473301184326,0.0019808701367744095,-0.03984031062573926
GAD1,0.06787351717905996,-0.022936323330033336,0.011301343965143998,-0.055453620005335984
COL14A1,0.03454402965099331,0.017750521263913556,0.052688363011067184,-0.10210012687930227
HLA-A,-0.0036281305551141676,0.0793397715068329,0.044770963696119145,-0.017999230137246955
CD5L,0.09779293111485933,,,
FGF18,-0.01887342935022424,-0.014309561760682606,-0.01548927984884674,
ADM,-0.007077885364107547,0.04611441428771749,-0.015211317311574043,-0.027850106161727783
CCL15,0.036441786092372516,,,
GNAI2,0.012303901188816538,-0.014421617434665563,-0.013733907647565055,-0.035752709809619136
COL11A1,0.018952049187981383,-0.01059144006805876,0.0005580174953218955,0.10353702297253119
NUCB2,0.007784938232747187,0.025082881336097786,-0.03284839152588895,0.10428300037881998
CXCL1,0.0026890516472773385,-0.02257360121729006,0.06042060489948603,-0.03416916945671923
VCAN,0.03913817226497708,-0.04122691192423731,0.0685161332361975,0.04734277462730068
MMP7,0.001101471333887895,0.023651279893687843,0.02292182236119311,0.03005555948136872
PTPN6,0.0436717106818495,-0.04557507295675988,0.047749039012520623,-0.07270624581694454
PTGS2,0.012200430502623738,0.05997762793264106,0.04232872143352203,0.033793612619859595
XCL1,-0.022857496375139983,-0.015569315310523055,0.03140028488438312,
CD58,-0.014279480952606559,0.017847502836820864,-0.037420727669680916,-0.1062904878780877
TNFSF14,-0.023031283989778162,0.048115426147192476,,-0.044113021005422255
CNTN4,-0.04049176542080408,0.033558980374676695,,
NTF4,,-0.019694502051071674,,
INSL3,0.09592529200398987,-0.014309558953945586,,
BTLA,,0.002425817779186967,,
MFNG,0.007152826613935224,-0.004076158573000614,0.021024139086394462,-0.00030147090567466306
ICAM1,-0.011853052165504644,0.031171986774984256,0.12126938877920462,-0.014364336438069076
PROS1,0.034828178696070175,0.05761979106282184,0.017550584360733822,-0.11247060417717648
CLCF1,-0.0031474831218012995,0.0630559450512229,0.049897900726773005,-0.09532910236664877
PSAP,0.020957780715877106,0.024716375724075274,-0.08294518301223414,-0.03903083097631113
EFEMP1,-0.022444681664781235,-0.0042714374133968275,0.007606261446263694,0.02325957169400228
C1QTNF1,-0.031958816091406723,-0.033727140442879396,0.008556601794847081,0.02308927330442424
ALB,0.011999492044040487,-0.02540457897902795,-0.014121227122363033,0.01495441077694132
CCL13,,,-0.026913624920399094,
EFNA3,-0.0360688716224874,0.03724107815768709,-0.0484370628723444,-0.035953571681531134
DRAXIN,-0.027330098377531375,-0.022941600751642574,-0.00911125360853399,-0.01821609307659432
RAET1L,0.02575381610527091,,,
NPTX2,0.06471701270520197,-0.04330779915314623,0.09636924742977723,0.041210261994075445
FGF11,-0.028942322918348154,0.028742484453420522,0.08006610626007131,-0.09698477152389948
CD59,0.07918607302947808,0.0004174141959356718,0.05541863723575591,0.11923231479529059
COL9A2,-0.03285162324310907,0.013006088520424196,0.048193744022191225,0.004732337907665125
DLL3,0.0005444009048309114,-0.026183628785334156,0.08950023889212567,0.06561849637902759
FGF5,,,0.039139457733106876,
LIN7C,0.10446800277785549,0.039721285645537424,-0.03768422341677035,0.01852373550042905
GDF7,-0.028374612007767825,-0.013734530574033257,,
PSPN,0.03295830648769869,-0.00794546451392024,-0.003516181193256555,-0.07787540857922748
ANGPT1,0.001973476713659458,-0.019873203534267525,0.04407310394586313,0.004102682670569024
PNOC,-0.017494409493539025,-0.017908108008704068,-0.014121227122363033,
L1CAM,0.0036724326973034487,-0.05006008816970357,0.028809313546271118,0.021847868077869995
APOA1,0.036892687867265093,-0.009246025948105002,0.007027888436700025,0.03280772652103277
PSEN1,0.097326217716046,0.005555450825634023,-0.014239992167208957,0.009803774832833727
CALM2,0.0695382235456671,-0.07295307650359004,0.03034748765055733,0.06429335994562321
CLEC2B,-0.007495385134968603,0.030937545493992,-0.0434755616063806,-0.055818214863934484
NTNG1,0.14144136368428248,-0.012120595621520375,0.12612389132629057,0.031391252827957704
LRIG1,0.01035207787203857,-0.03028663782506685,-0.06215321069369553,0.07840860817532805
CPAMD8,0.011594840497191382,0.051146829050898054,,
GHRL,0.056917440122441904,-0.01796674070615347,,0.08936861147755053
NPY,0.051304925551775016,0.04738173245179432,,-0.04996745596897762
MMP2,0.006748914374653593,0.021813036353864387,-0.08351452893917184,-0.004612293726594852
LHB,,-0.01474096719049209,,
PPY,0.022793968279164332,-0.025659724628612778,-0.013061505389910648,
ALKAL2,0.07170638006246577,-0.014526803929176029,-0.03330058817243261,0.21937307973679315
CSF1,-0.018251270596013475,-0.0017354407614168109,0.06482621867096892,-0.045862584111711006
SEMA4C,0.03783732251050404,0.021791405930895253,0.01357722669047259,-0.02760399335292056
ICAM2,0.008874334794834692,0.07933919245932489,0.10781323166393068,-0.0011271588623447892
SYTL3,0.03143752945310333,0.03868804398539508,-0.007933125900780266,-0.0033727279731915745
IL1A,-0.04059923475475108,0.050675971975493624,,0.037281035536040175
HLA-G,-0.024544902297700212,-0.015569313904483116,,-0.04068857973416524
PGF,0.0916479005900979,0.06015550772810614,0.0463242360856749,0.08605917255304732
LGALS8,0.01993339811487522,-0.005510065531764252,-0.012984029852314663,0.03645379859370875
DKK3,0.023680487353242484,0.00015523913907458832,0.06494396428699958,0.06799724751195466
COL16A1,0.04528883337435262,-0.022045508376085498,0.10825638124296472,0.0592633918155358
TPH1,-0.018022191870330908,0.1294242359070376,,0.10918217595044616
TNC,0.01678739548819522,0.028385435019538635,-0.07410654893307497,-0.06441701418882077
TNFSF9,0.033582462267048994,-0.0034126058666460574,0.017710580698857194,
C4A,,-0.017476271988970914,0.17860694525527585,-0.04778212221658496
CNTN2,0.016966071073519745,0.023849881784860645,-0.016400685138543196,0.04938277916487311
F7,-0.017582006440795758,,-0.01412122910392351,
LUM,0.015606790729652664,0.04252739413390234,-0.019280346149109666,0.026217665166139263
BTC,-0.01595107271121631,-0.040010068661469396,,
APOC1,0.015463434511718199,-0.028149388670583905,0.06523197831805953,-0.024590363375100174
PKM,-0.06831062996933228,0.04215262754979154,-0.0055036267104433025,-0.08085848613332457
TNF,0.013270639735336195,-0.03127032821998299,0.05787514243144516,-0.02489269542877748
GNAS,0.02118715860059828,-0.058669366791808064,-0.09513624209068978,-0.07708851293344181
BMP8B,0.041782194375847716,-0.022571494705754362,-0.02145273145462091,-0.017903297493105593
LIPH,-0.018022187433408176,-0.008498397482943646,,0.012940329687464286
CCL28,-0.025350448456650514,,,-0.03700525053209495
PTPN11,0.09711375409332172,0.003710151949356035,0.07356357321037636,-0.033085157872289786
ADAM12,0.01592878598697133,0.0023616153408924723,-0.05612133206215814,0.017310695308131473
EPO,-0.024215960250718083,0.056956891608014176,-0.012839566404141474,
EDN3,-0.008289857141024514,0.05469030941123996,,
CCL2,0.005807607952299942,-0.0037098511536902373,0.07657130176859536,-0.03754637724592519
DSCAM,-0.06571200707530728,-0.01765333015033477,0.0011218911080789137,-0.06931004811720141
GPHA2,-0.020086643649239094,,,
ANG,-0.0031476430894164876,0.035748174922813826,0.009498602631464176,0.008277034800159436
FBLN2,0.03374280907263962,-0.01596392439590697,-0.014708232738149276,-0.07436456376801427
VTN,0.07757032052338872,0.030498794915044303,,-0.002503633047248921
VEGFA,-0.034590428533488614,-0.022504995113257237,-0.06518997919288437,-0.03765134856689626
F10,,,0.04991294435043939,
SERPINA1,-0.010619454099238335,0.009747234229342818,0.04250433621109127,-0.08840167143253254
VWF,0.03441223762749716,-0.011612918889809561,0.045051491066900984,-0.035155316455426876
GDNF,-0.0036568351390843224,0.012690853400533613,-0.0030454592996679896,
VASP,0.04878553934345167,-0.031534529257194875,0.040052819035414446,0.10801735898328269
ADAM15,0.07855559229031851,-0.08262987266023678,-0.004407317815085685,0.058995313494159596
WNT2,0.01397684869651054,,,-0.018814990931789694
OLFM2,0.06275321163672724,-0.026062246804570765,0.07027407565623989,-0.03629421284953737
MFAP2,0.05745257528844068,0.039210803394710475,0.06813207863037228,0.02672906923755727
HLA-C,0.027685260861802338,0.006220920531384258,0.08752828469423922,0.07393031553588462
THBS1,-0.018965508399418105,0.00013396660154475746,0.059444782655326885,-0.023586590216025802
HSPA4,0.009273757834957007,-0.003013218849363233,0.0253369011549755,-0.03484344924381313
LMAN1,0.002304610640709224,0.03367973792289216,-0.03530739213394982,0.009554896904946082
LYPD3,-0.027493550907615006,-0.016548939610934874,0.06330766578488789,-0.045052506327609605
APOE,-0.00573439371542571,-0.058644955866614314,0.001027949600623248,-0.06692979568559246
SOSTDC1,0.029803686997855194,,,
ANXA1,-0.015077394994412387,0.020110036466879592,0.026670385049379637,0.05525221316783666
WNT2B,-0.0005413141131813838,-0.0030283013757885346,-0.0042642138780438245,-0.022099822273766792
AMH,0.08348144374212937,0.0017793194400930236,0.04557811826372503,
GDF10,-0.020858784880448594,,,0.06028857250399033
EFNB3,0.09532065481568823,-0.020133144661777146,-0.03408443673456298,0.029488604434168487
LTB,0.05517222754770353,0.02443193999193445,-0.025389278513057712,-0.0055152018470405705
ANGPT2,0.018625879424119387,-0.009001700190012308,0.013692747414505659,0.07834478796829551
ADAM17,-0.03806570536982518,-0.0031371174906729667,0.058283694139775216,-0.11778407604046019
LRPAP1,0.05592643187949539,0.030973668850676317,0.0031464762401202683,0.017181357092860578
NID1,-0.02202288576232352,-0.042286687878867045,0.07306145949130254,0.009365051605792494
MST1,-0.009685611565965766,-0.013144373844893552,0.05277158028562389,-0.012178783233233998
CCL14,,,0.06049884811431109,
IL13,,,,-0.03645338687926995
DCN,0.06266752716996958,-0.007598675402051246,-0.03945557397159998,0.08315345910775955
COL7A1,-0.008430116869385728,0.011013200638345386,-0.03177870201154086,-0.032036507256715016
CALR,-0.019544332897614383,0.01673690015713612,0.02516577221264103,0.00704557081059112
PIGA,0.043805670299793674,-0.009802125262075361,-0.02433401560542616,-0.08359418077085798
CD200,0.05813683434395459,0.028286958636389917,-0.006454259991601201,0.0662587258018221
GRP,0.04067893814276217,,,
CDH1,-0.04538518553171143,0.0019237891229449936,,0.15644975944274717
LPL,-0.10181243720501208,-0.021825143628490487,-0.012655218826473524,-0.09406791989195148
SEMA5A,0.03666514919414165,-0.01807722381475851,-0.007140004763438394,0.05727221133544635
SEMA7A,-0.056201835235422236,0.04256210596994953,-0.03516125095375829,-0.11323243699804368
SEMA4G,-0.01795652387352619,0.04199489679080963,-0.02703071274101233,0.07384508730465525
SEMA3B,-0.02133885204859328,0.025063551375634763,0.007350263351861539,0.026768278711693277
RPH3A,0.017365262576064293,-0.03245347082640413,,0.009842219644904143
JAG2,0.046625960808314416,0.07733152862152295,-0.03482785823371048,0.11353167909316304
CGN,-0.027656965597173046,-0.014666369931873134,,-0.03683136049291021
GDF15,-0.035542092037237544,0.05641786921263372,-0.017669377321582073,-0.034648239014669055
SEMA4F,-0.02812310712354494,-0.051035508784837105,0.03772634734837225,-0.009413214656909688
NXPH1,0.020909539374383727,-0.04537683725790573,,-0.0254237914907374
ARF1,0.009006852842470358,0.08944394366274191,0.03414379349820298,-0.09835394866434503
DSC3,-0.015201174575509208,,-0.03956673899983277,
EBI3,0.04254707516198958,0.005031323552214645,0.001556842883042682,0.029752396277480816
TIMP1,0.02360169994778752,0.06651278578314415,0.03719695863870598,-0.0038040960655743544
SEMA3C,0.010383240551101274,-0.034522171020111195,0.06115695862198524,-0.04579834997139254
GAS6,0.028587525111860263,-0.04436315531004586,0.023767366954476905,-0.0749459318792941
MEPE,-0.014977620866578096,-0.015042348404580021,,
SERPINE1,-0.03431054924123647,0.0509098887049832,-0.01711852347894237,-0.0651960692902929
RSPO2,0.012280750192369946,0.011971939912373589,,
SHBG,-0.0017404070525457965,-0.02992430491081266,,-0.0017697804501399651
LGALS3BP,0.03835998759246402,-0.011865978681349641,0.05572424948061382,-0.032166232045693424
LAMB1,0.031073660433963205,-0.011867429076763912,0.014224025817063612,-0.0629373516401573
SPTBN2,0.052948584591671004,0.017231051435316752,-0.0035343302174606133,-0.004760732947190638
COL1A2,0.038412620400544314,0.01615313598496448,-0.08486452231621028,0.0745560891731962
CEACAM16,,,,0.06079861416029829
WNT11,0.07139311614165202,0.0567948778610855,-0.018095216776282168,
LGALS1,0.006431047303034124,0.056181727634224764,-0.12191289683742579,-0.07020695131782115
BCAN,0.02110767258523595,-0.05975016994133539,-0.018256675727285305,0.07896415250251035
ANOS1,0.01660262065150644,0.0008930524818861869,0.09357466081547265,0.06798900039301266
EDA,-0.015951078176554376,0.11043749469196251,0.022618761206458168,0.05155000603017059
FGF22,-0.022682495505724022,,,
SHANK1,-0.021788218527395195,0.030011611386275748,,
TGFB1,0.010388514133879347,0.02124662437931598,0.044891509994798365,0.030779371084004647
MSTN,-0.05603475888722605,-0.018057432616061204,,-0.03902732622952144
WNT4,-0.014680853926109396,,,
TNFSF4,-0.011370828739773258,-0.03511066321866692,0.03744244770647771,-0.06453749469164789
NTN1,0.016641106129473955,0.005885388145464934,0.019921797364693673,0.037621445899279134
CXCL12,0.08310632600929042,-0.007677056094339675,0.033411678971448165,0.01980738075112144
GNRH1,-0.008357027536818367,-0.027451961364628543,0.02423367396361125,-0.029688447686804037
RIMS1,0.11658056657477603,-0.012027115052196504,,
FGF14,-0.04940443448318368,-0.021318786305476442,,-0.16566301894013358
IGF1,0.005999053719235965,0.0037229259194811984,0.06520566209362103,-0.02583009448937457
TNFSF10,0.02040662780113781,-0.008921460067835738,-0.01927264087558824,-0.028352639768234583
GDF5,-0.007508350388956966,,-0.024411753664889246,
RGMA,-0.030400835569483996,-0.05757513901276149,0.01378962281616492,0.027154851746159434
WNT16,-0.032203652728371814,-0.019050905349528427,-0.0014840602014339745,
CX3CL1,0.017997352103515076,0.06001236023650816,0.04409484215683726,-0.09505026148539539
FGF1,0.02357903730461319,-0.025152414318221565,0.03317525386362292,0.003300585138408666
ALOX5AP,0.026281182621558756,0.008164553337075667,0.07666824969819683,-0.03240557521079369
IL1RN,-0.0495656403690739,-0.020078620254824372,-0.016208604526670424,0.04361429982808526
PCSK9,,,-0.02502649879569678,
NPW,,-0.020950287452600167,0.023064834451979984,0.12876203425849175
CXCL9,0.03973809878441196,0.052376229761119455,-0.02416212409734043,
ANGPTL4,-0.025656770268637104,0.042443869866002085,-0.058195084253409614,0.07873288736300917
CCL11,,,0.022277849626187632,
UCN2,,-0.014526805022045083,-0.027312366942607316,0.07527600449469429
OBP2A,,,0.03462624668804481,-0.052020122979803185
COL4A3,0.06483360034861366,-0.03230703082381812,,
NRG3,0.03219898540646683,-0.03932413771502163,,
IL23A,0.032572600225757226,0.026571951162535707,,0.06587259272047202
COLQ,0.039664283446772676,-0.0011950302873153075,0.07813386257644955,0.0800074786239848
TNFSF12,0.053718116533370754,-0.0456628408356074,0.01377077704490555,-0.08016729717710369
DKK2,-0.025191182997062425,0.005316122454096416,0.02015144489519259,
FYN,-0.026051289232880564,-0.06789973504601257,0.046303102341631035,0.010150115495879613
ACE,0.04272952563942302,-0.053492732344569284,-0.029611194675895732,0.04885437181433068
IL18,0.024253347363704846,0.00359574264158775,0.12072466360219988,0.036941338364444194
PPBP,,,-0.014121224178331863,
CCL27,-0.01595107828371792,0.0007901134971201825,,0.27513990428682533
SERPING1,-0.004101596539005085,0.030861496631475565,0.10950125733716612,-0.05964214806887123
AZGP1,-0.028295933641428593,0.009716541516157891,,-0.0072288032865639364
INHA,-0.03059403923700971,-0.012270633444005028,0.03447822836301574,0.12390183550561895
SEMA3G,0.028292841432357028,-0.027386755596861857,-0.020826847866566987,-0.05999318896415626
COL6A1,-0.02616520748238269,0.023210009404897758,-0.08818061602119785,0.05191365046561696
FGF17,-0.03846979672214159,-0.027266585883403728,-0.016041936810462176,
TNFSF8,,0.044651542361934214,,0.0042145845665292735
FGF20,0.01473453286718134,-0.03207631644544884,,
ICAM3,0.007646003978996208,0.030270809392913465,0.03293572476790024,-0.02766442717332754
LAMA4,0.04562223263211656,-0.011200346880063062,0.10605374614643724,0.03533128901256491
INHBE,,,-0.018575744348384365,
DLL4,0.011422468739703316,0.025477849382647376,0.03919467267798181,0.0980208720479932
SEMA3A,-0.04786547762060906,-0.01352102181880628,0.021050842710721926,-0.0865383370106097
RLN2,,0.012549549425054433,,-0.04866523046310343
C5,0.07694342590899428,-0.03203497562080476,0.052029122496460765,-0.03617894320476979
COMP,,,-0.021942435368620044,
EDN2,-0.018022190200520895,,-0.01472223116026342,
C1QA,0.04654293335671412,0.011210095997243874,0.06191422829489224,-0.022329981364621
UTS2B,-0.01928577509929671,-0.018701418204307412,,
COL9A3,-0.0409143325675407,-0.005522671390492422,0.04143421725950053,0.006421879479888229
DLK1,,-0.012399446700372286,-0.023399598371311864,-0.08714654245304077
HGF,-0.02094303187735687,0.05431646324304679,0.02427059994397969,0.004025982277662981
GIP,,,-0.01950434195978317,
P4HB,-0.031910721782108124,0.030420788352040415,-0.039742678816103494,-0.0006847175422348162
ADCYAP1,0.027268339152338873,-0.00651282994850428,,
GREM1,-0.025350446749781864,-0.01616388833960203,-0.05512680068937752,-0.05770004211509683
EGF,0.007058985899542689,-0.014152625715647169,0.10124957091089609,0.032084697665577706
