,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.02461933389266593,,,,,,,,,,-0.0221930246446433,,,-0.018088451615254346,
BMP1,-0.08140790361488749,-0.014357054639326707,-0.016058017020342,0.03975483475602181,0.045757270445083674,-0.06012688153160517,-0.040227299734936335,0.058579284169674214,0.14207901214200772,0.014067316617920397,-0.012754715623331223,0.006973956022953108,-0.042687192820497266,-0.07517762708617176,-0.018321670988572774,0.07566560593132711,-0.020909390384038083,0.04054865765156969,0.07197094366418762,0.010043783642217101,0.048007158660595725,0.1088551657725689,0.10679652442513485
NDP,0.0478847932113105,-0.01452157561977829,-0.018141395119800282,0.011178027626173384,-0.0007367794060233079,0.0008744494188988673,0.019275111727083127,0.005859155589942713,-0.029364436341723872,0.0014486083329325612,-0.013202620594482408,-0.04015413660853499,0.0017631006536907613,0.09992420741728912,-0.04338925680798981,-0.08381448041597868,0.017639404371370425,-0.004302596725093583,0.03367314128386508,-0.017963015928403044,0.039736206780232486,-0.011041664789968573,0.01840604216178335
TNFSF18,0.07501239351878097,-0.02181211104418764,0.01154174158267591,-0.012174545147345365,,,,0.09237865635022043,0.016174759392340286,0.0034512047094208205,,,,-0.04417952509011255,,,,,-0.01320616704138536,,-0.029541075601271984,0.07500772580857482,-0.05288806688549516
IL36G,,,,,,,,,,,,,0.08530265842511417,,,,,,,,,,
RTN4,0.032920410578695845,-0.01844707331006836,0.02670909113940194,0.041263710775988484,0.04146141908240406,-0.00848131183160888,-0.07518780366053025,-0.09504135254380798,-0.14961634885841435,-0.01401693159246822,-0.016676198272908473,-0.1337643834383577,0.012740459620565853,-0.053291417129752855,0.023491327094118414,-0.0026899033619047423,0.10081607338920967,-0.0194145147616224,-0.11625937548310294,0.007038123127594421,0.0259596259912376,0.032139426397674316,-0.05268006329208681
HEBP1,-0.05520246586421992,0.020338392772902655,-0.0009924755340165962,0.01514027635073325,0.01935003547915653,0.045310513853083254,0.04500861550764128,0.01443737883625863,0.04433820849911145,-0.008201036354441856,-0.009076669088422891,0.06457955415669389,0.009702440813658092,-0.043081364507862506,-0.07062197962947027,-0.026038447437432423,0.07126373425482857,0.004170204052191251,0.041895054175608244,-0.0029680587053853833,0.05227999647681917,0.021802094331635883,0.027415379387321442
WNT7B,0.052173613395899994,-0.0044631172478688495,0.005725749309952405,-0.015709239525174813,0.037316215235842984,0.06564332122257222,0.014965628596713918,0.02285842958152056,-0.05306571943999978,0.005751379153874369,-0.013054820414104388,,-0.014896073556146961,-0.04863734496355991,0.026885914541733735,-0.04110123610526262,0.0071451425286062865,0.0719389357330153,0.01875809358905302,-0.02997128588938535,0.038052151405928214,0.03424718932093263,0.09163893111435244
PTMA,0.022900654705872242,0.023851339426174827,-0.10139502957169134,-0.0185980258449181,0.06481200227546849,0.06402133154551892,-0.015173934313857895,0.06644876165299549,-0.07501515811686499,-0.06462748446317543,0.0248464861061005,0.13241806467018494,-0.007236002212043463,-0.051123979958719534,0.04026976052721298,-0.10628116341745474,-0.012291114550741451,-0.008099455707253553,-0.13859318957830286,0.040096706830463354,-0.0009060942521321053,0.023458384405008206,-0.019114197167327127
FASLG,0.013200814791629847,,,,,,,,,,,,,,,,,,,,,-0.00717367541536563,
CEACAM1,-0.03435610093265996,,-0.01266368625434798,-0.012055896488437145,,-0.05091296804904218,-0.025789605127228436,,0.04861359153420637,-0.027448524256606686,,,,,-0.058675024660809066,0.02105188411580076,-0.04946887447521402,-0.0034810024867422042,-0.008342792241104256,-0.012895393423310062,,0.028486949179263005,
PDAP1,0.014298282335383404,0.03833782471212295,-0.09570954072448401,-0.021169929168637903,0.004342130652972816,-0.011224599789558807,-0.019902404070854654,0.04807705883665547,0.1287260521860957,0.010008693396646288,-0.004359995662369433,0.018439113051687828,0.044986979661689616,0.04321649602202022,-0.007006263207757726,0.022982830914931446,0.01424479838079552,0.012219886272802407,0.013835421427049467,0.04957082532867736,-0.03098699902830411,-0.00906591866414685,-0.068054186456424
QDPR,0.03408216761426953,0.06031259014163766,-0.0005251055331820414,0.011712035700897584,0.02622903879652607,0.03703834007872592,0.04742258556392681,-0.020546769147217994,-0.13437341359224422,-0.06835776588297787,0.04595622497063113,0.046276096938636116,-0.07255307547836737,-0.03174396252688018,0.10480198338588109,-0.058126684898075286,0.024655567383663347,0.04263930105298172,-0.09830219089206979,0.013455397868273144,-0.07473438616078072,0.04662074098197365,-0.04523840229590571
POMC,-0.002986214128452668,-0.027352471722946088,7.707987338079496e-05,0.05625541489033959,,-0.014387632115195786,-0.006272043730726072,0.03581825177728572,-0.0009804962474340866,-0.0035749188075124044,-0.035112287023090695,-0.00091714250035456,-0.029036989070874715,-0.05475504268886123,0.04347765154407084,0.02999605880652066,0.05896845927141869,0.002863432660708595,0.02217907888135511,0.01595541482061175,,0.07357539957187176,0.0345939453458246
CCL18,,0.05371100002112598,-0.03453779795376276,,,,,,,,,0.0955544844711886,,,-0.03641441897514244,-0.02613452107284948,-0.033480873168007894,0.11706878070310285,,-0.03858225254796418,,,
