,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.02811453100894236,,,,,,,,,,,0.00035027360654736844,,,0.1193905335709456,,
BMP1,0.0389476708377518,-0.016447916809310563,0.029946186424360238,0.03034805147087304,0.09292127386940327,-0.025411338186637357,0.07649385558507314,0.060976359215652615,0.13290813545915392,0.0930795671416904,0.04657064453244574,-0.025216537315082232,-0.030187058451888127,0.1239940786068867,0.16933893380045695,0.07704501329942486,0.0914811710900848,0.012740653329404696,-0.0026483600809490077,0.048793025348835894,0.0600681514658355,0.020150904324406214,0.020399810081441518,0.181709584045627,0.03930146892203919
NDP,0.07835758413254255,0.016449388178935254,0.03497776510949144,0.04439446379489394,-0.02717854054366157,-0.01686856595727954,-0.05309647066397136,0.002459089980448891,0.032417185425818534,-0.007735298749562864,-0.007522446687473664,0.03690710806304555,-0.012516855940942082,0.07424473817797311,0.07556313190518384,0.020965970549364926,0.09237048175381952,0.09541070006338881,0.05793026421264509,0.05191207213647279,-0.057715834805049604,-0.0036909784602644677,0.09996514732983898,-0.009953428791466556,0.008534740205798265
TNFSF18,0.07871017890607639,0.06198729694347525,-0.012389103467863578,0.019671098676873815,,,,-0.025360080606413073,0.12656337301576467,0.05718584165213549,,,,,,0.07279529234200748,,,,0.06310298915049851,,0.043255356139184895,0.048355500415986574,0.03184056601661417,
IL36G,,,,,,,,,,,,,,0.013126895464260267,,,,,,,,,,,
RTN4,-0.07416187230365304,-0.0817718034196648,0.01894339772843123,0.009694312961573668,0.027919638491172807,-0.07288939967130562,-0.04910635466523305,-0.03422260448807536,-0.14275472536106798,-0.05688969218967925,-0.01594618087903029,0.073208381436095,0.04478163086523568,-0.1065072342307911,0.01811876677765677,0.051596187647617024,-0.07225485592662804,-0.06139380627040713,-0.10870088388892818,-0.04035061001174817,0.06085020310293306,-0.13827728399329217,-0.0029690087620307393,-0.12935117564604387,-0.024944744605678713
HEBP1,-0.0017294293843968156,0.0330370324967753,0.02649821823490411,-0.07639939481971654,0.07138236648708571,0.010280728983482765,0.009818358909480568,-0.006049621920203092,0.12227127311587613,0.0644789866651698,-0.01437270491276498,-0.011572967712021742,0.05475084899439682,0.0651903059960987,0.057292502338327674,-0.006119340103466283,0.011249746148182985,0.04176393852707015,0.08044045555934339,-0.030461706933625966,0.06995854096645134,0.0036906073410655,0.06339819706277725,0.05757916191265392,0.004374396299228567
WNT7B,0.05034730795729105,0.022496214293797185,-0.04751261719503361,-0.003587524023329216,-0.008291738139440447,0.034808994907555624,0.005571209271447,0.020577173597236587,-0.01505935177989881,-0.010958741159838626,-0.027001322011048146,,-0.04840892787333516,0.06790686953857948,0.015939929894351536,,-0.004187989030833341,0.017101390878122888,0.06976995877886405,-0.02418923605895776,0.032420337603449936,-0.013118156451161824,0.036394874423747205,0.04643167524849749,0.04468867753511162
PTMA,0.006767986095122415,-0.015731490100686658,0.012264299697491958,-0.03874588190605956,-0.030747141096259367,0.05502089390168624,0.08385953761017352,0.08588738695335456,-0.048940381210636125,-0.0459166697078246,-0.06433869283273409,-0.07754831594434103,-0.031840250891949494,0.124277532559861,-0.14161173656737774,-0.00035954292205460587,-0.2405105458385702,-0.12437555821671581,-0.04867873127740383,-0.09459070764189334,-0.07920030934991061,0.019768220590086236,-0.10319831661863064,0.07900342619084814,-0.0523791923802808
FASLG,-0.038242525646657366,,,,,,,,,,,,,,,,,,,,,,0.00046345625258557637,,
