,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.018133713255980174,,,,,,,,,-0.018219038584259176,,-0.025796198085461394,
BMP1,-0.014993771360675074,-0.0411225312753478,0.006202547508573226,0.03826862070564704,0.009854486987142816,-0.022419936221726625,0.048930707544267114,-0.0023296912083497945,-0.03401536811849345,-0.0006498595307228668,0.03826279863118532,-0.009104626219354811,0.0011859869043636317,-0.020322471376138504,-0.0009692997652153014,0.10470807540092103,0.019020814779079073,0.028619152182941497,0.10928469202955311
NDP,0.005957663923429887,-0.03976565688747883,-0.030792968841914518,-0.037260419997278305,0.03783286769319867,-0.012795807997046217,0.009207032029640346,0.0704874033287619,0.03171417884684223,-0.003956148974346724,-0.025288654680897846,0.1407923095269798,-0.026428572771529674,0.010699664989141015,0.10464981117657339,0.013314167944154005,-0.06312704918879883,0.07091892083473572,-0.018911824506646347
TNFSF18,-0.020634609304409194,0.07080854009527267,0.0036962018192591944,,,0.09367320137753549,-0.026928019796140703,-0.017298862391633307,,,0.10678676887082249,,,,,-0.01878897290703039,,-0.013391620767546198,0.06686502989466431
IL36G,,,,,,,,,,0.05202355905113096,,,,,,,,,
RTN4,0.06179152242154919,0.05835939314270421,0.06412446367665482,-0.020235472061555633,0.024531162748983336,0.002496232237320888,-0.04101472449536773,-0.01451342775296157,0.02423491405659116,0.013414804586126266,0.012202253162076756,-0.1271139037884178,-0.08211297318608103,-0.02964076088894882,-0.055875664853286745,-0.020630646425827293,0.03491680916361815,-0.05225136524841749,-0.06485570423906747
HEBP1,-0.007810513288760716,0.040130730918849014,0.04440646257664972,-0.048014321543053434,0.03277073619510016,-0.011311825531935488,0.011245790485918328,0.010098503464557708,0.12449934284882616,0.03991515845154305,0.022637795402638928,0.035510419294810316,0.06792506276748769,0.041355126682961145,0.04572510392564869,0.04854905290322447,-0.0014557573299483315,0.0075164871347512706,-0.012883589176055107
WNT7B,0.08703224261163935,0.04072813200840151,-0.012801632380705934,-0.010465007620942829,0.02074202579951158,-0.04414186118602517,-0.02611308608938814,-0.012519033945053826,-0.034794699778068726,-0.028385152493841614,0.051619237491382475,-0.0877264588051597,-0.028522347765556295,-0.015299368648006552,0.0955079163759873,-0.039289262336958106,0.066430270177363,0.04397518910168625,-0.021942026183711622
PTMA,0.028351102458699352,0.022974872551246885,-0.0341905499660219,0.04160602254155295,-0.061240340144071224,-0.027292386349548937,-0.08384169732068693,0.018252457182930833,-0.0758926324129911,0.009748858196567328,0.028837727553417934,-0.016196841457458498,0.009488002292719688,-0.012326912519890926,-0.06885228234816702,-0.08526021916219009,0.00023589958240423657,-0.03647496526784635,0.13310437464739816
FASLG,-0.01817844964224868,,,,,,,,,,,,,,,,,0.015777784786200864,
CEACAM1,-0.006210762567402067,,0.008224019227325779,0.029524141093900245,0.0096671528560074,,0.0446437155358183,-0.02720698936420887,,,,-0.06606022338291742,0.0021004746802301896,-0.03459406180760079,-0.0012242824979286945,0.06570909930611328,0.014669879630421885,-0.03112879053079667,
PDAP1,0.056695690927461226,-0.010495667706312956,-0.01899103685857565,0.04887013849074821,-0.017394819373226154,0.029366885000115275,0.06202847387223489,0.05357511445996079,-0.05960291810526824,-0.022742179183602735,0.01007847160045651,-0.05469164292286266,0.020040755475401947,-0.05010647611297877,-0.07018860471774582,-0.0017874342310807275,0.0028433210501519622,0.013009312658885469,0.0024862154491879958
QDPR,0.037306643586334114,0.0802537574594704,-0.07434896879545913,-0.0012996822504057878,0.02186660894221761,0.006649571790700528,-0.07182224477361944,0.05181111395518092,-0.044185532243393374,0.09348967932036836,-0.06466069909794118,0.010052673280911405,-0.03897203231487494,-0.012734569243192743,0.11413874080244571,-0.10575366423816715,-0.016102398982065867,-0.01094013975858205,-0.13097400260986575
POMC,0.030038791841258305,0.09271582729763302,0.017980842008826475,0.03559984395498175,-0.029602614031190556,0.019213439266331945,0.026855073410476396,-0.02007223195743664,-0.03157895000932728,-0.008306815756431928,0.04299286095491672,-0.05262422891644535,0.007980344319126058,-0.03937641524209568,0.030754373309084294,0.005474591895167266,-0.03413761192138797,0.06294814662155988,-0.024234126452929484
CCL18,,0.016730874002408695,-0.016379661394927976,,,,,,0.023251411155009546,,,-0.05664318793087548,-0.018136143078933548,0.0016528337283676366,-0.014185716707586213,,-0.05026570144607938,,
CCL17,,,,-0.026377624674389196,,,,-0.021575049387423228,,-0.02359228739682777,,,,-0.02454281245283508,0.05222768069401389,-0.0023275796570970714,,-0.02027864220818167,
VEGFD,,0.13008102499437368,-0.028663095618343005,-0.019679384766116366,-0.02168564411427664,,-0.01777121458802865,0.013097810275757463,0.03783400257999644,0.0017729041990034648,,-0.04706659303318821,,,0.07042388556383972,-0.025334477209387512,,,
TNFSF13,,,0.010891329082822108,-0.01819469515172139,,-0.013221205116284399,,,,,,,,-0.047093970710003895,0.08157421299044523,-0.025759147883529333,-0.007536696736188119,0.060518913992431395,0.052099893168387576
WNT5A,-0.006696170479085869,-0.007994562858413675,0.03680435602580869,0.026793861231290145,-0.012698808219825719,0.039656034885815365,0.08840044468731109,-0.016780003859477654,0.002595574811361783,0.05048657424452789,0.07030089696907839,-0.08644471644767092,0.06786271785739177,-0.025948442216139504,0.03612906053184655,0.04784012021599562,-0.04417834017148649,0.027987887972990136,0.11743132072228833
CXCL8,,-0.04385547429916448,0.08101771368097457,0.059753199013947066,-0.04218943422465663,-0.018806306761714787,0.055173480584382824,0.028591539952954884,0.042569333794101834,0.05612712004302771,,-0.0657258586124529,0.15243967423525487,-0.014572758542451712,-0.14698049435810914,0.08295385370084153,-0.01413869298047095,-0.021183521463237917,0.16703581304548634
GRN,-0.05583219631501942,-0.061783153842841734,0.010268180602954695,-0.027518283524517545,0.02322442502645821,-0.054099791716802625,0.05401243227564324,-0.03633564784040882,-0.09187201302844424,0.005098094102050827,-0.031173180325903535,0.09302468597951599,-0.07530996377503954,-0.02402091508190392,-0.017224253240851466,0.05190890186967628,-0.014603231050813056,0.023454901876003676,0.029744609229635715
MIA,-0.023794022651276878,0.06222232543063491,0.034731971470391615,0.03299316339007824,0.03533352812384723,-0.008429417203633873,0.0020390109244085375,-0.013785122783015255,-0.04444694094771457,0.014413510693345103,-0.04128654053183353,-0.051360816477304595,0.022304100998551776,0.155991670514889,0.1609621157437102,0.12215032328749884,-0.00837380186704608,-0.05657595597578683,-0.04597616025135035
