,MGH258,ZH916bulk
COL8A1,-0.022643717760975207,0.1481000748727694
GSTM2,0.006207363372806572,0.01832194136714442
SPX,0.09502061747340239,-0.0005001634001847788
MFGE8,-0.007160856258597613,0.026815230645805023
TGFA,0.02518650543725589,-0.03857449405053762
SLIT2,0.021242341776976162,0.026740861269895614
PLTP,-0.02323627080191712,-0.0065641185438900865
APOD,0.10188293976701764,-0.04634500612991684
B2M,-0.08356613787511871,-0.04656637613538819
OMG,0.029442958654328732,-0.028327484365697007
CXCL3,0.09799285997728635,0.014881226330895655
CXCL10,0.003519000088668176,-0.07221583423684222
RSPO3,,0.029522943117479408
CORT,-0.020783296333886928,
NCAN,0.05371927042359146,-0.05416332056811526
PRG4,,-0.031651429548101115
ZG16B,,-0.008070183934852737
TGM2,-0.06303044575805349,-0.07540033661390486
VEGFC,-0.020783297672057707,0.002994799855287215
WNT6,,0.009053196584152923
NRG4,,0.010192651489511205
PMCH,,0.007622031416573639
COL9A1,-0.008133436992690871,0.03833939215865164
GDF11,-0.042597197449923206,-0.01818848883876887
IL24,,-0.003021102378500171
SORBS1,-0.03771493847297504,-0.015490033825166137
DLL1,-0.025281724516041135,-0.01722131723999563
TLN1,-0.03311989731131545,0.04553845116391149
COL2A1,-0.01952083039719446,-0.01027519504103138
SHH,,-0.02571386729777884
PON2,-0.02671958509290773,0.022282026841287047
ICAM5,,0.013432712226484934
HPX,-0.0017353235253602366,-0.009782679201289952
SFRP2,,-0.019203447113796783
CFC1,,0.06425664291135168
CD70,,0.04493196515971122
HP,-0.0016614817548870895,0.0741282110580918
CXCL2,0.055837011515629885,-0.019186464693801017
CCK,-0.04466028129673603,-0.05155577087987387
SEMA6A,0.012066545895869763,0.056677856163279534
IRAK4,0.08682286123878465,0.06112880716583178
GSTP1,-0.04812868573718984,0.07271470284339283
VCAM1,0.013125491835414253,0.053569228472285325
NXPH3,-0.02126082114214609,0.0444822948749827
MTMR4,-0.0308183172585353,-0.0444589132152373
LAMC2,,0.014022638840937601
IL10,-0.021587517936263984,0.05770578491194275
SEMA4D,0.009504585569803879,-0.017739620966094
TRH,0.028548372477616418,-0.047582121346137415
SEMA6D,-0.03082889302395321,0.008158553072591349
CEL,,-0.04252124557208688
PDCD1LG2,-0.017433963502659244,0.011048920429590088
SPINT1,-0.01629951892607595,0.029362063126534305
CTHRC1,-0.06003099727795842,-0.012112540886049464
PODXL,-0.0017622820320261842,0.025206871474758485
JAM3,0.07342615458169467,-0.027210533518863208
TGFB2,0.019179366303353595,0.07277603875753642
COL18A1,0.023404488879479605,-0.04110234193366994
NODAL,-0.030190374113725403,-0.016920618675566053
INHBB,-0.04576192829707531,0.0026049973033759697
LCN1,,-0.027916550849265438
ARF4,-0.02950131824627889,0.013484717864790543
CXCL14,0.07122714494425672,0.09325853471227954
LIF,0.009480265362255689,0.048341216475874964
IL17B,,-0.0315634986472338
MMP1,,0.060433159475636475
MATN1,,-0.028764133263624116
ADAM28,0.0636732213844126,0.006469477282458893
TCN2,-0.03391634381604067,-0.03955155969690478
THPO,,0.0048915160280606045
CUBN,0.006337178106753073,-0.029948335626598054
TIMP3,-0.028103908518122334,-0.02532579622359443
PIGF,-0.06442776379744941,-0.020950978967904793
CRH,,-0.02852202736054097
BDNF,,0.07262305833863886
CCL5,0.06475486700925032,-0.0630435988579829
GAD1,-0.02909385834252389,-0.04637216162970501
COL14A1,-0.036994107066456346,-0.006786429653804878
HLA-A,-0.07130087496278664,-0.03809451367362076
CD5L,0.1421071175559205,
FGF18,,0.0662049384511013
ADM,0.09751282735831761,0.04053207272195737
GNAI2,-0.004921306893168305,0.057063657486151324
HDC,,0.05788311784170813
COL11A1,0.09563454623343037,0.058634707652882416
NUCB2,-0.013705892804893574,-0.01126117197604808
FGF16,,-0.02834330118093015
CXCL1,,-0.031473195161837074
VCAN,-0.1254645511039065,0.009875107331656138
MMP7,,0.03812067233595697
PTPN6,0.0029412676348037226,0.0019423059796570769
PTGS2,0.007074531933380076,0.0262973162501117
XCL1,-0.018635836830320638,0.003119287395440799
CD58,-0.00216244293937979,0.03763160879746924
TNFSF14,0.03688344138511234,0.03598396689977353
CNTN4,,-0.04446101625098508
MFNG,-0.0464115360303038,-0.03154307307537744
ICAM1,0.034999969220465735,0.0056902044579164885
PROS1,-0.005360081828419211,0.0841870547420137
CLCF1,0.008786439410011344,0.03272286144131213
PSAP,0.046535719860601774,-0.03537846017674659
EFEMP1,0.06674654171175338,0.11424777900450728
C1QTNF1,-0.02281459602336062,-0.013807336130316473
ALB,-0.028055816370727602,-0.028606267248223884
EFNA3,-0.024148397076977357,0.032531943979878346
DRAXIN,-0.04549523270657378,-0.01779613973283314
NPTX2,-0.019821955266552227,0.018211516988419656
FGF11,-0.08078832262546227,0.012517252604248678
CD59,0.03130495967293134,-0.0863576306701021
COL9A2,0.012698925329504718,0.005086671574675635
DLL3,0.049775339022019326,-0.060016078512417734
FGF5,,0.04785514537739837
LIN7C,0.0025249042936568936,-0.06944595051418394
GDF7,-0.01930308585780676,-0.043969792262243124
PSPN,-0.04278397436375244,-0.001321367725929602
ANGPT1,0.0376470244342242,-0.0010156953445052488
PNOC,0.04434730658379469,0.04623525847122985
L1CAM,-0.028986558949972784,-0.07809939097873705
APOA1,-0.04065597932345206,-0.06144264986345279
PSEN1,0.04762863363317112,0.01604450166581278
CALM2,0.014497494333281208,0.0027320813236890082
CLEC2B,-0.030298101049121225,-0.07747848693153025
NTNG1,-0.014609287762306985,0.024677159347631195
LRIG1,-0.00845754460331509,0.02972767328053389
CPAMD8,-0.01698505895301959,-0.031177878233942472
GHRL,0.10138569623962669,-0.027483624070416424
NPY,0.0529644654086645,0.018861078123569713
MMP2,-0.015738350431189804,-0.01007040153626375
PPY,,0.03755789938204838
ALKAL2,0.05035641420574016,0.023668338397216236
CSF1,-0.01844558903313061,0.06868475982670988
SEMA4C,-0.008462434365637032,0.06177826740977706
ICAM2,-0.016231581196920628,-0.06267151316233799
SYTL3,-0.0010458273821704065,0.002284852742928841
IL1A,-0.019736365524355395,-0.017882506837372972
PGF,-0.07087246600534151,-0.01388952610020952
LGALS8,0.044045015446078035,0.018883596925663083
DKK3,0.027098119872959514,-0.048016105285761355
COL16A1,-0.029552321292637643,0.0457618789118858
TPH1,0.028684164796680737,0.006572218312457757
TNC,0.014959359145645175,0.14193600390060496
TNFSF9,-0.016985050891634264,-0.017772359253018035
CNTN2,0.09616423564235019,-0.05091919331478554
F7,,0.05942743171618776
LUM,-0.021625695660658608,-0.04254683637160582
IZUMO1,-0.016229754191316104,
BTC,,0.0036335919678814202
APOC1,0.03450699028095768,-0.06022896938582421
PKM,-0.012103640517870941,0.03515132299823175
TNF,,0.07342087663057167
GNAS,-0.04107031965299968,-0.03451490796475168
BMP8B,-0.011646596199165611,-0.018143949700948573
LIPH,,0.05246108668649842
CCL28,,0.02353616405962805
PTPN11,0.03821925346447184,-0.010147547625775756
ADAM12,0.02581252328953751,0.033487158777941915
EDN3,0.05417179233791238,-0.047826787428776586
CCL2,0.026449785008183055,0.10606112765231171
DSCAM,0.01573586038378754,0.022647103078797887
ANG,-0.016396108421195835,-0.0011374699652414704
FBLN2,-0.022365591173513243,-0.004020178448140955
VTN,,0.20839124211109558
VEGFA,-0.01845788537530845,0.04821890556730745
F10,,0.05353081337226895
SERPINA1,-0.01716297817066811,-0.02718968259221452
VWF,-0.0779667121998897,-0.08250625270523412
VASP,-0.05934250831413703,-0.004747311555168833
ADAM15,-0.021674108178027195,0.019645948024231565
WNT2,,-0.04859515656508095
CALCB,,-0.024326713640276883
OLFM2,0.07808795490173975,0.028305688330372447
MFAP2,-0.05575456981553122,0.02198866890618557
HLA-C,-0.10633600353771812,-0.03805922219693727
THBS1,0.0002561671434147155,-0.04170463910997137
HSPA4,0.07728019713508319,-0.01651911738150869
LMAN1,-0.01963815675732879,0.056535823733057926
LYPD3,,-0.032438149228253034
APOE,0.020914159133813667,-0.10394073471248111
SOSTDC1,-0.016985057542276333,0.054867846569969334
ANXA1,0.09861059461316193,0.1243461990599577
WNT2B,-0.013746707798725772,-0.013077096206688347
AMH,,0.05383887945150771
GDF10,,0.0868617568399028
EFNB3,0.015646413278276882,0.0013480336995979525
LTB,-0.0468472963610702,-0.033365207051127346
ANGPT2,-0.03229061158900061,-0.028967611729652745
ADAM17,0.03332951513170023,0.02199759722538583
LRPAP1,-0.0033647054923500695,0.050276933341399335
NID1,-0.06765496593876508,-0.039638483788060945
MST1,-0.03351065543119956,0.006386524824228564
DCN,-0.026107716849477845,-0.05770859672872411
COL7A1,0.005918297963177268,0.008708084223915512
CALR,-0.007776712832336831,0.07600181915388861
PIGA,-0.014062166463730003,0.037656513064882755
CD200,-0.017096547403364658,0.04334016313776953
GRP,,0.004375502097774282
CDH1,0.03147172317417574,0.02122928933542932
LPL,-0.048737827680151884,0.016471631269196065
SEMA5A,-0.07533955452217554,-0.012148786250165123
SEMA7A,-0.012936135831040417,-0.017912017133482224
SEMA4G,0.011662892645296293,-0.040179687512232026
SEMA3B,0.018579473441129115,0.1121963429330983
RPH3A,-0.04985234020182842,0.044024055900683604
JAG2,0.004387057115051397,0.006844555607666718
CGN,-0.031212441383858355,-0.01781030967519268
GDF15,0.021697453806682893,0.033857770924942895
SEMA4F,0.009296450041507648,0.027646129437908586
NXPH1,-0.013927595803920419,0.021739095182909254
ARF1,-0.08122605961501378,0.029919413396846915
EBI3,-0.0517634489267596,-0.05428896629973078
TIMP1,-0.010265109941938579,0.027148531737502053
SEMA3C,0.047911689334893266,0.004832644519271734
GAS6,0.08588929881886712,-0.09738233519375578
MEPE,,0.04486041566715749
SERPINE1,-0.03224405572456412,0.09715481475859611
RSPO2,-0.017945687302587478,0.010341272483836617
SHBG,0.0700265875399693,-0.015499021809434951
LGALS3BP,-0.032092808357662116,0.026926246947900457
LAMB1,-0.0712574636705869,-0.0021177185469037083
SPTBN2,-0.016517556709612104,0.005142670515364238
COL1A2,0.007371698212265418,-0.0733148183775356
DEFB1,,0.045981972044051585
WNT11,,0.10057113014348851
LGALS1,0.08037381672880203,0.05865815458540803
BCAN,-0.10934418539206595,-0.03944930746225566
ANOS1,-0.05850629788253795,0.020576175335024528
EDA,0.011141070759303099,0.0784015334164467
FGF22,,0.0020268915347392835
SHANK1,-0.02138902296353107,0.0036867644716747703
RAET1G,,0.03344104638504097
TGFB1,-0.03165145153853418,0.06284856095127472
MSTN,-0.06282866043139639,-0.017983099024691987
WNT4,,-0.03377178003201623
TNFSF4,0.00413961626765652,0.014394732430789769
NTN1,0.07284156477993432,0.08288973096830374
CXCL12,-0.03775838729921528,0.009106591759982808
GNRH1,0.00719716874797885,0.00891092321284322
RIMS1,-0.022933604275408002,-0.014486101144089296
FGF14,-0.059033686336249454,-0.041178760135579424
IGF1,-0.015252054208235832,0.017245352880664713
TNFSF10,-0.02419928460068886,0.05974987539222184
GDF5,0.00731024472667107,0.08141326947872479
RGMA,-0.005564622925475618,0.03451545683766314
WNT16,-0.03345387370664268,-0.004474002118793806
CX3CL1,-0.03651590454950154,-0.011068204089916314
FGF1,0.07320895921176501,0.028521064138041244
ALOX5AP,0.006247740108975031,-0.013996297308713082
IL1RN,-0.015970519028047706,-0.014428659247560366
NPW,,-0.03494766311028603
CXCL9,0.06157195988755244,-0.06186571829268177
ANGPTL4,-0.04706253649465889,0.058933664673992296
COL4A3,,0.01960963683762676
NRG3,-0.02898655901257281,-0.012514279758549072
IL23A,,-0.04133113980629349
COLQ,-0.02913927221258949,0.036255177014309206
TNFSF12,0.030001930210092852,0.03386505709718556
DKK2,,-0.031182952562865948
FYN,-0.07081602310878647,0.08138443520477566
ACE,-0.037883632745848654,-0.04420277800586536
IL18,0.011516931774350887,-0.0013881753381032433
PPBP,,-0.03450608248155355
CCL27,-0.018178440052512457,0.0075702326252282785
SERPING1,0.08813210246524664,0.12455807883778988
AZGP1,0.045814718853158874,0.09085733806427959
INHA,0.011570494604185374,0.0532778633794691
SEMA3G,-0.009608533598638629,-0.031978514881970524
COL6A1,-0.05910543789979968,0.007987915879044037
FGF17,,0.028819941739025925
TNFSF8,0.07648163115180062,0.027507033702957404
FGF20,-0.026278127117967336,-0.02876414017189085
ICAM3,-0.040622238729649394,0.03660371598763201
LAMA4,-0.07921691657484903,0.012006991054387147
DLL4,-0.025576358381347628,-0.011839615135405587
SEMA3A,0.0028281670324390913,0.0073414825976468355
RLN2,,-0.033792363959039194
C5,-0.03791695862098786,-0.0346897762271294
C1QA,0.04751454502975528,-0.07467026053756241
UTS2B,-0.01673684768310182,
COL9A3,-0.03675898602530586,0.003025909329848091
DLK1,,-0.021088320672390526
HGF,-0.010235765437922555,0.044137076421142805
P4HB,0.020024235466772868,0.03817161127052115
ADCYAP1,0.030969198592951674,0.0028657534873807464
GREM1,-0.012434056683980147,-0.00925350000709056
EGF,-0.015307429271119383,0.018146677291275795
VEGFB,-0.051245173413104646,-0.04130990316861638
FARP2,-0.020481685026670776,-0.009373682355734839
LAMA2,-0.054045097269552055,-0.0007852141902518391
NRG1,,0.07822443882340402
SPINK1,,0.023263450102381098
EFEMP2,0.049869649913375204,0.10158096969775629
SELPLG,-0.010929584769966201,-0.06783333089989416
HLA-E,-0.05594398889755145,-0.09433800786597832
PTN,-0.09437528048206903,0.029986640669292002
CD274,-0.05044357946177722,0.07891717034518538
CD14,0.058263637297509094,-0.026510928277696966
SFTPD,,-0.020695441487473994
SLIT1,-0.031486656660115596,0.015028473547630344
CNTF,-0.021587517936263984,
BST1,-0.026311250299974536,0.0030046272062019823
AGTRAP,0.004723901381552365,0.03910746703222707
LAMC1,0.011043634188237693,-0.0005551312282430288
COL6A3,-0.02163672947000087,-0.03464133152414518
FN1,-0.0700800816388913,2.5983613375048888e-05
MIF,0.05514426469097965,0.009113921391023782
JAG1,-0.024978512968074726,0.051152091157327335
NID2,0.018452944351587813,-0.05676855034686616
EFNB1,0.008900556586923701,0.04086799737852496
COL4A2,-0.05418237411344785,-0.027273041230258345
SPP1,0.08996135382751108,0.05906584518530209
PODXL2,-0.04968320278106182,-0.006057147593202191
FGF9,-0.01973636859287488,-0.009371801082752575
ITIH2,-0.017469648745688817,0.013922461284064524
ADAM10,0.06334917332791108,-0.012662522794209841
CFH,-0.030424300300702655,0.007706277690589549
COL4A5,0.0226316913954033,0.013767024398418913
LTBP3,-0.08730355091748138,0.10517435715102039
GNB3,-0.030777775587334202,-0.015260824290755003
COL6A2,-0.02427903736651928,-0.0162333129515348
GDF9,-0.021188861026049517,-0.0070976579528488045
NCAM1,0.050419650479910524,-0.050217889367353004
APOC2,-0.018281336774979694,0.005030784843457103
BST2,-0.0817016107870649,-0.009110500398007282
COL5A1,-0.03358268807626555,0.012089460419681527
CALM3,-0.04095153401675591,-0.061772090292883705
THBS2,-0.03736455077846905,0.025214327475788615
SERPINE2,-0.08731878644583192,-0.022477944022860907
EFNB2,-0.06784017795668804,0.024774352090998063
PROK1,,0.015156165397587183
MMP9,-0.039220453111566564,-0.033681285099553426
DMP1,,-0.03269530222036205
NPPA,-0.04759803576248419,-0.0407096339019766
APOB,,-0.038537569009837944
NTNG2,-0.006312661837507441,-0.026682177064231392
LAMA1,-0.07770267065033458,0.023496036533342125
UCN,0.24265891598492123,0.0011271898554947193
ARTN,,-0.016237138601270358
PDGFD,-0.025831737710106918,0.08181968618587215
EDN1,-0.031460007710787496,-0.027474897599710602
ARPC5,-0.04694944961412697,-0.009172216593060927
GSTO1,0.06436126156729428,-0.06832069917629642
SYK,0.004494581180755248,-0.0005975388410271903
ST6GAL1,0.02860099342734687,-0.0276860685688042
WNT3,-0.029593506558131654,-0.008046032391781883
HSP90B1,0.07605207808886495,0.045349875472766144
ZP3,-0.042224633832953155,0.10052246523870624
NRG2,0.052428993536074206,0.02434991538989276
MELTF,-0.00418603309317037,0.026832942697177356
NLGN1,-0.0739642384418073,0.06177922963794563
SLIT3,0.0473618361357018,0.023771493106861583
CCL8,,0.06497723805539236
S100A4,0.05063893660524215,0.018532797643150488
TNFSF13B,-0.015317037612790286,-0.0028374326022980187
HSPG2,-0.045675604313523736,-0.024649962793711667
FAM3C,-0.05107772924614422,0.06501565572249654
FLT3LG,-0.07212858853413008,0.054865448512173336
A2M,0.0604541482320953,0.12246567905815527
VCL,0.06986041199370652,0.04017858470440807
FGF2,0.06753337811252329,0.027033409469313947
AGRP,-0.01648513935381049,0.04324927063012221
CNTN3,,-0.021754480222888624
RNASE2,0.04445695050605607,0.012617115476277484
ADM2,,0.03479249329686142
GAL,,-0.04710616669323937
IL36B,,-0.04133110067442053
CXCL6,,-0.048122337752027775
PDGFC,0.011401578848819524,0.037559921983871834
COL8A2,0.012394292075057172,0.04934902169895262
SPON2,-0.010334730958528313,-0.01945105192796877
SEMA3D,-0.022745667052098156,-0.017723477462328614
BMP6,,-0.03156347673307241
TIMP2,0.00195423022268477,-0.0073029386920117475
EFNA1,0.11489466750952107,0.054942212172860036
S100A12,,-0.007916515197571247
TFPI,-0.02424132091706256,0.014784710303560017
GPC3,-0.023305415514665945,0.008781300297211431
NMU,-0.007070489603827681,-8.64977204552528e-06
SCGB3A2,,-0.03156350498604931
LAMB3,0.0371224336273262,-0.007678762562004389
LGALS9,0.03048593287596411,-0.01640497774610102
VIM,-0.0882039522385615,0.10623642643544243
PLAU,0.0015731431787194999,0.06696442034446058
TGFB3,0.016405721779395088,-0.030420151860905437
APLN,-0.03070164602673671,-0.02788158643526926
SHANK2,0.0750906553418575,0.003648000182898092
LTF,,0.07664456751937627
PYY,,-0.02876414017189085
PENK,-0.016985055426162098,-0.018638209316401942
CTF1,-0.045213227641893984,0.08266672565436341
COL3A1,-0.04482561683246083,-0.042708167482439746
S100A10,0.074725356062441,0.06886004243911518
FGF13,0.05113668738778133,-0.010310793104870028
SEMA4A,-0.027739792459375953,-0.06400953351279104
EFNA4,-0.0191044151725409,-0.02159456226498073
HSPA8,-0.02501285849277631,-0.03765372846909596
NPB,-0.03661352172466972,-0.02210332603290963
ULBP1,,-0.011222699903507246
SEMA3E,-0.04136071843752506,0.11462197166237503
ADAM9,-0.008138748424138366,0.08913994692916677
ASIP,0.04782781818922114,0.04497832525255347
IBSP,,-0.00667907854702012
FAT4,-0.01609499929712684,0.054434991211070996
MDK,0.022008929179385427,0.10063321239758807
BMP5,,0.049004257964235555
CAMP,,-0.03948796483528326
HSPA1A,0.017258501877539766,0.08390966223475584
SEMA3F,-0.034130468242712694,0.03608336469973163
ARF6,-0.09050738700197697,0.04458045692557986
IL6,0.06041161221863299,0.11979399896617532
CALM1,-0.048763858447450965,-0.03307196599504851
VIP,,-0.05331372499345096
NMB,-0.055561531947576376,0.049955851596621
CCL26,-0.025435267016302582,-0.04492947456409621
FBLN1,0.07401189702766806,0.016698647819450595
SAA1,0.03194558193265458,0.014572329563626855
MICB,-0.032989325364078705,-0.010444130534073087
F13A1,0.09039401943464243,-0.03580264695813981
CXCL11,0.06830519526583753,-0.025180978105152203
COL5A2,-0.05616636785068042,0.009966931202969168
EFNA5,-0.02642097626329401,0.008851066826968408
AREG,,-0.03802853050374288
EDIL3,0.05668138270188071,-0.04399515083092934
CD86,0.033822997651417094,-0.023045582039063598
HRAS,0.031697607918830445,-0.03933612161658454
C1QTNF5,-0.027580629991567254,0.01486657317510883
RLN1,-0.016985056836904832,
COL4A1,-0.040065888219514637,-0.02319838150165275
CCL3,0.10069046908857769,-0.07710943892216089
BGN,-0.03905995628865094,-0.05453117252830396
RETN,,-0.012240644126082669
S100A9,0.05729933834192389,-0.027901536885937394
HCRT,-0.01000705754277351,0.01336464835088544
FADD,0.03349509573387387,0.00900807589345762
ACTR2,-0.023510850585821676,-0.0400452455548786
BMP2,-0.00614930449472263,-0.020692640317810686
PDYN,,0.07418530202439576
CD55,-0.04664655238255715,-0.04182282092212927
OSTN,,-0.04193311779103688
CD6,-0.027739793108730332,0.00033354947653519416
IL16,0.05476438628505742,-0.04375181977858058
LAMA5,-0.09577881637590843,0.03706228454426892
RGMB,-0.00408632836285165,0.009454014543113854
INSL5,0.03992248981806914,
IL12A,-0.0042646600488345145,0.012360596323680794
S100A8,-0.022496994309462125,0.044487909605403775
TAC3,,-0.057318906630158914
MFAP5,-0.008074958069374095,-0.02101035622747946
CXCL16,-0.03141514626942344,-0.05142813269953275
AGRN,-0.1254918004060821,-0.016722919835990505
COL4A6,0.017082524658625323,0.007515720258662741
FST,,0.02597794211394066
MEGF10,0.0549584950912744,0.01995857707919024
C1QB,0.064133949625493,0.027460416675440896
HLA-B,-0.1116962653339051,-0.07152709520380483
PDGFA,-0.03768323770359735,0.013266212027787305
LAMA3,,-0.045656246128214915
DKK1,0.010266326289471503,0.08402728118939197
INHBA,-0.021188848451823054,0.05625520500755414
IL7,-0.02526377489898413,0.03826269408880513
FABP5,-0.04454142769733198,0.05751105987505081
CCL4,0.06591818412937732,-0.01666394339441864
FBN1,-0.0040899885774451665,-0.006372986334413123
TCTN1,-0.04092205248982524,-0.0110794790154838
NCR3LG1,-0.020161092395812708,-0.020625199645385714
BMP7,-0.03044975988777423,0.011930287224930619
NLGN2,0.03348419536526855,0.01848930307999345
CCL25,-0.01648513717748368,-0.006853478807089799
NPNT,-0.03229348367712008,0.07916814009693902
KITLG,0.017181681934451777,-0.033551080717964345
MADCAM1,-0.016985061069135145,0.059477980424037354
F12,0.06619031925680202,-0.05115286569667627
S100B,0.023835667648018782,-0.04007063055573033
IL27,,-0.030393042707562535
CD99,-0.017500343214611715,0.0840908490689466
PDGFB,0.008300143574336866,-0.0255385506337532
CLEC2D,-0.02778624660460537,0.006979375872861493
F8,-0.03795167503258998,0.04135597178226228
C3,0.061103883574111846,0.10026231896407568
DLK2,,-0.03499674611009678
TSLP,-0.016736848602620633,0.04238360455169464
OSM,-0.01597052180432014,0.04952197759903469
PRND,-0.01698505895301959,
SLPI,0.03362015358603983,0.009844865173633453
AFDN,-0.07466763302536077,0.057251350174628346
ULBP2,-0.03192626937604046,0.06907950009784716
ICAM4,,-0.0030483192362614543
ANGPTL1,0.006547949229878391,-0.03415093273727792
LTBP1,0.07635417456662057,0.07685097378786761
NTN4,0.019030417905626398,-0.01635949633265172
APP,-0.07890379798419503,-0.06521172857017248
RIMS2,-0.016985057542276333,-0.07659646608562026
WNT7A,0.00922608792020223,0.05221921277677686
GAST,,-0.024799343755568252
GPI,-0.11914288593391911,0.03375996817882961
IL1B,-0.021188856916822724,0.057457401406150944
SFTPA2,,0.04164156335347466
HAS2,0.016081948064686255,0.07098361136911331
IL11,,0.023025213197875847
SEMA4B,-0.036587960947626966,0.03504686179249823
FGF12,-0.0028954107971031727,0.03501684906920927
CP,-0.005756160326312282,0.013866506546275635
NLGN3,-0.020734000117976336,-0.04627632882871732
GZMB,0.045065411470356934,0.023302398123073165
PROC,-0.03364489567776312,-0.03122151922477778
TNFSF11,,-0.01352723444829374
AGT,-0.04596597076100783,-0.01574930310533734
PTHLH,-0.0078827454137494,0.03615867577230344
COL1A1,0.06287001876596732,-0.04982459920376246
LAMB2,-0.09280111089124174,0.07466967083974141
DSC2,-0.022453107640332856,0.028738873209668378
WNT5B,-0.031499517660800676,-0.03269314680896219
LEFTY1,-0.018860664339500767,-0.022283820092140805
FGL1,,-0.037565993800064174
CXCL5,0.11510583908325477,-0.027892007239235045
S100A1,0.11037931578007447,-0.02067159594578509
NPTX1,-0.025435261422949794,-0.018872141617934
TGS1,-0.01855737691489078,0.0585891807449655
SST,0.06359288321326488,-0.04943637925608399
IL34,0.02156820570476687,0.03544295973207512
XCL2,0.028405273709553824,0.024559582416252886
TF,0.09729718499597342,-0.022878464780442462
IL33,-0.04988701473588798,0.03762646662552186
RBP4,,-0.04968686198528952
CCL19,,0.003232012334402969
CCL20,,0.05863077246974354
NAMPT,0.041406093377802246,0.11900655478727913
