,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
CEACAM1,-0.033619714003126765,,-0.022253182233972785,-0.016114409032531467,,0.036075583102362724,,0.07729904022457623,0.007502246839218457,,,,,,0.0321817322167849,0.038086459074178854,-0.0261372847068597,-0.03133449183206639,0.0003470716026455025,-0.01603498306079712,
PDAP1,0.020089065989506483,0.02522402918253616,-0.003695537520255248,0.02708536761950694,0.06955117435613192,-0.03606064118459283,-0.0403258849359832,0.18816103762577693,0.0177170546451593,0.04366146670358789,-0.0070930079753186645,0.06642755662504617,-0.002951526058424897,0.08419907116584946,-0.08800208681646088,0.030978776077361152,-0.010518855588577458,-0.05045273481960428,0.04046680106070816,0.006190513931097799,0.012277221689048138
QDPR,0.07054780490085094,0.003966016912900992,0.006008695021010137,-0.04109132329333267,-0.022804176990856326,-0.0025326766217254595,0.047275080606680626,-0.11249963282418642,-0.01170341629070317,-0.011906208259869155,0.13386189938207602,0.012392606284703496,0.005979065283396774,0.0065250008355227105,0.006706337241916079,0.009062281241836221,0.006519441367268491,0.08642237007500378,0.05400852467920998,-0.01058507012072472,0.09176371148276094
POMC,-0.023543097995139286,0.0014602491703002444,0.026549897448209576,0.04021552802181395,,-0.03954222389657655,0.012501877718200778,-0.03447715806359007,-0.025339969302180427,0.060130279643084525,0.024857535652984392,0.03110005502234792,-0.03810769814235052,0.024520955241089114,-0.06504899820820315,0.012359148249304407,-0.016470178965776773,0.11875553412541426,-0.07115568902750818,-0.02623112584178775,
CCL18,,-0.04263769483767299,0.0061960869736386575,,,,,,,,0.07572945109669996,0.00851063618733271,,,,-0.007780785029200894,-0.002153372941541262,0.0026040211505195376,,-0.033177327202104985,
CCL17,,,,,,-0.024611429846345213,,,0.02468343780070066,-0.021580574932439974,,,0.031978208619743854,,,,0.07730580131176217,0.0036220099302026903,-0.05391699640020581,,
VEGFD,,-0.009395320831983701,0.031226292251495154,-0.008849241378098551,,0.07016673695942698,,0.044834834351928296,-0.009595784571253109,-0.01582961269602084,0.023839875584289173,-0.02876477725946054,-0.025827396413325224,,0.14068227213916792,,,-0.005689496445773618,-0.029512660030050444,,
TNFSF13,,,0.012645218313906706,,,-0.016976413487944122,0.03940129730998125,,,,,,,,,,0.13723480085233186,0.038217164112301936,-0.023350658363114268,-0.018006211272057714,
WNT5A,-0.0007781261946635097,0.04674311454292752,0.05307625036926211,0.008485082674553952,0.07568985515503653,-0.017181524213327658,-0.03569952335313837,0.09920510814792051,-0.0253384160773596,-0.022602040915455937,0.035891628959737014,-0.029231616502082683,0.05033746251761563,0.029082309896162634,0.09845946752957274,0.02070808401710953,0.05779347923975766,0.007863555006016315,-0.05784362362633701,-0.04512140896889725,0.08404035822505013
CXCL8,,-0.042570659146265295,-0.006030315580737111,0.037758865994822546,0.039451349907357,0.021028868038507918,-0.019492775776179673,0.06388600075036213,0.00859675879403004,-0.01474122363697717,0.10498440257233005,-0.03237712538368501,0.004345396550099091,,0.06118086402937538,-0.042845584176466445,0.04650285271405631,-0.1731976242126464,0.039098633026899886,0.02281236848695659,-0.006495644911890494
GRN,0.023621827845749288,-0.04175365663483237,0.005476170291798544,0.013235069379891117,-0.04633135888625514,-0.03188995214880792,-0.06707973212400546,0.08503091500478355,0.01331929278224148,0.006839098653670721,0.10054348930934044,0.010827852461637545,-0.003987305426771585,0.0411325091215702,-0.04918402832117914,0.05448145195844003,0.0726167027870745,0.0348710192881196,-0.0659330354959015,-0.05710598383875762,0.03322463983829766
MIA,0.02874093658219312,0.1389557919774858,-0.015336663612378745,0.04220876374143065,0.03949234489547638,-0.002355414567761039,0.03753430344007191,0.0929132343394005,-0.008773487190940833,-0.018002850756330777,,-0.028473752780170416,-0.02595681027135319,-0.02306403622266022,0.07018648973615187,-0.038017368309538016,0.09183694933450952,0.08954570385461863,-0.028846978221072097,-0.07190709120920356,
COL4A4,-0.02804139715262125,-0.023869336394696468,-0.03467001861784091,0.0029935554552344827,-0.037950978405470744,-0.012922539441619604,-0.013038566342705182,0.025277227965938186,-0.028436463509338126,0.020176236555640503,,,0.14962339794336132,,0.14817471376526972,0.06741497756062428,-0.0226641041421526,0.08764573886554851,0.003816493801256985,-0.03231603307061273,
TAC1,-0.0242128079287737,-0.0405234435669856,0.08499569109836919,0.026101741413002547,0.06261518503562025,-0.035614051392455645,0.08932817368226044,-0.11792088509677516,-0.023955198724123102,0.042016297795385286,-0.0691703581707284,,-0.04931303424837054,,,,,,,-0.027664913865814572,-0.024517975348152417
RARRES2,-0.02740797713861166,-0.015138111041648781,0.00010474089988168851,-0.025024883980638468,-0.05927171336579108,0.004721223728697896,-0.07319459331645241,0.19187712955035208,0.02767750551132619,0.059228307910371994,0.039879316509950385,-0.03828710328658206,0.049307631039513196,0.03148751030767346,0.0627568032731693,-0.06946170840795006,0.08080858083700024,-0.06908743818761176,0.10597670193154156,-0.013076055790159817,0.014120927705875785
FGF7,0.009679018541833383,-0.034072673475290985,,0.0005238396162196887,0.0032649256019651896,-0.02889699213641697,0.011373771722327312,0.13096839995670032,-0.010195013777882901,-0.04590197018979107,-0.014300992712656908,0.02917680657277868,0.06624653991759259,0.09263819418642666,0.07357017020749383,0.10633601748041799,0.04086847805664871,-0.022519674628348443,-0.0497353215719289,-0.0005355926641077014,-0.03832616159889874
EFNA2,,,,,,,,,,,,,,,,,,0.02949280441639391,,,
HBEGF,-0.07334367899551329,-0.0433979987459893,0.015612600796840086,0.047366463171999475,0.03838505461811745,-0.02007174806530362,-0.022468752557691228,0.062416493843562265,0.031913814338548105,0.03890925083594912,0.06878189149845522,0.031723494599123686,0.024087808286490108,0.07147468298438016,-0.032978005890465054,0.09615062761136903,0.0021961242381702242,0.003965521620564699,0.029097645439255224,0.02060194744397552,0.0533064803870728
CSF3,,-0.048360826900191875,,,-0.02656424226969904,-0.029334678431521582,,0.006701403941415936,,,,-0.005260158527437455,,,,,0.03484763873828308,-0.08983525141238716,,-0.022988338574946296,-0.0391261404054495
PI3,,0.021231866689924984,-0.026778293042849004,,0.11310773442404529,0.0013927313366662042,,-0.03422969928155751,,,,,,,,,0.0030761567545704157,-0.1765326008185002,-0.045811282105421604,-0.008386492051352374,
PCSK1N,0.015935209604628044,0.004538079269716618,0.02829995310744171,-0.05854182305287383,-0.031522730916426454,0.02065505721947057,0.02650336279950742,-0.04151199958145975,-0.05487888373799403,-0.041001267877610804,-0.13576637517086448,0.021007649344355877,-0.04519413730242639,0.006053775524185362,0.05205171073904297,0.11846681170188315,0.0017285002111812968,-0.01943953534312044,0.00882949088997248,0.010891024490010606,-0.12586618774465286
NTS,,,,,,,-0.015917127035543713,-0.027154961189076073,-0.032485354032300226,0.013234268468288034,0.02228751977447744,,,,,,-0.04325921166283473,0.00978864475023796,,-0.009717062103177361,
SFRP1,-0.02215609188122904,-0.0561489018629925,-0.05204706960402457,-0.0023485105131862503,,0.005550328355078202,0.030946332227152984,-0.0017907017063935704,0.015438932783868873,-0.021580575149774087,0.12482953260362302,-0.0017751297904399943,-0.004832279013884773,-0.07562110608427265,-0.06215147650583223,0.12016854373098897,0.032955988473121325,-0.013617080848690127,0.08785448339464594,-0.0016966802347518101,0.04380068468844105
CXCL13,,,,0.05844515255014009,-0.01928878304312065,,,,,,,0.01993925022542531,,,,,0.10743372808608166,-0.015790391063001657,,0.004651792313875466,
MICA,-0.034794015492644055,-0.03422922013361834,0.01391883026911064,0.008320882929079218,-0.005488895874277356,0.01867609315611181,-0.010348951768718102,0.036440672451590585,0.00333984097979687,-0.059966204285961416,0.0021024520945948483,-0.04069900797077158,-0.02517030861871956,0.054720788576267346,0.0428115755536384,0.06664245881239493,0.10311648254533629,0.10833511230800572,-0.005541213780628623,0.033795898736509324,0.004059670131935064
TG,0.0065339385592415745,-0.038551297997205754,0.03138095788949158,-0.021912349483735338,,0.025570671996324585,-0.018372560565001896,-0.014980861016775466,-0.006527538150568132,-0.01561776836234614,,0.001703865312551401,0.0009182759359906958,-0.0323689534574498,0.08877259603322034,0.06387429661490793,-0.024639194909046216,0.07069551434527951,,-0.018919755899343405,
ADA,0.01885577556403334,0.018327742188488434,0.04770058040095557,-0.04526799656419376,0.0569213215844845,0.006017151055015066,-0.015216081592726098,0.1145750673306045,-0.04513167263253265,-0.02536451180221779,0.047214257312730594,0.052275560162047555,0.004772533720125915,0.03879244395533755,0.04471375866550652,0.019288735518106122,-0.004427296087431193,0.0959117427800133,0.0015301905851930698,-0.06189182749445618,0.04065511945033646
LAMC3,-0.0651457260690036,-0.003166239142485776,0.008381838795579102,-0.01417396483894741,-0.02814014299979841,0.05048366317610571,-0.03460186729024152,0.052939407694184315,-0.026203519623198883,-0.0016349033457400133,0.09085016363344285,0.07795504028037303,0.00731534979672224,0.061546292950389596,-0.049012230261443114,0.019640901888133406,0.07279284906437121,0.07330856682442986,-0.08471027867455658,0.016582039413874032,-0.06172908003592656
CCL7,,,-0.026007554750569643,,,-0.01675498594436106,,,,,,,,,,,0.03742527773904535,,,,
NGF,,-0.02786204710617249,0.0025836691867322345,,,0.024158390044692533,-0.017532350612525244,,,,0.030952691769822963,0.0006685390315425434,,,-0.03464180576296144,-0.0470336940709177,0.10340329965110669,0.05929390271990071,,-0.039465953717592456,
TNFSF15,,0.034951647936588726,,,,-0.01865749632491123,-0.021288117314437145,,,,,0.029462300315230738,,-0.02983598112267137,-0.04681616984152387,-0.017105374801456654,-0.02709397226844363,,,-0.01427536359396378,
HMGB1,-0.02816683308767858,0.009049252001738822,-0.023572189559211632,-0.013170152666814556,0.04775688596997287,0.0013438476650164232,-0.01857328782322528,0.15730387255618103,-0.0001884784819056923,-0.0361228277122677,0.03134494235553257,0.0037920321310097116,0.010201282707920655,-0.014174988799674984,-0.02343354404215072,0.010848691167301337,-0.04006200566270288,0.03555869662273731,0.025959257825351505,0.04363421087980181,-0.054874507648460816
ITGB3BP,0.0514847296643346,0.011798282558740476,-0.031467706789761206,0.0037156787749883643,0.10142029432484753,-0.015444196362662305,-0.007868182424163126,0.10463078195210597,0.0070853711268351605,-0.010900714485824445,-0.07626661680461835,-0.005570157210269946,0.09349896949788022,0.10090041683781666,0.05062969029563768,0.06537465603127536,0.025544415628078257,0.0827286596909434,-0.00015890151175538468,-0.0191285954534026,0.07725904211903899
AANAT,,0.06010388949227979,0.008648817519688885,,,0.00020305085757128664,,0.0021606197427958417,-0.01330018358253254,-0.018002851757695303,0.04707416486711249,,0.03180188137419,,,-0.011543074252030052,0.1034118054115214,0.0025599472827945893,-0.051904254163056975,,
RELN,-0.023247056438500703,0.0434940561198907,-0.005525074910092323,0.027671624610976657,-0.029915395614744197,-0.009247975986480875,-0.017624303025421284,-0.0639951838067088,-0.032763784784088465,-0.019291013677986003,0.010784100923366355,,0.03090060136079012,,-0.044400192236471625,,,,0.04426923364330579,0.06933990850153281,0.07117533568255015
IL15,-0.010498724782429423,-0.04899684622275838,0.10980573455252073,-0.015529683895253391,,0.008945458924108961,-0.015147761033172688,0.08206783476392901,0.037425630617586914,-0.006550593240346181,-0.04363608747966127,-0.020561742405901407,-0.02998104955444227,0.18851556126192323,-0.025224158147236147,0.006135182738901367,-0.024078509655982315,0.010700176496472624,-0.007849233537081399,0.008914365931978061,-0.04138183955038328
UTS2,,,,,,,,0.0917181995474321,,,,,,-0.0551408298768853,,,0.02071663043559759,,,,
BSG,-0.04330699235011817,0.051962582998559825,-0.007183234303264168,-0.06834242376831189,-0.02175827361091371,0.048917580943923816,-0.013683978447250824,0.03531398621682373,0.01574742978837631,-0.0012993681808955496,-0.04712776634418719,-0.05426478515976951,0.05829489304474188,0.04363493384602331,0.03072505056123903,-0.02507524754273522,0.07953460824012012,0.014755737176647982,-0.05330271613296561,-0.06854212334282324,0.10467592629749621
ADAMTS3,-0.0057467685874144055,-0.016675576371919125,-0.006541038435835706,0.03869499789759919,,-0.007390229395333975,-0.008692680339603322,0.1486642375964481,0.10838712467133084,-0.006355821127525769,0.06100090351365458,-0.009709910518658053,0.1163546104223333,0.0648833251591695,,-0.03947182275735306,0.016845275593267182,0.042872598909401406,0.09344421985992514,0.00038126936604377255,-0.0011202867939685845
CD34,-0.045726633804949554,-0.0067050932040442,0.005092203510495983,-0.047893546062077005,-0.01915778587435475,0.026231654048026395,-0.012632885030640485,0.0421594620914375,0.038772281398343024,-0.0336828468235517,0.0011205590594022717,0.014542883432124868,-0.018985651190499615,0.01801916994173813,0.024262235859501942,0.034336007351706783,-0.00030576100727790814,0.06600508551545038,0.02596038380736568,-0.08597983538462982,0.02673905783842732
CCL23,,,,,,,,0.07132972752467509,,,,,,0.16047503915811964,,,,,,,
PLAT,-0.02777562626754286,0.07315399206698833,-0.0022093079841577845,-0.04018436306437902,-0.05582895100090232,-0.044512546645701534,-0.04782179354786778,0.1376404702004605,-0.0277808431807676,0.02203804692385609,0.06780272233324788,0.02577238917119522,0.05467729559325021,-0.010201760253126408,-0.0535689169488179,-0.021416382660675897,-0.02527854751098114,0.1364932772184251,-0.06600132433937321,0.041963232371203904,0.09826225064643138
NTF3,,,,,,,,,,-0.029060897398628303,,-0.02487314266034409,,,,,0.016829156899153576,0.12821999794109032,,-0.030578096618609003,
LTA,,,,-0.016114410686158473,,0.005438995551168657,,,-0.023766851752721294,,,,-0.029981053255317018,,,,,,,,
CKLF,-0.023295067357119212,0.031210108173478853,0.0065421922854661235,-0.02514413149924199,0.017261507381629102,0.009659455554736067,-0.030705527756774285,0.1491776174766458,0.019558216389052394,-0.00048777172994777287,0.026259900413582123,0.0013970224903198563,0.07977032409315518,0.05327231601591405,-0.03126085317882577,0.010402220068286514,-0.02643941410998768,0.11287407995701186,0.0025020408416599835,0.06743219160388658,0.05845678939444938
APELA,,,,,,,,,,,,0.016313255393124948,,,,,,,,,
CD24,-0.009680826499254358,-0.022529345358405246,0.0023368435139521403,0.016446750616132204,0.02115417675459192,0.016106842314281545,0.003355098959343294,0.03623992043291346,-0.002273730958095042,-0.03658387513056737,0.047171987737393554,0.018253085925425648,0.04641897513170508,0.015205464776477785,0.07883904963460026,0.003242323278283309,-0.05044423035115484,0.019589160158099143,0.013043331529811837,0.004688491805711872,0.05470436283322934
HSP90AA1,-0.009167345863365622,-0.014453214523530456,-0.008484591271965181,0.012776492937135765,0.0340278403154053,-0.01442701093563334,0.04556979275741941,-0.16667890741305957,0.03223365894151573,-0.041298735953432884,-0.09286661498054821,-0.030434576308595834,-0.0619320054772174,-0.10650603195651616,-0.09447900938727247,0.019194730859349415,-0.040783917539120536,-0.1771339221256236,0.019511268185232966,0.07326579148564231,-0.06995897549008621
BMP4,0.036580999059021374,0.049964768641959964,-0.03125667885090412,0.0024103733814575122,0.03685998049559213,-0.019086298499519025,-0.030559802964959658,-0.025735655148578247,-0.03347129358306253,0.032583977541038756,-0.06595102625267331,0.0037859228855944187,-0.025546953949390567,0.05814772512606177,0.03430872441152197,0.06049072229533636,-0.010588102608702491,0.009138135538852413,-0.013144728924483021,-0.03159593450558019,
SCGB3A1,,,0.04150797602216641,,-0.028394548037819697,,-0.01933638486689693,,,-0.015185581537918533,0.038638812852577115,-0.015657775794969356,0.01152779984964286,-0.01334599271714618,-0.04464144824528108,,-0.03226349470067884,-0.011996534687098662,,-0.0030975232504899804,
IGFBP4,-0.009567572379362807,0.03320962660690274,0.024403430471814782,0.029009324811349418,0.06069141127067638,0.025314936444825617,-0.03598987754886073,0.08527707466579017,0.013718992681859834,-0.013357004612849941,0.09448140314674644,0.014037200858321627,0.070920240031553,0.038433812838538126,-0.01805903759539603,0.12274664649256575,0.014083230493962916,-0.024789300955927056,-0.08328937980147255,-0.06978403457227202,0.05997666015509449
RSPO4,,-6.861639738798844e-05,,-0.02605078530855131,,0.004081226608385546,,,0.002718365454950751,-0.015185579316683712,,,-0.025181440512146984,,-0.040818078126429576,,,,,-0.019964932554813918,
LEFTY2,0.007000150021079981,-0.057011101499577464,-0.002320892992358955,-0.016312320167030936,0.043422919123497716,0.005685469410929393,0.016377079463042867,0.1015804896639323,-0.018889330307569265,0.05070556231363416,0.03559080129308657,0.05922676611908508,-0.027694791331430012,-0.028002007518806254,,0.02963709456071169,-0.023592167669524294,0.02564542965943148,-0.03261521819715262,-0.027150989274334646,-0.06407379974408303
PF4,,,-0.026978660532686417,-0.014658246696545483,,-0.014618395143549229,,,,,,,,,,,,-0.027296657663749398,,,
ANGPTL2,-0.006697989664830312,-0.005887731378294739,0.017302215075867645,0.04351315477550322,-0.01500922568100607,-0.021669394848533374,-0.026598229544658753,0.1928130161994541,0.011432363734387862,0.030317288334382332,0.043091791104565305,-0.026566422389006184,0.05659112300832442,0.011009637253329782,0.11319859776553647,0.04937115193717626,0.02474773057930819,0.12281447950002802,0.03889363582288516,-0.025242350722875968,-0.035824682260563824
LRIG2,-0.0028532584731100837,0.05385910592720366,-0.03152081209590719,-0.02064205901035228,-0.04128862175557306,0.015819208512136824,-0.01066830536136515,0.06579314219746595,0.04550780122791518,-0.025973000718175744,-0.057897348215423056,0.013903888057760641,0.09082008851057313,-0.0660518094738552,0.021674203989133407,0.06607838547799687,0.01663941716353384,0.04433325457619608,-0.027086903467712115,-0.0182606982644858,-0.08472816379192376
ICOSLG,0.018963835747572,-0.02480348092023511,0.04257318638684577,0.023693662304404377,0.018127090985352607,0.044339958352817635,0.013369639720424788,0.10200091295113188,0.018111708880301964,-0.0288193937591008,0.05892800977273938,-0.007601573211046796,-0.0005626691468819231,0.0006724286564435477,0.10387979785636305,-0.026068067747250075,-0.019729853518803495,0.08152004923658342,-0.007569492734477822,0.0001282323457741236,0.08115130572372901
WIF1,,-0.07920801942687945,-0.0031661552009443427,,-0.0008961694708399356,,-0.009143034430210984,-0.10072033799433384,-0.008218226981766568,0.054272156131856306,-0.10074662001693445,,0.001013524239088739,,,,,,,-0.018559338651121485,-0.01758053470646867
NPPC,-0.058843493904174336,-0.05260929680757146,0.04926488959721854,,0.04161615591917234,-0.009622072684843757,-0.03709678601030625,0.05052613629417441,0.039727470761803864,-0.00775865586749855,0.014491042891103997,,0.03918240941732269,-0.024874597312878027,0.0340864398940945,-0.03947174694935381,-0.041488280383687674,-0.008509483957517692,-0.03863999390131652,-0.029540008151877153,0.017008813286806337
LYZ,-0.011309880793205534,-0.020735117632638172,0.08632769892567889,-0.020268419340547076,0.04241820531896379,-0.05456799125896904,0.006129905330689863,0.10876073151088855,-0.015469008672553396,0.0014236848220931457,0.12107936138764516,-0.04648201134605366,-0.018066594884482173,0.08239161823738028,0.05581502021501036,0.06204454507494769,0.008303025128389794,0.0518785221135432,0.0020438216295061437,-0.0002527986076749304,-0.021518054118562197
EREG,,,,,0.025615541343592355,,,,,,0.05884587742519661,-0.036385427943519816,,,,,0.036270280876260566,0.02470744412003386,,0.0346315192720046,
SPTAN1,-0.010089435369799254,0.008596111228898473,0.02509740972394662,-0.05801487156042527,-0.02116209984780785,-0.07419772015861559,0.07092882419563287,-0.036897373630683974,-0.038780875610814364,-0.03270099298930263,-0.11328745915088073,0.0836577254247033,0.02288794427164963,-0.04363167217836948,0.0020484916386535753,-0.004674065520615374,-0.011282339937665366,0.03130264113661717,-0.09464647747724166,-0.016372482286691636,-0.09982027313911734
PTH2,,,,,,,,,,,,,,,,,,,,0.019346754603430764,
LIPC,-0.009858386648720631,-0.03604589421694362,-0.03302897169242024,-0.022061444682042866,,-0.026270344812329025,-0.007209195230927801,0.019209501635909124,-0.0007028288923855659,,-0.02601731453368567,-0.01781170538223143,-0.008782598220951565,0.08635756968912134,-0.04806788930894415,0.034373329671283454,,,0.036365751790317764,,
COL8A1,-0.028202107832998567,0.05481375648881251,0.05038445252031948,0.025542440861808135,0.06159680855801261,-0.05020118925674694,-0.04774435651624113,0.029547519089324032,-0.03017005308690952,-0.017343762897902702,0.0163907352108655,-0.07566547075607283,0.06792744686389111,0.014143755431310375,0.038598046223867574,0.038018342124201535,0.03086004884756997,0.0872773851252333,0.013884628995168,0.0413126452496765,-0.0057584219821112375
GSTM2,0.07059482499292223,-0.017222556741116345,-0.018059149951068592,0.01040816100721239,-0.044202455458981965,0.020625889044393414,-0.012809471639126152,0.013232818401424993,0.011528045138371107,-0.03835465790396864,-0.06408327799776833,-0.023007781611018116,-0.0028670216626582195,0.022160328281075167,0.004017893099522211,0.10219703072834363,-0.02449303520878474,0.048564153470302227,-0.0895626413101558,0.012134628282765207,0.04349331586035411
SPX,0.057569760951771805,-0.06411253404422523,-0.011657367850905863,-0.04816333338499584,,-0.029778088594391405,0.01404219501556782,-0.024509977918133533,-0.03496383247502056,0.04913682413334299,-0.054504109242393205,,-0.05405237179933502,-0.032976050365927725,,0.04201164901820989,-0.028021064002922855,-0.03389228950975976,0.04088998074882711,-0.04038953781012883,0.10749869929416858
MFGE8,-0.019275509692393507,0.03583325498506991,-0.01326784664659078,0.018633430701560205,-0.044126448513078995,0.020310888415841583,-0.02536111670141858,0.07809231717382904,0.01813025401053228,0.05728066117658978,-0.07786640946533206,0.001703726169521002,0.02115336253424779,0.057390110211888015,-0.019049665045079305,0.06743951656682834,0.007440303482708025,-0.038969770891395084,-0.014218018250527115,-0.03792264763876447,-0.008062256355929638
TGFA,0.013164644431157663,0.026814392309995102,0.040257698077348227,0.021261970560797892,0.02783537052879981,0.03930207206313043,-0.029672013384296102,0.07256248750039439,-0.004620338182196794,-0.002715869898898733,0.064967615002637,-0.009912455871893796,-0.01092944078840696,0.011295460565304389,0.0038524648363837495,-0.009566108152535238,-0.003085016756609146,0.03521942093459073,0.043335932527969585,-0.10903181795677522,0.1315221011741466
SLIT2,0.08932634526406862,-0.060083877418505495,0.060019287717166254,-0.020134851290636704,0.07758001846745942,0.032097732821695237,0.025582169673737054,-0.06281148527158717,-0.02629902624290909,-0.01729214441965669,-0.06699663446442555,-0.009743179569567753,-0.026838548826220995,0.0826881744138674,-0.005420776655333604,-0.04463905502387074,0.004832951176979756,0.05740045143464339,0.010723163787909813,0.0016585192307946763,0.030988077596346808
PLTP,0.013978357449087122,-0.04994546628282436,0.022592368945150886,-0.0010009069777480793,-0.06352749088546202,0.0032162524859535475,-0.01681453907232752,0.18336983806415338,0.050254101152545916,-0.020651721645393854,0.13286084041421825,0.027251978221838582,0.05996246419548378,-0.06530643215202829,-0.15830442108917428,0.07435452344232872,0.0347968188228391,0.06859790079382565,-0.08485522018622593,-0.08593689182917648,0.007878833536475635
APOD,0.03503747791753253,0.00021766173562406146,-0.0050778902439837115,-0.028788728128388303,-0.022676617971906093,0.018222573054944992,0.0070091956310121325,0.06332373026441492,-0.0019867875273164065,-0.007188573461846942,0.11025992340267758,0.0301507057439161,-0.027482818549963966,-0.05582691989157451,-0.027205013953893294,0.03656861067676075,0.08771320471142957,0.15810265612022253,0.05189951386645724,0.04779964847375455,0.10535949373925461
B2M,-0.010580662718898454,-0.00814778263625905,0.029270896953960943,-0.07270056960222945,-0.06561216821022779,-0.02516780655772552,-0.07450204456705675,0.1583149824197094,0.047399359297541174,0.01716839421222784,0.15129487250932572,0.060762770829292025,0.05361673894759239,0.04615901294905382,0.04567338489574013,0.035876644913998904,0.10943585856267317,0.18501095829564396,-0.06807246186439264,-0.06498754579953397,0.029093096668650873
OMG,0.09865872179509452,0.0019550160145957304,0.005523968535501319,-0.06832397625440939,0.014106459440017297,-0.02428383989180092,0.006214694181833433,-0.002935576597387669,0.01962194782601592,-0.00553387777120433,0.07187170207046367,0.02799768939150197,-0.05067523602183207,0.0018420269581115461,-0.03730832331483773,-0.018498414837564415,0.028926465014197083,0.11713530285994439,0.15356147924196276,-0.02007182439630679,0.0011475905381267788
CXCL3,0.12554904556660937,0.017050542007495367,-0.03358469111740014,0.05833548557634973,0.06324970827810511,0.011834024443663965,,-0.003708807601067553,0.007900667959220294,-0.016245359991392094,-0.008315640935875373,-0.02471596158822971,-0.02159178750450815,-0.025635767022149307,,,0.01607415561201392,-0.054959270470757146,-0.0007456314807371359,0.031941623185079177,-0.03933259254191827
CXCL10,-0.021807631823499724,0.11029149977539646,-0.028424621494388066,-0.049159676070119465,,-0.017489360899386606,-0.020705273273073272,0.12476280881266137,0.025729562740984608,-0.02467789085245146,0.08033755610878755,0.0683628635820248,0.006380899658557486,-0.023042361451921484,0.11234320257128169,-0.05324264192854602,-0.0286986920747032,0.09932811992784608,-0.02878365329751477,-0.027280243111606043,
