,UKF248,ZH8811Abulk,ZH8811Bbulk
BMP1,0.03645777223755421,0.016207106159609855,0.007054856651650335
NDP,-0.02388932114429863,-0.05237359901237635,0.09208864835673838
TNFSF18,0.044126372418846524,,
RTN4,-0.030218625067081395,0.00493871600542604,0.022032708589280976
HEBP1,-0.009736836579537275,0.0774059982502241,0.03221969365604388
WNT7B,0.07023248726766107,-0.03189295829774599,-0.03269647243008619
PTMA,0.00575498668739074,0.02426849161146244,-0.01576921138861134
CEACAM1,-0.015803934635700758,0.011745603159728156,0.08621373062671646
PDAP1,0.08671502966391176,0.008485659129670508,0.012975295733166919
QDPR,-0.028160231931376203,0.050943563109429484,0.03812622327971497
POMC,-0.019641765494904338,0.07456786259558691,-0.0371072740605652
CCL18,0.05103209718379348,-0.033230347822322454,0.039137843336198665
CCL17,,-0.016913327534982793,0.012275519404463295
VEGFD,0.05011749504699843,,-0.01583991866732936
TNFSF13,-0.014882720858982516,-0.006048383832873622,-0.024854470037101017
WNT5A,0.012591353276707023,-0.024090847203541748,0.03709289763798207
CXCL8,-0.0019104959667354644,-0.01300533144065166,-0.06907727959134653
GRN,-0.006103032855741518,0.01206858135403936,-0.03202266321373479
MIA,0.03925788075211601,0.06931263128119876,0.07504797978772287
COL4A4,-0.023685742229214046,0.1323347774974366,-0.025362186498853977
TAC1,0.04888449932760054,,
RARRES2,-0.03722313856027546,-0.03226039306900283,-0.0016625950316422277
FGF7,,0.00967220332500602,0.08250765180654929
EFNA2,,,0.17284241343988663
HBEGF,0.039464745834074375,0.019112888110567976,0.033647866055141994
CSF3,,0.016173609888431546,-0.06260212561563266
PI3,-0.02074818320708471,-0.07860392787448756,-0.024184683465223757
PCSK1N,-0.010775783619073533,0.00344448686349638,0.10161117711850942
NTS,,-0.004337374754495331,-0.018341395796326446
SFRP1,0.028631515317228885,0.020327237309074656,0.0259875820967628
CXCL13,,-0.01380588160924352,-0.006988570971131525
MICA,0.0007754461045100765,-0.009569474779898259,0.09518009062659177
TG,0.12720218105266684,-0.02247358371976109,-0.022589433939013935
ADA,0.023906581179101376,0.08504345526084471,-0.010748733968380738
LAMC3,0.01733119659189958,-0.004484332493642934,0.011168551230359541
CCL7,-0.0125447417980375,0.04342833357653292,
NGF,-0.021538698706815653,0.09526841936527071,-0.014852421030605424
TNFSF15,,0.11688273829114423,
HMGB1,-0.0038550122734648503,-0.015002751914295535,0.012513627246432714
ITGB3BP,0.046986550735113645,0.036332199608801866,-0.01552918410794843
AANAT,-0.018200511799738594,-0.022238383020379216,7.245822048638035e-05
RELN,-0.012651943435214802,,
IL15,-0.002350014614325595,0.006306808978062995,0.0674129940323201
UTS2,,-0.018937610715473868,
BSG,0.008649093658272294,0.0033499469092929664,0.015374923895615239
ADAMTS3,0.015794446774802715,-0.007482613075517652,0.03674292082728466
CD34,-0.015280649487727487,-0.019080732343474172,0.03079307441011606
PLAT,0.0004547753148499405,0.05385437663967082,0.001459129360452032
NTF3,,0.042108149380519495,-0.018010342492164898
CKLF,0.023396009661342098,0.02865590442951033,0.03409390089525144
CD24,-0.009860994873018808,0.021755284407271144,0.07614247883695135
HSP90AA1,-0.03678867413114587,-0.0629222741861774,-0.021192933739538285
BMP4,-0.01063609578090041,0.0022682780021701446,0.012063759168417634
SCGB3A1,-0.01254474054358008,0.04605340318655575,0.13367070046942703
IGFBP4,-0.023251978100435663,0.0018355720063359083,-0.0018267349488350036
LEFTY2,-0.024585860230954732,0.017908029211604143,0.052218699556623116
PF4,-0.013013154588554433,,-0.013798750578148748
ANGPTL2,0.009482796869008043,0.02593036502087937,0.06747170787535936
