,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01938123855090108,,,,,,,,,,0.06997244436231213,
BMP1,0.07258248679739777,0.05693858090599856,0.036009989278398394,-0.035379428400919975,-0.056841952484577456,0.03110267834752009,0.07865243464576065,0.04287160674470462,0.008373917813930397,-0.0034418357897981586,0.0553811216436567,0.033271809813029275,0.08879694835758849,0.089005349781738,-0.03613031994135291,0.0640704128434907,0.017849295385351207,0.07025779143468874
NDP,0.05853508908699448,0.04041673983079722,-0.015549751477911938,0.012938893355198215,-0.03760552406467118,-0.01572143943159311,0.06579947866601944,-0.03236829274639104,0.0579578594839971,0.038059172078385065,-0.05225523825492476,-0.01907099082878055,0.11588077462571653,0.0035932547746835575,0.11205293290640296,-0.023164452751958612,0.11115870185599358,0.0010896874514222466
TNFSF18,0.10745711751387815,0.04310942878313141,0.04623976792732295,,,,-0.028780557407362604,0.04709730101092074,,,,0.035741404242365875,,,,,-0.017370326701605307,0.038674566429113155
IL36G,,,,,,,,,,0.03316846590570862,,,,,,,,
RTN4,-0.052195766273752775,-0.05493694578001103,0.0316581105910551,0.030967905337023965,0.014945809675344288,0.038154892075055104,-0.07933399764937227,-0.02275424155258401,-0.04732853350698193,-0.008556229072837965,-0.09827870395870782,0.0410903609308767,-0.08587891313154,0.06426395438614442,-0.014983592963585743,0.11974499414538334,0.03158332358226659,-0.08497583767248346
HEBP1,-0.03428381549294157,-0.02938565046830392,0.08148986769396681,0.04379811947521315,-0.0007908038763710449,0.025777711655072574,-0.017161264662361515,0.06235716046249472,0.012835872729104825,-0.022832858844668368,-0.05451441471448395,0.06397281471383277,0.01983228777892821,0.05265552880697995,0.03161635755807546,0.04797548462749771,0.10183266970493739,-0.01563915340661418
WNT7B,-0.021203367995948463,-0.010139281124837895,-0.004589083308914962,-0.04101480604827597,0.03327677166635661,0.04575110565150474,-0.052202294289103425,0.027353564265996413,-0.020615507529081797,0.09927896228225119,0.004748601352908663,,0.03677725445720771,-0.04971577391401746,0.0760071064012226,-0.009645108901195052,-0.038176768527289635,0.07828895405272598
PTMA,-0.08001557211361889,-0.024774922713852843,-0.07172039245202305,-0.056134550079717266,0.038017637005227436,0.036850075550400006,0.005949050148378303,-0.046073857434812585,0.06815415144934794,-0.03137809920555962,0.024374538502913688,-0.05256881490028009,-0.16578884844965228,-0.06160242606162248,-0.03013540644530946,-0.04966412882381149,-0.0625486839286814,0.004642773646054614
FASLG,,,,,,,,,,,,,,,,,-0.01714191751878044,
CEACAM1,,0.036474738652381176,-0.02162828602111314,,0.0879099647008799,0.008978088827393383,0.025549002965808653,-0.036733999843671906,,,-0.043066805807177026,0.1000786030214759,0.0644240040867904,-0.009193739377243533,0.07999016383015901,-0.029076880499133914,0.03460160540416459,
PDAP1,-0.07514540700839019,0.08535725426851622,-0.018299627007067165,0.016193578788180105,0.027081687548566595,0.014657864697284355,0.0308062529053916,0.01459070994910268,-0.0032392223163550163,0.03686251598807281,-0.030899084598192288,0.003166669838534932,-0.00045979340577671416,0.05713329427109181,-0.06380543781784953,0.010165007880106363,0.040160741547237,-0.02041234786337796
QDPR,0.061059960677814745,0.05418752522081014,0.013411096380699372,-0.028356050064084978,-0.04874891858048904,0.027861993997017078,-0.017895859230684708,-0.04233785535633499,0.06120278953817398,-0.03334041911340281,0.08246203779708235,-0.08804880066848084,-0.11829579211253204,-0.01593061697036865,0.05979311098452668,-0.059119216607372675,0.06125017625783013,-0.05489906832568877
POMC,0.02443042907064471,0.030125693585717706,-0.0025634901599676427,,-0.04545710329610206,0.003864639347940248,-0.040774177188590444,0.004779787052691352,-0.020845833619430786,-0.04413652939132462,-0.0035682843211516813,0.046304505586493044,0.1202175655314268,-0.012631063078482462,0.005382909829541658,0.015923289383097703,-0.017469832174514872,-0.041563329888581683
CCL18,-0.055357799323935836,0.039319080301377964,,,,,,,,,-0.05195576213041905,,-0.035239059304820165,0.0038937129012984926,-0.001382266151873208,-0.028822684905225247,,
CCL17,,,,,-0.01660473940969621,,,-0.00016424437664292856,0.019898470091481078,-0.0069828033982804105,,,,-0.025425483576817384,-0.04488862444954949,,0.08080775885688664,
VEGFD,-0.06468750822008505,0.035935841319435176,-0.010159631949027092,,0.024642498887202918,0.010806738386136081,-0.020137509955018895,0.02324360396345088,0.05625316810805295,0.005204687918107158,-0.04014584212539655,-0.05851385365708054,,,0.07616020360925622,,,
TNFSF13,,-0.016094009938391607,,,-0.0049182273134324335,,,,,,,,,0.028892950352466803,0.02397253393602609,-0.03265138799427913,0.010651508181112417,0.03997593409021843
WNT5A,0.003296185902074971,0.014044399211901815,-0.0031344372457290793,0.002887617642482341,0.0074354528987377886,0.04884125298296979,0.04504646371011056,0.004513941133000259,0.02654251679973035,0.03135256580405197,0.1028688864170287,0.030640883411748386,0.08787285605669931,0.03034766282101643,-0.0077350192887840645,-0.021402850614441617,-0.017368879254841107,0.010502047852628671
CXCL8,0.00290838156665555,0.01113880967893916,-0.029006132043619515,0.043516305428915644,0.03164750357950805,0.006150341867517134,0.12001169683111533,0.06657345544000334,-0.0174295770635566,-0.002456004916313416,0.0006030882741427265,0.05681423320559539,-0.03767546442201446,-0.041003272244154766,-0.09950253136465093,-0.01548814245094205,0.05501733401557787,0.014604375947247967
GRN,0.04985279189414027,0.03300926466687154,-0.023593497753180093,-0.01477136063611229,-0.008784326799287558,0.026336067291695655,0.0986183090299875,-0.010175452659338379,-0.02672553459956494,-0.04322100015938681,0.09535108488239272,0.00611298854859649,0.08849416155092035,0.05974627419664554,0.0032924554753313877,-0.03724089404631955,-0.047581005110577654,-0.03168567210818304
MIA,-0.010162322980431463,0.018910579389352537,0.03294507819211365,-0.025462534491736962,-0.003971213703816095,0.08517762953676045,0.02987967762625782,0.08058241774884925,-0.02128602634004402,-0.021795123136507614,0.03434538633374621,0.03821258366965305,-0.012120509222081419,0.0006851436378404461,0.10975335435660741,-0.03126022186069117,0.05518623207380589,0.07037564386838195
COL4A4,-0.07360100210675505,0.035604391661001954,-0.025132968529666566,0.046725651584531576,0.021051771102581964,0.04128462423268079,-0.019098772016242365,-0.016866155811145624,-0.0042811621934120735,-0.031497422501737114,,-0.0521934565052702,-0.011219623476565802,-0.012320307575905605,0.017460595066524264,-0.013455069397161743,0.0023837109088633915,-0.01795280047754596
TAC1,-0.03191711460884972,0.011322064496014724,-0.017245841671968104,0.0723946399231958,0.08473936028002074,-0.02728044858169058,-0.04935182048793637,-0.02628821220495063,-0.015700039621881795,-0.043216800663521085,,,,,,-0.012583965055640627,0.007477022514227029,-0.00417023797720766
RARRES2,0.060267071890831525,-0.045123820191942006,0.003389936855057136,0.08882762811779076,0.043987976444210417,0.04444216395153752,0.05415586213378996,-0.03250570533878191,-0.006482272328844524,0.015320520952071788,7.38654678795055e-05,-0.08080550447508024,0.00938913100361191,-0.01871710876028546,-0.06857329369991458,-0.00214156796166923,0.0718079883235489,0.11261009057258742
FGF7,0.029573930530666544,,-0.016425320158064152,-0.007780137058135065,-0.01691417959887058,-0.033289120344716636,-0.008586840943220856,0.034134457134983295,-0.015960130548942842,-0.0019258928878079582,-0.06562582898966753,0.047478001718314115,-0.005331639723488626,0.08415951792513993,0.027373903489947178,0.028807206200735583,0.017995725052593323,0.08103199048485002
EFNA2,,,,,,,,,,,,,,,-0.01513031912378456,,,
HBEGF,0.1169967350928265,0.060807075431418,-0.021793793790747563,0.01786790614129842,0.018702817489399868,-0.0001773119475271869,0.0016786468093700111,0.07575541632452168,-0.007060021019697194,0.010133047693085843,-0.04092204440310497,0.04837551179166839,0.07313937154724304,0.016284205567188362,0.09124917447192037,-0.02373281175529863,-0.020999549409898722,0.1499772762043999
CSF3,0.05171826250384108,,,0.06077514868213662,0.025126683606844134,-0.035054340196085096,-0.02020613318747136,,,,,,,0.02865689334460016,-0.05692482404736465,-0.02285500751629754,-0.015188181296883251,-0.04719986027624321
PI3,-0.03076441597114331,-0.018844798391407964,,0.11522008825719766,0.02576894806250732,-0.0038500049107250936,-0.022752372661183917,,,,0.01815332115811974,,,-0.02861273617895134,-0.115663736126729,0.0028588972724143207,-0.036904124433854386,0.022300305905831624
PCSK1N,-0.041804243320102644,0.005838069903715457,0.0040227679839108695,0.008198403990140284,-0.04524565916079968,-0.047219472369047784,0.011358560753253777,0.011251304992941143,-0.07133622436415521,-0.04665590723205225,0.035205037028580424,-0.04185580053525735,0.03308415964791254,0.02282526470212041,0.00534664247234296,0.08803424796239738,0.14443354380708964,-0.08465719749116703
NTS,,,,,,0.09891408142805373,0.037343238611543046,-0.039484182134810475,0.11210543120337067,,,,,0.068130859625547,-0.011269787022610158,0.025972001333672192,0.1439269881616225,
SFRP1,0.06396531074232496,0.09435388031379743,0.0157193376676326,,-0.028217469145840893,-0.025052116842072807,0.0019993983363940197,-0.046431293162006435,-0.025516219474843622,-0.0056485882614612385,-0.008975489007042241,-0.047711323291154024,0.0013329047437023074,0.01724943168097274,0.04984202165829605,-0.0062772497180295945,-0.03236978969195141,0.005601811514039078
CXCL13,,,-0.03963069777915436,-0.02113950608519899,,-0.024826967720640844,,,,,,,,0.0003407970495958408,-0.002923345479136375,-0.0064279759841664764,,0.11009198441371772
MICA,0.04492028948308811,0.020605454009857395,-0.0007898906101453881,0.09394821422253434,0.012751677537404126,0.014995015401696956,0.10783755325394122,0.02160282534380084,0.05606324757237738,0.03639055698248762,-0.11777937318563186,-0.05537357283441414,-0.0247359505883476,0.07757655858583862,0.041025807839036386,0.0041162420295383475,0.08099319779994109,0.0527313155201266
TG,0.016626092480112847,0.03188174043710959,0.01643533199461959,,0.0018798401847909662,0.026402806911419822,0.02257531998732368,-0.01576249789053737,-0.01846597704070296,-0.03323036032158866,0.04600102498831613,-0.03477666871229628,0.016366481841481005,-0.03378411093838002,0.09395022719781451,-0.03430795525459348,0.026999607580944752,-0.007377628961601586
ADA,-0.0038544381602964102,0.008041090607273064,-0.00687498931780601,0.05033890586520583,0.010409330561852883,-0.02098025927335363,0.015083491081826035,0.041514860069101975,-0.02012408192501066,-0.02565599253343527,-0.08494554188287336,0.0029390810864053595,0.07859727364635923,0.07881847389378077,0.051386166825958014,0.019748404219664,0.007032957979703299,0.026025664122091487
LAMC3,0.0063753712804960885,0.007891343816380946,-0.04597850431677265,0.007606091514066039,-0.0384518748334257,0.03208875930619067,0.09283812121298723,0.05806929079458412,-0.0235665974357287,0.044768174562762976,-0.012167656158785164,0.03558555492422964,0.07969513179781029,0.06821423875470237,0.022639690575795776,0.0014437224160978258,-0.06965786942569997,-0.014598126295430223
CCL7,,-0.005614260281675866,,,-0.023841203896800982,-0.032915975466340605,,,,,,,,0.05416125243595135,,,-0.031406695008568325,-0.026861445711539145
NGF,-0.042403595961395285,-0.05136013569490669,,,0.10189438380177229,-0.035134377871926234,,,,,,0.04605020926434969,-0.025298699034298214,-0.044010464190962856,0.17441599661944437,0.028003452858659066,-0.06467753180057585,-0.020148619008367005
TNFSF15,-0.001873906030352712,,,,-0.03529228239271879,-0.00950401658536188,,,,,,0.11094237184228806,0.04430386145719704,0.008812722650193262,,-0.010206450570526542,0.04336901628351129,0.11435575948817348
HMGB1,0.03371648087741751,-0.0035375233506109013,0.05126628304077658,-0.032647059672368806,-0.044496096295681214,0.05813761812615113,0.10387770285455793,-0.04756896052734139,0.044792072392089745,0.027035501217483576,-0.08024161905766443,-0.14615005920543842,-0.023452550771458146,0.022793554902568666,0.0018527572876018237,-0.03792592955332417,0.003742157906910237,0.03927884821882381
ITGB3BP,-0.04687980590649643,-0.010407179544435565,0.062270240934219546,0.047612466442564755,0.06256509423783768,-0.016724399469971785,0.12008663220435345,-0.002309412168033722,0.09119387693547816,0.02558640865012398,0.07219214437064819,0.02998781031642281,0.09166140001085397,-0.0060378886797397375,-0.005307672567328824,-0.006295738409399023,0.0419878244701028,0.03558622498160206
AANAT,-0.004444862659620093,0.02762997195934216,,,-0.03172974149004656,0.012813424442574986,-0.01822647895187041,0.008072413187056772,-0.02128602752402715,-0.02967454240211337,-0.05284221681614393,,0.060898572159981915,-0.03343053820072559,0.02599743232968823,,0.09612160141374854,0.05511364222859953
RELN,-0.024425856158240705,0.06490827437444216,-0.015630040077628776,0.09663832192606989,-0.016836870572684525,-0.004150021019740717,-0.010614935765961587,-0.015638051029211064,0.0739851812070011,0.020174029024168556,,-0.0658068691369769,,,,-0.031267593391150365,,0.058173636775222026
IL15,0.06748222683625214,0.04192643472487642,-0.029006039774297804,,-0.007744151725207063,-0.022264400977125606,0.16639991876795585,-0.01461694277672835,0.03861422889815414,-0.02752176654292124,0.025086569661686445,0.11566320064031448,0.07168111479117682,0.051305305266802936,-0.019013191681413986,0.07236976448438959,-0.028389264934667306,-0.03317913952643742
UTS2,,,,,,,0.02756326286612777,,,,-0.02106835782771073,,,-0.028468549978384345,,,,
BSG,-0.001513654107438489,-0.015605896304955758,0.08850068955468646,0.0042462667138007445,-0.02812603669318137,0.006873194977655168,0.036601052736965324,0.07615799317672517,0.035267494024441286,-0.09012264167655028,0.0011378218886620708,0.08697066130389378,0.05163801649708804,0.028909901394611262,-0.004733355911161069,0.0077328235519312175,-0.016753206566325233,0.06650052980422506
ADAMTS3,-0.04142570615409828,-0.006657337287702479,0.01724542535561085,,-0.022586745366286798,0.030791968450841155,0.09450826064022538,-0.004850042702268966,0.05042119200625954,0.008837133183740438,-0.10708813922786017,,-0.027521631875056015,-0.015098978278308285,0.04541796784614636,0.00610091639256033,0.075614649125587,-0.04768712881885134
CD34,0.02351936489784462,0.035854561703767836,0.03921345553339351,0.04147319956139596,-0.03299683898690943,0.022169578350432838,-0.020749954775678356,0.011770747033302652,0.05482768313628187,-0.022822730321278142,-0.026791691558856814,0.030926884756246182,0.03355253335445315,0.07720392464107008,0.024466588739055654,0.03692330965524,-0.03735373538304537,0.08673490296872487
CCL23,,,,,,,0.015698811271048718,,,,,,,,,,,
PLAT,0.06961985543049205,0.021387964923770538,0.11044914499347809,-0.1170391631322788,-0.021958592951298865,0.03864257683937969,0.10576445114385045,0.040587710660992676,0.03835827709078542,0.06957310189874089,-0.04603917219840202,-0.010356506999399839,0.05721929363394299,0.02912208431874411,0.08822312729164208,0.030048162752035708,-0.02870137110126578,0.08246882694292057
NTF3,,,,,,,,,-0.009777364709930663,,,,,-0.04216305228351044,0.11081003846123984,0.10050811292359774,,
LTA,,,0.009382277785128398,,-0.010379591634210806,,,-0.015353340447538565,,-0.027521769940220944,,,,,,,0.14649334435261105,
CKLF,0.051576661617112315,0.030685227285995053,0.005732451636979859,-0.021354729196095053,0.010094889651294882,0.046129797435701544,0.10594194143100137,-0.0011619170020501918,0.028175772136259918,0.06835522044958744,0.09698122485989406,-0.02383919845161958,0.10161001936848159,0.09206589507935058,0.06774847641972265,-0.003476308946806258,0.06757951953525804,0.02716822900723639
CD24,0.018604577230973966,0.008153648024119442,-0.025185631918476604,-0.053229947915946214,0.03224996341480525,-0.023676318524855088,-0.0033745311612836024,-0.02337229096218833,0.020658461222428835,0.021849793598810598,-0.03777052537384507,-0.04532080217347222,0.016602844135851363,0.02423766256480638,0.03575774647243954,0.0733491222546716,0.04724499483564231,0.04858192294401246
HSP90AA1,-0.04700194275281526,-0.0736053785380199,0.024837366617529673,-0.054710771522175634,0.038222390248128624,-0.005329822896498662,-0.07864448238059454,0.013149418217031158,-0.030103533815948186,-0.0005920559873860605,-0.06014341815596183,-0.04073654776895088,-0.08412900730062581,-0.10747605510552706,-0.1305239503330162,-0.051664487398557224,-0.09930153655497553,-0.10375018428388808
BMP4,-0.0208445018742995,0.03201582316246307,-0.007966364206221944,0.05755349248499293,-0.011814046079735747,-0.016901123972386484,0.03174404160028094,-0.0016607099745390155,0.028093446482492068,-0.023451390559264446,-0.05347642868164173,0.06029684107900645,0.08519302603063397,-0.02330911889127618,-0.02652168419964805,0.04151309272485469,0.05119821125808907,-0.029837149402047475
SCGB3A1,,0.02880729382540639,,0.03592376109859732,,-0.026151193273192243,,,-0.01795497240854208,0.017114312059524326,-0.05853391682567732,0.10324808948505963,,0.0038567542334553297,0.0223739407716776,-0.017659367034489216,0.05305480884780402,0.023571276863179887
IGFBP4,0.031048512015078977,0.02319502263964192,0.01119955825033215,0.07699492921506564,-0.07260097432639967,-0.02120118956875744,0.0485391251763276,0.05307686798905882,-0.014615533606331433,-0.0009616081944652918,0.03251948260209488,0.009252411320482361,-0.032876275204784824,0.09706813709809013,-0.05141029584617037,-0.011699123785562518,-0.07043576184274632,0.04577004892329297
RSPO4,0.16753827831439055,,-0.02520370159572973,,0.006691942102325528,-0.0051220693928694,,-0.0020310513199432822,0.045281403390972814,-0.0015968955300084916,,-0.02706083593157594,,,,0.1547886559165883,0.08784903068706647,0.05548292144645354
LEFTY2,-0.009865528867004668,0.032026854248563705,-0.021893916527020996,-0.013154525829397539,-0.03283117533507817,0.03347462226357328,0.09270253833648366,-0.017935549902208657,-0.019687843960310827,0.03778735682851452,-0.06948493321669647,,0.0013113322847477286,-0.03234847618870209,0.05095653190993173,-0.04923398219816078,-0.01540470789391876,0.07347262669790815
PF4,,-0.031030536922616397,-0.0025214020434502302,,-0.015422917668359388,,,,,,,,,,-0.02708865479148402,,-0.026592324455245207,0.012974086342141405
ANGPTL2,0.06397113253625819,0.03316396513776463,-0.01244691890722336,-0.06590589787651978,0.02922592745137227,-0.03051071597367554,0.08854699061397167,-0.011176788750436512,0.05457787714615222,0.0014328721152928271,0.04742539394626235,-0.057327827117963505,0.02776042489775981,0.07181078412371514,0.028441514795959202,0.023678364582905682,-0.02853028216339799,0.022648483491734015
LRIG2,0.10041528258627687,0.04859368343610034,0.010827164471253042,0.004761920247497777,-0.023513330531851888,-0.01862381233266456,-0.018666736940670465,0.00894180530844948,0.022454474291533952,0.058133159051576115,-0.01630805274908438,-0.09311571040722993,0.08900517543739737,0.03800142191887772,0.04487155226862257,0.01714108097098692,0.04044852800741256,0.04345404353008774
ICOSLG,-0.052066396193779764,0.008343514714623183,-0.037167272842675694,-0.04626871420084361,0.03593692489591513,0.002029643324998901,0.024650495053844663,0.04980929665924788,0.03494664560062113,-0.05413338272908788,0.0031856965962183195,0.018507647369123498,0.017457895773911665,0.0028972561199521168,0.09106130022226872,0.06260276058392994,0.08321972366841662,0.029576491303171158
WIF1,-0.07318385122407864,0.0040343426479263035,,-0.029841533126983028,,0.007198648969257288,-0.06555324602660997,-0.019464859559866085,0.018549211915779136,0.0026499599417244943,,,,,,-0.009782298373967577,,0.04456631012018162
NPPC,-0.02761051314704863,0.07951542351233162,,-0.02565499927384426,0.004859757635461014,-0.024737054327453552,-0.03261864120008189,-0.03786512146233432,-0.024953014034845667,-0.033855138501865806,-0.03629209648686535,-0.04346091475507988,-0.04394797059178704,0.009597361093549493,0.00706794930283646,0.0033624235419622063,,-0.008205837175885909
LYZ,-0.028432261400123567,-0.0029099010091911586,0.0009467314211248954,0.018081235118564555,-0.0027493806705519946,0.04399859192549402,0.03013814423430057,0.003746228296931913,0.004139143108086565,-0.02040633876954362,0.11498501669904357,-0.07693410818186311,0.07205051025175359,-0.033962935154548894,0.018983920272702216,-0.053819330894795216,-0.051281028903797654,-0.01893131962330546
EREG,,,,0.0139643835981997,,0.044130725459048135,,,,,,,,0.05179707776189096,-0.024641376113065147,0.0005577554485312951,-0.011506495108640774,0.004685532037374762
SPTAN1,0.056803170604315716,0.021452682941174722,-0.003982737097744897,-0.02099062443752581,-0.0004103800905570163,0.03507212951782259,-0.016529369976743962,-0.02069857584226286,-0.02801810217584344,0.009117757777070254,-0.06059776279579498,0.025757806855582554,0.10986098822372414,-0.011359938434889373,0.03428179694959785,0.05940900081565713,0.043320073068233045,-0.023501906483259737
PTH2,,,,,,,,,,,,,,,,0.07432166044012459,,
LIPC,0.006489678827346247,-0.019690903289398428,0.02618127049525491,,0.01295448187994298,-0.016185596396614613,-0.0015983283474751715,0.02916006114225189,,-0.0027004741481938504,0.072204774530497,-0.002382780393639902,-0.03195517404943776,,,,0.00443021259924492,-0.033790535367682985
COL8A1,0.031128494625178412,0.12912562583951973,-0.033211998786372016,-0.03634815197979464,-0.0028505608905728653,0.06910003210831421,0.09071500213312815,0.07833337369007805,-0.009927248438787352,0.025087321309444122,0.024982985377553186,-0.021136250777858325,0.050475567855224335,-0.041011485131853626,0.07305674601808203,-0.04938802898757459,-0.006176888602792944,0.10589730078183009
GSTM2,0.037022783893942084,0.006971827730728792,0.008693170223005735,-0.0016501985542202915,-0.055702244427903176,-0.04647625102555763,0.04343685778941164,0.08676236056479969,0.08023616198747274,-0.028447360927877027,0.09774742000320998,-0.004633760441885649,0.10360056837910929,0.020307598651678825,0.06951385093637476,0.025647454905768582,0.0634771544582698,0.002069196018835117
IL4,,,,,,,,,,,-0.050396015415345774,,,,,,,
SPX,-0.0059292528595540584,-0.024570752004193643,-0.02605308683447322,,0.04965711536964896,-0.051243961727415126,-0.01444530035641064,0.013150040792199624,0.02783825545957998,-0.04956552013243245,,,0.014671318390997367,-0.038421171567526606,0.051814947786423024,-0.045991806167654484,0.1487780202168714,0.04458339022428605
