,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADAM28,-0.04683059756904701,-0.01287890712053484,-0.011890162900561326,0.07026458015326632,0.022195086377061954,-0.021812554205359522,0.07782697784181658,0.022719973200323585,0.04508053529378758,0.02491441033437155,0.03264343801350562,-0.11874281493782186,0.029044314211095216,0.00226699223012295,-0.07184274083650254,-0.05739659683584981,0.060631786649005676,0.01664507446058526,-0.0175042490504406,-0.06671796140786136
TCN2,0.0017389244895420276,-0.01148208470720965,-0.0020846690079092726,-0.008027416479172347,0.022543548407956995,-0.013916254123678766,0.07841701715288464,-0.0010302471011182134,-0.029081286472433215,0.007530128511186236,0.006778999038056146,-0.027008755549369674,0.008727769789745097,0.0628031733726511,0.01867266649881843,-0.04974847782213438,0.058397650458075274,0.04679888405582086,0.03430464917870937,0.00025581416974737017
THPO,,,-0.03127946957130231,,0.017567665953507974,,0.00033506041433429325,-0.04133875030572193,0.039887991794657844,-0.042195214141420766,0.029653151151402737,-0.026647613954720865,-0.02642088854247224,,,-0.02005976455580184,,0.0694123770158359,-0.024367713205164374,
CUBN,0.05626739477320051,0.12525158397325648,0.020967131682117085,0.013042668856969978,-0.009232347761008307,-0.011666112901438467,0.06182101262359729,-0.002131930816585455,0.029961978666160245,0.03378933262069588,0.0688474724655254,0.03136425093105741,0.029780218324714787,0.038564612796094445,0.0819650332263716,-0.057451005896005755,0.056476590426412045,0.10985727077490731,0.07241031786906035,
TIMP3,-0.01460272784639792,0.0028625072748544463,-0.015073933299185114,-0.06358988968962342,0.028818240375832933,-0.020876787430740427,0.09508685115676214,0.007180496988138739,-0.00336169470215707,-0.013110109715912387,0.04771681458875683,-0.12191916750243766,-0.013877375593811688,0.019802099982239946,0.04640893465276606,-0.02795477120620091,0.0033125069854110854,0.03770731329366082,-0.0030567510149194536,-0.0010370528878023966
PIGF,0.053107385240482106,0.07181342296601775,0.04976692768451733,0.01682288601517721,0.005432467740439917,-0.02406843867119507,0.06049011094810172,-0.042257914664380905,0.017541642079294227,0.07380836243090513,0.05343698461451501,0.0045408363275954555,0.051849290130583356,-0.0022174986647363003,0.026896457317220176,-0.03540246149263887,0.02064058912601996,0.044394607775395487,0.022658428862773597,-0.02001566016752992
CRH,,,0.030579946392066053,-0.025290498726172637,0.0010464621133948102,-0.013819982551220269,0.014488527415996492,0.03999868255697191,-0.01204287789478486,-0.00724549319146831,0.03893878323517775,,,0.055852764288978736,0.011198446794266797,-0.03584318729678652,-0.02245054725013509,0.07876463523056022,-0.02960795812532212,0.02849039798080113
BDNF,,-0.012810155420573177,-0.011186719724611091,-0.030982790532391773,-0.001758244046492956,-0.0301297468130298,-0.05562049928368224,-0.003663763932757828,-0.038479701251061614,-0.016467333449627676,-0.006584981040158941,,,0.025560438125892666,0.014768015331551572,-0.015634329200826726,-0.04163669641498084,-0.015188115147039419,-0.08772849758884645,0.1405755240466299
CCL5,-0.0025774389932603026,0.035671628550557694,0.010358413550236494,0.03899956991872083,0.08054591129688828,-0.05509096061296489,0.05119848894989774,-0.01913070937095856,-0.054949308528603864,0.00200161624946893,0.011975660970472793,0.036643721796773956,0.0200104335212486,-0.023754035604308704,-0.030475574489111656,0.1813679759975241,0.05455719518207385,0.05725668654510912,-0.021968622741038064,
GAD1,-0.01692065439141999,-0.028613442392676547,0.029750887685178206,0.01879635199732612,0.031039115760076195,0.0062998881037624336,-0.03000344390835792,0.07012482762731292,-0.034178329242414644,0.008776789927007509,-0.018252366330948115,0.04474087891739058,0.12741461286945752,0.012561438978303937,-0.02113205919344553,0.03667827579185691,-0.08592434170681515,0.05772112736981274,-0.11032060476971342,0.05996727862933683
COL14A1,-0.016669567076200344,0.018140470209092385,-0.022678151879242645,0.015116010250622062,0.09015258579531368,-0.015829575600045404,0.0241520586835454,-0.0030007563339889353,0.05503982853086188,-0.05899389832562225,0.025110128662223903,0.08289740040447519,-0.07275076871308986,0.09811309591559737,0.08901874589338757,-0.05507510666101526,,0.014081615078354709,0.02689532328233732,
HLA-A,-0.00557959463433355,0.048298720221219976,-0.007000691966592197,0.0024497819089080997,-0.019464249628509518,-0.01872161978573795,0.10832009180404747,0.03288285071400735,0.03157071831354861,0.009060410117042922,0.05062157090370639,-0.06736041788068887,0.03536302162256412,0.050133833805897345,0.03568995190545954,-0.02194600808713345,-0.013870703102268506,-0.04450250777669737,-0.12990548836549382,0.04071375743739485
CD5L,0.06246530088779637,,0.07545346566926478,0.013373801391979929,,,,,,0.04010935758897092,,,-0.05047058528810532,,,,,,,
FGF18,,,-0.03819842524467057,,-0.03458604056276374,0.019636737873129806,,-0.02157673412231385,,,,,,-0.023258110960184174,,-0.001178776016019741,,-0.024810465559100072,-0.043295279247391495,
ADM,0.054684883117096475,0.03541615804680804,-0.07726804666801113,-0.015179666776422518,-0.0353630172698384,-0.018746573650854685,-0.0027422684984927843,-0.056839591014378514,0.037369551841389854,0.03747164880463514,0.027748986127693057,-0.07643957264715168,0.09655621096902639,0.1085822317450889,0.0703225769127471,0.08009444612266767,-0.055985824343533615,-0.0439045219417692,-0.0986882757962389,0.008374916069691261
CCL15,,,-0.006869732025125267,,,,,,-0.0034166606015878626,,,,,,,,,-0.01750533224317438,,
GNAI2,-0.02053077316090391,0.05135504081408802,-0.0010358677553633018,0.036129543743455415,0.015552764523000188,-0.011181167111440213,0.05728200971632713,-0.04801875802403716,0.015500686398467028,-0.01177326660480856,0.04381835128745986,0.10901758997511726,0.13525889880003045,-0.07375241782633268,0.057186386199212826,-0.0521290486042463,-0.04683710265894692,-0.018221116416230244,-0.09352454301328203,-0.0868563974045775
HDC,,,,,,,0.060215784206211855,,0.017049807701946376,,,-0.04103038317233073,,,,,,0.1083176372582054,-0.031537474718132584,
COL11A1,-0.026143242743137368,,-0.000850693687686733,0.0005929197246313349,0.005626593737316516,0.020768919847404095,0.040396274863678534,0.030366839599351998,-0.031146915627045267,-0.053451723588439935,0.06242307262418417,,0.00047796839480394984,0.03539802037681532,-0.00806379172955552,-0.0035240690177375977,,0.09349238756292629,-0.07505057802491766,-0.04295259241712099
NUCB2,0.082403704635771,0.003060882337630566,-0.0394471073094705,0.07040709339101604,-0.024804312255586904,0.07870680798989657,-0.0011985236773077001,0.029765246465502763,0.022193058659746447,-0.014228804409467423,0.040066238488561313,-0.0228813283838697,0.02792253711996226,0.002033686056025246,0.004203725598963952,0.03449747077431004,0.06565448649264391,-0.017022746203009934,-0.07631628094115822,-0.01372102259469281
FGF16,,,,,,,,,,,,,,,,,,,0.033999425142787504,
CXCL1,,0.03686930927241412,0.027223837612504253,-0.01839154508358578,-0.020766125500579335,-0.025812224715635178,0.0027191377503065508,0.007010506296134438,0.009273257848343337,-0.02437234224999426,0.07163676328903021,0.012830206848688647,,0.03916906068321678,0.014574608752967837,-0.013286029574965557,-0.00395392663667022,0.035635515349086044,-0.0028288345768197666,-0.028821699182781886
VCAN,-0.01051429250327401,-0.0034832424604417846,-0.04309337195529441,0.048666895044701515,0.03761418853607664,0.012167745280047809,0.06444814504824134,-0.02672913023166583,-0.01297399538866063,-0.058575419086882755,0.060775333700942805,0.08046627422782125,0.008869795588112302,-0.10750594237142637,-0.021781304259622474,-0.020224764076143556,-0.013240254680691083,-0.06621828920757451,-0.08048801701632309,-0.07676511883316652
MMP7,,0.008511924222785539,-0.010589830449004745,,-0.02320242147137677,,0.0076727052526600285,0.009185957993709014,0.036337403876357435,-0.02591420346785941,0.020505920604674505,,,0.07622943125069775,,-0.06160824782933194,,-0.05177862112811566,-0.17578265956692457,
PTPN6,-0.047784010144328225,0.04248335456717567,-0.03451292824577359,0.08127263267160963,-0.008660100611962264,0.021855461783644448,0.053233142670628,0.04429569203076639,0.06011164316781487,-0.016359795629737328,0.053765721199517426,-0.020506535034455833,0.06160620928643943,-0.05700334486745554,-0.054485893603590616,-0.06295399610794497,-0.037015372845461254,9.386203224972414e-05,-0.007832588876255705,-0.05083867685125194
PTGS2,-0.013501331796293604,0.10575831973977301,-0.06672938705980752,0.025238105932291068,0.020599042269054003,-0.03770602624057016,-0.023879720363096227,0.019396509371469563,0.03715381687165874,-0.05230895212811996,0.006788389560851806,-0.016345401469936426,0.004303026429514745,0.022925927651662015,-0.015417064174370257,-0.02238676408988721,-0.08659151331826202,-0.03102175701133592,-0.032112443532081876,0.14992761442980568
XCL1,0.07510059580717027,,-0.046261882266549474,,-0.029900145194620496,-0.01446102091581926,,-0.023701500165350067,,0.029695911402868366,,,,,,,,,0.04352654234621471,
CD58,0.06254033799193036,0.08777679052582849,0.013318758810060376,0.030077283454020158,0.005901559953137273,-0.018840512262601205,0.09175971255064254,0.036620404959869846,-0.028275595670668716,-0.007294183592983316,0.04630176541159046,0.05161216100972174,0.09771603997074957,0.04438276322425478,0.04346803699873152,0.009675115278673435,-0.0023510580517777076,0.008748367289690707,-0.0401918999962895,0.012143172208370348
TNFSF14,-0.033161012106501526,0.009982734701997148,0.05701138428392295,-0.005735342607358986,0.020178985087347185,0.03146596345714483,-0.00932181565471571,0.006245081344779838,-0.02101444783548412,-0.057735077549070625,,,0.05042106066216843,-0.018605265457872944,-0.014457550316106694,0.04170706989380963,0.0950079368307948,-0.030779791152240343,-0.04282510446615036,0.00869042517554465
CNTN4,,-0.0526273937354533,0.03887442314248581,-0.030334311663797558,-0.019084710574819915,-0.03405777089741553,-0.0566561088582557,0.013273319359165313,-0.04175398290418158,0.05008849622421428,0.008923517380127382,,-0.008862220096443002,-0.03799303765765745,0.008241310437335668,0.027949093790970114,-0.04750550266834367,0.005033255691689412,-0.025627389184403614,0.23744125792148776
NTF4,,,,,0.05809872915316898,,,,,,,,,,,,,,,
INSL3,,,-0.016553937413161888,,-0.03458603377891375,,,0.02405761776827424,,,,,,0.000390114763843748,,-0.023461448704772365,,0.08449443137860678,,
BTLA,,,,,0.0390974094839672,-0.015076095710685992,,,-0.003473749775305866,,,,0.11009197157221405,,,,,0.0009238714380719271,,
MFNG,-0.014935738785782495,-0.04057941017026794,0.023158779405757907,-0.029684921519146177,0.01391208718397116,0.0064973577965411955,0.07926308456934669,0.04312684249122741,0.032633704504730354,0.030482625213463944,0.02060085115780904,-0.06355855260041997,-0.03593148738610644,-0.04373767751554895,-0.002470133074595044,0.01203222230788623,-0.06771718654716441,-0.00323056678468573,0.014363100221496875,-0.06299736847910434
ICAM1,-0.034746634586380803,-0.04603143096638412,-0.064131854818137,-0.007421143887548503,-0.0037978913600884077,-0.027904516716118603,0.015605752377228551,0.023632985553390558,0.0019723120226342364,-0.0478976658088145,-0.03435617214378682,-0.0675645557542719,0.023334829887758483,0.06038935665740773,0.04610971784532135,0.010461064443679509,0.0959664887480336,-0.044461903555415724,-0.09304072459801208,0.004870688112012084
PROS1,0.038777481761584784,0.019204899548768275,-0.008104932835098725,0.02842729098608553,-0.017129135874434074,-0.008625855684190156,0.0896613776268832,0.003039781113132581,-0.033960697985287905,-0.01851061263825949,0.06250944574609865,0.018702162911715687,0.0017289398564542752,-0.03268130151794074,-0.02318130293758787,-0.043162711708101265,-0.08971629127229609,-0.03386065575569865,-0.13825090733825007,0.05310889385742849
CLCF1,-0.014136715875274215,-0.03825194120104088,-0.016129654140577022,-0.029877652303156303,0.0651732702010439,-0.05028075200607249,-0.0014567750844372521,0.003562339438087504,0.007551980592589128,-0.05960634551027916,0.0032195527294620204,-0.09210360368269054,-0.04198745168959027,0.003407593850305786,-0.05017179729814175,0.015798760776194503,0.12444406535326913,-0.00633094875002932,-0.14031818113176286,
PSAP,-0.0718077449986582,-0.02278087083900262,-0.05016121294308658,-0.03848061697251439,-0.01233469363692058,0.017763634751705067,-0.04382096548091781,0.05409139534115925,-0.007470774530905757,0.000516861164198681,-0.011361584227699844,-0.001934163141725613,0.06087716366140526,0.08475187669847366,0.021021933958352033,-0.06065012976740637,0.05164447711804317,-0.007853715366579429,-0.0913746857994204,-0.05674672227607907
EFEMP1,-0.01347019315077962,0.05794242748424339,-0.029203673864250084,0.04104416235646777,0.09884717675205144,-0.04920861593272572,0.08926537787590091,0.05383932989531689,0.03672601901567436,-0.04941810086399128,9.718643717143402e-05,-0.05319242751191122,0.04737440169550213,0.021658786132694043,0.05726380114108915,-0.02716130539367187,-0.12180663700525407,-0.07903085197736101,-0.13900752698354127,-0.04731270678232384
C1QTNF1,0.004347059669398825,0.039018699908333086,0.0007843787190598406,0.06644822878830405,0.05044790892059123,-0.05380292920426569,0.007387008396748998,-0.028397816863022618,-0.022018274735393948,0.013816949210980341,0.06931066128875758,0.014193278114589323,0.03127353873007552,0.034378900144039014,0.020923441788563188,-0.004812800492606243,0.08925905053238715,-0.07834267159533448,-0.07067796304310305,-4.023445363079565e-05
ALB,-0.03051836330978977,-0.04502736817820806,0.010379837572597068,-0.012580781109302377,-0.0047311449924268625,0.02909909426794532,-0.026764016389487326,-0.0027812225425043213,-0.028454822649434462,0.030790754585157017,0.03766800136554684,0.07926449255524752,0.05785749066757078,0.03916882072852661,0.030300355037469997,-0.039273883081788245,-0.04767809316050688,-0.012278360926388494,-0.022119915726934544,0.042992127252020264
CCL13,,,,,,,,,,,,,,-0.013811265189525244,,0.030721496708263407,,,,
EFNA3,-0.014945774767081298,0.002752656156483048,0.003543979789249384,0.05195327704377501,0.002322553425968314,-0.03081817858674425,-0.06528084833753811,0.037277358512218486,0.028736398709765482,0.01495697763766016,0.07717871901807538,0.030977281731766157,0.02113411312563669,-0.007825367682327933,-0.05978333768023211,-0.009743702926223107,-0.005864380379128011,0.03786990149112846,0.014375495530236032,0.101236507879572
DRAXIN,-0.01641268445006893,-0.0481789591146039,0.048209137527071934,0.09480922233089359,-0.013237982379259737,-0.014966909558690601,0.12508189023482125,-0.08190918721869728,-0.025878860298639415,0.07210303616017986,0.10167423355495328,-0.05171980724934192,0.04857454412011211,-0.01618194250941196,0.0069266154948764815,-0.018423791368815813,-0.06988531759842743,0.05365949244887899,-0.1132650654081544,0.01778960671401889
RAET1L,,,-0.03228380497368594,,,,,,-0.010794567255971409,,,,,,,0.02398831928343321,,,,
NPTX2,0.10952975030960091,-0.027149544628161465,0.11327407393311859,-0.0038508184152462556,-0.024325283471638363,0.008059172649851497,-0.10879809111253723,0.04585237999106478,-0.05012820105701502,-0.0008406794561499906,0.018105884809276614,,-0.07064989630669274,-0.035760242813808595,-0.0065945069701743185,-0.05290614406625627,0.007905367016158153,0.04084072844522634,-0.08962906078256823,0.1151650479383107
FGF11,-0.037267384127919745,0.08020409082054683,-0.006838819639532547,0.03662028868990913,0.03004973415980621,0.04150856493114765,0.0714196798773826,0.02839810211730677,0.0017343440912812997,-0.01911819470392233,0.04405984508804028,-0.023871365890834863,0.01091262646197419,0.013168716113092383,0.008974841591730242,-0.03356591778325499,-0.009271280944575983,0.04386041762307367,-0.020451866582493042,-0.04559334291946181
CD59,-0.0019076060454074968,0.020315216175695136,-0.002943808179130731,-0.04326061602794046,-0.013424096472384473,-0.07166519251597869,-0.022160421190317352,0.08091503153551685,-0.06486748016810312,0.03451132686835048,-0.009509681489919708,-0.0060895418498209085,0.04710713613566744,0.00898173650078121,0.048070210869574276,-0.08605699228858589,-0.009443908359337035,-0.025970759308843912,-0.07719043303019128,0.07079607544617848
COL9A2,0.0804709855289681,0.046200560856085815,0.07806967937950941,0.03644581554888588,0.11061361494868342,0.004249162295020672,0.017253950883366447,0.006403940352078038,0.04134249227222663,0.06214734873663915,0.03505445428757261,0.0009649847092765135,-0.013420972573167081,-0.03366957045519352,-0.027881299380403315,0.024022235734914785,-0.03671857864755427,0.134330371977931,0.06537072978892848,-0.003706128258519077
DLL3,-0.05731721284924663,-0.039693952745855486,0.10206399652813258,0.03494837000144881,0.01415702497600948,-0.009641239742168474,0.03033978596975281,0.009329450264785329,0.011944966708414854,0.031060346751240628,0.017746369792610493,-0.052816331298784665,0.06264097327327063,-0.04903269893607994,-0.11720049453155366,0.07592377479928346,-0.018507559327966355,0.10421346667414595,0.010963936984860447,-0.004995383251240976
FGF5,,,,,,,-0.021312035584151696,,,0.018376159437985224,,,,,,,,0.0011343600752550243,-0.053307776024673174,
LIN7C,-0.00030285680859472324,0.0595194964144492,0.027148854296796667,0.039878056976821924,0.07056238377120944,0.06299610034378061,0.09048719577046666,0.0012094917753294417,-0.014831192934863147,0.061266721831869896,0.0919815549143606,0.13138472178014815,0.03428989186235028,-0.00027314635538495523,-0.003396291023556247,0.020175952981865038,-0.059830077701169534,0.007526001977616223,0.03477005373905302,-0.05705064344969571
GDF7,-0.020997378205798903,-0.0318126765794665,0.0170158658645346,-0.03255087496928237,-0.05084627581787286,,0.07574717360860055,-0.01263708918675747,-0.037590364400201894,-0.0343203035830344,,,0.136891203354829,,0.0024299459336841463,0.06160248132645525,,0.04452375859172586,0.0164616476739938,
PSPN,0.008828840487304002,0.051261778804968815,-0.008379659853998763,0.007098679528080312,0.045086981042485444,-0.006657949563549532,0.022847387068053913,-0.037528207243292186,-0.0019889182290900023,0.07743682444720283,-0.01931635497343065,-0.0664252104022487,0.02893571427277292,-0.050601740349754176,0.002472336697941358,-0.0002656638759490462,0.048699546369177706,0.08693950321566325,0.040218283223199564,0.08588881464852094
ANGPT1,0.024341483662890535,0.01933231746595911,-0.01862633367709786,0.04824873833474541,0.04931873834235732,0.014314956085060178,0.0879191123357012,0.01029277334987419,-0.01761755221425005,0.0483853268455715,0.021171917190997088,0.06551666512981201,0.11982135444935452,0.041747368366420144,0.04189595178976734,0.025834696822009486,-0.023556872591217595,0.06673126812127639,0.11723536925177142,-0.04038705777153197
PNOC,-0.029652663319647367,-0.030137252805873947,0.025194356754340844,0.019649911352133193,0.02060008447356348,-0.05022281231399658,-0.06127126324942524,0.07662570165977795,0.00351384859230626,0.026308932036488146,0.08542943087559865,,,,,0.011308343358921013,-0.0168966463922366,-0.025106566247051522,-0.06842569824092046,0.1500697646372014
L1CAM,-0.03153080008247024,-0.043559904681003146,0.06307280835754484,0.029646536558094204,0.010231480939777042,-0.0011969039034336435,-0.02206578982104762,0.10001028982541099,-0.027302586956559217,-0.030274370119436244,-0.0037803616468131546,-0.056051769754476066,-0.033308286636864574,0.05468587782332766,0.051122938346469075,0.01190870593112486,0.0259738753133837,-0.00673314943478516,0.005073870023580513,0.051850273910959
APOA1,0.10690968010550586,0.05713996704794473,0.05877396958948957,-0.029783610029791203,-0.04239517382548762,-0.024688280204031094,0.06085929138732524,0.06580567872405305,0.04063981037891703,0.04808904587152998,0.0204823770290749,-0.08485090558549374,-0.017170669054888704,0.044088587766000366,0.02251021153237975,0.017000487446929446,,0.06841990745646344,-0.04899792131342286,-0.026144592257652883
PSEN1,0.02749320127795403,-0.04058657197503532,0.03397684226014896,0.02475011740307582,0.04936907900934549,-0.03246549232976073,0.04628124324856483,0.004991743193034983,0.023303784110481483,-0.027935485415474578,0.07589458103076409,0.07660310524305576,-0.022982740606127202,-0.015194806699392738,-0.013805231033710487,-0.018861750493056887,0.05452857934498862,-0.0004152484124486877,0.007603912111558135,-0.05270661120790562
CALM2,-0.006153460585959005,-0.05292129346226292,0.08222470832177857,0.04782579555128697,0.034222199906205175,0.027985301018450103,-0.09867152278671841,0.08689691216771675,-0.02542948343560264,0.057287866425872094,-0.0073352456685568885,0.1067932826390693,-0.02366145920948575,-0.06617984146299337,-0.030442952550256613,0.015997892641670636,0.005381677468326716,0.04875786107005252,0.1316341380706801,0.06821008870969145
CLEC2B,0.011354196000947444,-0.10540956285591643,-0.027243094309911432,0.0024485569906953666,-0.016857299955275414,0.028041200129236925,0.11591026954303067,0.021480707407272582,0.01652225293729081,-0.04073252900349601,0.022542697942904182,0.0050342672245426556,0.05207909834219953,0.03277299467866488,0.06582242730280592,-0.05098863293903773,0.011735087004314602,0.0021794606063954857,-0.0510977826274517,0.04457401660479352
NTNG1,0.02011001826786374,-0.02413301243961873,0.044881608382151945,0.004567047185127873,0.060412744242600167,-0.016499652119749228,-0.017654677205822603,0.028249403679871166,0.002395597688643825,0.12797979150028999,0.013061704764549226,0.00982257155060205,-0.03342040728492156,-0.054252221375913,0.02255743794405061,-0.04309195247568001,-0.05685438286967579,0.04161915426013483,-0.11246300390341343,0.024962102019005082
LRIG1,0.053076493671702314,0.05540579445720718,0.08650825463006073,-0.011687518437282357,-0.03959720402301676,0.03069214143435964,0.04435460979893597,-0.054647125004625575,0.031527182112319016,0.03272770874780642,0.05331806001875022,-0.016971236022098792,0.06937075837057738,-0.10249221322201116,-0.039971162477470665,0.059264392676855904,0.01866337115201952,0.07661340030202088,0.05837632158259942,-0.025851711281033144
CPAMD8,0.03221652658649469,,0.0937254621672364,,-0.0337636504988727,0.002075528517669331,-0.019279604286695808,-0.025435952709269013,0.0010146573224533906,-0.027647402831281462,0.027528692641751114,0.06357157855475325,0.006192259837385337,,0.0611264967508513,,-0.022462083149772494,-0.025637105288604068,0.02605866763761244,-0.07447412756278897
GHRL,0.06647732718963767,,0.10371905516953654,-0.005863243998689494,0.08627662215981459,0.0051503790892807235,0.015164021503848196,-0.009949194972526592,-0.015175567337388191,-0.02779632521634435,-0.0031425028932741406,0.04401283502089225,-0.05149918313090893,,-0.033457523657696865,-0.020630923622524205,,0.02441976324410942,0.07336833838494472,
NPY,-0.02710485290421355,-0.033606872941524535,0.04051305737739719,-0.003234724727994244,0.07027739794728571,0.015701679068966863,-0.054938926947947234,0.07114040312209073,0.03380668531000817,0.008979625030738785,0.06082554879041603,,0.02275831602226266,0.09862243786473483,-0.03390624126827768,0.05310003204682326,-0.04865300659762444,-0.030773654723573345,0.013756779757435634,-0.12379265028628544
MMP2,-0.040628998388793754,-0.05599658464023656,0.10655293013283243,-0.04195254224420967,-0.09880705859049195,0.025568459358433954,0.07766087611474971,0.05139032379016456,0.04434022721625776,0.053510973616713815,0.03562143836986176,-0.07942573784204197,0.03274824851421263,-0.06351324851662614,0.007566370293310487,0.008251659844741016,-0.0068861537983357195,0.04755181167754332,-0.052298210067143754,-0.040020947406021606
LHB,,,,,0.006759518035770599,,,,,,,,,,,,,,,
PPY,,,0.006152556620347142,,0.07729520663275177,,,-0.0185895432883495,,,,,,0.1328569783835282,,-0.032687012557543145,,-0.010872542874809297,-0.06119347893587846,
ALKAL2,0.023910094658255634,-0.041581788018297566,0.03806462895583122,-0.026127410306380425,-0.0064106748457067745,,-0.0218598646025813,-0.03263519344376642,0.008709641898579505,-0.005278579324557898,0.05683839426298572,,0.05667777695909117,0.022499068468794448,0.03933738484111728,-0.01446975649110677,,0.0185172634344525,-0.034226229224832164,0.1456781878427026
CSF1,0.061321545772557634,0.056962529088473546,0.024899484114651017,0.0802125661183983,0.06661969469722795,0.00984585597229039,0.04028251208519067,-0.06665253459124197,0.029800853399823943,0.06299349864553526,0.0946240951741127,0.0962899433219306,0.03810968266010595,0.02744299722971125,-0.005428670982949952,0.015281898816425369,-0.08472770710512674,0.0040580020736921355,-0.03141812984209459,0.03234979378143733
SEMA4C,0.026281635207609694,-0.03876483842724574,0.01534132082222667,0.012771357759627296,-0.018612222285387517,-0.007885423986730434,0.011969240457206988,0.028174820179859453,0.01334430794979696,0.031831697484818545,0.05543081140415968,-0.055428084620325946,0.08336840803818121,0.019946067553661004,0.04289835911346835,-0.05052171758167597,0.017874892126221814,-0.041674182926043975,-0.035681552805216496,0.062200445439761075
BMP8A,,,,,,,,,,,,,,,,,,-0.026873266832601505,,
ICAM2,0.015267316030090657,-0.007275749678833069,0.016650125746222814,0.0014421539439209141,-0.011569617700905241,0.0033983601451652422,0.09811953283343075,0.010186514407271951,0.011592961121169391,0.014975240337019573,0.0027403642828160695,-0.012865851643568554,0.02430699527692601,-0.029910899476064023,0.03673666332456798,0.0400237253398639,0.01739021182592097,0.0876967375991859,0.037799653649327046,-0.024101463262564227
SYTL3,-0.05048901107891419,-0.007102660106243312,-0.075039730639319,0.05141777596625594,0.015074943573596573,0.005943764476984187,0.08547825516970808,-0.009387898252758398,0.020581198382426797,-0.005554347262318418,0.071687549163384,0.05337834810038767,0.06345620457880641,0.022540536993151113,-0.049635476500645766,-0.01237919960891741,0.017918575001432093,0.048291014497777,0.005455111861331548,
IL1A,-0.021468688186722224,-0.018558741636853702,0.025236369549354917,0.08093654648608375,0.01792518985850394,0.012111333693600512,0.021768228323312322,-0.019247021392693405,-0.046965943548338156,-0.014061370729447952,-0.017087813298236335,0.009987297951273559,-0.045294309705644215,0.030545136458758892,0.07337068885286932,-0.030422074581548823,-0.04758690778896745,-0.004912362943928388,0.031067388889763795,-0.050309626103773826
HLA-G,,-0.050314214504382115,-0.035310942385977574,,-0.037630846509527735,,,,,,,0.01621403761613092,,0.0745918357952405,,0.01919790344170577,,,,
PGF,-0.00856260198810266,0.07676551845016395,-0.015681866144392445,-0.037137069417887976,-0.02329947035055674,0.013783111879047575,0.06599731194390052,0.01962892198256177,0.05797461886833801,0.07122238280647865,0.03013089792186258,-0.050337430916175624,0.08552506454664971,-0.05285994569983253,0.07542351641048016,0.005894821430510117,-0.03721173036981999,0.00889730660218163,0.07067776009548213,-0.017703128562400618
LGALS8,0.09791354177733666,-0.016961230903646148,-0.019232794889481465,0.020433270670187485,0.0492816001911,0.0679965201318424,0.11689269827048025,0.008978762121085929,-0.02835560179305925,-0.01627252098841514,-0.019157625055725665,-0.0519231803660703,0.014154920147236304,0.01816312778141097,-0.011109166177198442,0.027166582589052385,0.04433966978095998,-0.005721441560859026,-0.11375068255932216,-0.02006552867160653
DKK3,-0.08616078398382801,-0.035407887405380686,0.11075817786152661,-0.039694307675951196,-0.025214899730774933,-0.002410945992474922,-0.09365700617771579,0.04755954742128422,-0.05932427129378341,0.014404799514075148,-0.019773492077731783,-0.006884704681971403,0.05700513164814633,-0.07629013076996592,0.03440507746559456,-0.02603200473684672,-0.025254324732588446,0.021834587091290287,0.0568264291022639,0.08701053322001347
COL16A1,0.017086985846160835,0.024907340630593536,0.07928436243817473,-0.013352992776957036,0.05799011242999653,-0.00933434137202661,-0.010558024289717478,-0.08730428300768525,0.051781695917195315,0.008452634597605046,0.07569981635081023,-0.09580485352530893,-0.004134443490328743,-0.04788392646798731,0.014378715296558075,0.03235000098626716,-0.012902521266123205,0.15970418619815943,0.006397654172446502,0.12886365028904084
TPH1,-0.0074103151989655825,0.0900949054782907,0.012489466581567184,,0.0023686794976964694,0.06419180384208634,0.010532809831461234,-0.015453129479087401,,,-0.02273289646756603,0.03520133505261436,,-0.03346356005776523,-0.0017591136674746837,0.03992056434624798,,0.0069110699979066355,-0.023390443588326152,0.021856211025589784
TNC,0.05592681361316476,0.039520198996971456,-0.040326969984353825,0.016141056649600964,0.02617557273805708,0.005278779446044355,0.10183762121200496,-0.05046088206828366,0.07897420782522674,-0.049683485123919076,0.022073750004170403,-0.04122582271873044,0.06076180286506956,0.025448029784204695,0.018667599816566682,-0.03183173637578126,0.08041356478458452,-0.09606516845011935,-0.14173425233245826,-0.10691799326671303
TNFSF9,-0.018475882045157543,-0.017008508767980365,0.05485311719531127,-0.035546299224984625,-0.014442174695284016,0.06611736144146214,-0.03429084812715737,0.008974806087762972,-0.007965939864990753,-0.009553360668109913,-0.04031479568564368,0.11199299088734349,-0.0202069235819066,-0.00847467105842028,0.040076841492642276,0.02312309063000187,-0.02543475187497691,0.039844481094373024,-0.04264302690602978,0.06928864144112241
C4A,,,,0.04279097960720168,0.0231916718032081,,,-0.02203697114090523,,-0.029993080332097227,0.020454728483609113,,,0.09470310011317601,-0.0528717481257241,-0.01927394231507705,0.015936006425560877,-0.027787615716618485,,
