,ZH881T1,ZH916T1
IGFL3,,-0.01595431030865853
BMP1,0.024879312239613007,-0.02476381748334733
NDP,-0.04665089952018945,-0.025761409767087188
TNFSF18,,-0.011113256890398571
RTN4,0.03092700499416883,0.019219913954651616
HEBP1,0.016834552612334124,0.012392154438282734
WNT7B,0.047353501570376155,0.017525216428978713
PTMA,0.03257496391700328,-0.03854697969233508
FASLG,,-0.013837167887807932
CEACAM1,-0.017627285180033227,-0.019252386805847337
PDAP1,0.03175667781521421,-0.008154230463413775
QDPR,-0.030842220526267877,0.026014158864880302
POMC,-0.0012160385539289158,-0.014334800907647554
CCL18,-0.01827744108937055,
CCL17,,-0.01254183850487377
TNFSF13,-0.01979425983183495,-0.020435879018966426
WNT5A,0.04954850671664819,-0.022986066018741168
CXCL8,0.042994929656907,0.025307955640819366
GRN,0.029350400161035295,-0.03616912439056683
MIA,0.05368879290551634,0.016507242618144544
COL4A4,0.08466770355532971,-0.02488726703152031
TAC1,-0.030412088640493197,-0.016487522022473562
RARRES2,0.05305739813670212,0.07950365757873847
FGF7,-0.02656504294062501,0.07326595307933324
HBEGF,-0.034006135181156555,-0.004913386464263322
CSF3,-0.025271121169216433,0.017715392230767082
PI3,0.072520404603082,0.028687082153182192
PCSK1N,-0.031899542501439594,0.011762305205968542
NTS,-0.058430335924750235,0.0016961765662197328
SFRP1,0.007087456136961332,-0.01909985223322686
CXCL13,-0.04122245744292212,
MICA,-0.03149618950026047,0.015463647002918152
TG,0.015424722542223135,-0.025751529901281905
ADA,0.007883146468386473,0.006066429207928809
LAMC3,0.009177275686211584,-0.0601165821492935
CCL7,,-0.013837162967476195
NGF,-0.043384992578059625,-0.04142804887915106
TNFSF15,-0.015692932394463937,-0.0125216264671556
HMGB1,0.054020122718448506,0.05058601269205497
ITGB3BP,-0.006723076530429915,0.039527373905542035
AANAT,,-0.014640295459425611
RELN,-0.018955361652896255,
IL15,0.004316742849445196,0.05896958263667017
BSG,0.036283217462781084,0.019289370631172153
ADAMTS3,0.014259020709740923,-0.006358744495736766
CD34,-0.0022676763176515936,0.009399621733973103
PLAT,0.1058602488645253,-0.024208759696741387
NTF3,-0.03690945374315711,
LTA,,-0.019703631342908666
CKLF,0.026558699457338145,0.012337738497299609
CD24,0.016914416923476706,0.043562062666321774
HSP90AA1,0.01691663380340482,0.019300750918768095
BMP4,-0.030831094691291635,-0.05845948039378436
SCGB3A1,0.027449411679939768,0.02792799201598859
IGFBP4,0.02943732721385968,-0.07820215674035728
RSPO4,-0.021947485595057405,-0.025987027225465746
LEFTY2,-0.029847130430016716,-0.045338148380517314
PF4,,-0.019703626783342226
ANGPTL2,0.06195137631221717,0.027106260176227307
LRIG2,-0.013093756526545637,8.037502894863167e-05
ICOSLG,0.012427613565289023,0.0032228965881557843
WIF1,-0.020402313735894188,
NPPC,0.02365847496407094,
LYZ,0.024976646962077395,0.0006752964450947266
EREG,0.08759455650381327,-0.029757040520690104
SPTAN1,0.015255019103843864,-0.04761072426451521
PTH2,-0.03490381372410532,
LIPC,,-0.024912842032019454
COL8A1,0.05085729031142051,-0.023151626904622337
GSTM2,0.04637565234165944,-0.00383817589617443
SPX,-0.017649443144029855,0.006435589181744304
MFGE8,0.026915729951416622,-0.012567118573930863
TGFA,0.000310180148533178,0.02456047144793202
SLIT2,-0.010287938641143588,0.043277132415788254
PLTP,-0.021404911282331306,-0.07386797360401091
APOD,0.07839842022412667,-0.03207969364096184
B2M,0.008493828713507325,-0.06106410417949443
OMG,-0.015580067229958257,0.007947482479652141
CXCL3,0.05128294153304512,-0.04143142214917676
CXCL10,-0.029989219401458586,0.018997929001231574
RSPO3,-0.03721012090293017,-0.014042014686795177
CORT,-0.036501612070284274,
NCAN,-0.0076753904204516915,0.03582404591198261
PRG4,0.10120686483000722,-0.031808947638383635
ZG16B,,0.028675390868478066
TGM2,0.06016430259025208,-0.05104541839792079
VEGFC,0.024190890386864103,-0.04660012713593065
WNT6,-0.029127895192628667,0.058556355228658596
NRG4,-0.028982224170902685,0.04569283621190788
PMCH,-0.016686768070027665,-0.030279921481585703
COL9A1,0.01183533107155649,0.0018928778807579592
GDF11,0.021833144173335522,0.028551774505171677
RAET1E,,-0.01540399206662848
SORBS1,0.0623230096953008,0.002941170509780053
DLL1,-0.007132120656693723,-0.03321221088208236
TLN1,-0.037053600723537625,-0.0331442568525207
COL2A1,-0.0351533652333908,0.06156904603792895
SHH,0.0575406930396669,0.05694815630432191
PON2,0.012386550399068644,0.008959620347095324
ICAM5,-0.027748483112537966,-0.00157552544892041
HPX,-0.011946252235752972,-0.03240532280630651
SFRP2,0.03691994986919587,-0.00730402690811048
CD70,0.01316104208113161,-0.02142363300472659
HP,-0.002518027982139015,0.05871255315738548
CXCL2,0.03147327653485454,0.008712517852820323
NPPB,-0.00985537153502721,0.12961525947656594
CCK,-0.04797178490696504,-0.01847839320062953
SEMA6A,-0.03042879069010556,0.017528391675536367
IRAK4,0.013780066464503199,0.03198891956067531
GSTP1,0.0069069161896630794,-0.04583035898248787
VCAM1,-0.02689584036663992,-0.018368127316820086
NXPH3,0.07185905445834852,-0.007717098416099271
MTMR4,-0.05997200403299799,0.05034965880156134
LAMC2,-0.016197111177576936,0.07064955127888763
IL10,0.031152188388301784,-0.0068180771175964
SEMA4D,-0.00013890202092119101,0.09244558252665004
TRH,0.014542717411977237,0.08674067424309564
SEMA6D,0.0199288485893379,-0.016244904470629793
CEL,0.0540849890498994,-0.0007151886299687722
PDCD1LG2,-0.05816510170816401,0.014086893187858789
SPINT1,0.031233905612598707,0.004633878124461824
CTHRC1,0.04023217138052334,-0.010057639081998736
PODXL,0.04736644953514717,-0.038578759539440816
JAM3,0.06561744785245276,0.0138141508119164
TGFB2,0.05165953793296782,0.01640845828259714
COL18A1,0.05461405390018438,-0.08139217555827609
NODAL,-0.018522611437349557,-0.003045512727113659
INHBB,-0.015859845000966964,0.0889935922462352
LCN1,,0.035381037795669854
ARF4,0.032383401265341186,-0.02320758116410795
CXCL14,-0.008585065341403273,0.02867910051972003
LIF,0.09375837895638803,0.00010147190914493829
IL17B,0.026904808429669507,0.002526414335217762
MMP1,0.005166708764387497,-0.009827517552968016
MATN1,0.13398972718976448,0.11017634391940222
ADAM28,-0.023917445406667442,-0.0062042545892358105
TCN2,0.008797772897530679,-0.038765306747871243
THPO,-0.02060129722644935,-0.02100532688475539
CUBN,0.07304443359394855,-0.002271421497329433
TIMP3,-0.0029715686448761377,-0.06409735333784766
PIGF,-0.001053524409049625,0.08590569018549683
CRH,-0.05765732040681069,-0.023924450696256483
BDNF,0.005258307994888871,0.05784781246437851
CCL5,-0.012998514666577133,0.022052540156970033
GAD1,-0.03814719631981038,-0.0068460692702257755
COL14A1,-0.012211758160587446,0.015469314107755556
HLA-A,0.06480800396170008,-0.019707518323627552
FGF18,-0.02883592033508009,-0.015954305537741825
ADM,-0.0007443788189912064,0.0550282059047858
CCL15,,0.04484250058115868
GNAI2,-0.0051015891511211,-0.0035212129992989887
HDC,,0.0010705162917188785
COL11A1,0.05555680240634498,-0.030038847091671976
NUCB2,0.014820128009829878,0.022918896550273512
CXCL1,0.007908395153810966,0.08362336122487726
VCAN,0.09115113218084062,-0.05863202961591577
MMP7,0.01011658419474849,-0.026847438409324933
PTPN6,-0.04509287351010074,-0.01315649443553143
