,UKF248,UKF255,UKF259,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,-0.02224508524784686,,0.05332725780235784,
BMP1,0.002369046984115121,0.03476853983833213,0.04331356846363722,0.025676742040477533,0.009954231826365477,-0.01956559622958838,0.1021033345282242,0.0687111548133965,0.09318234965032945,0.008001835061760857,-0.04068393162818207,0.1412557989078648,-0.02692087831740782,0.1446767136793834,0.04510999236261126
NDP,0.04736929053798184,0.06846801072224448,0.04156392825900085,0.0001671364550505134,0.02867781881045683,0.022394216894931363,0.006408660909660775,0.033418454907731245,-0.06092903753384348,0.10247345280185566,0.040993628592229374,0.0907197708710428,0.02631785827722994,0.013633033426038145,0.014860380602890426
TNFSF18,-0.026901508242589394,,,0.07506513100288367,,-0.028742968553811112,,0.011413627450523888,,,,-0.022940963767291524,,0.05515784894928447,-0.02285517431778323
IL36G,,,,,0.006276987396689635,,,,,,,,,,
RTN4,0.04138733821731003,0.02962559261758706,0.0288357270469223,0.016495020711110083,-0.01130871499873816,-0.08886667729456064,0.044867397142596015,0.09329659314517526,-0.023755687682450195,-0.00448367301942349,-0.008830617206225584,-0.12951636919427248,0.15165287820607026,0.01446772702230237,-0.07315878361646481
HEBP1,-0.04036862869827945,-0.01305774704701557,-0.01708788392931329,0.00908323813169217,-0.02037984008857066,0.059493815765359406,0.05003562332828848,0.0990993338857745,-0.028145538711542302,0.030717441870850702,0.050297861157971316,0.05472862513211912,0.031881827536299014,0.03269159228817963,0.043376528096296135
WNT7B,0.006028772734427285,0.06990215085668584,-0.024950399184458325,-0.03618004255059806,-0.017168185840493524,0.03949409838507941,-0.05455774374875774,,0.012538630793499091,0.04227682806687185,-0.039331680433010566,0.01914571134105286,0.013428211765845608,0.06065181771274381,0.06953309992288911
PTMA,0.06023693615819928,-0.0042596522971105385,0.02163384141885195,-0.04242296256671177,-0.037758017650927345,0.006791058543721717,-0.041208433240784895,-0.04094365494770088,-0.028410584352160893,-0.06929475084873671,-0.007190521133315943,-0.07522463531306406,0.014180631188450678,0.07218542441216208,-0.02767717751811271
FASLG,,,,,,,,,,,,,,-0.03017589572760449,
CEACAM1,0.06353513638626045,,0.013392475800602719,0.008011428812366847,,,0.07136539395520895,-0.046596250069971284,-0.05392613011943509,-0.021873226943677215,-0.026370142319871583,0.05865067116620412,0.03232333738608924,0.05018866129848439,
PDAP1,0.032156634867590975,0.06244741726425027,0.02896388579095513,0.04799877012059729,-0.04527443598730269,-0.029158142921512593,0.07272972881792848,-0.09056642768379405,-0.005144219247904476,-0.044301511528253144,0.008955907047342814,-0.004976699236791091,-0.010646314838409283,-0.05875604249085651,0.04890971340044569
QDPR,0.029169238453507947,0.01312755285918251,-0.010861856904466718,0.006413622549312775,0.004471808259302172,-0.06049654162796664,0.11940030997461112,0.0046726895468373495,-0.13758474727352848,0.0796758660957272,0.029183186400858388,-0.08449856133740315,0.02689804639719218,0.0064028279463498195,-0.06699773877335866
POMC,-0.04058122496388974,,0.032164896840013904,-0.01464567369855005,-0.012021436197013133,0.005984471030778046,0.10151650074713484,0.026808311563599446,0.09735076452348919,0.05474130369539593,0.03888414576452957,0.06676997472688914,-0.034811944349667126,-0.015731926490242378,-0.0451929206003016
CCL18,-0.021366729019409034,,,,,,-0.03522682408860293,,-0.01749332995793153,0.014336056967829929,-0.0496044947379804,,-0.006225486315349506,,
CCL17,,,-0.01669895569328328,0.018917100079526378,0.031847620866211256,,,,,-0.024765866852109415,-0.03806695594134114,0.22974969975651416,,-0.027351060131964717,
VEGFD,-0.021366735804346254,,-0.018604480703326952,0.015479581091060998,0.028464586576439726,,0.0971087654550009,-0.06334658086792516,,,0.03521848293440587,0.03557381225898721,,,
TNFSF13,-0.01612402449248972,,-0.011518565903562625,,,,,,,0.02197673894373947,-0.021532099613677125,0.0508791709788319,0.033544464758929256,0.05030319952131043,-0.024863169602855572
WNT5A,0.019488321601611087,-0.01726902946773824,0.011239579577088798,-0.045362467764364096,0.026647723587136813,0.050925492953991174,0.0641571547126945,-0.020081596255441904,-0.0008893817373699986,0.0056477431100778065,-1.9000525666806336e-05,0.050124099185500336,-0.021830690273585866,0.051452346364524996,0.056901297396737174
CXCL8,-0.027672496852005856,-0.022159916924017378,0.001233083924779341,0.07216188688496679,-0.030505621904037154,,0.029043079769421144,-0.014615173594346912,-0.03419999886257577,-0.10393395957231716,-0.07882283444298928,0.005821747093407877,-0.0804889571868547,0.030889332246647742,0.04755087987839896
GRN,-0.029019003560962653,0.08839562252080124,0.003719960146305579,-0.004089255773280633,-0.06397327303288126,0.051017360650076136,0.044217866997762936,0.036123252448044416,0.15756351110024194,0.05042711596056692,0.054121537444583104,0.058836091476300686,-0.05858685705650247,0.13389473917228487,-0.008328256824068141
MIA,-0.016422699866537018,-0.024388742019440638,-0.03516239843404341,-0.030941506589915825,-0.020944286757304226,0.0936762538296242,-0.0702046674688275,-0.04236043459893408,0.05923011824252959,0.11693508051661496,0.07496099023676736,0.057939059356845936,-0.06138347212895731,0.0488633886076098,-0.034421531331453654
COL4A4,-0.011717179353932643,0.1313300788473637,0.04626822517928425,-0.016435346102122373,0.04862618714011768,,,0.034736911395599444,-0.01583131209936864,0.010520513353241015,-0.0422227210608946,0.011858775596686117,0.02214440189042485,-0.0380261671259719,0.09536712878010431
TAC1,-0.04014882588915627,-0.03931423795289092,-0.02212971522536005,-0.02798373397911844,0.04480781510409493,,,,,,,,0.06999907906128934,-0.024555634224260273,-0.03318500540173205
RARRES2,0.0053517393578313335,0.08315835073780982,0.017108572503109803,0.0023898151400288414,-0.0049697068169982225,0.0025814280659221833,0.0478033704832754,-0.04343503626286796,0.04063066376792053,-0.06716326781601971,-0.028332458628945054,-0.024544761862738254,-0.030689975355478263,-0.034242227775580544,0.08064502815903749
FGF7,,0.04775062990036799,0.011594160236690854,0.023929722322234368,0.003551065127972231,0.026937301586664616,0.00886792349473196,0.13522188634921553,0.02659871685945247,0.04272068757698601,-0.012967584262865038,0.02268312942332174,0.05697956675637874,0.06657843446007615,0.03599816818422709
EFNA2,,,,,,,,,,,-0.025063055503968288,,,,
HBEGF,-0.00330665759488845,0.02460989942730187,-0.05341297592297746,0.08385702606267609,-0.00011820071170835748,0.054468492226981545,0.005592240764804038,0.05323735483506371,0.08916884620927983,-0.018885696358053983,0.008075089313271633,0.00045066050117350675,-0.008180006227951774,0.05006923988238775,0.06559534972194105
CSF3,,-0.016890200858265533,-0.019903699153726143,,,,,,,-0.10105948705215602,-0.048493656619582604,,-0.049668475510949106,-0.02879644691992292,0.038039648953076786
PI3,-0.022478699787195328,-0.04835168066081808,-0.03434777562555913,,,,-0.01743439244614589,,,-0.15399926025469024,-0.0756979228135585,0.034497702683460446,-0.10164180727118116,-0.055845456422742475,0.06031418422795022
PCSK1N,0.0681363165673779,0.046016041454519305,-0.03052445089873538,0.03613896341042817,0.05455962112910937,-0.018159046598422175,0.06689074105149657,0.002004847524280455,0.030907708777172485,0.08353804900927561,0.022968696016423016,0.0037801778057572396,0.041476665543448005,-0.01326095338665094,-0.0663695220681515
NTS,,,,-0.004046938088649654,,,,,,-0.0023516207900163527,-0.03053457708036134,,0.08627545783128487,-0.04264361116984457,
SFRP1,-0.029355659954780008,,-0.014570484316984624,-0.004018547905043965,0.042539500233274456,0.035900905701610406,-0.0736348961679155,0.038413680361268784,0.041110033327311044,-0.013863140030358179,0.0042697166020721,-0.05597301175904344,0.12301930086954173,-0.031581238628696655,0.06330223385880837
CXCL13,,0.08701177063543263,,,,,,,,0.06493086733378338,0.007565665189503711,,-0.002578635468781919,,0.2114340260193539
MICA,-0.033681516335888846,-0.017010025900765398,-0.003475826251149136,-0.01722158291276367,0.013295337069532329,-0.049976932313266505,-0.05064608268660981,0.11417761169559425,0.06254428043483358,0.05543385315901355,0.0031108664291207002,0.06643028283575884,0.028947084069243137,0.08078828840834759,0.07811001807953975
TG,-0.033647414635282265,,-0.015723861041687392,0.05365592790209533,0.05956798505201093,-0.03683545633126419,0.028598612702118664,-0.03374106336882725,-0.002535684767284915,0.04768982411349575,0.007770720374393795,,0.03890258323578015,0.058285437100341106,-0.026128145965365477
ADA,-0.012287634501124148,0.022256187250263144,0.03408652836612428,-0.015234740889131836,-0.02741620610449932,0.06555522953472988,0.06798117874001008,-0.04275681023727194,0.13882892612817213,-0.04492406956016181,0.0321469582567193,0.02201933933541283,-0.01882013124910947,0.1161918845263765,0.037396711089939784
LAMC3,0.006810947901532889,-0.04285424440448711,0.012204297127353988,0.0004391939610078526,-0.024064669455194934,0.04719925476965591,0.08931795615903113,-0.0402896514504416,0.1819450394595126,0.0917625687745822,0.06146432709781335,0.09827852415022907,0.00033629915628700127,0.13561924069142828,-0.027076848411060825
CCL7,-0.013591044669861855,,-0.011368326410666397,,,,,,,-0.03711832586360167,,,,0.023547408783139698,0.025371156488425646
NGF,-0.023335148779293536,,-0.026047739413730547,,,,,-0.03229482113060429,-0.012860667733935788,0.017031143600010956,0.12390738355388098,,-0.02423338317319045,-0.03220332444719645,-0.0018711085936851707
TNFSF15,,,-0.012659187475999282,,,0.05301653030848043,,-0.012654575052024152,-0.03140956301118759,-0.03618619968849787,,,0.006565965832666325,0.10704093064189163,0.09137200726715315
HMGB1,0.026399935937507963,0.034697415465489045,0.0037194096653162673,-0.06304947046135641,0.019359113916019997,0.0146374997180828,-0.12397491592335355,-0.03931668346664054,-0.009694833040913245,-0.05378946398591882,0.05837629341170057,-0.035629755521723754,-0.013688464585666032,-0.020466159979140947,-0.025509334160765923
ITGB3BP,-0.04786815320868703,0.005392678026270295,-0.00010714357300475633,-0.002781130372638392,-0.0009144726917847874,0.022711170479816797,-0.014860399079246791,0.12476715662170543,0.051690955653883784,-0.04788937493755887,0.0069641837428576865,0.060052641022562726,-0.04311295072060526,0.014563389979364651,-0.002008807858969073
AANAT,-0.01971853808288766,,-0.01151856713291724,0.004772788827209115,0.049932987431903185,,-0.04797409262348845,,0.12009620814770727,0.05003892812114948,-0.02150674140624013,0.017865611270547806,,0.025061799064047433,-0.01784790694912675
RELN,0.06779937220079148,0.053815890124918234,-0.019993653016748103,-0.031401853810321956,0.027261550359102132,,,-0.03620699010435399,,,,-0.012198451360519324,0.03089557883863592,,-0.0031919479252433113
IL15,-0.005457047021794213,,-0.006753179031426371,-0.025345422877520975,-0.017752323771813332,-0.01660407369695246,-0.05529512779175154,-0.030181180420360037,0.10242370609464382,0.02727708628059429,-0.025114353086921924,-0.04517873216919522,0.06884555860240174,0.021306849978838607,0.10118203030821202
UTS2,,,,,,-0.035252819883964163,0.08800775766016275,,,0.002666477710421817,,,,,
BSG,0.035025777580552336,0.005074109761887008,-0.02389379929617192,0.03383766360306647,-0.005290334535288205,0.01248210876537942,0.141537689889759,0.0047898955918029805,0.12892525121100407,-0.025242577754854032,-0.007207627819896693,0.11248820010624237,-0.04233193540017183,0.026968323239943245,0.10900145406082484
ADAMTS3,-0.06167942005283015,,0.0044161386524505224,-0.00469658405538816,-0.00699495753852365,0.04764473913754043,0.04269768410677847,,-0.018561190520456104,0.044146390500623654,0.04541221789126919,0.05253609992743296,-0.0029007948881389837,0.06799308246887756,0.03222324105943808
CD34,0.02835583232067714,0.026341077737021053,0.05683874987341352,-0.015398230167955426,-0.041111537581659224,0.035308074217477,0.045667333811005496,0.03426645335896541,0.1678065835155889,-0.005373992677157651,-0.008535529136422866,0.08871075768144326,0.0010517869189033031,0.08685198703081798,0.041395984711373936
CCL23,,,,,,-0.032038341843749076,,,,,,,,,
PLAT,0.06519333875431046,0.07263779415045643,0.05220426770436253,0.058581760693888374,-0.05456241251435964,-0.02624978916691974,0.08139428826302657,0.105495776748749,0.03469490563293837,0.033903238099491584,0.005386291096525759,0.10124571113333074,0.0874894277338733,0.05589562868340371,0.03924737193292548
NTF3,,,,,,,,,,0.03283139393200335,0.07949944301342848,,0.09477188561357539,,
LTA,,,-0.014570483635354466,-0.01373646319225087,0.020305010614315343,,,,,,,,,0.027840207151660083,
CKLF,0.028792226730309005,-0.013102059160791017,-0.03036956392229372,-0.05572081916323285,-0.025002949089962936,0.09076809600311872,0.06682690217252608,-0.0534466562998927,0.09298146581655907,0.01761205921891974,0.02850543705823394,0.031095971140955598,0.03184234971525798,0.025299581578786593,0.05681166728796166
CD24,-0.03372176235335395,0.005092149555596356,0.023724268456395994,-0.0008556059855293533,-0.01708978705238966,0.060212510248790894,0.04543706764328848,-0.06666662278033335,0.06531445894394647,0.04410094208537026,-0.004615088114208508,-0.053599434400663226,0.08995958960187243,-0.026510493314657324,0.011277533615677552
HSP90AA1,-0.05375394996571408,-0.005303760438368431,0.06585434685929281,0.06755677085900047,-0.00450015481394469,-0.06126076179955465,-0.09362496674529763,-0.011993911343450625,-0.0928715140630819,-0.17229951389639692,-0.06274714749365223,-0.037660451783050754,-0.06834788666300173,-0.10454420563435934,-0.09461850990792024
