,UKF248,UKF255,UKF259,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
BMP4,-0.014666971778794096,-0.04447103036880255,-0.03399468743557318,0.0022981859326433054,-0.015126815259407395,0.06787567239930604,0.0846239071595942,-0.008645051055913427,0.015536698889209248,0.07197665496298838,0.041716805151837906,0.07511712124343255,-0.03514360348793039,0.11575683065785265,0.02198899266991945
SCGB3A1,0.011727203282653049,0.055755740511530615,,,0.041849334230030705,-0.03953788767422823,-0.03968691645902758,0.0759558984984118,,0.08770392368162903,-0.030252925616433467,,0.05232313099017293,0.08454907651897552,-0.03586547248734028
IGFBP4,0.022518023530760052,-0.024837872632539382,0.015863826991302604,0.052761650731222375,0.05017055976223373,0.04645067100039215,0.09227033205264291,0.10578009845018933,0.08352023046885675,-0.03513729608192081,0.007834255537444752,0.09608585513473417,-0.07667421939547515,0.10125832633714138,-0.012632449917255328
RSPO4,,,-0.022302677958503547,0.10845894357574005,0.0022139271281515736,,,0.03482073312196903,,,,,0.007109871987018706,0.08442119639834506,0.1378237536063804
LEFTY2,-0.008830347617958806,0.0759754387740324,-0.03255647849437449,0.007086116827464257,-0.021915048150046478,-0.08565201770095238,0.10522562255080842,,0.10483310191735641,0.13817549938198542,-0.028818010821695765,0.10537610115163941,-0.011609173789422845,0.04725280495750377,0.024379967088400567
PF4,-0.014098525753358224,,-0.009918640823921354,,,,,,,,0.013351382377535546,,,-0.023890941354605174,-0.01762983450819649
ANGPTL2,0.032784706417854706,0.07994246396349285,-0.004954149180790708,-0.005394908539944404,0.01401364250700828,-0.020066320516058875,0.038086284321733374,0.020007856672192296,0.08274888280358368,0.16947051158434,0.05825997369368676,0.07573125163183084,0.033879320605090545,0.1357776947177688,0.040283156428025164
LRIG2,0.023002628073742024,0.08539885127763787,-0.004951486936306698,0.011454491723287682,0.0012548919198156472,-0.021948773535802945,-0.032619722958429374,0.05827623345131122,0.10393295732254403,0.07576452090140634,0.034626096387483915,0.04501723615929887,0.03446476058862661,0.07908846563224055,0.031868308671953297
ICOSLG,0.06644830826849871,0.07809959925385436,0.018682563475808135,0.0943753112948797,-0.01252900908400301,-0.06319076719016839,-0.05770427703248165,-0.01703353185986827,0.06745222253643357,0.06665914683030534,0.04343008442579409,0.023805523889972122,0.06279082138251565,0.07997270675897909,0.01940533207080115
WIF1,0.07017804036870139,-0.038655252304221996,,-0.012328565441752093,-0.0056066239334382215,,,,,,,,0.017029515922084095,,-0.002176369660695408
NPPC,-0.04216305673321316,-0.03219036453522238,-0.015386257918461323,-0.02404911393849031,-0.023418440036789435,-0.028306974591587215,-0.049580116342539705,-0.09903415165889072,0.11927679091294205,-0.031271427746575584,0.0439196674272115,0.1128127292112012,0.06113280253877973,,0.016246790878561183
LYZ,-0.014559113312196914,0.06931573499777315,0.0028668193985530517,-0.04465712677710547,0.02133205404324198,0.05762732751478838,-0.011098440091998734,0.06182713148152381,0.08775453244606062,-0.03222480784695105,0.029353585913077615,0.0373823888637031,-0.055448400671565236,0.055527140556902395,0.01464823554470094
EREG,,0.06867681236980408,,,,,,,,-0.027437549338837245,0.04012409044604262,,-0.041471371268498584,-0.004466789806338782,-0.02029716205399779
SPTAN1,0.028799001138213157,0.08306792565249524,0.013463279460474339,-0.02066751048755786,0.03757474137132545,-0.021315471860707837,0.11657541524123506,0.03247183189776748,0.019967720676799375,0.1130650216337313,0.008252823362270113,0.06444036670508348,0.07231136915896107,-0.010239050084370893,-0.043748783871850515
PTH2,,,,,,,,,,,,,0.024756561066236343,,
LIPC,-0.017260301246177483,,-0.01782453627469765,0.019169076377574205,-0.027887243985969746,-0.003923720719578235,-0.035745504980302656,-0.07765819964886082,0.007567817875518575,,,0.06516260288718524,,0.03511161281739013,-0.009586893743472977
COL8A1,-0.012989157218305762,-0.04116223978338938,0.019931041777443762,-0.03382675029802633,0.06951503154594468,-0.024954242727822255,0.010351206069227785,0.07812637937554975,-0.02834867487475668,0.05225324237244693,0.0737955073166738,0.10303745958801236,-0.001264938484359462,0.06179713258940506,0.10341274748995201
GSTM2,0.04211517062831899,0.047837455469953584,-0.03546989340115425,-0.005744921065337299,-0.03270027369806143,-0.007088383324211597,0.06648837340335437,0.046735842750180855,-0.06497961999728345,-0.00869087300820167,0.04783593002964989,0.014792318945854317,0.020508082199570975,0.03284251451185378,-0.019030106689988516
IL4,,,,,,,0.09410462388739844,,,,,,,,
SPX,0.06356674856375705,,-0.029207506559124928,0.019044831839579796,-0.026102995962930003,-0.037526324872642305,,,-0.01775677393904924,0.023276048375491073,0.02969904195931547,-0.044756961769199896,-0.0018517355982154286,0.02711165839739622,-0.049718297053688264
MFGE8,0.017804903918424788,-0.038783964546628094,-0.02993990443751649,-0.001224382782041789,-0.05697102755533809,-0.017468209830927905,0.13341288946707966,0.07538221833441136,0.08873831788822382,-0.03728595386490585,0.05449012082278097,0.08043513608447056,-0.014399303992902955,0.1301143137430146,-0.004969995840907179
TGFA,-0.010808335934899528,-0.036743720390493645,-0.03812126871130735,0.04945281694373458,0.028121127215484005,0.03802189980173374,-0.022641331350811346,-0.06865223295239395,0.030548655966013315,-0.014290340426653357,0.023594987009472365,-0.07535876286176066,0.018627712684340714,0.00039801998491558447,0.032412389192902145
SLIT2,0.05631668474480522,-0.006502787338246278,0.0014487038244869032,0.001957503653663572,0.005261986798956839,-0.05271043158528367,0.10010207132339023,-0.013824974873728836,0.08673387014149418,-0.01699030202258346,0.024510594246007485,0.02089333759416533,0.0493086147480986,0.06647072018174983,0.05594413229531526
PLTP,0.027232935771182423,0.04367487965204429,0.009130599127695217,0.008377612725184976,-0.007192963866178826,-0.002252529504294124,0.05357751664979492,-0.05334515894012113,0.10407878792537491,-0.016850728588835,0.04700094969090191,0.13025198311667852,-0.054668103732377384,0.053143127158091975,-0.0023861245519160214
APOD,0.00013815384890229873,-0.041728171884988105,0.008491217924392636,-0.039220300697579966,-0.025539687770870744,-0.0027576912362869124,-0.04636406020870823,0.06860222021227785,-0.09862642661699685,0.14199728442316892,0.08577026155437924,-0.10117060784331623,0.049330045438320584,-0.14528814664465634,-0.06231117990159335
B2M,-0.07346645712250449,0.12249133909498004,0.010619007282873917,-0.0028760090904831246,-0.0018516042205102437,-0.012313565456671945,0.21175631729057556,0.04956590960478468,0.1017168330062051,-0.048830434421728706,0.09239309695927916,0.08325176890780707,-0.10677157792726998,0.0950248464221698,-0.025205362107261927
OMG,0.03723032277690381,-0.024660238266674673,0.0040009614477268226,-0.038270952066340284,0.029554045235924288,-0.07610140688730929,0.018724483148795528,-0.12239036383600464,-0.08054316288592536,0.15127482630812772,0.06320597820057375,-0.040490632287797784,0.06215678849472864,0.07485435451509226,-0.05284448121216439
CXCL3,0.015632498613124216,0.015838050942695286,-0.04548327565092246,0.05850756160456176,-0.012784889398090738,-0.029173176015843946,-0.05098974474938901,,,-0.10320628766359063,-0.04167374479699523,0.05136750999612614,-0.0044009159143156,0.0018302177990537041,0.08838914334940907
CXCL10,-0.054194293456379605,,-0.0217142569069321,0.03552911139112602,-0.020316736452257976,-0.07366512250698382,0.0004963199904423124,0.03404976739961941,0.09999696060270431,-0.03832943327484908,0.010838059380072209,-0.034418052924672794,0.011963880561365305,-0.021144419680073696,-0.00443963867590421
RSPO3,-0.018461705458988564,-0.0016163933022506653,-0.011518566281825541,-0.024129850974305693,-0.01335996301639867,,,,,0.014024337417318558,0.002214339331742068,,0.008827667411630971,0.025624999626255956,-0.04384974450178352
CORT,0.0183063861479575,-0.04375418772980643,-0.025831269341701022,0.03435103375839732,0.03935359765221143,,,,,0.021567841708425912,0.09827910458393682,,-0.03420556738606266,,
NCAN,0.03575487513018463,0.0512548006633453,-0.005103008795577472,0.04592819264679085,0.009519241731820506,-0.13380835383759498,0.013096066590988335,0.07723172195563506,-0.056777100122287635,0.15284575898671074,0.09224544371742283,0.05310203667049908,0.07409705884261966,0.013484000893682395,-0.07073625683487562
PRG4,0.014246238415184697,-0.036863460342646794,-0.011368328182251312,-0.02041713204981105,0.00554208064756859,,,,,0.11115114764718514,-0.03547109991004712,,-0.0009645653986819766,-0.0388060496700944,0.03735749114333713
ZG16B,-0.018846675033311475,,-0.013194335199095776,-0.010914866981521661,,,,,0.002549429267004218,,,,,0.09834830920585255,-0.015040056947998849
TGM2,-0.007739745323069122,-0.12099452021907688,-0.022049892691844795,0.025775611927183445,-0.0468284118850985,-0.0044341140285371365,0.02347304222546485,0.04726315198390854,0.13229770338746843,-0.025227829802792933,-0.005363338489537254,0.014623150559701112,-0.04869304575831805,0.04036158872893201,0.014820688997506545
VEGFC,0.031066575869867573,-0.04902191819759589,0.009422002825921533,-0.02939104389390129,0.06949394597422344,0.06092475948788278,0.10333690618769854,0.0801116869351499,0.025701245180998644,-0.047769153029789506,0.07076105935983534,0.0715299709513769,-0.02028344434789324,-0.07287203074176854,-0.04339163461882999
WNT6,-0.021928850117644137,0.010255516589644001,-0.015723861694550444,-0.024290647159935928,0.08276862348510136,,-0.04332898463293643,,-0.022927896798891286,0.03524977322647337,-0.03512706874015496,,-0.002772603815537114,0.12735816100289898,-0.015540891169972083
NRG4,-0.012517829289024155,-0.024711943428759674,-0.013835775451898328,-0.020969226745823653,-0.01859684681682679,,,-0.031218233291263,,,,0.049555215852625824,-0.06537022262598254,-0.03062262609805005,-0.023371116674395932
PMCH,-0.014427471914186769,,-0.00396149668625442,-0.015976342176150203,,,,,,-0.037728223181844316,0.003173836888574542,,0.04770699574891705,0.09608597058433488,-0.012745332423436142
COL9A1,0.03210624223949769,0.04205177791965988,0.06431684774610309,-0.009748090146318453,-0.021190664836886385,0.06410673274114069,0.03665918274978337,-0.08185545899624855,0.09495847952711116,0.06268038721228515,0.06703285881801439,0.07706679509380365,-0.004288243989710455,0.05055506669458892,0.024821115907693904
GDF11,0.03540848722896676,0.042953747409462666,0.03493541834074017,-0.0008586339366812261,0.040015479792157325,-0.007963202159418942,0.016343573742047514,-0.007604536402135492,0.04230203213832373,0.010152247244106067,0.02406160648433744,-0.02064968030104382,-0.016959372553892467,0.019182555273048726,-0.010239321435781788
RAET1E,,,,,,,,,,,,,,0.005573772406341704,
IL24,,,,,,,,,,-0.02812925407001855,-0.022605748297318883,,,,-0.02612813096185473
SORBS1,-0.008645218736264358,0.06302010675888743,0.035766727289757334,0.010902102237122764,0.010158569717281251,-0.04426760943254469,-0.08706013587292198,0.06780819602940216,0.012781354528342401,0.045743789854369526,0.04256505753114083,0.004439073867389964,0.016144345924135113,-0.0021215713548002665,-0.016901522806442488
DLL1,0.03995546062069255,0.05771216362285409,0.053663737171158146,-0.007264877852769647,-0.02823989139718546,-0.021156793945874053,0.08827324034361232,-0.06986233624015963,-0.00996507101752771,0.149277213732637,0.05531940442078314,0.015555847471045445,0.04723160946288261,0.05296005477729922,-0.019794318831268275
TLN1,-0.03246559123494966,0.011217024933704835,0.02950347992989838,0.00785888505917224,-0.001954597456816816,0.07472689175082278,0.09925561884988705,0.0756476895305794,-0.034430553965193296,-0.07100306668114988,-0.03309595915329782,0.06984126238133205,-0.029035121697293224,0.01698107494852318,0.05245872993298265
COL2A1,0.04094022169660825,,,,0.09071207925623492,,,,,-0.031246707967350087,0.021170514907765184,,-0.043155191031863584,0.03085755479884537,-0.02105612169099868
SHH,,,-0.01181355950243972,0.05144562670941363,-0.0123873372096761,0.07310388990786355,-0.04783676551396118,,,-0.03540666574470358,-0.005341829499819448,0.01379856665301867,0.049425320516437415,-0.04034148302661912,0.04240460900430383
PON2,0.0716368716797209,0.10367330566806769,0.075740356713961,-0.04029001085244914,-0.016738366658592133,0.07237991462289177,0.0806403645730639,-0.013386080994187656,-0.04093628689299301,0.11382453606261263,0.06920848322108239,0.102774278948673,-0.023705179628067334,-0.00663536942995936,0.06837590435626191
ICAM5,0.043502821769356506,-0.03524046755203326,-0.01841227096587622,-0.03546531110387423,0.0043576775798818525,,,,,0.00495416276213101,-0.040944801047614304,,-0.024254639387366102,0.07977630845047562,-0.05869097833775922
HPX,-0.0011951474473061066,-0.0007732213108233788,-0.01872944335025081,0.08054667898061309,-0.020895914197433894,-0.029173160753065235,0.13332398297539044,0.04280124881054646,0.002124616596130381,-0.013310587606547861,0.0003618615015094468,0.018853733845411155,-0.00495350523651107,0.038708534577820655,0.00483988300564828
SFRP2,0.056949742898879295,,0.00786286024609326,-0.002127893864893259,-0.024300785518330245,0.004312315969818236,0.0904848306895309,,0.020413472515608003,0.0422397654446077,0.04260788482282094,-0.003809774611569396,0.044808569584436006,0.02415464936771095,0.05409599772927899
CFC1,,,,-0.013736464022416298,,,,,,,,,,,-0.02067976098615588
CD70,0.02110762777507696,,-0.022868590724934884,0.08546662562762951,,,,-0.0538320998535977,,-0.0406501914033632,0.02976504646387741,,-0.031811342364342514,-0.011455762298322176,0.019422565073756146
HP,-0.020215331602890557,0.026801254385322482,-0.05982156290861578,0.07665894415715345,-0.008336603352661174,0.05336131070457321,-0.049346852453363454,0.08317894539344851,0.04165931815782767,-0.06406544188620024,0.06793223679136766,0.07037851447410413,-0.007029614516265055,-0.045808099314752784,0.06552515266020625
CXCL2,-0.03185746528027817,-0.06118312889384987,-0.01744593793870146,0.0714006424804803,0.02995799809317057,0.03872236841503685,-0.00377698655794886,-0.048865508740380856,,-0.09456609825690925,0.01403870076964233,0.03945654485423016,-0.05583536397315443,0.008891331759783506,0.03134272235048139
NPPB,-0.017533761274745988,0.004261596972941214,-0.04208265513066169,-0.012028206541996428,-0.015940839127838134,,,,,-0.03463568677772088,0.021696743801936067,,0.04356152979058919,-0.031063243727853636,
CCK,0.014778400503682027,-0.029066424081901056,-0.02806106196870384,-0.05905921579305561,0.026439763291424667,-0.03001667316335428,,,0.02820300109101144,0.05823976065661623,0.021634392457110664,-0.0004975329037000696,0.0993308067143419,-0.04029741280563497,-0.11673463428510929
SEMA6A,0.030454183398415022,0.09103057610384868,-0.027147376249505653,-0.0007165487285822468,0.029506394343649264,-0.050644333630984806,0.09606019518927869,0.038305695200432914,-0.04860172991572087,0.06055770614997257,0.007676930099383582,-0.031645043799902454,0.04542366763669724,-0.004566222389564333,0.09089245380023345
IRAK4,-0.047595526020556965,-0.019411697051732554,-0.012890047132690013,-0.041734020842605656,0.012461435768342202,-0.0565388754130829,0.08217112787720633,0.034271734449631386,0.06646324568988328,0.0005963082667525045,-0.0164089144952799,0.03693258385276077,-0.06583554172556258,0.08061930108802334,0.05679889401982961
