,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1
PLAT,0.06933466940974747,0.05584497116607195,-0.04497978204285799,0.005542595967756114
LTA,,,,-0.00036870771308228573
CKLF,0.16132105004543373,0.01573620272583563,0.0009162144485409129,0.0365470778519685
CD24,-0.04778590730820011,0.061181291738363175,-0.056489857681357426,-0.04289040771460628
HSP90AA1,-0.0652725389044479,-0.04621184352742589,-0.035739901272327984,-0.037398083546315
BMP4,0.00677040381567912,0.040344478809567444,-0.050602638028776376,0.025587846521803452
SCGB3A1,0.07291622359196334,,,0.055689654604230976
IGFBP4,0.014466238625729062,0.003981995654769412,-0.044260333179672935,0.03316378511781425
RSPO4,,,,-0.011755015090758646
LEFTY2,0.012425369616294432,-0.030234101006655106,-0.006818787738515321,-0.027914502418220914
PF4,,,,0.0638756726025087
ANGPTL2,0.02615757986491649,0.05936288819865456,0.03686717413669947,0.04342335107275123
LRIG2,0.01404358311523054,0.025335955120259927,0.03722876528456519,0.05539780256122198
ICOSLG,0.053136739510660405,0.043259032135970966,-0.0037816282706553753,0.002778176216532261
NPPC,0.03660305127888529,-0.028329099651219068,-0.007689068325259011,
LYZ,0.011066490102601257,-0.04127734450668033,-0.015123741250718668,0.07053223478205901
EREG,,,,-0.0038136963184924933
SPTAN1,0.03484286441666149,0.013779959560509055,0.0404874513906921,0.07887977741809346
LIPC,-0.026760717924414167,0.046376090182044825,-0.0020712255163413433,-0.026004428799518555
COL8A1,0.06612283479201676,-0.056160238180271035,-0.04877854997499248,-0.07314905858775254
GSTM2,-0.05254294076863178,0.025959236976975476,-0.01260607125865524,0.04298420636055018
SPX,-0.03345581303243599,0.0018317987373916251,-0.020618463715332498,0.00532626843403499
MFGE8,0.045816787859087896,0.05924964953916581,-0.04255315927468064,0.04812102583993099
TGFA,-0.09845930682004418,0.023984901360998317,0.018195966828745688,-0.02519692827999247
SLIT2,0.13965924973400962,0.014913801542362508,0.04151654621438698,0.05127427119807243
PLTP,0.010210808630183562,-0.02391011951335564,-0.04450701377035357,0.07988627134256929
APOD,-0.01547369790175818,-0.028195212875448752,0.024540009826701268,-0.04002005996275738
B2M,0.09420846078034191,0.016114129807770425,-0.052824954631699145,0.007583351735372308
OMG,0.06090935701632665,-0.014533711007466362,0.05941070246005358,0.0758221230722907
CXCL3,-0.026008737217428936,,-0.020147856137741085,-0.02127717817741887
CXCL10,0.015105257882517197,0.0947186168230045,-0.008407041684057813,0.09872842207700948
RSPO3,,,,-0.014657282804396255
NCAN,-0.007979356104996378,0.010379249075109629,-0.039722669492590644,0.07772454764591706
PRG4,,,,-0.03320269574169134
ZG16B,,0.0003666455170580197,,0.0717719022061787
TGM2,0.04184381876766775,0.0021187870936803088,0.004174772794991187,-0.009236361460159959
VEGFC,-0.04304801739297009,0.050468840559320646,0.011137239478259071,-0.012470302321572063
WNT6,,-0.025012067454417017,,-0.02207209165182364
NRG4,,,0.05178168134384503,-0.014657284447127961
PMCH,,,,0.021480752700644284
COL9A1,0.07930222868316537,0.09842291492630349,0.029088469151959336,0.003005917455365918
GDF11,-0.0006875785540052219,0.02620774393530268,0.007061349319191649,0.03261176169614336
RAET1E,,,,0.2645148429408656
SORBS1,-0.10666763176882622,0.0430214485045925,-0.020847968346467845,-0.02120354612388562
DLL1,0.023245477169120107,0.11949251007677474,0.011323820256023331,0.09040426786989338
TLN1,0.018847382954791218,-0.04779119138718772,0.009416327480273979,0.02489880702078985
COL2A1,,,,-0.021331300505193676
SHH,-0.005190616187138623,,0.0034223794858627143,-0.025420143932329654
PON2,0.028936607143264178,0.0575748370912182,-0.01338194225122559,0.02562055041968299
ICAM5,,,,-0.004489449082861871
HPX,0.1709206619918067,0.09151465588191615,-0.02861095442845256,0.04430323750738235
SFRP2,0.057960866632736974,-0.04368312281313274,0.02368443623661307,7.205904349589467e-05
CD70,,,,0.03318970895946975
HP,-0.017700541799488434,-0.0344959860359748,0.009739221772163648,-0.021925694402851133
CXCL2,-0.04668022443945111,,0.05167877732139167,0.006239540333812788
NPPB,,,,-0.014868182686611798
CCK,-0.026760739523976992,-0.03273460106954739,0.02137276209428028,0.1316499784335789
SEMA6A,0.0025877485445207076,0.022273622353338414,0.004943935727039583,0.03166694051526117
IRAK4,-0.019671016807261688,-0.0441792029971516,0.004615921235941858,-0.004832957614493118
GSTP1,-0.06356782031247941,-0.005950850289038378,0.031374512075502854,-0.06021246081107906
VCAM1,0.04447061696263506,-0.015411267639636751,-0.04317580928358229,0.0761036668607734
NXPH3,0.004535877674255629,0.0644736602123307,-0.028740498244096187,0.017426497215057384
MTMR4,-0.039623557655644556,0.1182464222357045,0.039991551575303125,-0.028932306890069606
LAMC2,,,0.07641984929890872,-0.012984842041685289
IL10,-0.04899213134357982,-0.012171861401855534,-0.01990166046612204,0.02482844301343126
SEMA4D,-0.04461531221859653,-0.019847931602218077,0.009790891663262948,-0.023355166924293645
TRH,0.05666104096080825,,-0.02329935792365335,0.08115629008909711
SEMA6D,0.005680359283260499,0.024067050925816152,0.04137134507369921,-0.016446590912038858
CEL,,-0.03635949576069741,0.04367324927069039,-0.01645380264689575
PDCD1LG2,-0.04068942860372314,0.041828751295307894,-0.007687369195831263,-0.0067977932845937235
SPINT1,0.019591736192316845,0.04490042837421251,0.02668793163583315,0.08775696596189156
CTHRC1,0.03807293787927983,0.03421727431176623,-0.006488095587596272,0.011903153731971632
PODXL,0.10864154310821382,0.004672617500357373,-0.01981414261243085,0.034934258301328285
JAM3,0.028236458619022832,-0.0398886469018798,-0.0003619172370448998,-0.03986149785432834
TGFB2,0.00020530968995601141,0.011109843459261859,-0.06055041995549582,-0.020283550461738534
COL18A1,0.05235996381795867,0.10544208130371382,-0.030051468863943196,0.027392603581183235
NODAL,0.08495350310436327,-0.011519917134155256,-0.03103733040806969,0.08748639971687844
INHBB,-0.08053649919590751,-0.016119508018992326,-0.038536193803980885,0.06568219481279952
LCN1,-0.034362272281538556,,,0.08119479490395866
ARF4,0.026685857225653323,0.0206737021390989,-0.02195479153340447,-0.02569430548702659
CXCL14,0.07187906551308483,-0.0463964386396407,-0.05532108257306415,-0.03161835308317459
LIF,0.01652781552094653,-0.06667441873759263,-0.054537568715619496,-0.02844123391759981
IL17B,0.050832401737739966,,,0.08948568608453521
MMP1,0.14258676891073954,,,0.0478199262825117
MATN1,,,-0.020870385749983077,-0.020254046428765455
ADAM28,-0.010726705692390726,0.014419656611266653,0.017466122670147965,-0.016173193029253064
TCN2,-0.011437520392802117,-0.06389178529550489,-0.014582878037446047,-0.020097997814360037
THPO,,-0.027128710101728373,,0.05705459440660417
CUBN,0.11547101874394573,0.002095803470915754,0.018345179602277575,0.09628022061958061
TIMP3,0.053245892140210194,-0.08487016883188625,-0.04726488916371597,0.024703982731457925
PIGF,-0.013299909396223794,0.005162035267470157,0.020604114188310218,-0.03012647836025883
CRH,,,-0.0351767735115308,0.025109885767126063
BDNF,0.1362262821190345,,-0.033228799772976485,-0.05535615850194203
CCL5,0.008634914511410383,-0.028628992782549437,-0.006041511475491879,0.015674412142964642
GAD1,-0.05297550696226047,-0.04856501338975385,-0.027665198712768322,0.04867212746653896
COL14A1,0.13864897586635758,-0.00923850065117738,0.04003311172712923,-0.008296020394903328
HLA-A,-0.003817611232196013,0.06853943292692427,-0.054062114743050116,-0.0050018113024477735
CD5L,,-0.030966677075358676,,
FGF18,,,,-0.016653363027339083
ADM,0.04027197444884957,-0.004167173289282616,-0.03760997709059825,-0.015065028248533516
CCL15,0.0025742457288774304,,,-0.014443460460756535
GNAI2,0.054333932071791526,-0.03292125771768669,-0.04215566948804235,0.013281255934526209
HDC,,,,0.07141614270703635
COL11A1,0.09868402809076753,-0.04884913904081674,-0.023789270325809124,0.014031579869671957
NUCB2,0.0022615655116735326,-0.0428468438364687,-0.01965414118563695,0.041622464943873914
CXCL1,-0.027854622640799687,,-0.03137123743209683,0.04904034786870254
VCAN,-0.0589226931466977,-0.046950281746007475,0.02573816965615312,-0.01449318175289794
MMP7,0.10552032482131918,,,0.0011023001876018302
PTPN6,0.08848194378096692,0.006949760305693548,0.016948294013079533,-0.006107260777246384
PTGS2,-0.015232490645506079,-0.04784349095883992,-0.006570524544386077,0.01646825963996539
CD58,0.0559574826884289,-0.06876654853295514,-0.07603550275637284,-0.03462126673254698
TNFSF14,-0.010816601240090875,-0.0369858086661796,-0.0068456284043928155,-0.03464232680969698
CNTN4,0.04099909344886395,-0.019509359325375675,0.09357278283368309,0.04256511479253446
INSL3,,,,0.06323770663518039
BTLA,,0.04875919972747438,,-0.019122764361076305
MFNG,-0.035645836345575325,0.036961006939782604,0.010560811390001673,0.012677173794566822
ICAM1,0.0052194020244820975,-0.05526812879713462,0.01960293256994936,-0.005506236124375007
PROS1,0.07435857651251045,-0.039954908138429474,0.031194220091083833,-0.04374327844142034
CLCF1,0.016433797214439303,-0.01695449445645718,0.004437136695888008,-0.0161975907950435
PSAP,0.11153545527637213,-0.06020534178088463,-0.0640343819492625,-0.013156286747965327
EFEMP1,0.050952912119201076,0.0016448031970190818,-0.008047401131788619,-0.06865693875548623
C1QTNF1,0.03459087709757356,-0.005279500539047686,-0.04579323349852939,-0.05662902873852739
ALB,-0.03524917694769915,0.007779205107017351,0.04956132221458497,-0.0027658347114592062
EFNA3,-0.023026463247846667,0.041991630721492916,0.0697239905640626,0.05160931658335533
DRAXIN,-0.017183994023305237,0.030207660250077713,-0.02755232367960183,0.0750670923223816
NPTX2,0.04732162096568201,-0.06667440324464864,-0.001944424497662008,-0.020655442762799948
FGF11,-0.025736324488296238,0.046503770900481294,0.0224162632275408,0.003304525941757819
CD59,0.10208997705774323,-0.004244532091262038,0.031349417364010125,0.03900204063212272
COL9A2,0.024523943346822504,-0.06570432607586883,-0.03821684596212133,0.05772421550114752
DLL3,-0.1063493825117311,0.09692374982141186,0.05015188274586575,0.027562042490764993
FGF5,,,,0.010859690108747877
LIN7C,0.07109761057645717,-0.056885941386732634,-0.0031992360255078322,-0.005394570611912959
GDF7,,0.05395765940972252,-0.034101704809190614,0.0177023307689966
PSPN,0.07122346103511777,-0.017987950960620704,-0.012511472002424646,-0.00995570962904558
ANGPT1,0.11712164792306627,0.047556195398860156,-0.03216354287216176,0.03587813236822268
PNOC,,,,-0.020411053389511016
L1CAM,-0.040493301116622325,-0.00908005838489655,-0.0333172351555843,-0.024841226530742656
APOA1,-0.015754105490058026,-0.03598294671487222,-0.02878991463883909,0.008314169969822476
PSEN1,-0.056817160649873244,0.005194076865992612,-0.0002484151833141505,0.028676673754458096
CALM2,0.020456917767939987,-0.04424156041451706,0.061945220175714924,-0.007826926518625776
CLEC2B,-0.01899205091654064,0.03617871771798514,-0.002776048481738227,0.03588059825194628
NTNG1,-0.03984026541540483,-0.0063681252274605405,-0.012138942115269426,-0.027110306468516927
LRIG1,0.04628619296637089,0.04841708125091194,-0.034576266609752215,-0.01718766801737968
CPAMD8,-0.027854618984418076,-0.007998064319055592,-0.0016142966836846303,0.1390520336574207
GHRL,0.004374239318754753,-0.03841639536809873,0.018087400893423554,0.04625335530028936
NPY,-0.03252816302159574,-0.03507852522833718,-0.007337704984949121,0.04167645416945691
MMP2,0.014590154693090898,0.12621675047738606,-0.02030275322462332,0.045134539986016416
PPY,,,,-0.03956418088981101
ALKAL2,-0.009022921951250311,-0.048599171179150163,0.0771709936741805,-0.023451490861059604
CSF1,0.05527318416063156,-0.010246919737208572,0.05240938778241195,-0.02711589384114209
SEMA4C,0.043986923359447476,0.02187339620913098,0.002137369327884386,0.08580055613880047
BMP8A,,,,-0.01775035977970775
ICAM2,0.056555823444734414,-0.055327392677182945,-0.05549745584091466,0.07320856643671744
SYTL3,-0.016617325681467617,-0.0271449136910846,0.019856435356948875,-0.039996127151903794
IL1A,-0.009970840777081895,0.06348315437611905,0.042515265802275756,-0.03695847010913521
PGF,0.11765581160319954,0.04134127040909968,-0.03275505288830884,0.031584400754718155
LGALS8,0.0659274235313096,-0.006625107622141336,-0.03758032200031637,-0.023272034194130452
DKK3,0.057339577456870065,-0.0887418111320147,-0.011906316640892095,-0.017915099540761877
COL16A1,0.08235250656284718,-0.06675354790064914,0.06542088807713033,0.04061296285288705
TPH1,,,0.03605482770345871,-0.0021880039243946637
TNC,0.03806793555562715,0.012256246411713235,0.0007190709237235151,-0.039955145949055255
TNFSF9,,0.00174551808562393,-0.03694799605774145,-0.028091250327384378
C4A,,,-0.02843105372694577,-0.023903572163258786
CNTN2,-0.00015123745638056016,0.026924716619510923,0.03803487949050403,0.036600297015706273
LUM,0.09667054704181845,0.027969000622670475,-0.020055693388362918,0.01772210026883812
BTC,,,-0.024394917078658554,0.050950522011961645
APOC1,0.10875696481741462,0.06900104464905413,-0.05527785144580765,0.02202035209617437
PKM,0.031018948501490846,-0.04303704653878663,-0.013977416473439582,-0.0982602802331813
TNF,0.041955071737829135,-0.04337682684726582,,0.05580436821775688
GNAS,0.0583390407147289,0.05447778918311376,0.01026781049297858,-0.03138162048225016
BMP8B,0.05848038921532503,0.004967164832808537,-0.060816002721759764,0.12276495348548402
LIPH,,,,0.05115213178546274
CCL28,,,-0.01965263749463895,-0.01378319275088766
PTPN11,-0.008532141402082678,-0.016559608140151175,-0.013800082527470217,0.021648356603275194
ADAM12,-0.052332224547840964,0.015155406482041354,-0.04042899964338924,0.024863114639157823
EPO,,0.06887709579666852,,0.09846211955204646
EDN3,,-0.027128650539641728,0.0010777773989138187,0.06804753775558563
CCL22,,,-0.024394918158283103,0.03383518435401476
CCL2,6.366648861979123e-05,-0.08968541236308031,-0.0720889143680491,-0.014037424818704137
DSCAM,-0.060276390607484236,0.007909544399312263,0.062373027818780624,-0.002196793633011176
ANG,0.15919094495219363,-0.010183447475000771,0.058276095748448734,0.023504205006495756
FBLN2,-0.03575527371715464,0.009658615701742743,-0.04820369787002835,0.016301097639814292
VTN,-0.023623597765040045,,,-0.023903577125926827
VEGFA,0.0730073471319929,0.06369157213280635,-0.003286351558999689,-0.06494141167970237
F10,-0.02562523136293715,,-0.021106198377904086,0.08454539835866867
SERPINA1,-0.0020388772032133777,0.00639043864544273,0.008873539269822345,0.003346486919213932
VWF,0.024905743531123854,0.043136214056248144,-0.062366126185612984,0.0737984678489564
GDNF,,-0.03023412329402216,,
VASP,0.104392706233236,0.020744456708476557,-0.038553848209259736,0.05934501580836449
ADAM15,-0.009814577803524911,-0.06307346052257425,-0.07660231065481797,-0.0032614117410891194
WNT2,,,,0.0136380067378518
OLFM2,-0.04525183462338477,0.023663561875750697,-0.037055786737410466,0.022634280243153036
MFAP2,0.14548340921741265,0.06658936249999309,-0.0019496382143030272,0.03651206731864196
HLA-C,0.05226956665779932,-0.04361000377232124,-0.030921672492162485,0.01925373034440651
THBS1,0.025650132454531696,0.06190652233793311,-0.06888587599097845,-0.019369031339670474
HSPA4,-0.032191545422081774,-0.0027243685296235573,0.053951875305073504,-0.02382920743298602
LMAN1,0.04390664526300816,-0.05057883141087601,0.007666294284620244,-0.0578614353762814
LYPD3,0.05874392710952898,-0.03851415215030925,,0.054825096605675014
APOE,-0.047563209070707435,0.08077458188574294,-0.017788115114254162,0.03315551539603154
SOSTDC1,,,,0.04529246085298309
ANXA1,0.08563062156032222,-0.03259948763573976,-0.0323015512009781,-0.08418096709699083
WNT2B,0.13023219428582608,0.008418968032813754,-0.03896841691897006,0.0028470323145523176
AMH,,0.029823342203730046,-0.019652634988509922,0.05807355437767237
GDF10,0.024621859598138642,,-0.004398986296990718,-0.038726997423220784
EFNB3,0.09088358619984657,0.011193771404585466,-0.04907326184939262,0.03221231010559342
LTB,-0.04723411877561932,0.03913066621156419,-0.02200139943819816,0.01605831609901341
ANGPT2,0.08541649338860755,0.05875344546586809,-0.033344863004121435,0.10145866171391145
NRTN,,0.013041965585424892,-0.024803841346601855,
ADAM17,-0.035147845604435964,0.03755251324224886,-0.006231666133875116,0.02416952203213132
LRPAP1,0.026552120288063353,-0.046953432242977954,0.00030621408206995556,-0.023531287725754857
NID1,0.06928675437121205,0.03254783886086462,0.0028984083937501712,0.03578285410915851
MST1,-0.050213759060172114,0.04776800968512326,0.05056559727306071,-0.031956164504266436
DCN,0.02183517999719726,-0.000716476324752066,-0.06489085419207742,0.024809075663855987
IGFL2,,,,-0.0387269858865528
COL7A1,0.018117836790418472,0.04433603312392403,-0.02160802940299494,0.0463409147570216
CALR,0.02993243271271594,0.03511951155720649,-0.05406842121091331,0.026505485248698925
PIGA,0.04724856091392556,-0.03715813450842705,0.04952602721151667,0.0405436742443875
CD200,0.11634104792172807,-0.044797335086576545,-0.0052374271570365385,0.11987362913659187
GRP,0.032803443332129534,,-0.02714346388334278,-0.017391808294885253
CDH1,-0.036117942062797434,0.0019683629106350665,0.07378271246024318,-0.029491293744004908
LPL,0.021293085630708922,-0.07091550153608706,-0.05677599421577918,0.006664121832328419
SEMA5A,0.0483834174276535,0.08456661754038537,0.0053961721596000895,0.05259026268194566
SEMA7A,0.06373838806157092,0.07612555540288211,0.0352338913588418,0.03973215260288189
SEMA4G,0.007898267556702731,-0.05081632224607996,0.03585533633317164,-0.03720779294174882
SEMA3B,-0.05809409238116605,-0.04977016710838038,0.024403775032223917,-0.05712965891552727
RPH3A,-0.06636554471917382,-0.0027433082174438458,0.02379988953832931,0.07869441163566847
JAG2,0.11391972739880908,0.10845736821888918,0.010422467191403346,0.03632729664836863
CGN,-0.0019054930424460541,0.01432734858781648,0.006921715333050054,-0.04129480597795599
GDF15,0.05253264995122308,0.040189652688751215,-0.031036396834276204,0.002822809726208172
SEMA4F,0.06223593960225055,0.019313817900369467,-0.038336695576111274,0.037593351976270055
NXPH1,0.04896925127229362,-0.015241422201099496,0.04130085223943096,0.008051381459707574
ARF1,0.011128741673767102,-0.0457081379958364,-0.024001203290697545,0.03533120928728894
DSC3,,,,-0.014657284447127961
EBI3,0.020873252259817242,0.000943217639836183,-0.0033024987979771185,0.0020201846004217505
TIMP1,0.07881276135284172,0.07555446469234782,-0.044991330889218695,-0.0028386598585941228
SEMA3C,0.017829007544190496,-0.009982869757552684,0.034787429653279085,0.05793160826989991
GNRH2,,,,-0.015883165314302398
GAS6,0.012697336385670319,0.02314057511820918,0.018386608274177867,-0.012820818658151767
MEPE,0.18451010022697809,,,0.00011713543887193483
SERPINE1,0.12813586772369404,0.05146912081387748,0.023455520802620016,-0.028868909074228167
RSPO2,,,0.026340456011202475,-0.03900738415555801
SHBG,0.08820491673902203,-0.005052761374095971,-0.01736689229919845,-0.0040283502346363
LGALS3BP,-0.02646739300337315,0.03883236227301182,0.003336261787572631,-0.01918727516765492
LAMB1,0.107996575346798,0.04833459729417143,0.018916607068759663,0.03218506772204564
SPTBN2,-0.03035458707028087,0.0060810730580819275,0.007761638617455919,0.06828247995992551
COL1A2,0.04609675738312464,0.08223631622616501,0.018478856941793593,-0.008727472288441339
DEFB1,,,,-0.018039141851512595
WNT11,,,,0.10806998564198952
LGALS1,0.06182039590497311,0.0030351336242408077,0.00750013674231273,-0.016824612559295887
BCAN,-0.09175694385034591,0.07223983786770408,0.03808312416563997,0.059804923928525586
ANOS1,-0.023156018028221082,-0.0005683108388833669,0.020592899955010027,0.03222700873019944
EDA,-0.03611793093666403,-0.05105833712884621,0.040343593551857564,-0.021043361788870577
FGF22,,-0.03729568073816348,-0.026575354973686734,-0.01359664869534991
SHANK1,,-0.039111600636058244,,-0.026130982880538067
RAET1G,,,,0.005098735415441548
TGFB1,0.05088331177852958,0.03441302093212645,0.037448112411065874,0.032632274323331364
MSTN,-0.025236507369243093,0.024130239460774923,0.02757470993392418,0.0023653614021935314
WNT4,0.06234132729468735,-0.030966693935870156,-0.019145611342542414,0.029601098960465616
TNFSF4,0.048924786204283165,-0.04884914291484574,0.024508004279703205,-0.008433913149675187
NTN1,0.03262968177258124,0.08366360697762988,-0.03334698798807062,-0.013633532534076566
CXCL12,0.057569727171600096,-0.031542331773351515,0.004122633987955821,0.024852513538827514
GNRH1,0.03589486813048508,0.1512118382700364,-0.019400651504730342,0.1186694402393195
RIMS1,-0.035249141102898104,-0.04894968127893878,0.03478413696248246,-0.0316066720613356
FGF14,0.06644842776584703,-0.05439890700469725,-0.006732228422975085,0.0023456540638706223
IGF1,0.07979017239010437,0.04108293317841253,-0.04037183351973761,0.01414559993116884
TNFSF10,0.06941382840118285,0.005548234283196209,-0.06592241994551548,0.020125410197174735
GDF5,,-0.030234106409648652,0.08634269757427275,0.07129370050070136
CHAD,,,-0.021570751537027325,
RGMA,-0.05168846208183751,0.01674426632434407,-0.06153703580107531,0.042452212524248786
WNT16,,,-0.01781973782843924,0.003042949674755952
CX3CL1,-0.002230860860618937,0.06719664991890502,-0.059518519999890974,0.07505110474622265
FGF1,-0.02166564776727061,-0.039621544521414635,-0.003562999756342962,0.000654888888473894
ALOX5AP,0.052407903815926374,-0.06546799601937771,-0.051953316845826145,-0.03548540155461145
IL1RN,,-0.041430298593038095,,0.008016075427011831
NPW,-0.032213928293867475,0.12329527416021309,-0.019901653860256906,-0.01472607035591979
CXCL9,0.1702546390865683,-0.0034719522148738964,-0.02334498851901932,0.014310812551619732
ANGPTL4,0.01196105128037728,-0.0409360836326894,-0.033700531573874426,-0.041002371460212066
OBP2A,0.020212602825477804,,,0.03409708516172515
COL4A3,,,-0.03347529292076981,0.020062431255167195
NRG3,0.11497097798514468,0.01699498732639881,0.03329753232301683,0.09628525263969884
IL23A,-0.02785462337207618,,,-0.02376704258660085
COLQ,0.05467480392110738,0.016517280257392446,-0.03394690261703268,0.00644869091679596
TNFSF12,-0.001023706889913246,0.03607349846003627,0.04000408981195572,0.03949498125614553
DKK2,,-0.026300763159003173,,-0.013334093877432134
FYN,0.002816488290147782,-0.054128811007921725,0.008363725497944216,0.015348721722638136
ACE,0.08264994237994093,0.030097217711010944,-0.0001989118549163114,0.03099939543644834
IL18,0.10475393660269508,-0.059070129793152466,0.040022391780539776,0.0004182961359352783
PPBP,,,0.021474858410502666,
CCL27,0.025843867068916962,0.09003007067073553,-0.024600135847240443,-0.03129302954194601
SERPING1,0.1202481390859843,0.014500102163554187,-0.055156283125683714,-0.05137018025044249
AZGP1,0.08346633663174577,-0.015161941373762268,-0.04754858991709514,-0.019103463572219655
INHA,,-0.03851417711205676,-0.01990165374229509,-0.03203815426720289
SEMA3G,0.00592210890055498,-0.032023439890390144,0.03735538566196283,-0.02985896734592031
COL6A1,0.07255300732019754,0.013328868375599733,-0.009784037315171818,-0.008519037152365254
FGF17,,,,-0.015685105924645157
TNFSF8,-0.03406239462749647,,-0.01781974475621531,0.023325654286236765
FGF20,-0.024036091097704552,0.0012880567839533362,-0.005370380961333187,-0.010400236645930755
ICAM3,0.03766646281505518,0.02502110821899651,-0.060706936700428676,0.0012153805442182294
LAMA4,0.051682571555589904,0.1359950069981822,-0.02761473576021673,0.04385688942388295
DLL4,0.11695655514720384,-0.0019670326092930232,-0.06397718674695818,0.03128022307618802
SEMA3A,0.15213570559236764,,-0.04283317127176704,-0.04175687116068449
RLN2,,,-0.02967106752609079,0.005337527672507242
C5,-0.050338188032540754,0.07230160004913169,-0.0289459402352533,0.011905227866225361
COMP,,,-0.021339622173980277,-0.022362342167985393
C1QA,0.0457628976579886,-0.02853487688562335,-0.02499648620914383,-0.02545334367187852
UTS2B,,,,-0.01928804159561051
COL9A3,-0.023087514543529402,0.03469445644774499,-0.017676323362269354,0.04851618770764947
DLK1,0.08554858413795753,,,
HGF,0.025903337108593428,0.026550387565153055,0.02011729864860806,0.020252735493957088
P4HB,0.04083675691923135,-0.005812409358412304,-0.008143411308834805,-0.012947382758197835
ADCYAP1,0.035752575239555044,-0.029104564611743277,-0.03592931218183191,0.08045221518054961
GREM1,0.03272613269024497,0.004073342164092657,0.055425183950578,-0.03398654869654833
EGF,-0.025236492187458597,-0.03698577547451711,0.004350499052993602,-0.044378646852717495
VEGFB,0.007988185964134753,-0.056869711122036516,0.06208295480728972,-0.09102451659160221
FARP2,0.014852617285638739,0.05389813289913612,0.05073145296422135,0.052610259746249534
LAMA2,0.09746275047385901,0.010272654691800063,-0.03613017355104573,0.003813726441849875
NRG1,0.09323630611988182,0.022078430199090216,,0.038960978802139945
SPINK1,,-0.02793417991049372,,-0.025233968834465194
EFEMP2,0.03768681799648085,-0.030463846822435817,0.039552307718028874,-0.011352030027307796
