,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.06798324862282965,,,,,,,,,-0.03867662873137945,,,0.1232759484257198,,
BMP1,0.009031614281468264,-0.07038143700560047,-0.03891401663556614,-0.015980007257404165,0.0020324859799449643,-0.10736806441451245,-0.16131171129697403,-0.4496647245576203,-0.15991850447996175,0.01593103889647526,-0.15448597033198486,-0.3559666244831692,0.06614583164992417,0.08235732554270253,-0.15225515819322194,-0.2167187462455446,-0.013285157652705146,-0.22217068257397468,-0.042825434179466285,0.047098232844176906,-0.07601338756380356,-0.04002316933835086
NDP,0.04810645824349586,-0.09880466106726139,0.06377191561212689,-0.047691003087948734,0.036591690036018316,0.17162584819476068,0.05609960847291321,-0.07269018860227866,0.10996160440295943,-0.012473919864056765,-0.14188426909833568,-0.05792121167375691,0.008927440316978699,0.08116978063662014,-0.016118342904000296,-0.022325391429880215,-0.006301157002654838,0.02991968837795664,-0.12317464880034364,0.002259335177232974,0.14551675403212488,-0.024610936390671058
TNFSF18,0.05338525875657315,-0.05878236789336393,-0.025544183637479134,-0.04109718207814227,,,-0.026968991139792092,-0.05519853016418313,-0.016047820917062066,,,,-0.010494383374218484,,,,-0.03988652452808396,,0.05340128552585076,-0.03372962877622515,-0.1324053867221542,
IL36G,,,,,,,,,,,,-0.013279288202398667,,,,,,,,,,
RTN4,-0.0053522028572097645,0.3698965108492306,0.048053626101776374,0.054294886697668035,0.03904908906380069,0.2945158823986138,0.3611450271761875,0.5703943791639166,0.25639747185476863,0.15155665973155458,0.46521751101827974,0.5155626371647398,0.027337001598651097,-0.013863795417952256,0.3154858456949339,0.24311457193587196,-0.07340654608931177,0.4053328984979266,0.04598495097132967,0.020905808226807595,0.42391585042684976,0.014542452999105804
HEBP1,-0.000837920808375518,-0.11956967220349277,0.06087182787274228,-0.03698785742324195,-0.02771566014716456,-0.011427604987311477,-0.11268455956895998,-0.24780682581621427,-0.007399478201309905,-0.03982406231048567,-0.19127623356490653,-0.07141260849130089,-0.046561191160861035,0.0194347114845718,0.031492923902429755,0.009038559300002531,0.004361916044568151,0.0880155278663054,-0.010994589326259423,0.043946149665896696,-0.01045070866349527,-0.08247903780185575
WNT7B,-0.021587522691577734,0.37164725219255856,0.07499268359436294,-0.002485272252871408,0.047429143787084016,0.12117562505132963,0.04475545543736314,0.29398042736344443,0.0030741848437641187,0.0759223934309183,,0.1163309045750503,,0.05198166933465173,-0.02103999215122441,-0.013119032261206382,0.0215318755658205,0.08529808579529058,0.035786644861728376,0.02928472483030844,0.06742695099213795,0.07081806725776724
PTMA,0.06685074084449126,0.00793559664316254,0.054671469490220885,-0.07631643571824549,0.05755424927577873,-0.23338927235043877,-0.3600684003712062,0.10836619463987134,0.16931595578042563,-0.12175575839267888,-0.622571080699961,-0.5106624837779244,-0.10999886324320603,-0.06273429579616956,0.07837399341647606,0.05590761495461718,-0.04060963900042548,0.06033188021765273,-0.1519438462775864,0.06103268929329869,-0.2384611910940153,-0.2452636242371641
FASLG,-0.021587528794315098,,,,,,,,,,,,,,,,,,,-0.01734249914118323,,
CEACAM1,0.0013360402260047884,,0.04610565499086819,-0.01813894393876222,-0.011925047699993387,-0.006894368727133034,,-0.11319149412206733,-0.004713041541456177,,,,-0.06055839382961245,0.1211013352425774,0.10757325907625107,0.007405932225650055,0.059300363624369544,0.036429690820551926,,-0.024129540405470096,,
PDAP1,0.05684248674357708,-0.1334544168033048,0.05637626331590095,-0.012172464910920729,-0.014274546106684438,-0.09140538014527895,-0.19482082424469052,-0.3500336425522355,0.011137058503650765,0.033107025689270125,0.005406084573052336,-0.28012574553938224,-0.03813635870941012,0.003113180896543619,0.045564882682786606,-0.04212718221753252,-0.009949029720968993,0.13795231938818614,-0.038172881027756664,-0.019999766180988452,-0.09269492880649037,-0.0116703762917592
QDPR,0.07372218397323184,0.25223842804086816,0.08399856164816202,0.05388032639816131,0.014431345581869225,0.29567877468821574,0.2514415821722504,0.2347955530260815,0.17940240412307482,0.09276505161305254,-0.4366063718543485,0.1476959760809949,0.033967274945434556,-0.08759379040790112,0.13288779013740668,0.12797194754224284,0.0014956701806826634,-0.014551706842261545,-0.21976951791938792,-0.01990707447871027,0.4516881658567761,-0.015033906570000961
POMC,-0.062158297658835286,0.20234142759735624,-0.005475256438387581,0.002255942744116952,0.04077018243866206,0.17238923300865405,0.030178880681039646,-0.005420146696674704,0.04594416527627767,0.01832741710502012,-0.09207757075922057,0.05767653428710712,0.03462894761535694,-0.026941102215762326,-0.002141463969485471,-0.03372807069361155,0.02395879318649711,-0.01749978325943849,,-0.04874862527016592,0.08402513115995897,-0.06500801651697935
CCL18,,-0.03013224401657506,-0.06001667672618036,,,,,,,,-0.21620342395022968,,,-0.051394413071103304,-0.06486147116086091,-0.1709610040908751,,-0.13327486041547537,,,,
CCL17,,,,,-0.032708214226696265,,,,0.03777250713131626,-0.038720570113410215,,-0.0012938841297560908,,,-0.11699226286566093,-0.11320637648098944,0.046744827513056864,,,-0.015719027568587906,,
VEGFD,,-0.007885275172415489,0.0019284941838239754,0.01900293834244765,-0.027903829217640782,0.021690142173773796,,-0.09321475916896817,0.036936685184756096,0.05786052999112469,0.06039108989014785,0.046133889687509776,-0.05726698911640472,,,-0.006231517349723423,0.005131665267617304,,,,,
TNFSF13,,,0.06599562113715084,,0.015176861014547785,,-0.0046613005262466,,,,,,,,0.07261433692275945,0.027780835802738373,-0.04528000467192689,-0.01913473701394507,,0.10247770753536642,0.06457568927098409,
WNT5A,-0.005241492031312102,-0.10363243699350234,-0.04294111170090371,-0.04227857425915192,-0.007874192544090674,-0.12878950226856936,-0.29564697977620125,-0.35003651205416797,-0.04508233234182855,-0.06872805355123023,0.04148409088056472,-0.13567799923627966,0.07135719971375931,0.06818429291513821,0.07296716342114126,-0.03708890258146677,-0.030067610686517702,-0.036354614333691186,0.02591626588257703,0.044696785817026415,-0.17671761694550348,-0.0407612394512304
CXCL8,,-0.21402577402699025,-0.08373419111613571,-0.021798448623771328,-0.06947447638752784,-0.13825199644209776,-0.04743173872709568,-0.17359388700224676,-0.12460958633015257,-0.012162350898039149,-0.22991134722279252,-0.16088627229441685,-0.019753725081887902,-0.020326813305089904,-0.3169122561854629,-0.4002998243183407,0.01983328627366104,-0.20480907179278568,-0.022561762776432848,0.013433063118702874,-0.31731420137399935,-0.02009485490948343
GRN,-0.00805474039960581,-0.14699942419560233,-0.08292044312102469,-0.014612321284800623,0.037911150275995543,-0.15399499369789257,-0.22552847096778514,-0.44850973590299287,-0.04584054498210031,-0.0714999878149157,-0.3543678164644801,0.052469703813348124,0.10374446663077325,0.02367531753683138,-0.0737514061997373,0.00901214146571481,-0.017839735549984876,-0.27066795142381644,0.04868662958604059,0.0282557670435924,0.08757699828657896,-0.06262656038024858
MIA,0.04086314259008526,-0.044920237290632666,0.00950971068516377,0.00710152879294884,0.025124283796266366,-0.09274925605664151,-0.024207162930615384,-0.1615411566052227,-0.0953192121561044,0.010514432674803573,,-0.05140905798289521,0.1208424533156517,0.00908038490318472,-0.08724972691650335,0.07648625317538411,-0.04186705174958688,-0.3090420042348515,,0.003175459359486543,-0.13727477006999014,
COL4A4,0.05144485461282479,-0.07549432705431867,0.05654851409493679,0.05109743131182193,-0.006634565776856114,-0.1202812356403864,-0.03855650091364709,-0.05359601184470756,0.017164844874077212,0.04989006090602513,,-0.05502416549046164,-0.06446429610017691,0.09151388992506415,0.02675121057719555,0.06126291491318634,0.00011324776411578425,0.030370156893527858,,0.10205371705827666,-0.1422802719491935,
TAC1,-0.021587517049428923,0.39003906369035163,0.161895604164197,0.07801281285345704,0.13571071917476984,0.38542793571040757,0.35301333792640693,0.4791385278393711,0.26074379531991754,0.10995377337507384,0.3245883907986625,0.47001382882605847,,,,,,0.03372369403690512,0.07889328388941047,0.018848665475889974,0.25438476819835365,0.13212350514867569
RARRES2,-0.02089803510774242,0.11645230829255644,0.04128179889007596,-0.05501042295120922,0.0767662743948378,-0.32705775028490575,-0.17356480790616663,-0.5082466392683691,0.23433501254722972,0.003896521171091308,-0.17742844212515665,-0.24194645914159127,-0.15228349469444494,-0.003114877569158786,-0.2176356613807382,-0.2627130624338587,-0.049481648258924406,-0.08520069364192885,-0.05152623215890004,0.03880268906855403,-0.2433355804271861,-0.054548602061818253
FGF7,0.027273958454866166,-0.041929295464065985,,0.03759363050767863,-0.03789721902473206,0.13150229093876994,-0.07744887230966602,-0.09766648862355114,-0.004040284220624795,0.008542207356601977,-0.002710876569270968,-0.058158902984084715,0.004783716160768577,0.08989461667064329,0.11189417764261901,0.018796950110180965,-0.039538520753474526,0.0870754332289933,0.030998938042333925,-0.051176275592882785,0.04464199167582067,-0.06231036546799619
EFNA2,,,,,,,,,,,,,,,,-0.004396660896218744,,,,,,
HBEGF,0.020674574127482765,-0.05904891648426518,-0.06023790725637587,-0.033552136172797266,-0.04459541152982151,-0.1695665454709,-0.12178286718871077,-0.20017355541896178,-0.29256078491242293,0.009824308396535673,-0.22587021841024846,-0.1075509519735807,0.07487934734871404,0.018231621643834142,-0.03888506946967153,-0.04337268490117097,0.003208729970741785,-0.15104171831985277,-0.060546793360103816,-0.03774976923966777,-0.24817067554908118,0.04951238774856685
CSF3,,-0.03589179889727138,,,-0.023996961209458996,-0.046730556592733834,,-0.0027073195914581708,,,,,,,-0.22103156571510427,-0.3457241037385302,,-0.1399176955769714,-0.01756288561198128,-0.016549711083507137,-0.11980332407829197,
PI3,,-0.10592347501660734,-0.07497199884386166,,-0.04050841389300819,-0.045641124400154325,,-0.07980811976088208,,,,,,,-0.2674338558450343,-0.37703662771903473,-0.020579282564770696,-0.2271315408586769,,0.010589897463394567,-0.161424696138001,
PCSK1N,-0.004114320206862104,0.4287751608966733,0.0705295725878356,0.056339576824635314,0.04290417325790813,0.06340527048783379,0.18543790193209764,0.27112326081349986,-0.11061521573871484,0.12378722905701493,0.602358249106785,0.4794870181862729,0.07386001273470452,0.09542082520195973,0.26840124903125445,0.33170583734667547,-0.007983252124294826,0.32881479772167704,0.2809561700728726,-0.015085370010648596,0.40663477655547015,0.16584239197590803
