,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,ZH916T1
IGFL3,,,,,-0.02081494250707911,,-0.015471712090480033
BMP1,-0.06939058336963151,-0.03858447541947074,-0.0036091698572856923,-0.008472732551632254,0.09841410711505806,-0.013281891255105689,0.009274439349446767
NDP,-0.04671444793371276,-0.025358290672881468,-0.03137296762562746,-0.007680553603617193,0.03829385266400084,0.06441256482485816,-0.023888978893524235
TNFSF18,-0.019872599663920746,-0.023730658783034916,,,0.020491969493897935,-0.014907369502068172,0.04211540384815151
RTN4,-0.027593716937784396,-0.005723697668382763,0.024452556048608902,0.011658290050775668,-0.14650171842360352,-0.037941631685061865,-0.03115286273264173
HEBP1,0.005913546586550441,0.02421155401605372,0.008171258768295215,0.04388987118522306,0.028308135583177536,0.03889631597138347,-0.04246130241566651
WNT7B,0.02060158267600374,-0.03511877199564864,-0.012010004223483157,0.0026874041395334083,-0.07196735516826243,0.07871898291586187,0.0067114216671700175
PTMA,0.08016431364669878,0.02067544319720562,0.06772268708470958,-0.055733918417053684,-0.07988781905293887,-0.017642883325865437,-0.0013045610979195508
FASLG,,,,,,,-0.013418610617822485
CEACAM1,,-0.015103913960156291,-0.01726937944652816,-0.014777318839390426,0.06726235387429369,0.048453312664097234,-0.01867002583953576
PDAP1,-0.02359064238346031,-0.008980914513082696,0.05012822764824097,-0.0512233695195252,0.09279745033116717,0.04762209501901039,0.014451855687804533
QDPR,-0.029548025233382964,0.023190004791815506,0.029625787133100063,0.03913702837938226,-0.1080449008511634,0.018458521252757393,0.0255486079353627
POMC,-0.03752278463779137,0.003686210320651563,-0.0024780400484224084,-0.01763898910058725,-0.02086048714773328,-0.017297332723188234,-0.013436644847473136
CCL18,-0.02665079015845497,-0.018848257543658094,,,,,
CCL17,,,-0.016084700454317594,,,-0.018592392144771583,0.08906005552721535
VEGFD,-0.030027650888936528,0.053193616429295425,0.04774978506643156,-0.014138102000947915,0.011098580710855854,0.036651156387404626,
TNFSF13,,-0.01422350449610854,-0.011094866387162282,,,,0.06238655551734309
WNT5A,-0.04410725899491988,0.001665712942895531,0.030028737589360567,0.04000608707803239,0.10199248395817279,-0.011300410816559263,0.022038796143405173
CXCL8,0.04571818207327754,-0.005765083211792893,0.022867806487523935,-0.0164491417677757,0.08794768941824654,-0.013314258954387276,-0.02391984800484785
GRN,0.014361403315842219,-0.03188074270410607,0.030123792876241173,0.014581949244684849,0.014430525136695316,-0.017309192414201372,-0.018099204869252712
MIA,-0.010414256621949468,-0.027625632666760866,-0.017136672055766036,0.021972875272927496,0.02223880726446977,0.013207501308134242,-0.011810434844175861
COL4A4,-0.030228071074287145,-0.02263660417225122,-0.014335626524243968,-0.025070099524504594,-0.02051158084814005,-0.005165127051654229,-0.03571733143273886
TAC1,-0.03785830241094893,0.04053923823196345,0.029752595596541375,0.016512561156144932,-0.07429372434620113,-0.03937066908289827,-0.015988794807301733
RARRES2,-0.03647410575310315,0.0059662425305215235,-0.04753307151200005,-0.02468159529315925,0.12823703882825307,-0.007495295247628299,0.06586397761145815
FGF7,0.041641434854713825,,0.001809010207453594,-0.013520085582844258,0.05287136274127849,-0.04424993065087057,0.057212919882423795
HBEGF,0.06171253126020063,-0.0018523440506758714,0.01843188767495004,0.004845197744601754,0.010258299148953452,0.044421342418523774,0.03423560603065454
CSF3,0.1881488213208841,,-0.019171560467659037,-0.03936734513268463,0.06783864515561024,,-0.012805197628044501
PI3,0.08168871097616591,-0.019829161611530012,-0.014246863882718534,-0.024312314996472708,-0.008476932447418211,,-0.027821440335876874
PCSK1N,-0.0788745271757753,0.03277103228662208,-0.0036032611002279444,0.0036442229099931988,-0.051283204913667974,-0.007278359421035423,-0.010236273291097733
NTS,,,,0.0666675449772889,-0.026672964586319993,-0.022174848383849893,-0.0189627515547952
SFRP1,-0.04667251477415329,-0.02921243122970284,-0.014034522877816598,-0.016129125991424166,-0.044057079264463984,0.060901615815419655,-0.018522105249690664
CXCL13,,,,-0.01598416983584949,,,
MICA,0.02550865477067376,0.024148874737807493,0.018369365805928073,0.030302365059740086,0.050294212626626054,-0.025648657883106492,0.013350649716637075
TG,6.749741827771564e-05,0.05282608303134585,-0.015145473734179902,0.03422004405147115,-0.011412374860672399,-0.01873113148478908,-0.02497257786855227
ADA,0.035295522752305325,-0.05263071718260458,-0.023473540367849148,-0.0035077860016399314,0.09693096081609578,-0.030698013371230272,-0.021506400340612894
LAMC3,0.020586562442890918,0.012354858071354202,0.02509290770941189,0.017086558793865194,0.021588419447643045,0.05405687328363781,-0.022607552362065568
CCL7,,-0.011989084056442206,0.015139771546709598,-0.0211920580912997,,,0.10937025658345735
NGF,-0.017415237236406752,-0.02058466195795224,0.0966849038833255,-0.0067180466212882475,,,-0.02900092173119657
TNFSF15,-0.021544821942364088,,-0.012193531277431783,-0.015690527897189655,,,0.0031749992729545656
HMGB1,-0.0038463656811324985,-0.03724801525222391,-0.007320956475934742,-0.06480870125761501,0.06546375524090936,-0.018398609944345393,-0.047976585075435764
ITGB3BP,0.020940335340981577,-0.017901737798992352,-0.017640239018857102,0.007261990288012753,-0.003869087758337829,-0.020304642763729744,0.011986490188364585
AANAT,-0.012517474702789121,-0.017394336954106988,-0.011094867571296255,-0.014138104019241652,0.019091648151921433,-0.01684501600934394,-0.014197444570503698
RELN,-0.030027635303342955,-0.037552233849421676,-0.019258205463190042,0.10093527235024627,-0.057438490396245746,-0.013874827627418795,
IL15,-0.030625592496972016,-0.027366847944553647,0.004464509333308519,-0.013071328810401316,0.013665735629295702,0.059486287697142995,0.0529935212191273
UTS2,,,,,0.05465409524398129,,
BSG,0.04131544648179231,0.008328995762751099,0.04450300028716571,-0.0037095881005892546,-0.0067476075344231005,0.016233249518953358,0.0808698543290621
ADAMTS3,-0.0466380203485956,-0.022999563679993944,-0.025058089693778388,-0.05156804545287724,0.14916152501677252,-0.039636979542731286,0.042657794334471796
CD34,0.004502135432666264,-0.03540474528470875,0.03602185431025549,0.021916896004453713,0.05964846784021408,0.007534413961642298,0.025499075680220393
CCL23,,,,,0.046710193578030385,,
PLAT,0.020368498474841932,0.008161864237746654,-0.027425497384216686,-0.020638090890128375,0.12781298673954605,0.01874142906004383,-0.019253996185869735
LTA,,,-0.014034522221259558,,,0.05299454355638499,0.0031343681438477586
CKLF,-0.0447497316679011,0.0033295562082507266,-0.00514196789886285,0.030492601787196014,0.09272982813623248,-0.0011912832012155572,-0.007222737607132611
CD24,0.06749339181635086,-0.005902032159687808,-0.011079391840977386,0.03944646020092122,0.01654777236089642,-0.005923921642258433,0.02448138424955498
HSP90AA1,0.010181024307542365,0.0064015248522691056,-0.012768462812194986,-0.007566841831149682,-0.1290341167233,0.033445320097460034,-0.03572969697966503
BMP4,-0.03769083337123627,0.02262346397789771,0.04751854246917267,-0.0274372746966534,-0.018009292213259982,-0.006196971328881572,0.0024807215675050876
SCGB3A1,,-0.011989082857549817,,-0.01683673654359751,,,0.06219585880294957
