,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.018939132204798016,,,,,,,,,-0.0192967197842141,,0.02054749855325101,
BMP1,0.01786364369742677,-0.03769463392789097,0.1230105184117308,0.020114360646093336,0.02857874819518645,0.04825047307609042,-0.023362464202652932,-0.0672731160210765,-0.004934240477423992,0.010310687816554457,0.09986469465287656,0.0329388788985628,0.0006569980572845023,0.017710386081204045,-0.09356436193606862,0.023474345627563658,0.04762481623308113,0.08497326885056534,0.011273804555251008,0.2180200410211225,0.06269824447077346
NDP,0.02800953211136227,-0.0139254321540343,0.03702736800383209,-0.007489019484036288,0.06602674184523213,0.08215576219796011,0.18767365752437687,0.019142547431530026,-0.04080929843515038,-0.007190227829596597,0.09575638898402633,0.052136487104853003,0.01572854378908586,-0.07191552706330828,-0.07113057482105434,0.10419599809216128,0.08402774533734489,0.004653565293133165,-0.04643601068966553,-0.015057288440894578,-0.03182518694241856
TNFSF18,-0.025169315706160014,0.1505231870612662,-0.0421422628462273,-0.029043203561369024,,,,0.011321289885384386,0.04526327274963517,0.03428414684108031,,,,-0.024885298364213427,,,,-0.019900366506353646,,0.03361850871489437,0.03210857186863086
IL36G,,,,,,,,,,,,,-0.006397176466559715,,,,,,,,
RTN4,-0.02773590718848055,0.07414641832043715,0.022753306331419358,-0.01967972596417694,0.028086113983836494,-0.017588757221236293,0.1356672263182219,0.16551083159924423,0.09096131375605873,0.059730942762122104,-0.07417988569279206,-0.014868923347473037,-0.01954133814403055,-0.008903061478831064,-0.011710736502384748,0.0161905100119049,-0.01829516898832802,-0.056447528688825424,0.01327251228750006,-0.02435443024914539,-0.11425847055980759
HEBP1,-0.007230370385692413,0.0058845788808858735,0.0008201333320064301,-0.02360069409792922,0.03615422785914113,-0.004783721017320719,-0.033284327856349646,-0.06931949734601779,0.04370429078766582,0.022515524326907083,0.057767282412569274,0.04292971196970884,-0.044103456522279254,-0.02929504922484971,0.06630555433552683,0.07498964323212927,0.00843563687519373,0.028653857249988462,-0.0290707821343385,0.07939895326663546,0.013259500115321968
WNT7B,-0.02217337881223737,0.12213383883474423,0.023536805221061077,-0.018040737749127424,0.021658991643329142,0.027556776551774124,-0.027172389847391308,0.06471610759503973,0.1012137848288891,0.03945600355594909,,-0.020479751015831438,-0.023894855431228695,-0.02739628455925257,0.00975638825424072,-0.012056527664634326,-0.0047529045102140885,0.05979999431221653,0.022053766286720136,0.1351911270367321,0.004641724550621296
PTMA,-0.0302943064935067,0.023792060373082347,-0.01782160284078864,0.07884625094020706,0.028952204188753702,0.0142255469789857,-0.07572294652188445,-0.14373254650294848,-0.048747175887044,0.024133272747581615,0.03835690834537647,0.10981875276474004,0.04654608494794983,0.03905909309004305,-0.03971456440316546,-0.0982249412305648,-0.08064101720736067,-0.09507121669980592,0.04427922609672087,0.07197643423933948,0.10384703352871161
FASLG,0.06401468800103911,,,,,,,,,,,,,,,,,,,0.08431301282549841,
CEACAM1,0.0015044200283432965,,-0.010157095800276284,-0.013845181145145241,,0.01149132677896312,-0.006533819923485194,,-0.023031335920649022,-0.032154064424145784,,,,,-0.05012631116688822,0.05315700367506473,-0.038564679139062,-0.028594749043246354,-0.009466743741447738,-0.0007546537770872208,
PDAP1,0.03755873770696941,0.02251296079918923,-0.11975632321388648,0.0010072499414752868,0.03168365977319285,-0.006176465087033258,-0.03620718860053673,-0.06724089844144857,-0.007212982881372736,-0.02400176321346245,0.013397044043851149,0.042027103497638815,0.03639959003405657,-0.0670552306803871,-0.036012693446054005,0.0227486505171248,0.06370446718898652,0.043210731372777644,0.016277320327553427,-0.08711169928991519,-0.001391362306545753
QDPR,-0.04823784080045541,0.0789966252090376,-0.08618226263218585,0.001645039789743293,0.04073181930005964,-0.010361209956529175,0.1028874259606443,0.0627757185092553,-0.04244334958628009,0.024597069522970447,-0.05574180025162385,0.08018477741662931,0.005928405700108973,0.09434310712165467,-0.0670524623957442,0.001267788676614757,-0.030764956623772273,-0.0445721331081027,-0.03459054298444681,-0.0051561733521079695,-0.10603114087624692
POMC,0.009193619532360886,0.06592748887593333,0.028719648739754508,0.00292032613228823,,-0.02540235847013126,0.16125071113767853,0.0639240859778065,0.03295085618979877,-0.036612946535630624,0.08014763222509304,0.010459108910023813,0.00753797806025186,0.09242970999784896,0.005736826551285678,0.0008586845593256864,0.07211048443906816,-0.020824509675099596,-0.012523449481394666,0.08394803010000183,0.051752909309527015
CCL18,,-0.02013624023886153,0.010491204903205868,,,,,,,,0.045846661862971226,0.07975779699996928,,,0.036653668925380765,-0.028698288128563784,0.048889417004394864,,-0.022791984985117086,,
CCL17,,,,,,-0.012509508117725337,,,,-0.001547860906772686,,,-0.019860182070943776,,,0.055391745429810936,0.04041747242468145,-0.025441610360099398,,0.029911475757652888,
VEGFD,,-0.01704752917082506,0.15814401828216162,0.1638118999179215,,0.023701426101704098,0.03135359207887674,,-0.03789525067109872,-0.035436011217003925,0.061966293258684156,0.08500434076546295,-0.02128477226153785,,-0.04842255310929649,,-0.038564679139062,0.011458184753316461,,,
TNFSF13,,,0.0327185237010165,,,-0.021717315172074928,,-0.009357675305662762,,,,,,,,0.013604092425535813,0.09925006041926375,-0.008579964345931725,0.03270303046698989,0.09110416630732183,-0.030750597488232723
WNT5A,0.06113373487146879,0.05879662698294541,-0.00029783545798684857,0.04264398030536103,0.1396235264756925,-0.029361078250332275,-0.09470755867065829,-0.091526580129753,-0.005407772444539102,0.021126409246902005,0.1371031720293183,0.00774254593287735,-0.00048406315265887335,0.0006868282973981486,-0.036150460278697685,0.12635148731879947,0.001750263094063134,0.039112572564855175,0.05490662440867373,0.05161041780423524,0.2136392629376683
CXCL8,,0.036682496587383276,-0.012779367701596515,-0.018568052598892222,-0.050896696941048536,-0.04078122167235708,-0.0047543666518372885,-0.019328867006268614,-0.024794716577120967,-0.01794079823388734,0.05226350029810218,0.09842440727347415,0.00022594828270732764,,0.058172241672203036,-0.016856574194129892,0.020606109710256063,0.07690590557813567,0.024481649516380842,0.0019335961917976655,0.1498833945455361
GRN,-0.06153127545421395,0.006667674160733451,0.016711726162022645,-0.04148658200032337,-0.012323603889941866,0.03501499533180257,-0.028080802615284225,-0.09755989132342471,-0.06476331797258535,0.04281678429065083,0.08991267999643328,-0.013846078380998796,0.0003561853999049007,0.03402017188055937,0.0841708887427556,0.06949412305249225,0.018621615448845434,0.09842493412830851,-0.09691012843587907,0.18532367699238295,0.012896412062588104
MIA,-0.029023048568287753,0.1058902815701789,0.05049395128753048,-0.017635810308547387,0.008880873369225826,0.030738044711771825,-0.04443359643089767,0.0010322924801157549,-0.0254120386712143,-0.021501686428707516,,0.0399709028515275,0.07510418538037925,0.031284022315275474,-0.05776440585797954,0.02668186360010283,0.0060775771698217155,-0.020119929002871816,0.06408377929411814,0.010373104551711794,0.07635983877028299
COL4A4,-0.008000654796443966,0.0032683085715679446,0.02941409800450342,-0.00781447721833105,-0.036664832770604984,0.027403556564276878,-0.08626324755132536,-0.022198245279896507,0.03392489026465014,0.03856650094930296,,,-0.003923615534289432,,,-0.049421567257020814,-0.05472751076939824,-0.013371030760475846,0.0021757802527686524,-0.02143524840742376,-0.029712381775184225
TAC1,-0.022173373016968284,0.14760093714338907,0.03374434632132174,-0.0025351179754584626,0.07757621485868167,0.04643637721335328,0.19775142453712963,0.16242432483238006,0.11366887369112158,-0.00032226111015871934,-0.01601713658814641,,-0.02135406619526324,,,,,,-0.022074192397979933,0.13176382184039384,0.022927980616073245
