,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.02828800917427779,,,,,0.04903672634938051,,
BMP1,-0.0023970288684173726,0.04977595645727652,-0.06735435334101104,-0.02403639797389158,-0.1745301362172957,-0.04274150201905596,-0.03805957945631006,-0.10534397685371563,-0.19223114513054718,0.01977028295226982,0.03327682319660571,-0.0011356779746811837
NDP,-0.057556442626381474,0.004867492061476355,0.02306381917895135,0.011110625101909846,-0.12379441635176788,0.03326186120425722,-0.025568121682792416,-0.030957353002544256,0.005398649190758288,0.06236236466961804,-0.04302230794914756,-0.05970965169001521
TNFSF18,-0.02044394148077454,,,0.002351016898125216,-0.042006844394495646,0.04378134389197061,,,,-0.0026101856701950025,-0.02985992991370707,
IL36G,,,,,,,,,-0.02218459588921844,,,
RTN4,0.19296965937709504,0.052485844986324796,0.1430005845297539,0.10231658821146537,0.2576240884105609,0.09180013951508578,0.05504453377763265,0.19597405147719343,0.3252764964531298,-0.06537911452546656,0.12225039768485514,0.10581225174581463
HEBP1,-0.04584121713526455,-0.018486508494150775,0.020814529620873174,-0.06251799989000771,-0.11801683084634564,0.03126571438802167,-0.014867954461042686,-0.06754188101581898,-0.013506027241569222,0.05499229787222175,-0.030487673785828773,0.014708638004602542
WNT7B,0.22572624412135953,0.04420292118970005,0.02568876330556674,0.023105621624192416,0.08680453868188232,-0.019802309958045102,0.12673673646536351,,0.049557999723792316,-0.01758383553092257,0.03270920354793672,0.2182132213488986
PTMA,-0.012953282827201847,0.025008115115418342,-0.11491462339044123,-0.11477937406556527,0.019964384035293364,0.04340423203793949,-0.08545906804316844,-0.2419928577913547,-0.2939363008302912,-0.048694320222489575,-0.06631952345254598,-0.16695861615263016
FASLG,,,,,,,,,,-0.01595430947770426,,
CEACAM1,,-0.01643177072402066,-0.006389435862986423,,-0.05527861469219557,-0.016395859057737276,,,,0.05202933076148431,,
PDAP1,-0.03736792358776626,0.002773486417106468,-0.08024488606338895,-0.07839635792415091,-0.14755230006243122,-0.03504646522527303,0.03334439293637034,-0.012006295133094171,-0.12263982341324813,-0.012926546946121975,-0.10511512222556284,0.06901355445396104
QDPR,0.06531903612966998,0.03226598872870628,0.09276315035581344,0.06006435299672736,0.1045040578378898,0.098181286749457,0.024470672757127426,-0.20762328972162872,0.06079134361410751,0.017440746883724555,0.1254357883768902,-0.09875215287478985
POMC,0.0362532577676581,0.008854167061653085,0.046397353996910196,0.05825211825977725,-0.0036806601353042445,0.020081043074059227,0.022712252206954886,-0.02133432746748205,0.07286970658165048,-0.041030844532214006,0.052572667097277107,0.0074561035802929755
CCL18,0.01729684944622893,,,,,,,-0.10490321980866568,,,,
CCL17,,-0.019494980339378222,,,,-0.02663792091211943,0.011794314916705519,,0.030675586385474792,-0.014460789559578215,,
VEGFD,0.10525132145624193,-0.021719560923296813,0.04434167203989305,,-0.03103228598589526,0.011023437814787575,-0.02727288601632156,0.09165657431398895,0.0662097481085959,,,
TNFSF13,,0.15845077353858278,,0.004248017008814315,,,,,,0.011742196896936759,0.04914046422260368,
WNT5A,-0.01957577717435676,0.03682139716305071,-0.042996522310909724,-0.031458396894771416,-0.13812190949102457,-0.016609438678067016,-0.008286126985318802,0.05400446146728893,-0.020803068443143672,0.005872621507777545,-0.06368600079246946,0.0026226424788423144
CXCL8,-0.0693370431231451,-0.011799335503622246,-0.09218680204036898,-0.04441301076486285,-0.05627090967589934,-0.01267492922254404,-0.025397697322907014,-0.0936252587720702,-0.0651057132365317,0.01638744290419819,-0.07598982920547954,-0.003564382083509755
GRN,-0.03718503388907805,0.021266310615358157,-0.07204708063681874,-0.063557498611055,-0.22714113469258748,-0.020867952965197046,-0.05146797482475433,-0.1852219225351948,0.06139731338666581,-0.027220817457254305,0.08714668194744246,-0.03401511755226667
MIA,-0.0064354978137737395,0.0064122593064609105,-0.019528163851085897,0.025262295167869302,-0.06090835548893568,-0.02394756054553954,0.005895282322526425,,-0.003921145225554894,0.027509927605878982,-0.09215010186150557,
COL4A4,-0.031097135078979186,-0.005225492272574254,-0.043565379159187394,-0.02298789005848694,-0.02787573335904199,-0.017357827805325472,0.03945456001840436,,-0.04240294260671102,-0.04246679299560167,-0.06042850457376598,
TAC1,0.09413247889635605,0.06073715921430903,0.16561194728276626,0.1578714679917005,0.19792540999701305,0.08089408912208997,0.11076141964439219,0.1768836419406081,0.32079193149504887,-0.01901017831103871,0.02910198799341069,0.17165967832196458
RARRES2,0.01694709410108095,0.06249680822092902,-0.14000082345449064,-0.04125965232787049,-0.23172932432412896,0.100674345363701,-0.034094054358828355,-0.0019438533065555428,-0.13371514645311086,0.03939370153769334,-0.10142710914876255,0.13660905609397378
FGF7,-0.03419450929274551,0.018784229397059562,0.09867572541820072,0.025152575583248037,-0.0372000173282197,0.021561129009362204,0.03322840537150809,0.03210321156880509,0.04669742546848023,0.010854911227117332,0.096030228751129,0.0035778716071600456
HBEGF,-0.03656335723973385,0.01512537489794293,-0.08088028217391041,-0.009142640369654703,-0.11477733726160025,-0.04727606983355757,-0.023902712577727747,-0.06358377370840519,-0.028945973118154205,-0.0375430409339711,-0.05354356369076988,0.043006436983229854
CSF3,-0.03109711045928445,0.026757990493926655,-0.024269212014084243,,-0.029491989352625456,,,,,-0.015224980566142935,-0.031279363890974576,
PI3,-0.03683916457071256,-0.025409753410475137,-0.055906538176829675,,-0.03320836926318284,,,,,-0.006943031015263601,-0.09226026766307853,
PCSK1N,0.17847492112433183,-0.011866533969021669,0.03970264490587335,0.06534786638753823,0.07961607710134182,-0.0626186286567767,0.05180935994620144,0.25193037886588804,0.2735280109566127,0.05540635642834807,0.1153334119907961,0.20180939992908342
NTS,,,-0.07310439987246646,0.021604110401227304,-0.03624920254602646,0.0036822824477689385,-0.004357900788740023,0.018137157669893603,,0.11020526668196862,,
SFRP1,0.09061283815132898,0.016369911896862696,0.1223712052915489,-0.052335646136390045,-0.07259818782847283,0.05448112523667837,0.05612714027962329,-0.029602190507509625,0.03294804315094324,-0.022022205409231062,0.017780875262912967,0.01912768520048163
CXCL13,,,-0.02467251989659279,,,,,,,,0.07788297772977913,
MICA,-0.03095437743802701,-0.009486527331567934,0.000989295226150301,0.009544698974200424,-0.06814160263193199,-0.04001422462125756,-0.09033726183010944,-0.037631536162349016,-0.1340892380876908,0.05168069840757919,-0.050875479354876144,0.05192387840448732
TG,-0.024789360501260217,0.0437177315377367,0.017266753427090782,0.04983980771831281,-0.013559928698249745,-0.026836697246977716,-0.026907898794178965,,0.015355828992210536,0.0541488971566035,0.02796708924932553,
ADA,-0.021143661416752346,-0.01415684378424165,0.001177062739125536,0.054733728573555546,-0.13352508000802296,-0.04226913555250002,-0.014867342805862375,-0.10041268424716768,-0.06255029393072861,0.03081799707535029,0.07687454697420038,0.20173845255022255
LAMC3,-0.03621980794182954,-0.00690111292661729,-0.02639356725654702,0.02223436030192385,-0.07301171000491787,-0.02880085762950494,-0.06396098640918717,-0.10175964307731475,0.04368935506424099,-0.027546728072277347,0.0726314369148623,-0.050951691789762554
CCL7,,0.008363966407692268,-0.03271120616690784,,,,,,,-0.01595430380454225,-0.07078425901907714,
NGF,-0.017915929317556707,0.02982420678022285,-0.013671692304961075,-0.011562380341042197,,,,0.11775610542393564,,-0.03859829541331618,-0.016251823840843845,
TNFSF15,-0.022164240534823833,-0.014778805063622875,0.00604415133057022,-0.03461728823198776,,,,,,0.04553810042271247,0.015866797917304214,
HMGB1,0.13246279164784894,0.01653492817264115,-0.0017671267179463724,-0.022943058746155744,-0.182349993190938,0.03649468157561769,-0.008750080148390363,-0.1130320089915943,0.019571845382088386,0.03861190018969874,-0.0021902225218719453,-0.02785016691844906
ITGB3BP,-0.07924319121618809,-0.03189184424973062,-0.023648789000059373,-0.009673956577330122,-0.07937224957763438,-0.011358449539981866,0.026331823226036416,-0.015238886555947495,-0.13833963911827696,0.023576692508466238,-0.07846384921458595,0.07131719599929333
AANAT,0.03922994888172888,-0.01344720256275372,0.028228535429146433,,0.03401284066720269,-0.024134398668353943,-0.0030120249587118745,-0.02498216980160461,-0.03994891703560283,0.12942585075552682,-0.03881202246208939,
RELN,0.15918603793916014,0.027551412019387326,0.06701960401862812,0.05962960974264465,0.061786165359600756,0.00837072417782642,0.02425415439945253,-0.008215746774440716,0.08666959922923946,,0.0611813370320307,0.0034756165623473388
IL15,-0.03150608533411256,0.014896939786189153,-0.02280236563657117,0.03508094271297915,-0.06939034953225545,-0.0224065395256928,0.021420437150837978,0.036983044555300576,-0.0002136976134162202,-0.027826220579536546,0.018112286099868573,
UTS2,,,,,-0.08775242376182084,,,,,,,
BSG,-0.091484405187777,-0.02558624443389633,-0.05400580949012344,-0.0005859113418165353,0.17371113676644867,-0.038212849056324376,0.014664235390361926,0.14540940847595027,-0.18400227252248677,-0.018183183571548,-0.055801791200130714,0.11112935021143668
ADAMTS3,-0.058764217761884716,0.017842717592598815,0.002527921567880637,-0.017431815735472464,-0.17260821122818235,-0.0322535724670751,0.005129457216570702,-0.008129322410240766,-0.0004356063527932291,0.027125935529186306,-0.060031942707933994,
CD34,0.01604402306828571,-0.019179282319887057,0.07279947328459271,0.004033750667962938,-0.10660479309778327,-0.015951371030967953,-0.025181101440331297,-0.02843309740207684,0.04741674170874777,-0.03872336126184512,0.07671070244005242,-0.010016840812328313
CCL23,,,,,-0.030269504631322296,,,,,,,
PLAT,-0.11430323650196086,0.03923295991540533,-0.020378465826580667,-0.10211347288083857,-0.20456982410267904,-0.08405500011870377,-0.05528735390583928,0.031169086582337465,-0.059890736926791095,-0.04567090068633802,0.00043125892790554256,0.04946156643544182
NTF3,,,,,,,-0.05006910513256197,,,,,
LTA,,-0.017010123101333794,,,,-0.023243941115323002,,,-0.037050778715176834,0.013279910074133922,,
CKLF,-0.006420014463697537,0.007068449987279446,-0.02003787630480379,-0.05170997770551953,-0.19853446142845146,0.02278762197754195,-0.061437305853579115,-0.13711948614825234,-0.14398902412631212,0.11426005695531408,-0.04707255652701427,-0.04354413296235052
CD24,-0.06691742411328629,-0.031019123816178024,0.04143486652622464,-0.002834399522455652,0.008104482988282717,0.057011328503233275,-0.13453930038317344,-0.01596566774937232,-0.039285204616173,-0.00922673755593206,0.10614694415196542,0.09618448904710235
HSP90AA1,0.08025216024709246,0.012996703461145755,0.1518645983700008,0.09736962388019772,0.26624619882899575,0.01647559083554127,0.03221579408676457,0.24738578109936632,0.2813611358241516,-0.0772398253302853,0.06948449121532943,0.060137972421943006
BMP4,0.10206318370522402,0.04020591406351176,-0.04235107064135409,0.015897080078330454,-0.0051692631168539695,-0.00014912258434579147,-0.03450753589010609,-0.007176628780050528,0.12064863427690868,-0.0020978098695194763,-0.03312002423985124,
SCGB3A1,,,-0.025988507481566274,-0.0510389848292836,,,-0.026163282850206252,-0.018605663992477546,0.12280182484108193,-0.007805066797658836,-0.016425156912752027,
IGFBP4,0.03192300339413594,-0.030756426916719516,-0.056198473700056574,-0.06889527720775888,-0.10891850229541747,-0.04904937103526157,-0.024617298656558723,0.00027712497390727157,-0.031726200516284025,-0.0518612771147916,0.062212160486225715,0.09265048490786353
RSPO4,-0.021886144470101628,-0.026036973587000634,-0.029994962199796613,,,0.060269381992173895,0.01656406338476572,,-0.023206705249186776,0.17002627704021508,-0.04894042294544376,
LEFTY2,0.026233523707808227,0.05693756086173764,-0.0465568179616266,-0.003244939682962324,-0.1598377295472681,0.054230723980128924,-0.01806556381430603,-0.042419963082946266,0.037817361590370274,0.037943571695946324,0.08277543020660767,
PF4,,-0.011579389238901719,,,,,,,,-0.022718359861168425,0.06326737567195564,
ANGPTL2,-0.007121120989491259,0.0018228567493998363,0.0010042037537412816,-0.08119651995526003,-0.14470149396050785,-0.016552914276667153,-0.03487163997141803,-0.08257657466669208,-0.24074573215096007,-0.01461920939573364,0.07869297205966787,-0.05971770742171411
LRIG2,-0.07685796395793386,0.004634571955291104,-0.05533869932408311,0.04230358387651458,0.0057158538861721555,-0.007587147011424115,-0.06579230997277778,0.009233962582651009,-0.0158890522959975,-0.021544426234128673,0.01512993361204872,0.016431888161538948
ICOSLG,-0.013229451336745078,-0.007135312175246675,-0.05645118601349276,0.052704623490583115,-0.11754671931157577,-0.006606174937332775,-0.018720385244638253,-0.07951645578364168,-0.11110036469795072,0.005102025269398315,0.05050955658878444,0.00811115748379566
WIF1,0.2553285833332069,,0.08086066372999126,0.07501713616772303,0.23777935916709905,-0.020861588980644667,0.029797311615315368,0.13271979237515327,0.24973838798642484,,-0.013478122704402162,0.20241454233971698
NPPC,-0.04466643895262116,-0.017962488261326126,0.05515011765442148,0.10855208548788911,-0.003819101706103793,0.022869723178566646,-0.036360555132250644,0.03326227935634401,-0.17925323323986286,,0.06251048561533022,0.11388337359079773
LYZ,-0.01767025299949568,0.04416064897469492,-0.08668488069236784,-0.017108934606999224,-0.15840731571217803,0.019769473300249692,-0.013691422766558995,-0.2142901875994921,-0.04930423102892451,0.01967011057179747,0.15541793119577524,-0.03136360642076254
EREG,,,-0.042210028704605565,,,,,-0.0294487529748815,,-0.03430998579022704,-0.007147461897836589,
SPTAN1,0.07905426330344546,0.026341368201427472,0.024229316497564275,0.09323338727365635,0.1555533164840787,0.08608496974644694,0.01357008990421119,0.24599357582998693,0.1695688249979782,-0.016017127173950606,0.09508794189924943,0.16178605332475343
LIPC,-0.045902542909400955,-0.020809024864562816,-0.029040060297747854,0.03458210171559457,-0.05660613289967523,0.004354591377547208,,0.052845247729232575,-0.01606833770994375,0.061517605244129116,0.07091028047238183,
COL8A1,-0.13773689342595247,0.016769099117943984,-0.02728983063573843,-0.07155427241117884,-0.08283080154749085,-0.05343807981352201,-0.05432664106406246,-0.10469766151650771,-0.16103860673370596,-0.021730237041216544,-0.038251650693868496,
GSTM2,0.0207269504450289,0.0635186244895601,-0.05274691454967772,-0.009943942136699269,-0.05765283304916857,-0.05920638024248926,-0.025390818435253946,-0.03332519926296689,-0.060783003090933305,0.08974759791549278,0.03461861621980084,
SPX,0.07027701584904975,-0.0252790387579634,0.07234210281031138,0.03643561294966311,0.053669763761278334,0.04166685685404315,-0.003544363339347465,0.007095549533808336,0.24809523700081482,0.07601566095223329,-0.06800859634728727,-0.013795943228087823
MFGE8,-0.09985130138865612,-0.010251392392811918,0.048254712284713196,-0.024085599976672,0.050923039988722114,-0.036080520325479495,-0.038617388623069585,0.02131562426580775,-0.13387301161685752,-0.03664317421164233,-0.06896821750875301,0.06863522438653472
TGFA,-0.12340178564618112,0.026847427177783295,-0.03513966322581987,-0.03129529210240348,-0.15071076727524665,-0.059878717770094764,-0.005075026468027253,-0.08578090149623348,-0.11363137236517712,0.014319512022367703,-0.021285292002937425,-0.05028085648746423
SLIT2,0.36982087777574146,0.06787717957034638,-0.016510896045532936,0.06814172560447863,0.14229386124592716,0.031009286206099867,0.029763567206335897,0.059268183744758694,0.23478369897245696,-0.030406891390014384,0.03747337923439025,0.2573083353452716
PLTP,-0.04424516405620042,-0.028132332795734506,-0.10790207761835759,-0.10729971933398469,-0.20903601044053657,0.0005184453532838201,-0.1027672434532402,-0.1799108909176614,-0.04020481898099879,0.028308953007861307,0.003977996241612537,-0.10451993749845777
APOD,0.07442194091650789,0.046504508615600314,0.002967731379495244,-0.03967888299259944,-0.21766033557650014,-0.005818551456741867,-0.093391183684895,-0.17014148682220603,0.1561177929512129,-0.05120093409889204,0.04869988791935791,-0.16716408958044762
B2M,0.07899526489414337,0.07004144384075514,-0.11287455181860148,-0.13719705579263097,-0.27927439473953714,-0.027083579591156814,-0.1358068774370551,-0.2219875682112885,-0.2587648270563381,-0.017786206076990174,0.17794553923164802,-0.2023546703621256
OMG,0.1452472055890981,0.0013595818178089995,0.0829567861484758,0.04182436034112981,0.04152750761338464,0.03669091052789655,0.05310801310436582,-0.020695721912137834,0.17459630393655434,0.09603999559524234,0.1379608385636542,-0.08017657239226285
CXCL3,-0.08561635048687952,-0.02976093257641248,-0.04709104752367904,,-0.034927906028634485,-0.03769339682519954,0.04782942085681567,-0.06764186329631193,-0.026683270066663725,0.013051522456933525,-0.062402539777585815,
CXCL10,0.0407779637305281,-0.00201415110397683,0.05350265758628439,0.037695787279643664,-0.15659542475167762,-0.0006411628165663607,-0.014833826404303295,0.018226039531791905,-0.04240294528553288,-0.024773587328743,0.10682479625187319,
RSPO3,,0.22177929108696298,0.137857582894336,0.09286077177420496,0.1522267292704974,0.0350420467635434,0.01805835508344518,0.11278281594286858,0.11380783343796808,-0.016190498649726902,0.04031781121107449,0.22208680742392484
CORT,-0.0006055164596293753,0.1472217028317249,0.13956259769990534,-0.018947144382147726,0.09856773949196286,0.10973513220856276,0.025104535134431318,-0.030465860983939417,0.004457017986605506,,,0.24256358944696707
NCAN,0.032980736512965673,-0.025333060531895914,0.14535250946621883,-0.10501901025479214,-0.1099531322683827,0.009616166837001179,0.04120225977063904,0.12762903822687685,-0.2172760446847085,0.05053520624918103,0.09178880964826815,0.05235027395389026
PRG4,-0.03348891447499848,-0.013271808038494986,-0.02079256609437095,,-0.037841202851012404,-0.0021700950393153564,,,0.02075988943702587,0.012370100884615782,0.032928476243329265,
ZG16B,,-0.015403556367360117,,,0.1311299987239597,0.08479998669978162,,,,-0.02018780939666832,0.03260720689737131,
TGM2,-0.06917080906933006,0.017151180067693794,-0.06295525862527276,0.025810365501492176,-0.07284337669088096,-0.035186459191881896,-0.0013563652371695468,-0.044849515489457335,0.15527778271175094,-0.02154209177231521,0.02511299912273443,-0.009190564811201162
VEGFC,-0.024028964764288518,0.10090780744788558,-0.03200664920962283,-0.009226299791703413,-0.0024064509375851363,-0.014836276139420535,-0.027878943770674427,0.030163603914964664,-0.03327003240745071,-0.02068983161749703,-0.050430186044444845,
WNT6,-0.030475128844984663,0.013984452425828712,0.03703306638411487,-0.005709495197789845,-0.03721186791287138,-0.027833078527445012,,,-0.02903640425084526,0.010331215101065154,-0.03379519060073063,
NRG4,-0.022711147077585047,0.0020600302272780076,0.04357991781921004,0.06869193290534077,-0.011363478452702486,0.0209321642767756,0.0021676838842349788,0.03276908016808124,0.07820127702170475,-0.016190500464295522,-0.005344324010850256,
PMCH,,0.031146148887584765,,,,0.016481891036958622,,,,0.0405615779984929,-0.029667215998313293,
COL9A1,0.09952741760743992,-0.01687000030816841,0.009000200446223695,-0.025134136699433457,-0.03695823227554485,-0.006973053830818092,-0.05024882464079836,0.03902687081674079,0.07279224505548715,0.024325742505892665,-0.03140282323998837,-0.017514110821422478
GDF11,-0.011351334682895637,-0.03376131663197256,0.04356433095368793,-0.008244091002618014,-0.12334323395079086,0.007084377928756788,-0.015119855256480274,-0.03736901888525683,-0.07165515774511161,0.02496426397931141,0.018373873676200695,0.02905743637073488
RAET1E,,,,,,,,,,-0.01776086397272333,,
IL24,,,,,,,,,,,-0.02224488655046682,
SORBS1,0.11039119470612348,0.021263819638033275,-0.043350122984187514,-0.06090522859983714,0.027254315790957502,0.02952371383719418,-0.0015309848878901592,-0.020914142862812415,-0.010566030671555128,-0.023464234323687508,-0.0025190951038063353,0.02831766377057059
DLL1,0.16189941535388833,0.024133597230893443,0.028347144606465192,-0.08262973667962988,-0.10214948022452221,0.020701505047295374,0.026812163835113586,0.0023832270166156203,-0.13738150676574665,0.01424759130058306,-0.055901282572035325,0.04023276703540586
TLN1,-0.0869001823504051,0.03232822308151317,-0.08269069969839707,-0.04772496651986841,-0.19099029771763895,-0.00777898032486463,-0.00013916448698333942,-0.1793464863827362,-0.21906389449463431,-0.04069513161142197,-0.0018125094305890686,-0.0646118385106694
COL2A1,0.02690035933956572,,-0.018570915791857663,-0.0020886379926445394,-0.03492791791498801,,,,0.05147585961183324,-0.005030145512315644,-0.04578859977054694,
SHH,,0.06944100316951961,-0.030000080242794977,0.03854388234054648,0.04331340407207851,-0.053513313122645866,0.009574557358826072,,0.17965117723508076,0.03649014862957829,-0.027002016954611286,
PON2,0.01219761108232864,0.0036908429960069698,0.0455251902237821,-0.005801753238802188,-0.22771779337556478,-0.02639043669392716,-0.07759963840651223,-0.06168544501746808,-0.13402578782522925,0.056080273441842333,-0.08536645752031186,0.04838476668210493
ICAM5,0.3559844057279684,-0.021495168145600766,0.13250785055195374,0.05573710428654495,0.03561750750981173,0.01500405910375988,-0.021191820970261222,0.06024376723708632,0.23446213459417145,-0.034912868143917704,0.08260825245908189,0.1414089817260108
HPX,0.02472748058283598,0.029847136429558274,-0.038409141891548836,0.05416450742026598,-0.05086232531784016,-0.03624509453877165,-0.003389214629140942,,-0.043905664336461654,0.15251176025679442,0.031394648592030276,
SFRP2,0.06664752798369944,-0.015707123681639158,,-0.05365857671171959,0.04579243531465984,-0.012029494289809586,-0.032075610000851226,-0.06260559230551077,-0.0009500521851130047,-0.023908119546756566,-0.04137035545863131,-0.009003413819473734
CFC1,,,,0.09875787982769883,,0.07371848748263732,,-0.02486396352836529,,,0.16345765446997876,
CD70,,-0.026697641143584406,,,,0.07072663045628498,,,,-0.024701533859058697,-0.030788066251564848,
HP,0.08552349982961811,-0.010714695813157987,-0.04699884375209256,,-0.08197652433089596,-0.07582731677932694,-0.03745746069794499,-0.021558540351490525,-0.03722999503849415,-0.02421921787012338,0.08676772134115412,
CXCL2,-0.02553134095393532,-0.0034534330773664935,-0.03170440580314687,-0.050900922442002505,-0.045499777823882974,-0.007603848847702604,-0.0036778948794690754,-0.02586732884360919,0.0637318527274326,0.005130964448367552,0.004831230102378221,-0.051360360375169764
NPPB,,-0.02480984266972652,,,,0.07325637282675286,,,-0.011237775027995136,-0.01642345958142252,,
CCK,0.2486145793525835,0.08790380545556181,0.22556593027404187,0.1523787370138248,0.28731157031312304,0.1097130419339797,0.10782881794613207,0.23408644375015492,0.3511816864923353,0.01802299806600443,0.13367240949425868,0.1493189163240618
