,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916T1,ZH916bulk,ZH916inf
SEMA6A,-0.04860221191827079,0.03128001667643215,0.08253490150141321,-0.05503639463341247,-0.20425288176193054,0.028256053236273546,-0.002462361235909114,-0.07676228181753081,-0.23829103517579583,0.027045166905356875,-0.03009983862763732,-0.10889543997350672
IRAK4,-0.016322786564875683,-0.011989504768856827,-0.024356247853302804,-0.07460098127556858,-0.09677704045988622,-0.004418629369616855,-0.026088798764809476,0.0029671295175116848,-0.1044784463217487,0.033104190048628336,-0.017240496822622967,0.07828681522660492
GSTP1,0.07448477146728257,-0.036415264409341036,-0.09824726647883068,-0.09170566150222888,-0.2463807525891736,0.049865413829284146,-0.030620526528086923,-0.1447777471087288,-0.18733280241249048,0.04522183019790315,0.01292204408450482,-0.04467446776376879
VCAM1,-0.08578602957363805,-0.03199498089975667,-0.06754360429588159,-0.03151419206809056,-0.1800011516854755,-0.00620783427066652,-0.030257680368541585,-0.10743760925111741,-0.06753367110786453,0.0874348708241191,-0.011951061950616642,0.11793706390393582
NXPH3,-0.06891564533755035,0.04443317498580252,-0.008881811658052532,-0.045693790670002066,-0.046759702416978584,0.03868566751259512,0.02946792449011163,0.06706053506503713,0.004842226208091723,0.060830046224773164,0.047351043989100054,0.10958794351904023
MTMR4,-0.03623673072941738,0.007507967751176508,0.023887206224261007,0.053681511075950705,-0.023022732436486063,-0.0246071788270761,0.026962642325033658,0.08603933927293873,0.015413240442926683,0.022083004544831336,0.05539679701270527,0.11032937922246366
LAMC2,-0.020739745204882414,-0.030826619617316278,,0.0010623239405707706,,-0.025622586082421628,,,,-0.031291726958766426,0.01595030959975054,
IL10,-0.03290432900223681,0.02568054452468123,-0.043863800284282745,,-0.027362740472333,-0.06364217516839828,,-0.10339185103804241,-0.018158647678232085,-0.013818560344039468,-0.01982669015627328,
SEMA4D,0.07665374789345475,-0.026267025386776045,0.03067751336854756,-0.011663785176924351,0.07106874567218098,0.08585965022789048,-0.0320592817307822,-0.14701007623655962,0.014557935116609941,0.0629753415340932,0.06561880148882426,-0.13059449228901088
TRH,-0.026262087763602105,0.012930175855738557,-0.018275189119610655,-0.061841344605967186,-0.03494916184132773,-0.028241646931629477,,0.10870386256149188,-0.04289509755598666,0.003745319034978191,0.0164844654149152,
SEMA6D,0.024459931465396677,-0.02181058628889368,0.06055614433123799,-0.061021595238398695,-0.10955951701304352,0.02135193903823248,-0.0038421662506965978,0.0316359261113717,-0.10507682292982846,0.07952029466544576,-0.06320836601784531,-0.004036884243278263
CEL,,,-0.025918567855402343,,,,,,,-0.035704445615821936,-0.042294788626368186,
PDCD1LG2,-0.033097642640095466,0.031111882593949047,-0.04063329899422358,-0.008683261241305246,-0.03925022268970365,0.03222330754589179,-0.04548495535273027,-0.03236027370070326,-0.03733580099170648,0.01868055139319919,-0.02790680797765395,
SPINT1,-0.032111451185240523,0.041519953645821936,0.037787173348336624,-0.035801764113825595,-0.046061319697728836,0.02696814295896482,0.028718293737899414,-0.0756846605575195,0.037946749539385635,0.052815845789099404,0.014344042354581364,
CTHRC1,0.05547191890836379,-0.013833792002043143,0.02005057321571283,-0.05790799776611594,-0.10438572198969594,-0.016731849976826224,-0.016380684272108374,-0.07756197375950682,-0.051510905129462985,-0.007458585874450872,0.054506101403783376,-0.00911450166141404
PODXL,0.07864293119003096,-0.04488234784447663,-0.09112292407138133,-0.046880642814832674,-0.17075166540754794,0.0224299077305401,0.01610219870043725,0.06771216460447178,0.06581211657517125,-0.057124014187645934,0.05259897489621386,0.14533121776672314
JAM3,-0.05209378541957123,0.045363283003187094,-0.019293650339280818,-0.08060396837895521,-0.18501964163613235,-0.06675652671507624,-0.05181726552854431,-0.18948167362110896,-0.18227369632128168,-0.032096687563649307,0.003876195600660373,-0.11124572930446736
TGFB2,0.017086805586367968,0.009742218254462408,0.09357108125853893,0.04376548878088682,-0.21095174625102825,-0.048028855996248856,-0.005281386668407516,0.050931166576302575,-0.12423916518133082,-0.014016237735511297,-0.023302302707517222,0.12715430622066767
COL18A1,-0.017477491911657567,-0.01964129021920216,0.006005450668057983,-0.041225792607214956,-0.15218853119997372,-0.06279499823925568,-0.05984403605631185,-0.044187431256096706,0.003303176970180037,-0.034393980885942706,0.07134446903612177,0.08003642247164058
NODAL,,-0.016714099995069964,-0.018845915851400125,0.04505605957161606,-0.07447658868646911,,,,0.037625911052249134,0.04159593481133988,0.0075550340692197,
INHBB,-0.1177944728450488,-0.013796069665384759,0.01956223508024724,0.020984292392389248,-0.08290327010099316,-0.04344931825958802,-0.010943109602797258,-0.012487723108772759,-0.1266263540389188,0.07302127078621501,-0.0242836475495388,0.0314319635568585
LCN1,,,,,-0.0035952169061218434,,,,,0.003550253897537964,-0.03432755009637375,
ARF4,-0.0059031494906566125,-0.003745785787302736,-0.06206597903194121,0.017446322978519543,-0.12551137232709506,-0.051284883198293156,0.03661544951824291,-0.07331555006945373,-0.21047014367398062,-0.02883880549715068,-0.03407522628285774,-0.007580887769594713
CXCL14,0.13708779257242257,0.050875150597114775,0.08983177778231931,0.06798425947560141,0.08054481496791986,-0.06391732311260938,0.008209575940284392,0.02993772014148993,0.2385334641279192,-0.007094627518465191,-0.0465753561060615,0.12145033966693365
LIF,-0.10498071760107604,0.03595191429833054,-0.0769887762734427,-0.0497818551448649,-0.08252836548412454,-0.06207971018740544,-0.031017165952504977,-0.042121066171021584,0.0034617217645875435,-0.06629397867982091,-0.06380407503082626,
IL17B,-0.024789371975041094,,,,-0.0506210343154223,,,,,-0.004762096523592009,-0.009610811191252998,
MMP1,,,-0.01827518513293086,,,,,,,-0.02167112493469327,-0.02416411129083139,
MATN1,-0.019531714763088428,,,0.0036793136440521007,-0.03213577692915653,-0.020608963378732383,,,-0.027088993902398502,-0.022372708211516316,0.010738947284216016,
