,UKF259,UKF260,UKF296,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.20771488836673968,
BMP1,0.011441016177740971,-0.012130689506994426,0.051058948423103954,-0.026570793028520254,0.03397343683534163,0.06453871265348261
NDP,0.03811417699028608,0.04162443423218733,-0.0029624344423519527,0.1078231353742416,0.038235270275780296,0.045328861938426265
TNFSF18,,,,0.06044697561893628,-0.03372962678547951,-0.026674489673715173
RTN4,0.0446118202111313,-0.04383122695028325,-0.01592887069919928,-0.09283718999867115,0.028053548013437738,-0.10590868343507574
HEBP1,-0.03510891697037586,-0.05597234444525373,0.0052295678576473464,-0.07190582165940552,0.05526905632774098,0.08082912538033638
WNT7B,-0.010746130422418202,-0.06386578980036779,-0.013054820133073925,,-0.002710347895254047,0.025251431610365978
PTMA,0.0027455409471013057,-0.023597688647188836,0.09119913692991675,-0.010791034645886951,-0.05263087250278019,0.05048802163779588
FASLG,,,,,-0.017342498117617133,
CEACAM1,0.030591154599504313,0.025006009146654577,,-0.03236422814543354,0.043930213933907905,
PDAP1,0.0025926156898135773,0.07925825984291446,-0.039372272444263036,0.12186887497599877,0.00695363904719757,-0.01392053027201394
QDPR,0.0035478253754867347,-0.01846016905434601,0.03288374147311945,0.07181812262141181,0.04831023880650504,-0.0829852259665529
POMC,0.03483232728443842,0.007052368623858729,-0.01917716676376627,0.1262644052966886,0.022075419992744847,0.03912532918889918
CCL17,-0.00498599325150315,,-0.016158207693675455,,-0.015719026640840204,
VEGFD,-0.009429581273048044,-0.016595311153480258,-0.0118522407513926,-0.043998458939594,,
TNFSF13,0.044037414750239944,,,,-0.025612841897405193,-0.02901803992416568
WNT5A,0.02808691990445745,-0.03420242538325441,0.03374556647942878,0.0007896778868245513,0.019270753900208184,0.10453590149443633
CXCL8,-0.0077852051729507135,0.007389114656670064,-0.011037321940257696,-0.011165920248174569,-0.04476198247965635,0.020709977064031895
GRN,-0.005727372472066855,-0.10160773618366606,-0.05371405701255084,-0.020478657594467733,-0.05309834431557777,-0.030396520642280954
MIA,0.005755241162537976,-0.007617979870001898,-0.013479427796048314,-0.010893981995733302,0.06917453988817798,0.08172291761796335
COL4A4,-0.00763434480677301,-0.03515882878246639,0.1211131037093051,-0.034451659865534764,-0.04616183975976337,0.07817248921888015
TAC1,0.020992334334355142,-0.0216876493249905,-0.03457899165346933,,0.1195493029582343,-0.08279744661172456
RARRES2,0.03082094907582126,0.055270907012906,-0.0009364593508924065,-0.09016446724324673,-0.04047959961848831,0.03653426993691377
FGF7,-0.02792773922525817,-0.03177519447820878,0.037687732781952164,0.0035913380123517484,0.07980512734228506,-0.0025370297869780588
HBEGF,-0.019542155616275647,-0.02699821968730444,-0.02038677810084656,-0.05450630608126455,-0.03763725530433436,0.01923065428538945
CSF3,0.08066537721237393,0.00034473380927703466,,,-0.01654971010673193,0.05936900281009256
PI3,-0.002574982826543763,0.025499339126135882,,,-0.03595702195974736,-0.02433727420339694
PCSK1N,0.0012709707566413756,-0.01644047378013421,-0.016557312316215878,-0.0873205735472511,0.04036945814678872,-0.11345219278407959
NTS,,-0.007985935718428106,0.04662221927407769,,-0.024507863929450795,
SFRP1,0.0013593694793857945,0.018885484190385066,-0.016158207856401877,-0.0023708939995443446,-0.023938363260979173,-0.04256097163185413
CXCL13,,0.0002632412741123248,,,,0.008382898953584541
MICA,-0.028420863047532923,0.033052783934577,0.04846926847193893,0.007791061728352525,0.03096982694815248,0.03864410325061568
TG,-0.025207219407707003,0.03270097659139916,0.08411929097222558,-0.028696055810264413,0.020162366357865925,0.15371139451777666
ADA,-0.03809986944249339,-0.039434729594456014,-0.018991386977964025,-0.029125130765721215,-0.008171302791070143,0.11187231525440748
LAMC3,-0.019167732624879415,0.004643989209745149,0.009673780387052477,0.05748366461023817,0.021932710655459344,0.05136189252726377
CCL7,0.012995690913027162,-0.024875248317218802,,,-0.017342491950831804,0.10721789729126395
NGF,0.021973241324811963,0.0021839194377681337,,-0.03763954022877235,-0.04389330772758005,-0.038662549823385906
TNFSF15,-0.02029418317707076,-0.01841754944183925,,0.0354245261139084,-0.036351227854912696,0.003475001519393861
HMGB1,0.009973121617529992,-0.042013479806083574,0.003929607370730661,0.016262501520863497,0.011561810294875855,-0.045048385129207634
ITGB3BP,0.021398900713135313,-0.011256200960383218,0.026900210495951114,0.020555640444574322,0.015964401389300813,0.049661508076252595
AANAT,-0.0027787629238566684,-0.016595313522554445,-0.013479428545808508,,-0.018349079703669748,-0.02083046066472037
RELN,0.02371099167338705,0.0160177420992082,-0.052714532073761484,-0.001982017299366308,,-0.017474140476371358
IL15,0.015910535117730426,-0.017818893484736992,0.029857452344428652,-0.050257757515894494,0.01684433043550182,0.0024450078502007734
BSG,-0.015483295109677374,0.05969782361999824,0.05925424646983184,0.043500800546736114,0.04775759608271862,0.019282257954317896
