,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,-0.05366633711720986,0.002076215541635016,0.004844504766831974,-0.05962038666190603,0.009122737780879554,0.006897367114208069,-0.048745175511554356,-0.05928051005905556,-0.016494537511538038,,-0.042381339085356844,,,,-0.023321807337079642,-0.03684351129950815,-0.08158315583467989
RARRES2,0.004814532025387423,0.0023458702899036973,0.0323611849918099,0.03699760338494082,-0.014982801232045512,0.04408628865439509,0.08120407540457626,0.01244120163700857,0.012482200627257346,0.19505168866885025,0.08434962067688845,0.10264746984261677,0.1084555337035847,0.012112678138612384,-0.015313800237458604,-0.03085324688008843,0.027362811519694916
FGF7,0.11007556300294793,,0.007340500016833668,0.029405741838840732,0.044862291514657836,-0.020911258933386634,0.11618959406383642,-0.00983777356946215,-0.014379781725173542,0.046261647466438,0.000710229628390042,0.006544491058044292,0.009313616916298255,-0.0015762228355273153,0.02735912809309283,0.004668747347231929,-0.018077395166650814
EFNA2,,,,,,,,,,,,,-0.015462462214023101,,,,
HBEGF,0.0071528573341339005,0.0463634547913727,0.008326678303256145,0.10106712469741044,0.03982471688086519,-0.019357010678680286,0.011106727111440007,0.07971931775136763,-0.015316105161910737,0.028214129790388082,0.008943599426525867,-0.007741650951001221,0.07234779812751904,0.039145115432792345,-0.06298186849376368,0.022294967748800767,0.06045073758111487
CSF3,-0.04285000818954555,,,0.3291628409583201,0.11613848615915134,0.004705829435535527,-0.015847496235390935,,,0.09488142904333045,,0.10215991901109542,0.07362463456096172,,-0.01937940619822232,-0.02551680833848296,-0.006436242020544723
PI3,-0.050762224535873236,-0.004022541381578216,,0.2802027669377047,0.11969004368232065,-0.02080346708307385,-0.017844489925360436,,,,,0.08798690853571246,0.06675366158927742,-0.018051197528549192,0.051117993294544084,-0.08004588980457188,-0.02263344488480852
PCSK1N,-0.10120138206085702,-0.03997217099157064,-0.004685708372696111,-0.07636588316248005,-0.05611178381711731,0.06530303808075294,-0.011812488242124086,0.04862401311573773,0.05203112290394481,-0.021183116707982255,-0.09843729173674086,-0.052840319016053086,-0.10977822515167036,0.010922672724542743,-0.01765896228384402,-0.08716797953949444,-0.06655792479003882
NTS,,,,,,0.04853866136006173,-0.019478479190246218,0.05603518615874166,0.026896302254651654,,,-0.051818321063249316,-0.01883807599801661,,-0.028540432413774297,-0.02098313003365863,
SFRP1,-0.0070286978416205115,0.013303705266197011,-0.036853312509861166,,-0.0026547138757328243,-0.01913199281004464,0.0198513897787089,0.032555854177377504,-0.017659667470385082,-0.07310230860604966,-0.04011624914056398,0.000187097430355828,0.027886359808494278,0.00816033594172102,0.020683561202584196,0.16635161154231062,-0.05940091130067028
CXCL13,,,-0.033478837438059544,-0.01928879349143461,,0.05864612858387359,,,,0.06860277137229608,,0.013674963325214867,0.08370810702951749,,-0.03161184428368165,,0.015322498840376793
MICA,0.03541991076080095,0.04643440311519835,-0.0068412847464800084,0.002523112783516606,0.03097777464725158,-0.051633445777371716,0.07891049284218363,0.013039724490021366,0.029123518248426423,0.030895461007427998,-0.02229522886765593,0.03878946579920754,0.03046962653411531,0.030911670810744005,0.014548147306576229,0.11754003046861666,0.029729587267658435
TG,-0.01773902787599259,-0.011579783067740197,0.05153166979961202,,0.015749476746012958,-0.022875985837280795,0.020655807232722662,-0.02047929416317801,-0.012780224530365243,-0.029470003933415687,0.02913394336880019,-0.029514215896676604,0.08088682353923869,,-0.015949549096348537,-0.010486827830161699,0.015530084910055569
ADA,0.018120228812894976,0.02575897212747476,-0.038893368122797506,0.019603676611366326,0.04189509556650242,0.02653620342729535,0.0884877471003038,0.022046651674926206,-0.020756112423653966,0.0618626471152915,-0.032143522790624594,-0.003863984537486904,-0.027830548460391593,-0.017827180243550792,0.004935471011028653,0.21364247701781952,0.08372704826494609
LAMC3,-0.028956778371965024,0.043316540679272084,0.04678466246837049,-0.04958605916818508,-0.004067716203675004,0.054538904417011966,0.05679877530756368,0.05601679767550529,0.021964894253465355,0.04385870117413855,0.01946689631411433,-0.014515386191139776,-0.003863073968123165,-0.04884296239894741,-0.023137475676313576,0.2546853044444457,0.03672790756357218
CCL7,,0.04499869308461197,,,0.03759684241197428,0.005016412613888867,,,,,,-0.007295036327438732,,,,-0.038607068215688,-0.01800508390520936
NGF,-0.024687107793689485,0.004274043267960897,,,0.06483796821533006,-0.026831691272579398,,,,-0.02408213625540403,,-0.026357012475506203,-0.015254620708044682,,0.016803033354084812,0.15663369067349545,-0.011251765830147212
TNFSF15,-0.03054103337593869,,,,-0.022189075878171895,0.05926986320830075,,,,0.0327251488396522,,-0.018470475997486347,,,-0.012034278545742414,0.12440388901473692,-0.02524498926113075
HMGB1,-0.10236230899653645,-0.1091379534281166,0.05282458361135675,-0.12600863987404856,-0.07556754876876422,0.06414633548198993,0.10150649728537857,-0.023869852913407492,0.020011533433441746,0.07467410119089424,-0.028461964569750423,0.01415365870579688,-0.10634683656829984,-0.05254168407719135,0.02438417198947843,-0.18626346477226288,-0.01454837046371012
ITGB3BP,0.017534497406821177,-0.03451542426686287,-0.0027804438935125435,0.012933733622888651,0.07265722038450567,0.059794084976214815,0.05898573960246578,0.007895757525368717,-0.020762145628147308,0.02613669432012541,0.07684666101256271,0.0835789812449668,0.037364340097774895,0.06413748683886752,0.02050613665665212,0.009236968950662025,-0.0015397224821615471
AANAT,0.038500981053260615,-0.007939275393950222,,,0.008007974804514314,-0.01677028901551229,-0.014294870468006905,0.026895341936915243,0.02412631664449234,,-0.022530388591838073,0.0006441337308284656,0.017722296821803672,0.014781631925561724,,-0.04084788817103627,-0.03311346226649479
RELN,-0.042565912795809464,-0.04339758051666158,0.011180644996352141,0.08894545230617207,0.009376810869140393,0.014098270911485742,-0.04194563511235068,-0.04054861685154723,-0.03325253534777728,,0.014868950095100314,,,0.02911766757060008,-0.014536104300475455,,0.009024011713053984
IL15,-0.014083959122708017,0.029283210646977895,-0.023984873845728664,,0.040366053807271395,0.07223453922446808,0.0071754386786891606,-0.02980062776275401,0.046071781386955564,0.07544555088287616,0.010592483327584607,0.006792044252528279,0.1596907552609476,-0.03272639146090977,-0.029355309173863732,0.03791870587639889,0.12245093399664454
UTS2,,,,,,,-0.013805020019491814,,,,,-0.024870476297567275,,,,,
BSG,0.11052930723615331,-0.08850246356272684,0.011006182441383745,-0.04476647849405876,-0.01958956313099129,0.016806645923220082,-0.0015863395240109659,-0.025853447896400445,-0.03720472445327853,0.13114019713790326,0.06593581991986133,0.08162766174337857,0.14228223560615408,-0.030929495824952982,-0.013018496577608053,0.060207699433253756,-0.04868555911789512
ADAMTS3,-0.00434725276526233,0.037419113133750515,0.06873455710072676,,0.055823432407928454,0.06785855374852294,0.042824662639518805,0.029238833705744992,0.07082488256007972,0.024921000706236218,0.055447060196999735,-0.048869677703963436,-0.03517700562858883,0.012190413496237295,0.015185235388894073,0.027689645928840722,0.04557836865841563
CD34,-0.0846792089804831,-0.018564620503517624,0.049912393180111356,0.029698516833208993,-0.02748751045728568,-0.00857073568817503,0.010397823062411467,0.0373428942911619,-0.027563114987974088,0.030509939257802623,-0.004101214137808062,0.028383310485465035,0.07901648886364386,-0.008890857800560042,0.020172836963034138,0.17598087419238115,-0.004965775928216591
CCL23,,,,,,,0.007354632528918225,,,,,,,,,,
PLAT,0.012618346395077924,-0.033890450117547724,0.03739876738102038,-0.13165482596986516,-0.040838279473884465,0.05978647092485325,0.10677239809017265,0.06096355752603798,0.027646845848888546,-0.009106218846769473,0.006056864250242865,-0.10458284123952714,-0.10981178130510139,0.010486191282497902,0.05727112404840038,0.14357977077579437,-0.058377786655913574
NTF3,,,,,,,,,0.0015991214071563236,-0.04968433831110179,,-0.02625887878449766,-0.02716758166607643,,0.030624121244481012,,
LTA,,,0.033209359999262895,,0.17247298072071182,,,-0.01773763377927945,,,-0.02089589666070757,,,,,0.042328045228771476,
CKLF,-0.023951624401641173,-0.0723054836950988,-0.015761173332265035,-0.041528705728502396,-0.014587124933906272,0.035681690419601515,0.09543549827171967,0.03284505989362593,-0.007846224250553792,0.07823358301252237,0.03458934065594904,0.016697700764230126,-0.03471537583463638,0.028923788244081688,-0.00436936917855825,0.004530035006673795,0.014671136863052558
APELA,,,,,,,,,,0.013873761693848095,,,,,,,
CD24,-0.036065743011684165,-0.04496055112701429,0.009300055605995646,-0.06180227644911951,0.014568320006811556,0.0015287536168375922,0.0005642865198134857,0.007929890768657867,-0.003612978957463494,-0.08581693884648339,0.033672802887481874,-0.12897335363985438,-0.05526195142625157,0.016941982757705528,0.007402201958763442,-0.019572847452402457,0.017112061804447395
HSP90AA1,-0.03650299198573183,0.0420899955888363,0.0631593578735995,0.053516743369523036,-0.033899627828269455,-0.06069973406096037,-0.06020201502047434,0.10922847926481685,-0.04530960443855201,-0.09417624720385927,-0.04296377105369692,0.05646273695684168,0.030243480656003296,0.047185710543459755,0.00743401378036843,-0.10910681995943049,-0.020457998161783498
BMP4,-0.01069768755131952,-0.008202646467560788,-0.01467670582881085,0.031841253787720465,0.027110611920198542,0.02494093263213926,0.03774729868422987,-0.028252973887411912,-0.0025141873901387388,-0.050248142648238805,-0.01780546217560414,-0.0036608497736225465,0.0688050818940539,-0.04647916671603467,-0.010626697849666867,0.13440606340523958,-0.0326188656995343
SCGB3A1,,-0.020988478104781633,,-0.028394563418528373,,0.03625639733725296,,,-0.012426560387889732,0.002433935361318684,-0.01458088035316555,-0.014697729707739986,-0.029599126197328397,,0.03633595636479474,0.14585018949485923,0.10549323889186547
IGFBP4,0.001201226674351119,0.010708967790439798,0.05011493295100326,0.0502588025985791,0.018072627479418086,0.10704626800261133,0.03469087634638111,0.04450044763361814,-0.04141864810889814,0.03942781781342217,-0.02296661360744632,0.02869614293789049,-0.004944692529419883,0.006200949835530128,-0.056911053656632786,0.28529700248326445,0.07375084054585754
RSPO4,0.04666945614196321,,0.03616940003861999,,0.02303797356702553,-0.006643132245564619,,0.006745063826523501,0.07818105586259605,,0.0199939792409643,,,,-0.016830643782214057,-0.02305487640252406,0.04486462224011797
LEFTY2,0.009535066845079194,-0.0074095572237858716,-0.014015223145419703,-0.07160448942641565,0.03074123600059228,0.06266773404278494,0.03869996702915306,0.03640856407537882,-0.013625873452401372,-0.016634864273477722,-0.02579575106991045,0.05016373264143459,-0.017779053449537594,-0.03348196552377627,-0.022888563613046486,0.006664372806439842,-0.07516445659186324
PF4,,-0.021772176890162066,-0.012594075905149963,,-0.017385434433891372,,,,,,,,-0.014172417135281754,,,0.10187751801037097,0.12618108843208237
ANGPTL2,0.0027305230426091175,-0.04206530111752927,-0.00624243710561211,-0.14768482093989604,-0.0008669517514506407,0.05069951486166777,0.11364732940931116,0.012851986443790802,-0.005538912243859653,-0.13282620703038084,0.06477765867014636,-0.04462827702753093,-0.05500204502158601,0.0008586725514241058,0.04692230806382137,0.14547965693293513,-0.0610700362727724
LRIG2,0.08214147578040823,0.05462252292787694,-0.015990588745511652,-0.02692825487618729,0.004042834760344958,0.03225656092187573,0.050102997599714906,0.03876841377927556,-0.001145864234970226,0.01225990293809953,0.013393776779992662,0.016428279166015063,0.04465590966534806,-0.011552793487970565,-0.028888332617131026,0.03831040004168918,0.03446802104645424
ICOSLG,-0.0630196544183256,0.05236340252191829,-0.03871943035844307,-0.028780224394929114,0.028505672703763592,-0.024008323231445042,0.014447788716162738,0.004736654085231262,0.11413352060929013,0.025867186674886442,-0.06826826651166479,-0.02183368185491554,0.06340528700822218,0.02376275508309075,-0.0011477675976001073,0.1267296390895713,0.027766857518386114
WIF1,-0.0701820977570175,-0.0029663665127647185,,-0.03382069601490154,,-0.01878334480606353,-0.05374308609676104,-0.0159196421792942,-0.023384210369078774,,-0.017332738887720484,,,,-0.015645713643805206,,-0.03078770516155672
NPPC,0.035729974647311855,-0.024309873264943258,,-0.006282034823047137,-0.02696909616680685,-0.009243927494743691,-0.028269236359787082,-0.021591940163866962,-0.0010699625057441467,,0.07607282887625348,-0.0034600496584399187,-0.026815163338876794,-0.024931615867218048,0.016239165025482644,,0.04533710418720695
LYZ,-0.010288929861912884,0.08704285073047315,0.022272334056358416,0.027853126372782547,0.002935117455855943,-0.009980040895746617,0.035678389267514654,-0.028813644213229395,0.003835321705702248,0.14028687829835468,-0.00020612938205772722,0.06330377423790955,-0.011698190672780122,-0.011230918660136107,0.004799288384572767,0.0785546666545133,0.026611741618015616
EREG,,,,0.06536120238534834,,-0.032437068624880314,,,,0.04382695214605522,,0.06697880116610302,0.13575911446000424,,-0.020962850596588,-0.020456890377121867,0.08504894525171981
SPTAN1,0.03809693852579633,-0.05899344980280288,0.016456173664663627,-0.062041506497007626,-0.05599065833879173,-0.0019470155472030334,-0.0528057486709236,0.006930590599002902,-0.005529357085776805,0.06636634194854753,0.01507077738602937,-0.025629751139376572,-0.12460529001016199,0.003134279104907228,-0.0367997819013589,-0.00977520957655305,0.024024283018407748
PTH2,,,,,,,,,,,,,,,-0.026766330607068085,,
LIPC,0.0024118165521095206,-0.02665486721686116,-0.018954757322265176,,-0.03124292049883502,0.0104885055221152,0.04178252857358383,-0.002850599235519739,,0.0016078820410606828,-0.021837846659033332,,,0.0196456999869688,,0.06733523653922105,0.08551146507858234
COL8A1,0.021426035425891252,0.013530829497051823,-0.024303402419244363,-0.03316595924747876,-0.037595051523946085,-0.005064099662376361,0.03305723241102129,0.08159003374662728,-0.04318451184473119,0.025711431883445934,0.0377409294238915,-0.0022815756880254614,0.05305763106907855,-0.024819484116376977,-0.05662056461308441,0.04967127522964618,-0.051959637348300586
GSTM2,0.07181842523357995,-0.03254310789683033,-0.027596873111310847,-0.04420247940249004,-0.010774903357486251,-0.025807722547709473,0.006635246754681709,0.06226915474971622,-0.03672887652358163,0.11463547342500334,0.05968795158459539,0.02613005708002933,-0.034374822581545436,0.0032025387211555164,-0.03573212491885075,-0.053922717911906656,0.010065478083686293
SPX,-0.0607651883818824,-0.0017539850535505431,-0.02659480021279017,,0.06013126044073413,-0.04475757297332502,5.27822230928776e-07,-0.042919305038670676,-0.0036716854345105725,,-0.05689864186526272,-0.033565209240388784,0.07281039129266324,0.012070777431661534,-0.03144845166020597,-0.07022717080783421,0.10355818512710412
MFGE8,-0.05051155636814706,-0.0036957389727285575,0.0019660586607804205,-0.03808384973593266,-0.022989091451751858,-0.006087852749462127,0.06303803010209759,0.014830220831371515,-0.05505301874918977,0.09550319117003528,-0.04545943578957719,0.01122033129980001,0.03454484851538621,0.029938019865552383,0.013208766397185929,0.2218012329144775,0.047671029394376375
TGFA,0.04610495006944557,0.004345261625607328,-0.0009716777561140323,0.005772758973129001,0.021056787518037298,0.047655538867028724,-0.027167958812632214,0.017576579471302062,-0.027314665693255427,0.027603443514455917,-0.011603560641976773,0.010384743462717764,-0.04792889353322699,-0.012183348103386653,-0.04803484857769922,0.08482848091809042,-0.051753279089066635
SLIT2,-0.06111688612925329,-0.028930817960872105,-0.03283866066623739,-0.02110483237483686,0.03113612946305588,0.02004834952741104,-0.02789069364420247,-0.031909143402915285,-0.0002504196735753061,0.04666049813700257,-0.01749171446382044,-0.010583510555819145,0.11264936090969326,-0.03706719064969903,0.014223028189534442,0.034335575294641145,-0.02624918606535503
PLTP,-0.019410787590360256,-0.026211625534100336,0.0038789907677401355,-0.037071901629094337,-0.046632492215912306,0.04337416718715591,0.041945183077462526,-0.0016927251710185235,-0.07665817862327208,0.08405625182635079,0.025294930154564504,0.06204019756633543,-0.00017748611797169394,0.053599246440781234,-0.08159287868803122,0.17939454707833655,-0.004422097560844742
APOD,0.0158222474415803,-0.03807778415068043,0.013935321830149477,-0.10519012290347046,-0.04384063000097461,-0.0017126766242978578,0.05402248780458889,0.040126576179151774,0.05876091952696118,0.08792749239265087,-0.05964637150055108,-0.03053685069093051,-0.09209678630037149,-0.012872676860539674,-0.054626929711669964,-0.029147363127785788,0.03306315022379464
B2M,-0.0850156009626265,0.07620600357184447,0.05852138767471402,-0.11790725991837432,-0.029371674198301768,-0.014586393910890469,0.039384556207763204,0.03577429826159781,0.028507813790208857,0.24224871880848073,0.05028813115913231,0.09632373818442408,0.02416100646636577,0.03350062976385807,-0.06235725799047508,0.2386171943211122,-0.07216298139671845
OMG,0.042195226510322384,-0.0870087579119905,0.02284152321304922,-0.124492563003,-0.04945621962630575,0.03581351756811708,-0.0008688692963249867,0.011812625863464757,-0.04061980945713879,0.050291936382532286,-0.01967499673188363,-0.0932480539361133,-0.012739030109207641,0.026412153310499953,-0.08028908514981466,-0.035256658636418414,-0.04045377497939855
CXCL3,-0.009364237767900093,0.1445109408346791,-0.02589222150528991,-0.005263308314496358,0.1521838329194934,-0.03842770824679671,-0.01876848159276843,0.03612689991755848,-0.013293790985347555,0.1072075597410532,-0.015048829558185865,0.10477147548803326,0.0954421484122973,-0.01850606215162563,-0.03924511377710237,0.08240323822205674,0.016136501953768142
CXCL10,0.02044459214419844,0.047132111318397035,0.08486844457720304,,0.09518517729822577,-0.045699515847024384,0.06188816986438782,0.0485637686211566,0.07765479842353504,0.07676656769799141,-0.023914411343618734,0.02849554842391935,0.08963224831780417,0.015984407400692378,-0.022997525929178857,0.12709009251625025,0.08542294428809999
RSPO3,,-0.02851018070817979,,-0.0265642574875397,0.09721675136036312,-0.022316351750608643,-0.02347293528505346,-0.03115841783584252,-0.02348143785156684,,-0.015725736850525657,-0.012876549972212652,0.04762960428122958,,-0.014731411326416794,0.06131191553781479,-0.008521038154204708
CORT,0.03892276532559091,-0.0012333059238635352,-0.022492222051870514,-0.03525438884739437,-0.032328454276659396,-0.027084262288252378,-0.04062517348400252,-0.004257343756821437,0.038292569176814006,,0.03448127335163406,0.08104689846084036,-0.014830714203325851,,0.06609900081013087,,
NCAN,0.04567843377424486,-0.06596097890745371,-0.007479613422139017,-0.0430866223141772,-0.08410904047054597,-0.054816082111867136,-0.009083737737619063,0.02833626922069141,-0.026919347551650638,,0.006781525475227787,-0.08403704292614654,-0.115432505132286,0.04664589505931729,-0.02618547876667157,-0.056953475785367115,0.007886781175358196
PRG4,0.007552497546996814,0.048270611402267447,,-0.02970227154496696,-0.019926452398480034,-0.015978427733617732,-0.020333939245461514,0.03903424865311533,,,-0.018385985938461264,0.011674066416821768,0.015048420206677451,,-0.02189857561621503,0.11677753251817183,0.012487766356661791
ZG16B,,-0.029104684404248318,0.027082534016200116,,-0.023127085008404935,,0.0471034898750737,-0.01409416023310848,,0.0007727695830906938,,,,,,0.040541585031433604,0.044958521977870404
TGM2,-0.009773933983181346,0.06347819888531475,0.002192442863117799,0.06355584177902736,0.00733752370957769,-0.012829286653655084,0.003481309705783635,0.011654216904306127,0.03804370393482642,0.013666591492643706,-0.02792103751257157,0.07604090728007136,0.09730756098874078,-0.018675292008228313,-0.005157985647055808,0.15335418535322265,0.0621747865051158
VEGFC,-0.03311051482690577,0.00392711313026448,-0.0194595053237718,0.026304153292100105,0.04907528013536421,-0.024596095021175098,-0.012685288339845025,-0.03795209623353734,0.02852632669134278,0.02443657427009316,-0.01876363151308638,0.010054743504291828,0.12989403754353518,-0.02440980092364936,-0.01558427614843833,0.08227250847719542,0.05452606614812416
WNT6,-0.02787446303267428,0.04837332281224535,-0.014015223513242272,-0.003851720197661347,-0.02756084945418025,-0.022016735101030624,0.05813304181237487,-0.031366050893486,,0.0104650990104845,0.004659492826420512,0.06135199341071014,-0.02756354522395659,,-0.02233701104345188,-0.029119284124057013,0.02447700352558157
NRG4,-0.012775361845511424,0.03316255477371922,,-0.019911338960106433,0.036182186083531104,-0.02275918076700642,-0.025327211279978928,-0.005822304293642769,0.01685391508465022,,-0.006790941343122082,,,-0.019600717566705117,0.013088575787837573,-0.03917862938608618,0.08949184715851663
PMCH,,0.03885128929916748,,,-0.03360268306817216,,,-0.007409823328727019,,,,0.10192112891562286,-0.020808285461785727,,-0.012796411144532505,0.163815653606192,-0.008656536494323706
COL9A1,-0.036124707062097264,0.004809465933215288,-0.034810368377763384,-0.05701873635485474,-0.025328821598988527,0.06192424131119851,0.06589896880954585,-0.000519229459267868,0.018579473162608395,,-0.02494309441601963,-0.02842553692838895,-0.05413307259793765,0.014764973232572058,-0.04534762036409428,0.00789251911937536,0.08856223861617538
GDF11,0.05391342768659783,-0.025671577000756705,-0.029216273420530507,-0.10284693285616892,-0.06210984189518901,-0.013478403672639359,0.045387304174114136,0.03183545818997423,-0.01260068261579041,-0.020620829473725174,-0.006201372192332113,-0.03357133207379403,-0.04819942547534279,0.06805313975405218,0.012995430914389188,0.12060763401908867,-0.009405639622777417
RAET1E,,,,,,,,,,,,,,,,0.028083404968343766,
IL24,,,,,,,,,,-0.025065199458916373,,0.08162520703740994,0.04453627460027135,,,,0.0271324853316641
SORBS1,-0.0529476431134248,0.00012585294080385965,-0.006325316809423872,-0.11213247072104285,-0.02816865557211106,0.0294769939396497,-0.02681367979943433,0.009509180468193107,-0.013732905543866697,0.004840662619094064,0.01603148942299899,0.05649034477675134,-0.020576569503063125,-0.02460928067733188,0.003928393610081006,-0.04697120798422214,-0.0437285577268551
DLL1,-0.06351766899896186,-0.02239390055586611,-0.01590062748599401,-0.0828702136256524,-0.038404122383516724,0.09311037627011606,0.12263349882580257,-0.03675974043858627,-0.030857829899832146,-0.028351975864706044,0.02209496916643935,-0.09270298099827842,-0.026632717485361775,0.05755947450040376,0.005118704654197047,0.0776978137715246,0.06737165042699665
