,MGH258,UKF248,UKF259,UKF260,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
RARRES2,-0.06567588465515233,0.020264608133702868,0.008525200309965305,-0.05336809834071287,-0.019182159325672025,-0.016374453548150623,0.022655782215075762,0.036647284144418604,0.01708998265203689
FGF7,-0.004652311931250022,,-0.04027814154582529,0.07275941534637884,-0.049225803477223426,0.019808752700468,0.052015284589983696,-0.029089727266212364,-0.05389274324547745
EFNA2,,,,,,,-0.015462463159104515,,
HBEGF,-0.046924166216406674,-0.05403179158556751,-0.005532464453911875,0.029212319723581476,0.017492209066660165,0.019105467000116408,0.020243803784015132,0.0008245259719476141,0.08419392393923336
CSF3,,,-0.02708350909102212,-0.009687103520608484,,-0.039033717295488636,0.04851602738493582,,-0.03652384021682893
PI3,,-0.022754965802329552,-0.04009778345444814,0.019853281284423863,,-0.008102711167406174,0.022831226248125617,-0.030056450560090934,-0.059749578391928446
PCSK1N,-0.02364167031094695,0.027186664525897748,0.031240780026469357,0.02167376811246113,0.022532377313145065,-0.0022317587963822834,-0.04062432991197791,0.0026062680263181765,-0.08746334320238347
NTS,,,,-0.045971434847971185,,0.021025176966206646,-0.01883807714941897,,
SFRP1,-0.02435254044189559,0.07130194183268528,0.0387319194894978,0.12409639420772792,-0.040821305262523186,0.004552262421968637,-0.017029778816041043,-0.042467895653969606,0.004592426774635905
CXCL13,,,,0.07641767676910255,,-0.03799079402252716,-0.00500167181064885,,0.11115471027305857
MICA,0.030914054596603978,-0.018092649512475252,0.00319995205384259,0.017347396490635297,6.831738612662264e-05,0.04747108449620437,0.024792571499092406,-0.01626239681924553,-0.03209886620467632
TG,0.028765058181981697,0.009766055994782542,0.03302096559503528,0.022770142509772964,0.03808378777230181,-0.0034530586843317707,-0.0232011513207778,,-0.03264778025568753
ADA,-0.037028640939498064,-0.033254801150103236,0.04770267010232385,0.002800182589623912,0.0048327626459447985,0.014395069200835995,0.0010839706477299073,-0.03721036618015911,0.026541170017625855
LAMC3,-0.031201467427638796,-0.04303055369262593,0.00521101111971432,0.025694279840456986,0.0587803406016471,0.01353737920909705,0.08078575324592395,-0.046072173731808636,0.06804616540484218
CCL7,,0.035051600232743084,-0.015469193405455476,-0.02057032252127044,,-0.02534917454547164,,,0.035730632489635386
NGF,,0.03442489512417178,-0.0034646323073197994,-0.021956678304999908,-0.034899095568875195,-0.029276267245159072,-0.01525462164042261,,0.00928166469204276
TNFSF15,,,-0.01722570344553236,-0.015230196990951518,-0.035245135858760386,-0.02471259871503314,,,0.06581553396680626
HMGB1,0.026245815742149646,-0.025279521335427907,0.018983569405165695,-0.011820626848200674,0.028753102096232386,0.02285501959229609,0.00388899118257302,0.030947809142159652,-0.08428148484537018
ITGB3BP,-0.04311231551334071,0.051970025706224526,-0.024027095433140473,-0.027080598694220952,0.00032836599249687847,0.029806698689608054,0.024725434567248152,0.04293558408393864,0.0188498619118298
AANAT,,0.1017641973606689,-0.015673630075016005,-0.013723318342283502,0.17246197657875942,0.0176895664165812,0.01890256755784612,0.02810889958753461,0.0007527945600503805
RELN,-0.016069285001484242,-0.011100436378875143,-0.027205911778487968,0.055781763693045154,,,,-0.05472105761148671,0.011302798408892055
IL15,0.017888376793176418,0.08389693575024132,-0.008341136815045844,0.02656257669811529,0.027132877410059538,-0.018436971450857275,0.046719256519483596,-0.034670708405845733,0.011996540351724002
UTS2,,,,,,-0.01893760705710733,,,
BSG,-0.05128556433050253,-0.02851473540567599,-0.004453553152060738,0.006953870455244716,-0.014174023928287528,0.06117596240676452,0.0519049765144382,-0.04829490536459772,-0.04475502648310327
ADAMTS3,-0.04238196503889482,-0.02960957274941087,-0.007646387357308302,-0.02376203812853203,0.11255687400974627,0.09725895493981394,-0.020342876674323267,0.02260769903447346,-0.045634215821199024
CD34,-0.07043167556582389,-0.07104683964920841,-0.006670925514518253,-0.030072062865775486,0.05873809808556865,0.1053240904768763,-0.03148986994566087,-0.040140067533350546,0.09301457913680561
PLAT,-0.09388112224566303,0.010021088756039293,-0.0027100585424805505,-0.0011471894704581363,0.0663526902925705,0.06007673978626455,0.04379624239060609,-0.07453068542847709,-0.0010369348158056305
NTF3,,,,,,-0.006234790952948997,0.03824788065047091,,
LTA,,,-0.019826456527043894,,,,,,
CKLF,-0.03999617484898368,-0.014552181119242256,-0.04159574804444651,0.0014677070897603632,0.07861310595421503,0.04756180254272175,0.0095452609959121,-0.03790214420886458,0.0263308412557334
CD24,0.018891965764016364,-0.009094949127673628,-0.021388163768862885,0.013911549740175722,0.023619858055957135,0.010232028521868816,-0.03350708653558532,-0.03031712449321753,-0.05962218572556979
HSP90AA1,-0.06337738743023809,-0.017556243263758913,0.018917798862029447,0.06411761022437912,-0.02563185288874863,-0.11913283742452142,-0.022063383863673097,0.012097647176653568,-0.053472429553234904
BMP4,-0.019948248805978945,-0.04787543088857703,-0.04625750314536078,-0.02663231608668354,0.023281609660388867,0.012278250030783509,-0.0034109800564093404,-0.04073590416836979,-0.034521824531423995
SCGB3A1,,-0.013758078922822981,,-0.016342778007467234,,-0.03858251529163863,-0.029599128006457087,,0.04064277664267227
IGFBP4,-0.004171916334370121,-0.037666152753794854,-0.0018614193059222801,0.009582296719130006,0.04709761443200666,0.04197172703664632,0.055280233304348024,0.012486550385024735,0.05050361320052909
RSPO4,,,-0.020903977061883405,-0.018862222423559654,,,,,0.008223107507654885
LEFTY2,-0.01919167031986822,0.003144373114157142,-0.031200731290384406,-0.029277084927659368,0.23980463198147683,-0.02151857862177635,0.07278289630986394,-0.02208882786837802,-0.00940039845510207
PF4,,-0.014271798387719678,0.11312371468131006,,,,-0.014172418001514302,,-0.022028924812755448
ANGPTL2,-0.03237388960814064,0.01791533187280164,0.007616244028072433,-0.06368570818682184,0.04863171113493142,0.040963927545802775,-0.028372084128349743,-0.019175808895580765,0.05314731927118593
LRIG2,-0.05426980399610557,0.037044544312102905,0.03463024347386711,0.061470635330985575,0.04328583018141683,0.02784464540466406,0.012646733616161246,0.010458723891138761,-0.025106951556231095
ICOSLG,-0.060041632838194074,0.020949002525703572,0.04333042381911972,-0.00510888148360758,-0.015505040852560407,0.04936222364043308,-0.006263012701397898,0.009358418596447126,-0.012616479467831431
WIF1,,-0.025679784695850447,,0.030627004333426303,,,,,-0.012168379769764625
NPPC,-0.009536875508216842,0.0019968938151401325,0.19781822743286773,-0.03290369367658436,-0.02928811560025268,-0.03784174628734683,-0.026815164977846844,0.08831943161548565,-0.05294059472421909
LYZ,0.037991318359522935,0.03483249032273488,0.02535546699210535,-0.07843884564541993,0.04425828271198794,0.026461373596557668,0.015311832680016185,0.0450034636284941,0.08451559075124598
EREG,,,,-0.02654362237991106,,-0.03409088697816003,0.017898273958338987,,-0.025361818149339545
SPTAN1,-0.03983785336794058,-0.021024603034847232,0.03686205136831908,0.06650078168827524,0.010421312687211349,0.011237727363489542,0.006047542932233146,-0.013835214987080123,-0.022634319324234334
LIPC,0.053665411645124096,-0.017472432494445415,-0.02425433516204711,-0.018261735850209477,-0.019477802357130113,,,-0.05095487656800777,-0.01902885486887147
COL8A1,-0.0032214111611715435,0.030101833730507784,0.014746164349396499,0.013063748870022497,0.07491027941190834,0.06109421389386631,0.017657281026303876,-0.06285061571060913,-0.031393884807693256
GSTM2,-0.002764313303167066,0.0016850168912580796,-0.009480980752839518,0.0267240115311705,-0.034130819092216796,0.020678205517085758,0.03223255187433686,0.16981110762902665,0.04139213614225918
SPX,0.004500419086443178,0.03746332499381494,0.036005558304169856,0.0023459302019603434,0.06705280146222063,0.008605823770575421,-0.01759686844732462,-0.0030089414595550444,0.04944229602050945
MFGE8,-0.03479613526109614,-0.016685737150722583,0.006420422594898696,0.015580478300505855,0.0788424935628174,0.02986983705388252,0.058341477226289025,-0.06627655797832437,0.07842442293055259
TGFA,-0.04343842217727669,0.028632742600624955,-0.021321469214884443,-0.0013300134852830138,0.04712972839094727,0.061225967252833885,-0.013270792968126133,-0.024808688226281385,0.03913995507402476
SLIT2,-0.019948245613959987,0.06311714355093286,-0.026791222225870194,0.035649046956526036,0.0756030559374302,0.010805129199280781,0.0490309250020039,-0.044911547395109074,-0.04175077054528466
PLTP,0.007834633830958882,-0.022120655763183242,0.023554901821954247,-0.056777442221754376,-0.03203818386809231,0.05389131389494573,0.06963445869451879,-0.08797887562976911,0.06495626537269636
APOD,0.01832326375406158,-0.017880459177560336,0.03150501592103482,0.029105586585505484,-0.02760485491205174,0.07112615219839104,0.04056167537553381,0.06667657333290629,0.04802216117589223
B2M,0.00014819835487570645,0.07535389081451148,0.02400657386385011,-0.018578559264360122,0.027683128948801792,0.08361014831242614,0.08638675575249559,-0.03318608421621607,0.10359466450291392
OMG,-0.019567784655057357,0.009640405649749134,0.007750085126888466,0.034293234555295905,-0.031826499051172887,0.031936231967585806,0.01466621927210976,0.05949604913043101,-0.06021058006192602
CXCL3,-0.015609447934400462,-0.03524377644116828,-0.04701156922752534,-0.018695451432019762,,-0.027096173171824386,0.06768432264464516,0.0031491237721967573,0.03101214010871442
CXCL10,0.03506167362962203,0.0025986239406949967,0.06585387805278535,0.01241091395584853,0.06662383201800524,-0.026176274702785843,0.13268860226985302,0.035901991185760526,-0.040564924996104486
RSPO3,,-0.000387685779747774,-0.0156736289169122,0.06012119413638616,,0.019142283073772134,-0.010290947795411442,,-0.043090694684975346
CORT,-0.01938332264233451,0.10439263132770747,-0.0010724101174227985,-0.022163360041307978,,-0.014082052699120422,-0.014830715109794182,,
NCAN,-0.044345473568132,-0.012799545707903669,0.014289919513659984,0.06334978954904172,-0.02499067008027133,0.05682923715902594,0.0030930219380277788,-0.11624783523250926,-0.03735589965408457
PRG4,,-0.020690509703278247,-0.015469195816099637,-0.013075329244163847,,-0.011876294615034925,-0.021883627695959834,,-0.030661262178914565
ZG16B,,-0.01907830301265522,-0.017953893623226556,,0.1482386206303323,,,,0.11535457658225723
TGM2,-0.03807412031530578,0.006890388367698271,-0.009264672407568298,0.03085724338502176,0.08275354651726709,0.03398277913008963,0.04817930067612413,-0.03790749971803104,0.17385991065228765
VEGFC,-0.01938332389036541,-0.02627071828856923,-0.006367805621972543,-0.020127264452056856,-0.01591471165124173,-0.019070886980589553,-0.0029887881027312133,-0.015348972747083687,-0.040995762330601676
WNT6,,0.04176725297470039,0.005428955444655116,0.0018748584794025887,-0.025858792973491473,0.00981725263223576,-0.011512204473318419,,0.0057832561945496755
NRG4,,-0.01267167496731286,-0.0036006871760688635,-0.018624096614333997,,,,-0.017160828561834825,-0.029202802316212487
PMCH,,-0.014604787337762284,-0.026086253284480335,,,-0.025765691002376512,0.019097590570524698,,0.17834604262932327
COL9A1,0.05750233723547318,0.002248338452549167,0.02563670992810823,-0.03773213196203165,0.04356340313660911,-0.007546706943244781,-0.01667384722209076,-0.09310277687953124,0.09864097840616809
GDF11,-0.006218955803302947,-0.01641406462957122,-0.030525037545674958,0.03076825640123629,0.04234979621887887,-0.034710180553286646,-0.03112212141267289,-0.017909163662513196,0.00705999041106709
IL24,,,,,,-0.019210278337311565,0.015572808573541836,,-0.032647761508420775
SORBS1,0.10015900818574452,0.06074143714251773,0.017672567350820782,0.026046198069704946,0.005410445129784163,0.01462501559080479,0.05395008617397947,0.0363300706657367,-0.07972773586532061
DLL1,-0.024657782579742816,0.003035133112848823,0.013801963355171334,0.026771869743205497,0.036282526371029265,0.06668663063215305,0.07521545488101267,0.02600815945464285,0.03144737069122747
TLN1,0.06071750619362185,-0.010405616667416276,0.01074826428846664,-0.026621030861612747,-0.01806164347893915,-0.0007573888904089437,-0.0066003618631015675,-0.009368741935715685,0.09908494100100976
COL2A1,-0.018205897070243345,-0.03807208572558132,,-0.011678252565945586,,-0.019597153726793253,0.042275969407753765,,-0.02631015744155671
SHH,,,-0.016075034279331893,0.02194817925371904,,-0.017913577506545604,-0.020722254460334055,0.003624731056827541,0.010606791010506397
PON2,-0.05030547053003319,-0.015950646640656416,-0.0592477057063882,-0.018668751859902282,-0.03353154931651483,0.050878246554062104,0.03631531401134578,-0.034946988452672335,-0.021233722786212786
ICAM5,,0.07777176034638233,-0.0009279502719222115,0.029449708488756964,,-0.015761053548449085,0.10123905472035277,,-0.02919621265631565
HPX,0.02404449696035236,-0.03437919090040954,0.002569673785460902,-0.011580305796402731,0.005069465189840709,0.016895678281745295,0.07343592615688957,0.01657992475563653,0.02199542426176398
SFRP2,,-0.01829140259234844,-0.018307721994939685,,-0.04611794926052466,0.03369440114946695,0.02073597282063546,0.005210887506496789,0.01331390920176768
CFC1,,,,,,,,,0.0966004625262295
CD70,,0.020072006049428884,-0.031117918333371124,,,-0.06677097280084088,-0.011826912555770659,,0.023767917197452863
HP,0.018373857458685826,-0.05638556238413881,-0.08061424510384078,-0.03718719423555098,0.012600785222029374,0.04599998652765607,0.027706218956314133,-0.041798959848935224,-0.05344858759837628
CXCL2,-0.05577269096108318,0.0004910098094280376,0.022137291817135137,-0.00879036480955528,,0.0061421925320621785,0.06173393865180375,0.025076021539101958,0.0863854948528631
NPPB,,0.09812528852276581,-0.05143944555850647,,,0.10806951234838985,-0.03043248276772171,,
CCK,-0.04165194143243753,-0.009157766533455933,0.011582354941601543,0.08155343601848584,-0.011395884026131432,-0.003185401872583685,-0.01782326605113855,-0.05799838272274,-0.03787778858147089
SEMA6A,0.0060091821644476925,0.04159838664405836,-0.03464001676591445,0.07955564438970075,-0.04412506652047911,0.016507245850347532,-0.04633024521077124,-0.008491002781173077,-0.05316349649997756
IRAK4,-0.05254850324650555,-0.008216996082783867,0.012211773185488698,-0.05430029790960611,0.0015433075335141322,0.01382667937686608,0.05298948369308361,-0.034507400828981384,-0.013789971428767542
GSTP1,-0.06530404510434419,0.009762542233599346,-0.019106677172640266,-0.01595892570643278,-0.07254901749440441,0.07404234394123684,0.01739395118878806,-0.011299987226935551,-0.054440574574059895
VCAM1,0.025495135514302835,0.038351161248253156,0.00983924470497279,-0.010640622355873692,0.057186173895212286,0.01826784669132236,0.05312590435961553,-0.03978377470299259,0.08380227583959175
NXPH3,-0.07747378536839068,-0.06007801141582555,0.017941783020501936,0.01197165465984796,0.057063550401723874,0.09712862238489392,-0.06594843061285105,-0.03271615959827175,-0.04879637862128805
MTMR4,-0.02761751380487937,0.04559416482466345,0.032270066452323956,0.0012590520126810447,0.00388625668470895,0.03475484339426708,-0.003899223430081555,0.02447128242286885,-0.027130080868019442
LAMC2,,-0.013931307985800173,-0.010691132844442877,,,0.07019638243381013,-0.018315596898284374,-0.03155445542002207,-0.02812121244677664
IL10,-0.02013337145770904,-0.029435322482908557,-0.024532010736061566,-0.03620087965184095,-0.03123573099139408,0.05755201608558622,-0.0002941836660362317,-0.03043730257716754,0.04400794588999619
SEMA4D,-0.018140644670526406,-0.0057539567258413134,0.024586921325471484,-0.01789607626772858,-0.07140598670667941,0.02710238925325642,-0.01861739593077211,-0.015250788107570913,-0.05363837069363917
TRH,-0.017797610885532507,0.039299304625621076,0.024218433943781297,0.11263101872772975,,0.03947272463955754,0.04750921498910763,-0.038639702645401404,-0.015370701945946658
SEMA6D,-0.011632743452399216,-0.014323328144925465,0.0037885933395480397,-0.012275462192957007,-0.017929026550672744,0.012118267090821217,0.0034214295980195494,0.0250114027666002,-0.0831489060874041
CEL,,,,0.01125156580850679,0.0182061131062983,0.03053406183698091,0.09996856115954672,-0.06150956410597963,0.038408609954193526
PDCD1LG2,-0.0011200813833929797,0.016809311775677648,-0.037215182523688946,-0.025552101660499663,0.018148134580675036,0.057800863120395625,0.0021713723449706393,0.01680213972219007,-0.0536170389977133
SPINT1,0.0038833847080488163,0.09766402819474741,0.013564908461171312,0.029317539407453217,0.040771672554196406,0.0707653086514688,-0.00800488153644199,-0.001104173276865897,0.0413109207032674
CTHRC1,-0.0407899295321918,-0.054365025485205484,-0.058251101512702616,0.0068290082415796045,0.06460874078811352,0.004076673027048098,0.06185572342906261,-0.054960036905328115,0.05633239362272168
PODXL,0.011547892337663415,0.012790167903749263,0.012919660924710053,-0.015515112279980696,-0.04092075795999917,0.06390947649986967,0.028340897482945316,-0.05769635361252868,0.02844524561997228
JAM3,-0.02552273991424026,0.036074639013426946,-0.0011405562657297733,-0.05183644553185276,-0.030894199516830565,-0.011999773618714522,0.03430181351292169,0.03791933429341573,0.05324009676167497
TGFB2,-0.019880396222865863,0.019113453288845797,-0.021975945701917677,0.05259755753748124,0.04113827851036926,0.03394445483111882,-0.05244177348205256,-0.07316783776986031,0.0012930165606573952
COL18A1,-0.03434296696033329,-0.03764886232128381,-0.017740737418437267,-0.018545795023600653,-0.0016145720921810446,-0.0293372980954664,0.049264166507542624,-0.030095225406956045,0.07753572958072116
NODAL,-0.01167590139457919,-0.02862493663445835,-0.022639683909808934,0.0013780115826096393,0.02934299979346166,-0.028717449594717226,0.028909988933061622,-0.047468030038300565,-0.021446036280599934
INHBB,0.0014244939429811146,0.030962418882267535,0.01095497053334758,0.04901793832498328,0.15005567731071495,-0.010614633121273469,0.017235092348650623,-0.023535800222083708,0.012043917160275848
LCN1,,-0.013931311120401193,,,,0.027340371472713173,0.008552185572017349,,-0.01972463128692285
ARF4,-0.0026814134524059175,0.00637885522584845,-0.028342514021420743,-0.022713685609023808,-0.0036655835158574505,0.04750394980764219,-0.005145208989954178,0.04820593613156916,0.05424405467846919
CXCL14,-0.021712561131902668,0.01733621998242647,0.010722142257590942,0.07218822724566283,0.10990603890900874,-0.02153644271470119,0.021132459605239576,-0.09839216015085585,-0.07268068255366343
LIF,-0.02403901776303195,0.02597238962178189,-0.02257429618541234,-0.02693151458664856,0.035179184908663355,-0.04628822159229246,0.03254252792730569,-0.06900958442393439,-0.004035427007043009
IL17B,,,,,,-0.026581177312900387,0.022505542545064733,,-0.02230140737312312
MMP1,,0.08904593891969527,,-0.011492283421227642,,-0.041996190754535735,0.08194745770964797,,0.03708296283571328
MATN1,,-0.018291405084991108,,,,0.007027849158208687,0.002193907810806117,-0.0319188565725853,-0.020323496479789063
ADAM28,0.02164050938128152,0.06490207035295793,0.023778130441717463,0.005711394332191672,0.01832915273759223,0.05348558345259568,0.034733957136054976,0.017575105478498002,0.008554060696732107
TCN2,0.05804098344843067,-0.04812161288052739,0.03809035080511946,0.015059585542611432,0.02971250985640543,0.06079296411553137,-0.003879578874521775,-0.006619872633804204,0.057232265532308875
THPO,,-0.009142825232454906,-0.023283820063547823,,-0.028047089647304475,,,,-0.03045660729540685
CUBN,0.0011343447515264123,-0.008193224232847482,-0.03715055058534035,-0.003326905713393561,0.0881008344099813,0.09362225245322169,0.07479460791385686,0.005737750056502734,0.00972338903588097
TIMP3,-0.0787695775742144,0.05627068785990615,0.01639271811316727,0.0851134801121308,-0.010357186979741475,0.011141984265093753,0.052118586432183936,-0.021224037832137374,0.04369357089617997
PIGF,0.019362105638176978,-0.017434692117176413,0.019083019270649714,-0.0016474550854807708,-0.020191410382957853,0.04553749806443861,-0.010263046225663933,-0.033900473672993925,0.004529218912390685
CRH,,-0.01632218961865923,-0.0017694894100467623,0.11058889679649235,,-0.04355836758791473,0.031094427689801286,0.06442349615155682,-0.04451166510688283
BDNF,,0.009777154342406712,-0.017099364119047035,-0.02546044152281888,,0.024286485404744335,-0.00879378291134784,-0.021029235755873902,-0.031050933132546508
CCL5,-0.04181245098111778,-0.018478949513339327,-0.021273064854408868,0.041994074575151016,0.12345781311869426,0.01489292629229259,0.12261114331806258,0.012379854101652545,0.06905876544054562
GAD1,-0.02211441810223852,0.04869293360557844,0.10591023709817615,0.09526967384555733,0.08196430102187685,0.045097426888178097,0.07915628149764314,-0.034682437209652424,-0.06861516209552454
COL14A1,-0.0345021647006504,-0.033011460435006516,0.014682078279990466,-0.04484595723638533,-0.035329205654790655,0.027659553153410028,-0.012248841030275147,0.006364418578914093,-0.0020099552355958583
HLA-A,0.023499261476534302,0.023776193338973014,-0.009713035499673546,-0.05348026286466967,-0.006465649238833135,-0.026234871873197747,0.055193432845859466,-0.07466835191136698,0.004496141233527354
CD5L,-0.03402828228853648,0.004427902180400136,,,0.12790334739850612,,,,
FGF18,,-0.014768629758043121,-0.014405437507982743,-0.01593392937903378,,0.11905271452027318,0.007462474480002479,,0.09826865604748115
ADM,-0.017555927106052232,0.07784215510265627,-0.041635394385644606,-0.0004385495204166525,0.034923379213952485,-0.00024162416324903846,-0.0034683565396336977,0.023153334498820902,0.04028462120637941
CCL15,,-0.027232124427101535,,,,,,,
GNAI2,0.013538597492880796,-0.06226834723567704,0.04636501220844255,-0.03111078647333261,0.05547209122585907,0.0027646523141837505,-0.025733871048837308,-0.028075718048552252,0.06641784866283507
HDC,,,,,,,,,-0.020323487275469856
COL11A1,-0.02241480276873402,0.0369842801162155,0.12060398449562783,0.025685884776625534,0.11062016271627152,0.018622542538652476,0.022640882635840458,-0.06430666716860911,0.037685004339440796
NUCB2,-0.07233632249544082,-0.005833282412916517,-0.0012629070809237245,-0.019529139338674378,-0.016340390563676956,-0.013590085485699609,0.00820171339022875,-0.06666005096597655,-0.03132261574003563
FGF16,,,,,,,,,-0.02002615467314304
CXCL1,,-0.005377486602238562,-0.022053975024796345,-0.036625633864309476,,0.010260561609425529,0.08119288350838787,0.02965642242270946,0.10771456262347325
VCAN,0.06243813277068284,0.0667780140590853,0.02039729087056548,0.0317936218990625,0.024240264704627673,0.00954764529906347,-0.050932094424366005,0.012820827072286236,0.04375209669267206
MMP7,,0.05636255849426847,-0.02863898966473158,,,0.004747307723014833,0.0698000695169175,,-0.031164000807956383
PTPN6,-0.07465482492084527,0.015997579905383363,0.02385049164782916,-0.03900097530350419,0.013513825741863963,-0.023868716946836004,-0.01812061871965086,-0.04280635697909845,0.03668088925800289
PTGS2,-0.03857465442562417,0.015788000736564625,-0.03517179066996193,0.015081703310044896,0.021806880558811238,-0.04168775832811724,0.09031015190972437,0.01344703464122599,0.022498365505437233
XCL1,-0.01738051713206981,-0.017886198363639957,0.11046915361310698,-0.012219949263836946,,,,,-0.006517419276427073
CD58,0.06913698101040364,0.0280926536547943,0.011882032968588124,-0.04401135557408355,0.008663275594790892,0.05684018910971348,0.08644731594140583,0.0556025408664986,-0.012994498274109012
TNFSF14,-0.0284317272069835,0.000783309692638467,0.0692477200474415,-0.0025411933859844516,-0.03823787741652711,-0.025138602027683282,0.06153543677763425,-0.0487832164554714,-0.0005066718987713464
CNTN4,,0.06651714845246237,0.07812824589529205,0.03686488527603728,0.05623690106533605,0.004584098574973079,-0.038591976953446114,-0.026419964921811326,-0.01890672398758032
NTF4,,,-0.019826457531849476,,,,,,
INSL3,,-0.016022732674480532,0.06550902381504582,,,-0.011483326257329236,0.03426264853346515,,
BTLA,,,0.015854516357296386,-0.012739703908442585,0.005837461240458988,,,,
MFNG,-0.033253720495403816,-0.030273239197033366,-0.02127892661158271,-0.009252847197269112,-0.02097470924956094,0.015786493245633092,-0.0005980186894301144,-0.04233151835663344,0.12110259699788564
ICAM1,-0.0034897508646230687,-0.011157097682852423,-0.035663429307658714,-0.039352785749091804,0.02581645592394998,0.0053980269537618275,-0.011663943711694854,-0.0036595093607918326,-0.012362385613284628
PROS1,-0.008674196711489368,0.06069201462284726,-0.012771672861700825,-0.03537332421025198,-0.02642444160211933,-0.022964062797211967,0.018622941544792302,-0.09109293192821091,-0.08129390886879423
CLCF1,-0.024936427019239142,0.0035394800017937095,0.013820170098589149,0.0063681696090190296,0.11735867801302385,-0.016750387171648493,-0.015830807317965132,-0.02766714282489344,-0.08201613373086755
PSAP,0.03985545589150172,0.02562912313172572,0.024822068449856606,-0.024388670307190746,-0.02917994256620381,0.014431665418977122,0.050223342532072085,-0.049242727838841045,-0.030209459963185456
EFEMP1,-0.03442692454542057,0.050624875742803346,0.018884827202811788,-0.08661411435704323,0.02482843237206648,0.03180973819113434,0.03260030632840083,-0.01508075808573015,-0.0670429181895382
C1QTNF1,-0.012282979411645446,0.043270438309768615,0.015517228273268709,-0.011556599378907163,0.08804649347501538,-0.004104964263545557,-0.003319098380370948,-0.049981368421857346,-0.043143973928457924
ALB,-0.026165961932670876,0.018216049203176116,-0.025574792647007075,-0.030092285102098715,0.08753481935343711,0.05695379977892424,0.032278012308930425,-0.027919349924096244,-0.02877440940409028
