,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.00609551015410806,,,,,,,,,,,0.03489167418725642,,
BMP1,-0.004756356911483074,0.09929732658522723,0.011748620767924788,0.017759381706401376,-0.0011648127305981235,-0.09805097116522692,-0.037401334088814395,-0.1638921804662586,-0.018075553123461676,0.008044878691477787,-0.14184192809072343,-0.16984989347258347,-0.06046976196401014,0.06630841083145846,-0.0774902444714169,-0.12327632156729787,-0.04690374653843815,-0.06833990742134449,0.05241038276583447,-0.0021484610932036123,-0.08698099813343585
NDP,0.05634779888705647,0.0355472648375436,0.07297273226732333,0.015563861846642251,-0.009688397497761661,0.11789605531269946,0.048609795494428155,-0.013468623261233477,0.011909070636521895,0.028844829533001146,-0.050175913468769616,-0.0587351843388899,0.05147913214212852,0.010712452017476486,0.04483851880576399,0.10759631781633881,-0.06931915922853803,-0.050573234561814846,0.040632329208407494,-0.005339903882970266,0.10684202059315637
TNFSF18,0.05838694744405636,0.03966094030830436,-0.04020170253509419,,,,0.05224977795640834,0.0006593886120683549,0.03293812503969593,,,,-0.025257711380729422,,,,,-0.030607522257988004,0.17696701630403522,-0.022882142246601872,
IL36G,,,,,,,,,,,,-0.027032486712428454,,,,,,,,,
RTN4,0.14776436548127614,0.007748683055746537,0.05852839006592169,-0.003856975065131662,0.059686309152067324,0.18203387971255755,0.2025862950720839,0.2369926027356301,0.10015826773496307,0.10777028206328552,0.2770735468634951,0.26828894674602083,-0.053369576607861256,0.022362023561152217,0.07541319156715783,0.0967747386906431,0.3026546438315732,0.08084082855688875,0.02036236427673212,0.17421690552923952,0.10416180875593793
HEBP1,0.011110364062148808,0.010305426548367426,0.01873605902700087,0.0214089360976995,-0.049280419841179764,-0.09188000748779587,-0.06424148459556066,-0.11576447425138155,-0.01929504701410766,-0.004046365653604708,-0.1595071243160667,0.01786639494524057,-0.010558535765329028,0.03158476614992748,0.0720465663598655,0.05189538824042313,0.08781562817971987,-0.0413195897293752,0.030256282470351396,-0.09764014909010174,-0.04633146780519883
WNT7B,0.09651152003368584,-0.053040439999644466,0.0016336798358464334,-0.031103836972484148,-0.03395069185517609,0.0840422104157136,0.10156090587093318,0.22169514911696647,-0.037606885975470565,-0.03606006420581092,,0.11103830572932143,0.1625289365473083,-0.03447726716091047,-0.02479124086854873,0.0240238112253333,0.04213407588091731,-0.03060749052028666,0.05370790796424712,0.09055399627735303,0.12236971569722763
PTMA,-0.10505281781863504,0.08386930268085072,-0.038097041679313375,0.08091626364297233,0.030715554955105886,-0.13447475595419436,-0.18425409144898838,0.005569326474470491,0.004709521705651598,-0.15058415650541282,-0.33816859954959716,-0.2567854628992007,-0.026824451511036674,-0.09191929736445249,-0.10160535544251502,0.023197396531615247,-0.009896112386747813,-0.16455025045139465,0.007420883645363138,-0.0960727518519054,-0.18277660309327395
FASLG,,,,,,,,,,,,,,,,,,,-0.01404201885217981,,
CEACAM1,,0.004327091111473336,-0.019164547490965113,,0.001153123874084518,0.02119124227971009,,-0.0507896906950227,-0.04201525831418575,,,,,-0.00710860985367925,0.13793250126580997,-0.004935740386722141,-0.0331031056962223,,0.06525710217473239,,
PDAP1,-0.04304645571326414,0.026682533343900798,-0.029558842092274485,-0.0005074303906611673,-0.000641329160112944,-0.09214274392064065,-0.023760886526348446,-0.08166286954615971,0.0694863834888669,-0.04001800342077644,0.03769309207287214,-0.09453621829486389,-0.00795239688356109,0.0719462111236999,-0.14066395271179286,-0.03728663393212897,0.05240667769996434,-0.06834432311607753,0.019511906192341628,9.570656918550363e-05,-0.012199326503334273
QDPR,0.06350732520538913,0.012975751863987648,-0.034497574371374205,-0.00434015219555416,-0.020662634338142846,0.22514573869207966,0.001725359361615021,-0.026749876915595824,0.05377342226768062,-0.029164777428770692,-0.310456948083173,0.0390600436560555,0.029850438188490033,-0.07574369719092923,0.10751220232703217,0.17221487482468964,0.00904499890300169,-0.0025844207265582663,0.00683627196564605,0.04580302738131897,-0.04443092067796234
POMC,-0.008583826927367588,0.1265987606146315,-0.03405234332975695,,0.06171488443711644,0.0396116361712215,0.0021260117059185898,-0.018879254393849486,-0.01786708222088985,-0.0415094153914672,-0.07765027811406819,0.051161971678490126,0.012760722201361801,0.045276780628065984,0.064125233440334,0.09579297370807197,0.05029768047351376,,0.042179935691276094,-0.008877398536245204,-0.00022464519740730712
CCL18,0.00018484072974320358,-0.040605186662970076,,,,,,,,,-0.12641323672215193,,,-0.021922622055537293,-0.04306880871344798,-0.09282794060588337,-0.09111196148585371,,,,
CCL17,,,,,-0.022722726592648998,,,,-0.0013015228655058639,-0.012582739784033495,,-0.02469494406384095,,,0.02549351774375051,-0.050999810871279166,,,-0.012727512895294628,,
VEGFD,0.013981559149031358,0.04551420562642482,-0.02744936930979251,,0.05929488918307495,-0.01195467904998402,,-0.020231498266695125,0.007826324137574309,-0.0327382957498711,0.12288615448424918,0.04147172699180789,,,,0.010157607255906953,,,,,
TNFSF13,,0.01796936762108575,,,-0.01567362825397147,,-0.051943627878179424,,,,,,,,0.05432525699765953,0.024018490618894894,-0.04676954797926922,,-0.020738419940545542,0.026391613409067222,
WNT5A,-0.03363900841701906,0.012360867819334194,0.031142932251712,0.08771574682809326,0.017905791122093055,-0.056592697089765984,-0.12220092279322661,-0.17268113665785348,-0.00018637942583033204,-0.021376492852739577,0.08476189714752724,-0.038474156530078386,0.11512821230477165,0.02140424209832978,0.09135630903100429,0.015923932525659674,0.020848618363919758,-0.06696662921803857,0.03705593744896044,-0.11541945778051083,-0.01983425118922206
CXCL8,-0.0934884732235944,-0.04956689352349307,-0.025701962445683492,-0.062275809044183,-0.05103561390828122,-0.13130074855240323,0.03203482121043244,-0.07814515061601748,-0.07753588346169994,-0.021072656768281992,-0.12213997805266269,-0.07487920609934091,,-0.03859822769727057,-0.257505378790827,-0.4478882948393024,-0.014447030401137113,0.05065059654547267,0.0007160335771963839,-0.07158385567709219,0.03588575672750207
GRN,-0.001507905884827957,0.022069407770948905,0.04001590723053838,-0.01932227102899526,0.029780782078427655,-0.11330934343833846,-0.1041703041468774,-0.15860858161754385,0.005986336987957007,-0.022392442862195987,-0.20099358405821352,-0.006306986508975843,-0.027340367259621797,0.11577764361437062,-0.06995497303961605,0.026474430411745256,-0.1359847498936685,0.012294337236077259,0.018249272979000256,0.046642048935125587,-0.009616494077231016
MIA,0.041040978200423614,0.03457048841612643,-0.011418310822874849,0.014733169602704106,0.05462870468183343,-0.0972641148461319,-0.01609239882057782,-0.0775309119076366,0.048008511531546325,-0.003676527517030468,,-0.03624686063951958,0.018286948080730905,0.0748816146162926,0.25465557247554943,0.25404255959818894,-0.012690553607979216,,-0.004906591709872915,0.01638339651972488,
COL4A4,-0.020333844289921486,-0.05567500835343595,0.04343733046052004,-0.0315417866137034,-0.04901229187069346,-0.09837605419673164,-0.054177190223235555,-0.02203235834672418,0.021121055945322948,0.06691488950634558,,-0.03516079954618382,,-0.027717044073179826,0.10474074109168857,0.0714620639382807,0.017549004430905058,,0.0066994527978081935,-0.03747401936514132,
TAC1,0.11306570386884694,0.0580242641381162,0.05817104231700739,0.10799735436664651,0.10590531317014831,0.27930583368193357,0.1799592108397002,0.28089042801112607,0.1723052313286453,0.0964772089238637,0.31901048038364244,0.20473943501568334,,,,,-0.01721058055612014,0.014681992850393297,-0.01673160988884846,0.19206653472961924,0.10144648120615415
RARRES2,-0.05598088204197977,-0.09424517921066805,0.0005314479431744239,-0.02297045693099471,-0.01110526302866121,-0.19015147716542638,-0.10319860819163673,-0.24874128699036283,0.04346973389827684,-0.06252194375388154,-0.024149052733907363,-0.1351562451891335,0.07152195502234737,-0.01943544682707176,-0.15975200255853672,-0.16548738790718864,0.026722985925328187,-0.06220284720332375,-0.009610838671101291,-0.14694675320093709,-0.01283463024643982
FGF7,0.005836965185347761,,0.06649513218213185,0.047112127717871835,0.020788025221139875,0.09186901211532267,-0.010607833327603566,-0.03235042438597998,-0.03725301120474203,0.04732276890290184,-0.02273825625931404,-0.005820952077199654,-0.013106144195286936,-0.028545418409035135,0.09640153522584094,0.06962056115866681,0.05972221763417404,-0.036846573090143754,0.048961365441786184,0.12608128530817606,-0.007071887522584556
EFNA2,,,,,,,,,,,,,,,,0.037225523583032175,,,,,
