,UKF243,UKF248,UKF255,UKF266,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
MICA,-0.023528672862199385,-0.002625554748876698,-0.01821596366215229,-0.03521233390234712,0.031070954570626662,-0.09532207947312739,0.0017843002100022855,0.09984720365702025,-0.03404854872761014,0.0030119534395505877
TG,-0.03776935585881587,0.01154112286829602,,-0.02378971112273873,0.004468248700134464,-0.009622689322394216,0.03939005916900878,0.09174525637622609,,-0.04572030428841
ADA,0.044372006100025056,0.05150018154370617,-0.0327073985455376,0.0343490609137754,-0.022691887202992013,-0.035106028928687694,0.016544243656338546,0.11913477456523852,-0.016382933075011107,-0.04698430124845395
LAMC3,0.062082480512033536,0.00795381835543525,-0.006906617111908243,0.06760262833025406,0.013690381915991322,0.0024437106394778123,0.031141787290163297,0.031566309502905954,0.008870243576187285,0.0015977439420733475
CCL7,,-0.038051638897362766,,,,,0.057332147224710306,,,
NGF,0.012625305480234264,-0.04152298068849789,,0.009210430877865931,,-0.07973500961964768,0.02142642566048968,0.026414053492589774,,-0.040665790166492286
TNFSF15,0.00922209462514387,,,0.08253006206173744,,-0.04681618106812509,-0.028548300644852368,,,-0.005117077932073793
HMGB1,0.08199659555817182,0.045008000336530796,-0.04090229623792574,0.10612887958590661,0.01912498299358573,-0.08712670724060088,-0.1331058790135305,-0.01580040567066629,-0.01227166646048211,-0.03443606352362894
ITGB3BP,0.037819877759035,0.042592421529340785,-0.005895277511099736,0.09681212486590668,0.05762876365096304,0.015682633323929784,0.029020804779992686,-0.02274864495152588,0.027891064113420537,0.017132555213034358
AANAT,0.028814832630609792,-0.01499396586624885,,,0.007554828885069802,,0.042770158259022924,0.06355336548263302,-0.03468147915996604,
RELN,-0.06186599105585897,-0.023752190734736403,-0.009154261805248183,-0.006855258688454463,-0.08463068999151013,0.03383388895226941,,,-0.005612083769892957,0.026140271463957674
IL15,-0.06309796333802944,0.0863259571391928,,-0.019614079260237262,0.06248042297722418,0.12706392850929366,-0.02525887015949405,0.08071652544039676,0.01720472952538293,-0.01565214670380906
UTS2,,,,,,,0.0015650526836818186,,,
BSG,-0.022250679169010003,-0.0037673268197505744,-0.02350186724273963,0.09027429911333242,0.016952465092434043,-0.049228346223244235,0.06650711640620516,0.05290655852242408,0.06540811179451288,0.015464939370931706
ADAMTS3,0.006770167914040979,0.10674626723583525,,-0.03159260758208283,0.038766644256437804,,0.06990694713958562,0.20640454233756098,0.02784810633895237,0.03249004289606469
CD34,0.015024467255175976,0.005732400922877669,-0.024297330018501682,0.05485041629530833,-0.04355749160239217,-0.013290115542054644,0.03415276425346768,0.11945627279179115,-0.013473369592601099,-0.01169940724215373
PLAT,0.09320487818493588,0.05027398991000618,-0.02798594434802955,0.15759245177462403,-0.04294131379192535,-0.1255845774641787,0.10745126318182427,0.13073438216926994,-6.929718421307306e-06,0.07073597351151929
NTF3,,,,,0.009524436002465702,,0.009820459879392633,0.10496825282227584,,0.020228166675024698
CKLF,0.07120295999507592,0.04587787928712801,-0.03573083047767798,0.10628760656917179,0.05676472857992978,0.07859908235487369,0.06810290874276062,0.13165302016172106,0.01216950895780358,0.01955608744743831
CD24,-0.10896922582153581,0.017529381521509083,0.003153442672622371,0.11639053724655743,0.19697668665432774,-0.010393018738776792,0.09855639424662736,0.09599514882818154,0.015301814352477041,0.03398970644267553
HSP90AA1,-0.036529266927061044,-0.033913498267888906,0.03282368282472171,-0.1331530313392035,-0.04252241244387585,0.06664750864719675,-0.15982523689895514,-0.20123075583860153,0.04240860431640874,0.014178561371877223
BMP4,0.014554393027636696,0.03212357331629254,-0.05291533176628903,0.1468900370691272,0.009054360836499279,0.05724005309265459,0.0675828826001607,0.07264893966421425,0.05197226617159831,-0.025858536859958682
SCGB3A1,,-0.019590712840753696,-0.04199468314866064,-0.02503771907644967,-0.014977051480904193,-0.04464145895038017,0.06261687461617685,0.08448834473178794,,0.06390979686353926
IGFBP4,0.12959832296884183,0.01748689010348697,-0.10920368766182183,0.12394530647499016,-0.052484004552246624,-0.01775157304034072,-0.03156924803696965,-0.02543015452330355,0.06329600658677141,-3.660110048382429e-05
RSPO4,-0.043831886022668465,,,,0.07400493348849924,0.15591669856520607,,,,0.009399623144317455
LEFTY2,-0.029893910492078447,-0.0037425442622275097,-0.0010811126065831812,0.15586886141233705,0.013263763834662464,,0.06426325781844129,-0.008145728230357916,0.03607423634986706,0.02048351091801584
PF4,,0.03718636231127397,,,,,,0.025286711808393227,,
ANGPTL2,-0.0029178716455056444,-0.020623731617647464,0.08339922228224635,0.19869005947901164,0.05188249438838326,-0.04730265723268763,0.1370601609936959,0.13024075322484244,-0.03461650566467061,-0.0775480784896018
LRIG2,0.057661557659841337,0.04600329697529226,0.09209169060309366,0.07501692886688373,0.04057841466568394,-0.003984924307509691,0.04031876823738499,0.10693495252848301,0.04626564132040757,0.00989616306500348
ICOSLG,-0.03975668574382241,-0.006816506816727486,0.03839109372773878,0.051438366507962505,-0.0029987698790867254,-0.07265908436888698,0.13045498095390673,0.10083178917503259,0.034053472335248976,0.05313709544624873
WIF1,-0.054340302229241515,-0.04771657526749033,-0.05218315187257914,-0.12244063180426913,-0.027763791880282714,,,,,-0.06060398781328478
NPPC,-0.04067713582085896,0.046297218895692965,-0.0022161926483129425,-0.04803477553631623,-0.008315692665370916,-0.043709667383140735,0.1077430361524606,0.04944281641301577,-0.03175953587028413,0.04939130579142943
LYZ,0.04129559431693801,-0.019712890256054317,-0.024234576743745115,0.07919085106910362,0.04901656800964241,-0.07952848939829228,0.023402453069994576,0.046665027006254974,0.021938611653459044,0.0033154475703827497
EREG,,,0.03950896496112174,,,,0.06069307675074434,-0.04394182457543507,,-0.024363982147186988
SPTAN1,0.0897183934881369,0.017117256241185735,0.04020531941386326,-0.031790231215488726,0.08437899955096212,-0.028321107074579847,0.10317041147446472,0.13644889005607372,-0.07685669177825362,0.005976282667121374
PTH2,,,,,,,,,,0.01194287019732543
LIPC,-0.07099325108736201,0.049451843459023516,,-0.0039043177067597584,,0.08184562476519212,,,-0.0026071133725394306,
COL8A1,0.08016792387980316,-0.0479685454804148,-0.006962130794250154,0.09612738947198803,0.039070782814954526,-0.030479454022745222,0.1303009088377254,0.0796283286950633,0.012428640922403936,0.007736174186490458
GSTM2,-0.03948403017342002,-0.013981016316287936,-0.05575833780257405,-0.016586345101521474,-0.02345916780743674,-0.006371125382081587,0.050930663359240756,0.07585065460962152,0.012726760080999345,-0.02624447230040095
SPX,0.06395543566156191,-0.013623014292873062,,-0.05992724623276876,0.034332562262269564,,0.07784245973137138,-0.028153130398444925,-0.07506180675812298,-0.020777940732110867
MFGE8,-0.062496291019372936,0.016133909826310553,-0.07848381917195688,0.07712865180401535,0.04621236643494394,-0.014474232205815802,0.04235698078574174,0.06248903026670785,0.011559466421383134,-0.02102191027581348
TGFA,-0.09654184394698284,0.034993706822817855,0.0049486758001771,0.09539962501458522,0.0515721915677915,0.062345675542901706,0.06667892014399336,0.09193207785180972,0.03500055329794664,0.11192791957613568
SLIT2,-0.041648472803239515,-0.028847184670865007,-0.03121339586818705,0.004703567551582937,0.03740958863241821,0.1993491208269374,0.13193239100018614,0.07811098404524738,-0.0011205837797558513,0.07037535380737742
PLTP,0.16423375839757384,-0.013529533324100552,-0.008361327060977397,0.0583245187122686,0.1830866104976573,0.03155102961357306,-0.02012060665171738,0.016526488727088205,0.03782943161799472,0.030511540157517975
APOD,0.10044197222729827,0.07749636872558303,0.0634195288303209,-0.053830660569107756,-0.03370480977264983,0.08735675109163535,0.1876923081187486,0.2251699101267478,0.02279489840784444,-0.08257643559307831
B2M,0.09024874815037709,0.021540472101109497,-0.08731267194108282,0.11017470521083135,0.1588891082002949,0.022319240541537604,0.05464560084476323,0.16950648832078966,0.06775383204333808,0.006833527486256288
OMG,0.025749671149658405,0.06348551671656016,0.034496628519014035,0.026661799677169556,-0.03409811540798033,0.0006614359510542971,0.1403953241031066,0.15038349607154042,0.024298467572793924,-0.007863614124428703
CXCL3,-0.052357938137315305,-0.04457982144356212,-0.030195682100150934,,0.005966389613397734,,0.005078697595060398,-0.038757822809990704,-0.03205819714532663,-0.022712275890970784
CXCL10,-0.022669025038861,0.04772770674738145,,0.028068333530830734,0.01311574893777397,-0.021484192241830364,-0.006224801742179039,-0.006905587520046855,-0.018139262778261635,-0.03751746487059582
RSPO3,,0.07832989471970671,0.03997684126686776,-0.04255189387645148,-0.06559483754125355,,0.059125845965227665,0.11507474638975324,,0.10526370193450606
CORT,0.05168300281979647,-0.015192812164060657,-0.04157479119172471,-0.010903545686854301,0.02358524721863663,,0.013862889078074052,0.051690419487498536,,0.05390584442939291
NCAN,0.22967480901027693,0.08187449157155367,-0.02576683223015455,0.06860190996765014,0.023979836644562064,-0.02236718850221314,0.14269014630990434,0.16106198509283176,0.025188733465541513,-0.03744161480489863
PRG4,-0.004637002308470676,0.0008148893081166178,0.007011649195804058,,,,0.042538634481456346,0.021606229317786226,,0.051183588385798125
ZG16B,,-0.03098608258343052,,,,,,,,
TGM2,0.03206032350194634,-0.05419118400239697,-0.05410161586955417,0.01597645574765655,-0.023001221696092703,0.09579111975722844,0.022745470928884577,-0.019664150797725172,-0.008837879569783606,-0.049882685198358485
VEGFC,0.006212648663097837,0.06571284678239475,0.023499994804965268,0.06240073251852451,-0.004188359395492895,0.15912832863963258,0.0018229906152270716,-0.03913468466142126,0.005579500219755198,-0.006491785260693944
WNT6,0.003204824627865674,0.03681047394298874,-0.02887885014126377,0.017354880968277586,,,0.011708850049769251,0.06520416861229264,,0.14047953114508763
NRG4,0.012523846266527016,0.04557076621255526,-0.029448255934430855,-0.009909853117387214,0.006927902113570402,-0.03257766843243986,,,-0.033954477338016625,-0.028099750068012186
PMCH,,-0.031803351114534965,,,,,-0.0046192760189728,0.10851327878253762,,-0.03177909286079991
COL9A1,-0.034168206049815186,-0.03400731782619219,0.06733691082976082,0.1996425236201516,0.0886591995704173,-0.1130004082583713,0.1104659964047512,0.14257986095075356,0.017075687429219735,0.007970819075410597
GDF11,0.007929915602528533,0.06063911902665948,0.10276830698714957,0.128740967141293,-0.014441121953927077,-0.030985288204872515,0.02668026620732357,-0.02813790188174695,0.051103578738723114,-0.041113768148877426
IL24,,,,,,,-0.02159660831894975,0.0038046769234981654,,
SORBS1,-0.011686598371984519,0.0008465875123994245,0.007797003500629713,-0.010531025963296648,0.026806304394975763,-0.047028868111937815,0.03582932386639518,0.05453963050963545,-0.025542831786374898,-0.007844611497398856
DLL1,0.009488037432855376,0.04302445735938569,0.03625407452864398,0.08963538043712624,0.01186844426374647,-0.039643936949600764,0.08298922922008843,0.15142558803818865,0.06293361428832579,-0.014299041651501693
TLN1,-0.007454990793573584,-0.009127888032510825,0.024567296754697807,0.10060897293923611,-0.031096831154966906,-0.024639396523601847,-0.06973882579741307,-0.06457118433365797,0.11373329276303505,-0.019834986996571456
COL2A1,0.02937855906071073,-0.008680931030949732,,0.04543664382849058,,,0.0032159446391137785,-0.02150379884943344,,-0.02666427857066103
SHH,,,,0.05263068232163861,0.010459828730772492,,0.06247847211842122,0.08002239161239272,-0.03357511189779857,0.05502979219382758
PON2,0.21963896787697842,0.09769719776435654,0.026176482756976045,-0.010237994373274953,0.07315139205903608,0.08307846909027532,0.14234984960072652,0.1292291752242256,0.032448507706954455,-0.07929770743342977
ICAM5,-0.02846706609219997,-0.02053429921815808,-0.016634844300706754,-0.05594164864512552,-0.06280770499595845,,0.010760242959882356,0.0008712082453473275,,0.09352657250618843
HPX,-0.013687923761998542,0.0005511637833450929,-0.010052312929296443,0.14688840078849374,-0.021966170134285534,-0.04238048993199667,0.07479770406770199,0.1035388790637435,0.06935239264227798,-0.0025180839572208125
SFRP2,-0.038362100674332905,0.008787711295874703,,-0.01467018613165352,-0.023803997793049713,,0.03637863907747869,0.06590998170416976,-0.05296722087421057,0.05494958002771157
CFC1,,,,0.010241739943196484,,,,,,
CD70,,-0.04193080768807831,,,,0.07670423084131622,0.05655703360450443,0.025917457695416278,,0.025293889968387443
HP,0.1217261716003429,0.005090865404896751,-0.00482252556520132,,0.003664758027678378,-0.04412712857729256,0.06853368190153143,0.08807075014887866,0.015089789215673267,0.05023914437039263
CXCL2,-0.05587563918051256,-0.006671040586713645,-0.007551226064068654,0.05197178541025093,-0.035979399221062254,-0.03209423573883311,0.06068985897777949,0.012470341955572959,-0.01669912640248986,0.004246112648552814
NPPB,,-0.017046837983264725,0.07861876022601637,,,,0.048129253186967196,0.09536777559554224,,0.08662278888429359
CCK,-0.07848168439044882,0.09144763689317867,-0.04815888378818265,-0.1683047640038617,-0.1805759042925352,,0.13867454155848843,0.16933093215254064,-0.013224447968086,-0.00958430278492679
SEMA6A,0.12663349608020785,0.04468423938726553,0.02081163915469218,0.11119730761650923,-0.008359279339368881,-0.05321841890029917,0.06704541354901071,0.048079850984775185,-0.0008211672786421501,-0.040972778945175446
IRAK4,0.03066508527898511,0.011598927088975254,-0.07497679167485163,0.04216449589895946,0.0053444455286223895,-0.0032856243970990928,0.031045949074917218,0.04425688216552641,0.01854152046078509,0.014046054320890133
GSTP1,0.06295427096714944,0.05159531508356562,-0.03806073690076471,0.12257000272710808,0.10415423184823676,0.022352168987471124,0.0827666268344767,0.22207724884911392,0.015836152437468394,0.005405489873458702
VCAM1,0.07504964346313418,-0.059755414577562935,0.019985321406006718,0.08619061100491528,0.09606508500949394,-0.10428710478456087,0.11299203327695524,0.00718889631370017,0.08068453083846772,0.0035029388825477525
NXPH3,0.01592352501384044,-0.025457133651872486,0.06047075235361951,0.1512584552856155,0.06952600402376223,-0.04985291273687327,0.09859986478486453,0.13173229317788207,-0.011848469088555108,-0.01875617674340715
MTMR4,0.013050336174451983,0.04896711525241879,0.049268155006941663,0.043297699065240405,-0.012202509180366588,0.10852789205833233,0.17164817040615257,0.023299538723807234,-0.0032303974366262823,0.11147140021640928
LAMC2,-0.011550405489847738,-0.03853074624786649,,-0.02756491724118571,,0.026407872773198244,0.014131804780472455,0.04755303352367019,-0.03282873093518549,-0.019169065939052866
IL10,0.042559844686454094,0.011011893914327971,-0.04099801148073296,,,0.016198464779152794,0.06141291410502836,0.011584528069209097,-0.03166646368628605,-0.018379826789055892
SEMA4D,-0.008600812763464784,0.0026359787005154726,0.05732533072432048,0.015903977275803713,-0.011871112589652367,-0.005158760070265992,0.08730971626546455,0.1385516706570259,-0.0028740452212337023,-0.0037575695333919054
TRH,-0.028095734705561922,-0.036362172834192616,-0.01359617162716797,-0.01714081244636506,,,0.03066162546452267,0.11234017975026572,0.035289660366531,0.08407820965112464
SEMA6D,0.11821061472061788,0.05405539901898725,-0.03515671297520407,0.11283943649156909,0.009074568551817956,0.05059255867713202,0.02686200339882929,0.06890414939716359,0.008029948036395436,0.020344694928099455
CEL,,,-0.03329757033597449,,,0.11806801504641552,-0.0003546423115194369,-0.0326924720732479,-0.004327420132701252,-0.01689307732190132
PDCD1LG2,0.05145048388180633,-0.012687555228209876,0.03820951033832501,0.05533809009000802,0.04387431451145185,0.020305787599291306,0.045655306310344666,0.038459612953400495,0.0746253585789712,-0.029793773313994024
SPINT1,0.02461498358877442,-0.00960753749988558,-0.03997958761223295,-0.009979347455552269,0.013037186545704916,0.07205545514229711,0.12808916736378245,0.1740585111721585,-0.02353819671020811,-0.016019186388601888
CTHRC1,0.03101678521424815,-0.0019110966711837715,0.0099755038100239,0.18506430421324452,0.027352724446912897,0.058996600433620566,0.0686130020176861,0.02634866357065503,0.03127808883085816,-0.02837706318417736
PODXL,0.14141705895525816,-0.006601723613379094,0.03197445550801773,0.10817146809235649,-0.02824170129144929,0.024742745574807327,0.022273175782863853,-0.0075489665961253035,-0.025575839436264656,-0.05869693204469687
JAM3,0.02210378787768895,0.03535519055527656,-0.017374919747936667,0.11370826750774626,0.03624003414863922,0.04554184515931788,0.0766540512343957,0.010700542311449221,0.041416157434165664,0.05286567861831399
TGFB2,0.005346260646599165,-0.03361873264359823,0.012803764970464458,-0.03241474466204348,0.08323705742847937,-0.03315321007066712,0.06414455092813981,0.06130885743540078,-0.025017752611114424,0.0036036375971079298
COL18A1,0.05434626527904069,-0.003512872628314465,-0.00796430683497326,0.1266917256571053,-0.026783680397255805,-0.04552041793432307,-0.03499143451471283,-0.05599747209543468,-0.025106122561030807,0.002902757071405116
NODAL,,7.443895257995251e-05,,0.11537388792622555,,-0.023957021768039554,0.01836993275996695,0.06207192568105656,-0.027896608853794278,-0.0527204091705299
INHBB,-0.0021164102613779063,-0.05112159967335429,-0.04702760836596811,0.021146121172088833,0.0005861464371844678,-0.05597474502230436,0.09452851831752931,-0.03151375527998575,0.000255943436310496,-0.010681917661169025
LCN1,,-0.03853075491744127,,,,,0.026938767388319265,-0.032548297713965495,,
ARF4,-0.02614079999627038,-0.01831048491319384,-0.02777604960687616,0.07475698733275614,-0.022550191071023795,-0.05708106158497332,0.03247464317689867,0.15141566282015487,0.057540594355147315,-0.021757231202442356
CXCL14,-0.13718364878451686,0.021260968012093068,-0.07439613095650936,-0.12184295914223785,-0.009498161744211238,-0.03991818011086086,-0.041836360262180496,-0.06430744729458422,0.06958205828399365,-0.0569163852288301
LIF,-0.04068429156051852,-0.037947191294068094,-0.05752322862514405,-0.00949034452215616,-0.013734255792160924,-0.04921496601250028,0.010061954416338234,-0.048905724229525264,0.03075669175355801,0.04581930083262887
IL17B,-0.0015991404396080795,,-0.03034279461217045,,,-0.00022219751035311512,-0.01942800473370075,0.015267506365134614,,-0.04511374795394677
MMP1,,-0.004580722395817922,-0.03296808154835455,,,,0.003703521103828106,-0.03346938236592767,,-0.021176527902675702
MATN1,0.010013413661279802,-0.013673597792054348,-0.03660833772603715,-0.02357582812710578,,-0.007260681092742745,0.03025051386312927,0.06348650817306122,0.02662107395000872,-0.037748655077458934
ADAM28,-0.032211655067973737,-0.008814391276936106,0.020625847834215887,0.028132963040740974,0.0008964429961761783,0.007594010723724662,0.014827679090207133,0.027895161328428925,0.012139231940051372,0.019180864356105817
TCN2,0.1013408905646544,-0.018885774258505322,-0.028534964497093123,0.03406476966054903,-0.008020748427564547,-0.00459055737649659,0.10487602356397423,0.07746933715881942,-0.03394151845268731,-0.043791336676395905
THPO,,-0.025950406856374203,,-0.033525855567081465,-0.02887497812451055,0.11265237200415332,,,,-0.06825192999736979
CUBN,0.08053165754168208,-0.03932637569259002,-0.035568631455082274,-0.0029542295202149324,0.06603602618271996,-0.011291996246277707,0.049332549138239284,0.08969899380060256,-0.03927928745203444,0.038976472998458515
TIMP3,0.056281515514890516,0.018728412402145504,-0.025419799360006764,-0.03468447889257271,0.042223850049108294,-0.014985087756940817,0.03419777633392838,-0.09387792424597578,0.04663746875096875,-0.02671145304867761
PIGF,0.07002427054799855,0.0707429469932014,0.04510804913977486,0.0816398565577737,0.013516234881265562,-0.011770050726491586,0.08468242856215169,0.17577937130905702,0.035509429570675086,0.016977496552972482
CRH,,0.0015332189562317184,,-0.019867545786386633,-0.018042941156415228,,0.041231238705966046,0.10051033224740193,0.011739106659171536,0.08061761449711936
BDNF,0.02230305070024004,-0.00166407615112116,0.04450743613152225,-0.07485101108280767,0.005314209670881729,,0.10491895978278662,0.05872848705168238,-0.019489845873543372,0.05104500930261216
CCL5,-0.0017729082585354813,0.06516571634196096,,-0.0038970808159766402,-0.023779341943162773,0.05474288889298621,0.04493205022553604,-0.06169763607813887,0.04116022557018872,0.013355854720025715
GAD1,-0.10107732712416392,0.1147555697583381,0.06769370097242144,-0.13536649108735274,-0.12898011434174958,-0.03580117592114377,0.11063907415887722,0.1365489879111477,0.014804854554920668,0.13643883600712384
COL14A1,0.06091312727043659,-0.05507158878640357,-0.0040563017801820605,0.018426160020688764,0.07386422980412478,0.024519450547955592,0.07999155385117518,-0.027439253566908947,-0.033908332164093884,0.0603274836354975
HLA-A,0.19775042334157336,-0.02080335229435981,-0.029069560644421295,0.03881957451255043,0.06925697287299018,-0.09653728505370537,-0.08475683809496751,-0.14690734644908013,0.04806332955463811,-0.008738831570423196
CD5L,,0.016478798262862113,,,,,,,,
FGF18,,-0.040846582834566846,0.07685210455477595,-0.027564913225802713,,,-0.003300187827170119,0.025385005959188592,,0.020994229254166472
ADM,-0.12841585686145224,-0.10612277688522646,-0.0025163671194684887,0.04758674433115169,0.012007794914739979,-0.03791575629871301,-0.0676128358204626,-0.12723116593488473,0.013818028571008773,0.07413572353995965
CCL15,,0.005342823015225144,,,0.023597039731158318,,,,,
GNAI2,0.07558691507932497,-0.04886805455680972,-0.008764574451503021,0.10394887829306677,0.10281488119089933,0.02085255207370201,-0.11943981298662606,-0.015536824808786412,0.03563304684588837,0.051035683342929565
HDC,,,,,-0.024842751903201687,0.11783359082634591,,,,
COL11A1,,-0.01667372044986562,0.03962046630327752,0.1654134362231356,0.035425770039588945,,0.100514701882076,0.08745761158225909,-0.013964018183462764,-0.03253827515317479
NUCB2,-0.0038644344161399458,0.01593617594266003,-0.014749266480944049,0.024061173254585448,0.02810046013628022,-0.08298731091035007,-0.0707207428982347,-0.05644637755774012,-0.03777737844814137,-0.0422668927161274
CXCL1,0.047325759871522294,-0.02197061637523008,-0.029898636512478233,,-0.013617125870124862,0.03901691686345033,-0.03882634098678789,-0.00638748123198187,-0.008224635816360387,-0.0184049563293615
VCAN,0.01956496346939343,-0.02288807933842419,0.03500459334546539,0.1826384230728304,0.03568425766909723,-0.000636577889129551,0.02702775959867108,0.011958463110046233,-0.012697314899435338,-0.015694192067533193
MMP7,-0.10025908663757237,0.017027004916382493,,-0.009424607930417344,0.06243413745152301,,-0.0006756135565233524,-0.024051726690883405,,0.05769790634327816
PTPN6,-0.0005878196811035652,-0.00013351366356229916,-0.04675199043823058,0.11936304768436086,0.04951653639206198,0.01087884862242339,0.00790629690987893,0.06604013177204374,0.017524362024141985,0.016821199215435893
PTGS2,-0.02516559417428123,-0.051754810653634895,0.003188708597821396,0.027890426124971064,0.030696914731563392,0.06147500981674944,-0.008039250118323567,-0.10160728031028216,-0.041053357565421146,0.0673487837584904
XCL1,,-0.03283894672591924,,,,,,,,
CD58,0.04374906851294502,0.010640194662813426,-0.02660063413971603,0.07645920596297061,0.05962953222749417,-0.004562423129823654,0.10794973797135846,0.10233709408515515,-0.011655258903194592,-0.010645411993383341
TNFSF14,0.006082795894968604,0.0016223663589948257,0.05518244836252801,,-0.04495107371602259,,-0.045838988229055785,-0.0202316349667985,-0.02162103825177796,0.008609255517074187
