,UKF243,UKF259,UKF269,UKF275,UKF313,ZH1019T1,ZH916T1
IGFL3,,,-0.020560848583056377,,,,0.06690843566555883
BMP1,-0.017993930928538134,-0.012313608534943857,0.1167631459413723,0.03311620933722236,0.052371601913883584,0.022557721704012438,0.009785456194179993
NDP,0.04595991000496975,-0.008507006501874362,0.0029688483608332917,0.08832688236923195,-0.0005555189072925954,0.17410476178654383,0.09221900113603863
TNFSF18,-0.019872599663920746,,0.0727745613242661,-0.010336035537131066,,0.20636326924132367,0.08099461105474831
RTN4,-0.05519714897394991,-0.006059015278115534,-0.10529307594989716,0.04957834559808875,0.020542942043915276,-0.03488260022642357,-0.05675488051942242
HEBP1,-0.011944260132474554,-0.024097350809350816,0.026215676296772003,-0.0006885049687314765,-0.017953307594984196,0.036979266339621224,0.03301758818147093
WNT7B,0.05651920161446854,0.033594517981589606,-0.07561493800255478,0.02638870454822209,-0.03460324617875487,,0.08788775846466487
PTMA,-0.04072275634286628,0.007715226833456627,-0.03874367820568053,-0.017135297147684234,0.06147847575150765,-0.03993513230215714,-0.03444162036677167
FASLG,,,,,,,-0.012100009067399132
CEACAM1,,-0.002858259421714308,0.122642414026717,-0.016256121504430242,,-0.030603805644867543,0.007024503141242832
PDAP1,0.016921611230671783,0.003274862052504794,0.10185915540417241,-0.04959540122097389,0.06289243995660135,0.1318792401213318,0.00986842292621813
QDPR,-0.015428279309548534,0.030262276244043627,-0.08648687583369458,-0.016731323529401577,0.07245047707376173,0.036484962524888975,0.020552689744657408
POMC,-0.007653276841217445,-0.023751659123265732,-0.018390770572257874,-0.01199311828284996,0.010161332417864552,0.029392035083562737,0.05135011378793365
CCL18,-0.02665079015845497,,,,0.024311860129973623,,
CCL17,,-0.014783242686994385,,-0.012891048679109661,,,0.11310984565311434
VEGFD,-0.030027650888936528,-0.016470164862669334,0.01241930704948701,0.02695239818096736,-0.015492190535402356,-0.04160520312767007,
TNFSF13,,-0.010197149946747657,,,,,0.0335927126768798
WNT5A,-0.022660808474984508,-0.01851720050821132,0.11244263479959254,0.0961468966207085,0.02476068339702256,0.015303482193234597,0.044218952462572216
CXCL8,-0.013738580103961227,-0.014968117236638916,0.09352957642356163,-0.0686991622344135,0.04965557841185569,0.00473635491938731,0.05024329840818777
GRN,0.06662657961369728,0.02170721225264792,0.07313338385679964,0.04416052839275453,-0.02654286096783158,-0.050324565224285134,0.01226805832882581
MIA,-0.05673533141536175,-0.021900050095824318,-0.023416921162080807,-0.002810296443663944,-0.021010193583261318,-0.053461163298604834,0.13772610761904341
COL4A4,0.010852410378599736,-0.035629611319010907,0.09602822971345806,0.006856294419662053,,-0.03257769343146452,-0.051097873350886995
TAC1,-0.03785830241094893,0.014450241419158738,-0.0752640710366676,0.011488349489183714,,,-0.032337531553453605
RARRES2,-0.021311669017416813,0.026302525299432455,0.0975042025467773,-0.01731264510309755,0.022868834004385635,-0.04219613192535839,0.030864464206263285
FGF7,0.014273520581541488,0.06007378566823042,0.06508473860939323,0.009516366768999444,0.0951473499142141,0.08824017078026167,0.08065691054646211
HBEGF,-0.0057712350139238686,-0.009925619867571542,0.08500866817390612,-0.02907600508085141,0.042684172085504714,-0.1040905128708821,-0.003749049663760062
CSF3,0.0712093984978083,0.03140266184373387,0.015140038124854448,,0.009125963629421524,,-0.025898667619149954
PI3,-0.035809629476562535,-0.03040738068640477,0.008352792819076754,,,,-0.03334185676884835
PCSK1N,0.06437046358722924,-0.051328590831239,-0.07455409052986602,0.020229444435905075,0.09476176838704901,-0.04124532806392663,0.029138512537718538
NTS,,,-0.026347360120453592,-0.01537494733018913,,,-0.027711709436820067
SFRP1,-0.008537526137897647,-0.012898950669811523,0.013353380819866043,-0.028548051636023933,0.036751996704744556,0.0612393162246255,0.03626360637004346
CXCL13,,,,,0.030382034476036407,,
MICA,0.044573302387626086,-0.005690530532018697,0.08953720516577847,0.039925054250365334,0.01481790650910128,0.08839180140540599,0.010975749821983244
TG,-0.024096578325144488,-0.013920011408218653,0.034655130577882706,-0.01298724370188816,0.042531071695061706,0.045165900323613194,-0.014850664857017111
ADA,-0.03563490277876981,-0.014547986229961899,0.08268448832465851,0.016058101908123963,0.04650839737804667,-0.062444700898932316,0.031967480245316114
LAMC3,-0.029447592917011867,0.013391424658190943,0.09139289892103505,-0.030278725198947563,0.05430335888578493,-0.018301697485997446,0.00922767831959978
CCL7,,-0.010064146007731919,,,,,-0.027139293185545078
NGF,-0.017415237236406752,-0.0107070311397659,,,0.02531037817524615,0.059175995420608765,-0.010948880861033483
TNFSF15,-0.021544821942364088,-0.011206918810685333,,,0.0879465433356825,0.04220493546140846,-0.04785906435735353
HMGB1,0.05903969838226283,-0.023692017711485307,0.07255548549658875,0.02275600093936623,0.0047724711469515,-0.006050378414271879,-0.004604807615744221
ITGB3BP,0.02910734558606041,-0.035040879340313004,0.10715124215091926,-0.03953427001861369,0.043157637140186986,0.03898195208576438,-0.004669090547620199
AANAT,-0.031214059055301117,-0.010197151035070061,0.020791810172310205,-0.011679504158796459,,,-0.014192128464273932
RELN,-0.030027635303342955,-0.0008715110493716763,-0.029449610287673598,0.02014415952327118,,0.0011629902673395195,
IL15,-0.010593722094801486,-0.019077048972788606,0.005921621625302246,0.005094115617083253,0.04382328128995145,-0.04752403289989576,0.018698759708422885
UTS2,,,0.10055735273070705,,,,
BSG,0.038593108312535984,-0.052629581911529465,0.009132857907512214,0.008858428965240863,0.010676978363081653,-0.08232929388653329,0.08994685420522536
ADAMTS3,-0.057121948585285846,0.005111953349889373,0.04828738648638981,-0.009180611157997667,-0.029079203013321744,,0.062331277604458384
CD34,0.0963935938765095,-0.033056283330596056,0.052360342205969336,0.02395860551291984,0.07563288263835785,0.03746126926466847,0.032292830938403745
CCL23,,,-0.022001078180314573,,,,
PLAT,0.09458359861191763,0.04896935952489794,0.06714446710018193,0.027416573087008102,0.00910016720489576,-0.005744284727989817,0.011915568133887779
NTF3,,,,,-0.004999898466593034,,
LTA,,-0.012898950066378336,,-0.011248579699613907,,,0.04994953014711155
CKLF,0.0016855335999337788,-0.024126343644843198,0.1106909911987576,0.007422620210530229,0.04592506598026234,0.06566688154684949,0.06427627628441755
APELA,,,,,-0.013080561710381218,,
CD24,0.043581097187312755,-0.05025408621313361,0.03561266334719053,-0.012335311180363344,0.05119799383887295,-0.02784593656388723,0.04027264754923003
HSP90AA1,0.001989838844640929,-0.04368952648180963,-0.09721189550165302,-0.0929021305537452,0.020883517495947596,-0.07514130850731601,-0.08147761495560926
BMP4,-0.021003215896788677,-0.030094798959837684,-0.0453756217944846,0.0014749149303627108,-0.02898895711837008,-0.05464616285169147,0.016410554262117155
SCGB3A1,,,,,-0.031030153384842257,0.13192041237600016,0.006211588396295212
IGFBP4,0.07320720685022752,0.005819536355400445,0.1063347381192902,0.001711197111886421,0.042864114945016664,-0.03659464651649693,-0.01611653776692672
RSPO4,0.005278011335814515,-0.019744102977831964,,0.05033613886729623,,-0.040818074211132316,0.01782669353050363
LEFTY2,-0.03563492136599144,-0.02882158210706782,0.06186204528046363,-0.032218324332904426,0.006015110036929919,,0.0696504888381779
PF4,,-0.008780769116247028,,,,,0.004483272167678804
ANGPTL2,0.03385902335732027,-0.003888631602662786,0.06748428270863487,-0.0041371589850022015,-0.014009498863861606,-0.062319626251286626,0.09366163322996209
LRIG2,0.01734859528706707,0.00040159249741005584,0.07998699190111609,0.026413874250431617,0.01762021585635235,-0.07333729353809394,0.03298012862400328
ICOSLG,0.022255067593152465,0.035936676992376806,0.024661107006709624,-0.024665009593182147,-0.029863562852512796,0.014965485797657269,0.032493692613180844
WIF1,0.0017539037579325054,,-0.0725886655541061,-0.010095673756232014,,,
NPPC,0.02261848938467179,-0.013621138293383952,-0.01299268369502799,-0.01969345173179739,,-0.05695537446239635,
LYZ,-0.057910950370213626,0.011294398312392394,0.08740641526453281,-0.02249355353196874,0.06799583311170616,0.04891531253818465,-0.0325275334997123
EREG,,,,,0.19901083046713644,,0.001821237147473716
SPTAN1,0.011336561478232126,-0.000347512192351554,-0.034724648172218105,0.04633826903383236,0.05306668553119057,0.02181065068462137,0.029693251406084867
LIPC,0.034161611753178917,-0.015779696070334387,0.03476509527509068,-0.024459595114283725,0.037695610919548456,0.12307723690753462,0.04051416564092526
COL8A1,-0.018473174929472386,0.017126938228895338,0.04724943585356346,0.004197717015068191,-0.021319025393204696,-0.04185531576718558,-0.0077305363848231634
GSTM2,0.050981363172203864,-0.038707821226354674,0.11208228269837278,-0.031104878119156146,0.040009675007316434,-0.04985482886533199,-0.008012330558427998
SPX,0.029023446676565826,-0.025856805998904293,-0.04929225598402698,0.044256133626783746,,,0.02332015034447825
MFGE8,-0.012220152346135613,0.030139850791721243,0.06676675979655418,0.0153864327819412,-0.029906310453569774,-0.017024357262052592,-0.011594472074031286
TGFA,0.05809729965345908,-0.033509076311611714,0.07775109296963217,0.007810041272530918,-0.026410087468313994,-0.029877028414374934,0.039434215754052045
SLIT2,-0.016830059285491774,-0.029885186049213266,0.009854775987269757,0.003321345602287423,0.03870270506677007,-0.03399150657420862,0.0360531516540275
PLTP,0.04882048847908229,-0.028546031814506996,0.08314996062203672,0.04035637176913839,0.004160287508992654,-0.03153960228080677,0.03902139439118752
APOD,-0.07520948533623145,0.01289385080315191,0.0441914516469688,-0.03627438471482316,0.049056931771774705,0.10484729159769839,-0.09515668440854227
B2M,-0.031899743475877713,0.061730316473082435,0.12079885609115172,-0.02291832631248482,0.07171831651555653,-0.031939710325466386,-0.007175957935384489
OMG,-0.05213297257521464,-0.015564747608169557,0.0036875155799760972,-0.02914746199080615,-0.012410593684600962,0.007425976079251707,0.09042418344644368
CXCL3,0.034044336418993446,-0.00836568703459829,0.03638450084325503,-0.01366029695726077,0.05673522642980586,,0.014191991349279967
CXCL10,0.12036644696910638,0.07678238745512823,0.0860147802812583,-0.018747261092301255,-0.016910705253470982,-0.09198928505733317,-0.038174802822942326
RSPO3,,-0.010197150281616052,-0.031750419167688004,0.008076565358185682,,,-0.027541075753491153
CORT,-0.0238524603096926,0.01640728143692136,-0.033525388012804476,-0.004725592219526847,,,
NCAN,0.019559136918463733,-0.020665118318430164,0.052644575334158866,0.013522030167945433,,0.007876388852819344,0.09558543186584431
PRG4,-0.014014206921475801,-0.010064147576079678,0.19901068896470261,0.00032432005466521307,,,-0.04212960108604972
ZG16B,,-0.011680674104683148,-0.029695516011411568,-0.00893801770033443,-0.02210760161209294,,-0.008402521718314406
TGM2,-0.06558733480443382,-0.016881329227481125,0.05848949510200547,-0.04178742143035878,-0.014379405153750502,0.023859833730828738,-0.008510176277952771
VEGFC,0.10365782179565669,0.04602023632803985,0.039256271497803814,-0.02406787650273066,0.020659899182596374,0.018039544017675352,0.014338803748119848
WNT6,0.053484319895048704,-0.013920011986184911,0.003104600179992609,-0.01989123959418311,-0.00952571059626979,,-0.008851109809092246
NRG4,-0.022076444222152616,-0.012248527993306932,0.17145246172450476,-0.01717137919626474,,0.08159336033276453,-0.027541078840188662
PMCH,,-0.01697152882949273,,-0.013082782355367051,,,0.04546378389949075
COL9A1,0.016745503362396837,0.03230260605270939,-0.012791604831143857,-0.023955054798685416,,0.0049622934273520535,0.09137322579652708
GDF11,-0.023810884600494357,0.022204852668617932,0.027790748063644562,0.06468053659041835,0.04850984556847379,-0.05653482910102117,0.044963197065746266
RAET1E,,,,,,,0.05565610622229384
IL24,,,,,-0.013940977894349402,,
SORBS1,0.03605071207960935,-0.008239252317828634,-0.018155354652034224,0.010013483835847128,-0.0075554914933033636,0.05431241233733346,0.009403730085724872
DLL1,0.0003980079315606464,-0.04234521787789239,0.04650432557289034,8.612796123321582e-05,0.0019173695190491725,-0.10173379118613984,0.06196821193273947
TLN1,-0.0033460291003451098,-0.019344497860100784,0.04290962395931946,0.0418622714648407,0.07279255549475419,-0.10229818407310784,0.011102767504111504
COL2A1,-0.022596694435945586,,-0.02538699797313769,,,,-0.02980796930669505
SHH,,0.15355183673059386,-0.01995726508845358,-0.047452868239088376,,,0.04657121858917434
PON2,0.04702446637895024,-0.02783294203919385,0.07976064837785994,-0.00016569767551656805,0.07683329048064355,0.03306144135342307,0.014490009381723554
ICAM5,-0.05265473954094661,-0.016300005527694842,-0.018042519217849322,-0.0290420010551611,-0.01319684848717727,,0.020568006288250968
HPX,-0.03598377401107737,-0.014001119968634446,0.04913599467552731,-0.017540305777605136,0.01800120256222699,-0.04238047570391799,0.1306267341058791
SFRP2,-0.029419588645780887,-0.011910872299331304,-0.0009563286648483232,-0.014618697857290074,-0.013758513767565053,,-0.03183387653138226
CFC1,,,,-0.011248580379423685,,,
CD70,,-0.02024509393316385,,0.005558149563013949,-0.033616627744258595,0.019680456916572966,0.049332082454874034
HP,-4.813466381329898e-05,0.041115663870907926,0.029710212721606736,0.01274365520255529,,0.0032018304784683736,-0.04119844165902981
