,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.10172317453743483,0.034649874168721354,0.012548051298145409,-0.014380480065839477,0.000483651391082127,-0.07729145528083842,-0.04121007524021096,-0.02824193568545263,0.029565388741929936,0.019463612700347875,-0.09974162822091422,0.0010100572799331495,0.03011944516152994,0.06679231199315744,0.07005176070026742,-0.07942208319507235,-0.04161173026587045
RARRES2,-0.057522697476913076,-0.023835961746308473,0.02431626944573321,0.005252222965125629,0.016120360668936334,0.07531218450394009,-0.06870505147620806,0.06890207432079667,-0.023310907844345398,0.04760646683092483,0.02342347403056706,0.0782382100337193,0.012578062348448547,0.014939559383532435,0.06575885804150233,0.05263381400331645,0.0833994871995338
SEMA4A,0.1124508499826833,-0.03149720161687166,0.03541692274577209,0.08028679631875392,-0.01992404334755884,-0.0198263615193465,0.010214807043641761,-0.03539348183192766,-0.030108649381841122,-0.026811473709515653,-0.0501518797307158,0.034982000356001165,0.016552787806490627,0.011679964704249046,0.014052675197079388,0.0001812591992453339,-0.06696753959989904
GDF11,0.027443840792749672,-0.07928930906129196,-0.036017738313672124,-0.044129723256654374,-0.042492128954709586,-0.02615511308174682,0.02143074251041512,-0.019207318309785882,-0.008225923523307425,0.027954047151733524,-0.02980421430725197,0.03954443665172769,0.00971723620548783,0.0025842517015735515,7.78536606189887e-05,-0.01788916838065159,0.005111039065224183
GPC3,-0.0130833410173856,-0.02225761430743037,-0.016761730598962597,-0.038483238012311884,-0.01533545116211937,0.01714264347205929,-0.021000397797686084,-0.014777276802787273,0.1409033494154555,,,-0.01611183846334361,-0.02252757957125801,0.11141586582981937,0.05825139898593449,0.0408837765779228,0.06522214070029246
OSTN,,,,-0.02718959160334506,0.0091257994241773,-0.027715876180519083,0.03118566040028282,0.061383846348767535,,,,,,-0.01758548302676045,,,0.03141985119641688
GRN,-0.029134188829573592,0.07572729828036319,0.0025502319583187274,-0.0743936847908348,-0.009339132706365494,0.021180114356954875,-0.055408432941348486,-0.047366712850570133,0.0032701869082268106,0.03501513901253325,-0.057160709297599914,0.031260149754281034,-0.00215817297269916,0.037675648335600866,0.04699259131367486,-0.03271808618255671,-0.05819386152739419
CALM1,-0.0933371109958882,-0.0766097360654376,-0.019678011392113455,0.02781635179705687,-0.09862712437838501,-0.05715996260093873,0.05844176723356773,-0.02812897494217325,0.02034198562311034,-0.04840972409027051,-0.04337948567122238,-0.09063026073500396,-0.009713212753885841,-0.0164702244564116,-0.019798047804092358,0.027195357756790238,-0.07896655876798826
ANGPTL4,0.07546794815119356,0.11562131479198176,0.01673314498927339,0.18143806969732448,0.09544068488229578,0.008724456807271472,0.006814441710634999,-0.023374514498625192,0.020006932150036853,0.06688251496068601,0.03666557293146929,0.03856589683520528,0.07773444893672833,-0.011143373776129438,0.05466678197043278,0.08616715587809785,0.15848456783711282
BMP8B,0.06841170299003027,-0.020799440131210916,-0.02948879424892645,-0.01214128215416459,0.1104269729916772,0.0326315588876155,0.01599559828524905,0.03388057205419162,-0.0027457453954541295,-0.018190307010562037,-0.014410581707318314,0.08784677701703811,0.03788300178307434,-0.03567811471473836,0.026640878489367203,-0.02455426862397422,-0.007717228088250999
TNFSF4,-0.042309879097569246,0.0012667191661070673,0.0019309964838744478,-0.03137182585948163,0.08270735133597913,-0.05590126513979583,-0.024659474603222792,0.06260931830710714,-0.009997337720591562,-0.017094967124699316,-0.055533283148119866,0.040992494564909644,-0.021723129449244555,0.038378578764428066,0.030627298278292237,0.037782496189518434,0.050888341943873996
RBP4,-0.060210202130088805,-0.009840699372839807,-0.029942584492940443,-0.029471247135103924,-0.016080801372657178,0.0347284529135201,0.1688920969893797,-0.009886962856370628,-0.01779574596886207,-0.057748412080542835,0.08054571605294729,0.03347982459073152,-0.017948336501917423,0.019038862215543684,0.04318799714710672,-0.05641678942630022,-0.049002346012346605
DKK3,-0.1034435855635109,0.011411374108778509,0.012619401195151089,-0.11547937847286009,-0.05059196937018692,-0.05505406366690731,0.07745744866275751,-0.042285312820632664,0.024034652356465715,-0.05799191138292465,-0.12240675936069098,-0.009086531695148375,-0.06349995089906106,0.06562710791562022,0.0695614952835536,-0.01933577515488264,-0.1438637513758638
COL11A1,,0.020255399398337343,-0.04868085660303643,-0.1203612616207202,0.026164884852705683,0.06885317152473389,-7.906723546896009e-05,-0.023054440667165357,0.09281478864052582,0.09279661948709003,-0.06641467774650275,0.07600207279528133,-0.006842485177963622,-0.04263283802657405,0.029969823543415115,0.008706244982240596,0.08342569262199824
COL5A1,0.11355774337245544,0.08726179536732961,-0.025580136083965522,0.08335366158297917,0.06052980789162771,-0.011639746406096555,-0.019506042033745227,0.03419620744206948,0.020927488912304486,0.06800099653688026,-0.08790914995637623,0.061945045494978354,0.01171520145224971,-0.005063784972713327,0.05143381447473723,-0.07559771784249457,0.17546427763407288
KISS1,,,-0.027069317565646903,,-0.02646755873204302,,,,,-0.017274549719296806,0.02953916229741067,0.014633752106979056,-0.01688361621816733,,0.021719964605447954,,
MEGF10,-0.051083038915579915,-0.054082424900626556,-0.007066626657829474,-0.004285737787056304,-0.0023242820089145358,0.06380128915867388,-0.048687908341437804,0.011471413765119691,0.02208898499403727,-0.008423696850574876,-0.06791318530163357,0.04191698777626089,-0.003102034603253759,0.031341632993358334,-0.06641029925315937,0.052827215665409884,-0.0683274319047677
CEACAM1,,-0.02130225756766759,0.015733355216984754,,-0.004901072783168549,0.06296168002206631,-0.028016843048770113,-0.01836162237105636,,,-0.05012637833174042,-0.030790757082132813,-0.0155053428536522,0.03288717783822265,-0.01965744366430243,0.01206247797331369,
EFEMP2,0.011454085239489395,-0.022250805877208228,0.0021386305609401124,0.0883164906297012,-0.032559807062015764,0.05558138379926831,-0.044373841832583465,-0.048970269010654106,-0.03392780662671371,0.004991276516031671,-0.03156082705254588,0.019178488399807892,0.1101335354680123,-0.0254957273054346,0.004629590034294405,-0.04728713469947665,0.1147875702729851
IGF1,0.00122040567192833,0.07278152384309229,-0.03232730380512098,-0.041957911716681624,-0.03944076559327163,-0.012500283195454336,0.09722217652854122,-0.026283102582067012,0.01587368866929408,0.013120945466746794,-0.04363178361051706,0.017625731625550922,0.05078707179537035,-0.0013413183167034087,-0.013017455388096774,0.07625362496319699,0.040933992274918944
COL6A3,-0.0026708303665792864,0.09891603931865267,-0.016448197167475816,0.135197603571723,0.028542632804901432,-0.06952149035513584,0.03649819918121102,0.11208829558523863,0.03426929386745245,0.015110487403546017,0.03697855048642566,0.04365237665339468,-0.0004583177287688524,0.0014628262522102021,0.06690129568511255,-0.0844575153838438,0.05147713855000489
RLN2,,,-0.01126106164399849,0.012739950396373078,0.005291384231618664,-0.028392902855968873,-0.017872081885110053,0.007505165094679118,,-0.014719443440206868,-0.03659423551214926,0.03160727581960735,,0.07159232701373729,-0.020410596855205784,0.03843040432377874,-0.03186573299620859
WIF1,-0.014440911703369945,-0.03156135730581951,,0.08106379921967331,,0.028203627738158425,0.12501781376111357,0.15472463112479348,,-0.033762157451389274,,,,,-0.022752076045099053,,0.07878711919049743
IL13,,,,,,,-0.015341480829931248,,,-0.020473091191316215,0.05962787613469449,,,,,,
PLAU,0.1028409424041344,0.05933244391877946,-0.02038493142103205,-0.003677802591870712,0.055317484710622415,-0.015758883381409333,0.006042554660490952,0.00496931896521318,0.019276432685471943,0.07512506323494221,-0.10496024663455084,0.06310254379361026,-0.004377704502981686,0.03943478236588264,0.03702816933426317,-0.016886479518697945,0.06730884127676756
CXCL12,-0.031843682681843864,-0.030315288444964335,-0.026549751426214036,-0.036920538705771354,-0.04855029935917779,-0.04445769299895484,0.008481965982183783,0.03199043900362232,0.06114174867190579,-0.023952543679625404,-0.011454282113858223,0.03345815699223127,0.017066219668206616,0.08030612177100228,0.028804810593757908,-0.048793618431217586,0.00915646636713372
