,MGH258,ZH1019T1
HPX,-0.020986433737578532,-0.046573993271135684
CD70,,0.062041056241611395
HP,0.03488392491424367,0.021691778049181924
CXCL2,0.007646631126065155,-0.03526992542420176
CCK,0.13152311859717564,
SEMA6A,0.016270998071352915,0.03370271984377796
IRAK4,0.028805522151801835,0.022904316018312033
GSTP1,-0.031141484576212148,0.09679484582040192
VCAM1,-0.03682718373645441,-0.03140312218901401
NXPH3,-0.016917081978522396,-0.0341597762273933
MTMR4,-0.04420525416043811,0.10219595622399535
LAMC2,,-0.03580121471951473
IL10,-0.02043194958479155,0.14216807177737614
SEMA4D,-0.0007972372710456033,-0.029851437465944777
TRH,0.007263516180423809,
SEMA6D,0.0711253511250752,-0.037675766862037066
CEL,,0.28364039624204446
PDCD1LG2,-0.0032776815608735253,-0.04730702818961081
SPINT1,-0.03847970012345886,-0.05204572588424765
CTHRC1,-0.02803256783493949,0.007746663530310275
PODXL,-0.001284548237782766,0.06468066427804989
JAM3,0.01752601511378078,0.20365100146566295
TGFB2,-0.014289337845162044,0.008843215289203166
COL18A1,0.03652587594445346,-0.05441487077663381
NODAL,0.05762986753709423,0.01671414284271959
INHBB,0.0014530165455443307,-0.0500541070506191
ARF4,-0.009174828809947742,0.0031793571121805455
CXCL14,0.049847289000004166,0.07805514522427928
LIF,0.11097790638568475,0.061292789716667385
IL17B,,-0.006793767751782836
MATN1,,-0.03735501531522688
ADAM28,-0.01865929388444098,-0.04256888162497519
TCN2,0.024655886731562045,0.130527059372329
THPO,,0.06751383879353304
CUBN,-0.01333814513800673,0.11971004356089367
TIMP3,-0.0360196466229062,0.033975443004946454
PIGF,-0.07420633716638486,0.012230991013604402
CCL5,0.04992296492743032,-0.07697051366304876
GAD1,-0.030577448039357337,-0.03934366330180692
COL14A1,-0.022041199502332905,0.10742317201687554
HLA-A,-0.01690620687952512,0.03455825261408459
CD5L,-0.005693384512802256,
ADM,-0.013956898288276738,-0.010951179839989283
GNAI2,0.04384938487554386,0.05339325717086669
HDC,,0.004492823832982169
COL11A1,-0.02274721454803638,
NUCB2,0.0023545054388757073,-0.07677983785803379
CXCL1,,0.01617544218302824
VCAN,-0.012693216427264967,0.04502488138342568
PTPN6,0.006411518318095791,0.007614580368940119
PTGS2,-0.015283317868729067,0.030339724192652157
XCL1,-0.017638270398278578,
CD58,-0.03491879773838865,-0.02493141343462316
TNFSF14,-0.028853370043952643,
MFNG,0.029722628077320155,-0.0048700382452800456
ICAM1,-0.05350034870866463,-0.1280332839963336
PROS1,-0.023368926930060336,0.04754635899966797
CLCF1,0.021781872324230574,-0.06336819281233828
PSAP,-0.011602187396204434,0.06960016486567529
EFEMP1,-0.00951276737157528,-0.023134946499375295
C1QTNF1,0.05209901290728451,0.059125302215343636
ALB,-0.026554003444922297,-0.028357544554536752
EFNA3,-0.02294978070226804,-0.0071889924401322795
DRAXIN,0.011083527308988032,-0.02404150963854116
NPTX2,0.023895821867939468,
FGF11,0.04268612235648413,-0.02952056007371916
CD59,0.008270886950785395,0.0028613873633888077
COL9A2,-0.011825055016689068,-0.03380418763875968
DLL3,0.01749972459040798,-0.012219877199108544
LIN7C,-0.05827969085054134,-0.039829229678366065
GDF7,0.007948179296299266,
PSPN,-0.02135610571422324,0.024878584655509992
ANGPT1,-0.004097294531616438,-0.046720876041639985
PNOC,-0.025800758577654577,
L1CAM,-0.010869635955820245,0.10821575971369873
APOA1,-0.01236290500293604,0.052004479825797756
PSEN1,0.041347568211718304,0.11913358209345974
CALM2,0.024425903382966532,0.11531326348574712
CLEC2B,0.005731321106898609,-0.07382556084381711
NTNG1,0.015844095977139833,-0.033070058340448495
LRIG1,-0.04357342590350944,0.06138359133347661
CPAMD8,0.040520464097680085,-0.020419050438195797
GHRL,0.12457452654782304,-0.034843580724678365
NPY,-0.02358391077812871,
MMP2,0.009813875839922735,0.005582862719423303
ALKAL2,0.01469752029022344,
CSF1,-0.014774034789175055,0.029868658233527683
SEMA4C,0.008646454747464248,0.017254262113867092
ICAM2,0.08677221051596065,0.026329877418211398
SYTL3,-0.0005040115532073733,-0.014515161989798303
IL1A,-0.018679888376756847,0.0037179929997935403
HLA-G,,0.0940507056177242
PGF,-0.06476939409438472,-0.0776386847024927
LGALS8,-0.00361741349743506,0.01366006202292915
DKK3,-0.0756495785577774,-0.01772941032204932
COL16A1,-0.0037370414951619513,-0.03625968113582056
TPH1,-0.029948482052925725,0.09827552492991405
TNC,-0.055776028551778524,0.042443447733980635
TNFSF9,-0.016075850152741076,0.06606205088873904
CNTN2,0.04889554840222308,0.024091118032940447
LUM,-0.027141975406002623,0.0852288425071242
IZUMO1,-0.015360984083004719,
BTC,,0.021348631854446035
APOC1,0.055830009336427226,-0.05248164654717118
PKM,0.022853283472484907,0.01494263523641667
TNF,,-0.08493230474075782
GNAS,-0.07339783115452667,0.008211332825956952
BMP8B,0.0827283316233613,0.02211383394851487
PTPN11,-0.019570341118174638,-0.04154570952691166
ADAM12,-0.019498169779250007,-0.08296411014514593
EPO,,-0.051056263485327026
EDN3,-0.022576635091930173,
CCL2,0.033461197144340905,0.004510627601396642
DSCAM,0.0499577836291509,0.03927929731264509
ANG,-0.030318412351996206,0.02351899216808635
FBLN2,-0.021168372975553244,
VTN,,-0.016917847551388924
VEGFA,-0.05202069350227113,-0.08097438643792847
F10,,-0.03363206466182452
SERPINA1,0.05345807196500908,-0.08379420472586749
VWF,0.011813090538273409,0.03330987357244486
GDNF,,-0.04905870913897749
VASP,0.030992038026948863,-0.08018903199829004
ADAM15,0.05396746374110675,-0.0351494397879643
OLFM2,0.0024659471343945753,-0.014981632155757419
MFAP2,-0.03434635000851659,-0.08057822193444114
HLA-C,-0.01599022332570576,0.004656490781017712
THBS1,-0.034894054711565196,0.0536537348100685
HSPA4,0.011676276572043074,-0.03065327237282843
LMAN1,0.030449100970311883,0.06748604913005442
LYPD3,,0.02219146694112457
APOE,-0.08133158578472435,0.03806537027269392
SOSTDC1,-0.01607585644737781,
ANXA1,0.015859810757745636,0.03251427186878238
WNT2B,-0.03584390964661421,0.04737959539850278
AMH,,-0.07240573662448128
GDF10,,0.08257623591067408
EFNB3,-0.024401286614761663,-0.13301840514773866
LTB,-0.02174009803713784,-0.048114580421043496
ANGPT2,-0.046524067855420424,0.01522046386274765
ADAM17,-0.049536451033846685,-0.03146144604107716
LRPAP1,-0.026071435887522667,-0.026835103689165366
NID1,-0.06169475948350071,0.09026538017723056
MST1,-0.019001693194099896,-0.014318156046838225
DCN,-0.015580247882862578,0.07126283325468695
COL7A1,-0.025952876941081282,-0.12378904063558269
CALR,-0.051144151318759476,0.10050758533480247
PIGA,-0.023762299387881238,0.03100567133246894
CD200,-0.02955382197492865,-0.009819268537341743
CDH1,0.032053552671604195,0.035827753290438566
LPL,0.020533703990747568,0.11092912379126137
SEMA5A,-0.008532564927783426,0.003975440189520383
SEMA7A,0.06616550094541947,0.038351869578158816
SEMA4G,-0.04088913203014947,0.07578609049718776
SEMA3B,0.014098817002654552,0.11929540893277861
RPH3A,-0.04016251409286811,
JAG2,0.004402075701880562,0.013983928062658461
CGN,0.08975063219294935,0.08704165841345049
GDF15,-0.02167777274433083,-0.005533295905176922
SEMA4F,0.03969947451604821,-0.025134570670606107
NXPH1,0.022286319929628363,0.026783932639920852
ARF1,-0.029235185003936716,0.03368723967762188
EBI3,0.014685524680931324,-0.052513697283657894
TIMP1,0.013418769551075044,0.03967554716490621
SEMA3C,0.0008077355898365206,-0.014503617705940356
GAS6,-0.03519698627393657,-0.0323033156495267
SERPINE1,-0.007642348756942062,-0.01642201048321643
RSPO2,-0.016985064207634317,
SHBG,0.07812282808079835,0.059900746687281924
LGALS3BP,-0.03405728278568032,0.07372258462102159
LAMB1,0.0028905007992954725,0.028267127259781456
SPTBN2,0.08186265216730423,-0.028625752200448256
COL1A2,0.004997559060026308,0.04302017655960066
LGALS1,0.04145042831471996,0.030327401359286257
BCAN,-0.07680382410155621,0.023879617142275524
ANOS1,-0.05993023399666285,0.04726743959308845
EDA,0.056093153998025135,-0.06336834068458129
SHANK1,-0.020244079942358013,
TGFB1,0.03697136064226242,-0.1079060984546606
MSTN,-0.11550595105377394,0.04844479719326863
TNFSF4,-0.027723380762645834,0.03663706269745729
NTN1,-0.0005371111115778402,0.035025651337745434
CXCL12,0.12306041998154163,0.0069380170486842635
GNRH1,-0.026104254280948896,0.005127115211984401
RIMS1,-0.021705980638262765,-0.022185236000909353
FGF14,-0.03427185714991798,0.01092246873403891
IGF1,0.03789091794137963,-0.005886858078412796
TNFSF10,0.021088248868067642,-0.07363338400464048
GDF5,0.010377750989790753,
RGMA,0.011210283960690699,0.034691618549118654
WNT16,-0.002709399925923288,
CX3CL1,-0.05154667781677632,0.10330916950246823
FGF1,0.011985929226946322,-0.042135304169264164
ALOX5AP,0.04678679034234023,-0.08931086865534849
IL1RN,-0.015115625640123828,-0.06626719739307065
NPW,,-0.03407346713575909
CXCL9,-0.04595399929210557,0.0019229726817220788
ANGPTL4,-0.002050882890111027,-0.004566803679469014
NRG3,0.04132318973292321,-0.032499451413479714
IL23A,,0.0018400302032835643
COLQ,0.007549320348992206,-0.02338273518843605
TNFSF12,-0.002565922635964074,-0.023123983273357865
FYN,0.006750967448124606,0.05546721491904887
ACE,0.02447144980310479,-0.02677999062274877
IL18,-0.01130682255990799,-0.013108817686229202
CCL27,-0.01720535782667053,0.010275088301590421
SERPING1,-0.09357577076086986,0.05737690649861667
AZGP1,-0.019701839050158657,
INHA,-0.023583902963964648,0.01707932321210591
SEMA3G,0.11756891597951613,-0.012314031802666872
COL6A1,-0.004282606724465419,-0.005598879080972096
TNFSF8,0.08093334172539235,
FGF20,0.01400607230041369,-0.03934369178719369
ICAM3,0.027200816285686845,0.003951694253735621
LAMA4,0.026653201394038328,0.03620121400144707
DLL4,0.003643273006890097,-0.07319613064211065
SEMA3A,0.0034543070120404053,
C5,-0.013522875911173854,0.10829253294736829
C1QA,0.013201229607939145,0.01588561284930834
UTS2B,-0.01584093312992766,-0.011455432588286527
COL9A3,-0.015280865352944144,-0.12663361958216154
HGF,0.04473097529834356,-0.0312530245382618
P4HB,0.03599175970399107,-0.05437999732241243
ADCYAP1,-0.017423050577560058,-0.042632214149687896
GREM1,0.014916330177875844,-0.033336752034785894
EGF,0.046174722259296204,-0.03934365855424848
VEGFB,0.032760801689116735,-0.004118556948061648
FARP2,0.03564265575118892,-0.00572414406475174
LAMA2,-0.01809078898441702,0.0441329512184844
NRG1,,0.001725795510086563
EFEMP2,-0.04835360550848586,-0.06501776134538431
SELPLG,0.01819398079826947,0.020484021343474445
HLA-E,-0.017707555344441028,-0.04678521081654371
PTN,-0.05117403232655234,-0.10703446306679153
CD274,0.020707434750258776,-0.0007915088424212535
CD14,-0.034416902984234915,-0.006313463393451879
SFTPD,,-0.0647806421599978
SLIT1,0.010921590056920108,-0.05680034964981067
CNTF,0.026669737758210993,
BST1,-0.004114989623619696,-0.04252031195593792
AGTRAP,0.052809630261204145,0.044253780900889494
LAMC1,-0.03079106506878018,-0.011522179410202988
COL6A3,0.06815004321461014,0.03834790606135816
FN1,-0.031127502237745602,0.06288038196143339
MIF,0.014853236026197406,-0.017881519330807463
JAG1,0.014730271991044918,-0.082369651778685
NID2,-0.02200022338016976,0.027410368912703213
EFNB1,-0.026420011318247075,-0.007369407988016058
COL4A2,-0.009482219758446327,0.03951268797008019
SPP1,0.06336016216203579,-0.12769694550143773
PODXL2,-0.04737178224274016,0.04333239218197762
FGF9,0.005672172596978451,
ITIH2,-0.03503146541530336,0.059511400442880905
ADAM10,-0.021904707425972544,-0.05558634678001908
CFH,0.00021704501653272806,0.0659245485177302
COL4A5,0.0831077804912584,0.022466011298734087
LTBP3,-0.03899939442695428,0.07629877852116623
GNB3,0.03363426442832144,0.06523961849025471
COL6A2,0.002108666959352305,-0.002933536786239625
GDF9,-0.02005463256691208,-0.04244019127014834
NCAM1,-0.0361677926098921,-0.08936436564391145
APOC2,0.06857740829919638,0.006305991701284546
BST2,-0.048407329377055476,0.06765485813552764
COL5A1,-0.01746686827782824,0.07687296703476251
CALM3,0.06543598234532914,0.015434834738809439
THBS2,-0.047899192431932046,-0.0054659237082461815
SERPINE2,-0.016647388781365353,0.1124192602389071
EFNB2,-0.007733890131629642,-0.0016140807070715985
MMP9,0.028324428174613895,0.044163691797481544
NPPA,-0.03435250937846533,-0.048893946143027944
NTNG2,-0.0316167675077546,-0.05893988008400426
LAMA1,0.08128324186243185,0.04748699517927518
UCN,-0.02423508111584021,-0.022725973486969437
ARTN,,-0.030460264666797427
PDGFD,-0.05033129901487252,0.004469553766143195
EDN1,-0.03301557630258783,-0.07433180086212006
ARPC5,-0.06303165509908669,-0.014227760752399808
GSTO1,0.07520325718736497,-0.06245575663344259
SYK,0.008759587064737666,-0.03519056077532084
ST6GAL1,0.035843159204843926,0.04092154390993466
WNT3,0.07638730617661929,0.07933354983805432
HSP90B1,-0.047965436373498864,-0.024428828889067392
ZP3,-0.07570009513534211,0.03352925293132064
NRG2,-0.019943530182788653,0.037905152312784206
MELTF,0.0333886895187851,-0.024198243851384017
NLGN1,-0.0356511950656648,0.14429486429701627
SLIT3,0.03547502612126066,0.12953882454372628
CCL8,,-0.05261217052256913
S100A4,0.056429919362114334,-0.013875444799448577
TNFSF13B,-0.030095167442567936,0.03388265280893114
HSPG2,0.03390968481788501,0.01937514290035718
FAM3C,-0.026108607527057657,0.01691348606477397
FLT3LG,0.04898292823159924,0.037747649474259376
A2M,0.023406102610440346,0.06428424586097929
VCL,0.02387543412504207,-0.034996053551479285
FGF2,0.017371894550881624,-0.0866643588914492
AGRP,-0.015602698613605002,-0.009974617026031673
CNTN3,,0.06226881343757265
RNASE2,0.01764185641545793,-0.01990996915335885
ADM2,,-0.033070053735490934
GAL,,0.007534699276335774
PDGFC,-0.017552698433223844,0.03429853721862267
COL8A2,0.048558229346050474,-0.06625500512883804
SPON2,0.029703070571227,-0.029365862471598992
SEMA3D,0.04504639202118041,0.05465848632526561
TIMP2,0.0006696168420925683,-0.01333793878527549
EFNA1,0.031673965093276496,-0.10674907398073542
TFPI,-0.038939692996005824,0.020828611824098377
GPC3,0.1725974696270482,-0.03363201839178986
NMU,0.02434185036898449,-0.016850167974288382
LAMB3,0.13809987543184574,-0.04414459779505458
LGALS9,0.016314847898983745,-0.009637168108992053
VIM,-0.06354038482776679,0.03723910508998409
PLAU,0.0695127111834178,0.03605496924916268
TGFB3,0.0363718018527086,-0.023406444723824502
APLN,-0.021766625281238936,-0.04772567942679621
SHANK2,-0.0184758947535988,
LTF,,0.054735325857696596
PENK,-0.016075854444538046,
CTF1,0.07421016145236801,-0.03782802752640516
COL3A1,-0.039557728249864664,0.021153901539839686
S100A10,0.028789853287955466,-0.05045298967157214
FGF13,0.11270905467729285,
SEMA4A,0.04913288824312357,-0.014137648933564223
EFNA4,-0.032176202162820466,-0.0010540990578537719
HSPA8,-0.026522201093366293,0.03957258991533808
NPB,0.11184683905809839,0.14692607762310853
ULBP1,,-0.03580123274845358
SEMA3E,0.047207305220175806,-0.040306239499843605
ADAM9,0.026133225884171628,0.034474889975386086
ASIP,0.13115832507807296,-0.03240984399386065
IBSP,,0.044428861755127926
FAT4,0.04418524451923586,-0.08871529670261726
MDK,-0.04966501072373556,0.02019264254501962
HSPA1A,-0.051656381572933924,0.07012560519414637
SOST,,-0.019968331447175025
SEMA3F,0.044719650759217106,-0.003915859443453387
ARF6,-0.02443950620368009,0.0037580420175651573
IL6,-0.021168375643045953,-0.07607504941461832
CALM1,0.019214336789994093,-0.05377701901195721
NMB,0.01931003472954547,0.05867783729928119
CCL26,-0.0036844720178992813,0.07968593913240163
FBLN1,0.08625020063808136,0.016070679359857426
SAA1,-0.017638268561193136,-0.01643811951433018
MICB,-0.039569292172574634,-0.03985711266022749
MMP13,,-0.031330232080221024
F13A1,0.015840957444941267,
CXCL11,0.0026628646547211085,-0.03416865516379751
COL5A2,-0.0882209694878257,-0.0791743951367848
EFNA5,0.03219793328374353,0.05760179506975335
EDIL3,0.04777875787303035,0.00888342843695266
CD86,-0.013354044281630435,-0.03254290834903174
HRAS,0.052604489588725094,-0.01731089907247787
C1QTNF5,-0.026104253539859148,-0.05003817628770183
RLN1,0.013692094163235202,
COL4A1,-0.012019307010511276,0.025485730862855546
CCL3,0.05482910189395918,-0.08487390092063964
BGN,-0.05846630212536348,-0.015538149752881106
RETN,,0.11410232949409448
S100A9,0.023082847104667025,-0.05817356221974163
HCRT,0.022400832655298113,0.005154063818203941
FADD,0.005618996163082113,-0.07682365203372354
ACTR2,-0.027587742983351142,-0.036283012837454755
BMP2,0.023644122044649322,-0.04330005700383817
CD55,0.031103483836047413,-0.017746085284932035
CD6,0.009043417088268977,0.060737021420790516
IL16,0.00442462526527835,-0.02472491595039151
LAMA5,-0.06125733090945375,-0.09261850128630884
RGMB,0.04564772461684199,-0.07208874631752239
INSL5,-0.015602698613605002,-0.07455788207996707
IL12A,-0.03061692075401875,-0.007078570897217266
S100A8,0.0015280111566599007,-0.09459991753474126
TAC4,,0.05587542982173079
MFAP5,-0.02471370196165222,-0.015454222749415401
CXCL16,0.005529957542504122,0.015653011034354743
AGRN,-0.11827841507718925,-0.025397398828590902
COL4A6,-0.02152810863098481,-0.07390929469998243
FST,,-0.036676834095047066
MEGF10,0.07238744977617252,0.042093250953628994
C1QB,0.03739465405009726,-0.013930727787839573
HLA-B,-0.02137639068196182,-0.023502878741465623
PDGFA,0.03412930801081198,-0.06714725296015618
LAMA3,,0.011244557613575257
DKK1,0.012222304680276326,0.04460512951531186
INHBA,-0.02005462066577727,0.1051825924099051
IL7,-0.023911418467912084,0.07839150932098742
FABP5,0.010286379901334247,-0.0657440422503374
CCL4,0.047089861059129656,-0.058826083207434175
FBN1,0.09899561185034857,0.007517992187364303
TCTN1,0.028166351029282704,-0.04139595461927061
NCR3LG1,-0.019081879844721962,
BMP7,0.023311606446270353,0.04131010653528803
NLGN2,0.014652979327316405,0.05407049124323092
CCL25,-0.01560269655377581,
NPNT,0.012110807528784672,0.0690041638909055
KITLG,0.05086546530525751,0.0607685866565994
MADCAM1,-0.016075859785445745,0.015991644349323545
F12,-0.016949058798382963,-0.01936534223720898
S100B,-0.02760501886196755,0.11401302275063088
CD99,-0.029036795315213176,0.02305436290930306
PDGFB,0.016721175460724772,0.02964442358430186
CLEC2D,-0.019328947402754978,-0.013524277913397685
F8,-0.009670641455668628,0.025446193354732093
C3,0.013817064200131682,-0.05342935871806668
DLK2,,-0.035801185529861966
TSLP,-0.015840934000225116,
OSM,0.04608265707056423,-0.016397880439160482
PRND,0.012586262903357227,0.039015782271860915
SLPI,0.018368808378991786,0.0685915571506408
AFDN,3.302638225922067e-05,0.03250049809636891
ULBP2,0.030339415100006477,-0.02973375177272401
ICAM4,,-0.03580123274845358
ANGPTL1,0.03998104406057074,-0.007657289971735884
LTBP1,0.035828170245521984,0.023916466977761393
NTN4,0.02596862263817058,-0.019868868435019543
APP,-0.0372971701275531,0.08318049212311643
RIMS2,-0.01607585644737781,
WNT7A,-0.016536291022132856,0.10626631571696016
GPI,0.0032681717223093775,0.012453597171211288
IL1B,0.0033106485418080765,0.011288813488525134
HAS2,0.02430381386209005,0.04959807489992865
IL11,,0.07373455287214992
SEMA4B,0.04877505825417422,0.04763283496446799
FGF12,-0.016208592261704995,0.07125630546095131
CP,-0.019559963301862084,0.07344451954437023
NLGN3,-0.05516474528230247,-0.030448875660991467
GZMB,0.0034600748837418085,
PROC,0.02357961060321297,0.01551400197374263
AGT,-0.10347719509648806,0.06261258669679443
PTHLH,-0.01933881781663963,0.043556298494782264
COL1A1,-0.02774598731964127,0.03630735285798498
LAMB2,0.03089081596314657,0.021936491935245352
DSC2,0.1492216348681506,-0.059700244977884565
WNT5B,-0.02981336523684268,-0.0015417516183227659
LEFTY1,-0.017851063010491112,-0.05105634613345335
CXCL5,-0.026404806075155936,
S100A1,0.0292281614787387,0.023436131913995576
NPTX1,0.15403826005353904,-0.1122802963501682
TGS1,-0.018951559214528096,0.016705269058118526
SST,-0.020618265530237424,
IL34,-0.029625403470490336,0.023135384761904382
XCL2,-0.030217272611865475,
TF,0.06032623626916278,0.042772001894582135
IL33,-0.024525774035850795,0.01580214736248185
CCL20,,0.11124783271254994
NAMPT,0.019846109380516813,-0.07854023593776858
