,UKF243,UKF248,UKF260,UKF269,UKF275,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
SFRP1,0.053384249870633484,0.012538215746517674,-0.017038012741564232,-0.03129929644971721,-0.03486211516793087,-0.0017275465755257416,0.030409613204161624,0.029865098916400552,0.04444062500852994,0.01552864955849875,-0.026722865205586473,0.02705747461581894,-0.03483800509705408
CXCL13,,,-0.016884888212252307,,,,,,-0.03621682893808482,-0.028181410122150148,,0.05413809385596464,0.06604327464607353
MICA,-0.01683021685144432,0.033074588119231266,0.11108028927502439,0.006905877670281926,-0.012568219899063104,0.0066739332754071744,-0.014358541933011962,-0.006170345001598541,0.044464093857358375,0.03565364220075213,-0.020896373134732277,0.07137024931629564,0.0820722226603774
TG,-0.025291955691916918,-0.03606136737463659,-0.036136971188928016,-0.007416850012367592,0.05287027004883802,-0.03091721514974883,-0.062403329518682146,0.01128537227456562,-0.021424184487649735,-0.02258943229096184,,0.030008785223612777,-0.012667327672361514
ADA,0.012491948382460516,0.010657348501765272,0.015368710297344098,0.007630045090640661,-0.03387875375832939,-0.07940430630302502,0.061842937902514675,0.04098988918556446,-0.0323122273249874,0.11143391038741193,-0.004497256594008363,0.018184351914906544,0.058103065172824465
LAMC3,0.012265590250251783,0.03458071097331307,-0.0727154271713831,0.019869344830296624,-0.026533833405006098,0.06083810799088196,-0.0644441978904541,0.10636430180014869,0.05905867485121806,0.01294025252331271,0.03167419561602465,0.03948679869815009,-0.01527923141406691
CCL7,,-0.01456610144219104,-0.006281605210877957,,,,,,0.06860653030680726,,,,0.05184439331956294
NGF,0.03565215221769174,0.030331718486032937,0.03755800239480245,,,,-0.014042176544701268,-0.02923219782337811,-0.01190579980677223,-0.014852419947020787,,0.025052644510806417,-0.013665336864904074
TNFSF15,-0.01882168263882516,,-0.016574699359179674,,,-0.028497845899962893,-0.03290580305519613,-0.004649102959302324,-0.023558653702978154,,,-0.012034280134144542,0.03142556054490545
HMGB1,0.06488538808048015,-0.002639094262518687,0.02919523199193424,-0.004853615456878123,-0.04175018333432121,-0.0024370250395885583,-0.04817663583238803,-0.02238472831219383,-0.04591111391201128,0.00579276768621529,-0.04776949065750279,-0.015980613498800977,0.0136411018815007
ITGB3BP,0.010578843572836963,-0.003411661148017438,0.0067801636804244725,0.03194296384032648,-0.04426072829902221,-0.04011207816630834,-0.03341489376650149,-0.014456158351984869,0.006340410062476021,0.010831595276037668,0.10930463037603237,0.002881683750777065,0.02729807532492057
AANAT,-0.003999096303726074,0.012436444734621847,-0.014934795385036857,-0.017583390173473646,0.004917096082025368,,,-0.020488065864819705,0.061244347479213354,0.1433347275725409,-0.007589649330265207,,-0.031913247942565795
RELN,-0.010988452745232961,0.00650069056847381,-0.035890647963802806,0.014499487536380187,-0.03140185544827179,,-0.005937840860153719,,,,-0.0160400730369768,-0.014536106219093087,-0.06716452683074693
IL15,-0.016093051231823627,0.005867165681885663,0.06875360503059187,-0.02837092925780941,-0.025838134904072413,0.04971556312314249,-0.015172009280921528,-0.034633805238818725,0.04325452868469106,0.010632652411429726,-0.03272639146090977,-0.029355313048465385,0.08009268991187818
UTS2,,,,0.0552223988153469,,0.025800836742461628,,,-0.018053322993913573,,,,
BSG,-0.14241368932067788,-0.009550528186686742,0.05606042741782452,0.015734628681929663,0.09076306436851975,-0.016147497005598376,0.04185771370802351,0.017906198848182626,0.11132108683311721,0.08385185825723822,0.008349776352515175,-0.03513325171469538,0.009957692034851513
ADAMTS3,0.045374524983783415,0.006529723287667686,0.007864234838316705,0.022375229956205504,0.035676071489185904,0.04334549424478301,,-0.024532373101557436,0.03209172165691686,-0.050096597514866247,0.0074179563820724525,0.0034355954239730247,0.11878560470362402
CD34,0.11555416637836619,0.03386987338283473,-0.0009317012224635754,0.04289334218675009,0.0627067429653154,0.046070990268779664,0.04537460644161286,0.13025259227795366,-0.002484552030879648,0.0666982304519928,0.05513016169990273,0.009457339117968408,0.070516616252283
CCL23,,,,-0.020007106837936016,,0.08594143921601491,,,,,,,
PLAT,0.0946305964942081,-0.002905312890644461,0.03602806611413685,0.0374034368635289,0.007350846999357767,0.059964584189627475,-0.043164552401928,0.00676403865557441,-0.007940874775515824,-0.05570926604128556,0.03651898467160781,-0.09505794674304485,0.005940694407569301
NTF3,,,,,,,,,0.027143082902327413,0.05428324259487366,,0.06292938300501233,
LTA,,,,,-0.013736463908757535,,,,,,,,
CKLF,0.08962904405479416,-0.032025620315638444,-0.03773956720788065,0.026106710652587795,-0.05944742052924649,-0.055851080635772515,-0.036808632779875325,0.09032329195296851,0.01124315038365339,0.062107998750876026,-0.04415546685498633,0.013071333875558424,0.1686890227296287
CD24,-0.03469409238692303,-0.007644937736382949,-0.05989760783508104,0.1125373573303294,-0.029742281006054794,-0.03957115607681793,0.06012554205917066,0.07197165166870187,0.05793317542483109,-0.010187684453430237,-0.050066486690209945,0.02716978054540666,0.004762665842268928
HSP90AA1,-0.10196443485810239,0.04114663822281249,-0.018156427067115892,-0.027846070774833167,-0.03704159143044909,0.04429028193716691,-0.00995273274376812,-0.05828758278219754,-0.014453034858652113,0.005795515367700667,-0.015888959810737374,-0.005539278312621673,-0.13795644300605167
BMP4,0.01654274757826716,0.036806078997792105,-0.02898338298826205,0.01827348578585494,-0.03940016752775393,0.04282736760519958,0.08007238580775124,-0.008636576670946583,0.015545882213731306,0.09272127948093314,0.028624145937271653,0.040368357273548656,-0.023084821838451924
SCGB3A1,,0.07850259714093756,0.1464497308311768,,,-0.033185455035430085,0.0742100670088664,,0.025463395807962867,0.015911686550091394,,0.004026668051479805,0.0024263051615614085
IGFBP4,0.04598869028402739,0.03459069265406071,0.011569114144388,0.1139246020478332,-0.005220684249578137,-0.006116582100622993,0.11786406307565002,0.06624943142144235,0.030136281506330635,0.00723097722377481,0.03639885650918681,-0.028034624737045027,-0.02456405727791773
RSPO4,-0.0013455752909503139,,-0.02052735536527991,,0.01801083223687147,,0.06363577811508006,,,,,-0.016830646003687517,0.03634973066265138
LEFTY2,0.0717556806599344,0.03176332411623004,-0.006231817248252736,0.0060766653131021425,-0.03934415377034461,-0.054899628241103705,,0.026235394264929223,0.15097115726586138,-0.017310293919914056,0.046251117627979246,0.010830898624755279,0.011142406384697368
PF4,,-0.01510999053399816,,,,,,,,-0.013798749571436501,,,-0.03152331987443518
ANGPTL2,0.06653023503542063,-0.01647015171307987,-0.028526496917748466,-0.0023000358275744766,-0.02124816883059659,0.010639095117669776,-0.0028546513067791482,0.022721775901915025,0.04048034723824645,-0.048680688420778204,-0.009048631261763859,-0.036237210539164656,-0.003769872133130423
LRIG2,-0.11173779724406543,-0.0061943381725352315,0.012469910721432016,-0.019979149471056477,-0.0018815258816231467,0.013419992542707532,-0.09033108308325741,0.059075187249180094,0.04655507969904562,0.030955828150687096,0.03183598666626378,0.04686217565981395,-0.007740488762845379
ICOSLG,0.09898243373100546,0.01607927582725549,-0.04066267200488229,0.01822301793835701,0.007606745595830743,0.05311047800749828,-0.03632080036106512,0.016325391496324948,0.02511811204926779,0.01332787005946869,0.026883294028376983,0.04094256873438068,-0.052525576837898436
WIF1,0.014703434662395562,-0.027187975413336007,-0.04598370992350409,0.05912905755330919,-0.012328566084821505,,,,,,,-0.015645715708879966,-0.038893529326038345
NPPC,-0.07194070126079122,-0.011785234677240006,-0.03580838979429739,0.03430253237607607,0.09300466584997337,-0.023758978735489964,-0.03946153605132377,-0.024532325985665855,0.01332785034367572,-0.02610815925740601,0.03452292897614112,-0.00715136357369465,-0.008341991907508802
LYZ,0.015526007257848166,-0.024710505967546544,0.014273042997301304,0.007706658393568379,0.0495834243997306,-0.02992090529307624,-0.0012677868390135354,-0.0045558523557690505,-0.043900638975004416,0.029980562700250516,-0.014512683554965261,0.024582087986432986,-0.011739977577828395
EREG,,,0.07315033628542923,,,,,,0.021980031922883322,0.04075193063016457,,-0.02096285336347065,-0.02184508531550666
SPTAN1,-0.049989340119191185,-0.013971953708099715,-0.03182942667768428,0.05111160166969204,0.005986785394153167,-0.02876627267649905,0.10380584064297046,-0.0076858791178878935,0.00030610071864369204,0.01696892163786883,0.05439893995224945,-0.014331303006489604,-0.04515870685290069
PTH2,,,,,,,,,,,,0.031363457874141534,
LIPC,0.05088773010300041,-0.0184985999959305,-0.019873858602997962,0.021374738382269155,-0.029869401691816518,0.08933096597343142,0.06053195285595265,0.07073152678959248,,,-0.030602300831664413,,0.013020605948990863
COL8A1,0.12494639214036214,-0.023391782354295808,0.0996212860005609,-0.005487498245472818,0.015285851586012335,-0.03833563261726448,0.013277474573436344,0.059705729379876386,-0.038004239191998274,0.10131453115661913,0.08887727243326045,0.07493392676067916,0.13366573665831485
GSTM2,0.03806939977058823,0.008275944893386275,0.00036202464989535375,0.007236257983680313,0.048021171164395665,0.1254727597636315,0.0800765871742682,0.050243477417990526,-0.0032973661149358394,-0.04265572981878629,0.00039624291758047335,0.03412594032338678,-0.031814174072824775
SPX,-0.03032150025329782,-0.0060670161743446105,-0.03985889531594609,0.01075310218601986,-0.027294424826226165,-0.03149708393546144,,-0.04273528715228831,-0.02436477518664586,-0.017132911329612255,0.010016749732142335,-0.0034600546009336056,-0.08354334981051
MFGE8,0.09079166401717884,0.008807892237892453,0.0076510224063908545,0.01889845423031873,0.04550971993105925,-0.04587403431913712,-0.027643159470315544,0.10304974806780932,0.043685007377653726,0.028273253399477703,0.012533950835888107,0.024641797134704404,-0.036612749302705624
TGFA,-0.02859393001585894,0.0021578713227016284,-0.051669252862986535,-0.022869608369199875,0.06427182232791966,0.03604449595166103,0.05719529141642456,-0.08894366886033783,0.0503187012977224,-0.012901822968386505,-0.015348499437462925,-0.022572736271558706,0.027756520944677166
SLIT2,-0.004446563966051732,0.022450361563744078,0.0037000464182501782,0.03388897558989644,0.0024223876843314203,0.0066922783374243466,0.19640803960115627,0.07323137217087024,0.038855453233055275,0.031438030273204826,-0.03706719064969903,-0.041520785155952325,0.03766309226781679
PLTP,-0.08864181144332142,0.006896313470721678,0.06242282345055628,0.04396871497151731,-0.004319826140280205,0.022857332373228487,-0.004635791036539802,0.08167021406736114,-0.027440854808878624,-0.007318438284700298,0.03171459640649066,-0.0005771224313563743,-0.07107683073417745
APOD,-0.07431289439954518,-0.09250538415823087,-0.06521810344580573,-0.046425798769916676,-0.031060836473780006,-0.010949848824151684,0.013265726444002994,-0.09029884629150914,0.02009653659481273,-0.05119947320750457,-0.05193004891007409,-0.0044815899401431086,-0.08077960660460619
B2M,0.1470280315703074,0.007448285617777037,0.10021721707641612,0.0387717128851618,-0.03653309338876486,-0.016863924739675306,0.014379068857370527,0.0674682323585059,0.00979809148674066,0.05313507601314872,0.03987477884482253,0.03366600520083863,-0.034628629460335424
OMG,-0.039140992561621395,-0.04581365559778665,-0.060645592144978736,-0.10086117695322634,-0.0650024336226893,-0.04691496119178398,0.048678510857811136,-0.07812573390677285,-0.02838252133128263,0.030632591254739418,-0.05490280448748975,0.02303691314739644,-0.09691801074812276
CXCL3,0.09091476278598871,0.011421332113551496,0.025297992093405375,0.044814187357210176,0.036679912447380815,-0.024486010200932523,,,0.0015985309058555387,0.07061176439006722,0.19739282224938862,-0.02033925813251101,0.04505123385254704
CXCL10,0.03928275984351443,0.002650407537013245,0.05660440504554841,0.09819349824528888,0.010092493931150552,-0.04759703817475237,-0.0219619323568554,0.11223562518986052,0.04873781031608282,-0.01850812338434325,-0.024931613156315285,0.01070653847960395,-0.015117802874029323
RSPO3,,-0.019786196060984095,-0.019873846349789222,0.0274737113069228,-0.02412985223294111,,,,-0.02034489915073819,-0.010462547426377663,,-0.010609675562956812,-0.04604632895272894
CORT,-0.039521777116890255,0.02427319637948558,-0.024119913202185386,0.057676100387345414,0.04472943545564482,,,,0.11630527852413304,-0.014439690089828233,,0.027731699375530636,
NCAN,-0.07663737472449288,-0.007417601796879328,-0.05811971481528658,-0.04839612094153681,0.023467815351022603,-0.01222800079189076,-0.0678945014853229,-0.018970792133558814,-0.001373555563564641,-0.05100850807006941,0.03648713522861998,0.024558475082751118,-0.11620283641187719
PRG4,-0.019775814790185774,-0.021905677004878388,-0.014229602635675829,-0.02501174028242236,0.0337900841944658,,,,0.022162530076185936,0.016832700124278704,,0.0375932601518282,-0.04387616661436808
ZG16B,,-0.020198784350402295,,-0.02700419300266566,-0.01091486755085125,,,-0.022775870014683976,,,,,-0.026892624878643304
TGM2,0.192608761785406,0.01731880268588157,0.11487966270799192,0.08072504663937054,0.022853592825730823,-0.05608915986620643,-0.07559358084248603,0.069908233554601,0.05148983920772803,0.05599922446915342,-0.010040089601928327,0.043128980093528724,0.0634243520147711
VEGFC,0.16552868128956047,-0.027813614926285226,0.011900580385355672,-0.010073713674299984,0.011341697112371827,-0.022680799541829492,0.07907481533428726,0.06804263687251558,-0.015917793307312928,-0.0009386243967325104,-0.02440980092364936,0.023245706576400578,0.058788850267963995
WNT6,0.10292188112475359,0.0051827537829239,-0.01960702248341107,-0.008543541335615112,-0.0013049943759745582,,,-0.021659855057935693,0.02634998178130363,0.049972096691818325,,-0.022337013991709707,-0.027788149869305355
NRG4,-0.0048834036743866,0.011370520390474764,-0.02026820811328301,0.08676208177226545,0.07310261707701206,,0.07002205150881015,,,,0.032185862435014666,0.012200798352788067,-0.041789115286771684
PMCH,,-0.01546253614502635,,,-0.015976343009491033,,,,-0.024562572262935498,0.0002659434275079018,,-0.012796412833528368,-0.04356429873576299
COL9A1,-0.056985593729358526,-0.0028354700207462048,-0.049623086824565836,0.07252642317518662,0.00885385491482076,-0.005003436654984463,-0.005689113160717614,0.03301385625087277,-0.010706223321341636,0.02398053910384332,0.05132487605668698,0.060349223129277145,0.02021149230281188
GDF11,-0.012946949805363822,0.08308968012425332,-0.032909978059042215,0.036525041635459936,0.00396428797913309,0.034922788481874564,-0.010483727281161726,0.013057800128767168,-0.05155921382940045,-0.026422088967006298,-0.000661681887728333,0.039859184554220155,-0.04249544407159412
IL24,,,,,,,,,-0.018313261996652754,-0.013578735525062178,,,-0.024735899580347494
SORBS1,0.07824967770845162,0.01596450024472038,0.043757762618464174,-0.011539476367397895,0.014872853860175898,0.060129138432214735,-0.0026682710276629855,0.0032122373327526043,-0.011247441364012277,0.04619548871986513,-0.06897934816539528,-0.0029710313912155065,-0.04608708244674163
DLL1,-0.03823671180672155,-0.019900135308460205,-0.06044617850716696,-0.0004884336624677329,0.01838730219439437,0.06521482915635768,0.02142517500637575,0.03375980245394676,-0.06121313013629915,-0.038804764111530596,-0.03770162160107476,0.03722495909832026,-0.027904971507382005
TLN1,0.011701446477070205,-0.019455285398071426,0.0186920835496475,0.01443685022019473,-0.014806823606559829,0.05862359334240328,0.14720469335834604,0.07779873886705216,-0.006096860670149377,0.012737895038048154,-0.00660676856706421,0.07502669229119818,0.01914860150895865
COL2A1,-0.03744106517653503,-0.04010555907010288,-0.012709193809910377,-0.0062307442764477855,,,,,0.1250363091553811,0.05509045811463469,,-0.02695770517852749,0.018605829134852668
SHH,,,0.05148331010421022,0.16868022085728757,-0.03267352851780137,0.0880972890332144,,,0.017951099471876543,0.06184263461042876,0.0003079100955626084,-0.05211234478467615,0.01268240575193376
PON2,0.04077149429400887,-0.008084189825368808,-0.031120551879171288,-0.013659106051668741,0.009762629035782306,-0.04245414441379285,-0.009283315064464118,0.01985538775336718,0.05453705796461235,0.07225738325141826,0.0282405373063446,0.06963851652142077,0.06454623323879734
ICAM5,0.03321914422709467,-0.03925867152982676,0.009970827942499821,-0.027099422772629594,0.016741680818127748,,,,0.009849172711248109,0.07474856664689432,,-0.032751455758865365,0.009604892318459657
HPX,0.02189049415260295,-0.017361873594166622,-0.01351766663836126,0.01296103353089795,0.07376003543366944,-0.024485997390378232,-0.047713514604166674,-0.019081259344845267,-0.009648957576667916,0.008433842027695778,-0.026279525585774552,-0.012692256520066919,0.16898873680694296
SFRP2,0.07131778898764564,-0.01936566874863864,,-0.018424900508510835,-0.017851961836265313,0.021625008589626512,,-0.05631779674958586,0.002100744048318281,0.0301532012668829,0.0018971096658837278,0.010659739856821459,0.024081201449925656
CFC1,,,,,-0.013736464738923006,,,,,,,,-0.03697679182356347
CD70,,0.0055334823785370335,,,0.031188336228503016,,-0.03980534292012632,,-0.011560090587897543,0.027647110124106283,,-0.021097698338923252,0.06925773579395517
HP,0.053705866585906745,-0.053801205912448906,-0.04047003232012489,0.017319211716096985,-0.05309286982329057,-0.0620087704453444,-0.04357484813224473,0.11355544430404298,0.009958507517376093,0.06196976615266515,-0.02510347252123252,-0.027420683713932307,0.022801559984039158
CXCL2,0.1150735908138929,0.03561998979084518,0.05535304163395713,0.01190031551884995,-0.02421354566990176,-0.04394724904368929,0.07187615846533137,,-0.0046225411874054965,0.08571739268756022,-0.05605975860197187,0.03082923349925639,0.10294555713710389
NPPB,,-0.018791678755751374,,,-0.012028207169398841,,,,0.012795640176108064,0.03981899562241134,,0.018809157075612645,
CCK,0.007209188568116839,-0.015797535530936,-0.07891113524877122,0.013141845974149953,-0.023452388575804128,0.0037298527824869963,,0.0224589988081243,0.008644920461706892,-0.02008360718753115,-0.013127449171426223,0.013969199771812862,-0.11316243998921305
SEMA6A,-0.018689306307935197,-0.025229364956966115,-0.06938516519717935,0.02672898675795078,0.023152494226004655,0.03320213760522154,-0.0885244681820651,0.02588099023062654,0.04082622719286282,-0.04383104773230181,0.010167578587365488,0.0665035034990838,0.06294015927243728
IRAK4,0.01453521263813702,-0.009430391973191647,0.01024091076664914,-0.04323491247260481,-0.007081087372440414,0.03430210846530096,0.07874354820023644,0.05709554723183135,0.06693260890224234,-0.022384299238033093,0.11343559816805526,0.04296843460055761,0.012906758350832
GSTP1,0.0526536742981796,-0.050291091881728145,0.005294750374353398,-0.0051357267874191335,-0.013076997508021234,-0.10066101083429371,0.017421379821492014,-0.02622376491744088,0.007997596882491343,0.06575902254187263,0.04173847583188779,-0.009366459212896873,0.11478461709673247
VCAM1,0.07625440929739614,0.022737006611264626,0.10089682987362383,0.0021290322154261417,-0.03734281978136052,0.0647907352836622,0.022917994054486177,0.07325176972749792,0.03997155864507314,0.09089878527216913,0.0238648954463799,0.02668483503434143,0.04282869798638961
NXPH3,-0.10053750806254184,-0.013742160944828951,0.06098769230058281,0.025126940444938125,0.011998203071278265,-0.046477525399868304,0.08082127779197704,-0.012127487997063034,0.0019856166749999825,0.020360897373689953,0.0238173776766735,0.049851233748959056,0.011719595630070518
MTMR4,0.05573749990355777,0.01810707786768735,0.01881697499611468,-0.0187420676562898,0.003206776929788189,0.0345443319412909,0.020570210460162303,0.05739854197603823,-0.04655693711760521,0.08081399108416425,0.0266942225390086,-0.02724521748924289,0.01570118238959481
LAMC2,-0.033403867624012054,0.03185626152527912,,,0.020950300549750556,,0.014395891421070716,,-0.02251448504290471,-0.017832689864481922,0.0888299823490318,-0.012420914611446841,0.05137017946616478
IL10,-0.007018855686901502,-0.03116407841527781,0.010999765921426052,-0.016817817779317033,0.004692638034880274,0.017922602557286074,0.032120335591734245,0.015452281318438352,0.01074217290751526,0.04286538282971752,-0.018279928295532193,-0.03093061845991235,0.02780628965358441
SEMA4D,0.004339070019546479,0.009731286347699862,-0.02208280919470011,-0.04035963417360487,0.006460643685418228,-0.04692088253690803,-0.02850821156618955,-0.04700368365431115,0.02238829846258316,-0.057673257518319386,-0.02671479866904435,0.07857041190324265,-0.059487786146343785
TRH,0.06675154891678624,0.014797164000010049,-0.012506810274576327,-0.02367904171713232,0.0214214326676085,0.011134951154400193,,,-0.051804713633592306,0.0036535401500182767,0.053544897893288174,0.010961619011132356,0.09693937822883547
SEMA6D,0.022776274864053116,-0.04496541047461913,-0.026456023886996152,-0.02267636537552293,-0.0072953066120917546,0.036644875814487436,0.03676542800215307,0.02902985079039325,0.06761011939481164,0.05305851141831287,0.038806613377422194,-0.01367002185174834,0.09916407962350385
CEL,,,-0.024674633879216017,,,,0.025598412788626495,0.05932873894710641,0.11377143850662212,0.03428634320075665,0.07980254584599139,0.019948984618468106,0.004609161129032447
PDCD1LG2,0.09214734972637678,0.013507328328328225,-0.014363773859621056,-0.02511058000183448,0.01838736524200338,-0.052882315504344045,-0.09861889993514752,-0.01093232349377631,0.003434222055587638,-0.012430234656606469,0.0953628109434077,0.0700265217854204,0.05343420999294682
SPINT1,-0.039320502464458826,-0.03731367657386986,-0.03335941726320548,-0.015898296579244808,0.01713213840811818,0.005594817430444483,0.2256249853739625,-0.042170867849876885,0.08650336567965136,0.01882297686624131,0.1468438174064286,-0.05771888905665977,0.0241293747161818
CTHRC1,0.032008199924444515,-0.005692795825480736,-0.00744153587554567,-0.001978894426553703,-0.03932569014886246,-0.03249475605200272,0.08157097057768613,0.11995064042093513,0.04247163851570694,0.06855498055419061,0.025764841528133683,0.026154131589154632,-0.0655081459675713
PODXL,0.08523227496904742,0.013716724182375493,0.09848740067378961,0.03752851935908105,0.0007798407984568069,0.011820334814337695,0.049943066734379156,0.04946825868864172,0.04412224007704415,0.07317681526896275,0.021026321458858948,-0.03361971307511414,0.01715893389631925
JAM3,0.021067493046759717,-0.022349172466941247,0.04330575849009327,-0.017031250055016624,0.0376486680285703,0.02001508831858839,-0.010565772131984525,-0.021854298643253445,0.030192448274276616,0.04355860900130012,-0.013888501000960536,0.0047396195906725435,-0.01193105117508222
