,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0857304002611413,,,,,,,,,,,-0.04147305264928814,,0.05473264236121206,
BMP1,-0.020032341377214557,0.11717349272104216,-0.008605597742996124,-0.01932831799547613,-0.004275421652331586,0.045570082324466986,0.08755114952855769,0.31480516571310224,-0.043070787898544474,0.02098008814660608,0.027292712969566316,0.02483343960037991,0.0686986489251536,0.06047850007973596,0.04470902678857174,0.11536700257835306,0.05817241429813889,-0.03960011050821971,0.05065926580911528,0.02967092006479822,0.05034306663202195,0.05001804317609472
NDP,-0.02053937661872172,0.015452466244889862,0.0017309925798608705,-0.010594554594424531,0.1561915606156527,-0.022456121990435344,0.026007887339665973,0.04165600487629376,0.03900714108282635,0.016083107639401437,0.019912054572965427,0.025771161136697106,0.15126474849829694,-0.018227019172622164,-0.11339334102602604,0.0126079191120829,0.004566723876717632,0.09228015928246446,0.08217160703855439,-0.017355940712712153,0.12161540844150855,0.08065402604949508
TNFSF18,0.0019752737147863035,-0.0391789905120036,0.0029547751757105596,0.010612161658970993,,,0.013057589417687065,0.12228915674596931,0.009442214643482012,,,,0.003133327071380728,,-0.05084947588936757,,,,0.018218290229056067,,-0.03269449678692723,-0.018172724434947263
IL36G,,,,,,,,,,,,-0.022126991370989495,,,,,,,,,,
RTN4,0.0007353226352204455,-0.011161485574611078,0.01805811295246945,0.028122506974062177,0.09708245655231028,0.010564006931402732,-0.10562416022281687,-0.35655866011702675,0.0003972012196639847,-0.0691015761124134,-0.07083744956218814,-0.09007469853240324,-0.0838505052480658,-0.05831095076128317,-0.008355855400153859,-0.012966596846693344,0.007938921299344552,-0.05585082103340544,-0.030511322166312548,0.027846655138743605,0.009322043831518422,-0.22683873210091546
HEBP1,-0.009971754007564679,-0.02403388784015213,0.004050694785740678,0.06866082353868999,0.08803547092992063,0.027684898805724577,0.08410448573384806,0.1324337815500789,0.001067710575760788,-0.029168333879791748,-0.025562714782644255,0.03499265232453327,-0.007894472561891418,0.06567635803863056,0.007998136799032402,0.049498617265619625,0.06854424396540851,0.08300607705464792,0.004211978449015178,0.0255512087028792,0.11640110074296339,0.023359491218089588
WNT7B,0.003690645128233216,0.05040504992508176,0.007451278714675443,-0.027882606288546226,0.13196488945796106,0.011231983261559568,-0.038618537690735026,-0.17467533307934074,-0.052635944406743324,-0.011771370746642645,0.043535200789328446,-0.024320113462169442,0.05198082076890399,0.0014513454782344732,,-0.03613091063089586,-0.02640843539282982,-0.020573461461060216,0.013888325387629172,0.01822348808902726,0.05512653808540205,0.01200636330260232
PTMA,-0.012768483594727835,-0.001051531759355279,0.0046168181439432444,0.02148672392023294,0.048512320478589215,0.015801284098835605,0.1171726040963866,-0.18478208185832248,-0.03381607714702249,-0.011126658910964272,0.10294173588050452,0.002638984058245123,-0.04623861792778025,-0.008715196843256872,-0.0645616949060548,-0.07129999797983762,-0.008706092059230116,0.017406472285636795,-0.10870264317768928,0.06454505355820497,-0.009518685193702234,0.0191554933033444
FASLG,-0.057793999058740324,,,,,,,,,,,,,,,,,,,,0.010623546999013366,
CEACAM1,0.020006173565156188,,0.007816255218715068,-0.010841057375040826,,0.02217252328907395,,0.06927651213424493,-0.004949407523173675,,,,,0.07943350097606405,0.2833250724060234,0.0354652708117551,0.012116483740726816,-0.03822660945043679,0.021529721598405917,-0.047619110001354076,-0.044180636183138784,
PDAP1,-0.02140118714350861,-0.14820501315306864,0.023066770416506278,0.00460878021417379,0.005128841120917269,-0.004408612848234969,0.07400456275595546,0.22000009773715096,0.01653031335316754,-0.0012368313239383502,0.08502618440723027,0.019391605003192963,0.12792549954542584,-0.058019598847972746,0.027783774151462756,-0.0026330504894247573,0.020782789482106868,-0.019485832048167305,-0.042369345991703306,-0.032465217977031294,-0.014160932831544328,-0.011910234155071895
QDPR,-0.030817674381366938,0.04153785749839682,-0.01210958796094392,-0.06505637921413229,0.00894410622239799,0.0361356475405069,-0.09088080339452327,-0.2568057633416914,0.02266307755390212,-0.06421478475568944,0.04097043558742002,0.021470978172870542,0.10213583699705954,0.04946959318734353,-0.03381924199530854,-0.07577482575808273,-0.028995261344807944,0.08096356132631784,-0.05325273050117035,-0.020397333908722337,0.06536930136299478,-0.05629540391786
POMC,-0.04172057024062203,0.00930317117329009,0.010871394784830101,-0.034149231741701085,,0.09871094082181031,0.01574059125389773,0.053702250234186816,-0.010521734754163872,-0.007652043471437496,-0.011090795635778286,0.0038203489003075033,0.06346969794985739,0.02673267875310715,0.08554157112313399,0.01233699811748677,0.09673320541059974,0.04178766164888907,0.029838916076200456,0.05746652335645994,0.016424098009772417,0.0621732891031712
CCL18,,0.06073052181800048,-0.005944815031818588,,,,,,,,0.13461588199381114,,,-0.09223100789282018,,-0.022974103329789757,-0.027431126090752777,0.014188927122876236,,-0.0324370632285738,,
CCL17,,,,,,0.026899228712396517,,,0.04917171684787523,-0.029285010004479917,,0.1133294077641558,,,,,0.03983104453842603,-0.03970162402070817,-0.04196564976108862,,0.012632174761876344,
VEGFD,,0.05702966897822064,0.012096285027733373,0.01055670012145343,,0.018302099114404797,,0.07142643976533576,0.017785819180298017,0.00541241487814396,-0.005199781243334473,0.010437227511442914,,0.026839041337064305,-0.06363939978722608,,,-0.009459049226357274,-0.052250308469581584,,,
