,UKF251,UKF259,UKF266,UKF275,UKF296,UKF334,ZH916T1
IGFL3,,,,,,,0.10313494869803247
BMP1,0.05826656259359067,-0.04108366973860119,-0.005780205099022406,0.0013775253168135705,0.0006152598895308468,-0.034343610529691614,0.04961519466615868
NDP,-0.012113134980818788,-0.05508986073458786,0.01937057475554396,0.017006936718429445,-0.051206957630595074,-0.07452763637022962,0.009121973623441127
TNFSF18,0.0462019092353754,,-0.011239801496447863,-0.017004424875178854,,,0.043356696653939666
IL36G,,,,,,-0.01596859258827285,
RTN4,0.010288634846935242,0.00817224209436375,-0.03339678937006903,-0.003229357960788531,-0.050863678198182834,0.09612978930665568,-0.04082181051228276
HEBP1,0.07189872258755615,-0.04382284107986918,-0.05935822630695331,0.03231132699873962,0.008941075429182325,0.018704937788145172,0.025500594216595677
WNT7B,-0.01524898722424676,-0.027801497682743183,0.004394980028603359,-0.015987162501755477,-0.010578799555548904,-0.017551323497469545,0.06554564193015167
PTMA,-0.012190940959432338,-0.008137199828638928,0.020252300455840214,-0.025976918140432827,0.037704219106329734,-0.08123422264638983,-0.01318573603806285
FASLG,,,,,,,-0.014834671634367268
CEACAM1,-0.011702680529786727,-0.022650615628077818,,0.014468950087801307,,,0.0587317052888148
PDAP1,0.005124595386206032,0.012153740954588758,-0.03351947460344374,-0.04830066615890732,0.01248045200941131,-0.015118874439203395,0.06427984821913127
QDPR,0.008653839899790492,0.01818750104145305,0.02169989525641606,-0.016514682599713233,-0.05079371357986398,0.02808992630911888,0.01395943957110692
POMC,0.02560465879861782,-0.029895391941816556,-0.015806546481120617,-0.01973058994691323,0.07837946490450769,0.05163473735230122,0.07423824803639957
CCL17,,0.04499085444322508,,0.0188497924217698,-0.013093588316491959,-0.01458776267757712,-0.013445963611889123
VEGFD,-0.016761741957542934,0.03645282835333629,,-0.022595147461754995,-0.009604305376482247,-0.015634157093245393,
TNFSF13,,0.14240097400365992,0.05547959095498559,,,,0.01573123612487085
WNT5A,0.02678622292125229,0.05362540013875394,-0.004607235975608727,0.022904806053236856,0.05194401853648607,-0.05567391147187665,-0.016524926255737774
CXCL8,-0.015694701668912858,-0.0007817730733835028,-0.015504916704213842,-0.007384284967436616,-0.008943946775661567,-0.04700592818749406,0.0029087632713443584
GRN,0.022361842213452183,-0.0026500475408507687,0.026431818734046507,0.01789092724344422,0.01914233272520006,0.022553531674649317,-0.0012502994703939973
MIA,-0.014906721101097191,-0.03918042879220465,-0.019709777193505376,-0.027164286593075078,-0.010922874717869695,-0.021411694614475743,0.06037231772570397
COL4A4,-0.025068664976824574,0.028231114320673625,0.02550750586052747,0.08054983211935252,-0.018349560858610996,-0.020770138130607043,-0.03948656821122724
TAC1,0.026189115120231858,0.059255018175938715,-0.004402584897449483,0.039568777805132425,-0.017513689573324862,0.13273229005825868,-0.017676086410955687
RARRES2,-0.015587927625028919,0.015998320712561673,-0.010217946059283304,0.019992350757138528,-0.03599543871188424,-0.08823331259590277,-0.023428504301576513
