,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.007934116955044384,,,,,,,,,,-0.04682048893134534,,,-0.003880478022291667,,
BMP1,0.021013684766433186,0.031023063394733225,-0.052823981024698465,0.054604313688727,0.0034422683427504396,-0.028142644086652988,0.1461950728231151,0.10870843613840157,0.05371202002244495,0.014170717832120682,-0.006549752997561334,0.013346433818421625,0.06479037140392778,0.0662398352944119,-0.03152189234879718,-0.014962329090853897,-0.010964271088739756,0.05533216984717125,0.0005125578495948029,0.03639521622370694,0.18985381475472526,0.11843446139464833,0.08471976176872997
NDP,-0.02938966962619579,0.10646595220191811,0.07277584498615973,0.0382238801787876,-0.032560404234285696,0.0722294227693566,0.02470316250883057,0.005493022315222736,0.05617554804310383,0.046668378663008485,-0.027094636003304463,0.040754894039740135,0.05355962221245604,0.024449698433279356,-0.0004698189824552193,0.00683090927738201,0.10201537282362284,-0.02524444569043657,0.0013928165929429932,0.01830603713729656,0.007795839045238483,0.1134963664421094,0.13219355843476588
TNFSF18,-0.03324901370167118,0.010770256949376734,-0.010874172275433488,,,,0.08585721927677471,0.03739593293245422,0.006063019785813852,,,,,0.08252058876381509,,,,-0.036041357642103554,,0.04695460616112256,0.09721941653702094,-0.0004508743511500753,
IL36G,,,,,,,,,,,,,0.03592256425243905,,,,,,,,,,
RTN4,0.03398006327912964,-0.037670170855608066,-0.002935860829611601,-0.0010422952451757412,-0.006478744694088172,0.02441613061280591,-0.05609537387821161,-0.13388788055754108,-0.03364892674953832,0.00508290039590003,0.08153446584917264,-0.005296577952101418,-0.009208205854179271,-0.021829799252152924,-0.015061752516261202,-0.07488970298871347,-0.028561456102845623,0.0340750513622088,0.0035186917225835954,-0.0056171014742582535,0.007781782122589636,-0.08484122760493001,-0.032176185074738343
HEBP1,0.059918472539403196,0.029409606274924397,-0.01242684393516617,0.03735317402740739,-0.017838701551201357,0.020655246815747243,-0.021410985562906514,0.038430825620725896,-0.02606204795536999,0.004454458732896471,0.036585065120123134,-0.039081067921015504,0.022188340235850815,0.0839560578874125,-0.029457687095711435,0.06325099359997538,0.05441783835598574,-0.03943274706826511,-0.005800112097322234,0.055572278459469986,0.03274287391434525,0.07643494869031789,0.02775686768923171
WNT7B,-0.029291339683104323,-0.0008049828280980774,-0.01694998388405246,0.011712732799337086,0.02307312962413068,0.04974245419799705,0.017712340266230822,-0.03878994419619672,0.008640378184090528,-0.012395410523905543,,0.01486742105853035,-0.016380359218515713,0.11311554825304772,-0.028311536010248693,0.06951682485994491,0.07851778691518572,0.041353808740784474,-0.03144672923771801,0.009036813630223755,0.029005666462935953,-0.008827314608972927,0.007753233103139129
PTMA,0.013669690762576533,-0.11786012804256064,-0.031131278006636523,0.10722431893540138,0.023152843339323582,-0.0006849287419556844,0.1391057173718304,-0.024336250793345275,-0.01794908291974359,0.010446793758285586,-0.034137121131213366,0.10020029048786204,0.04847507562515308,0.03671308703903097,-0.10824811747361064,-0.04303220505731448,0.0533087281130491,-0.02811253337452815,-0.04473708840566914,0.056159852322160544,0.07193804082610661,0.06527982308957551,0.08524054339419522
FASLG,-0.029291347963691015,,,,,,,,,,,,,,,,,,,,0.02170180249374635,,
