,ZH1007nec,ZH881T1
BMP1,-0.018703463504803525,-0.06944376482486554
NDP,0.04073018321419599,0.019999783710741435
RTN4,-0.07978752426997729,0.12560732165193678
HEBP1,0.01992772450753941,0.01306789079349245
WNT7B,0.020892879948716934,0.06164749559366989
PTMA,-0.030962746025885453,-0.02018144889516546
CEACAM1,-0.04247576595360553,-0.014646429030910273
PDAP1,-0.013787370681882365,0.030863583524012875
QDPR,0.041255071367977784,0.0006823410531429047
POMC,0.06457887460739344,-0.023959633857169916
CCL18,0.08355703470444077,-0.043218844893575324
VEGFD,-0.041032044546400914,
TNFSF13,,-0.016446958160906203
WNT5A,-0.037259168915027674,0.0007481291491506459
CXCL8,0.03775798492379755,-0.06851967596622871
GRN,0.08483310481756123,-0.09422483139588514
MIA,-0.07258407807210379,-0.06588456244470933
COL4A4,,0.008196688006590026
TAC1,,0.004620581110130689
RARRES2,0.07341326608178216,-0.02118133315164354
FGF7,-0.039755848158588035,0.08829667431737946
HBEGF,-0.02809942365661668,0.010063755558600854
CSF3,,-0.020997656698475507
PI3,0.0516423624412629,-0.07149501547736717
PCSK1N,-0.002124235765038444,0.1127058586894444
NTS,,0.06684174563368278
SFRP1,0.014063915745235587,-0.0008473865208027693
CXCL13,,-0.03425154760083933
MICA,0.0038514976940688755,-0.02876610533203278
TG,0.04206362404892582,0.1342246099794748
ADA,-0.092394502019856,0.004891342226672996
LAMC3,0.08112699263672248,-0.012759105941616474
NGF,,-0.03604838795714777
TNFSF15,,-0.013039184324466442
HMGB1,-0.05749598726796695,-0.023859504695969334
ITGB3BP,-0.09783598478831847,-0.02061455014190031
AANAT,-0.0059117977972307535,
RELN,,-0.015749921577195455
IL15,0.023982391898981006,-0.0073875004449881045
UTS2,0.01834698578173117,
BSG,-0.018468174509203537,-0.04164238103840461
ADAMTS3,-0.012028963448412994,0.016345755973343475
CD34,0.10868700126340052,-0.03617312750405723
PLAT,-0.017336947022166635,0.03864946306901098
NTF3,,0.09188079913952578
CKLF,0.05131943852657279,-0.004074846358937227
CD24,-0.11254554130650132,0.09589807386831403
HSP90AA1,0.06327530845985038,0.0014165943578423753
BMP4,-0.03748672888875738,-0.002184891346429166
SCGB3A1,-0.041032004659550425,-0.013110913415279162
IGFBP4,0.05167000667255608,-0.07459714565867975
RSPO4,,0.0022310823483670484
LEFTY2,-0.01704211601793106,-0.02479984144777637
ANGPTL2,-0.13373555015748076,-0.041192256741925205
LRIG2,-0.021136239966050085,0.027806157780752908
ICOSLG,-0.09081690175039253,-0.005025186698544326
WIF1,,-0.016952187313428187
NPPC,-0.0512605096666658,-0.0314542960713774
LYZ,0.11128153794305648,-0.06795834760570436
EREG,,-0.022713324430392725
SPTAN1,-0.0725937079875354,0.05827688792384856
PTH2,,0.035579343007777514
LIPC,-0.03695700895341616,
COL8A1,0.03673545356557338,-0.06180955120964244
GSTM2,-0.02379930161995762,0.01734932916626102
IL4,-0.035327373452619035,
SPX,,-0.0041886742030301455
MFGE8,-0.05444000864366766,-0.015459460894676924
TGFA,-0.02124576939177464,0.025190112179548124
SLIT2,0.06016425294583739,0.018358992323092786
PLTP,-0.05363175499364335,-0.12414866452432413
APOD,-0.020136578135178978,-0.02498287778144947
