,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TCN2,0.04687386954984625,0.03542458699215946,0.01702199598853265,0.016200883438119405,0.10215512865106775,-0.02286886113055878,0.06747853774403605,0.1504137119536715,-0.011213510929470963,0.00692852090462327,0.03174760671818542,0.051639401772320244,-0.011922869455206927,0.021106961683350082,-0.00023073009271651346,0.027524163519075655,0.040166935726122385,-0.03376940336707118,0.033593076725692686,-0.02675706947667078,0.005120409843131014,0.020072514906434934,0.09301327891797723
THPO,,,-0.009654958246671345,,,0.03327706453593107,-0.03133997428300947,0.07680887750885801,-0.026654040509201414,-0.02144439210314342,0.039682577299598176,,0.01393625061603957,,-0.0038506871600248755,-0.025203866839099066,,,0.027672903943105672,,-0.006571650350674482,0.06693920775043924,
CUBN,-0.022619957186991613,0.009539822559939924,-0.028931533692153857,0.03250599143196122,-0.03782188247295796,0.01729234750077298,0.010523692459797755,0.0021962062152423565,-0.005779939161279043,-0.04597119847443001,-5.5048737305224265e-05,0.1105322992191741,0.025909148009327917,0.08759949256634632,-0.013801913496982055,0.038161165405837125,0.05095955506173332,0.030813139532399957,-0.027134962120869875,-0.035483189612979776,-0.017750268203039488,0.02430914597286891,
TIMP3,0.010130792904768648,0.06416708064963549,-0.017656599023369537,-0.04748251446136518,-0.01529381729680213,0.011342203942829057,-0.051789679072165924,0.06250461298021312,-0.037079324697806025,0.01994553419198131,0.056009427580806063,0.003482665508142272,-0.019620168240383346,0.0018660113681877328,0.061165714660638394,0.027726304107225895,-0.002960158884216383,-0.1062610539381392,-0.013252509432840093,-0.06971752849330017,-0.06706681876359392,-0.06562877559322233,-0.07183335469955492
PIGF,-0.06902378608092903,-0.023472882967972217,-0.028263909391072414,-0.04555623108380463,0.0229965720926098,0.03425624150870096,-0.010601081237590902,0.06586029892405659,0.060674395864844737,-0.02233247348155765,0.003991900281422455,0.049960125059516754,0.017809178563343617,0.09252377762769061,0.020324855490900292,0.037958157404677735,-0.021251312813391765,0.07290266738614007,-0.019479135399962853,0.027985637540544856,0.0858308440492338,-0.029304002069427456,-0.10321524567775126
CRH,,,-0.021324608451261294,-0.020977982525074653,,-0.020730422552078267,-0.01857218446717999,-0.04463621224802975,0.03148073187061327,0.008266079008135785,-0.004625027024565142,,-0.02805482223348171,,,,-0.0018439091154273364,-0.009625091330629177,-0.01669414711399273,-0.03314287702046715,0.05203278830698679,-0.01935416932614022,-0.007413743189373823
BDNF,,0.04911265084105039,-0.03505040240983003,0.049757999727438475,0.008098112581346618,-0.04944140647244728,-0.01864183120579892,-0.11123736691183382,-0.010136102201112876,-0.018732675611799823,-0.02995037137387582,-0.026126839957214144,-0.02310152449161659,0.012824807488612654,-0.05708493102668785,,-0.03112208329173534,-0.0290237236309999,-0.009860251347217991,0.17511365637470494,0.04662288588835011,0.04420210147573413,0.04878547383329221
CCL5,0.06690992823168142,0.010066133815950905,-0.019844103111867115,-0.02475618837287169,,0.01582290193618761,0.0563219564272401,0.09905641301732993,0.05396395680181732,-0.04829568277494796,-0.011177813487965099,0.048748537870151876,0.020220072181249726,0.08334348696876342,-0.036321042260022175,0.041703877732426564,-0.03123331238612837,0.03985164445148804,-0.02844998172047462,0.056329636586372356,-0.05688132382172668,-0.007844296363407508,
GAD1,-0.03623481584323936,0.004249763526262728,0.0360382750355016,0.014687908001752402,0.017914675320079523,-0.006425801508655628,0.020665035218762555,-0.07266385431199185,-0.018361720448334076,-0.011775272848208302,-0.025339497916196937,0.0729067333494861,0.03226888934577254,0.00370422600071126,0.06744949426202346,0.06804866001989453,-0.05167938528758348,0.06657417174943539,0.012419211733824414,0.06404538104884216,0.009480072678038064,-0.12484037616420475,0.10264497162979239
COL14A1,-0.008310873434652914,-0.024406936135343022,0.00043409249998202563,-0.026177874933360098,0.08649743325054823,-0.014033523204132573,-0.028751131345515744,0.007627285323232443,-0.04339322221920308,-0.028089152639917764,0.061655091088965115,0.05385003201730303,0.011444524434924396,0.04804739847723538,0.07463089973407545,0.018580248224951256,-0.05394568353674049,-0.03269927129282337,0.019282724509923434,,0.003670196865028978,0.018515524325192347,
HLA-A,-0.06959354644843718,0.06276620952947,-0.007886694205367986,-0.028795307471280843,-0.00766104623362455,0.08529969083035033,0.03021671884335558,0.18196138551743452,0.08057623372983548,-0.01610427176695793,-0.04105442111865135,-0.033450500348244386,0.0025877110483010237,-0.07900292281107782,-0.016289014662220276,0.06798090794778748,-0.03791626233887017,-0.03982933928330775,-0.02457949761512028,-0.03895991951955271,0.015102720594119403,0.06463333896074339,-0.015356557662118308
CD5L,0.02350159083607693,,-0.021324605984166526,0.03306784354945545,,,,,,,-0.014623400633465112,,,,,-0.028769521386385315,,,,,,,
FGF18,,,-0.019294914120583873,,-0.024113137016547204,0.054218074428424246,-0.0257676845824713,,-0.008596650177613874,,,-0.025023951766789277,,,,,-0.05174996240393399,-0.021847951870686538,0.12404995599183352,,0.0736206076178373,-0.0376028324210296,
ADM,-0.00749719650216238,0.019017737662239576,0.04728057420050399,-0.0409620736373709,-0.032646511201658804,0.15133297365459644,0.028457390785568033,0.06092138959985672,-0.019037624593912148,-0.013313415542292293,0.054181010423410114,-0.07048484344832845,0.029650448371651768,0.06665326360366797,-0.04873201699719703,0.05033312179523692,-0.05128092077389739,-0.021762913423059374,0.015873900465493293,-0.02896358846890157,0.07364358295725758,0.031207841952431235,0.06635187699925664
CCL15,,,0.026673370218868914,,,,,,,0.00857893733523827,,,,0.022956665430325977,,,,,,,-0.03328506060445056,,
GNAI2,-0.022066296973723847,-0.0427412961475494,0.03342685174256347,0.014218275690007401,-0.012352300062501145,-0.1444570269731384,0.019254698289833398,0.1265193401239671,0.031432546320669816,0.012610962294427451,-0.04174610503916696,0.03006283727969139,-0.01441328455100383,-0.011412904367299592,-0.0945504833475263,-0.0472425521840282,-0.025072339523500336,-0.0526007194573713,0.030764980714492154,0.09823215484966297,-0.05200364355420412,0.06695568758141171,-0.034663430395175054
HDC,,,,,,,,0.054201137781846445,,-0.026105789159577453,,,,,,,,,,,-0.07055882018050424,-0.0216662235718393,
COL11A1,0.10390544259904926,,0.015658495139241273,0.03975815796119555,-0.007557367495259802,0.029859843125135028,0.042784415709305114,-0.01375559912466411,-0.01925390031437653,0.02801169430900977,-0.0382242383989942,-0.02139289726008806,0.12937277764916447,0.0005856047894607057,0.07899905253696343,0.03365656599461649,0.035128787579018356,-0.04810057034127396,0.0032502488264426373,,-0.03146973029567616,-0.016046324974984642,0.24131280312144085
NUCB2,-0.006231745064764221,0.02508812663618845,0.01465336986993304,0.02610151167999332,0.007495219712293104,0.04684499067507745,0.06883880074030245,0.11139865691370764,0.043364032185586494,0.028790766486129576,-0.06049510558934523,-0.023633649772243175,0.031971404143653674,-0.029400099822511846,0.0553917376174055,-0.01207883676882258,-0.010239568339183845,-0.08047704432628201,0.0013854792500916167,-0.06048297640035551,-0.02909654077952119,-0.008794112084350113,0.00933997517653104
FGF16,,,,,,,,,,,,,,,,,,,,,,0.1274776635409732,
CXCL1,,0.07186201143187297,0.006126238027379161,0.022017741727322692,-0.02376019523390272,0.06346674298665862,,0.02638735720299704,-0.045201510073087245,-0.019514524838259432,0.04560243198996352,0.05176460173458874,-0.015369964134112433,0.049008756898868966,0.04269914802358898,,-0.09588243330112531,-0.02482159058231526,0.03382331106191537,-0.050824145898225204,0.013332451708305952,-0.04729909964983312,-0.03806271068925759
VCAN,0.011910941047464615,0.01794150850058757,0.006907641217706654,0.06132322736605122,0.016401961454630534,-0.15192185615737175,0.014408039485197468,0.10139011019950459,0.0181329314518597,9.089074290489216e-05,-0.015882850659622427,0.06009582773332282,-0.0015362976658302738,-0.09871215003104637,0.007575174283104959,-0.0911353438278618,0.05735769086960613,-0.018241298761553768,0.042172649511301376,-0.04934396458339714,0.004797662614378106,0.047569015519639456,0.0037501623541633835
MMP7,,0.08564018993584836,0.008461990541341523,,,-0.023808823378903148,-0.0228287670048663,0.05675257311002566,-0.01972869587823113,-0.029829064511632326,-0.01853168849899777,-0.01594567493003112,0.010862766420149415,0.010696834791490863,0.0306083164472886,,-0.02538724257952176,-0.0072290466870549115,-0.06775468393124748,,-0.029228054249595337,0.09054269073053121,
PTPN6,0.004971343234246427,0.015798003187283312,-0.015447947365784203,0.048772261282743576,-0.004331883943756542,-0.04937227011040932,0.02127239038448939,0.14207218828210794,-0.018743308687515704,-0.0617225949223085,0.017036650718618294,0.051173903775621574,0.0031812902903667786,0.12659076454281631,0.0678978809828225,0.004286768164093236,0.013759404590660506,0.06098158210919942,0.03744279580608593,-0.06013943824433081,-0.006356840729444551,0.06209431243609444,0.021866471087776583
PTGS2,-0.05497691659070589,0.0627890768842155,0.02763061630636911,-0.0200839593790947,0.006030250132676316,0.13461363883095911,-0.0012994747193977205,-0.07135287668557695,0.011642465663643669,-0.011786864692299774,-0.022594844336984762,-0.03207423627714126,0.032182286532477115,0.16339873871254443,-0.05609725872030703,0.13607758592828775,-0.13774958964611336,0.006989666937465175,-0.0017313260177738818,0.11378360326715775,0.07719192910792587,-0.015215864991288512,0.11352700178993665
XCL1,0.013731047685523821,,0.005838377458596113,,,-0.01792012971078867,,,0.02744240250355128,,-0.024308302461752633,0.05958550290909134,,,,,,,,,,0.07413829537570615,
CD58,-0.00597836814460347,0.027232570625938958,-0.02660837761089083,0.032357151650436476,0.02259464333269123,-0.02478545341349139,-0.002350829560048182,0.15194460877985994,0.040662845653626274,-0.01298260672669723,-0.0135961127403103,0.09050468738330228,-0.03394867959246387,0.006616981634426418,0.0026930001541846096,0.06616143034970562,0.02141819760570929,-0.003746078658653887,0.023818094934254727,0.015727032040929994,0.009324472682955363,0.03250738583899132,-0.08132188237033726
TNFSF14,-0.003781952360213513,0.03725297818627991,-0.023545622707103208,0.030584867070163228,0.07609642256037412,0.05470252229949188,,0.06075365515454787,0.01632059344499531,0.011764682719831963,-0.029362929839017084,,,0.009821962510782002,-0.015597966009081025,-0.012178253643326259,0.01376827036058815,-0.01382666835510366,-0.03225347900240043,-0.03432958841822324,-0.050946024949591745,0.040941833289011055,-0.041332045906359256
CNTN4,,-0.04316436520104798,-0.02310146318877666,0.05203813096765054,0.02892412771302993,-0.023028006870318796,-0.007476322921523079,-0.07523232185204767,-0.010291708742069928,-0.034162350367070306,-0.035315885237305125,,0.006611534339027196,0.10776473881852572,,-0.011719049854788088,-0.007446280083502023,0.01097459809242042,0.0490171784702876,0.047468751863810554,-0.04190706659674442,-0.04615632070924871,0.11177153103710014
NTF4,,,,,,-0.010030064447221149,,,,,,,,,,,,,,,,,
INSL3,,,-0.02093337405000659,,,-0.01647016246023137,,,0.11038085686625558,,,,,,,,0.11409254333820548,0.03176000364958322,0.01609398960341162,,0.025287745042895094,,
BTLA,,,,,,0.029153006723306812,,,,-0.024340981629977908,,,,,,0.06126297228002678,,,,,-0.006106040241920323,,
MFNG,0.05100483795548601,0.09013050487333242,0.05631953680299685,0.0626474086813991,0.07235642233757701,-0.016992336705590947,0.008536617209300932,0.1225897945394523,0.016147282186730044,-0.028320286298612322,0.013811464056485976,0.029160226583001984,-0.024286323471350443,0.08130335392204002,0.046818725761642,0.03580845048915285,-0.0018265898827526845,0.06907812959556728,-0.015496344169585582,0.10767395176059621,0.010810455991849205,0.0392049031703696,0.04078415378629224
ICAM1,0.08707909163696338,0.05564280234041997,0.02419416928095801,-0.01986286996620292,0.059599452589196925,0.032459514700749745,0.03953225392865767,0.10086960003548348,0.026385300385459453,-0.01657224808088339,-0.08857071647207872,-0.04118255211231206,0.0029324369477134963,0.09326241439974946,-0.07627770545827482,0.06048778198798718,-0.09145020417428741,-0.0040597775341429535,-0.0083607262603903,-0.06132024047252857,0.10221513049002479,0.02222511164835505,-0.036693697426430465
PROS1,-0.0202790540865127,0.06105923087310043,0.04722618642509527,0.04407441687480238,-0.04350447859286454,-0.04058463096846398,-0.018472676212537713,0.17953993812411356,0.025623826616004642,0.025253184250217477,0.04554374315483162,0.005919855503563341,0.04983536443483881,-0.009419286283964155,-0.02531434674121709,-0.0018140953950607466,0.08961675217104284,-0.03329695783983583,-0.016007664076441303,-0.0026128976076639603,0.06676514542911098,0.0701424852566275,0.06799180556329411
CLCF1,-0.015517748097407393,0.05736544154676671,0.03754455877261074,0.03162583740750234,0.06760361879967852,0.06337736789388397,-0.021221618621155795,0.12521614709626258,0.040393568093416106,-0.022318925268746462,-0.018143304561396227,0.015919690244540857,-0.031885279585621686,0.0019441794270145707,-0.17131869626367824,-0.01402771735844439,-0.045096114857703665,0.05242198075014024,-0.008625297185966387,-0.04258102043054641,0.07379163733077634,-0.014577888379136492,
PSAP,0.048615770549133096,-0.001138689572732689,0.07899480436019511,-0.03252848110370972,-0.03498627358394014,-0.04702969676075504,0.0052352840287954745,-0.0664908389184556,-0.0888188936848009,-0.08544063957219213,-0.0215199307634558,-0.04915452937442707,0.004222544779387925,-0.059090950772197115,-0.08133381623272894,0.095843093974352,-0.025226300578951897,-0.0020680791683253107,-0.061535830606490774,-0.014051625251133274,-0.022491004350853362,0.0501843310640781,-0.05508437667534835
EFEMP1,-0.004831694974831514,0.08649682375029714,0.033894459019220995,0.022518337863690174,0.002424060763050945,-0.13844840100847675,-0.011782608564173994,0.07488190870053676,0.010190162035842571,-0.02010183531296481,-0.02794725282831961,-0.012575102743104248,0.005612903421092495,0.09182645481021438,-0.05135906196205969,0.05374659792912379,0.06855986979149899,0.038923853498891485,-0.03416531609410276,0.004116260745819192,0.01922404439225953,0.06538359910987812,-0.04967383455758496
C1QTNF1,-0.01319666954036795,0.0039031445891835877,0.06631832693646304,-0.017075519025744362,0.07455557787142576,-0.0019425701657056287,0.0024660407292782524,0.10702403208548729,0.018805792229063763,-0.04229960706806004,0.009347989400181113,-0.007616497713815152,-0.013214046350302993,0.05407763403740859,-0.007924595996614837,0.010868757742745363,-0.03586859405139116,0.0250439123795231,-0.07091705095400941,-0.03853602147360689,0.1268377805508212,0.040035650903205426,-0.020526692788517712
ALB,0.10169084259659873,-0.036930914227981164,0.010714833169747327,0.04245829799737756,,0.151459044563301,-0.021837070508430548,-0.0025634346025781847,-0.001824020369885978,-0.021648765618944965,0.036124472867333585,-0.02281377248305055,-0.006103424792598216,0.04793886884270474,-0.014742254759022674,-0.01589578149953013,0.10425281078066732,0.07739818433462398,-0.0539915184639912,0.11022258791111844,0.048164545958801395,0.028430928492575374,0.0410467718782981
CCL13,,,,,,,,,,,,0.0011357580575843207,,,,,-0.04263444426102727,,0.040545439933709064,,,,
EFNA3,-0.031916172022519604,-0.031012232158258598,0.030649320903605497,0.08380476840642337,0.036139047863262816,0.09048368243022832,0.009033481197152736,-0.07913685918464049,0.03383831235410187,0.05473012577167749,0.012677189050020049,-0.03893164588998705,0.05077548861750502,0.019982627751427572,-0.001985691621541628,0.08640480247244975,0.024562592611102847,0.02524375911696135,-0.0128110280209904,0.08361496886999344,0.056915917555482205,-0.02398040559352187,0.17664595870721436
DRAXIN,0.0056563167489104334,0.0780183004258032,-0.007501027404764785,0.034067338550572854,-0.021163963519499035,-0.0029821142171988653,-0.0033454863805733627,0.07497047867133849,0.007241538924465828,-0.017382896447315686,0.06330811523105499,0.06576942012180564,0.003521945750777795,0.037467349067858896,-0.10782296254832104,0.01913094423773297,-0.006615304771691899,-0.0068383986481508,-0.011563514571183476,-0.028100225255198348,0.04357047996871655,0.11043656839446206,-0.05372244583871529
RAET1L,,,0.06916714311306726,,,,,,,0.019778410393951715,,,,,,,,0.03368282082004385,-0.039184965885291675,,,,
NPTX2,0.014161655672492193,0.06778895276090782,-0.07145261031875473,-0.027038663128700364,0.0528763718464645,-0.018084778040116732,-0.003281462001066147,-0.13520797491703973,-0.0786689049499171,-0.056245696255349587,0.03514496613807765,0.09760598393048624,-0.05147980176228061,0.057629337749022465,-0.09302530702989081,0.0423551465020135,-0.06105366022172997,0.042478766348303415,0.01050640076255883,-0.01859853547730712,-0.027267371007468486,0.13827277336400054,0.09318095077527667
FGF11,-0.008912300234897695,0.018836351518316655,-0.01700248352899089,0.019496209313305403,-0.0036035271657808166,0.016543592089382577,-0.01989549908935297,0.1459260856683622,-0.00027092004647256865,-0.024904869899386693,-0.0006374245821563097,-0.037094095264221735,0.0791474408870429,-0.014154897915126904,-0.020578828072289047,0.051585049439742944,-0.01692844944044479,0.028342578297516678,-0.04315940399799252,-0.07329508639371683,0.025330395685819664,-0.007688813064828115,-0.01618809092501117
CD59,-0.014134680173924797,0.04753185801401106,0.015630545175017888,-0.03149963797731848,0.13673108094101907,-0.08785959783642873,-0.007480549678457333,-0.054189677518521065,-0.017659117210389538,0.007282467275588513,-0.05605514651185964,0.03625862126178412,0.02455482978665393,0.04719392281019326,0.040600503458625946,0.058843749315312194,-0.010848382150017901,-0.0709731191930377,-0.034243566032830366,0.022378484082055998,-0.06951943283295486,0.01741744481040136,-0.009928061862858356
COL9A2,0.0024657902859918056,0.03302849611435161,-0.05359476483753465,-0.026743763151235972,0.030763416878839052,-0.11065030800826037,0.014437559931503838,0.019491594342903006,-0.042508107225466725,-0.08509701375311848,-0.07361136318446698,0.026562187741375535,-0.010156868071481542,0.001692026073240345,0.04031632142923282,-0.012151840243618187,0.008020229093418998,0.07362215273980252,-0.008228121134922791,0.021804163480635925,-0.07540036358462689,0.05318665394126888,-0.07470779622535717
DLL3,-0.017887584466775852,-0.011480531632915672,-0.06276213807911842,0.027471137801357584,0.07442675193445548,-0.11783998757772032,0.006359041308500853,0.13369970659649355,-0.043227688952636026,-0.01403821700936653,0.010137541640991395,0.06484316677250067,-0.0006749107285626568,0.029672489698242932,-0.10592978472280938,-0.01357589669214713,0.034502846805387066,0.057240869709759286,0.025773245717444684,-0.009524558934942555,0.023482686113921684,0.03338532186871311,0.026945200862303245
FGF5,,,,,,,,-0.028299753595865926,,,-0.017822896612735797,-0.011252302332556165,,,,,,,,,0.01610263167135865,0.08266160323429374,
LIN7C,0.056760736806070015,0.01160350903926945,0.006853527492437481,0.017632154714930605,0.023775481292453403,-0.0710390094702769,-0.01720993671038035,0.012194679252676293,-0.05799664213192264,0.0631531516701245,-0.016987616839670906,0.049016469568144976,-0.015243519957114326,0.022894026686177044,0.00219026465945309,0.009643453548224564,0.042572564123829364,0.010748501926216443,-0.003308725143414827,0.017378948416160382,0.06152343647445428,0.000290969465603088,-0.02224706140330226
GDF7,0.011437151159774752,-0.026092380648784767,-0.002002949920078736,-0.019715817343942833,,0.000914935658258654,0.01635423403673037,0.004802070063445125,0.03765328123809113,-0.019060555023245225,-0.03276125614677873,,,,,-0.036611432559091085,,0.05651298993987861,0.03298970053242588,,0.025827039254224738,0.06152940846275557,
PSPN,0.02120055557639206,0.002619822307605819,-0.007935046917428322,-0.026096616145228724,-0.007648701838511273,0.04812839236214285,0.027059031203727785,0.06916938141038381,0.06138369157990518,0.07746222050515959,-0.026999506885780518,0.0024963047686163177,0.027186594816122598,0.08893424845871246,0.054323896819719324,0.0686268598920556,-0.02182579204950268,0.0826712565924343,0.0019604500911278755,0.01749445945312847,0.07225874921640829,0.016174907664112788,0.019851234224394186
ANGPT1,0.07209871401730257,0.10819813717476084,-0.07611253809994406,0.013488498770060989,0.010080287487544476,-0.010279246787114045,0.07075460285165991,0.07256834071237991,-0.040889860020667655,-0.0008398870099019568,-0.06661952657167826,0.041634399859929214,-0.021530469300185606,0.029268141942327502,0.050182607266808614,-0.00030321334480214125,-0.006745467760260008,0.08446275313173277,-0.02186261886938393,-0.06425721282974967,0.0147136258581784,0.0744624643724704,-0.06396958703300433
PNOC,0.07044700360783607,0.07121228663235234,0.020875933093257082,-0.03316064396245482,0.090128825890722,-0.030782472681320606,0.029601187750762266,-0.0682937945933,-0.03294389986968257,0.006200351059626422,-0.028441152309097127,0.04426931951942557,-0.0040996715011670645,,,,,-0.014705513509825578,-0.0056813135242546175,-0.030654273505702868,-0.0013075012945362053,-0.04722295563174719,0.23164599400682115
L1CAM,0.05418771775975364,0.04714152511782694,-0.034642798440672806,0.030424835755152018,-0.004730061742535616,0.012010288075592488,0.024257358703878185,-0.09901095132179934,-0.027168476848087438,0.007982147897522085,-0.05639183731979117,0.019970333202584168,0.03584166681901363,0.046749549582147644,-0.0048735940700026245,0.08001828145741444,0.002771085936524876,-0.05590475049007639,0.04518225479125048,-0.05563779016549574,-0.010449593755174033,0.02984570708339362,0.034438852936585974
APOA1,-0.05404015128644265,-0.016092416732223724,0.036045821527217324,-0.003657396956864978,-0.01780971315686247,-0.025649556789385554,0.023930348764217537,0.026747285824359836,0.17882958191202739,0.006184411021142821,-0.009586375414058919,0.09696370736420087,-0.029236145217474613,0.0267974096201681,0.014900692948004942,0.015553535287453825,0.09562073661211104,0.0660588848291797,-0.03780794054093817,,0.0848825655616951,0.006151490341710461,0.03710668897850319
PSEN1,-0.015545831007972995,0.04177294509094014,-0.02180314776748767,0.03518226031560888,0.06871745511641561,-0.023504486989568637,-0.020093332370709354,-0.004081050284444171,-0.00022743016543526755,0.017200361700957387,-0.03937049563355591,0.0686511130989517,-0.005437663274149352,-0.02399812915524426,0.010337509983287809,-0.013104633687833746,-0.03455804791336227,-0.028396931765429508,0.007491322332438913,-0.016172100276444216,0.037661286648057436,0.0637216380569636,-0.03557365631439959
CALM2,0.02579117318835977,0.0014047566121722745,-0.0407168187785506,-0.022574669418448216,0.044046157932320924,-0.14741760376202076,-0.009062697804704941,-0.1922888090054005,-0.04735489203147119,0.04983399848699807,-0.042327846065166,0.08428309773654899,0.009773131508899354,0.023980606239386,-0.0015009494804136224,-0.04757935907550651,0.016049603634114718,-0.007840890814330431,0.021671018804847383,0.07301745483233292,0.06994778151319424,-0.022182258692498104,0.12809153078915916
CLEC2B,0.07805362206057136,0.004377853470748665,0.03675721830001653,0.0011950099886687431,0.0018784042780525174,-0.02819122291849442,0.024288688181611916,0.16823375477219363,0.028493846388107178,0.01576896371487723,0.02882754517850046,0.011326743557930433,-0.04833479763563556,0.12868862000054887,0.005812488799825992,-0.01637567313135869,-0.0463221407667993,0.05783227340996615,0.051141015945677125,-0.018936012058593757,0.024632211180482023,-0.08882498017140923,0.015178114993337983
NTNG1,-0.05829591510176085,-0.027181827309620356,-0.03746843449309507,0.04191577843307153,,-0.030802436529162758,-0.02467651704632053,0.03517754976045055,0.04902650847941183,-0.0007798811212181121,-0.024336749292076677,-0.005115328749080111,0.07555125760514361,-0.020314947887933827,0.09498065594572853,-0.028088951793801196,0.01628074745589563,0.059676905892100944,0.043013176331694394,-0.041858000519107125,0.0502730549775749,0.08501238970598712,-0.02313007725518396
LRIG1,-0.002970736771784055,0.04483621530005502,-0.013349299793402146,0.027218208891314356,-0.015887945282749734,-0.09332764756412772,-0.05384824642556965,0.10024961341852866,-0.028650311798213195,-0.03332179202656018,-0.07125546502720786,0.0006078152485159636,0.005631924053452621,-0.002079856997243155,0.017093262048453687,-0.007403515129700662,-0.01956336507845608,0.03623655866495256,-0.041582630720205495,-0.0527363527372127,0.05573988876684156,0.06382124574764832,0.007637363269150224
CPAMD8,0.06137624982180097,,0.0399137137512712,,,0.12916241669747944,0.031168969484064654,0.0042294212783058355,0.05319447800144958,-0.03527951129570661,0.019737053842627222,,0.025699027200483265,0.002058949673927076,,0.018965987401777722,,-0.010467408916348165,,-0.03393778550592372,0.04143153688265881,-0.05660376628794118,0.026328380077899484
GHRL,-0.03601939611668796,,-0.011556799628759228,-0.025007385056018315,,-0.028957672849352994,-0.023214546084297266,0.06246427175964593,-0.03159902769383966,-0.017382896447315686,-0.01987762583422674,,0.07787636066725846,0.010414528569858665,0.040731840713469296,0.012508930377375584,,,0.02462427219654937,,-0.04599019057403499,-0.04989680894750129,
NPY,-0.03312080285352106,0.0229176166561146,-0.044787507768704014,0.03350980833561714,0.0465265076147375,-0.03961484776775526,-0.0037016521289843255,-0.11974643399293744,-0.05863797619649461,0.006635858629101108,0.02983146600938751,,-0.03024431105079152,-0.05637559389620423,-0.07955634909061311,-0.03258962462467614,-0.006019407675970784,0.0001680885827731864,-0.026926886176038778,0.1335078938994494,0.06153507833407845,0.0023944637337397177,-0.03733402544001681
MMP2,-0.0382529878501803,-0.014029086556644749,-0.021193094874753186,-0.032317767104954556,0.06363776947669293,-0.11149519330336898,0.0018324274909263998,0.15181076262011056,0.049163406326050346,-0.062159115919685363,-0.033755867809895757,-0.10239587335954058,-0.006155899918057656,0.006328254052527465,-0.09992825893267832,0.042116838747911625,-0.01733093497991126,-0.08810186628201438,-0.004805007402451131,-0.001095356589240845,-0.027606054276163014,0.025144745773212438,-0.02576801766829028
LHB,,,,,,-0.016966709122883315,,,,,,,,,,,,,,,,,
PPY,,,0.022585139887217182,,,-0.00016112243385301393,,,0.10178078115607539,,,-0.02110172222778441,,,,,-0.016349963075270996,-0.020803431483641895,-0.05054878695630484,,0.08133830623133574,-0.012997798516283247,
ALKAL2,0.03902813339618806,0.051254164772617225,-0.030581782751204604,0.026253993575065877,,-0.016720209302851056,0.0046330698009328175,0.024157482015288584,0.05944816985128171,0.05019579525182332,-0.06223624079830044,-0.036935411138921466,0.007702357996027407,0.026447975319032493,0.00961854964955446,0.057361920649154206,0.04986006532326145,0.09608842707180477,-0.01829991757857078,,0.07029231384593483,-0.04940146974784681,-0.0628626432043263
CSF1,-0.057406271695909165,0.06796009852487439,0.03391377254923684,0.06799311877082866,0.04742425607791867,-0.06203254140785361,-0.03873999969361429,0.12556107681343412,-0.008853960783127723,-0.04697750279157823,-0.02047361070409775,0.07071918817773548,-0.06060570186812502,0.06373000630933061,-0.15405244077949315,-0.023963256364868502,-0.03367094027163904,0.07182061749815997,0.008448628915445964,0.014789028861251477,-0.007172354162938856,0.028016189093786142,0.020521375984011003
SEMA4C,-0.03623491972802034,0.04765371682858655,0.01124775583834733,0.060205453956906005,0.00529320370667785,-0.03590039022535262,-0.014472359279106884,0.04579786401012694,-0.026994593696490897,0.0022993737605959785,0.005327415685998379,0.0837488298895802,-0.004636030432525204,0.022663249968855707,-0.10060939896084097,0.02053657981669148,-0.04263742267521169,-0.025068883975020773,0.011755460700968083,0.026775854434113497,0.036699944525572015,-0.018233421682798144,0.05634661359086845
BMP8A,,,,,,,,,,,,,,,,,,,,,0.010420864808792368,,
ICAM2,0.02407788450481423,-0.057827816367683235,0.0014080043322532443,0.05446747017774303,0.11238948177761036,-0.023237514396870676,0.04146740164474125,0.08471944940966072,0.02693331250541076,-0.04619667975383477,0.006338372452640826,0.06457187271375991,-0.04041835774924113,0.1034810477045684,0.03716144654116936,0.008063129872363389,0.030250213256854862,0.06777855484352444,0.028775828300641463,0.03336798912770703,-0.05735545500008995,-0.029902966674151907,0.046787677880175606
SYTL3,-0.0436366671366221,0.03029466139607132,0.01629258852061586,0.01441573086810225,-0.03901980390233388,0.03301499302850295,0.0205099294070809,0.06736403275548257,0.10667230534809322,-0.024064229309756793,-0.016655088986590978,0.0005620281986707156,0.030310301189746962,-0.017111659038317333,0.10198735754475485,0.0845203245022872,-0.03934116824781862,0.07572801552938656,0.04861660256976981,0.02848227854321131,-0.020611648060283785,0.07337679487839065,
IL1A,-0.007848903655500821,0.0786876432904078,0.0019429143292466644,0.09234466390982242,0.050785774355051265,0.12520113646204922,-0.031192787575704352,0.07382421905187242,0.026878304556059426,0.007047454270450193,0.044009147692898896,,-0.030641910987121216,0.10290704477059968,0.12114464981685517,0.10996042852616114,-0.06372546024978128,0.017141342370619345,0.014852290009782398,-0.001087993652214893,-0.03370657337978473,0.022218944287252226,0.13965826094658948
