,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.018133709952601607,,,,,,,0.08718405685854043,
BMP1,0.04694372835585897,0.05091882752696236,0.006296105212079982,0.043425139864600865,0.037109337554971776,0.04899339781146389,0.02304898885289424,0.016429586067491366,-0.058020866837472325,0.0037636375026706154,-0.03505958294316636,0.037546387744831766,0.00935043868732964,0.008785508320531042
NDP,0.014403629079208283,0.043722650653019474,0.01127828691764743,-0.003063036124556325,0.009523443658845115,0.045265297187109345,-0.020229964644960016,0.0199964048847109,0.062855886699439,0.08024365544590915,0.027418459442954846,0.0032361183356928113,0.07538147490016148,-0.037552352588864434
TNFSF18,0.0042497315751532875,,,,-0.012582395920943916,0.044498898516112495,0.08844331083270804,,0.001691983064013842,,,,-0.048689076021941544,-0.030335024083430067
IL36G,,,,,,,,-0.014899820849565468,,,,,,
RTN4,-0.013378884742031336,-0.011311742629994069,0.01913739537063899,-0.03958864846493567,-0.05812033696717671,-0.03919997513596508,-0.04620699785338362,0.01552256436075975,-0.01596156593522281,0.02211571348242725,-0.06188782700389663,0.021419189120715283,0.0134901597951885,0.005623776982191292
HEBP1,0.06540235886719989,0.016718730305782185,0.005901437153828348,0.0020450871184562033,0.09346747565809789,0.029060082469340644,0.035955495649522856,0.032144207544609546,0.12544456581066293,0.027907974102670496,0.03032259614747603,-0.012901899523600267,0.05941781741193862,-0.04779944295750396
WNT7B,0.0046368849358550965,-0.0013573502336715604,-0.008464069661340145,0.02285584458992516,-0.041444602019782166,0.0035143147188902058,5.108575975611869e-05,0.02516072208153984,,-0.013858974860198985,-0.01733492001901846,-0.022338905907307884,-0.06160862066037675,0.03247061454052717
PTMA,0.021999306789991638,0.005460195482318434,0.03569096736437811,0.00941895374051989,0.09281955049341739,-0.0264998466023826,-0.05331553925213703,-0.0367849778673425,-0.011614048660955398,-0.05100121614914972,0.033730146768026305,0.0018776629660580083,0.006459962800450034,0.030312641732574832
FASLG,,,,,,,,,,,,,-0.008916722821524404,
CEACAM1,-0.022480781048311287,,-0.023920212589381186,0.0033388008791596403,,0.10073633051786432,-0.008371524318508995,,0.0008461891891009158,-0.0010916165108440803,0.00300100066288206,-0.014826656741036075,0.0488175974852261,
PDAP1,-0.0032263877414120457,0.027857850786214222,-0.026089808035252474,-0.010877446637408342,0.046726739150378116,0.05878854673709964,-0.04132603798569582,0.02039018026055568,-0.09002139514496668,-0.014044181722607218,-0.038902472786815016,-0.011212518015351712,0.051428979489432335,-0.0917811503507696
QDPR,0.012092771725479625,0.05245278153601414,0.05986928112711664,0.016147543074923963,-0.016802148881874802,-0.0744438505195823,0.011955860781536041,-0.052077439288134734,-0.04134860698573021,0.07312212952511356,0.058357775589411985,-0.008576795378095723,0.06616058515293922,0.027601832571645245
POMC,0.007633852141776152,,0.016340730570014523,0.03633859502552517,-0.010017728282061824,0.08327594056390618,-0.015671670931737988,-0.02100290051602683,0.019488509687292415,0.00686917882787143,-0.03406387849654636,0.0374449151848143,0.03444997431808573,-0.022023281548440375
CCL18,-0.02805389067356516,,,,,,,,,0.027375321607223238,0.033952591864782486,0.027546227576325008,,
CCL17,,,-0.025576016005442983,,,,0.08330953568036835,-0.013611409351848552,,-0.015296637895130166,-0.027188517286888786,,0.06686104870163975,
VEGFD,0.045509111475517165,,0.06504171530346421,-0.016770285962192443,,0.10193202318237045,0.04279243625346051,-0.01458776899314173,0.07196347476052449,,0.08889652957728593,,,
TNFSF13,0.010994405679047452,,-0.017641763432414057,,-0.012202299207459468,,,,,0.0800037700801899,-0.002106589230635751,-0.016649341800059423,-0.025771145013821002,-0.03300017922445598
WNT5A,-0.009524513343478317,-0.00391604063704254,-0.041589546136803934,-0.006527410399239571,0.08207805916018308,5.4544653198971744e-05,0.03604103169055416,-0.029905906637431978,0.012907054010310608,0.004983940317257805,0.017449759635376556,0.010880348300323715,-0.0067409472640807076,0.05843596622670677
CXCL8,0.0038967684923556585,-0.04093761618361819,0.028249361642908127,0.02044318423991048,-0.017356979191788198,0.054087930656617135,0.052935328879516685,0.02311145310807025,-0.010557772507676717,-0.01959652817486805,-0.07677215121151144,-0.045233361708547866,0.02898756674284537,0.0269151908717048
GRN,0.0434147959801626,-0.051886042244021886,-0.021817821362269448,0.05592697675002953,0.07639553246523059,-0.004076805570478941,0.010795275427786948,0.03220452391032448,-0.10044168688728021,-0.057413368995428156,-0.03303058438732917,0.02418171518343464,-0.028700163457191803,-0.04099177284405723
