,UKF248,ZH1019T1,ZH881inf,ZH916T1,ZH916bulk
MICA,-0.02110444197871592,0.10511228669432289,-0.026429386528862998,0.04361876214987946,-0.041791063155311836
TG,-0.0041016278970462125,-0.06344988728123106,,-0.0037981493399129995,0.027004542387557666
ADA,-0.06715602676460641,-0.008249884145260273,0.025225264807416013,-0.0038356954050713685,0.01651352649378936
LAMC3,-0.06684028940180696,0.08680463387780596,-0.056795209343077885,-0.042989349569069475,-0.06567811829580913
CCL7,0.008608919072328356,,,0.08289512098452105,0.19613904211947114
NGF,-0.02962885909117201,0.081771734796691,,-0.015595872572960794,0.05039469473632996
TNFSF15,,-0.04470367299260972,,0.005171928908375024,0.0639683058348105
HMGB1,-0.13099136665666034,-0.017501378240773725,-0.015860882528836003,0.0008562148041282632,-0.056589957198672665
ITGB3BP,-0.005356749929810914,-0.040680889055213436,-0.060242515555299046,0.0565373955570423,0.05159815717655934
AANAT,0.008075200810130691,,,-0.021773993816999477,-0.02806205781007061
RELN,-0.07086756573989028,0.029001366090948978,-0.052385142616499084,,-0.032835720087420604
IL15,-0.021110570028919085,-0.04537959933548414,-0.030559627477956174,0.0013457986175394081,0.07935324933965904
BSG,-0.04926207866571473,0.09502790913095241,0.1260454186191653,0.0964794014386613,0.04487160769673075
ADAMTS3,-0.05810228129142618,,-0.03513463243676784,0.027682942204360114,-0.020168350045434887
CD34,-0.027800042307267733,0.0990673444954029,0.024720311936514482,0.024977169961316145,-0.001409314889039179
PLAT,-0.13193370309366573,0.015550736634960786,0.0969213355123025,-0.007925396835273522,-0.09354597427992539
LTA,,,,0.07236330082151646,
CKLF,-0.08335071783149257,0.06862556072404387,-0.03330322055458478,-0.04645561446985841,-0.008276686057610349
CD24,-0.07098899031362643,-0.04382217101105768,0.01975363446442122,0.037390287962434474,0.09259755305617605
HSP90AA1,0.12358432191070104,0.03550515579720286,0.015708871194895845,0.058866916354870506,0.05342663226060156
BMP4,-0.03301090011268714,-0.013367110454279052,,0.009239178363578815,0.05264936961295652
SCGB3A1,-0.022625474718103576,-0.04262708186143659,,-0.043149758179273384,0.04539255246437579
IGFBP4,-0.0700323902318367,0.07268032038561756,0.01626554040054418,-0.02153276496781209,-0.10986155021348057
RSPO4,,-0.03897623455587047,,-0.027853073325889037,-0.0353851433350535
LEFTY2,-0.03709775524959562,,0.00014996974527850792,-0.016162976979334946,0.022709936991214427
PF4,-0.008394751930674817,,,0.001099303142162346,-0.027719185031676405
ANGPTL2,-0.118320295855667,0.05590405058068554,-0.02746997274949287,0.034002811139663754,-0.046333898862677
LRIG2,0.032836796735828906,-0.061018462457873957,-0.029348042463180818,-0.01701276028912246,0.08388311448370701
ICOSLG,-0.04759293066317849,0.08742493092268774,-0.06806816261514627,0.01042692816552363,0.049485186727644265
WIF1,-0.04223099188931605,,-0.0310970689017286,,-0.03079291718651816
NPPC,0.038679210158682295,0.026396738770407664,0.030566334126850184,,-0.02803244268183401
LYZ,-0.016850669093841104,0.07577196022452713,-0.06223927658489072,-0.017116588226089764,-0.002557900655371437
EREG,,,,-0.013295545179109296,-0.03191299330297806
SPTAN1,-0.11706226575997948,0.05277056496292835,-0.027781211941849685,-0.05064428109550886,-0.10986625739196498
LIPC,0.04445972985127038,0.21574274007776656,,-0.03705198914000322,-0.03136565773761777
COL8A1,-0.04904782064858858,0.005721255121931186,-0.048333453638917195,-0.012373823693188546,-0.02286453866390867
GSTM2,-0.010334730699449474,0.10350436931874023,0.06277352636257764,0.004518240306416212,-0.04068986217853167
SPX,0.008009666041424305,,-0.004321193518026158,-0.033989769624180294,-0.06274456123914328
MFGE8,-0.07301148069269058,0.09737637554473277,0.0727356304113888,-0.011996002186039004,0.030895073056113404
TGFA,-0.061687831292794044,-0.023215844910727954,0.061008567848720364,0.0418468519042333,0.04329647391775251
SLIT2,-0.022736356328419638,0.08108803321935786,0.04855290630498852,0.049624601323175505,0.0858154918138146
PLTP,-0.039294543546142584,0.11984439104591081,-0.0327188925942352,-0.07129198755357125,-0.10375009399084438
APOD,-0.08790628340864885,-0.004904977570634482,0.05871624199640308,-0.07366244924377746,-0.20754713194679258
B2M,-0.048500643580808085,0.07419468757448264,-0.11411409314509594,-0.05021749735831293,-0.10691117563928783
OMG,-0.1220980836183997,-4.925811773862469e-05,-0.00846360672244825,-0.03329174694858322,-0.11299726299317177
CXCL3,0.07220812161884041,,0.004460842383486092,-0.0070888996803665115,0.2270515560290624
CXCL10,-0.041563625018735416,-0.05216683345386241,,-0.07281598029083448,0.05734182366198896
RSPO3,-0.019274967676778425,,0.16667522364559675,-0.020884191976579793,0.0003955383505782823
CORT,-0.00023162723653364305,,0.015438925244108647,,
NCAN,-0.15955217185888249,-0.01683664526262583,0.0388623057242962,-0.019376966831486053,-0.14805959498648383
PRG4,-0.0235762787565259,,,-0.01137326825295022,-0.03858132917816999
ZG16B,-0.009583698937635722,,,-0.01003483390864944,-0.023647307706416962
TGM2,0.08303609927644857,0.18200763062257913,0.07218005942933393,0.02558311541315124,-0.022475338508709797
VEGFC,-0.026953242654188397,0.10178856058020724,,0.02986208447548235,0.10218412927663689
WNT6,0.04345376434581827,,,-0.018219453336395547,-0.024434763564985425
NRG4,0.012712766411667608,0.2440942825106443,,-0.020884194317199456,0.018195370696732705
PMCH,-0.024017906026520867,,,-0.04503425664779198,-0.02516263868136915
COL9A1,0.002784863492685556,0.14744597124637185,,-0.03862470624725476,-0.060586195102632245
GDF11,-0.0500860629920227,-0.0570476630098006,-0.08344354173127755,-0.00656399635160123,-0.014931691127413875
RAET1E,,,,-0.022909812779764532,
IL24,,,,,0.3342925328669109
SORBS1,-0.06311025586574404,0.043435133309166124,0.03449197781890683,-0.040292634172526064,-0.13251897301723128
DLL1,-0.0804294902500613,-0.052703450464015894,-0.024026523335303352,-0.05751773648742854,0.07830070297423325
TLN1,-0.07489398782119719,0.0473230565799322,-0.01852748416060437,-0.019652993906476724,0.07561812843688184
COL2A1,-0.047064914214807595,,,-0.030393557987907584,0.08077843219890243
SHH,,,,0.0236183787122071,-0.03272332851261948
PON2,-0.16186328229586866,-0.004031710374531639,-0.013829629683388566,-0.11656340537529268,-0.09805909853047742
ICAM5,-0.014929828966178876,,0.002851794104728777,0.04679030692871134,0.0346716406497675
HPX,0.007085103679162307,-0.01622351682296295,,0.016830563351000888,0.036443427080224244
SFRP2,0.04039205686190188,,-0.05273343873012556,-0.029012552550350144,-0.0587124057722683
CFC1,,,,,-0.017188473584544416
CD70,0.03555961297887614,0.07519876835178929,,-0.031862611917593375,0.16314955120444288
HP,-0.06039242638730331,0.0022537285227784,,0.03711622996166882,0.08108780677994704
CXCL2,-0.050011530083962294,-0.030646032775051856,-0.007526316701996376,0.0025986970050254706,0.17104130259281097
NPPB,-0.004551192428882601,,,0.09683883569618462,
CCK,-0.13227058790371418,,0.013270175521742773,-0.027482260888359006,-0.11815314098707135
SEMA6A,-0.04606276649967111,-0.028030653086852795,-0.00693069913242282,0.013328205820339962,-0.07606313221541874
IRAK4,-0.04894932394793721,0.0047544438932201035,0.05787818777338755,0.0014295884204604751,0.020699065496226864
GSTP1,-0.05783124682469133,0.02987654715388961,-0.013691666172244854,-0.01867598225414675,0.018827709403774123
VCAM1,-0.11189022581582474,0.016030329335874706,-0.007112040825021742,-0.08715130261741902,0.10619432241397155
NXPH3,-0.051436096991718555,0.01467707370207222,0.032453847205022784,0.043311195764688525,-0.04076680470087608
MTMR4,-0.058440080390923715,-0.04201318391436234,-0.022250359353669966,-0.011229319226986046,-0.022586600563460103
LAMC2,0.022426925098427874,0.0862828108191528,,0.09658801915892036,-0.02083136424769967
IL10,-0.032844799855806475,-0.054177356200943605,,-0.006575373586228561,-0.04246023118999416
SEMA4D,-0.037023070782521414,0.00772540773017034,0.11373477815372754,-0.03748616599727607,-0.06960338787920245
TRH,0.009126031480533738,,-0.03214814329257122,0.01218581845019586,0.0362661446848764
SEMA6D,-0.053826718712679814,-0.04217044532291672,-0.022881415003061373,-0.007837829556920896,-0.009137448152344869
CEL,,-0.03763798029612485,,0.012991693276453898,0.10121104682432513
PDCD1LG2,-0.0372573415813008,-0.008861714657791677,,-0.031610997071973776,0.05116719000550854
SPINT1,0.0028046521843092943,0.03769338097071168,,0.028806969633380364,0.0019376325457697895
CTHRC1,-0.05920120900844257,0.12235200815431183,,-0.04156140220596108,-0.0799167498551894
PODXL,-0.13100445764848498,0.049361163985644683,0.05997518483573664,-0.008634019266220079,-0.10798844008505572
JAM3,-0.03399321453671771,-0.014209604641839945,0.02406201673459184,0.031555279023498355,-0.06104593491316159
TGFB2,-0.03238674887422366,0.005430556923445742,0.03139611300517887,0.019032627719796635,-0.028449848233915657
COL18A1,-0.09773287443242201,0.08442228308743928,0.053088901968078146,-0.049303742263438886,-0.12002717140644592
NODAL,-0.00837460850017147,0.08952599625989276,,0.0058494746468532146,-0.05153774406354433
INHBB,-0.06190357935398297,0.0821162551268094,-0.0865677563035349,0.02121550590848803,-0.02720626599986585
LCN1,-0.022910359019803973,,,-0.02399532080153458,-0.024819672724436456
ARF4,0.027166736848968396,0.04289182857521522,-0.02338218372701845,-0.0035632155166470925,0.1617277988803652
CXCL14,-0.07535229687584785,0.08968674762901777,0.11614618343578613,0.03378487206320701,-0.026972246537745072
LIF,0.07929611547978202,0.007914758611021427,0.10046400419725345,0.08868055023004472,0.18902397965418236
IL17B,,-0.029703966582410656,,0.015506181473578014,-0.028062052174441496
MMP1,0.014285527327193796,,,0.0011095873868296805,0.19828112694999442
MATN1,0.015096643832851218,-0.032457767060586756,,0.06056594153448906,0.05644430433447249
ADAM28,0.020247254521405682,0.01816086327400576,-0.06377476672665988,0.013639407398585726,-0.02961927897195012
TCN2,-0.11048789765894909,0.03750682483700664,0.13607959759400667,0.028993002497379152,-0.10427983602124788
THPO,0.00825270538349503,-0.031107685627356264,,-0.031240480014920465,-0.012861569949550714
CUBN,0.00709567927250068,-0.029000965614874242,-0.04011108973169538,0.009760029768668485,0.07030572705120125
TIMP3,-0.04049220823896238,0.016172246635088153,0.04088598935480224,-0.04727180649946655,-0.08185545297585534
PIGF,-0.053928912358812094,0.00892189214122911,-0.04663474906418339,0.020932679692732475,0.03778370317713538
CRH,-0.026842213264851072,,0.07368438086072798,0.023446697407303957,-0.046114944742640405
BDNF,-0.03896771979301577,,-0.034652342809008675,0.08528079122412462,0.04790645059873341
CCL5,-0.06935185859910199,0.1273350579464051,-0.04617793318812779,-0.0034217628331908692,-0.04738720694528548
GAD1,-0.07938775396599898,-0.034185702990186244,0.0857292670575852,0.03171881537004688,-0.020394635433987274
COL14A1,-0.047240847557646376,0.024789326957126566,,-0.050805184443157195,0.003335516996901997
HLA-A,0.047688975108696095,0.0513973783869823,-0.09039722011361943,-0.009314476732217731,0.07761599143798772
CD5L,-0.026842210159411455,,,,
FGF18,0.050339557882623266,,,-0.023728274548561617,0.0828531736619412
ADM,0.1853312147895599,0.058034405904519935,0.1114059672234804,0.024411143458501344,0.19627166874620333
CCL15,-0.0370536662574925,,,-0.02057953067386448,
GNAI2,-0.08067779492284709,-0.020340273061271293,0.05252649229029092,-0.028420263753630562,-0.009923591296670814
HDC,,-0.03704312431598894,,-0.016063938053983855,-0.025573218351150395
COL11A1,-0.0056203448147136015,,,0.004950772857469269,0.0691142680204765
NUCB2,0.0667169070417533,0.07438102182161094,0.02949480137282225,0.04688344756842397,0.128005193404773
FGF16,,,,,-0.025199082187451902
CXCL1,-0.0040998778388140426,0.03442296682232101,0.1513321877412021,0.008479467568657553,0.08271374342286912
VCAN,-0.11343803755178831,-0.06983033003541148,-0.0070723896470930156,-0.015058036065435975,0.09475480603828669
MMP7,-0.03976041376088156,,,-0.011821466912105063,0.19762896514215567
PTPN6,-0.06368373381678667,0.04217011543276851,0.024506001729139127,-0.018658907909268583,-0.09236125858618632
PTGS2,0.13483216916299845,-0.04460314950369966,0.042866482917547,0.1392953703310403,0.10062215309423604
XCL1,0.03968578791026603,,,,0.033907749785015165
CD58,-0.08723316664705388,-0.050377835879509364,0.034265896436789976,-0.021215774986626426,-0.04105959354084523
TNFSF14,-0.029637900625575246,,0.013839432285330789,-0.019678663775442706,0.00297849783358342
CNTN4,-0.008465796717655237,,-0.05445118169938595,-0.010525952918247242,0.0322215288253837
INSL3,-0.02634974948719123,,,-0.02817804545912241,
BTLA,,,,0.0506084838796308,
MFNG,-0.026005138917137773,0.11295762130684762,0.05445516406624691,-0.034561665819169224,0.004346844647240517
ICAM1,0.06318453158620461,-0.011035197745470626,0.038666930256691504,0.07176911538750642,0.10487423630728636
PROS1,0.0010955488974238284,0.02959680545530469,0.07132220768962148,0.07735660029667565,0.047051281362954535
CLCF1,-0.023118186704434728,0.07045809381951987,0.08351575251536944,0.06344235912507026,0.14758854685825373
PSAP,-0.023298374576467478,0.07945607651558725,-0.055500360515141026,0.03682135152148273,-0.014321221650512505
EFEMP1,-0.020990028504088373,0.0471801245077826,-0.038737220876532356,0.029018288858908493,0.09821374996035538
C1QTNF1,0.008636503524899407,-0.003862715486865929,-0.008202033222321648,0.13619568309152563,0.13646667616313904
ALB,-0.015309044456737655,0.05272787417023496,-0.014521293719110373,-0.03186262186152666,-0.0362070861482695
EFNA3,0.0508868061505036,0.04844545098305563,0.0893577526783896,0.07252200663356766,0.009379542334394244
DRAXIN,0.0038873360477337357,-0.06168305292956153,0.08792015219066374,0.00094003904306535,0.07747747854111885
RAET1L,-0.020526710756310986,,,,
NPTX2,0.013447886371019074,,-0.019820124233117846,-0.00019412273074279786,0.05391678895553711
FGF11,0.0030226786007604865,0.04097192486641112,0.016465563768916034,0.08647671571038863,0.11045912953389027
CD59,-0.10709181484080853,0.009980847431991242,0.03597114780814305,-0.06484596809250356,-0.15662687042703044
COL9A2,-0.1434752279585026,0.03835352300180471,-0.08443279434675574,-0.05160867110572494,-0.03400518065654711
DLL3,-0.1380114777688618,-0.035253193434978854,-0.06357508403748847,-0.03659055027126597,-0.0781579821199775
FGF5,,,,0.0033370509539432315,-0.030700377617191407
LIN7C,0.018682371833117887,0.07077290224727942,-0.010603781047195723,0.029453708120272516,0.04254216580126992
GDF7,-0.04840706921672623,,,-0.008046145239756762,-0.013094350287809501
PSPN,-0.01219039936057198,0.08050499726675292,-0.034019538999735865,0.0016932477179346722,-0.0532945992122297
ANGPT1,-0.05282507125366066,-0.016138946163185675,-0.07263796907310474,0.03403352936673206,-0.05468668802289081
PNOC,-0.0584476889199351,,-0.03465236154523718,0.015329480288864399,-0.0023536429996917022
L1CAM,0.004913822184106561,0.12047577892251587,0.02009270093204425,0.05226795966609366,0.010473330630285847
APOA1,-0.04539725473891991,0.009295329544862676,,0.035383128679041004,-0.027152169111722923
PSEN1,-0.04541178774427198,-0.005858430416589385,0.1041295026914962,-0.006409416170694864,0.033650383983415987
CALM2,-0.16201856879627732,0.08853983010930509,-0.0497210761833632,0.005485699179458488,-0.14557228477738512
CLEC2B,0.14618357150783684,0.07289808895342713,-0.005692619283759972,0.036611121687361164,0.1696172861236012
NTNG1,-0.029937163274732802,-0.02873456860441317,-0.04731733626892124,0.02338060250769016,0.05956254394734197
LRIG1,-0.11678104705130707,0.01655085767769818,0.029387976989416243,-0.038409404318716214,-0.09927108586262048
CPAMD8,-0.04124028438174706,0.09357323312317656,0.07144259746022408,-0.0010330362599356123,-0.027719209947784238
GHRL,-0.040588480980200695,0.03708743422567521,,-0.04053144922549214,-0.0027119569275217328
NPY,-0.026593328962496773,,-0.040443123750593016,0.02301498818103581,-0.03637451196729195
MMP2,-0.12934302867662473,0.08557222600264966,-0.09621612146544864,-0.10485112277902632,-0.09333339645164804
PPY,0.00562138178060787,,,0.11582788043037633,-0.039153321651156536
ALKAL2,-0.03849462167164081,,,0.02855986382663767,0.06743929112653611
CSF1,-0.02172404232546084,-0.03205556485820252,-0.03983631295540987,0.02892733783267329,0.06161813911531265
SEMA4C,-0.03528551814149491,0.0847551924171474,-0.0804948188637536,0.0492961205000465,0.012259087889275648
BMP8A,,,,-0.025291312601377264,
ICAM2,-0.09593674371060196,0.08788568327459889,-0.022577817195448865,-0.012486496749088005,-0.09991542433986766
SYTL3,0.12171660740372048,-0.02292133497291953,0.10192197528821054,0.020676256666158202,0.06903250915021826
IL1A,0.0019769845614770955,-0.06859598021152051,0.07927725533355612,-0.0637894372053582,0.15115475903041872
HLA-G,-0.008941134968629538,-0.03245774046290297,,,
PGF,-0.0182107471686233,0.12414039100495487,0.07699378499049982,-0.0019475676567967568,-0.05672403915053795
LGALS8,0.021968093930494575,0.020267952959029265,-0.006074365814433577,0.03326478326841609,0.02193481054049571
DKK3,-0.17829626393763068,0.03252750857069943,-0.05398822277948971,-0.10442976567954601,-0.1541511908083429
COL16A1,-0.18479618474661869,-0.011897442565504138,-0.028685479242422623,-0.05105328654888543,-0.09240945372892176
TPH1,0.07907512842521225,-0.03110762520402393,,-0.014586960554678542,0.07876591646980381
TNC,0.010320369684997117,0.045028171327433,0.018106284622167984,0.04762270776833778,0.18457366996077493
TNFSF9,-0.01467147909459896,0.0260694792732556,0.007333555165044416,-0.04002536299042368,0.0872756840902003
C4A,,,-0.02394560633679127,0.014744123444466356,
CNTN2,-0.0462847146487612,0.08560994322629475,0.1367257578759469,0.01711321776853853,-0.049579473170270866
F7,0.08520686575471804,,,,-0.01942854771628491
LUM,-0.0333017179676627,0.137032266776184,-0.003211387733229715,-0.04918778959940926,0.028705735606852106
BTC,-0.020526702206276243,0.07251222654974668,,-0.03836170302501228,-0.016596711754483184
APOC1,-0.0628916561884179,0.017697222642131843,-0.12081787507019827,-0.0986568390041662,-0.09444684149801222
PKM,0.06698125416932779,0.06291409334890857,-0.04745854107652505,0.08306887263241983,0.19297833949063697
TNF,-0.02698072648304873,-0.0960617381022688,,-0.02421261735332272,-0.026666227372283472
GNAS,0.07121374577366728,0.02729341815515434,-0.10488171637799669,0.023269397854479675,-0.16384151968520053
BMP8B,-0.047590209795458915,-0.03948025807422938,0.033464006662793234,-0.015447221621225807,-0.019333257022809157
LIPH,0.036662926630761206,,,0.03023900106499692,-0.0040898717591818234
CCL28,0.04337636177563388,,,-0.019638758922861464,-0.040344825406278345
PTPN11,-0.04010264237477246,0.04651259625474139,-0.030848678895912734,-0.011333998475813897,-0.05955023446185231
ADAM12,-0.005802390542520998,0.058087284987341545,-0.05238511817623942,0.0017272477838947019,-0.03679707421614889
EPO,-0.031162406046584292,-0.044362779487743344,,-0.02088418797802303,
EDN3,0.11555570066209665,,,-0.03794641750371198,-0.04252119890644232
CCL22,,,0.11177265116012979,-0.005338359770962988,
CCL2,-0.11207602236064036,0.04701678967321981,0.18709483405709368,0.007620106787812769,0.0933755640008373
DSCAM,-0.05101965440892771,0.018863298181993622,-0.016319417837535183,0.032782200974925776,-0.013757084666032088
GPHA2,0.013049301131661813,,,,
ANG,0.13833033488234384,0.011900816823349862,-0.05579892511428516,0.07279069208425931,0.19057904569116377
FBLN2,0.011189259500577454,,-0.03047534929023153,-0.020331349159314987,0.0018249651290694092
VTN,0.012118490835177879,-0.02768730076626916,,-0.034058624663713725,0.03311502970695405
VEGFA,0.19249253379201986,0.00066704268609271,0.0874026174981137,0.09253174669188986,0.23916445306496048
F10,,-0.029222895810595964,0.00010602502213527831,-0.03687092389301129,-0.035107440852941256
SERPINA1,-0.05700956642935634,-0.008771071115514742,-0.01727283013569769,0.0021578863645196397,0.03606779498188619
VWF,-0.08176240884190743,0.14798351824943973,0.1147210038087752,-0.052145301848074505,-0.17903867514345556
GDNF,0.012643715647182861,0.0029236466732536106,,,
VASP,-0.07270420438882406,-0.00590743302093801,-0.0021108294597195743,0.0451772806449348,0.08454956166957625
ADAM15,-0.06306314383541843,-0.08149010958507646,-0.032825315427561716,-0.0005840838941336945,0.0164954526217607
WNT2,0.04243422909561862,,,-0.05078750684958951,-0.024812923782684772
CALCB,,,,,0.19215334602115847
OLFM2,-0.10567110245953634,0.014054268809765371,0.021261865086163696,-0.0253683364292126,-0.030952912707435803
MFAP2,-0.02327063111693659,-0.015062380645654974,,-0.034046854045556754,0.001490920978496629
HLA-C,-0.012284536024500513,0.0908346227585803,-0.07498710089954443,0.009086684956689654,-0.02529940885199556
THBS1,-0.005279304687082711,0.018508353804704888,0.10077482825861565,0.045540521572216656,0.020237600664355662
HSPA4,-0.012360225616702252,0.04042527015999568,-0.025572794508111757,0.04075174067888357,-0.11471127517308478
LMAN1,0.0702273702535761,0.004507787864266656,-0.04548958045775159,0.025925207185009475,0.20821262319906572
LYPD3,0.0028755680774519912,0.009508517932908966,,0.07971397892514703,-0.02553079613530627
APOE,-0.1701927060690437,-0.001002781177969082,0.08386800042600269,-0.12070668931078778,-0.18315255319950285
SOSTDC1,-0.052245290449679065,,,0.0018993417912320132,-0.04369081496342828
ANXA1,0.010896286891378417,-0.03887043378698102,-0.015575754866286444,0.01648587814290971,0.10626188748270139
WNT2B,0.006318759033803267,0.08488429091860267,0.0920514772486649,-0.06203421693070198,-0.04927533984843863
AMH,-0.003085750411078908,0.04824474011748097,,0.0012041195145159086,0.09308265873553645
GDF10,6.142060173144273e-05,-0.0282387504512989,-0.03836429059097475,-0.01497931004075625,0.006853369244193676
EFNB3,-0.05165903136973016,0.06300816417753648,-0.012550135692270783,0.01484339204545502,-0.015311062385610495
LTB,-0.04571109956367766,-0.007051460240005576,,-0.024507891286015965,-0.0273963411015766
ANGPT2,-0.057422802570780355,0.08650140938993413,0.041354171763147055,-0.03224713346035564,-0.0855482093412676
ADAM17,-0.026046167505701056,-0.009352600073282936,-0.005321936760330094,0.0004911769553752342,0.09665525332539115
LRPAP1,-0.04289576293250104,-0.039495075222740636,-0.005572642408674118,0.01968137711524121,-0.05575531459472375
NID1,-0.12861188806446675,0.05485889089126415,0.07673380098560831,-0.04476823015359311,-0.13273076382722218
MST1,-0.030993656033240495,-0.0045381170428150895,-0.03513460334161655,0.0212181627523864,0.03545141111011829
DCN,-0.06649162142235739,0.10565839919660927,-0.006939507177814221,-0.09098811103594319,-0.12186462247424897
IGFL2,,,,-0.04773687486341566,
COL7A1,0.016545046434112046,0.05378634919141942,-0.021650932069196934,0.030875906553458458,-0.016239476385520504
CALR,0.04043219417877711,-0.0023325209316271286,-0.08226568448743551,-0.002945644711913613,0.14149080747975992
PIGA,0.003418644529938981,0.09804693331453523,-0.08684293912674307,0.08107056869366489,0.1419761279260606
CD200,-0.08187794788054495,0.02058173002491919,0.03355635731273873,0.08321898158064422,0.015488626207828935
GRP,-0.035031499374477686,,,-0.02478043632625519,0.06278125853823258
CDH1,-0.010874203586674796,-0.0021746034441330947,-0.061927516547344866,0.05322663652928867,-0.05771183825545782
LPL,-0.10195689825547383,-0.10615385723329472,0.00894594694003974,0.01692549796030513,0.028741371760518723
SEMA5A,-0.029292186322677254,0.045562475762462626,0.01422279461374264,-0.03484199573435391,-0.06808836866383712
SEMA7A,-0.03774343736817435,-0.016515038814747283,0.05246510654255891,0.05248200365834909,-0.014415263649846834
SEMA4G,-0.029673564839045066,-0.006850960815363552,-0.028254362484997273,0.01355219593240583,-0.003403525520886571
SEMA3B,-0.043633793542219315,0.07600634127275024,-0.05986877237975272,0.03558350504085665,-0.02040423028093837
RPH3A,-0.07251884638462103,,0.025072754528333546,-0.009133304821854852,-0.035289751932438114
JAG2,-0.07444330082395774,0.049474455942972645,-0.05133013424383869,-0.06790335854983397,-0.01363770519890121
CGN,-0.02991519429964487,-0.0015497100778324657,0.03127849315278825,-0.025583533927945067,0.06813494963842323
GDF15,0.10769180650034105,-0.01648869894682328,-0.06223929668896477,0.025884788451174083,0.04999371383749502
SEMA4F,-0.056170171828892015,0.007398450921114052,-0.014358327686588393,0.010252240826597104,0.041093223865290414
NXPH1,-0.08060466981156128,0.02126145043575581,-0.021908570707914767,-0.04592745168910757,-0.05300517722953913
ARF1,0.07071664098912746,-0.029504715842702894,0.023943621472072803,0.011358564473966042,0.03912754837109156
DSC3,-0.01956169276801586,,,-0.020884194317199456,
EBI3,-0.020587899881503932,-0.04980342283253628,-0.06035392167364532,-0.05764839099095355,0.027818982465171557
TIMP1,0.00439573425913989,0.1027200142832478,-0.015228746606489289,-0.015020426497208276,0.14934071047361794
SEMA3C,-0.023775687476498705,0.04646213257645949,-0.008823917095293511,-0.03061812803886649,0.004618437138454673
GNRH2,,,,0.014150583277981183,
GAS6,-0.0581200292171762,-0.007085953162241363,0.000192751574969332,-0.02307683705063061,-0.062409230971425735
MEPE,0.03393415391977243,,,-0.028858653947308074,-0.08611001296293064
SERPINE1,0.10609661654921032,0.030377674148422757,0.047188958743949544,0.08110453967499948,0.12603011725921895
RSPO2,-0.04608585934517827,,-0.0628598280040243,-0.0072224770117181114,-0.042718316228650265
SHBG,-0.025338174481485648,-0.039192479908900985,,0.016293667443348394,-0.03633948614491709
LGALS3BP,-0.14248640639586965,0.08033815687868678,-0.07776544375562429,0.05872234309090055,0.08977894363373644
LAMB1,-0.07686506432432184,0.05950569165096604,-0.035974748414616294,-0.05339437411337071,-0.01210971932341025
