,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,-0.01649411608033878,,,,,,-0.02032218131985218,0.024438336461675408,
BMP1,-0.042856097553374294,0.0355150629283755,-0.0015576093379617531,0.060474957901890204,-0.037645941596056734,0.06486014710272406,0.04271527924579839,-0.045343715541456456,-0.04437417245602128,-0.04068703547631732
NDP,-0.007311049970969414,0.008265317852244833,0.02971369838945346,0.06792044677292698,0.11026154180465197,-0.028200212158080273,0.05459991968878492,-0.019903519224326267,0.05108452461392279,0.0001611212899451251
TNFSF18,-0.019054963293637723,-0.00830826583399935,-0.01153338594282218,,,-0.0466337988886334,,0.15491832681611498,-0.03240562494481432,-0.03174722668529378
RTN4,0.06701079410370453,-0.033060196185038686,0.05272596253543498,-0.05614433497647294,0.044582905571956516,0.006093902527011941,0.042043658710074594,0.004861820704117288,-0.038544272411950534,0.12772698743572092
HEBP1,-0.011467368412564273,-0.013896629998430964,-0.003880934666432518,-0.009763134731458867,0.018767755555233214,-0.01652208844396105,0.0031793687973108737,-0.008130477846500813,0.029527450868671225,0.047300659626571824
WNT7B,-0.006549130880700166,0.023130705941993696,0.03879813053578561,-0.032222114069707944,,,0.012729811416842816,0.0017457564258856553,0.059955098802988854,0.056429221124607326
PTMA,-0.08415788461817403,-0.028086800183810972,0.01968472597068732,0.06347376362779109,-0.011425083150552939,-0.09191624395831574,-0.10776496970971755,-0.07223891388625552,-0.03898199020464928,-0.08861050717223568
FASLG,,,,,,,,,0.008662594069045388,
CEACAM1,,0.06555588117205036,-0.018139268442961015,,,-0.032791475044609705,-0.028158562705595063,-0.030114324162384517,0.013079638896129134,
PDAP1,0.015000797389944589,-0.002016524521224235,0.021313610241423232,0.020219386665162764,0.027881298703050134,-0.014342294428016726,0.02930603336756714,0.010016559086168445,-0.031131883427694355,0.013967058096350175
QDPR,-0.016298164532887984,-0.0682679527760187,0.02477026273525726,0.054108412165148424,-0.012023881701658313,-0.04348727575069552,-0.09777856284489603,-0.020022543251500383,-0.0008508523043030798,0.0836482381750609
POMC,-0.02620771825127422,-0.003980183138446972,0.06774340756181825,0.008090072456483249,-0.07629722599717302,-0.052024845108978125,0.008298161976006881,0.09402510809230338,0.0035372929951070745,0.06468516394588647
CCL18,,,,,0.04309390683194846,,-0.019964883929448833,,,
CCL17,,,-0.014384377751970039,0.004503106837156683,,,,-0.02679362215903301,0.03934774722235713,
VEGFD,,-0.014063567347295008,0.02116682325028347,0.0029373807302243192,-0.025978652124151253,-0.04457929173640901,,0.008052941594971231,,
TNFSF13,-0.01847933930525069,,,,,,,0.04116046856082939,0.027011996985064367,-0.03453645421914774
WNT5A,-0.049419473042374366,-0.029845934484359866,-0.00965655737813302,-0.0008625939398520014,0.009840467708566367,-0.04958155308171947,0.09838132832259947,-0.04918635366135834,0.03090727499474882,-0.06333890065978648
CXCL8,-0.02628566160737584,0.0358072972325086,0.022555275805143927,-0.00657771631484415,-0.011401524428271177,-0.07236691059936545,-0.035151321493671464,0.02093829220709962,0.002950109857633504,-0.09092146867565065
GRN,-0.06201425331882298,0.009707691179319218,-0.0006354786015693788,0.08698697800488162,0.005402416560954855,-0.027745628087862784,0.04089553988018586,0.009036146270516483,0.006526636170720857,-0.03792366839799124
MIA,-0.033414209411679975,0.0680170930379414,-0.02827268474673353,-0.03327013743669181,,0.07508690369461303,0.06795472069462452,0.06278277970388799,0.021341390605662817,0.008970180426170886
COL4A4,-0.01758227492405078,-0.016253727118651123,-0.015017735406594684,0.00014787490306897988,,-0.006426782170062229,0.08275425890953138,-0.041273409072849064,0.05445944108404304,-0.03859971702544851
TAC1,0.053518664114966794,0.06733502935716291,-0.0325333291337434,-0.0007955239336037144,-0.04611171112429202,,,,-0.01985311690066999,0.12981694125743565
RARRES2,-0.03362304139108,-0.0012462998157800674,-0.01676575752424109,0.037645822460272475,-0.0055144621977178,-0.0625186551992916,-0.006316081607445408,-0.0060809297430522765,0.051221424268946575,-0.0391900885775541
FGF7,0.06629504427466794,-0.0013450131479915404,-0.016646555578223518,-0.026927788946530713,-0.06031158083886164,0.024313006294079596,0.05934042581841316,-0.00958965138674443,0.048016435977857035,0.03467903802607233
HBEGF,-0.02430539778199694,-0.06208887887122352,-0.016409689368172338,0.040487099351479885,-0.003933778649178215,0.07294170735555323,0.049694584849386554,0.018771623838073088,-0.03181581426165782,-0.031586896565415544
CSF3,,-0.01719613044613412,,,,,,,0.08780348875992439,0.008001841571981104
PI3,,-0.019363069846702156,,,,,,-0.022765551965147145,-0.01008353733945188,0.03090170631761418
PCSK1N,0.020769729409916355,0.007816486529852604,0.03109720225431522,-0.017632470729819553,0.03281996981791203,0.01070895340424513,0.016256206742770937,0.030440237346200768,0.007175794984815589,0.10863092407105239
NTS,-0.021463962845619654,-0.02113611286429941,-0.017156017002129445,0.02398393513694537,-0.023389131958743224,,,,-0.023545847445849085,
SFRP1,-0.0010265079658620284,0.0710633976175211,0.0021013624250072493,0.05836714080845696,-0.0611826754985946,0.006839625700957017,0.1508995596875744,-0.031369968650040776,-0.02299870160324352,0.03350671571604533
CXCL13,,,,,,,,,,-0.03293413145470326
MICA,0.11641329963539179,-0.02338535251262347,-0.0302492860719692,0.0278227165742007,0.023013876207860225,-0.04465980930661145,-0.056344398087343255,0.02193924097773361,-0.0012728962535324725,-0.03100864035252856
TG,-0.02477507130938262,0.1289006566619189,-0.014491716230006169,0.02340250367611329,,-0.0711981982094162,0.05447438972837987,,0.010464368784762574,-0.0218193090709131
ADA,-0.006654893845862271,-0.018182679446788776,0.01564197698040331,-0.01237028220953958,-0.04390539767713027,-0.05874100631732435,0.05682236803816339,-0.014484756480842931,0.024578281896694414,-0.011442915409642498
LAMC3,-0.012248509263194455,0.0866188192888297,0.024890976129511393,0.053085742611904047,0.012474113876999015,-0.02454716240145928,0.041802929747239405,0.005230429803882574,0.0027903769107641163,-0.020939313147117784
CCL7,,,,,,,,,-0.016661740532778534,0.011142684841683327
NGF,-0.02364206312504085,,,,0.13212428655593159,-0.03544148277586066,-0.02966907800528305,,0.03284892800774252,-0.04601507839469542
TNFSF15,-0.028706647755586196,,,,,-0.031563827835550486,0.1843522050007029,,-0.034225758493120206,-0.04493663398102344
HMGB1,-0.08079563146215211,0.03432822109428403,-0.0024375928571792435,0.05937615065466426,0.054631922191998215,-0.058347847967883296,-0.09872695443839645,-0.09995778927669677,-0.024049250439892176,-0.028929154684679766
ITGB3BP,-0.05364492240611659,0.032646865341506126,-0.03270313410951496,-0.030058590335361585,-0.06276967083624968,-0.010933666156633094,0.01703592444009447,0.038758223041181115,0.03593179499811506,0.019806737177345924
AANAT,,-0.015511375022729137,-0.013032485095497806,-0.0332701392872618,0.07696379799215253,,-0.020794263503327214,0.015748562376008034,0.00601920832323129,-0.004253662022939558
RELN,-0.0007013877557214901,-0.0014343907117854604,-0.009844337408668321,0.0039690988169865955,0.06831839166733122,0.11786323359566138,,-0.04144717880614386,,-0.010352765143140034
IL15,0.10480241706061334,0.017904277300044492,0.014096859081973952,-0.04586448693318452,-0.03186746538008409,0.022501557310490906,-0.014621557083267038,-0.029090165759594132,0.07492712715969502,-0.04400303660466376
UTS2,,0.008599132362519675,,,,,,,,
BSG,-0.029170076863988252,0.05993046224965542,-0.005169189468044785,0.038453381666117455,0.029614984999325484,-0.010694592009486789,0.058451555127260156,-0.014274677576396015,-0.018536514616089277,-0.06458652276966274
ADAMTS3,0.026276825855219062,0.00895909533142718,0.03558251185344931,0.012210275594598854,-0.03530954975866918,,-0.024899013601458426,-0.02149067045774993,0.029367720768906484,0.000749057409041947
CD34,-0.05304343707761626,0.020670729902723572,-0.017537583623004803,0.0225752536902685,0.03686956347704647,0.04000663773539555,0.027080060905448202,0.020228184471609515,-0.031190910029333628,-0.04734676857238668
CCL23,,-0.017649482507145323,,,,,,,,
PLAT,-0.04358294529795512,0.06402586584698125,0.0031384854424700947,0.015647407149749704,0.04251261537156491,0.03984510601817242,0.05393990546186017,-0.006243320993309188,-0.03904222510600818,-0.03880586912665665
NTF3,,,,-0.021273642853933787,,,,,,
LTA,,,-0.012551641344322604,,,,,,0.04735400748542983,
CKLF,-0.043055727701487655,0.037253427929532255,0.035814062516314485,0.03707273518053835,-0.07520127465907925,-0.06573238923017652,0.06882375095090784,-0.06536566247945357,0.024483118160260775,0.03443541284895636
CD24,-0.08110585192108755,0.09590756214123163,-0.01807976774267218,0.025627024845618223,0.03227811295179541,-0.024779477439542286,0.07038366113260379,0.022836330217650185,-0.0032658348787223904,-0.02034791590095308
HSP90AA1,0.0985100971687551,0.0019692455262531865,0.018403101394660587,0.03281033854445606,-0.003147123679950374,0.04410258177666842,-0.10059716292706164,-0.0602387250693517,-0.025242416210226198,0.08912289981000344
BMP4,0.0032590579328291443,0.0040246151787258905,-0.03600175234321452,0.04659967665874717,-0.019058809004789137,0.04141504194831896,0.06036831848622705,0.011482714889824164,-0.010195693915155549,0.018911440451234617
SCGB3A1,-0.026074771246399158,,,0.026823104308335392,0.05520847283165489,-0.005223802837713212,,,-0.03493521525508505,-0.0031005472759573056
IGFBP4,-0.0433665977504847,0.01723117054398511,0.009727161562999473,0.014852736644206032,0.033473034394840284,0.031993067416278574,-0.03220697948052721,0.01990295484153087,0.009388822044516635,-0.048345343458638966
RSPO4,,,-0.014598323007922595,-0.01814345958112673,,0.20473556857153477,,,-0.01731369590462874,0.0019070109116998413
LEFTY2,-0.01959146332249604,0.06816194300028362,-0.01246507216629226,0.06689545994945506,-0.0011729425139538675,,-0.026573306446894412,-0.04725910693412642,-0.010593180046181335,0.08063991526531218
PF4,,,,,,,,,-0.02372572454269743,-0.02448891199750932
ANGPTL2,-0.054214919398942324,0.036750814291703085,0.03475523154059087,0.04930897630914457,-0.02428444583933775,-0.013805595600337154,-0.048756230886790666,-0.03885620823673825,-0.03536707689291553,-0.06715207677404188
LRIG2,-0.03821790267309308,0.0007322169632425028,0.046168924959725514,-0.04277195701571106,-0.02083815900953384,0.01815160363445857,0.08889512441317457,0.008701457310704304,-0.02329923952577345,-0.020920595777282232
ICOSLG,0.009507181454479078,0.010224882768423588,-0.03377792047667024,-0.013832008230637986,-0.05617807631801404,-0.01739298222447075,0.0682102200566704,-0.06438898113822968,-0.010527696531287732,0.02075387993127993
WIF1,0.06889712101645028,0.01679546337826511,0.038141339757486084,0.0315351893138479,0.029522822496936448,,,,,0.062497936280098726
NPPC,0.09978803568097712,-0.0048501824307393155,0.04400864469614262,-0.03900165268691941,0.040401935002437266,-0.04678541812277018,-0.024898965781411812,-0.014266343783721953,,0.03756632958676155
