,UKF260,ZH1007nec,ZH1019inf
PLAT,-0.044476042998634904,0.07067377845366772,-0.005509718237638842
CKLF,0.02800322427805421,0.04414668157292665,0.04122717027672158
CD24,-0.049690008810506794,-0.014350013178291411,-0.014603516086034964
HSP90AA1,-0.03927365783352943,-0.07617551991996778,0.006085428577248309
BMP4,-0.027437274796821138,-0.04153851459225484,0.003952095019105052
SCGB3A1,-0.016836736605064902,-0.04546698457894448,
IGFBP4,0.042118134394559144,0.0071651498423584885,-0.015281192753563802
RSPO4,-0.019432330940707697,,
LEFTY2,0.023176283044380203,-0.06810116248766465,0.13754259049920364
ANGPTL2,0.007280768447766839,0.02663852275974426,-0.060848016335891715
LRIG2,0.018071548622595482,-0.07857306505312989,-0.05052957546989238
ICOSLG,0.0004473978972346957,-0.010510961830235257,0.02519757489702625
WIF1,0.049659098385621075,,
NPPC,-0.03389820405767396,-0.018835405070006712,-0.024160630129614568
LYZ,-0.013686424883835275,-0.040787038068516406,0.013286656150694494
EREG,0.02707125470305051,,
SPTAN1,0.02349673890803345,-0.0012804480283206755,-0.06494188739221016
LIPC,-0.018813694729302548,-0.04095153941687274,-0.04964223178399457
COL8A1,0.009998424423426596,-0.06740705845893874,0.08670322856075093
GSTM2,-0.03809488480551074,-0.06475423083661717,-0.03500472786065887
IL4,,0.05215946185488504,
SPX,0.005375351247195429,,0.023592947289239264
MFGE8,0.004958436514090932,0.10590646188927794,0.07033302608255537
TGFA,0.010767544994763149,-0.06096806180737332,0.0416050090563891
SLIT2,0.047330420693516,-0.004737676459068974,-0.027323535975012372
PLTP,0.025121265669660102,-0.003016926056237723,0.010046711131525983
APOD,-0.014495014823906019,-0.024517985670388803,0.05366047413097326
B2M,-0.018141090409402205,0.05746065182110887,0.06267891743184192
OMG,-0.009040750458010179,-0.016065092053122183,0.01755131963655917
CXCL3,0.029802263272749017,-0.07933564573822316,
CXCL10,0.02306638849347153,-0.059235964648468316,0.10064411493677196
RSPO3,-0.018813683129736844,,
CORT,0.010761576899287249,,
NCAN,-0.01461932031024232,-0.005490387033711361,0.017735182284157977
PRG4,-0.013470529576299784,,
ZG16B,,,0.09910659845835276
TGM2,0.016273513900542647,-0.07575638318543311,0.02748551258361944
VEGFC,0.04806244044410393,0.004059526409984265,0.020820806165586195
WNT6,0.001516097320717194,-0.049639489582439425,-0.021331680779947938
NRG4,-0.019187007806111583,,
COL9A1,0.05727721639057516,0.034663108321310206,0.04065718385019804
GDF11,-0.05308763185763914,-0.00297142907714511,0.08901460689107572
SORBS1,0.017679576785121647,0.13884345781546092,0.003322334981078595
DLL1,0.037570808546846,0.053500781702953526,-0.025185869974864834
TLN1,0.021460891111834534,-0.0331523706165263,-0.028735342038014082
COL2A1,0.10648871775954276,,
SHH,-0.017963378818964707,0.09344025003803866,
PON2,0.0051491270052477665,0.0806618703691806,-0.020406300726513105
ICAM5,-0.031906744045706294,,
HPX,-0.02236709090906206,0.04816448193274238,-0.03676065963154565
SFRP2,,0.1270370266285614,0.021096634093943398
HP,0.0510177564954753,0.09775118831248154,-0.04427499792525178
CXCL2,0.1101780907217345,0.052084562371050636,
CCK,-0.07237813238561128,,-0.027917886506067833
SEMA6A,0.0022424830379033306,0.11548464041044784,-0.015054975635378633
IRAK4,-0.02735359489031815,-0.05518506562505434,-0.011843243251480532
GSTP1,0.02053789267251792,-0.018702961098636967,0.04385632343590938
VCAM1,0.08335048703229153,0.09024327537249516,-0.049365136887645496
NXPH3,-0.01353850775580613,-0.08543468333225601,-0.037492996752914155
MTMR4,0.014859127317780267,-0.08130359831149103,0.022662066684299893
IL10,0.00098690239512513,0.028890506339988794,-0.0005270433439960456
SEMA4D,0.030021456593045386,0.13154150036835527,0.091665015805654
TRH,-0.011839638957061353,0.05596164659954627,
SEMA6D,0.03904124581700522,-0.01304063628720234,0.050217528126500176
CEL,-0.006848519316612132,-0.05014141279784471,0.012934065438545445
PDCD1LG2,0.028241972959300865,0.2593130153373684,-0.004287954544512372
SPINT1,-0.01948260726960112,0.1022130304776857,0.07606523548509363
CTHRC1,0.04728145965283822,0.1324189077753165,0.05127401833152409
PODXL,0.007626097808491719,0.11025819214262066,-0.0014426100272756652
JAM3,0.02682488806213614,0.05314107245463891,-0.00048199700537528476
TGFB2,0.05026419462096791,0.08793286480810365,0.020809786719520322
COL18A1,0.05233824416666624,0.006807456947179598,0.008747981898832009
NODAL,-0.028515709198544452,0.006919137966267837,-0.0668865361519768
INHBB,0.06769512558764823,-0.024608280928342195,0.00597071506073089
ARF4,-0.03212329650630631,0.05618425418802674,-0.03459559834514438
CXCL14,-0.03479381369259308,0.07564491231633026,0.007531186258159968
LIF,-0.013875848435756065,0.06348317578441613,-0.013812849658389987
IL17B,,-0.029756236336763844,
MMP1,-0.011839636374278265,-0.017685890220110776,
ADAM28,-0.014714365729508991,-0.09121371036239811,0.008542376361721291
TCN2,0.03890279703081535,-0.04710873255051987,0.05369963515887859
THPO,,0.04017332253703509,-0.023136871228916448
CUBN,-0.003469083628326673,-0.005951133869720455,0.0793006559449232
TIMP3,0.03164551190997066,-0.018561116704615313,-0.028401586530643848
PIGF,-0.05383032313816753,0.05203605822929327,-0.01451941212692124
CRH,-0.01203122862267906,,
BDNF,0.01613542089654613,0.1018603229167896,
CCL5,0.003029897159777357,0.17199282610380315,0.020332107935663334
GAD1,-0.013780085617664811,0.026156240331619958,0.06789277711970713
COL14A1,0.11174143006728446,-0.046076640529057786,-0.01813466077977712
HLA-A,-0.04307921744667025,0.0032382383103631467,0.05140335535187686
CD5L,,,0.027209966710520197
FGF18,-0.0164155305735609,,
ADM,0.019546497595597206,-0.008347298912916336,0.004426332112895027
GNAI2,-0.014317347507362325,-0.05403125350718235,-0.0352261340251938
COL11A1,0.03708385681841803,0.10093580257410674,-0.041661259801615336
NUCB2,-0.03636419512900024,-0.018962844453957,0.044494706553573314
CXCL1,-0.027639092436251858,0.11558762459781309,
VCAN,-0.007186788292667192,-0.07122188658001517,0.036073384614768285
MMP7,,-0.07103330494413489,
PTPN6,0.003376134963306395,0.1089724980234697,-0.04319431243011471
PTGS2,-0.006046403143530028,-0.0022136711075852375,-0.006210533047189982
XCL1,-0.012589295833821654,,
CD58,0.01387103483014439,-0.005703190256960676,0.021441797571395096
TNFSF14,-0.015261221299998271,0.12300151635106842,-0.031543552538910447
CNTN4,-0.029649590838987796,,-0.04101928068223074
BTLA,-0.013124760003162131,,-0.029638520165539712
MFNG,0.0571611772699343,0.12652255962609937,0.04616176012925775
ICAM1,0.02182003147888402,0.02884462528248188,-0.05266356953035167
PROS1,0.0023567594876942135,0.05485263463085518,0.052397132696375234
CLCF1,0.05147808797718924,0.11563031581560787,0.034353145404440774
PSAP,0.006571722865796985,0.026561905245133473,0.03016197008674503
EFEMP1,0.06497160931469444,0.10575900908915513,0.029298800515320887
C1QTNF1,0.02929789617574819,-0.007551089921769044,-0.05623762947435795
ALB,0.015756385633240052,-0.013809428252004034,0.04986641676669734
EFNA3,-0.008229517851082651,-0.012269163424313454,-0.0022282034610736014
DRAXIN,-0.02996507935350673,0.013564015882050574,-0.024017760952216114
NPTX2,-0.0013415677586362423,0.0628900666180477,0.0558828507247254
FGF11,0.03769565888870836,0.0558097236299326,-0.04000639374540322
CD59,-0.013682353157947113,-0.008458830157678824,0.04600594529041251
COL9A2,0.03403836828474856,0.09156441291536277,-0.03190433859078121
DLL3,-0.025145276696501417,0.14649349525822614,0.04612096466419205
LIN7C,-0.029339782318132567,0.0585075885686517,-0.027524708278319508
GDF7,,,-0.033608890494206754
PSPN,0.06278802370420325,0.047039980300438086,0.05163996820528141
ANGPT1,-0.04022546071429735,-0.07411508474426544,0.04707186245441393
PNOC,-0.06124743074493918,,
L1CAM,-0.03917703357920059,0.06541526500658126,-0.019298185484752272
APOA1,-0.014732428384949753,0.17537729735452728,-0.0075607899066902256
PSEN1,-0.0029699087373786784,0.08136053484338615,0.02288432973256673
CALM2,-0.022080734671576462,-0.024565093207911427,0.0793968324225566
CLEC2B,-0.017706332627164152,-0.05986412493057442,-0.03629093393117407
NTNG1,0.048288702346954246,0.04625891664087739,0.00264706482249666
LRIG1,0.036826916720378654,0.0068782193677044455,0.009798996430292821
CPAMD8,-0.015984163610579055,,-0.04703372204971455
GHRL,-0.027070357100058996,-0.014256173147344708,-0.02802089570583282
NPY,0.012920390228601647,-0.03334508233482579,-0.006122385984809948
MMP2,0.0027694860757261717,0.04482778395791509,0.03467144141571881
ALKAL2,,-0.050639383821585025,0.03044746922503514
CSF1,0.05956382806989594,0.06668434056077599,-0.06108495690279529
SEMA4C,-0.022634096970286673,0.057901742569075494,0.03232045090955789
ICAM2,0.00027583278151551414,0.07980846332818288,0.11715003228032313
SYTL3,-0.026926137584640693,-0.08870633870440581,-0.08058004864211223
IL1A,-0.052339392874295905,0.01049481241984804,-0.03508432717623293
HLA-G,,0.0036926076220500093,
PGF,-0.03725383105269184,0.05468059332111766,-0.0026020054309558787
LGALS8,0.03189992809010557,0.08994557171061321,-0.04133238928897043
DKK3,-0.038735467045326724,0.04785955197696796,-0.043049862816989706
COL16A1,0.047821498691625136,0.03106541757222902,-0.03228393933024624
TPH1,-0.015690528664702462,-0.018201623191831464,
TNC,0.009593144574893984,0.10456849094923366,0.020957765274288127
TNFSF9,-0.02982113072411783,,-0.01114052085520956
C4A,,0.1682097145767391,
CNTN2,0.0002836026653127206,0.06646809831233046,0.026177142283181246
LUM,0.05407150526335973,0.012840140353896655,-0.03359138163294333
BTC,-0.009595038811463022,,
APOC1,-8.711821047506464e-05,-0.09895282159455347,-0.0011507581995205637
PKM,0.039435488819731204,0.028071907273281023,-0.07057989294281988
TNF,0.036158970707988985,0.11770685055042986,-0.03699416792471292
GNAS,-0.023766741002269803,-0.10006661211531533,-0.03474632772649195
BMP8B,0.005478362781740775,0.010668717486143947,0.031849521000991705
LIPH,,0.007526420998639936,
CCL28,,-0.04035747145006548,
PTPN11,0.06986914016994154,0.04164507796070092,-0.029790274816422744
ADAM12,0.005607435950677818,0.054581388303952455,-0.002716982757216161
EPO,-0.016836733627032613,,0.01703030502023923
EDN3,-0.01724851617445697,,0.008253015663708237
CCL2,0.04589536655519814,0.1430035219191977,0.0039569642943184805
DSCAM,0.041772335401377786,0.007370401445728801,0.0009118728244101946
ANG,0.039324047736598894,-0.11196729800565984,0.03327202112452433
FBLN2,0.034586619596293146,0.014171647845459079,-0.02364100577948278
VTN,0.004989493172279424,0.07909992628295442,
VEGFA,0.03188177131061685,-0.052505227802691734,-0.05505500777741015
F10,-0.015837971325177815,,
SERPINA1,0.027907856602465118,-0.0074282468159143885,-0.007673955040133628
VWF,0.015853334231876827,0.07718664309658789,0.02230168249086395
GDNF,,,-0.025785340134118914
VASP,-0.020499156354990035,0.05724496823081931,0.020081577623766132
ADAM15,-0.002962086202475922,0.14934129388472944,0.0412020774827858
WNT2,-0.013640306969558879,0.043533720493902535,
CALCB,-0.020504061082100872,,
OLFM2,0.03763997517956515,0.05754153055289335,-0.0109395188001736
MFAP2,0.02513419312453169,-0.049519348511868226,-0.041192693754525736
HLA-C,0.006722087117288872,0.030689240072070037,0.02164995993116319
THBS1,-0.00811579721193872,-0.07797109613384581,0.12750479310934199
HSPA4,0.011722905619133648,0.027209872231408996,0.031249984923211453
LMAN1,0.004496993222666644,-0.1275338787779207,-0.04071892852663998
LYPD3,-0.016975011179797477,-0.049133709722987966,-0.03284700877598411
APOE,0.05859391758953235,0.0005040427593957283,-0.04912240681757256
SOSTDC1,-0.021192055457104564,,
ANXA1,0.05387047980702663,-0.06715591995519499,-0.023065985606218413
WNT2B,0.03694025607522234,-0.05862696054881756,-0.04250613768759672
AMH,-0.021078746426634057,,-0.021957463579475582
GDF10,-0.023358369611713187,-0.02067439016837963,
EFNB3,-0.0458460470939149,0.03526111374433029,-0.01538521364203249
LTB,0.03971693023450597,0.004237957817612491,0.026003648665416323
ANGPT2,0.025053359339922553,-0.03186244220167067,0.00029076828285567834
NRTN,,,0.027938275810941462
ADAM17,0.012840815973158141,0.08000093075621845,0.07551968191275332
LRPAP1,0.028087120668751762,-0.0192861211459779,-0.03579916850370023
NID1,0.019351400306411012,-0.036821723771989265,-0.04454909885105693
MST1,0.01720985664273055,0.09209317313996346,-0.05824388870188705
IL13,,-0.039755615732485705,
DCN,0.01021263409585719,0.005270668954681166,-0.009906648013769817
COL7A1,0.039083465618046175,-0.06040481404778823,-0.03363845987506854
CALR,-0.021886162686526454,0.11426453537997508,-0.014908863380482857
PIGA,-0.0019703777193713938,0.012014491915390767,-0.0032581594401810063
CD200,-0.011666638632687031,0.03895551344575095,0.03708646385760263
CDH1,,0.0369369367259929,-0.03246804333103544
LPL,-0.01989428542496099,0.05427401088913438,-0.05695635442615239
SEMA5A,-0.03356469920334863,-0.02440536994537981,0.027792119617866772
SEMA7A,-0.048712806550200195,-0.011397623561561602,0.00588419977093334
SEMA4G,-0.02858329360882832,-0.017058145904175207,0.09350849184637691
SEMA3B,0.04335383889539277,-0.0253336178219194,-0.05456283939853758
RPH3A,-0.005186234270276548,0.05389476962900691,0.004683683275577383
JAG2,-0.014016125947136573,-0.0446479260621571,0.0021629165006345767
CGN,0.0734881828047441,-0.03143813338621475,-0.04080360599178318
GDF15,-0.018837872005293677,-0.025261370091226525,-0.03854423408301481
SEMA4F,0.012404541764185855,0.05516305447391553,0.08150994187334483
NXPH1,0.02069191583637007,0.07036515106767152,-0.04794630505988372
ARF1,-0.04175532370559856,-0.037991187708183716,-0.0052327439369638865
EBI3,0.06587844075158804,-0.04066716292129158,0.01677286193028045
TIMP1,-0.01936484621026747,-0.04566358885120292,0.03280780952501792
SEMA3C,0.013978442633985233,-0.10016836366319971,-0.07358549220701184
GAS6,0.007040107421798681,0.045731451518394105,-0.00010591775443046186
MEPE,-0.03190674246047198,,
SERPINE1,0.018431654284832302,0.01352043934605342,-0.004886877021723548
RSPO2,-0.027890559124060316,,
SHBG,-0.025464410435449704,-0.03790058588366335,-0.015682035018204178
LGALS3BP,0.034321785999174216,0.08210119653042677,-0.046157292100693324
LAMB1,0.07277024232756442,-0.0395161607876966,0.018884184074110286
SPTBN2,-0.011254272436892905,-0.007131152784570756,-0.015178148659151519
COL1A2,0.0215852300095853,-0.020922538193448886,0.010249806243946457
DEFB1,-0.013808117446936299,,
CEACAM16,,0.031409124742763236,
LGALS1,-0.04643363731420413,-0.09103804819701626,0.029408627925919566
BCAN,0.008413576267841316,0.027193766385128125,-0.04679825627111765
ANOS1,0.049216360252958655,0.07478988252017771,0.05955469817538514
EDA,-0.029649606610656732,-0.012371017927515068,-0.04354538667275063
FGF22,-0.02003397359335754,,-0.03180782865819677
SHANK1,,,-0.03335654603849498
TGFB1,0.059075031810046835,-0.01925646883206912,0.0009462151653445007
MSTN,-0.05421684019306217,-0.023407389488775056,-0.060138606653064836
WNT4,-0.02208037529141782,,-0.02641011707865348
TNFSF4,-0.015284611419225127,0.06461573939814101,0.024204525186657725
NTN1,0.022594888407147663,0.05526373671739814,-0.03668968445591199
CXCL12,-0.05895727972351488,-0.032141799912166126,0.036875248550960395
GNRH1,0.031799673666181125,0.018848973049100312,0.046542547971614924
RIMS1,-0.01834126644559468,,-0.053686346672724324
FGF14,-0.002599731748492853,0.023121501472550536,-0.04015655122053277
IGF1,-0.020008282820664802,-0.025073061172858714,-0.005006070200721502
TNFSF10,-0.038570209834841,0.024098657129237432,0.06100462711611717
GDF5,-0.018305380390290383,,-0.025785325734187105
CHAD,-0.019553971148806724,,
RGMA,-0.022291351617542834,-0.05346685906786851,0.04013710698747588
WNT16,-0.012031223391779105,,
CX3CL1,0.08695922241599474,0.13529344260014214,-0.009921596813670684
FGF1,0.018219888160055563,-0.017022795644158525,0.011800579331401618
ALOX5AP,-0.0059772091851861674,0.01550101095064361,0.011336794646635525
IL1RN,0.004238438562707339,-0.04083141626206412,-0.035334060481615394
NPW,-0.02186120921820012,-0.005820415839320753,-0.021115948250042888
CXCL9,-0.019187001608635408,,-0.03360887648973304
ANGPTL4,-0.0019328387461100122,-0.053146629857414876,-0.02726495382649117
UCN2,,-0.04381962589289032,
OBP2A,,0.15747724337815286,
COL4A3,-0.005722188395379689,,
NRG3,-0.025925222065993448,,-0.040369696596531876
IL23A,0.08085503998986578,-0.047590258428410775,
COLQ,0.030130109979653853,-0.05150894595741399,-0.051446974456020235
TNFSF12,-0.014932495777509344,-0.026329368836520883,-0.03715110525939075
DKK2,-0.013298707793217797,,-0.022430752075946195
FYN,0.022210489933763636,-0.016471735515229614,-0.03156700778664565
ACE,-0.023337777321990244,-0.02796136625124098,-0.0008444190608042853
IL18,-0.014992655493722334,0.015282889521594074,0.03089473025421108
PPBP,-0.012589295833821654,,
CCL27,-0.010466188361205818,-0.05215894275016132,-0.04036970873033321
SERPING1,0.02807893096235332,0.04862423830891294,0.05769368290479175
AZGP1,0.004957631747571174,0.11195149187400803,0.045296499234486934
INHA,-0.039972255808073356,-0.05991978523504783,-0.01055174494079518
SEMA3G,-0.02175092424467502,-0.025248308021315776,0.017622539103567692
COL6A1,-0.00099907557274292,-0.09265968912160952,0.002154688413146275
FGF17,-0.022620320770188322,,
TNFSF8,-0.012589292570599613,-0.0022038664729616773,
FGF20,-0.025753650084652475,,0.04225545567755289
ICAM3,0.01698928555826999,-0.06291022834459853,0.04045280196645174
LAMA4,0.046632970011565945,-0.0493758591625783,0.013010608968689365
DLL4,-0.006342631333045222,0.08779758287116558,0.09323023094692315
SEMA3A,-0.014153304635362142,-0.013041201108449653,
RLN2,-0.019310013749252036,0.030196656982075566,
C5,-0.006984198743570958,-0.027248701993767447,0.08071312680867064
EDN2,-0.016557024362463032,,
C1QA,0.0019649467654106814,0.0711309613259335,0.021734549184742245
UTS2B,-0.01380811643620376,,
COL9A3,-0.026701575421083125,0.0750061234197694,-0.04533663073899803
DLK1,-0.01124615913544658,0.020768059933600033,
HGF,0.01921504356993299,-0.0692670263344714,0.0724257133887298
P4HB,-0.006851424135579696,0.06333041818052564,-0.04319438459902503
ADCYAP1,-0.02272699316583182,,-0.02482198973229771
GREM1,-0.027528393273634044,-0.025743705768569426,-0.07633967146638956
EGF,0.03494408587612594,-0.031985816053380994,-0.03154352423121656
VEGFB,0.0186701418954128,-0.021400342372148298,-0.03601559315522084
FARP2,0.018881690164840006,0.001220895884731996,-0.014934385643840677
LAMA2,0.0008974339512702979,0.04991132610738843,0.09560938676128541
NRG1,0.003098123103490347,-0.051775880662823716,-0.03768787447095947
SPINK1,-0.02251321062208404,,-0.023823820633230238
EFEMP2,0.024297226683356012,0.06179101573003519,-0.02539349884565299
SELPLG,-0.018168978672480907,0.025427247000050147,0.0715610000912529
HLA-E,-0.0178906370204845,-0.08764700368855767,-0.038240836280963295
PTN,0.0093082438382526,0.12253692378417849,-0.06260950315432079
CD274,-0.007744645103126052,0.1954701292709824,-0.042085258741230654
FGF10,,0.048603908261537314,
CD14,0.05461803055067285,0.14351258292518024,0.0762590659420906
SFTPD,-0.014138099210477522,-0.04810924409339952,-0.030697261367165666
SLIT1,0.005206875159001423,0.07797627149327632,0.024234582226431284
CNTF,-0.012589293719621168,,
BST1,0.02562964841313864,0.06646126107826528,-0.014022343095722025
AGTRAP,0.030811513418290328,0.02675457512467982,0.061708778890043246
LAMC1,0.01603801814721622,-0.09130401455919138,0.027786165892313957
COL6A3,0.043174433352455834,0.08763592980874423,-0.03739917996973478
FN1,0.04037017019622124,-0.010755666200493539,-0.05179965193694596
MIF,-0.05317816035365078,-0.06650707623974088,0.02705022618523176
JAG1,0.031999180971295206,0.006808880400597359,-0.02798178317761254
NID2,0.0682907105956807,-0.01498589027345064,0.017413852773568786
EFNB1,-0.03743397651417907,0.07604746612308211,-0.03603279102652714
COL4A2,0.04458400951576695,-0.07769501919829237,-0.00625881389628297
SPP1,0.019313956337747375,0.018813262850693072,-0.005863385640522372
PODXL2,0.019427976335499798,0.1330310124262788,-0.003794674685569916
FGF9,-0.037221782854547754,,
ITIH2,-0.019187000425198428,,0.05088467842251603
ADAM10,0.027509788009774747,0.0698233720334525,0.03114683118150952
CFH,0.03020719897696863,-0.025237186932018443,0.02967958990979274
COL4A5,0.028454340562740283,-0.026332657994364277,0.08432252094277624
LTBP3,0.03827059416607079,-0.001462382076480837,-0.020703833447232117
GNB3,0.025734872438900883,0.006449048723593157,-0.05772841688508579
COL6A2,0.01023624206754521,-0.04991333631883053,0.04564258600873811
GDF9,-0.0010546944519414035,0.04868072320856639,-0.03127743785042847
NCAM1,-0.03592078821839854,0.07477691548392419,-0.09545008170407218
APOC2,-0.007016335297841078,-0.007342666147233126,0.02695496744511771
BST2,-0.017285436108740133,0.10813293651567757,0.04146250800800962
COL5A1,-0.02510617116947846,-0.053079087757161775,0.007552595397504092
CALM3,-0.058239483913533285,0.022192906913692124,0.0345292954779072
THBS2,0.07818572077624177,0.07031013647077265,0.029725231372922475
SERPINE2,-0.008794276031078935,-0.00281276586033276,-0.010839260287770242
EFNB2,0.027039087374470357,0.046494979656645834,0.06936157385621015
PROK1,-0.013808118331327453,,
MMP9,-0.06497526477727648,-0.0296150684906833,-0.0009813380268354137
NPPA,-0.03190675032488351,-0.04015033216306651,-0.05824342538961805
APOB,-0.018176313899923458,,-0.025467829084941693
C4B,,-0.015019253761061465,
NTNG2,0.03511788881506714,0.15208913261145388,-0.04810164693590282
LAMA1,0.0038331155305907074,,-0.006759336132462196
UCN,-0.0504529044037683,0.005881107151698237,-0.04616961762240542
ARTN,-0.014933123761237746,,-0.028789333217290127
PDGFD,-0.01621611296987712,0.028077530647545753,0.026807029755474696
EDN1,0.02102103919180873,-0.041080722986963455,-0.009131110912972152
ARPC5,0.010060563450895685,0.018216394089567,-0.04676999542331214
GSTO1,-0.050792515098687735,0.051000901878027034,0.01191775872729651
SYK,-0.00814078965704945,-0.04430332539023502,0.03688563814813859
ST6GAL1,-0.008717830193464133,0.05483234009873816,0.009331797637151001
WNT3,-0.011505450536832891,-0.012752030688877362,0.050826970958088045
HSP90B1,0.0010334126128260077,0.07741737144311682,0.008128879917719727
ZP3,0.027562211806366647,0.0064654176822424485,0.016997141365702618
NRG2,0.04455095973254707,-0.05944025352434768,0.004754157594002077
MELTF,-0.03852673691334395,-0.09626898580626134,0.052836459564502884
NLGN1,0.038620949401895505,-0.018346309092947263,0.03517843226644774
SLIT3,0.014964501069840609,-0.030163223673031064,0.04015456120427138
CCL8,0.032972880359925086,-0.0802308637864277,0.004783000550594978
S100A4,0.03864579095161532,-0.05909641815263568,-0.05543254967955874
TNFSF13B,-0.011519830969672218,-0.009407293825212317,0.06790838985440281
HSPG2,0.022008549659814674,0.0024159039603500933,0.07836219110553914
FAM3C,0.04876113844026899,0.0056980464750901235,-0.001257762322957878
FLT3LG,0.0033126988900856083,0.07586192054904553,-0.01899428081084945
A2M,-0.007413281880327492,-0.06550162322099849,0.008141690102961834
VCL,0.06282891166850214,-0.10773217413382621,-0.0816122220426104
FGF2,-0.010991558799437527,0.01358795262926929,-0.02458770991698491
AGRP,-0.012589295833821654,0.1640786619754862,-0.021402448937435772
CNTN3,0.012786840102736213,,
RNASE2,0.02137323746927312,0.10456153723002685,0.10688037592289208
GAL,-0.023155983128079986,-0.06917181540280057,-0.03949121033382676
CXCL6,-0.012589288617967865,,
PDGFC,-0.025322728444372444,0.06581326978688233,0.012829789511415638
COL8A2,0.0632695963714116,0.031059349387042696,-0.04105970267275933
SPON2,0.06580974178496693,0.010345208077973008,-0.00676346250800465
SEMA3D,0.048208158906046364,,-0.030467300760424306
BMP6,-0.015240277324959821,,
TIMP2,-0.03420948807183952,-0.018344698091958683,-0.034828269569998724
EFNA1,0.025612433303337238,0.08336867775530227,-0.021970315042238623
TFPI,-0.025633848275172896,-0.03697698316696395,0.010851585715839706
GPC3,0.00038333105712653033,,-0.02278631280959937
NMU,-0.032713618468627755,-0.0303453423562832,-0.03581463112724527
LAMB3,-0.03287328519123323,0.020794830505450213,-0.06360237373540964
LGALS9,0.04803633533396061,-0.04422128329562563,0.05694589017728389
VIM,0.006946393742772617,-0.050295614437547286,-0.007703585901415843
PLAU,0.05907318397106031,0.153019109730609,-0.019400372287321308
TGFB3,-0.031179341165796175,0.07515018886234033,0.05174295871342445
APLN,0.04118323828608555,-0.05080458538802225,-0.030151679194275458
SHANK2,0.001794225333481787,-0.053550451017701284,
LTF,0.06929209686436356,0.07055748235841552,0.009505224037620158
PENK,-0.032150323010513536,,
CTF1,0.008108708304862364,0.029467628575789648,-0.05493461374588482
COL3A1,0.07320058305503847,-0.03364424542997833,-0.00392416405198862
S100A10,0.03183559324192446,-0.014499850770287896,0.02533729910736415
FGF13,-0.02815452205844367,,
SEMA4A,0.0455955612582987,0.08507267944329841,-0.02719552308525362
EFNA4,0.01112152111476282,-0.02328452328850826,-0.05883746282712903
HSPA8,-0.02379977300129363,0.07049278256403738,0.035189662388947246
NPB,,-0.059469934995619846,0.004589467100024423
ULBP1,-0.011839636471741747,-0.024062691952589796,
SEMA3E,0.030417213802316496,0.08133507900723565,0.08428940753317052
ADAM9,-0.010834269202085604,0.011234841998489833,-0.06357916543651095
ASIP,0.06163156456519964,0.08115506558081843,0.09549829533240803
