,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
IGFL3,,,,0.027836767247287127,,,,
BMP1,0.03031633882000365,0.039814490322536054,0.08342065410829728,0.07384713994530445,-0.020824115887618923,0.027822118003530533,0.10244469110312791,0.07253827177042928
NDP,-0.003917166786605155,0.037087915001438786,0.004409896227958138,-0.0077120048149031915,0.01612972623056822,-0.03846775388069511,0.06218720621510687,0.006322107796110452
TNFSF18,-0.02936183568664063,,,-0.02495209761039924,-0.015670681658091084,,0.06504355489710331,
RTN4,0.004756339960053368,0.07137496986517138,-0.003562213555786638,-0.1009012225065756,0.008096061860580293,-0.07137237123138909,0.009111869356139337,-0.033513743898714546
HEBP1,0.009541608339804322,0.08580994298178936,-0.0062489807400727855,0.04650777910555193,-0.010528478030501727,0.012751629100497633,-0.020929485217172174,-0.004952831621454421
WNT7B,-0.018238662148146484,0.04751941555639393,-0.05269545703379911,-0.06954750790793024,-0.013306957405441104,-0.030586360338119324,,-0.03362342972057437
PTMA,0.019476374621016382,0.05465268128551247,0.04525138641131835,-0.03224858679438761,0.018436093017461793,0.10780838553898814,0.06175693218654516,-0.05302184961494952
CEACAM1,-0.013997076217041368,-0.028108284824633286,-0.01456208686720011,-0.03283553929006987,-0.000860834232160008,,-0.036052833763218085,0.01913375395701334
PDAP1,0.03655763561714998,-0.000629371630088743,-0.039189635318807446,0.05823397898474438,0.05924831388843716,0.0018431442689725572,0.05040209716373178,0.014756461126238499
QDPR,-0.03294368186797213,-0.004279622692486614,0.02581632051770439,-0.07522792313951768,-0.014329402152477182,0.032441856807233466,0.014856299497783877,-0.0386016715586887
POMC,-0.024870571307784393,-0.02617557528085515,-0.02930236230457373,-0.03294778714999919,-0.018183019787733772,-0.0003833330983418497,-0.004011358107268337,-0.004559030349482397
CCL18,,,,,,,,0.04564804845188076
CCL17,,-0.01629190953947001,,,-0.01954439101564415,0.041159333439928385,,
VEGFD,0.011574885014439915,-0.018150986337985984,0.01182019399256587,0.052832838802239816,-0.020822895539833016,0.0245513264002582,0.07200440637024265,
TNFSF13,,0.014602111658972215,,,,,,
WNT5A,-0.01357926279961507,0.011191104179072743,-0.026860114904073827,0.10723823605156295,-0.01783511296112304,0.048508536753837164,0.0266415687787877,0.010659956547854722
CXCL8,0.01545785340445646,0.02899301583194344,-0.03740556384235962,-0.024726766317583204,-0.011087472085863703,-0.01364704991031566,-0.03529427218641604,-0.037642333722706575
GRN,0.0009451968748724909,-0.02632395246284498,0.08717539076138936,0.09682398726271758,-0.001474037149799149,0.021395801754461187,-0.02223580560937496,0.05792357215055333
MIA,-0.017829292260620123,0.04197540361856889,-0.022111270905810287,0.07285996464279139,-0.008879984720264404,0.005445753365346844,0.09428847801057628,-0.019838920853362068
COL4A4,-0.019082990484162635,0.03220346205444301,0.003937756547119548,0.029878323017783006,0.034360677495546416,0.0035770325226087314,-0.038378173593931655,-0.027030625110369494
TAC1,0.0041115662995955945,-0.03538034089736563,-0.052949054293161005,-0.06044531595557934,0.011823975325717738,0.008308502791774993,,
RARRES2,0.04385956350013714,-0.05083487353274435,-0.001776573308136252,0.11378149883847206,0.08388829145480176,0.0050020914902357706,0.10085361048225491,0.10158639522204595
FGF7,0.037654302793806535,-0.02887892126858494,-0.02667607328418973,-0.01203755766852229,0.053623320495124534,0.011957450565787437,0.09369947969502021,0.018095286617950023
HBEGF,0.004806278292446439,-0.022194484172564616,0.046739219424776664,-0.0013858077312448036,0.004152076348881202,0.019374214000263755,-0.018266449548629493,-0.00868883975725781
CSF3,,-0.019418535629971218,-0.03863950827472375,0.07072808710676448,,,,
PI3,,-0.016718908915786986,0.011035986118687802,0.01944805490014003,,,,
PCSK1N,-0.03578491899093993,-0.030635455832142795,-0.019411779516134497,-0.02209109023923238,-0.07310052732979858,-0.06601665897375261,-0.021520211747399265,-0.0326477355105661
NTS,,,0.05881756444724609,-0.02153205396085655,-0.010944213993134477,0.031618454536608546,,
SFRP1,-0.01081889349673146,-0.014215320813987206,-0.01589420491848997,0.03463775603020693,-0.02224930185739958,-0.013197012581040283,0.007736796913777444,0.01601790949071819
CXCL13,-0.005015584133139959,,-0.01575136005249255,,,,,
MICA,-0.0360002143630657,-0.02532050025752149,0.007843508865641988,-0.0070197055652203326,0.05850495365195368,0.02421626244716449,0.0918281852154073,-0.00605235245248293
TG,-0.01903320346399999,-0.015340583351892242,-0.010830954206097448,-0.02114297752958302,-0.01969023432023026,0.057678536215879116,0.04261535082853677,0.02821416438029013
ADA,-0.0037363272374565746,-0.047998054214047764,0.04158209660370525,0.07470237994562023,-0.054990644926972254,0.008181746743697194,-0.022352815811936624,-0.013454117372802298
LAMC3,0.033498180448217924,-0.015659572949586562,0.08846550130078483,0.03608724656815302,-0.035596035798768695,0.0005887181540618455,0.03773970842031714,0.01810880221227034
CCL7,,-0.0110912172533185,-0.020883395301565216,,,,,
