,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
TCN2,-0.01303674100418144,0.014938377681589272,-0.02886563824823003,0.0073207318182404515,0.08638102123905467,-0.026693402889942847,-0.02846431237717817,-0.04470707322059809,-0.0292677675404016,-0.025729212759412836,0.025823915393263758,0.019885430314434606
THPO,-0.02109539590817857,,,-0.0036164184300245764,-0.015231049413511074,-0.026755124728514594,,-0.0170679424742203,-0.04479759717816145,-0.03667713285965229,,-0.03314621516556122
CUBN,0.05241079847157536,-0.02673418531587401,-0.027582377616404478,-0.004836111085402213,0.1186879530266805,-0.025286452525805803,0.07345771302767899,-0.028880754893053577,0.04549371675496863,-0.03595441510178092,0.005191656570124131,0.05921295544704578
TIMP3,-0.00676697896527802,0.0009343835378080583,-0.016933018196582415,-0.0054872199438949915,0.06698693885084563,-0.04919682128944948,-0.046461913464509036,-0.05412093944929639,0.04676313396426415,0.03140926216208211,-0.059125605292444226,0.08962040131983845
PIGF,-0.027022450747378697,-0.0014906473545265786,0.012410525404032792,0.017308869335050787,0.08543053879785734,-0.02696966534374071,0.06383568604477893,0.011827235840345993,0.0427059817627338,0.04980706904745987,-0.05847043205315742,0.05881794196990641
CRH,-0.014446439243027083,0.07988947293335782,,0.06537708589720659,-0.03592576994053089,-0.020516172076995066,,-0.009054308798385044,,,-0.03280425939008743,-0.03775256604416385
BDNF,-0.01350844281320597,-0.019572359568237614,-0.003227957184210184,-0.022988222846278647,-0.10426967752205747,-0.040266808151097594,0.012678247522683829,-0.01922288690528436,-0.0369719828068594,,0.011099514700900521,-0.03305193357449831
CCL5,-0.06328991480123015,0.01777724753896135,,-0.006244887622750905,-0.04559689916063889,0.01229462642043523,0.04346951238162978,-0.02315471648175161,-0.0038925072503405416,-0.05984499537061571,0.11741760439324066,0.016653304554237087
GAD1,0.018471166692955565,0.009637706676647768,-0.03816387876859704,0.060631669674367054,-0.05146924973311484,0.019639291683362273,0.004377926649270311,-0.036058675434930666,-0.04038131537569631,-0.04030623124752957,-0.04795110440869428,0.023750880464640675
COL14A1,-0.029217774614793898,-0.02730265769831925,-0.017037125184791894,-0.020008669955490447,0.09573096736002704,0.059855156414935023,-0.012793339852747419,0.09558993798166439,-0.02009518205087804,0.04636895223906811,-0.009995697540990339,0.06686507156202745
HLA-A,0.012918130120411792,0.025626939303738324,-0.030530948335207964,-0.05859529073406535,0.10763603255856644,-0.0525515235169691,-0.07476567458384847,-0.0006298735207394387,0.042206363626674515,0.005763447322172792,-0.00812218619565016,0.058836721474663504
CD5L,0.03241067650010946,0.009672101026515865,,,,,,,,,,
FGF18,0.039023800229937435,,0.09896533875661652,-0.011680676950411023,,-0.013964820136243892,-0.010552503087874664,,,,,-0.025175749326466792
ADM,0.04334029953695557,0.05072794657143955,-0.02490334150885286,-0.028947449389978643,0.12595072314539507,0.01154317480528933,-0.03111206350912617,0.07821072588576754,-0.03219004117791741,0.0747544858301124,0.02676928629740159,-0.030766448979449978
CCL15,0.006220524030941953,,,,,,,,,,,-0.021834925436369473
GNAI2,-0.011638960643853195,0.018244060709444728,0.06537460506281402,0.048730880337630615,0.09630798635920595,-0.05229760037851687,-0.0078557705659444,0.01688227575963017,-0.06794133844245273,-0.037552149673423636,0.020550239704819482,0.03754251710601753
HDC,,,,,0.03589467903467445,,,,,0.12439640654666105,,0.018556777356272827
COL11A1,-0.005741872545829467,0.01672347771886461,-0.013197331593661907,0.0033004284023788835,0.006319195637851937,0.02664178399150366,0.03828121808113134,0.11403124807918563,-0.02378998907392981,,-0.05791860259214989,-0.02152106065430132
NUCB2,0.008243357210173177,-0.006635796113977349,0.027173287654990975,-0.026992710940441637,0.037205823087201134,0.025942848066052387,0.0033434413081348587,-0.025184595360549594,0.04154324940642951,-0.04223281413801588,-0.09033020149512153,0.03890847411832425
CXCL1,0.023703724994770293,-0.009050642669277641,-0.017327605987078314,-0.030485121443481582,-0.008616004279786014,-0.029489087611687784,0.08655604262046941,0.03555291619642762,-0.03362958892167316,0.07599388780106972,0.006796486075974234,0.0775876619095642
VCAN,-0.016014697716022225,0.027017917569114838,0.03682160175840721,0.0440675910271065,0.06284298289970942,-0.04923810331563624,0.012276597163244272,0.08761939567500192,-0.02891458188843452,-0.14632621019510583,-0.012017614604661438,0.012719362478076974
MMP7,-0.0057972632328623,,,-0.023221980330310317,-0.017052882684755664,-0.012870836400748726,-0.005122184284540316,-0.013910980282632535,-0.06410450604052385,,,0.07156258419644046
PTPN6,0.006231958702862102,0.001792896211859035,-0.027708197593417895,0.04544067108237585,0.043177060459211616,-0.021576642201683933,0.11826253280238211,0.005552365496100574,0.009194986927183863,0.0888380822301721,-0.006084970689330578,0.07571063449293443
PTGS2,0.010724823718592881,0.0105123281863506,-0.00967330427166441,-0.05401644490612251,-0.09412282426871514,-0.03852813394702886,-0.03588246882464688,0.02092944045728594,0.05101306293947548,0.02718204811769303,0.019308391434232255,-0.0047973709852080935
XCL1,-0.015830711686725306,,,-0.012708994553627258,,-0.021139867206928745,0.05774368164641328,,,,,
CD58,0.014713575286421783,0.024030034145191836,0.05699903359863207,0.05604101220305858,0.11746753567467931,0.016483501530511195,0.05751628746032295,-0.012391736809500925,-0.0011844233376665056,-0.013267677720338367,-0.024019425811831193,0.029735255332361196
TNFSF14,-0.015951074021116972,-0.024479793623428104,-0.04634162922066758,-0.018002561586350083,-0.024823470857547394,0.04399251305158911,,,0.06054871454169344,,-0.040496820785976675,-0.0008917588217828877
CNTN4,0.008798336643867692,-0.01916270435737917,-0.020215858579037325,-0.02284034969047927,-0.06055126433959326,-0.019044497439885028,,-0.0221271652889952,,,-0.02442427430693814,0.00810079445205486
NTF4,,,,-0.01607632155373581,,,,,,,,
INSL3,-0.014181395970583138,,,-0.011680674659314418,,-0.014841428069030072,,,,,,0.06897756103407486
BTLA,,,,-0.01854078049343553,,,,,,,,0.04385358227938663
MFNG,0.029640906810590513,0.006479558802040052,0.0073200676669584975,-0.04986214258068958,0.1006518483670208,0.005281459966933775,0.01063565524338974,0.02049256291560027,0.08571234980304698,0.07387292967573147,0.10318056340796557,0.009669655028117298
ICAM1,-0.005247078283189734,-0.013549063496505897,-0.09306791704726475,0.0026772230526474847,0.05850894203114496,-0.000982672279970518,-0.014440224815184187,-0.023256286655630228,-0.0328389563720335,-0.01821568309178142,-0.044569456036263194,0.0117687258295104
PROS1,0.007119246727909355,0.00568858721707334,0.015554982140661214,-0.0013301815108606306,0.09931507352462404,-0.01620287586847065,0.036985135616628736,-0.04530847649612533,-0.03672931039857304,-0.04373840884254355,-0.04134024931145488,-0.03147706179911779
CLCF1,-0.0539268124960088,-0.011029399124174862,0.011586072806810975,-0.0008826729798073322,-0.002136337153733511,-0.008635598997695285,0.10719334594471494,-0.028339699239919965,0.08223929166371374,0.024656857773567062,-0.019931297592237593,-0.02454511603475557
PSAP,0.0029592253686234224,-0.0076342012468514015,-0.026442704905154924,0.0016103515969624774,-0.11393150036432716,-0.03031791281619529,0.013865027236402523,-0.07298272425384833,-0.03939412205673867,0.03969318573667709,-0.011707315095060735,0.043242853684111834
EFEMP1,-0.025254855653984946,0.06379314419724144,-0.04803910981833233,-0.02251087008449725,0.06508310774071066,-0.01042736608371545,0.015031379770740164,0.05929118160446975,0.06325483361223883,0.017764821374029943,-0.09066015178115977,0.042991209588100536
C1QTNF1,0.010096414131487786,0.0341506986924076,0.033545265308452935,-0.02006737495522266,0.07010626548887683,-0.003184978391232178,-0.031140987140834873,0.02519091270940276,0.045096045912196965,0.03945383088085918,0.017951899735066418,-0.07220474218668198
ALB,-0.005716837054112173,-0.03229236206591139,,-0.020737370233836757,-0.0012543220642844846,-0.01620294677793985,-0.023839402818464552,0.021582993308960803,-0.05001907410223786,-0.009850648720217363,0.030593826067075273,-0.021160022389399506
CCL13,,,,,,,0.10799606678611559,,,,,
EFNA3,0.018971236536911303,0.07440338707651595,0.054800941612022556,-0.011370868227431712,-0.08081411385566019,0.008286526562206848,0.061468003309020754,0.07943443121309901,-0.022949565967304505,-0.02165746602004931,0.08841716240490312,-0.04905753674526453
DRAXIN,0.037848920008298266,0.020078804623180343,0.0421185138873536,-0.03249225271664727,0.12630457517492272,-0.036182138890897594,0.004342772517751619,0.08833786568981204,0.09623229663101006,-0.011990683703703878,-0.015051623339770687,0.0251058274281599
RAET1L,-0.011047445189199175,,,,,,,,,,,
NPTX2,0.041080121051447316,-0.009548996922404742,-0.03595061894026545,0.014942238254865738,-0.1222906721834839,0.0015184338245521577,0.08861932764716782,0.014569375594008106,0.047918108853786924,,0.040915716184188336,-0.020901027528999142
FGF11,0.036209533637477365,0.04057248312466837,-0.06813989514944462,-0.06453995757078364,0.1682769452626559,-0.03572991237579118,-0.030334470679013733,0.09981810468606221,0.04506586586801915,0.05213568708556517,0.04067503000088565,-0.04398098693547966
CD59,-0.057302356960257796,-0.05544689380319828,-0.05435972640801319,0.03849158535133732,-0.08962651349432794,-0.026252628508719063,0.029607943500403203,-0.10023616917260102,-0.025856114171573786,-0.018455483602921246,-0.0567517989012326,0.07860536002917941
COL9A2,0.013425423374199625,-0.02843435896984132,-0.011347796468698785,0.010980992875228253,0.05646286659534782,0.013786269873782151,0.03698579128584787,0.047300732598052446,0.05845411948792166,-0.04016419001770303,0.028645142676848454,-0.016619980671076593
DLL3,-0.02934183644348914,0.023802318320447314,-0.0034549895668379267,0.03259311445671694,-0.026173146584268565,0.059503733070189385,0.07438327420318891,-0.03566592665193834,-0.023477651555192935,0.01832455920392966,0.055521985400296084,-0.07071555491202615
FGF5,,,,,-0.022777256085470557,,-0.049783631399349625,,,,,-0.0019901284229991156
LIN7C,0.0015418913377011057,-0.005826929249776335,0.05545912172686324,0.07376031913503665,0.09794112444601216,-0.06397974850376673,0.07881703557391989,-0.03426310067540695,0.11080647480014627,-0.09660416518795474,0.07077516016314932,-0.008732784394647008
GDF7,-0.026052612631915995,-0.02056294537102685,,0.06114558183882864,0.00035272823400762265,0.0014069109843309311,,,,,0.0008222452349761964,-0.0426465914437492
PSPN,0.005081559839761084,0.1000768912830216,-0.02574331123670044,-0.014186436109484815,0.043862573328500964,0.01726191516255032,0.12785367987948537,-0.0007937950024911493,-0.0047378879024742825,-0.01344041284798465,-0.0424903423970925,0.029606912743756708
ANGPT1,0.052363198743173814,-0.00869032752666863,-0.02066109035643402,0.010920181103377339,0.12676670385836472,-0.0049192562089227666,0.012522164335296123,0.08567006533994381,-0.06688567991337693,-0.014802155547746684,0.016033204478763684,0.036229325648284814
PNOC,-0.027829638706893204,-0.043031836070905674,0.010408499956579968,0.032794608688409485,-0.12431426127973254,-0.010073041594859873,-0.006995620043289846,-0.023889917709924158,,,,-0.017168316641648914
L1CAM,-0.013877861450043976,0.03439976507692352,-0.012851195469723912,-0.016545474398775066,-0.1015956034340155,0.00670345393009064,0.05382609086689252,-0.06479038426945774,-0.0385276427163094,-0.03573208071688744,-0.031070138477767545,-0.0375537656311982
APOA1,0.029033497252037344,-0.02847691881750219,0.041242205362877406,-0.018190720870898628,-0.04023249908762527,0.008554667637961803,0.031013336535865382,-0.046346397814228446,-0.02961582890737385,0.000182330081510938,-0.026848165233840215,0.020642876539471403
PSEN1,-0.018885059683091517,-0.02093659540616454,-0.05124355327842578,0.0409184802825999,-0.012537263611005994,0.050601581630538135,0.020507507784977858,0.017540318905180544,-0.012139379223164302,-0.019178129626178788,0.02963305146684488,-0.015490810777591051
CALM2,-0.06608053825983896,-0.06681120546629968,0.04152738110202173,0.0552901368427584,-0.1438686252291949,-0.05032794401980347,0.017079105739495226,-0.020414931771966054,0.026639121193516854,-0.004165728720612777,0.008892312866784075,-0.06940151624249305
CLEC2B,0.014407045083649712,0.012649594345257522,-0.03382374337616439,0.06755913490814,0.14019119465780144,0.012148795108774688,0.07013376322218999,-0.042195543390679165,-0.004280924007694291,-0.0748036717311158,-0.0277746642182279,0.008316673265908419
NTNG1,-0.000575291884269791,0.04822444690554154,,-0.061717340894388205,0.02243734504232893,0.003707192531713662,0.0020971996495490167,-0.008110153190661041,-0.056788948483595544,-0.03387913851881185,0.03788796263056554,0.014979153252186456
LRIG1,0.007785142346008116,-0.02534512826610768,0.004729171899521422,0.022143433035772347,0.09748246360756715,0.0018225654904091386,-0.010579932175051378,0.04574849657936082,0.018095318850677247,-0.05947575357105526,-0.016074004909210255,-0.06375227343856597
CPAMD8,-0.02219545969654501,,,-0.013816153869760078,-0.020605093414500595,-0.01646257040409114,,0.013477356498547324,,-0.04367519616757905,0.012365522851530803,-0.0036578006335990167
GHRL,-0.02943402296489629,-0.026081875471275866,,0.05563584949664591,-0.000496159410165434,0.01323091556149435,,-0.02178331527402746,0.08897755987214379,-0.06964273585612148,-0.02523920972397641,-0.033317175708927636
NPY,-0.020803233048456812,-0.015928408739733647,-0.016260057482182226,0.07061833305394773,-0.040631461068041254,-0.07651204233759916,,0.001593337121725901,-0.049178397672995845,,-0.0354971086497805,-0.01579073527949189
MMP2,-0.01831954602508578,-0.009248566373965922,0.02373409922337673,0.017273801005360273,0.13667386033578738,-0.014302406162412162,-0.012198713344255884,0.02103538232317667,0.010287872665959891,0.025451671863268112,0.05906427580311479,0.038882711308961766
LHB,,,,-0.012032826620997264,,,,,,,,
PPY,0.019059954652746187,,,0.0366341300859771,,-0.01203146069118275,-0.022050384552806494,,,,,-0.02311508878660425
ALKAL2,-0.020717748110990513,0.06391008729262362,,-0.011858008418181801,0.009552093832969148,0.04230671785552561,0.12294782183912259,-0.005744359276786619,-0.04569986837346554,,-0.03433366140733905,0.03180181943846931
CSF1,-0.031073205397875985,0.011672205344962215,-0.04171265944480261,-0.028383132453729056,0.0572340201885537,-0.008519353883989795,0.05537348277666278,-0.028954485215527744,-0.0325292851069922,-0.057859164855422064,-0.024332070187577836,-0.021187994246572375
SEMA4C,-0.011818970714321921,0.004899557578875679,0.001265029997062437,0.030921216213021126,0.031222629740523655,-0.028766466559110287,0.0287163496702826,0.07178644635619004,-0.0022394505434466905,-0.03674275386181294,0.017796688913618817,0.013381783302056074
BMP8A,,,,,,,,,,,,0.034516381197299724
ICAM2,-0.00858298302161203,0.015751610040976107,-0.03514351732188342,-0.007238958730726301,0.17093999157774706,0.0640647405250392,0.021515455685474208,0.059664290248913295,0.009380455834894112,0.008321864815144832,0.0015868247505135514,0.12822263438345827
SYTL3,-0.008689245468924021,-0.027936411801983897,0.035312120498697426,0.007529199396879621,0.028163431620223178,0.0018191258602051502,-0.045914214412294964,0.06505586514557563,-0.01950707835432491,-0.01502581730489837,0.16799071019744516,0.03284279061307136
IL1A,-0.015121142139609342,0.02670409428568954,-0.04715550054330309,0.0075300908502389475,0.06209984552784125,0.006788541185581047,,0.008314478689125913,0.010791528652101411,0.07083576837200356,0.034679022744022674,0.04234724326076103
HLA-G,-0.016999380215426328,,,-0.012708993405898308,,,,,-0.011409521933337203,0.13472771876947268,,
PGF,-0.020371373849628907,-0.02452286462073211,0.02574645224744159,-0.009165309395292493,0.14104083080177063,0.005375301458585415,-0.015286910755046046,0.004660044786062501,0.06325266895271654,0.06612023700007201,0.02783794917472408,0.13436851470463151
LGALS8,0.04625127906274841,0.046019450696303005,-0.03960883639086818,-0.00428856098687594,0.060918744576804296,0.06647666737837726,-0.03129472407684197,0.002013242912031613,0.014489657408315605,-0.012261478390007668,-0.031090717949419422,0.05679528396587035
DKK3,-0.01335437033640884,-0.08615018485933996,0.019864052764802628,0.045489137156885996,-0.11144147720851941,-0.049508651891169646,-0.016822580270083848,-0.1227554281720634,0.027874410500917546,0.04501577174860895,0.01518793883509629,0.07802160655568362
COL16A1,0.03675774053473863,-0.00027739139291702535,0.07518035603382256,-0.03891629135093827,0.0586628786396849,-0.025472772448989527,0.05564042446211814,0.08289023544095739,0.0591460709903782,0.057786571150305936,-0.04926059206556259,0.06144075960385287
TPH1,-0.012481862351834502,,-0.0026972611748994867,0.0018668693301154792,-0.008862619908120732,-0.00649386926455205,,-0.020540521572701864,-0.05207595507056588,0.014587156295062397,-0.03776146496099561,0.10757894407318563
TNC,-0.0348494519662976,0.02340402256269244,-0.06499768128830363,-0.036573175431564214,0.16443907985972667,0.013340416463975182,-0.0009034348139403436,0.048948079105416605,-0.031227316054944818,-0.057680105228422526,-0.017351121747066406,0.043410569208352325
TNFSF9,-0.022195457392292454,-0.027600344628526896,0.11169273025670207,-0.02084173517627683,-0.04808046628996057,-0.008684854580669032,0.01092425442125509,-0.015619969333870052,,-0.037214250462627434,0.12724056213254334,0.03913098446053823
C4A,,-0.016265068456792525,,-0.014265614196625724,,-0.014262693166899773,0.075642668279696,-0.01805589875385881,-0.04702757349675381,,-0.026513507865822857,0.012457536010117265
CNTN2,-0.01584580006053777,0.06717572615867935,0.060068578594709855,-0.05745221936036686,-0.004481383593033595,-0.004970843869252265,0.08451620288016737,0.022690535674260978,-0.021354663321317288,-0.10393649317439746,0.012352026025994098,-0.026273271660109492
F7,-0.012176997439715466,,,,-0.020605081438131032,,-0.008154588047089396,,,,,
LUM,-0.009136701239596218,-0.02398037171416439,-0.0567036716906083,-0.02714683434712716,0.10307555933447393,0.07088362557884624,-0.07491461955358437,0.004951780395945304,0.0535605893476313,0.004271720782491744,-0.004248410829490874,0.05819014001405013
BTC,-0.011047440587583198,-0.025451943306867026,,-0.0326596086319344,,,,,,-0.006096218332904532,-0.02274959036210834,-0.04442504483141097
APOC1,0.01505683165635675,0.06214601841334651,0.06913433223781995,0.03745072057546406,0.13621900945855345,0.006171647465067216,0.006959074812208557,0.002074978210431707,-0.03067879241925207,-0.012067012142057588,-0.024820228966899265,-0.051366971263138654
PKM,0.011251934283059789,0.016360444520618102,-0.04452372319485219,-0.04562195610607141,0.0809175933377097,-0.02376610087973801,-0.04125286040900997,0.09531279201989717,-0.00013693045770013732,0.05185900652264924,-0.007554356654426893,-0.03376042998162166
TNF,-0.028414604525650203,0.04443136076220368,,0.006170792639891258,0.062477912679863155,0.021774994933121523,0.02355342744271831,0.01261235979360644,0.03403825133057447,-0.043191917999298945,,0.02665803047193605
GNAS,0.007086109590408921,-0.0010264673699707536,0.03924159490251442,0.050827494402168154,-0.11178373926608101,-0.014372749142550935,-0.01904709597659971,0.09694696777413844,-0.035192063067976176,-0.05465730998449603,-0.07327741099722322,-0.037129284510105054
BMP8B,0.01385791708238674,0.014871438836604621,0.03743619644758788,-0.018424766764712757,0.0032820867357897885,0.019072168953742138,-0.034346603933321215,0.059992060507343174,-0.022178860796871015,-0.03838373774644266,0.020752926878311484,0.08162163617435883
LIPH,-0.012481859278897582,,-0.017327604165336904,-0.018072661063732034,,-0.011499629635005691,,,-0.04004607139257061,,,0.060496292932490627
CCL28,0.0014762471535885212,,,,,-0.01770753783073215,,0.025242964503021586,0.022979205969756014,,-0.018327156066833907,-0.020836764624962773
PTPN11,-0.044992862705327596,-0.012998751492404068,-0.05478718377548882,0.015537686352949198,0.02239794401309074,-0.01727517062869982,-0.018474533857702726,0.030633779695642505,0.018293557436302926,0.039569697789163444,0.04662479331210618,0.038754066246224995
ADAM12,-0.017784460591518274,-0.019368553085925985,0.01279546094911741,-0.018229426546634123,0.06688158168300816,-0.0014898509949968636,0.04412433790942927,-0.012239253224467846,0.05751308948655764,0.14409274389009197,0.007109388931273236,0.09948140027869799
EPO,-0.016771560570529486,,,-0.01842476728062563,,-0.012031461216358385,-0.021675707987021786,-0.020540524589147027,,0.06283033300886023,,0.055130028253760566
EDN3,-0.02174280724086973,0.002836624633069227,-0.020439573707943613,-0.02293627429787267,0.00947895253416784,0.0410178001763277,,-0.02075247223396608,,,0.03853802754510483,-0.040261228980461854
CCL22,,-0.020562944873086936,,,,0.034864953877773816,,,,,-0.022749591368917098,0.10337538468001232
CCL2,-0.05528752320385189,0.11782788886562406,-0.03400785562646618,-0.02265047893379033,0.03215080605089996,0.01857978901308168,0.01732578974128929,-0.013696586921250056,0.08028359053705829,0.03329243421466516,-0.06251755811889796,0.0032130269363861855
DSCAM,0.004674109053792715,0.0010026281717164366,0.02522243671400147,-0.005773458291865607,0.08387837412422021,0.013831182343546203,0.0056592868424286714,0.027729725746084653,-0.11591874846616317,-0.002178161860676212,-0.011529270887345624,-0.036620627909225344
GPHA2,0.011051731111170774,,,,,,,,,,,
ANG,-0.00446458629503452,-0.00836592342067972,-0.07875207503623483,-0.05973372514508536,0.08489014080786843,0.017402287647235167,0.012089019502320008,0.05066839080220987,-0.08252886561619108,0.02374684711140232,0.03042814633247899,-0.07652962953808189
FBLN2,-0.003054136518903361,-0.01954753697633889,-0.002248279880867433,-0.027937253532192653,0.10412562329210924,0.02346338055043596,0.04086247121629055,-0.029397949862316277,-0.023659408807230917,,-0.04495257667595568,-0.013525422313752691
VTN,-0.023595063930236172,,0.08453511005497734,0.026211411683750862,0.04141331831431261,-0.019766339620356246,,-0.017067939260953936,-0.034769479677963004,-0.055458500144928494,,-0.013154461038931108
VEGFA,0.056488871750362345,0.06262416026133552,-0.023179757289150487,-0.09873297222800691,0.07686726382469793,0.009637132838813118,-0.06130465299549296,0.12840709507388529,-0.04704160724634874,0.031038564813919308,-0.02061349166117173,-0.053791815430399265
F10,,-0.023471300984034233,,,0.02468283289846836,0.02812457519990045,-0.0445452702138467,,,-0.03445489468514004,-0.019682680849067952,0.0633849601651783
SERPINA1,-0.06931794642341826,0.011237399525518188,0.10004777252308657,-0.02167257155062854,0.07389474758566449,0.0151781593287407,0.09487700631479758,0.10232943738776848,-0.05686594264053739,-0.020378675764363356,-0.04696265489847839,0.009690797014367552
VWF,0.006252581479606321,-0.031339291981772,0.012603904060230951,0.06803347542004853,0.12091502125322741,0.010915217653784918,0.010879434557646513,-0.09458617852305745,0.07639719818806129,0.008230291573356752,0.0027099628697687247,0.08813497950446471
GDNF,-0.01954749577564396,,-0.03084741097088671,-0.014986361420285461,,,-0.013311340363258381,0.04382530753581624,,-0.0502589619093783,,
VASP,0.043168581887008055,0.04108805580482953,0.05832719467534623,-0.0374013184842273,0.05248787422040065,0.01325486427330696,-0.0040408569094988,-0.0009373184743117717,0.00813389117518678,0.05596457724869426,-0.047300334584886375,0.047424492230451525
ADAM15,-0.06368055379071458,-0.0003720656482633943,-0.014357193784979703,0.02190067078529887,0.033668445696427914,-0.02881879610566492,0.00930777186212129,0.015415168091083044,-0.008118580703479737,-0.038090831488264996,0.001990444661674036,0.07588510066048475
WNT2,0.18518439918945553,,0.024197091637898294,,-0.052890096217808685,,,-0.019222884132584602,0.08799975647996984,,,0.07184071334524213
CALCB,,0.07998443028846493,-0.01338292910418406,,-0.022777255837942705,,,,,,,
OLFM2,-0.03767864807271517,-0.0614605937246432,0.011035794561485882,-0.01970108751362327,-0.02540235360501287,-0.08748012806181962,0.16117275780280726,0.05396931033383156,0.031974490289111694,0.07000982416036707,0.02210186873377132,-0.008755976716140774
MFAP2,0.019420865560495593,0.12035258787476512,,-0.035040933060256456,0.07126672174287135,0.006510245495232329,0.11008592527578875,-0.04807869606008512,0.04601754638839703,0.04540694708603284,-0.05480111535517813,0.08033285972363352
HLA-C,-0.0057098847091147506,0.02347505891176117,-0.03513729742434988,-0.0052937782192306595,0.11185308684727452,-0.00033875529971992546,0.013831712657427988,0.03519143862080062,0.04934866342746826,0.06404922065810287,0.033962664643334216,0.012223665946471368
THBS1,0.0063484207874643156,0.007456755493612866,-0.01587933857479542,0.009215232575463837,-0.018235000556729556,-0.02288923293597604,0.0019633983162610467,0.008064746005377203,0.03491123729505981,0.029390231933271917,-0.025201331556621447,-0.00114012418340059
HSPA4,-0.03230883846272233,0.055877248422294516,-0.0024182652189731996,-0.028712122557379285,0.024663479711164896,-0.012532922564145132,0.05617579895910523,0.01832259046642491,0.06168344638138665,-0.013431472069960076,0.049279106398180804,-0.03134347688040789
LMAN1,0.02668451950710989,-0.017847928463211312,0.03199316508896137,-0.03694392233818187,0.13269994786531872,0.010229076068046915,0.022495156874065125,0.03324878632663058,0.008840832137363192,0.07964238510381214,-0.035470966465261156,0.04122128156964977
LYPD3,-0.01904156389306625,-0.018954755827175523,-0.023760193899871603,-0.013508646924346472,-0.023965606940788378,-0.01684501345173058,0.10939861224247735,,-0.044341062184953185,-0.008283718322189633,,0.02795410512095334
APOE,-0.05118493532144049,0.007901658606790872,0.030239419936267116,0.055022461006205996,0.07020694489740072,-0.03728223857321722,-0.033854529547155274,-0.02209304415676751,-0.04169962293480829,-0.16845635427387795,0.0033135911385133304,-0.021275635465513767
SOSTDC1,-0.015250763404293266,,,,0.04506209851009482,-0.029100116770701137,,-0.03123366991087168,,,,-0.025527416124832746
ANXA1,-0.0359710631826125,-0.02321943009128948,-0.02369027300588916,0.022779189617120388,0.0983575739499326,-0.0512260445616016,-0.036762825066393896,0.013123549980943573,0.02576334459125417,0.08389670769720348,0.004503333671795138,0.001028853679687715
WNT2B,-0.01959991292959052,-0.0012455387645612336,-0.02376019829713401,0.00828862350080296,0.04645737241565254,0.015420505196684555,0.0866074199485769,0.006373060044056083,-0.04635748595936405,-0.06921154914110751,0.05578196628276506,0.04046266017432144
AMH,-0.008769979621571401,-0.00031998844217375383,0.01650615495519457,-0.018770843815415238,-0.021374347139720865,-0.017342742268296636,0.03784183852525133,0.02795776388594425,,0.08821324933127137,-0.01832715372973194,-0.002295512410081381
GDF10,0.03354751806043941,-0.021324410350237407,,,0.006984695685296819,-0.01620294632548171,,-0.03951726235181958,-0.04689024783675121,-0.006005274475623723,-0.023130926241345558,0.09239078904749368
EFNB3,0.026066159672515295,0.020384103038435186,0.007262336535437682,0.0725977165592086,-0.01836322857997765,-0.07273523047460904,-0.017482107958934293,-0.08587625784509395,0.026993266349509375,0.010831756217465129,-0.044281314562120186,0.038737396717263305
LTB,-0.024601645775736106,0.024486300884567297,,-0.03200763530733603,-0.03727508877163804,-0.020933812916583444,0.07024919168048492,0.061682254861526016,-0.004321507883138306,0.043281304356523324,0.015331897895557584,0.04956611809638818
ANGPT2,0.011983920413963024,-0.004484572633878861,-0.02293586384712368,-0.013815156953116496,0.14233347689326625,0.02507136468697966,0.08091209492364021,0.013514019735816129,0.05097284173656259,-0.015717408180261225,0.0394181419063476,0.06961763841201632
NRTN,,,,,,,,,,,-0.023130934539456395,
ADAM17,-0.019333383083860657,9.041457181159528e-05,0.04464630737886886,0.017206377000230876,0.10715268127653783,0.014214650063686732,0.028541572987743062,0.05480082896376562,-0.08932171827892518,-0.03463937546917146,0.015299034298336196,0.005493087540988092
LRPAP1,0.07510394373054873,-0.010374400477305775,-0.005605958322272483,0.03159863448817025,0.10382287056127017,0.007702885230836568,0.0012388568256321037,0.026935011400884525,-0.08248926642860566,0.044419222983569484,0.10011263949421362,-0.061580190200053724
NID1,-0.021963315879017748,0.027337106349954773,-0.02669149620995455,-0.007246699268715533,0.13444706635605674,0.04515817088501924,0.029629084524954438,0.006549530824651243,-0.04849287415100568,-0.041591180028267276,0.03857672141306279,0.0909125264386915
MST1,0.042694040788363065,0.03640272973766447,0.05592043807882766,0.011351601744963843,0.15597140527305214,-0.022916650836491363,0.004144823726120495,0.08877979431880177,0.020808944000170134,0.0659207124861632,-0.04950768327691322,-0.060094019171530344
CCL14,,,,,,,-0.03343487746600884,,,,,
IL13,,,,,-0.023071759474641077,,,-0.00954350287247585,-0.03587773525210729,,,
DCN,-0.03665309263603942,-0.04309932597042532,-0.014477841697694397,0.0061837616424911665,0.11084511535469087,-0.01871006047666572,-0.07182885725511948,-0.05759603994337572,-0.009438386951081058,-0.014642975237123648,0.005873031642920827,0.050230598997576224
IGFL2,,,,,,0.005522322705075975,,,,,,-0.006642191014094711
